global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
849.9705749232401	n/a	n/a	722449.9782353432	952.1975219573208	n/a	906680.1208216624	n/a	789.377703615044	n/a	623117.1589645603	n/a	800.4598443254189	733.8016791748845	n/a	n/a	n/a	n/a	-0.0270839561	-0.04479387	-0.0249552476	-0.0167416205	-0.130974924	0.0328487948	-0.0048603854	0.0164735503	0.0068506027	-0.0069814073	0.0405301157	-0.0189628356	-0.0003904427	0.0235342615	0.012366382	0.0013903798	-0.0238682897	0.0097023797	-0.0145949246	-0.0222513329	0.0619900511	-0.0816942529	0.1365282152	-0.2179057002	0.0320372647	-0.0072500767	0.0758082234	-0.0757357745	0.0242442265	0.1825644822	-0.1454401878	0.0601001112	-0.0581414137	0.1253161239	-0.0501193833	0.0565405199	-0.0900909689	0.0306867041	-0.0301517817	0.0935278915	-0.1091203826	0.0739544242	0.1561451084	0.1560591586	-0.1044939020262631	n/a	n/a	0.0109189755606742	7.857864717664143e-05	n/a	n/a	6.174603792111097e-09	-0.2893982328503881	n/a	0.0837513371769274	n/a	0.0025987972429043	n/a	n/a	6.753747109726991e-06	-0.0007542110931573	n/a	n/a	5.688343730415294e-07	-0.0005460210398155	n/a	2.981389759211999e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848.4699649851292	-1.5006099381108695	2.2518301863571084	719901.2814818664	934.0409630243504	-18.15655893297037	872432.5206074559	329.6606322864261	787.8194849998943	-1.5582186151497126	620659.5409454986	2.4280452525990883	797.3628964325582	733.0442244461159	0.8954689999999998	19.480289	0.118863575172274	0.0761470913447525	-0.0352040461	-0.0496541488	0.0055323737	-0.0778572751	0.0409587889	-0.1250218246	-0.0113697019	0.1072622109	-0.062973866	0.0304855472	-0.0318560137	-0.125464303	0.0009112916	0.104956731	-0.0839807619	0.0428164135	0.0607049754	0.0893058755	-0.0136410813	0.0001324789	0.0663661966	-0.0606158538	0.1229096514	-0.189513404	-0.0206794553	-0.017073776	0.0524509706	-0.0037311834	0.0519409581	0.2548840398	-0.1018112989	0.0634451753	-0.0375982203	0.0266180451	0.0677871961	0.0089584753	0.0306038376	-0.0159486975	0.0792772022	0.0118595755	-0.0595568994	0.0737965009	0.155915944	0.1551433414	-0.0963318006151752	0.0081621014110879	6.661989944488316e-05	0.0092798158097618	0.0153009176184184	0.0152223389712417	0.0002317196037553	0.0002341180799656	-0.2189317420145187	0.0704664908358694	0.0479311076615117	0.0049655263307216	0.0026619635432358	6.316630033150004e-05	3.9899814975692615e-09	7.086049905516494e-06	-0.0007531479455105	1.0631476467999916e-06	1.1302829188963596e-12	5.672318278266871e-07	-0.0001099976087123	0.0004360234311032	1.2099473922424258e-08	1.9011643247100706e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848.7574945553868	0.2875295702575613	0.0826732537724978	720389.2845639373	945.8759814698492	11.835018445498804	894681.3723215505	140.06766160529693	789.4476530623637	1.628168062469399	623227.5969256741	2.650931239645357	800.4345546170524	735.1422634592243	0.8530029999999998	18.556477	0.1418553115818584	0.0649734347337595	-0.0396606628	-0.0380346351	-0.0182964208	-0.0163910277	-0.0707849284	-0.0213606906	0.0117076845	0.0066498045	0.0196073585	0.0052080193	-0.0132305004	-0.1872210034	0.003554092	0.0118402362	-0.0001582881	0.0246241381	0.0509472572	0.1650075876	-0.006165186	0.0015745222	0.0496069199	-0.0561829736	0.0849379957	-0.1946805229	0.0215497005	-0.0231675843	0.088383733	-0.0650598936	-0.0423551447	0.1948601311	-0.0572187735	0.0376701625	-0.0986823758	0.0538485212	0.0418467873	0.058275482	0.1322848446	0.0061856932	0.028067376	-0.0029268535	-0.1060595377	-0.1797739446	0.1554579513	0.1533170814	-0.0795418467010762	0.016789953914099	0.0002819025524375	0.0063269053766175	0.0538798131442916	0.0385788955258731	0.0014883311799962	0.0029030342644637	-0.1891558783366775	0.0297758636778412	0.0357799463093199	0.0008866020577613	0.0021388886433873	-0.0005230748998485	2.736073508515184e-07	4.574844628811164e-06	-0.0004899902375128	0.0002631577079976	6.925197927860272e-08	2.400904328578502e-07	-0.000457976970147	-0.0003479793614347	2.097429051850261e-07	1.2108963598450156e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
847.7293050381155	-1.028189517271244	1.0571736834264736	718644.9746204063	937.1137587197462	-8.762222750102978	878182.1967818508	76.7765475224222	789.9254553619274	0.4778022995637911	623982.2250287484	0.2282950374684468	800.7146132670829	743.0630038703969	0.941165	20.474377	0.1003539071396887	0.051633708919637	-0.0384785363	-0.0392777594	0.0057001108	0.0534375539	-0.0154343238	-0.0268084788	-0.0033955346	-0.0527065089	0.0419034479	-0.0101511143	-0.0002212721	-0.0617690619	-0.01141667	-0.0357559932	0.0320002161	-0.0079801812	0.0130113471	0.0743375369	-0.0117906631	0.0016196078	0.0323975818	-0.0380456683	0.0635508028	-0.2023245746	0.0182160162	-0.0117474935	0.1146044643	-0.096962819	-0.0313495794	0.083654634	0.0682641838	0.036981703	-0.1848984677	-0.12155929	0.0405335634	0.0124120849	-0.029948028	-0.0197111028	-0.0724174275	0.1405113571	-0.1544843672	0.134743641	0.1547718027	0.1505910958	-0.0856687072399751	-0.0061268605388989	3.753842006311664e-05	0.0073391274001685	0.0352383374959544	-0.0186414756483372	0.0003475046143475	0.0012417404294787	-0.2243081934555704	-0.0351523151188929	0.0503141656513016	0.0012356852582179	0.0024759889324331	0.0003371002890458	1.1363660487476205e-07	6.130521193531202e-06	-7.599631274790575e-05	0.0004139939247648	1.7139096974224097e-07	5.775439551277502e-09	-0.0004004060672865	5.7570902860499965e-05	1.6032501871984117e-07	3.314408856173123e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.0273808131785	-2.701924224936988	7.300394517301344	714071.2743239807	943.247969967636	6.134211247889766	889716.7328480663	37.62854763373732	790.0196152743306	0.0941599124031427	624130.9925182014	0.0088660891037675	802.0453632639777	730.7171869215622	1.044013	22.711773	0.175784580585716	0.1095659623083849	-0.0263782173	-0.0492791842	0.0113820748	0.0195716444	0.0118239014	0.1173345796	-0.0317385291	-0.0991961673	0.061310609	-0.0679435066	-0.015221333	-0.0830239843	-0.0325584615	-0.0830733602	0.0494510252	-0.0839286182	0.0303087939	0.0508288634	-0.0102150482	0.0252009267	0.0497547496	0.0283171252	0.0325596096	-0.1933949625	0.0192362307	-0.0019998224	0.0229260174	-0.075536853	-0.0834625074	0.0154059212	0.0578173173	-0.062578466	-0.0688310534	-0.0930545808	0.0558607214	0.0322828353	0.1862315904	0.0162952333	0.0709036737	0.0728462866	0.3245785212	-0.1377212055	0.1538585052	0.1469813818	-0.0793904611133626	0.0062782461266124	3.9416374426324855e-05	0.0063028453157923	0.0610256445790753	0.0257873070831209	0.0006649852065991	0.0037241292962916	-0.1239369829501981	0.1003712105053723	0.0153603757427976	0.0100743798983137	0.0025200701741979	4.408124176480009e-05	1.9431558755267557e-09	6.350753682881835e-06	0.0005812053178995	0.0006572016306474	4.3191398332560926e-07	3.377996215546589e-07	-0.0002347326022865	0.000165673465	5.5099394576192186e-08	2.7447697005106227e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.8408663586879	-2.1865144544906343	4.780845459696476	710380.7260042636	938.6345628901342	-4.6134070775017335	881034.8426519533	21.28352486274309	788.9829672986707	-1.0366479756598892	622494.1226874153	1.0746390254397462	800.4142924492234	715.2078183102452	1.01702	22.124557	0.0874481362395451	0.0441458876413284	0.0012146949	-0.0541474334	0.0387085378	0.0088873099	0.0633477165	0.0539073164	-0.0348857849	-0.0429041473	0.0726608848	-0.1297571262	-0.0665771326	-0.0107458065	-0.0339118481	-0.0308377304	0.0320439594	-0.1406975201	0.0523930478	0.0383271043	-0.0148285391	0.0258018103	0.0590450384	0.0135323588	0.0708852073	-0.1040611429	0.0020437168	-0.0098989535	0.0671209416	-0.1704429338	-0.0664336711	-0.0275484121	0.0760800949	-0.0675324943	-0.0582937517	0.0772037429	-0.0150090248	0.1313001144	-0.0212438541	0.0567064656	0.1316966389	-0.0252112481	-0.0695977188	-0.078618252	0.152719399	0.1425091225	-0.0982745213970019	-0.0188840602836392	0.0003566077327961	0.0096578815558097	0.0553997470526752	-0.0056258975264001	3.165072297755479e-05	0.0030691319735003	-0.1111143502704123	0.0128226326797857	0.0123463988360158	0.0001644199088407	0.0022899939486503	-0.0002300762255476	5.29350695622302e-08	5.244072284854993e-06	-0.0001076739233567	-0.0006888792412562	4.745546090337178e-07	1.1593673771024506e-08	-0.0001513771540959	8.33554481906e-05	2.291504278217385e-08	6.9481307430558e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.444636202461	2.60376984377308	6.779617399342087	714776.6328835116	935.6887616488202	-2.945801241314029	875513.4586759027	8.677744953327277	789.1200528471909	0.13708554852019	622710.4578055533	0.0187924476130813	800.3088842492035	716.7638167773976	1.041313	22.653025	0.182765331350663	0.0747184711470213	-0.0022664743	-0.0420745407	0.0334821498	-0.007930135	0.017198535	0.0055192397	-0.040693693	0.0212464476	-0.0255596601	0.0005466782	-0.050837529	0.1330084959	-0.0338526274	0.0357825673	-0.014247262	-0.0012681644	0.0361717311	-0.1171351087	-0.0180669521	-0.0024171314	0.0801951734	-0.0260787234	0.0510511683	-0.189138296	0.0178518299	-0.0295007076	-0.0345647445	-0.0425465655	0.011399066	0.0853545671	-0.1087583918	-0.023076068	0.1533498175	0.066298759	-0.1328695517	-0.0232082995	-0.2200409927	0.0635653381	0.1408075745	-0.1847535975	0.0550028512	0.2176438211	0.1513561561	0.1372005631	-0.0795192219098765	0.0187552994871254	0.0003517612588517	0.0063233066531521	0.013761797108188	-0.0416379499444872	0.0017337188755796	0.0001893870596469	-0.1578480710203678	-0.0467337207499554	0.024916013524851	0.0021840406551348	0.001725122482308	-0.0005648714663423	3.190797734877003e-07	2.9760475789645155e-06	0.0005526219754428	0.0006602958987995	4.359906739714395e-07	3.053910477423026e-07	-0.000438977012336	-0.0002875998582401	1.927008173594407e-07	8.271367845972563e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.5980572757702	1.1534210733092325	1.3303801723538211	716728.2705831083	943.6201654942192	7.931403845399018	890419.0167273377	62.90716695881033	790.6221653540068	1.5021125068159336	625083.4083490585	2.256341983132848	803.1935255478221	713.3989477282256	1.1571	25.1719	0.3809953939527163	0.2271975164457668	0.0027869536	-0.0334832968	0.0233253351	0.0094105101	-0.0532190215	0.0396928761	-0.0024745322	0.0348727163	-0.1329156767	0.1591068252	-0.0161130666	0.2592266304	-0.0013881934	0.0027111643	-0.0560702453	0.1579821278	-0.0100547264	-0.262649959	-0.0324874522	0.0330399594	-0.0085738116	0.0971887685	-0.1336540128	0.0282346428	-0.0997905823	0.240659418	0.041886519	-0.0139495645	0.241324617	-0.0037003947	-0.0949159345	0.0345510542	0.04308555	0.1317392842	-0.0942985247	0.0540062443	0.0294498502	0.0583273131	0.0215797793	-0.1791741883	0.0366924896	-0.2156701113	0.1497707771	0.1310868562	-0.0794312863501858	8.793555969069389e-05	7.732662658115588e-09	0.0063093292512452	0.1378325116388907	0.1240707145307027	0.0153935422041591	0.0189978012646849	-0.0147329460944405	0.1431151249259273	0.0002170597006216	0.0204819389825637	-8.790970495911558e-05	-0.0018130321872671	3.2870857120665807e-06	7.72811622599875e-09	0.0008000101508498	0.000247388175407	6.12009093312046e-08	6.400162414627197e-07	-0.0002249649962822	0.0002140120160538	5.0609249552250265e-08	4.5801143015411967e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.2317151460629	-0.3663421297072773	0.1342065559984636	716108.1157190474	937.3091882101854	-6.310977284033811	878548.5143032369	39.82843427959078	792.2151326938083	1.5929673398014756	627604.8164690683	2.53754494567419	803.4732055664062	716.7880456276189	1.061082	23.083094	0.46477027822758	0.2800558857920772	0.0060321364	-0.0369724689	0.0333852773	-0.0579884351	-0.0523869325	-0.000890695	0.0169445211	-0.0437787488	-0.1896023169	0.1612698026	-0.0050519874	0.2375840647	0.0007966719	-0.0772192449	-0.0929133564	0.1746158131	-0.0529471175	-0.2528187339	-0.0564175748	0.0648302769	-0.1161710741	0.1802101928	-0.2773078725	0.2431334044	-0.0987762429	0.2176153653	0.2104685325	-0.0269714253	0.4147218069	-0.0099127954	-0.0720728767	0.2597900588	-0.0019036794	0.0601021707	0.1357535667	0.16072483	0.1162261346	0.0090035821	-0.0795346894	0.0458075064	-0.1458411702	0.0505362072	0.1479655889	0.1242038795	-0.0433687484378708	0.036062537912315	0.0013005066406771	0.0018808483410673	0.0463090674224559	-0.0915234442164348	0.0083765408412388	0.0021445297255375	0.1220351797587255	0.136768125853166	0.0148925850987444	0.0187055202493874	-0.0037620509864853	-0.0036741412815261	1.3499314156614874e-05	1.4153027624915018e-05	0.000799797705711	-2.1244513879992938e-07	4.5132936999721255e-14	6.396763700605794e-07	0.0001090046819661	0.0003339696782483	1.1882020690530604e-08	1.1153574598927305e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.4070433444492	-2.824671801613704	7.978770786831607	711335.4407630257	943.2726735637416	5.963485353556166	889763.336692089	35.56315756207891	790.3855639663127	-1.829568727495598	624709.3397263462	3.3473217286298618	802.7325109533361	712.4063918761958	1.081914	23.536285	0.2126197622480584	0.1176498343213166	0.0114051775	-0.0391547148	0.0370241035	0.0174922159	-0.0126627042	0.1482319924	-0.007285245	-0.0492805264	-0.0788436781	0.0374910669	0.0322774811	0.1262509062	-0.0210174798	-0.0721785609	-0.0470651846	0.0264250201	-0.0612676433	-0.1515065469	-0.0432985586	0.0722551623	-0.0626136664	0.158357744	-0.1930013374	0.1368482942	-0.0406831656	0.0759298499	0.1215624688	-0.1070875612	0.1925627416	-0.1372931489	0.0761212899	0.0743791296	-0.0030039204	-0.188313226	0.0071872752	-0.1316773533	-0.1141726084	-0.0566638902	0.0417614396	0.0388750156	0.1454069868	0.1899370226	0.1459432408	0.1165920251	-0.0681949352661774	-0.0248261868283065	0.0006163395524339	0.0046505491959581	-0.0027292593138668	-0.0490383267363227	0.0024047574890983	7.448856402328677e-06	0.1040035144184514	-0.0180316653402741	0.010816731011389	0.0003251409549436	-0.0018951594080536	0.0018668915784317	3.4852841656192043e-06	3.5916291819340714e-06	0.0011937508530837	0.0003939531473726	1.5519908232485626e-07	1.4250410992380614e-06	0.0002626316230248	0.0001536269410586	6.897536941264066e-08	2.3601237019053282e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
