global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
844.3374678312647	n/a	n/a	712905.759583712	952.9258953314176	n/a	908067.7619931838	n/a	787.0287359553668	n/a	619414.2312195024	n/a	797.8411065666539	708.9638044228383	n/a	n/a	n/a	n/a	-0.1527543151	-0.0762380203	-0.1633925	-0.1635910359	0.1554965923	-0.1814760451	0.207758519	-0.0938250933	0.1329746547	-0.0983835167	0.0069266374	-0.1555319474	0.1570009095	-0.0450719176	0.0581129692	0.0306634178	-0.0526711844	0.1415424211	-0.0874369536	-0.1585389553	0.0681882666	-0.0152312267	0.1204973942	-0.1767319339	0.0934815695	-0.0136247148	0.1300736284	-0.0239358436	-0.0601713395	-0.1604636424	0.0396025252	-0.2039621282	0.0762605976	-0.04359693	0.009960846	-0.1952970124	0.0318055878	-0.0165101306	0.0536378208	-0.0268022825	0.0461859828	-0.0754048735	0.0478771859	-0.0187317715	0.0599079807	-0.1559673598	0.0002812412	-0.079474655	0.0174634822	-0.0986651974	0.0576862493	-0.0626649346	0.1561451084	0.1560591586	-0.0468992428805137	n/a	n/a	0.0021995389827654	0.0279350145325025	n/a	n/a	0.0007803650369311	-0.3499096142811879	n/a	0.1224367381664096	n/a	-0.0020720049081588	n/a	n/a	4.293204339434157e-06	1.274758076874605e-12	n/a	n/a	1.6250081545570412e-24	-2.8605106694792876e-10	n/a	8.182521290204845e-20	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.141798770002	-5.19566906126272	26.994976994162634	704158.9584429545	940.5658546967032	-12.360040634714323	884664.1270213398	152.77060449178924	785.6860916446872	-1.342644310679589	617302.6346039037	1.802693745000268	796.801065135154	684.8336946599259	1.261652	22.474247	0.0535193662135792	0.036349591831358	-0.1257170538	-0.0888649338	-0.0618291987	-0.1132598095	-0.0309590645	0.0001256128	0.1513722772	-0.0672363319	0.1572158474	-0.04972482	-0.0111304532	-0.0326155849	0.0902569086	0.0481461469	-0.0663634004	-0.0877269929	0.1167843118	0.1576668084	-0.0492173938	-0.1732112023	0.0120040938	-0.0083402287	0.0762827758	-0.1776452559	-0.0739391125	-0.0543045029	-0.0660162011	0.0839540232	-0.0554193486	-0.1581306332	0.0363938764	-0.2156813632	0.0613749539	-0.0417968104	0.0351131043	-0.0518394642	-0.0823589115	-0.0728038768	0.0530508459	-0.0811539343	0.1540543256	0.018166706	-0.0360104033	-0.0199799043	0.1433382159	0.0226744483	-0.0197031172	-0.047880075	0.0337736083	0.0336714252	0.0267272267	-0.0694157405	0.155915944	0.1551433414	-0.0526252659972215	-0.0057260231167078	3.2787340733072104e-05	0.0027694186212783	0.0269144293182108	-0.0010205852142917	1.041594179630835e-06	0.0007243865055249	-0.3159492886230026	0.0339603256581853	0.0998239529813813	0.0011533037188099	-0.0020529996763934	1.9005231765400164e-05	3.611988344565754e-10	4.214807671271405e-06	0.0002369997422706	0.0002369997409958	5.6168877232096155e-08	5.616887783633083e-08	2.4338567557917815e-07	2.436717266461261e-07	5.923658707713295e-14	5.937591036670439e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.2016369357839	-0.9401618342180882	0.8839042745203199	702581.9841618277	939.7028381986768	-0.8630164980264681	883041.4241186485	0.7447974758658688	783.8473264128147	-1.8387652318724577	614416.6311245176	3.381057577942973	793.8097283976853	669.5938009959478	1.03964	18.519468	0.0601218140126947	0.0337143282624555	-0.1123404666	-0.0752978682	-0.0691837183	-0.1325499228	0.0281541011	0.0462422734	0.101617678	-0.0134656244	0.1024237245	-0.1173599307	0.0303501598	0.121534937	0.0565405239	-0.0447410137	-0.0198067557	-0.0304634243	0.1858294235	-0.0666162833	-0.0211254368	-0.1268710094	0.0807284359	-0.0104868528	-0.1462060872	-0.0416130338	0.0593919082	-0.0089856806	-0.1262670493	0.1863623577	-0.0589792648	-0.1514682783	0.067764977	-0.1936306471	0.0423001623	-0.0412798927	0.0407620642	-0.0160617696	-0.041516672	0.0297139356	-0.0792861051	-0.0650346985	-0.0653518795	0.038707019	-0.0486688029	0.0302965089	0.0534994034	0.083910068	-0.0613992914	-0.0062162412	-0.0529106153	0.0129823337	0.0759171475	-0.0878698539	0.1554579513	0.1533170814	-0.0527155831349404	-9.03171377189052e-05	8.157185365735689e-09	0.0027789327052568	0.0420399839596967	0.0151255546414858	0.0002287824032125	0.0017673602513315	-0.2868538900691533	0.0290953985538492	0.0822851542478058	0.0008465422170073	-0.0019399991129373	0.000113000563456	1.2769127341396073e-08	3.763596558197511e-06	3.3999969175191325e-05	-0.0002029997730954	4.120890787678741e-08	1.1559979039139603e-09	3.2848634274034595e-08	-2.105370413051436e-07	1.0790327736692802e-15	4.432584576152372e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.1676524181001	1.9660154823162657	3.8652168767072586	705881.6841697416	936.9447575114784	-2.758080687198344	877865.4786282431	7.60700907709649	784.6005405430573	0.7532141302425543	615598.0082204576	0.5673315259970476	794.465058120193	676.7797313497587	0.960249	17.105259	0.0633781307399527	0.0363383372116107	-0.1077028715	-0.0632419341	-0.0541295344	-0.1086818975	0.0793789184	0.0857873892	-0.0918753012	0.001253871	-0.0055858892	-0.2460670915	0.0394633934	0.098601825	0.0829392856	0.0633926617	0.1680165886	0.0743764465	0.0877145283	0.0879553666	-0.0079106501	-0.0497139033	0.212012739	-0.0198139562	-0.157848248	-0.0543680236	-0.0093634939	0.1268420966	0.1172279093	0.1287401167	-0.0534468903	-0.1455518234	0.0500535869	-0.1637694074	0.0415184583	-0.1036518055	-0.0017781649	-0.047939363	0.1178788772	0.0095687077	0.0077288811	0.0761704918	-0.1890996727	-0.0877945004	0.0970268733	-0.0709557707	0.0514846337	0.029655078	-0.0190218242	-0.0288973025	0.0353972271	0.1465531167	0.0778186821	-0.079934917	0.1547718027	0.1505910958	-0.0524733629767553	0.0002422201581851	5.86706050312174e-08	0.0027534538220903	0.0115485229732712	-0.0304914609864255	0.0009297291930867	0.0001333683828641	-0.2922591912711283	-0.005405301201975	0.0854154348824539	2.921728108407261e-05	-0.0022380019747363	-0.0002980028617989	8.880570564039384e-08	5.008652838923578e-06	0.000279999651479	0.0002459996823038	6.05158436935748e-08	7.839980482836146e-08	8.132723988080529e-07	7.804237645340183e-07	6.614119946630046e-13	6.090612522494489e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.1501334834111	1.9824810653109357	3.930231174316381	709216.8473261271	937.97844803895	1.033690527471549	879803.5689855572	1.068516106584409	787.0722891951915	2.471748652134238	619482.7884189591	6.109541399327422	796.1968047755539	677.4373034250465	1.113965	19.843449	0.0824604760233704	0.0420539605835333	-0.1253173796	-0.0912148114	-0.0386300652	-0.1030963598	0.0244629695	-0.0518061779	0.0460874681	-0.0704760933	0.0339102087	-0.1321823995	-0.0680423886	-0.082677445	0.0965427727	-0.002927684	-0.0094085945	-0.0646048165	0.2272058771	0.0042692126	-0.0593354056	-0.0750406972	0.1418136752	0.0389741275	0.0841677675	-0.1295667844	0.0107140316	-0.062751097	-0.000744024	0.1140742829	-0.0564653086	-0.1543786579	0.0592592829	-0.1863328221	0.0515525693	-0.0154289522	-0.0173914898	-0.1212442469	-0.1258817683	-0.0574842212	0.0164712389	-0.0583111621	0.085340643	0.000527209	-0.0694360608	0.0038404068	0.0717892595	0.01037752	-0.0234954867	-0.009762494	-0.0496665174	-0.0335308582	-0.0319790297	-0.0101228076	0.1538585052	0.1469813818	-0.0320475756208082	0.0204257873559471	0.0004172127891103	0.0010270471031714	0.0450610059272094	0.0335124829539382	0.0011230865137379	0.002030494255172	-0.2915652528537436	0.0006939384173847	0.0850102966716674	4.815505271224417e-07	-0.0019869922370593	0.0002510097376769	6.300588840867622e-08	3.948138150133922e-06	0.0001171408808464	-0.0001628587706326	2.652297917196181e-08	1.3721985965470484e-08	-0.0001418835652136	-0.0001426968376124	2.0130946077721883e-08	2.0362387464581956e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.855235876992	-0.2948976064191129	0.086964598271722	708720.2381735058	937.0962908679902	-0.882157170959772	878149.4583585449	0.7782012742757484	787.8071347987978	0.7348456036063453	620640.0816398913	0.539998061139574	797.6803842350176	687.917347525929	1.125113	20.042038	0.0398829877347804	0.0232864925138009	-0.1173496922	-0.0874046095	-0.0315279377	-0.1415571814	0.0114741075	0.0315823445	-0.0272873257	-0.1125436717	0.1245806466	-0.0218596487	-0.0974811866	-0.0449937326	0.0498169593	-0.0770384055	-0.001606511	0.158064649	0.1988533015	-0.0567175281	-0.0968888159	-0.1383734151	-0.0165915753	0.1097498651	0.0155502574	0.0118570419	0.1352631504	0.0621451056	-0.0071472113	0.210159501	-0.0447104601	-0.142473434	0.0117002374	-0.1883808375	0.0436096251	-0.0434312726	-0.0090576452	0.0249316705	0.0320687396	0.0805051662	-0.2026298479	-0.1300919025	-0.1746028651	0.1478802358	-0.0200262659	0.0189500791	0.0277079799	0.1491195479	-0.1218916175	0.0913692238	-0.0226191231	0.1422135262	0.1076584929	0.0129469548	0.152719399	0.1425091225	-0.0320484199065873	-8.442857791016167e-07	7.12818476793224e-13	0.0010271012185089	0.0393287928374235	-0.0057322130897859	3.2858266906712826e-05	0.0015467539460489	-0.2898103837054293	0.0017548691483142	0.0839900585034881	3.079565727705348e-06	-0.0015810047720442	0.0004059874650151	1.6482582174938705e-07	2.499576089226533e-06	0.0002169997489493	9.98588681029e-05	9.97179353879238e-09	4.7088891044059233e-08	1.713258864235144e-07	0.0001420548911	2.9352559358802953e-14	2.017959208543954e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.4805462002619	-1.3746896767300996	1.8897717073083056	706407.5485410906	944.2868049981082	7.190514130118004	891677.5700935352	51.703493455426674	787.2099407500675	-0.59719404873033	619699.4908157248	0.3566407318389237	797.7712301023447	678.4423955302285	1.232352	21.95233	0.2226101176178579	0.1313948345082449	-0.1093829652	-0.0753195425	-0.0938268514	-0.1011438055	-0.0181434615	0.0428443553	-0.075577259	-0.1129696173	0.1077364462	-0.0323239348	0.0499673256	-0.0059501425	0.1854416489	-0.0782700381	0.0909892211	0.1492842582	0.0198283789	-0.0890132414	-0.1067238644	-0.1084708824	-0.0208192885	-0.0189973739	-0.0535523034	-0.0900868979	0.1809218209	0.1549604926	0.1094796282	-0.0511746647	-0.0606542124	-0.1247646063	0.1194154739	-0.0635089916	0.0602752411	-0.0457169052	-0.0213683651	-0.0309864682	-0.0951885669	-0.0393538214	-0.1057333223	0.0590502619	-0.1161083569	-0.0210331392	0.099954347	-0.0128651086	-0.013202683	-0.0870197895	0.1648091228	-0.0603430283	-0.046065842	-0.0545824499	0.0130750913	0.0355433943	0.1513561561	0.1372005631	-0.0655906020931667	-0.0335421821865793	0.0011250779858376	0.0043021270829441	0.0969823094717128	0.0576535166342893	0.0033239279803002	0.009405568350467	-0.184046733941571	0.1057636497638582	0.0338732002745594	0.011185949611372	-0.0020280014180783	-0.0004469966460341	1.998060015657345e-07	4.112789751727596e-06	0.000150999367922	-6.600038102730002e-05	4.356050295748784e-09	2.280080911284352e-08	1.529722852041792e-07	-1.83536012193352e-08	2.3400520040588744e-14	3.368546777183825e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.497767961441	2.017221761179144	4.069183633774687	709802.4890200101	939.639666891847	-4.647138106261195	882922.7035966212	21.595892578664888	786.7578725894386	-0.452068160628869	618987.9500814594	0.2043656218543689	798.035651966265	673.1798576796093	1.966303	35.026447	0.5864872160521661	0.3043409750937478	0.0097809497	0.0269760504	-0.0464879845	0.0196968935	-0.031683979	-0.0326264449	0.0767304781	-0.0084799515	-0.0192338285	-0.0276957152	-0.0164618939	-0.0038778765	-0.0649506382	0.2996152729	0.0812802142	-0.0309749851	-0.2435181967	-0.0748005116	-0.0201345604	0.0238805792	0.0228520034	-0.0278896597	0.0507980085	-0.0331999865	-0.2507380813	0.0083771317	0.0625773365	-0.2560190352	0.0578197309	0.0165600506	-0.1860169461	0.1584705068	0.1660669284	-0.1324833064	-0.2323185406	0.109372274	-0.1316889784	-0.3487087374	0.0314599805	0.1035003856	0.0018561435	-0.0227640357	0.1716081987	0.2774036953	-0.1993458322	-0.0081632718	-0.0270270736	-0.3034109506	-0.2500118008	0.0378104259	-0.0056685353	0.3590263575	0.1497707771	0.1310868562	0.0058699681786578	0.0714605702718245	0.0051066131035743	3.445652641845517e-05	0.1997692188357831	0.1027869093640703	0.0105651487366176	0.039907740794259	-0.1494323743359444	0.0346143596056266	0.0223300344996778	0.0011981538909076	0.002926187349782	0.0049541887678603	2.4543986347593152e-05	8.562572406024205e-06	0.0008757446455873	0.0007247452776653	5.252557174981527e-07	7.669286842748257e-07	0.0018737264629725	0.0018735734906872	3.510850858043436e-06	3.5102776250061784e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.8566955699237	1.3589276084826452	1.8466842450963612	712094.1226581908	926.0761626478264	-13.563504244020578	857617.0590245235	183.96864737756425	784.5800336035272	-2.1778389859114213	615565.829129312	4.742982648555688	794.3756998633123	673.1212534920012	1.510881	26.913857	0.6226358623393222	0.3137887423656782	0.1096082387	0.0662776147	0.1277642081	0.0617755424	0.0160483197	-0.1188939555	-0.1295931875	0.1418341662	-0.161468034	-0.0372801693	-0.0114758588	-0.0934125307	-0.2185296245	0.3811980744	-0.0526437806	-0.0696213183	-0.1724057051	0.1027881001	0.1312516274	0.1529714068	0.0995105636	-0.0450651593	0.1441803963	0.1387013413	-0.3034816881	0.0718301863	-0.0450264912	-0.1547387552	0.1437509195	0.1568300697	-0.2754264475	0.1706786205	0.15918762	-0.1360908524	-0.139361263	0.0992999109	0.2626171541	-0.2707645715	-0.0550398083	-0.1095671617	0.1156972473	-0.0726971604	-0.062510059	-0.0584351013	0.019756413	0.0446070568	-0.2844523148	0.036310619	-0.0102411565	0.1378514086	0.0355746331	-0.1370895015	0.1479655889	0.1242038795	0.0739996759402004	0.0681297077615426	0.0046416570796731	0.0054759520392546	-0.0285851216953005	-0.2283543405310836	0.052145704839386	0.0008171091823351	-0.0103657381985584	0.1390666361373859	0.000107448528401	0.0193395292865681	0.0063389667739881	0.0034127794242061	1.164706339828452e-05	4.0182499761725095e-05	0.0010883219584669	0.0002125773128795	4.518911395111134e-08	1.1844446852812287e-06	0.001990073284073	0.0001163468211005	3.960391675981096e-06	1.353658278019178e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.9951973567634	-4.861498213160303	23.634164876560817	703912.9411877143	923.7561148398834	-2.320047807943069	853325.3597040757	5.382621831141442	782.8240452108281	-1.755988392699123	612813.4857602447	3.0834952352940506	792.4392809776743	669.4746914655456	1.512153	26.936508	0.163038238653235	0.0876879275451375	0.1536272718	0.0823954734	0.1420530468	0.0845061716	0.0354245723	-0.0020967537	-0.0688609766	0.146964716	-0.1227998385	0.0608312514	-0.0050213225	0.016523635	-0.2682384668	-0.1185293054	0.0151887356	0.0272400283	-0.1399114323	0.1171434306	0.1446617417	0.1460557228	-0.0166850091	0.0132504033	-0.0085970584	0.2422488783	0.0233336868	-0.0148932716	0.0024545332	-0.1473349413	0.1165388431	0.1937786642	-0.1823103007	0.1278596298	0.0502585689	0.035998873	0.0747800969	-0.0296888838	0.0820340522	-0.0259394857	-0.2279114417	-0.1580023964	-0.0154881057	-0.2869859007	-0.1000805623	-0.0932259276	0.0769251437	-0.2326264317	-0.1201285886	0.0527250512	-0.0234500304	-0.2500905669	0.1220212603	-0.1427074085	0.1459432408	0.1165920251	0.0399981751605054	-0.034001500779695	0.0011561020552716	0.0015998540161704	-0.0036493739008989	0.0249357477944015	0.000621791518066	1.3317929868562056e-05	0.045742501107	0.0561082393055583	0.0020923764075238	0.0031481345179698	0.0062539072416073	-8.505953238080021e-05	7.235124048840399e-09	3.911135578662823e-05	0.0011120770417285	2.375508326159996e-05	5.643039807655464e-10	1.2367153467396115e-06	0.0011390328842438	-0.0008510403998292	1.29739591138875e-06	7.242697621414448e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
