global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
826.8196160469975	n/a	n/a	683630.6774801043	871.0749963419327	n/a	758771.649252098	n/a	764.6834695576042	n/a	n/a	584740.8086146554	763.789517690685	635.2530164508258	n/a	n/a	n/a	n/a	-0.2112954522	0.0118085878	0.1863263155	-0.2137960923	0.0287046345	-0.0358014607	-0.1319615995	0.2425727574	-0.0389861395	0.0249858137	-0.136429066	0.030012723	-0.0375691122	-0.1218863409	0.0403215634	-0.0073640261	0.2004895037	-0.2592631251	0.0273592881	0.1407439513	-0.0051012603	0.0227124595	-0.0104072006	0.1547787223	-0.0191867057	0.068260528	-0.0930695477	0.2845443803	-0.0200290458	0.0285428122	-0.0567983758	0.1091876454	-0.0915199829	-0.1193302377	0.1507684538	-0.0973774233	0.0252152349	-0.0805418611	0.2335172345	-0.1019958958	0.0584298942	-0.1507626531	0.1551450101	-0.0023931765	0.1590298706	-0.0807666629	0.0344558413	-0.100262645	0.050935164	-0.0939250737	0.1587870988	-0.1178791498	0.1567709006	-0.1990591329	0.1490401678	-0.2011314629	0.0578660833	-0.1273626139	0.0005184055	-0.030228908	0.0064459531	-0.2263520593	0.1348805298	-0.0271060115	0.1842049407	-0.0657105487	0.1143759791	-0.0398415539	0.0356981374	-0.2139321012	0.3151632642	-0.0074363824	0.0240055229	-0.0014535145	-0.1389437233	0.0207502273	-0.1408531232	0.1561451084	0.1560591586	0.0228417505053641	n/a	0.0005217455661493	n/a	0.0440795933191537	n/a	n/a	0.0019430105471819	0.218757517471019	n/a	0.0478548514500831	n/a	0.0056370733533618	n/a	n/a	3.177659599118165e-05	-0.0012121527211237	n/a	1.4693142193275905e-06	n/a	-0.0007610893116522	n/a	n/a	5.792569403112196e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.5541698892209	-1.2654461577765233	1.6013539782313653	681539.6874214807	859.3879236638152	-11.687072678117488	738547.6033392034	136.58766778360027	764.3613626846414	-0.3221068729627632	0.1037528376098496	584248.292765122	762.911547226229	618.1908425504671	1.372044	20.251633	0.1126124373421967	0.059273355953705	-0.1878936561	-0.111094316	0.0876676508	-0.1281998844	0.035411473	0.0937284212	-0.0872951696	-0.0198240384	-0.1234208132	-0.0271312195	-0.1028542443	0.0557535603	-0.1285550388	-0.1799346382	-0.0508510814	-0.00488986	0.073306209	-0.0514244163	-0.1110197745	0.1446261325	0.0171472153	0.0611693412	-0.0451228185	0.1119270357	0.0311654632	-0.0335810131	-0.2028348551	0.0996101632	-0.0059534526	-0.1631018509	-0.1685045588	-0.007832196	-0.1482259501	0.1283017584	0.1881040207	0.0161640137	0.0104974209	-0.0819951086	0.0805673037	-0.1019471363	0.1197884826	-0.0484239319	0.1056291079	-0.1486257177	-0.0487055697	-0.042200395	-0.0737429577	-0.0524474064	-0.0380233639	0.1591786738	0.3735185293	-0.0333452052	0.0507209151	-0.1875554908	0.1852642044	-0.1509775056	0.1614102661	-0.0262859799	-0.0374249728	0.0817582716	0.0266705323	-0.0345552008	0.1027456313	0.0207467107	0.0624098649	-0.15579177	0.1269683592	0.0941501769	-0.0371082794	-0.0257456254	0.3597179239	-0.0379205204	0.1089921098	0.1390927973	0.0389658513	0.1644049028	-0.0448683263	0.155915944	0.1551433414	0.0177209581465689	-0.0051207923587951	0.0003140323576324	2.622251438189528e-05	-0.0113363206599217	-0.0554159139790753	0.0030709235221362	0.0001285121661045	0.1922617334462728	-0.0264957840247462	0.0369645741477656	0.0007020265710859	0.0054307503040794	-0.0002063230492823	4.256920066518757e-08	2.94930488652585e-05	-0.0012102497892794	1.902931844300097e-06	1.464704552450832e-06	3.6211496040513682e-12	-0.0004577163531873	0.0003033729584649	9.203515192774594e-08	2.0950425997508118e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.0752026444311	0.5210327552101717	0.2714751320019026	682400.2404240379	851.2645021148076	-8.123421549007617	724651.2525607712	65.9899776628813	763.7845179071489	-0.5768447774925107	0.3327498973203842	583366.7897946559	761.0565707146676	601.9829243842294	1.551217	22.896254	0.2227052190568648	0.1111858215043452	-0.145147734	-0.1739393852	-0.1248198078	-0.1864662498	0.0817906761	-0.273841336	-0.116829887	-0.0647973457	-0.1880916376	-0.1979156034	-0.0188363765	0.3813484177	-0.0447112967	-0.1812502734	-0.1606362569	0.1511071278	-0.0398333677	-0.2128333657	0.1125948033	0.1520430091	-0.0115013451	0.1215237197	0.0988301122	0.0178733785	0.0030304096	-0.0883926102	0.2333875608	-0.0444120467	-0.1691897135	-0.0400738743	0.0515853756	-0.2167866254	-0.0032080307	0.1149909741	0.1184724436	0.1797721653	-0.1458885794	0.131542176	0.1462680333	0.0330389588	-0.1930002776	-0.2749935759	-0.1272762786	-0.0819305315	0.0909647901	-0.0749189648	0.0842047101	0.1162273941	0.1015695872	0.0061211314	0.1006148794	0.0931199256	-0.1554125201	-0.1308881931	0.1623946244	-0.1429010132	0.0380365633	0.107293185	0.0103221034	0.0331181589	0.1661528494	0.1036402338	0.1855049235	-0.0127622465	0.0440223139	-0.0815814776	0.1536806944	0.1839407045	-0.0078229235	-0.0822052784	0.0324399908	-0.0850935979	0.1270199081	-0.1169517606	0.0875010269	-0.0636963164	0.2417662805	0.1554579513	0.1533170814	0.0005165663226875	-0.0172043918238814	2.668407657348864e-07	0.0002959910980296	0.0579069420487741	0.0692432627086958	0.0047946294305454	0.00335321393744	0.1512052961121952	-0.0410564373340776	0.0228630415723766	0.001685631046567	0.0043639274686728	-0.0010668228354066	1.1381109621449776e-06	1.9043862951836996e-05	-0.0003780108838375	0.0008322389054419	1.4289222829960793e-07	6.926215957311317e-07	-0.000462677156143	-4.960802955700011e-06	2.4609565965281958e-11	2.14070150816574e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.6836094947314	7.608406850300298	57.887854799696505	695028.3607401638	862.6240044145395	11.359502299731956	744120.1729921754	129.03829249761563	766.4459316935761	2.661413786427147	7.083123342584484	587439.3662096339	763.6094295375502	612.3309347769793	1.671788	24.675909	0.1084521663864651	0.050403707074695	0.0450638882	-0.1023332117	-0.0948039733	-0.1619221454	0.0795047111	-0.100512246	0.0634132133	-0.0061525328	-0.1814095893	0.0024113764	-0.1492855603	0.1421198991	0.2136340726	0.0330591729	-0.1932816403	0.1543186016	-0.0537648582	-0.0910406793	0.1779082142	0.0200731065	-0.1244992618	-0.1158736911	-0.0290969845	0.0151980711	0.1401511366	-0.0203803175	-0.0725904178	0.0455123725	-0.0185962832	-0.0631727724	-0.0867122014	0.1640309331	-0.0376085813	0.0002249491	-0.0991350112	0.1545039929	-0.0862779143	0.1024626553	0.2212491664	0.0846071503	-0.0896254441	-0.0146329734	-0.0369763801	0.0592363839	0.0230631045	0.047981281	-0.0012741893	-0.2534971883	0.1388534947	0.0320775634	0.0587086572	-0.0837763665	0.0319971909	-0.0646136394	0.2216729058	-0.015521946	-0.0167370603	0.0117762243	-0.0244184588	-0.1331963015	0.0799466734	0.045078944	0.0041916109	0.100145641	-0.0139608843	0.2659759986	-0.0115552737	0.1391708871	0.0572523957	0.0396387096	-0.089867584	0.1912378846	-0.1696062055	-0.1192005425	0.0889545127	-0.1793273227	-0.0680796348	0.1547718027	0.1505910958	-0.0182401887610694	-0.0187567550837569	0.0003327044860394	0.000351815861272	0.0629674529252071	0.005060510876433	2.5608770330496687e-05	0.0039649001278881	0.1241455183535293	-0.0270597777586658	0.0154121097272664	0.0007322315723483	0.0036500049249243	-0.0007139225437485	5.096853984723293e-07	1.3322535951971645e-05	-3.517150577181383e-05	0.0003428393780656	1.2370348182567334e-09	1.175388391524665e-07	-0.000367936624605	9.474053153799998e-05	8.975768316102769e-09	1.353773597257207e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.3172597747403	-0.3663497199911489	0.1342121173375932	694417.655438482	865.382229432365	2.7582250178254526	748886.4030173303	7.607805248958218	766.8996686619639	0.4537369683878296	0.2058772364817783	588135.10179383	764.0208536349595	632.039259966682	1.500846	22.152767	0.0706105380972949	0.0408590718347757	0.0355647852	0.0945451726	-0.1240866059	0.0731246051	0.231430829	0.0138287475	0.006789061	0.0468186038	0.1818534705	0.1039029099	0.0658026943	0.2206935859	0.0737885145	0.0475156006	0.020639645	-0.001508907	0.116461427	-0.0138754171	0.0991434781	-0.1339074563	-0.0376835792	-0.0403312841	0.0108779442	-0.097282821	0.3709118883	-0.1818473131	-0.0666914666	0.1606271818	0.0468745818	0.0454306807	-0.0302262004	0.2149756916	0.1075310193	-0.060547179	-0.0348831445	-0.0957038989	0.0454833895	-0.0372246231	0.1367702379	0.1308563059	-0.27040728	0.0948009156	-0.0746435974	-0.0332137884	-0.055666275	-0.0597887631	-0.1705313307	-0.2728581354	0.054093789	0.1076512204	-0.1182949564	-0.3119262909	0.0283208201	-0.0763099351	0.2193315826	0.0226252766	-0.0682775463	-0.0831114715	0.1870247904	-0.1941014995	0.0705853904	0.1198733052	-0.0359533931	-0.0240025453	0.0685239025	0.0618307392	-0.1114810013	-0.1168364155	0.0658685374	0.0705162912	-0.1039627279	0.0556215163	0.0417424292	-0.0010902626	-0.1649035937	-0.1122208268	-0.0512667337	0.1538585052	0.1469813818	-0.018369161094867	-0.0001289723337976	0.0003374260793291	1.6633862885200117e-08	0.101776472018912	0.0388090190937049	0.0015061399630155	0.0103584502566163	0.131272031060476	0.0071265127069466	0.0172323461387425	5.078718336227274e-05	0.0038940468568694	0.0002440419319451	5.955646454749685e-08	1.5163600923494454e-05	0.0001977577855263	0.0002329292912981	3.9108141736266075e-08	5.4256054744641563e-08	-0.0003818860806187	-1.394945601369997e-05	1.9458732307815028e-10	1.4583697857031224e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.5417657996251	0.2245060248848176	0.0504029552095823	694791.875332357	864.133238482949	-1.2489909494159974	746726.2538510292	1.5599783917230747	766.5641322862233	-0.3355363757406167	0.1125846594451483	587620.5689077304	764.7438791248562	624.5404294624049	1.507581	22.252184	0.1051155826011517	0.0595678767242448	-0.0093372962	0.1875936798	-0.0226195728	-0.2099377894	0.0533044219	-0.134857089	0.0994433087	0.1249053698	-0.1058996758	-0.0683183224	-0.1303356076	0.2396293919	-0.2424602283	0.0391878336	-0.0001074543	0.2079965968	0.0447832791	-0.1763677028	0.0715895521	0.0603163873	-0.0934687802	0.1205681037	0.1134899051	0.0770282204	-0.0917234114	-0.1858562109	-0.0237813077	0.0108840673	0.0609911642	0.0216075998	0.1340552471	-0.1060803675	-0.1950975514	-0.0169564593	-0.0832136022	-0.0169308578	-0.1190430671	0.0721944408	0.2063337357	-0.0812581066	-0.0744417936	-0.1833012655	-0.0270017452	-0.0241619692	0.1331562675	-0.1536487811	0.1335713982	0.1079026107	0.1059273146	0.0214275695	-0.1297160625	0.0136496546	0.1357599137	-0.1023401457	0.2309148303	0.0375939639	0.0240837385	0.0405163192	0.1270283882	0.0366239339	-0.1463585453	0.0543775516	-0.067587751	-0.0353238018	-0.0424552266	-0.0346238325	0.0529138559	-0.0913213251	-0.1094389047	0.0222235244	-0.2275870256	-0.0778023811	-0.0148922601	-0.027454094	0.0269132461	-0.0869844051	0.0233303127	0.152719399	0.1425091225	-0.0014209655236783	0.0169481955711887	2.0191430194823456e-06	0.0002872413331192	0.0519633092165463	-0.0498131628023657	0.0024813511883749	0.0027001855047344	0.1083960810043436	-0.0228759500561323	0.0117497103771002	0.0005233090909706	0.0040500409379259	0.0001559940810564	2.4334153324661777e-08	1.6402831598875702e-05	0.000127059428097	-7.06983574293e-05	1.6144098268336713e-08	4.998257743201059e-09	-0.0004647591255622	-8.28730449435e-05	6.867941578207371e-09	2.1600104479334083e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.2183889181847	0.6766231185596325	0.4578188445693625	695920.3204092516	866.1508786030953	2.017640120146325	750217.3445049139	4.070871654424077	766.9855074850929	0.4213751988695549	0.1775570582223569	588266.7686921654	764.4488990482424	639.3232685888515	1.413567	20.864513	0.0412298760891731	0.025478188271136	0.0593558589	0.1358871099	0.1868345544	-0.09989292	0.1044715038	0.070847818	0.1091846926	-0.0497753605	0.1156141437	0.1162960758	-0.1321162603	0.1222735574	-0.0726702171	0.0687222692	0.0003635745	0.0352732567	0.0234034586	-0.063019511	-0.0931625152	0.0234847816	-0.0597954746	0.1599363648	-0.3188056312	0.0959602262	0.0553636131	-0.0093848979	0.0655964533	-0.1818194628	-0.0568996484	0.061581743	-0.1306017882	-0.0261483011	0.0705866236	-0.1492051855	-0.0774902652	-0.0080115446	-0.0146045984	-0.0799421269	0.1204018253	-0.1140369123	0.0277164642	0.1144336035	0.2387133597	-0.1886463734	-0.1247691188	-0.0652882394	-0.0648189717	-0.0162139832	0.0378081345	0.0640520473	-0.0676589551	0.0993348798	-0.2390779925	-0.065425276	0.2160259181	0.0682076506	0.041556239	0.1251898352	-0.0405656671	0.0059340959	-0.1429528391	-0.0937301224	-0.0832049804	0.043765155	-0.0546946882	0.0223175801	0.0883369494	-0.0894466009	-0.038795693	0.1863190579	-0.149520566	-0.0418683231	0.0404252957	-0.0059157973	-0.0495404136	0.008425272	0.0070793244	0.1513561561	0.1372005631	-0.0013764791824257	4.448634125260001e-05	1.894694939651324e-06	1.979034558042781e-09	0.0748079146382707	0.0228446054217244	0.0005218759968742	0.0055962240925267	0.0988323310161263	-0.0095637499882172	0.0097678296540811	9.146531383712634e-05	0.004020016026275	-3.002491165089976e-05	9.014953196443359e-10	1.616052885150784e-05	4.920182498602266e-05	-7.785760311097733e-05	2.4208195819552036e-09	6.0618063621864684e-09	-0.0003971009535645	6.76581719977e-05	4.577628238070356e-09	1.5768916732183517e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.0870061537375	-0.131382764447153	0.017261430793776	695701.133834505	864.438707591682	-1.7121710114132611	747254.2791827775	2.931529572323909	767.049421398845	0.0639139137521169	0.004084988371113	588364.8148683029	766.4370406078555	631.7695967116777	1.299796	19.18523	0.0930426055026838	0.054551009929757	0.1576566938	-0.0300966313	0.068962407	-0.2341319699	0.0596554941	0.0537463636	0.1089906863	-0.0424540938	-0.0762560404	0.0389604547	-0.2046731821	0.0787406769	-0.0294668286	0.0714150881	-0.1421700556	0.0960902985	0.0355846283	-0.0602518953	-0.1285261949	0.1088624648	-0.1024917035	0.0954823171	-0.1159636298	-0.0624600802	0.0749460203	0.0416361703	-0.0400919519	0.0680015428	-0.1022641388	0.0290092322	-0.0644160284	-0.0746163899	0.1311034436	-0.0492685625	-0.0957775819	0.1013732122	-0.0709181206	-0.0576698096	0.0640269551	-0.1404290715	0.1066311536	-0.0619104217	0.090668991	-0.1112778804	-0.1191631579	-0.135580212	-0.0786096513	-0.152675358	-0.0307009399	0.0771156498	-0.0510458596	-0.0116880276	-0.0036352955	-0.0266163553	0.2876369905	0.0420171925	0.0258698659	0.1495758466	-0.0901760849	0.0320233434	-0.1142613873	-0.0098751027	-0.0605732001	0.0835180467	-0.04553451	0.0600735877	-0.0665765227	0.0155197838	0.1641156113	0.0273743962	-0.2523898315	0.0145161972	-0.0684650026	0.1185011672	0.0455792435	0.1424408201	-0.0617100991	0.1497707771	0.1310868562	-0.0017672061247253	-0.0003907269422996	3.123017487266613e-06	1.5266754343879497e-07	0.0905071374446322	0.0156992228063614	0.0002464655967237	0.0081915419284215	0.0595207672063224	-0.0393115638098039	0.0035427217288292	0.0015453990491722	0.0038836478294824	-0.0001363681967926	1.8596285096465282e-08	1.5082720463443356e-05	0.0005960968290976	0.0005468950041115	3.553314296602133e-07	2.990941455222022e-07	-0.0004666595915447	-6.955863798020003e-05	4.838404117660526e-09	2.1777117438066626e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.6698995593192	-0.4171065944183283	0.1739779111072558	695005.5014312454	869.8003714353043	5.361663843622296	756552.6861489933	28.747439172006608	767.0808934091732	0.0314720103282297	0.0009904874341002	588413.0970334153	765.5940957247511	635.9612383281483	1.819513	26.856361	0.518811276637508	0.2921400248125449	0.1890280271	-0.0101140695	0.0690309096	0.1028961835	0.0424331672	0.1875124172	0.1226758918	-0.1266056031	0.1401268685	0.0066261809	0.0667814339	-0.1260482244	0.060445883	0.0716151786	-0.0191163557	-0.0519556418	-0.0269824291	0.1932958969	-0.0232302872	-0.2002300228	0.0650863284	-0.0695186401	-0.189785221	-0.0334498284	-0.0160055582	0.0010820753	0.0190091714	-0.2656938051	-0.2754861561	-0.1008669318	0.1530308379	0.0300338487	-0.1332328418	-0.1672698829	-0.0654186456	0.0099061837	-0.0087492265	-0.0766078959	-0.0846768188	0.1257641771	0.081910345	0.2404417833	0.0508175883	-0.0332977556	-0.0124660937	-0.0169508362	-0.1711290607	0.0200984788	-0.1075620111	-0.2042466694	-0.1603262886	0.1013842157	-0.1365328427	0.0376671278	-0.1654077607	0.2251059398	-0.0412714145	-0.0773320294	-0.2389121804	-0.2079787348	0.1052399622	-0.1171931126	-0.087745432	0.0141029455	0.1543312718	-0.2145121483	0.1306452381	-0.2107011558	-0.0273631384	0.1924057074	-0.1091993415	0.0677045343	0.1870136109	0.0865161284	0.1972218487	-0.1944143724	-0.2879933589	0.1479655889	0.1242038795	-0.0076662698461689	-0.0058990637214436	5.877169335427852e-05	3.4798952789652014e-05	-0.0101623287331307	-0.1006694661777629	0.0101343414205157	0.0001032729252802	0.1839978898310477	0.1244771226247253	0.0338552234622783	0.0154945540569308	-0.0004150101763661	-0.0042986580058485	1.84784606512454e-05	1.7223344648742146e-07	-0.0004419897547718	-0.0010380865838694	1.9535494332323595e-07	1.077623755609641e-06	-4.8091698991074085e-05	0.0004185678925536	1.751990806767838e-07	2.312811511848076e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.6125887655955	-2.0573107937236728	4.232527701971929	691579.4977934156	866.231167243806	-3.569204191498329	750356.4351045666	12.739218560609242	766.5342135903062	-0.5466798188670055	0.2988588243564619	587574.7006045092	765.1371191588639	633.203332248856	1.374093	20.281872	0.1241874194153959	0.0719603449298759	0.1249152676	-0.0602132028	-0.1111518666	0.1941334347	-0.0038727408	0.1584753363	0.0763604418	-0.1236681985	0.0732449095	-0.1092412258	0.1090647161	-0.1770057803	0.0098564811	-0.0101062939	0.0756390075	-0.0324834779	-0.0226352501	0.2786770003	-0.0140344729	-0.1611399495	0.1060956585	0.0171178688	-0.0571537274	0.2044383588	-0.1576945821	-0.1244091559	-0.1220213517	0.1853657785	0.0167547529	-0.0277064756	0.355914652	-0.1241934558	0.0109104823	-0.0796462807	0.0042369081	0.0202594668	-0.0872186368	-0.0024060738	-0.1732317098	0.1720096959	0.0286469392	0.104710391	0.0375557316	0.0106000875	0.1667414381	-0.1706706703	-0.197999771	0.2967984637	-0.0093430332	-0.2052932506	-0.0053792401	0.0216035409	0.1636975601	0.0800175045	-0.2737025825	0.2418228384	-0.0537214111	0.0252547524	-0.1634067271	-0.1816832291	0.190917464	0.0354553054	0.0037616834	-0.1686470851	0.1792160548	-0.1188935775	0.2182581531	-0.0695233124	-0.0662251169	0.1560577154	0.0412042915	-0.0978704234	0.0421658311	-0.10732318	0.0046237596	0.2368714855	-0.1124066116	0.1459432408	0.1165920251	-0.0087336976085197	-0.0010674277623508	7.627747391706273e-05	1.1394020278372371e-06	0.0324912359728415	0.0426535647059722	0.0018193265821265	0.0010556804150428	0.1635415685041152	-0.0204563213269325	0.0267458446287862	0.0004184610822307	-0.0014049868156123	-0.0009899766392461	9.800537462532005e-07	1.973987952044391e-06	-0.0005700239312544	-0.0001280341764825	3.2492728220272095e-07	1.6392750347577558e-08	3.40995976829345e-05	8.219129667400859e-05	6.755409248954895e-09	1.162782562137992e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
