global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
830.002557097466	n/a	n/a	688904.2447883324	885.6868960841173	n/a	784441.277895118	n/a	763.7728275878907	n/a	n/a	583348.9321616017	763.9030918309471	631.0093293801332	n/a	n/a	n/a	n/a	-0.14445351	-0.0012282887	0.0600469552	-0.0771179175	0.1060941923	-0.023922962	0.0174394116	0.2130349794	-0.049392262	0.0909353522	-0.0625534039	0.0621395727	-0.1019463568	0.0023703289	-0.257810655	0.0023359867	-0.0941439309	0.22320731	-0.0145551656	0.0514968127	-0.0024359963	-0.0135804288	0.1014865625	-0.1030415052	0.0715597783	-0.0038778474	0.172660054	-0.0537256832	0.0692405752	-0.1652519361	0.0654916165	-0.163691472	0.0548488527	-0.1316956766	0.0437328123	0.0042246433	0.0218856851	-0.0988035469	0.1018489588	-0.0114073265	0.2031231628	-0.0544534211	0.0158934424	0.1054981504	-0.0676290559	0.1711898904	-0.0908235674	0.1031401069	-0.1166569056	0.0687960018	-0.0805486634	0.0589174615	-0.1636682588	0.0740313516	-0.1965848913	-0.0362100606	0.0554619114	-0.110169348	0.1206636778	-0.0825027289	0.0600524015	-0.0410067373	0.0274346018	-0.019786626	0.0429351718	-0.0380147601	0.0450354666	-0.0555008152	0.042316279	-0.0487939635	0.149050319	-0.0025695554	0.226176316	-0.0884448128	0.0264142291	-0.1298661376	0.0245576767	-0.0829916623	0.0882043888	0.1561451084	0.1560591586	0.0168053960808691	n/a	0.0002824213374348	n/a	-0.0212880441456064	n/a	n/a	0.0004531808235452	0.0003630357143151	n/a	1.3179492986827492e-07	n/a	0.0015470030919289	n/a	n/a	2.3932185664375764e-06	-8.310572627845403e-07	n/a	6.906561740269325e-13	n/a	-0.0004279997416888	n/a	n/a	1.831837788856795e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.4588928695097	-1.5436642279563555	2.382899248672092	686344.1371745737	873.5510448793165	-12.135851204800815	763091.4280097455	147.2788844650654	762.8395327148437	-0.9332948730469752	0.8710393200557696	581924.152672601	762.6989698700239	627.1002421117091	1.222282	19.61212	0.0436080835249586	0.0273679740413319	0.0184053711	0.1269122154	0.0815777678	-0.1299726804	-0.0415190246	-0.0775195521	0.0448552732	0.0482399809	-0.0723519784	0.1340527447	-0.1302852314	-0.0940792638	-0.1252363086	-0.130718899	0.0348637125	0.0735832477	-0.0160858824	0.1392980116	-0.0533580902	0.0227091665	-0.1168548684	-0.119447645	-0.0388666774	-0.0151150882	0.084135807	-0.2778775345	0.1194956894	0.0822594334	-0.0984209708	-0.3119103124	-0.0009648952	0.1090343262	0.1558279427	-0.0440483691	-0.051002728	0.0644913152	0.0684012442	0.0186283009	0.0754900711	-0.0497934139	0.0955549589	-0.0019056784	0.1185233027	0.0149433527	-0.1062201929	-0.0390884306	-0.1319961277	0.0832371286	0.3348518776	0.0570948537	-0.077932429	-0.1267289808	-0.0385380092	-0.023156705	-0.1123420685	0.0039134245	-0.0251506691	-0.068425361	0.1306023907	-0.0891772667	0.0075156193	-0.0827963823	0.0056893057	-0.1666573607	-0.0734901255	-0.0420924694	0.0621340815	-0.0631530398	-0.0479935811	-0.0748609313	0.0435449757	-0.0156826686	0.1337528023	-0.0109946461	0.0066544727	-0.0845352846	-0.0449613371	0.0376435882	0.1866595796	0.155915944	0.1551433414	0.0256983478149948	0.0088929517341257	0.0006604050804204	7.90845905454893e-05	-0.0202156787783138	0.0010723653672926	1.1499674809685955e-06	0.0004086736684679	-0.016264869382951	-0.0166279050972661	0.0002645459760444	0.0002764872279236	0.0015800657095043	3.306261757540004e-05	1.0931366809371515e-09	2.4966076463513268e-06	0.0003056614834513	0.000306492540714	9.342894246564933e-08	9.393767751337477e-08	-0.0004287418099248	-7.420682359999945e-07	5.506652668801436e-13	1.838195395775933e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.4085043074447	0.9496114379350048	0.9017618830569872	687918.4670175124	877.7563992973899	4.205354418073398	770456.2965075189	17.685005781609448	763.8588726074219	1.0193398925781594	1.0390538166012535	583480.3772610815	763.4769445301228	628.0224086216518	1.272184	20.412813	0.041388371580495	0.021386733243713	0.1440317415	-0.0869948883	-0.1608114748	-0.0068541005	-0.2101876637	-0.0538702141	-0.0007347219	0.0797955342	0.0970138015	0.1612398698	-0.1523604648	0.0207806961	-0.0161644823	-0.0289855899	0.1795314524	0.0371067067	-0.0710277694	-0.1141914694	-0.2064046001	0.0598277699	0.0074768079	-0.0336398814	0.0414564931	-0.0885369417	0.022613994	0.0445470179	-0.0236856087	0.0459716944	-0.1017986438	-0.0167922303	0.047508935	0.1531920701	0.0544115527	-0.1157851158	-0.0331408918	-0.0911304016	0.0350327349	-0.0576673509	-0.0860403537	-0.2061024755	-0.0798065342	0.0141409282	0.0528228272	0.0563561777	-0.0354532471	0.0923339019	0.083056588	0.0500474268	0.1566288913	0.0140519441	0.0766878455	-0.0652795404	0.0548020526	0.0002598301	-0.106017874	-0.0167089731	-0.0177684348	-0.0465689106	-0.0728381486	-0.004920527	-0.1210588722	-0.2087002036	0.0673557817	-0.0514443749	-0.0321974515	0.0137618822	0.0209466686	-0.0539486245	-0.0285631052	-0.1042348123	-0.0708709624	-0.0856165117	0.1506220495	0.0387053266	-0.008440051	-0.1324743768	0.0062089606	0.0717156666	0.1185368833	0.1554579513	0.1533170814	0.0166073736477443	-0.0090909741672505	0.0002758048594757	8.264581130961592e-05	-0.0035236630953932	0.0166920156829206	0.0002786233875588	1.2416201609835988e-05	-0.0128891492846321	0.0033757200983188	0.0001661301692815	1.1395486182194154e-05	0.0014955568463894	-8.450886311489993e-05	7.1417479449728944e-09	2.2366902807822074e-06	0.0003507660215555	4.51045381042e-05	1.2303680187787348e-07	2.0344193575932292e-09	-0.0003137619785038	0.000114979831421	1.3220361633601578e-08	9.844657915461905e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.0584167788807	0.6499124714359823	0.4223862205280265	688996.975265462	874.5348592745204	-3.221540022869476	764811.2200863052	10.378320118949866	764.3794645019532	0.5205918945313215	0.2710159206517105	584275.9657522927	764.8283309696353	631.1585550762359	1.254749	20.133068	0.0232339174383805	0.0178644352376616	-0.1117234926	0.0313405813	-0.103441503	-0.0319536442	-0.1619341311	0.1977087641	-0.0386405201	0.1531500011	0.179782397	0.0163437165	0.0175253931	0.0668087783	-0.0016272259	0.1092606295	0.0456479674	0.0241288293	-0.0839031638	-0.1091046068	-0.0639825334	0.1050187516	-0.0989210036	0.0723757488	0.0860059287	0.1368009074	0.0180276037	0.0045482653	-0.0160974013	0.0024363804	0.0274389223	0.0886536896	0.0433161828	0.1368221145	-0.0823125439	0.1081694927	-0.1007452406	0.0221672136	0.0177643501	-0.1274819579	-0.2002395552	-0.0416316238	0.0368823373	-0.0894123871	0.0696944911	-0.0566037601	0.0004067139	-0.0604603451	0.0635647299	0.0512087345	-0.0171689445	0.0612188266	0.1012125125	-0.0787028773	0.1774875738	-0.0513704738	0.0371511377	-0.0116772121	-0.0921253122	-0.096187742	-0.0531541126	0.0093308603	-0.0163331558	-0.1175168842	-0.1294489723	0.108608878	-0.1351423029	0.0285809732	0.0110667663	-0.0212174877	0.0092275856	-0.0019932192	-0.0537203579	-0.0486436508	0.0255825156	0.0799726869	0.0475644256	0.0163165634	0.0082088531	-0.0928001876	0.027901709	0.1547718027	0.1505910958	0.0166548406224507	4.746697470639841e-05	0.0002773837161592	2.253113687777866e-09	-0.0037028105069794	-0.0001791474115861	3.209379507803525e-08	1.371080565059704e-05	-0.02957136442879	-0.0166822151441579	0.0008744655941803	0.0002782963021159	0.0015825499803182	8.699313392879996e-05	7.567805350754128e-09	2.504464440205136e-06	0.0003242621664703	-2.6503855085199957e-05	1.0514595260401257e-07	7.024543343772794e-10	-0.0003007572093592	1.3004769144600006e-05	1.6912402050434034e-10	9.045489898153365e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.3453069215441	-1.7131098573365762	2.934745383303744	686155.947498947	875.5244535069887	0.9895942324683348	766543.0686887113	0.9792967449345924	762.7720013183593	-1.6074631835938362	2.583937886609631	581821.1259952151	763.7985261995169	639.1345131842645	1.187134	19.048155	0.1092096705445037	0.0528387837293105	-0.1159026196	0.020919852	0.0440628887	0.0962019241	-0.1141658098	0.0978355685	-0.0174123568	0.0430349706	0.1642248972	-0.0946609351	0.1512411867	-0.0238974216	-0.0532084718	-0.1319238196	-0.0419961796	0.1405652501	0.0535193522	-0.0835444321	0.0234415113	-0.1289876842	-0.1144288946	-0.0209817116	0.1978756112	-0.0685893806	0.1770300606	-0.2041842567	-0.0857083037	-0.0981470143	-0.0450927022	0.1752721763	0.0972561958	-0.0666647226	-0.0647877342	0.0306384928	0.0064146576	-0.2510470558	0.0796159587	0.0076158643	-0.1949893852	0.1225869088	0.1455839398	0.1875453953	0.0571661762	0.0203252727	-0.0512433689	0.0843109384	-0.0943280841	-0.0330764707	0.1495659887	-0.0679374494	0.0254265885	0.0298191408	0.141688937	0.0750893244	-0.1531976234	-0.0272529035	-0.061022299	-0.0205619852	-0.0418958536	-0.0697193747	0.0273920375	0.0658837944	-0.0127761835	0.1003530944	-0.0823263163	0.0215739501	0.1167830085	0.1327145203	0.0492880242	-0.0589209342	-0.1043538105	-0.1470589024	0.1538078672	-0.1470449044	0.0272307119	-0.1472125417	0.0107322856	0.2749841606	-0.080356682	0.1538585052	0.1469813818	0.0164844459381612	-0.0001703946842895	0.0002717369578881	2.903434843411867e-08	-0.0332201883213372	-0.0295173778143577	0.0008712755930355	0.0011035809121051	0.0094317557762764	0.0390031202050664	8.895801702332325e-05	0.0015212433857308	0.0018571634214479	0.0002746134411297	7.54125420490952e-08	3.4490559739640705e-06	0.0007311018508959	0.0004068396844256	5.345099163834108e-07	1.655185288235218e-07	-0.0004296796406197	-0.0001289224312605	1.6620993282118357e-08	1.8462459356307453e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.2286719129041	-1.116635008639946	1.246873742520333	684307.2756347872	871.6090157956493	-3.9154377113394494	759702.2764162604	15.330652471379112	763.5083419921875	0.736340673828181	0.5421975879337396	582944.9882916592	762.1923397580574	626.6802772724585	1.165151	18.695414	0.1139961264832057	0.0610555945659842	-0.0944373233	0.0975508039	0.1533809043	0.1367529676	-0.0427538778	-0.0471997465	-0.0390463107	-0.090726665	0.0394085191	0.1602328856	0.1677268537	-0.0969880532	-0.0277283664	-0.1061007478	-0.0507333957	0.0803549307	0.073021507	0.061597238	0.0584266397	-0.0642782663	-0.0290281954	-0.0385709261	0.0560360403	0.1287079289	0.121490342	0.136930169	0.0436789782	0.2319525623	0.0832790861	0.0005001161	-0.0846730574	0.1717730022	-0.0272249355	0.016158506	0.08982036	-0.1165620237	0.0909708083	0.0894777775	0.0319057	0.0862320697	0.0741857202	-0.0196239707	0.0422886132	-0.0710830171	-0.1693654002	0.2572119407	0.0808464047	-0.0051072428	-0.0720402983	0.1158669483	0.0007536432	-0.0401118311	0.1364336411	-0.1607326936	-0.0014666186	-0.0699278692	-0.0212136179	-0.0251438135	0.0161895279	-0.0554200989	0.083680698	0.124795144	-0.0628769374	0.0112821305	0.0066067245	-0.0345198562	0.0566479609	0.0054594044	0.1209090736	-0.0346253485	0.079476461	0.0063230299	-0.0812004708	0.0864835713	-0.0449063771	-0.199082302	0.1290514179	0.1416254796	-0.1541671168	0.152719399	0.1425091225	-0.0085798925140778	-0.0250643384522389	7.361455555312827e-05	0.0006282210620483	0.0121448783459356	0.0453650666672727	0.0020579892737261	0.0001474980700375	0.0291931890227203	0.0197614332464439	0.0008522422853162	0.0003905142439536	0.0014956819997111	-0.0003614814217368	1.3066881826085832e-07	2.2370646442597945e-06	0.0008456793299047	0.0001145774790088	7.151735290280625e-07	1.3127998696012005e-08	-0.0004296327790203	4.6861599400027047e-08	2.1960094983286152e-15	1.8458432480870594e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.6599627584717	-1.5687091544324403	2.460848411200142	681714.3741023209	873.5051334407054	1.8961176450561648	763011.2181472646	3.5952621238933378	763.3425654296875	-0.1657765625000138	0.0274818686743209	582691.8721967768	763.1177616499654	634.2268846812266	1.261937	20.248392	0.0767990119044259	0.0434124586612666	0.2012004205	0.086045029	0.1660124211	0.0665938549	-0.0503174495	-0.0756595882	-0.0474987014	-0.2032423757	-0.1558473305	0.1182727272	-0.1034760455	-0.1369188984	0.0926726771	0.0266882856	-0.0475597835	0.0966651169	0.1107866471	0.206732219	0.0687852896	-0.0121702592	-0.0077613971	-0.0585174879	-0.1472102978	0.000691678	-1.78522e-05	-0.0519613735	-0.0102823004	0.1366637156	-0.0506251979	-0.1369286316	-0.0185528475	0.1135995018	-0.0106592031	0.1700643914	0.0641056814	-0.0131589488	0.118112062	0.2023403958	0.1818844279	0.0116303312	-0.0180795589	-0.0179509942	0.0630814352	0.0068698518	-0.021193845	0.0263425904	-0.0359064395	0.0310107032	0.0759840503	0.0629389958	0.0733650637	-0.1885166549	-0.0954329466	-0.1242453787	-0.054361812	-0.0294029665	-0.0455583675	0.0122385364	-0.0915469978	-0.0717547286	0.0727679762	0.1173074055	0.100366784	-0.1758232215	0.0285600698	-0.0095932639	-0.0768366159	0.0099285467	-0.0240709836	-0.0309254034	-0.0304751633	-0.1067919617	-0.1071874558	0.0368571722	-0.0782994432	-0.0525103184	0.0591762158	0.0665026934	-0.0785641907	0.1513561561	0.1372005631	-0.0083978598998442	0.0001820326142336	7.052405089741124e-05	3.313587264471868e-08	-0.0303858690136138	-0.0425307473595494	0.0018088644709618	0.0009233010357124	0.0185387443736573	-0.010654444649063	0.0003436850429518	0.0001135171907799	0.0013990823668406	-9.659963287049988e-05	9.331489070715361e-09	1.9574314692042952e-06	0.0006483217742654	-0.0001973575556392	4.2032112298663646e-07	3.895000476791938e-08	-0.0002549542218985	0.0001746785571217	3.0512598318153934e-08	6.500165526386959e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.6051914516019	-0.0547713068698385	0.00299989605623	681623.9321518361	874.742990299147	1.237856858441546	765175.2990774936	1.532289601990774	762.9497620117188	-0.3928034179687074	0.154294525167899	582092.3393537384	763.3961351840969	623.4087067488786	1.291966	20.730232	0.0743009044398055	0.0402716237731271	0.0934571412	-0.1630049478	-0.0137453907	0.0478533789	0.0300709357	-0.1190812382	-0.0257406641	-0.0723356816	-0.129160556	-0.0259948147	-0.0473425539	0.0706249308	0.1369501127	0.0122940702	0.0844911385	0.1259929704	-0.0761065474	0.1180641028	-0.1274932901	0.0142675363	0.1946882496	-0.0656757024	0.065572389	-0.0461876949	-0.0209274432	-0.0445801095	0.051244775	0.0200322051	-0.0997450589	0.2659446585	-0.0732987075	-0.0629217135	0.1570053498	0.1019638999	0.0834374116	0.0608360576	0.1188116155	0.0050258065	0.1037576002	-0.1632646786	0.0149751291	-0.0222206746	-0.1356100839	0.1452759194	0.0779389013	-0.0649002626	-0.027045281	0.0564460034	0.0735630702	-0.1288371352	0.0305537457	0.1220527508	0.1306321416	0.2447529418	-0.0685948414	-0.041566076	-0.0408051297	0.0327163556	0.0529781842	-0.0319071511	-0.016203943	-0.0149504774	0.1201752337	0.0135342317	0.1774280741	0.0656326878	-0.0979213716	-0.0126440827	0.1549577235	-0.0009474941	0.0076788103	-0.0216197972	-0.0403579456	-0.0785757411	-0.0164442975	-0.0470202073	0.014094908	-0.1484404542	0.0428085466	0.1497707771	0.1310868562	0.0096204721876489	0.0180183320874931	9.2553485113326e-05	0.0003246602912151	-0.0018876402902918	0.028498228723322	0.0008121490403667	3.563185865532911e-06	-0.0014206205041631	-0.0199593648778204	2.01816261684862e-06	0.0003983762463259	0.0013180595670865	-8.10227997541e-05	6.564694079992988e-09	1.737281022388252e-06	0.0006408770591042	-7.444715161200014e-06	4.107234048860483e-07	5.542378383140135e-11	-0.0001869221617904	6.803206010810002e-05	4.628361202552134e-09	3.4939894568396476e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.2249974306172	0.619805979015382	0.3841594516232162	682647.7463792234	872.7908648276816	-1.952125471465365	761763.8937266524	3.810793856343874	763.5363626953125	0.5866006835937014	0.3441003619925978	582987.7771579878	762.6812631741151	618.6761127269311	1.221223	19.595127	0.0657158930371445	0.0306789152975774	-0.0504707307	0.0240000939	0.0793873675	0.0168444816	0.1926485163	-0.1652476211	0.0087930926	-0.1438950919	-0.0412738678	0.0422826358	0.0426118119	-0.0163157409	-0.0052359122	-0.0230444465	-0.0054266618	0.0622571095	0.0271895495	0.1645254781	0.0333796655	0.1268685679	0.0158198883	-0.0007821883	0.0505238766	-0.0410926834	-0.0736777639	0.1219786016	0.0080103055	-0.083855283	0.1777905528	0.0919129079	-0.0776957321	-0.0074000295	-0.0514324177	-0.1808853941	-0.1201794037	0.0195783259	0.0747779037	0.0608753312	0.0927617101	0.0027871838	0.1285067726	-0.1313904227	-0.0152243815	0.1078600921	-0.0127458055	-0.0196429857	0.0019117576	-0.0288546387	-0.1354388047	0.0748025408	-0.1722399232	0.0957180817	0.0352726457	-0.0826416645	0.1402615899	-0.001659224	-0.0677372179	0.02951547	0.0590229905	0.0044438218	0.0703629519	0.0925838199	0.0016940835	-0.056131001	0.091098132	0.0118330493	-0.045790861	-0.0530923995	0.1326649833	0.0526029604	0.0920914685	0.0734777526	-0.0247141014	-0.0557874479	0.028597374	0.0257044678	0.010828477	-0.0644277707	-0.1187267829	0.1479655889	0.1242038795	0.00032628282311	-0.0092941893645389	1.0646048065663153e-07	8.638195594390801e-05	-0.00624732845381	-0.0043596881635181	1.900688088312069e-05	3.9029112809784045e-05	-0.0224827379204555	-0.0210621174162923	0.0005054735043998	0.0004436127900576	0.0009880755192418	-0.0003299840478446	1.0888947183197324e-07	9.762932317249528e-07	0.0009099182636271	0.0002690412045228	8.279512464821566e-07	7.238316973113288e-08	-0.0001659494523021	2.0972709488299998e-05	4.3985454328062855e-10	2.7539220719366963e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.0171746853839	2.7921772547666706	7.79625382203634	687269.4759233363	868.5459024857502	-4.244962341931455	754371.9847247862	18.019705284416183	765.104813671875	1.5684509765625307	2.4600384658799563	585385.3759038746	763.701052222397	618.3475753728287	1.365047	21.902842	0.0536628141432728	0.025906912675811	0.1961081103	0.0067608706	0.1720677737	-0.1265879477	0.0113122729	0.0845632301	-0.0557439818	-0.0019367096	-0.2045004281	-0.0758936555	0.0958189608	-0.0193345356	-0.0532471355	-0.0153858449	0.1615702169	-0.0047823383	-0.065291269	0.0989629383	0.1140527606	-0.08275652	-0.0552406692	-0.1963136782	-0.0688795747	-0.0324586577	-0.0483258944	0.0977235892	-0.0191445966	0.01521246	-0.0133827258	0.0437713061	-0.0679592225	-0.1407040395	-0.1353860943	0.0972844441	-0.1738480734	-0.1227013829	0.0342459768	-0.0417056685	0.222736662	0.0412736615	-0.0239457418	0.1367912997	0.0765838002	0.0506378781	-0.0152696034	0.0072463619	0.0183711567	-0.0106028854	-0.0689952773	0.0247581824	0.1122842329	0.2795063077	-0.0712663526	-0.1837282751	0.0873122232	-0.0407377383	-0.0253535328	0.0280010138	-0.0166199477	-0.0748016449	0.0426106521	0.0699719689	0.1152826689	-0.1624398426	-0.0044444854	0.0383586627	0.0397061156	-0.1012983281	0.1007127893	-0.0458528266	0.0060555669	-0.0304686535	0.0127487093	0.0777622049	-0.0112827511	0.0190176416	-0.0485938358	-0.0728629363	0.1345870065	0.1459432408	0.1165920251	-0.0071004747726277	-0.0074267575957377	5.041674199672239e-05	5.515672838584763e-05	-0.0205865090835146	-0.0143391806297046	0.0002056121011312	0.0004238043562456	-0.004436157714025	0.0180465802064304	1.9679495263703515e-05	0.0003256790571471	0.0009989547821666	1.0879262924799868e-05	1.1835836178692496e-10	9.979106568135192e-07	0.0009100500331791	1.3176955200003458e-07	8.28191062889281e-07	1.736321483428981e-14	0.0001000454294491	0.0002659948817512	7.075327711783488e-08	1.0009087953654846e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
