global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
825.702733844066	n/a	n/a	681785.0046775645	875.6326993719324	n/a	766732.624209377	n/a	761.5752646661574	n/a	n/a	579996.8837513278	761.3352662413719	609.0206618718735	n/a	n/a	n/a	n/a	-0.1261212774	-0.0465058056	0.0329629721	-0.1115475104	0.038663885	-0.0831850889	0.0723137119	-0.1092139856	-0.0164348239	0.1451417802	-0.0916935353	0.0027435074	-0.1787092471	0.1388043897	-0.1081983292	0.0725957313	-0.0487641988	0.1024272988	-0.0578463875	0.0958186867	-0.0501520041	0.0266945687	-0.0473999201	0.0433898377	-0.0522601314	0.219101933	-0.0319356879	0.1567740026	-0.0713017259	0.0704125237	-0.0419829993	0.0261381534	-0.0524643616	-0.1231663077	0.0754294218	-0.0129476448	0.0848781109	-0.0191055131	0.0578729243	-0.1192824021	0.0146157634	-0.019764985	0.052719091	-0.0625616755	0.0679243795	-0.1286903547	0.0736007133	-0.0285088068	0.0086619355	-0.1139281433	-0.0981874772	-0.147179595	0.0323365254	-0.0448551659	0.0794400805	-0.0322733731	0.0153345287	-0.0025033918	-0.1127072326	0.1049402304	-0.1261494529	0.0602353257	-0.0023307271	0.0025096161	-0.0292768964	0.022874139	-0.0284517495	0.1182324056	-0.0551257769	0.0357453696	-0.1303260454	0.0961206586	-0.1089778745	0.0363545835	0.1561451084	0.1560591586	0.0059721839121777	n/a	3.566698068087414e-05	n/a	-0.0413035303932218	n/a	n/a	0.0017059816229437	0.0658677252886832	n/a	0.0043385572347054	n/a	0.001731367405362	n/a	n/a	2.997633092349944e-06	-0.0005084550962544	n/a	2.585265849070712e-07	n/a	-0.0005250602116813	n/a	n/a	2.756882258908116e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.5737107613863	0.8709769173203767	0.7586007905049064	683224.099321848	863.504868990415	-12.127830381517356	745640.6587701539	147.0842697628554	761.1553380166331	-0.4199266495243137	0.1763383909807157	579357.448591215	760.5419042853468	601.2259128420619	1.196626	19.794991	0.075136853895282	0.0414012632215601	-0.0940347076	-0.0840726831	-0.1693164741	-0.123622241	-0.0257549498	-0.1515960321	0.0229554727	-0.1192853514	-0.0225912926	-0.0575354418	-0.068688733	0.075469298	0.1306668057	-0.0711003022	-0.1098917534	-0.0071740583	-0.1697232036	-0.0066241426	0.1070249575	0.1368180146	-0.0034800894	-0.0551767338	0.0533718291	-0.0130822249	0.0365817252	0.1428468809	0.0856682581	0.001767356	0.0222795564	0.1456788867	-0.066183604	-0.0688836441	0.1481954775	-0.0904413989	0.1418980099	0.1185767985	-0.0207646419	0.0443026868	0.0850398057	-0.115904613	-0.0983883438	-0.034426332	-0.015788171	0.0877969661	-0.1227519093	-0.0694961884	-0.057725752	-0.0774040584	0.2032924666	0.032335749	-0.0851765458	-0.1484897882	-0.0437343474	-0.0492307825	-0.0091650183	0.0646737957	0.1058883341	-0.0370332948	-0.0582240342	-0.0115592916	-0.0037268957	0.0574388021	-0.0677635455	0.0369848068	-0.0286274212	-0.0906253476	-0.0595672915	0.0492188305	-0.0512554842	0.048438734	-0.1231824762	0.0965680981	0.0428949117	0.0582717073	0.155915944	0.1551433414	0.0162183042533143	0.0102461203411365	0.000263033392853	0.000104982982045	-0.0744165229799023	-0.0331129925866805	0.0010964702780455	0.0055378188924183	0.0414937508800932	-0.02437397440859	0.0017217313620992	0.0005940906284706	0.0016058742030689	-0.000125493202293	1.5748543821776914e-08	2.5788319560821745e-06	-0.0004864220918368	2.2033004417599937e-05	2.3660645142688834e-07	4.854532836659783e-10	-0.0005256093361481	-5.491244668000099e-07	3.015376800383952e-13	2.762651742460465e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.5505627400487	-0.0231480213376471	0.0005358308918481	683185.8327658912	869.8126213271896	6.30775233677457	756573.9962200769	39.78773954208505	760.3528930664063	-0.8024449502267998	0.6439178981444913	578136.5219944539	761.3495082474956	622.8523200382044	1.217456	20.13957	0.08354956113576	0.0520613584150404	-0.1017580972	0.081249447	0.0905059336	-0.0168801153	-0.0670337032	0.0054277187	0.1242953577	-0.0524491955	-0.0254138051	0.0818191118	0.1008157589	0.0063249432	0.0512342516	0.11940975	-0.1559334683	-0.0861036346	-0.0785119432	0.0786384355	-0.0578440461	0.0334159799	0.0128033412	-0.020577454	-0.1285010282	-0.0228944327	-0.0652807292	0.0361524115	-0.0640363285	-0.0745202424	-0.0491211233	-0.0156306949	-0.0707091355	0.0771028233	0.040108906	-0.1169669398	0.0130063222	0.1428386484	0.1275347935	-0.0055840708	-0.00686881	-0.0265259274	0.1131253036	0.0108761269	-0.0112808036	0.1123307021	0.07426476	0.00362043	-0.1360119365	-0.0005843986	-0.0427287125	-0.0514362164	-0.0746725731	-0.1336295484	-0.0482792006	-0.0784780829	-0.0108421462	-0.0335024637	0.0118770219	0.071818484	0.1068909046	0.0410788025	0.0139249775	-0.0658914927	-0.0186466342	-0.1005383571	-0.021906864	-0.0838851845	0.0857109824	0.0599637159	-0.0379617929	-0.0230028536	0.0483026886	0.0794069982	0.0529313367	0.0876660313	0.1554579513	0.1533170814	0.0082828206874552	-0.0079354835658591	6.860511854053584e-05	6.297189942401984e-05	-0.0244654514187345	0.0499510715611677	0.0024951095501089	0.0005985583131224	0.0418426256441364	0.0003488747640431	0.0017508053207953	1.2171360098619554e-07	0.0019998468058565	0.0003939726027876	1.552144117472361e-07	3.9993872468944455e-06	-0.0005980252482531	-0.0001116031564162	3.576341975481819e-07	1.2455264522081125e-08	-0.0005249024704582	7.068656899000304e-07	4.99659103557846e-13	2.755226034931216e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.540718516629	-0.0098442234196909	9.690873473679148e-05	683169.5593659853	866.1594405731597	-3.653180754029904	750232.176494009	13.3457296216145	761.1878734465569	0.8349803801505686	0.6971922352363881	579406.9786820915	760.6081904984721	617.7207485910308	1.045981	17.302967	0.067005096776636	0.0395867725344783	-0.0727151034	0.0076770512	-0.0221152053	-0.011460216	0.1531834967	0.0192329372	0.111139994	-0.0735937582	-0.0529429834	-0.0605051077	-0.0482584612	0.0020169748	0.075094922	0.1531348568	-0.0757090373	-0.0062366863	-0.0520962613	0.0253950196	0.0680786674	0.0400138929	0.0903207321	-0.0557852495	0.0975960144	-0.0036362299	0.0653047622	0.0104500762	0.0294964181	0.0772274543	0.0366229041	0.1274935147	0.1214816741	-0.1999281729	-0.0065189302	-0.0822180819	0.0465849764	0.064010108	-0.0173938166	0.0746605894	0.1224785889	0.0110533098	-0.0663907304	0.0071048032	0.066787786	0.0109371822	-0.0288884922	-0.0762208609	0.1121133483	-0.0612321491	0.1437168378	0.0016519572	-0.0640929404	-0.12825465	-0.0560267662	-0.056351462	-0.0371619964	-0.049331093	0.0602544443	-0.035785384	-0.0548554227	0.0677455957	-0.0929107282	0.0395708847	-0.089195118	-0.0757171481	0.0050718208	-0.0476942978	-0.0570422276	0.0375377672	-0.0238534479	0.0561112505	0.0045779259	-0.0069286004	0.1219716848	0.0400257116	0.1547718027	0.1505910958	0.0166000611780248	0.0083172404905695	0.0002755620311141	6.917648937797043e-05	-0.044910961741678	-0.0204455103229435	0.0004180188923655	0.0020169944845624	0.0117605580780235	-0.0300820675661128	0.0001383107263065	0.0009049307890521	0.0019998895056878	4.2699831300126174e-08	1.8232755930592345e-15	3.999558034960194e-06	-0.0004350252237268	0.0001630000245263	1.892469452785524e-07	2.65690079955744e-08	-0.0005250653140408	-1.6284358259999014e-07	2.651803239399981e-14	2.756935840087639e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.1296996760649	-0.4110188405641111	0.1689364872986661	682490.2806868652	871.8344324780749	5.674991904915146	760095.2776543669	32.20553312085244	761.3014939831149	0.1136205365580735	0.0129096263277445	579579.9647409228	761.72658782991	627.467942644081	1.318931	21.818192	0.111885791250105	0.0781145515544723	-0.0596415664	0.0554563254	-0.0887664782	0.1319131372	-0.1311756303	-0.0254085446	-0.202883313	0.0258351711	-0.0760347872	0.1390339081	0.1343725198	-0.0291784694	-0.0710799875	-0.1998527707	-0.0756861294	-0.007826461	0.0758474597	0.0379674998	-0.152506923	-0.1291739264	0.0923817958	0.0346870951	-0.0359768123	-0.047848414	0.0462152377	0.0718866756	0.2430048098	-0.0067781073	0.1007997874	0.0034061811	0.0604057219	-0.0246599011	0.0136939255	-0.0894788838	-0.0780878895	-0.0243857786	0.1361796821	0.0119762221	-0.1733514101	-0.0053239732	0.0720716924	-0.1073327806	-0.0195951174	0.1017563929	-0.1423078997	-0.0948759043	0.0543914431	-0.0128119163	-0.0404357724	0.0394958256	-0.0573647175	-0.0320873468	-0.0033749817	-0.0390463061	0.1000701196	0.1114642987	0.0791128221	-0.1574341441	0.087225573	0.0260053009	0.145005214	0.0364095927	0.0407716969	0.0300558546	-0.048930374	0.0288129607	0.0456087992	0.0594442502	-0.086138083	0.0455489338	0.1750634922	-0.0591815763	0.0833556909	-0.0433211099	0.1538585052	0.1469813818	0.0164987825223477	-0.000101278655677	0.0002722098247197	1.0257366095760421e-08	0.0241204856724976	0.0690314474141756	0.004765340732096	0.0005817978290771	0.0404815545437458	0.0287209964657223	0.0016387562582782	0.000824895637984	0.0017548963290316	-0.0002449931766562	6.002165660809606e-08	3.079661125648586e-06	-0.0003999609784381	3.506424528870001e-05	1.599687842731623e-07	1.229501297666121e-09	-0.0005256492663865	-5.839523456999856e-07	3.410003420485155e-13	2.7630715125266565e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.0362126726477	1.9065129965828191	3.6347918061392006	685643.9694972623	876.9241351338176	5.0897026557427125	768995.9387801939	25.90507312387442	764.2766990415512	2.975205058436245	8.85184513974462	584118.8726978498	765.5438277253575	617.2779424308205	1.13228	18.730549	0.1384278761860356	0.1036920222500252	-0.0932005945	-0.0422046517	-0.0553702821	0.0181864031	-0.0792323071	-0.0370941384	-0.0640845173	-0.0234331477	-0.0494371655	0.0484369037	-0.0877318556	-0.0410295593	-0.0988765621	-0.1362300538	0.0338298862	0.149686459	0.0776931041	0.0272129022	-0.0849452967	0.050226501	-0.1483606774	0.017621978	-0.0893059637	-0.0682393722	0.0520703425	0.0830219981	-0.0386723549	-0.0632102145	-0.0699676618	0.0236614138	-0.1119228774	0.0242005457	0.0968512303	-0.016860728	-0.0019309301	-0.1852450549	0.0255299325	-0.0032737568	-0.0869005065	-0.0979371461	0.0322280566	0.0073001699	0.0407698535	-0.048177657	0.01679936	-0.0457078348	-0.1954686135	0.1290682061	-0.1086648291	-0.1517218376	-0.0574358963	0.0177457197	0.0961388982	-0.0886434191	0.2431654473	0.0094665073	-0.002572244	-0.1081052575	0.0544808756	0.044785112	0.1378267742	-0.0110197956	-0.0078580194	0.0838381973	0.0778444756	-0.0792120264	0.1419523324	-0.0426890591	-0.0644397255	-0.1030359883	0.014925565	0.0133920041	-0.0665783591	-0.0633079124	0.152719399	0.1425091225	0.016437923132571	-6.085938977670041e-05	0.0002702053169123	3.703865323992346e-09	0.1042256736232332	0.0801051879507356	0.0064168411366226	0.0108629910422167	0.0421434506852591	0.0016618961415132	0.0017760704356608	2.761898785176785e-06	0.000690912808957	-0.0010639835200746	1.1320609309903368e-06	4.773605095808521e-07	-0.0003321816849453	6.777929349280001e-05	1.1034467181309855e-07	4.594032626383122e-09	-0.0005258851068993	-2.3584051279999885e-07	5.562074747776642e-14	2.765551456584882e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.9684488460802	-2.067763826567557	4.2756472424613055	682223.8784891997	867.7120169354723	-9.212118198345252	752924.1443342254	84.86312170028377	763.0805843722436	-1.1961146693075762	1.4306903021327722	582291.9782458848	763.1208009669813	611.798678110461	1.340704	22.178379	0.3390451566718656	0.2889628966883742	-0.0626166164	-0.0338595126	-0.0272133478	-0.052881566	-0.0028730565	-0.0625665827	0.1033525923	-0.0537150728	-0.0372195874	0.0589015519	-0.0610578642	0.0679319351	-0.0695259356	0.0359616333	-0.0486501388	0.0864490917	-0.0566140625	-0.0287564934	0.0353580787	-0.0121534064	-0.0706261271	-0.0834919499	-0.1473729791	0.1469554468	-0.0918051606	0.0376483819	0.0452677667	0.0017263013	-0.0218893146	-0.000418817	-0.3012513441	-0.0808575288	-0.0168931303	-0.073905983	0.0489539188	-0.0474556317	0.0082693503	-0.05951907	-0.0360747161	-0.0758024047	-0.0371321787	-0.0108455938	0.0142194332	0.1494941696	0.1201438996	-0.0444849993	0.0569290466	-0.1742752627	-0.0590880845	-0.2104746109	-0.0818191714	-0.1827202567	-0.0431390442	0.0574046849	-0.174442133	0.0028265891	-0.0454271951	0.0266107669	-0.1299789174	-0.0999627858	-0.1723763376	0.1467289533	0.1454983586	-0.0601125416	-0.0660719509	-0.1284136765	0.0113055277	-0.0372457688	0.1191727595	0.0460067674	-0.0797455968	-0.0107832681	0.0774033492	0.1711714315	0.1513561561	0.1372005631	0.0068660815602612	-0.0095718415723098	4.714307599215888e-05	9.162015108539812e-05	-0.1781487319595385	-0.2823744055827717	0.0797353049282236	0.0317369706987915	0.037506394655125	-0.004637056030134	0.0014067296400259	2.1502288626602997e-05	0.0014049359184087	0.0007140231094516	5.098290008310742e-07	1.9738449348348973e-06	-0.0003342757319935	-2.094047048199982e-06	1.1174026499979023e-07	4.385033040075058e-12	-0.0003927651936662	0.0001331199132331	1.7720911299188073e-08	1.542644973556476e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.814267509839	-0.1541813362410948	0.0237718844450895	681969.204422812	879.3346266808447	11.622609745372417	773229.3856799406	135.08505729322584	761.0951464745306	-1.985437897713041	3.941963645675179	579265.8219870871	762.2154353683168	618.4232140772957	1.414785	23.403847	0.1837065096757796	0.1301706454283296	-0.0880404833	-0.0802115906	-0.0635642241	0.0193448009	-0.0467596412	-0.0046129676	-0.0724045566	-0.0267023833	-0.0836915466	-0.057923428	0.0688921453	-0.1746134795	0.0392022772	-0.1822219846	-0.0780655973	-0.0499418788	-0.045450466	-0.0242867566	-0.1164314543	0.0647051084	0.0304947223	0.0152350897	0.1413923634	0.2099127969	0.1555215353	-0.1093743589	0.029943652	-0.0489795061	-0.0390340483	0.0363775811	0.045824763	0.0129918545	0.108916645	-0.072837593	-0.0075613942	0.0672351843	0.0032258236	0.1580807724	-0.0182851845	-0.0438537439	-0.0023183312	-0.2273053895	-0.0581234098	-0.1366918622	-0.0601157563	0.1731867329	-0.0657489304	0.0197920201	-0.1188093125	0.1958280936	-0.0758530427	-0.0651558457	-0.0234879642	-0.016725804	0.0382401042	0.1670192395	0.0850024941	2.09375e-05	-0.0481868675	-0.055035071	0.0457607191	-0.0548807723	-0.0239866893	0.185630878	0.0067256866	0.2667239565	-0.01796397	-0.0887933225	0.056239502	0.0054055638	0.1435303945	-0.0752109751	-0.1378587819	0.1902974762	0.1497707771	0.1310868562	-0.0030928584559006	-0.0099589400161618	9.565773428235842e-06	9.91804862455088e-05	-0.0540221795684061	0.1241265523911324	0.0154074010085085	0.0029183958853211	0.0511502184993304	0.0136438238442054	0.0026163448525292	0.0001861539290917	0.00096187481289	-0.0004430611055186	1.9630314322345253e-07	9.252031556721726e-07	-0.0004777531607178	-0.0001434774287243	2.2824808257584807e-07	2.058577255333659e-08	-0.0005257705279088	-0.0001330053342425	1.7690418936985734e-08	2.764346480174982e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.457898264204	0.6436307543649491	0.4142605479643934	683032.6576032854	866.3947012517359	-12.939925429108824	750639.7783570847	167.44167011089723	761.344952934019	0.2498064594884681	0.0624032672021636	579646.1373581036	759.9664436332326	608.8555599453244	1.208866	19.997473	0.0648158097007382	0.0419065701783843	-0.0591618107	0.0061574891	0.1071202028	-0.014404981	0.0909149003	-0.023616502	0.0557085078	-0.0259001226	-0.021867674	-0.1221734398	0.0230658531	0.0238029699	0.1236701273	0.0375584091	-0.0800692141	-0.0512802985	-0.0977647705	-0.0094933525	0.0823128292	0.0557852772	-0.0176001406	0.0210958711	0.2183851668	-0.0142906281	-0.0829676302	-0.1531273789	-0.1830762192	-0.0323401889	-0.0638365184	0.1778936622	-0.0429284054	-0.0855321453	-0.0420968454	-0.0605177862	0.0533641131	0.1145476147	-0.0779330952	0.0570008102	0.1229541914	0.0236802806	-0.0079971126	0.1311371116	-0.0306539679	-0.1765360233	0.0503301986	0.0120607127	0.0162009218	0.0258075015	-0.0049771195	-0.1782803598	-0.0415079081	-0.0553271179	-0.0192518025	-0.0134635265	0.0270164504	-0.0792713629	-0.0424588778	0.071893058	0.0033233394	0.0637153207	-0.0031282398	-0.0899457142	-0.0824486095	-0.0280153636	0.1006107997	0.0467572268	0.0207714168	-0.1320683793	0.0376532059	0.0369615478	0.0975466726	0.1014468283	0.1225890732	-0.0044064976	0.1479655889	0.1242038795	-0.001933046164126	0.0011598122917745	3.7366674726422423e-06	1.3451645521514495e-06	-0.0195997633949076	0.0344224161734985	0.0011849027352215	0.0003841507251363	0.0280442515488203	-0.0231059669505101	0.0007864800449335	0.000533885708718	0.000867382095416	-9.449271747400008e-05	8.9288736556212e-09	7.523516994482509e-07	-0.000449728079205	2.802508151279997e-05	2.0225534522541883e-07	7.854051937990826e-10	-0.0005258050146211	-3.448671230001348e-08	1.1893333252639013e-15	2.764709134006952e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.113118687429	1.655220423225046	2.7397546494613003	685771.33734222	871.8102385285613	5.415537276825376	760053.092003227	29.328043996685203	762.5141794512349	1.1692265172158611	1.3670906485607328	581427.8738641901	763.249341166157	611.5290164023475	1.15312	19.075302	0.0441634255118681	0.025480740573338	-0.0203034899	-0.0659907686	-0.1620612714	-0.0496026581	0.015133871	-0.0439220986	0.0760503334	0.0276948782	-0.0050138267	-0.0272962577	-0.0758281338	0.1402924523	-0.0833108161	-0.0108101983	-0.0291872715	0.0072312283	-0.0616307628	0.0244747327	0.0587499286	0.1445388274	-0.1101102424	0.0281022241	-0.0675125477	0.0355415823	0.0512459499	-0.0191357034	0.2237290671	0.1513206486	-0.0647696232	-0.1105620039	0.0575937944	0.083892388	0.0699847281	-0.0163821583	0.0549885399	0.0451084238	-0.0575781915	-0.1556045709	0.0158741617	-0.2181519558	-0.0261172499	-0.0527393691	-0.0736155803	-0.0285883356	0.0344216638	0.0318344375	0.092389797	0.059650237	-0.1915980184	0.1398640153	-0.0250391679	-0.0323581265	-0.0223249661	-0.0092288294	0.0095542085	0.0224955139	0.0254851646	-0.0549750265	0.002629123	-0.0192132478	0.047338752	0.0685218749	-0.0487914763	0.0315261368	-0.0250794366	0.0013336096	-0.0997535409	-0.0838893664	-0.0025543347	0.0565950027	0.0370559481	-0.0040220337	-0.0025041732	0.0008620646	0.1459432408	0.1165920251	0.0035481715282656	0.0054812176923916	1.2589521193994642e-05	3.004374739138669e-05	-0.0367589963980776	-0.01715923300317	0.000294439277257	0.0013512238161938	0.0118249481497088	-0.0162193033991115	0.0001398293987433	0.0002630658027524	0.0008674093581718	2.7262755800073687e-08	7.432578538144515e-16	7.52398994644014e-07	-0.0003437282147387	0.0001059998644663	1.1814908560745385e-07	1.123597126687398e-08	-0.0005258513157429	-4.6301121799986224e-08	2.1437938799371595e-15	2.765196062685391e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
