global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
832.7807726697273	n/a	n/a	693523.815328388	879.6390226302608	n/a	n/a	773764.8101339205	777.6789493136936	n/a	604784.5482056504	n/a	791.06025390625	665.2482634488948	n/a	n/a	n/a	n/a	-0.0407427069	-0.0075878375	0.0411442894	-0.0134445127	-0.1399933078	-0.0883491073	0.0641582561	-0.0805112734	0.0570504013	-0.0079501893	-0.0073581377	0.0185071756	-0.101211757	0.1085576143	-0.0012859882	0.0786335387	-0.0098794117	-0.0134432403	0.0919942753	-0.1035194922	0.1089200566	-0.0224846555	0.0591285639	-0.0075381203	-0.0384165455	-0.0939338289	0.110144153	-0.0139422933	0.1647108827	-0.1284360073	0.0703516771	-0.080468093	0.0121771593	-0.1217111023	0.0192387076	-0.048407924	0.0468988831	-0.0350275303	0.0399650489	-0.1346700018	0.1068634836	-0.010262418	0.1356856795	-0.1191768658	0.1064409669	-0.0820439633	0.0421014977	0.1561451084	0.1560591586	8.859783402215271e-05	n/a	n/a	7.849576193416921e-09	7.472035719047199e-07	n/a	5.58313177867172e-13	n/a	0.0464029121574185	n/a	0.002153230256689	n/a	2.70790688187434e-12	n/a	n/a	7.33275968090241e-24	-0.0003960002761731	n/a	n/a	1.5681621872917145e-07	4.3346424331636077e-11	n/a	1.8789125023382518e-21	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.9366992283711	-3.844073441356159	14.77690062253978	687136.051327627	857.2289298519012	-22.410092778359623	502.2122583346863	734841.4381750356	774.4564524332683	-3.2224968804252967	599782.7967155231	10.384486144350769	786.6480419077772	657.8112921399439	1.421965	28.884212	0.2771446736975923	0.2100906488606662	0.1176816515	-0.0155977286	0.0727237644	0.0995422235	0.0679011446	-0.0641941813	0.0577257975	-0.1416663651	-0.0880515588	0.020702177	-0.1119908462	-0.1384213595	0.0254086469	0.1158217521	0.0753693893	-0.0121781125	0.0993184063	0.1505379284	0.0065184996	-0.0939247733	0.137383077	0.0220992122	0.0182320848	0.0928358472	0.1106967671	0.0115573035	0.1233862176	0.0357866426	-0.1467300529	-0.1444623493	0.0361240433	-0.1452968036	-0.0291196023	-0.2390707325	0.0237832666	0.0066688398	0.1220190664	0.0048957424	0.0762162058	-0.0570234744	0.1215952546	-0.0352918691	0.0907138613	0.0422081422	-0.0493180937	0.3982325512	0.0032289701	0.155915944	0.1551433414	0.0002291771251492	0.000140579291127	1.976253709378312e-08	5.252215469165209e-08	0.0010279045071825	0.0010271573036105	1.0565876758860984e-06	1.0550521263605888e-06	-0.0648544334317478	-0.1112573455891662	0.004206097535753	0.0123781969475471	0.0031050429148634	0.0031050429121554	9.641291486327066e-06	9.6412915031434e-06	-0.0004047211409783	-8.720864805199984e-06	7.605348295057575e-11	1.6379920195477698e-07	0.0001806280966595	0.000180628053313	3.262650930283367e-08	3.2626493643671314e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.3524798934296	7.415780665058492	54.993802872255365	699485.4706238896	862.9917156588647	5.762785806963507	33.20970025694004	744754.7012958308	778.5320662887008	4.075613855432493	606112.1782397539	16.610628298593312	790.6040955563809	683.7458905695913	1.202131	24.418749	0.1085254693684816	0.0504594638326492	0.1754712901	0.1122609848	0.0653792444	0.107853515	0.0636656727	-0.05423084	0.2209346931	-0.0145078346	-0.2398919433	-0.040714416	-0.0096098975	0.0275953941	0.0942252756	0.1449953738	0.2158728299	0.0057227233	0.0050162548	0.0141887509	-0.1024188785	-0.0215795977	0.2467129567	0.0305177747	-0.0831082337	0.0930378393	0.1498093048	0.0433527253	0.0391790054	0.1590640994	-0.0890363116	-0.0748805328	-0.0158774592	-0.1177394483	0.0140187657	-0.0485873933	-0.0085210499	-0.0616179495	-0.0784814198	0.1692628819	0.1308372869	-0.0454876615	-0.0351184516	-0.1876460889	0.0845416637	-0.0171718549	-0.1019390616	0.1417600572	-0.0502242017	0.1554579513	0.1533170814	9.69908431187605e-05	-0.0001321862820304	1.7473213157030898e-08	9.40722364888801e-09	-0.0292429573826353	-0.0302708618898178	0.0008551505564826	0.0009163250795524	-0.0932262531172511	-0.0283718196855033	0.0086911342702817	0.0008049601522667	0.0029339996910757	-0.0001710432237876	2.925578440368916e-08	8.608354187232304e-06	1.87726946210276e-06	0.0004065984104404	1.653222673726622e-07	3.5241406333435854e-12	0.000597998492654	0.0004173703959945	3.5760219721645615e-07	1.7419804745260578e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836.0903882282124	-0.2620916652172127	0.0686920409763315	699047.137287603	866.5275723365046	3.535856677639913	12.502282444810763	750870.0336193962	779.715202444571	1.1831361558702156	607955.7969231784	1.3998111633273511	791.6767598253615	681.1246298979183	1.304446	26.497059	0.3115100175038544	0.1843498697180168	0.0757284043	0.0941458402	0.0967614249	0.0859871542	0.0525511733	-0.0032100035	0.247196555	-0.0264872447	-0.0067458052	-0.2103222201	0.0352645942	0.0470947346	0.015291993	0.1251669144	-0.0510931036	0.1344392138	-0.0366417925	-0.0122734406	-0.016561719	-0.1583659549	0.0191868505	0.0658782834	-0.0623897714	0.023288556	0.0144298375	0.033846887	0.1128446429	0.0834586538	0.2263443427	0.0053704726	0.1081380725	-0.0451888266	0.0895951882	0.0142576311	-0.1339681603	0.1361496048	0.0407454389	0.067379258	-0.0121401655	0.1035924693	-0.0048767712	-0.001380117	0.0310018896	-0.1253192721	0.1489937415	-0.1981263035	0.0570138851	0.1547718027	0.1505910958	1.978410364245065e-05	-7.720673947630985e-05	5.960880620562781e-09	3.91410756935229e-10	0.0373317301495177	0.066574687532153	0.0013936580759564	0.0044321890200038	-0.0077127457023919	0.0855135074148592	5.948644626976472e-05	0.0073125599503911	0.0004249996982963	-0.0025089999927794	6.295080963767031e-06	1.80624743551946e-07	-1.6571507055473944e-08	-1.8938409691582336e-06	3.5866336164621985e-12	2.746148460896227e-16	-7.799998994475988e-05	-0.0006759984825987	6.083998431382643e-09	4.569739484758259e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.4998724417205	-3.590515786491892	12.89180361304749	693056.037615481	859.6570395192792	-6.870532817225353	47.20422119257054	739010.2255950517	776.7244284170645	-2.990774027506518	603300.8376998155	8.944729283607558	790.0892081078063	678.1461192801863	1.260981	25.614159	0.3530625496821659	0.2365255095972676	0.1563955416	0.111613633	0.0003611977	-0.0293288623	0.113462665	0.0550043851	0.1417538303	-0.0607271842	0.141676002	-0.000660776	-0.0392880257	0.0824165632	0.1451825764	0.0400750482	-0.0324674433	0.0206158401	0.0536647669	-0.0632533202	-0.1430390173	-0.0598282351	-0.0046653481	0.0255344547	0.0509959676	0.0998681155	0.1164729881	0.1389668771	0.0295910252	0.1313559859	0.0014848532	0.0390428973	0.0332411417	-0.0355305386	0.115441191	-0.18595363	-0.1054476128	0.0353791054	0.1183600912	-0.0038328984	-0.158402057	0.1206089263	-0.0468199459	0.2223562518	-0.1123437865	-0.2408864656	0.1897780048	-0.0036801849	0.0205010056	0.1538585052	0.1469813818	0.0163678715510258	0.0163480874473833	0.0002672599631872	0.0002679072191108	0.0308099080955486	-0.006521822053969	0.0009492504368561	4.2534162903637685e-05	-0.1301934741205883	-0.1224807284181963	0.0169503407035882	0.0150015288338519	0.0038740131716932	0.0034490134733969	1.189569393967335e-05	1.5007978054452408e-05	2.210578336825364e-06	2.227149843880838e-06	4.960196427098441e-12	4.8866565832415916e-12	0.0006249976220668	0.0007029976120115	3.906220275891545e-07	4.942056424939556e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834.2643384013936	1.764465959673089	3.1133401228450746	695996.986328315	866.1811376017909	6.524098082511614	42.56385579023172	750269.7631371325	780.3552361382378	3.630807721173369	608954.294568365	13.182764708132153	791.8303843396775	680.7011423665201	1.25572	25.507298	0.3167253622103321	0.1793927815607155	0.0501759045	0.0704892972	-0.0252719867	0.0227619893	0.0401511893	-0.0619241126	0.0810196429	0.0550453538	-0.0062968835	0.0733756779	0.035067902	0.0245917712	0.0231245698	0.0439770781	0.1336839825	-0.0175108958	-0.0319456166	-0.004552351	-0.0463027893	0.0079716814	0.1503766469	0.0202457073	-0.1176412515	0.0413209209	0.0690359602	0.0080442347	0.0686167897	0.0428391618	0.1508709872	-0.0618775116	-0.0008617368	-0.0814391909	0.0209707763	0.0386161385	-0.0871828087	0.0385490165	0.0034539467	-0.0746329476	0.0056078101	0.215505489	-0.116493935	-0.1080695135	0.0540793443	0.0904486587	0.0255132181	0.1689654028	0.0413850481	0.152719399	0.1425091225	-0.0224074815604211	-0.0387753531114469	0.0015035280089173	0.0005020952298806	0.0569945619980529	0.0261846539025043	0.0032483800973498	0.0006856360999939	-0.0261946366323968	0.1039988374881915	0.0006861589883033	0.0108157581988952	0.0016780017634706	-0.0021960114082226	4.822466105043807e-06	2.815689918210444e-06	-1.1074610806183217e-07	-2.321324444887196e-06	5.38854717843085e-12	1.2264700450843007e-14	-0.0001319999994295	-0.0007569976214963	1.7423999849388004e-08	5.730453989510555e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.3055773689305	-5.958761032463144	35.50683304200123	686090.1295004772	855.4340340398973	-10.747103561893596	115.50023497006602	731767.3865937721	773.3652879503038	-6.989948187934033	598093.8686064563	48.85937567000227	787.440995074333	688.1637291382692	1.794861	36.458797	0.7128135266983362	0.4330734681955613	0.2317810539	0.0983238946	0.0120512241	-0.1230861801	0.1249280704	0.0981955565	0.0055950131	0.0225802419	-0.1818227546	0.2851608416	-0.1761600338	0.1300619156	0.1114353114	0.2889471883	0.1852981713	-0.0377162825	0.1703733716	-0.0592778559	-0.1342939079	0.0308931354	0.2763266732	-0.0486235255	0.1444639494	0.1831570923	0.1106744413	0.4084195526	-0.1542405034	0.0561376423	-0.154574141	0.0608414914	0.1626716079	0.1476028792	0.0875008037	0.1468165888	0.0641108777	-0.0943936124	-0.0507444108	-0.2063559642	0.1552686113	-0.092457357	-0.0415365359	-0.1179191991	-0.0744872085	-0.0974463558	0.081432731	-0.1105785828	0.0041405662	0.1513561561	0.1372005631	-0.0318320910875939	-0.0094246095271727	8.88232647396763e-05	0.0010132820230088	-0.063955274060973	-0.1209498360590259	0.0040902770802141	0.0146288628427052	-0.3589071324848163	-0.3327124958524195	0.1288143297484734	0.1106976048963462	0.0052688170855873	0.0035908153221166	1.2893954677548056e-05	2.7760433481376647e-05	0.0006907801149265	0.0006908908610345	4.773301818610782e-07	4.771771671778685e-07	-0.0008448255214726	-0.0007128255220431	7.137301617314505e-07	5.08120224876018e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835.8518736821735	7.546296313243033	56.946588047265394	698648.3547380001	866.3574489470451	10.923414907147844	119.32099323369974	750575.2293460319	779.7670508490669	6.4017628987630815	608036.6535898512	40.98256821197949	791.7590332355906	691.1253473381241	1.813558	36.838585	0.4555294089961892	0.2477802524566489	0.1634761093	0.1870120136	0.0868633633	-0.1119936949	0.0643432473	-0.1071418334	0.0347790706	0.0593112279	0.1224977767	0.0855546815	0.0110436871	-0.1167724373	0.1848445024	0.134968254	0.0018771975	0.0851099424	0.0128342787	0.1266513918	-0.1407823105	-0.0026404738	0.0270953577	0.1559997119	0.138021442	0.0939490179	0.1411951898	0.0582878049	-0.0895463509	0.2182536384	-0.1438208527	-0.1027860782	-0.1194954547	0.0943455983	-0.1226335829	0.2424371458	0.0003211837	-0.1430096455	0.1469371495	0.1255474284	-0.2580108235	-0.2737482654	0.0765226497	0.1183622992	-0.1711035776	0.1000235151	-0.0287768854	-0.2070202915	-0.0677977019	0.1497707771	0.1310868562	-0.0319978669986511	-0.0001657759110572	2.7481652686845298e-08	0.0010238634924633	0.0421240854311122	0.1060793594920851	0.0017744385734076	0.011252830510251	-0.2011837036385344	0.1577234288462819	0.0404748826097176	0.0248766800070281	0.0030089732866572	-0.00225984379893	5.106893995562825e-06	9.053920239816631e-06	-0.0002728577115385	-0.000963637826465	9.285978605941894e-07	7.445133074602727e-08	-0.0002370902519324	0.0006077352695402	5.621178756136892e-08	3.693421578430996e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.3609231124244	-5.490950569749089	30.15053815942784	689499.2626321176	866.737686895555	0.3802379485099436	0.1445808974870505	751234.2178850572	777.8606216995804	-1.906429149486485	605067.1467908578	3.6344721020117614	791.3658979050657	686.126761755628	1.34296	27.279398	0.2454924653532688	0.1429271861825096	0.1040199192	0.1061411101	0.0341119723	-0.2744495553	-0.0135709218	0.0222720788	0.033642313	0.1997134966	0.0628904968	0.1515801067	-0.0123829621	0.0139870782	0.1310518167	-0.0797634293	-0.051402723	-0.1960210043	0.0085641143	-0.0083697336	-0.1236652512	0.0654595916	-0.0920944432	-0.1444565273	-0.1114142621	0.0506843083	0.0685013298	0.0078251617	-0.0557936751	0.1289600365	0.0911819726	-0.0751830525	-0.1843876839	0.0511550852	0.0978058511	0.2723626447	0.1012013019	0.1119732454	-0.0953498722	-0.0960387747	-0.1782301981	0.0567966	-0.067475389	-0.0073234442	-0.0162456197	0.2385825561	-0.11825846	0.0815205514	0.0570549229	0.1479655889	0.1242038795	-0.0180533794712545	0.0139444875273966	0.0001944487324017	0.0003259245103331	0.0093732258496856	-0.0327508595814266	8.785736282921434e-05	0.0010726188033223	-0.0901246408455307	0.1110590627930037	0.0081224508875359	0.0123341154284603	0.0017459862033684	-0.0012629870832888	1.5951363725543502e-06	3.0484678223528e-06	-5.4946025704660784e-05	0.0002179116858338	4.7485502822945844e-08	3.0190657407372434e-09	-0.0005109525918386	-0.0002738623399062	2.61072551106583e-07	7.500058121889904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.0853860478073	0.7244629353829168	0.5248465447436323	690702.9189022329	867.1241539493684	0.3864670538133623	0.1493567836831802	751904.298362408	777.9388224283854	0.0782007288049726	605188.811441263	0.0061153539856288	789.8218315611495	664.6987745823984	1.155614	23.473846	0.0835973494842922	0.0468691467466457	0.0283248913	0.0080051457	0.0094005918	-0.0632455506	-0.0564402727	-0.0693153794	-0.0499583844	0.0023143077	-0.046663477	0.0901467941	-0.0224800972	-0.0594858374	0.0024549998	0.0648211731	-0.1134079788	0.0567925215	0.0157746104	0.0753148336	0.015100869	-0.0753576625	-0.0369244074	-0.0479059672	0.1175186509	0.0242247692	0.0441129928	-0.0610121718	-0.0049713305	0.0899467993	0.0294789274	-0.0492850427	-0.1143113796	0.0506448963	-0.0036964202	0.0323230117	0.086819107	-0.0301289361	0.0341243947	-0.0479069535	0.03312797	-0.0658129868	0.1616340493	-0.0435127888	0.0895004361	0.0553594067	-0.1112558238	-0.1009493015	-0.005194263	0.1459432408	0.1165920251	-0.0260109671015271	-0.0079575876302726	6.33232008934675e-05	0.0006765704095567	0.0095369424445834	0.0001637165948977	9.095327119129638e-05	2.6803123444930007e-08	-0.0645947158901236	0.0255299249554071	0.0041724773209257	0.0006517770682287	0.0012609979436401	-0.0004849882597283	2.3521361207428505e-07	1.5901158138645605e-06	-5.399870669275941e-05	9.473190119013708e-07	8.974133103097895e-13	2.91586032449066e-09	2.0342354954936987e-06	0.000512986827334	4.138114051126494e-12	2.631554850182993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
