global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
845.9530721951746	n/a	n/a	715636.6003564544	770.7500923056351	n/a	594055.704789145	n/a	817.760002205379	n/a	668731.4212069415	n/a	809.7742240825452	636.0218965332141	n/a	n/a	n/a	n/a	-0.0713167211	-0.0922656464	0.0051977901	-0.1865650224	-0.1710099701	0.0716113015	-0.1553191856	0.142358981	-0.1475927409	0.1566195633	-0.0805733963	-0.0040243762	-0.0923237557	0.0086513062	-0.044104066	0.0830765934	-0.1911157715	0.0202975606	-0.0446517379	-0.1121090381	0.1205217788	-0.0318854492	0.0631324833	-0.1740919479	0.0188526069	-0.2354423789	0.0507518757	-0.0552811526	0.0762582099	-0.0631756254	0.0179224517	-0.0895410195	0.2053103507	-0.1143444498	0.0417758716	-0.0217274149	0.2194804438	-0.0474672773	0.0116478117	-0.102398251	0.0881163047	-0.0921063786	-0.0393059547	0.0349149203	-0.0095363027	0.1647569519	-0.0580268617	0.1593249636	-0.0571707414	0.0229738351	-0.1429235972	0.0333837626	-0.044828451	0.0293498261	-0.055228835	0.1287113649	-0.1157889951	0.041309912	-0.0948309872	0.0518380077	-0.0484803344	0.1734794053	-0.0690857585	0.1169026719	-0.1445699067	0.1437773869	0.1561451084	0.1560591586	0.0239052717347476	n/a	n/a	0.0005714620167121	0.0002402548483217	n/a	5.772239214208307e-08	n/a	0.0026966215192487	n/a	n/a	7.271767618075168e-06	-0.0011923112718831	n/a	1.4216061690594955e-06	n/a	0.0015880198742146	n/a	n/a	2.521807120900554e-06	-0.0008680545310242	n/a	n/a	7.535186688316439e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.6372499466542	-1.315822248520476	1.7313881897014811	713412.0839974467	761.3367314589651	-9.413360846670004	579633.6186686204	88.61136242961979	819.1265267086893	1.366524503310302	670968.2667578411	1.8673892181474676	810.7747034012644	624.130326231748	0.920178	17.016689	0.0723580052736743	0.0380825498880064	-0.017262219	-0.0850478427	0.0095115586	-0.151780982	-0.0794320268	0.1763935091	0.0543300797	0.1304330685	-0.0836255748	0.0159831981	-0.019062881	-0.0563617504	-0.0507142412	0.0952801299	0.071929492	0.148259803	-0.0381755287	-0.007167184	0.0646494277	-0.1390699688	0.0912428227	0.0878738281	0.0438731025	0.0689691347	0.0566006788	-0.1871982038	0.1122403872	-0.0702091606	0.0358714255	0.0319018444	0.0642492005	-0.2052481914	0.0397900637	0.0700370255	0.0541296833	-0.0548929463	0.1655209639	-0.0826494265	0.1056829367	-0.0496609141	-0.1100142358	-0.1017889021	-0.0217566128	0.0301916957	-0.0515067774	0.1371560678	-0.0268523442	0.1605533337	0.014456987	0.1319725698	-0.1418500125	-0.0422424818	-0.0008744372	0.0740348063	0.004638399	0.2389378873	-0.0538997418	-0.1438099573	-0.1465139569	-0.0265090239	0.0256883768	0.0358711558	0.0133797549	0.1513338573	-0.0478994284	0.1795723885	0.155915944	0.1551433414	0.0119498688408157	-0.0119554028939318	0.0001429316583562	0.0001427993653126	0.0167165761496619	0.0164763213013402	0.0002794439181674	0.0002714691636249	0.030025681000481	0.0273290594812323	0.0007468774921287	0.0009015415195426	-0.0012150573701873	-2.2746098304199987e-05	1.4763644128464771e-06	5.173849880643296e-10	0.0015878402910283	-1.7958318629992392e-07	3.2250120801633187e-14	2.521236789812837e-06	-0.0005590357805713	0.0003090187504529	9.549258813147168e-08	3.125210039589627e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.5670786497068	1.9298287030526355	3.724238823125817	716675.8186534989	759.127315621627	-2.209415837338156	576274.2813228973	4.881518342280665	821.5174577142537	2.390931005564425	674890.9333292907	5.716551073369315	813.1264023630242	616.5595120870939	1.098089	20.30677	0.1819407026259816	0.0832116041308541	-0.006386655	0.0181612067	0.0005560606	0.0042686785	-0.0043560251	0.0470614053	0.0610169604	-0.0396865729	-0.0063048443	0.1221943468	-0.0902719899	-0.1351392994	0.1054835331	0.0481711062	0.034534431	0.1298792413	0.1196598793	-0.0866986303	0.0683041637	-0.1529490322	0.0508930117	0.1029543094	0.1056903129	0.129381176	-0.1108508395	-0.0815320795	-0.2679780088	-0.0750889485	-0.1424283863	0.0790746452	-0.0402773067	-0.170708063	-0.039460898	0.0607938859	0.052833956	-0.0932570138	0.0751983901	-0.118528086	0.1358776426	0.1390640602	-0.2098016053	0.0056953343	-0.0230008614	-0.0086123205	0.0524802597	0.077390187	0.0009835022	0.1923386028	0.0224659318	0.0894490572	-0.1157695997	-0.079700806	0.2158938068	0.1065430314	0.0629583715	0.1867454342	0.1986842958	-0.1970104915	-0.088592356	-0.0495028966	0.1326076506	-0.0481551764	-0.0224969043	0.0163349235	-0.0030012693	0.0235866857	0.1554579513	0.1533170814	-0.0020487229077872	-0.0139985917486029	0.000195960570944	4.197265552892039e-06	0.0614583709357674	0.0447417947861055	0.0037771313580783	0.0020018282006819	-0.0200499625509422	-0.0500756435514232	0.0025075700770891	0.0004020009982941	-0.0020142400093826	-0.0007991826391953	4.057162815397617e-06	6.386928907911655e-07	0.0009245640518147	-0.0006632762392136	4.3993536950533683e-07	8.548186859080153e-07	-0.0005590703529594	-3.4572388100018343e-08	1.19525001893829e-15	3.1255965955814815e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848.0840723158855	1.5169936661786778	2.3012697832262257	719246.593715896	771.5646611765811	12.437345554954163	595312.0263765324	154.68756445333807	820.8681885872003	-0.6492691270534579	673824.5830344314	0.4215503993447592	812.5345493999281	642.8993823827382	1.526442	28.228231	0.279370411429622	0.1764618907118632	-0.1540513821	-0.0942716937	-0.0831949282	-0.0200076611	-0.204664807	-0.1594435361	-0.2235357444	-0.1233173848	-0.1363520658	-0.1043971655	0.0993270692	-0.2285959977	0.0723739181	-0.2317563683	-0.1299330549	-0.1363857888	-0.1378921035	0.1321275434	0.1256321714	-0.0632579312	0.0205087955	-0.1479798222	0.1494672284	-0.058534249	0.0285791768	0.078110519	-0.0934113424	-0.2301009614	-0.1406917955	-0.190233471	-0.065702432	0.2467466316	0.1264628213	0.0927067534	0.0404509135	0.0225002937	0.0929598006	0.1111277971	0.0569266265	0.0101660557	0.1039310021	0.1116532594	-0.1390815254	0.0153591473	0.2868947625	0.0883388902	-0.1153544288	0.066528869	-0.1503401428	-0.1102932515	-0.0602183394	0.1466469705	-0.1075873343	-0.0293945274	0.0436553913	-0.0214646068	0.0703734546	0.2884410996	-0.0814857587	0.0011448541	-0.2180653998	-0.026440346	-0.0606266669	-0.146121988	-0.2651181325	-0.1724943311	0.1547718027	0.1505910958	-0.0015908958261263	0.0004578270816608	2.096056367021363e-07	2.530949529586082e-06	-0.0705501657732554	-0.1320085367090228	0.0049773258906338	0.0174262537640574	-0.1355084537318305	-0.1154584911808883	0.0133306631857672	0.0183625410327916	-0.0018108626853514	0.0002033773240312	3.279223665198084e-06	4.1362335930091775e-08	0.0005000077508554	-0.0004245563009593	1.802480526842437e-07	2.5000775091547574e-07	-0.0005600478571299	-9.775041704999324e-07	9.555144033447609e-13	3.136536022757929e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.0981351153589	-3.985937200526564	15.887695366541545	712501.6617052266	761.8236550782856	-9.741006098295545	580375.2814368387	94.88719980703095	822.0457758139987	1.1775872267984369	675759.2575336391	1.3867116767188332	813.8795292262027	638.7730715796084	1.578321	29.18762	0.2093610354628321	0.1286965212703692	-0.0757146794	-0.0137693848	-0.0396185227	-0.1667549357	-0.0570504833	0.100720001	0.1710430172	0.1357943356	0.1606345884	-0.0088041938	0.1144262347	-0.2008608189	0.0787498075	0.1058420531	0.1358339494	0.1414051738	-0.0036711956	-0.0586985694	0.0928465326	-0.041334293	0.1064580405	-0.2520121308	0.2142785852	-0.0225448449	-0.1926156964	0.0286860859	-0.0351013599	-0.1578719418	-0.116639366	0.0555546082	0.0733043687	-0.1880041317	-0.1207668213	-0.0179536974	-0.0080173323	0.1629337182	0.224953858	0.1036918304	0.0889494329	0.1572274155	0.053828497	0.2856874766	-0.0525676033	-0.0277384524	-0.0599001461	0.2079565556	-0.1117398797	0.1833802452	-0.0030293687	-0.125499854	-0.0196552808	0.0089598803	-0.2511945562	0.0424617	0.2140485309	0.0768783813	0.2088217064	-0.0501286482	0.0021705023	-0.0318289346	0.2075621183	-0.0239319746	0.2120917624	0.0027588477	0.114218922	-0.0304387108	0.1538585052	0.1469813818	-0.0131006895990992	-0.0115097937729729	0.0001324753526963	0.0001716280679719	-0.0073902565736148	0.0631599091996406	5.4615892223856766e-05	0.0039891741301068	-0.0286834572813319	0.1068249964504986	0.011411579866649	0.0008227407216099	-0.0019579507969513	-0.0001470881115998	3.833571323282231e-06	2.1634912574024633e-08	0.0004187264292909	-8.128132156450001e-05	6.606653235271655e-09	1.753318225867071e-07	-0.0002310905694999	0.0003289572876299	1.0821289708488653e-07	5.340285131178812e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.575019894486	-0.52311522087291	0.2736495343089133	711618.8141899825	754.4011817229422	-7.422473355343413	569121.1429849716	55.09311071078291	819.4687858650692	-2.5769899489295085	671529.0910071706	6.640877196883711	811.0742498779297	601.5470379586716	1.603799	29.658789	0.188504268486658	0.097170269834301	-0.0619414978	-0.0491436432	0.1363611182	0.1071825704	-0.0927272671	0.0692123346	0.0909142623	-0.0107914336	-0.1079259845	0.2888303066	-0.0074123938	-0.0931858715	-0.0587838576	0.04142776	0.0381193728	0.2070874495	-0.1475455577	0.1256077559	-0.1588592734	0.2019710559	-0.0627582506	0.0104922473	0.2572944702	-0.0263902816	0.1524838838	0.0067212984	-0.111828373	-0.113101209	0.0498850074	-0.0528564668	0.0291138068	-0.1805348656	0.1912684993	-0.0068858077	-0.2958539143	0.0853402629	-0.1446050794	0.1507324159	0.1761762625	-0.0783465068	0.0056015092	0.0049439606	-0.1164301347	0.0641240657	-0.0553953069	0.2506821772	-0.1716868136	0.0376539356	-0.0062411799	0.0531724054	0.0668197583	0.1164933105	0.1900005678	0.0470068806	0.0710323503	-0.0570567211	0.1319331225	-0.0526693403	0.1205609503	0.089037947	0.1454938578	0.112792938	0.2266953286	-0.0914322434	0.4179505378	-0.1426661698	0.152719399	0.1425091225	-0.0176920437804994	-0.0045913541814001	2.1080533219061093e-05	0.0003130084131311	0.0148100250081313	0.0222002815817461	0.0002193368407414	0.0004928525023088	-0.0797472924353286	-0.0510638351539967	0.0026075152606345	0.0063596306507658	-0.001193072714597	0.0007648780823543	1.4234225023158545e-06	5.850384808659915e-07	0.0015388322844793	0.0011201058551884	1.2546371268273371e-06	2.368004799755781e-06	-0.0005590825833475	-0.0003279920138476	1.0757876114780421e-07	3.125733350025143e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.4350082196165	2.85998832513053	8.179533219882934	716452.2231397423	765.1564880170321	10.755306294089904	585464.4511545586	115.67661347968992	820.120775850878	0.6519899858087683	672598.086982246	0.4250909415949179	812.4146176629317	633.6170101849409	1.5173	28.059179	0.1908375530413504	0.0933529065313664	-0.082380921	-0.1453217717	0.0363822971	-0.0708289763	-0.1058151767	0.0239187235	0.0373177489	-0.04961825	-0.1505576728	0.0008406197	0.1593573604	-0.0756086991	-0.0291083628	-0.0380140776	-0.2645315531	0.1101418345	-0.1107018851	0.0663916695	0.1541406046	0.069102278	-0.2156847388	0.0145126871	0.0037207855	-0.0501445286	0.0782804764	-0.0071655971	0.2069442691	-0.1020723275	0.0222506937	-0.0148753368	-0.2229995547	-0.0007658882	0.1492877154	0.1986711993	0.1025093122	0.1181218119	-0.0098599663	0.2438163878	-0.0335994787	-0.0856103666	0.0417269856	-0.1109520959	-0.1388154615	0.1339549833	0.2311719383	-0.0116519062	-0.0130487285	0.0646717502	0.0439797858	0.0466090788	0.234810025	0.0474418195	0.073761286	-0.107762594	0.0053933734	-0.0962460312	-0.2091788658	-0.0670114731	0.0146123889	0.0030662185	-0.0382574214	0.1160063934	-0.1700763588	-0.1894864795	-0.0280004063	-0.1298577727	0.1513561561	0.1372005631	-0.0467349090077817	-0.0290428652272822	0.00084348802061	0.0021841517199656	0.0222208518717224	0.007410826863591	0.000493766257905	5.492035480212348e-05	-0.1225665824913306	-0.0428192900560019	0.0018334916009	0.0150225671436041	-0.0001018195553746	0.0010912531592224	1.0367221856681237e-08	1.1908334575128683e-06	0.0021290598674104	0.000590227582931	3.483685996526884e-07	4.53289591901759e-06	-0.0011088932590835	-0.000549810675736	3.0229177915327695e-07	1.2296442600408262e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.2363167926565	-0.1986914269600674	0.0394782831474278	716115.9038588012	764.2380261672171	-0.918461849815003	584059.760639964	0.8435721695655971	821.4068199687854	1.2860441179074087	674709.1638912326	1.653909473204245	813.2845182077508	630.1324234487336	1.026095	18.975397	0.0789512947935554	0.0423774397063619	-0.1026308293	-0.0938196278	0.102291231	-0.0615608838	-0.1126733775	0.0107253438	0.0143707096	-0.1359662763	0.0501574424	0.0017310783	0.1486271087	-0.1793906211	-0.0647180804	0.0525767465	-0.0934443236	0.1635260904	0.05402605	0.1540287205	0.1061941438	0.0341802886	-0.0657770774	-0.2565677788	-0.243106653	-0.001557754	-0.2159776942	-0.083394653	0.08527831	-0.1738088757	0.0010710474	0.0272807845	-0.1019337598	-0.0708397788	-0.0320174755	0.2034422734	-0.0371939073	0.1503570238	0.1704596448	0.0755232999	-0.320689073	0.1480620204	0.0286543316	-0.018531527	-0.1255554964	0.0737102204	0.169504958	0.1580162759	0.0563442966	0.0624819053	-0.0231838944	-0.0873753263	0.1737082697	-0.0973974137	-0.0615272833	-0.1731409619	0.0037494979	-0.012830124	-0.1433588022	0.0008695785	-0.0617969873	-0.078190993	0.0691816437	0.1448619015	-0.063620033	-0.0856482504	-0.214483963	0.0015279623	0.1497707771	0.1310868562	-0.0223583208714472	0.0243765881363344	0.0005942180491684	0.0004998945121905	-0.0103211726119525	-0.0325420244836749	0.0001065266040857	0.001058983357496	-0.1158161109226796	0.0067504715686509	4.556886639916543e-05	0.0134133715492544	-0.0002004344078252	-9.86148524506e-05	4.01739518402386e-08	9.724889123853611e-09	0.0019221141724279	-0.0002069456949824	4.2826520671789926e-08	3.694522891848191e-06	-0.0011088095944187	8.366466480009238e-08	6.999776136111815e-15	1.2294587166749618e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.7149658749695	-7.521350917686959	56.57071962699047	703442.7939826512	750.8493053034732	-13.388720863743856	563774.6792747084	179.25784636725004	814.5204352525786	-6.886384716206749	663443.5394440502	47.4222944596059	806.5310104530736	607.9388041889368	1.663842	30.769154	0.2911344096686767	0.1895147058896936	0.1042299688	-0.0165368794	0.1329069938	-0.0997985518	0.1140733472	0.1106950669	0.1080719784	-0.0866343384	0.0469883798	0.0707361251	0.2826199754	0.2444131745	-0.2019982635	-0.1900436347	-0.1449598504	-0.016043571	-0.0733293147	-0.3537784534	0.1214784815	0.2776264207	-0.0229201683	0.2252648992	-0.0707283653	-0.2027448082	-0.2800567606	0.060084102	-0.0566281064	0.1612422956	0.259872659	-0.160217463	-0.2156500716	0.0516510048	-0.0595694887	-0.1539040447	0.3195126395	0.2355776069	-0.2747399249	-0.077775841	0.0605546328	0.1196154197	0.2211552384	-0.0809703131	0.0394423035	0.0765132741	0.0521126621	0.0228276832	0.2024200949	-0.0433553075	-0.0189848335	-0.0385092701	0.3088908609	-0.307104005	-0.2583498214	-0.1963942521	0.0076966705	0.1141384125	-0.1058277558	0.1074630162	-0.1033192388	0.2482087543	-0.00052637	-0.3766912051	0.0423671291	0.2457468377	0.2136400266	0.0029236442	0.1479655889	0.1242038795	0.0106252301850986	0.0329835510565458	0.0010879146402997	0.0001128955164863	-0.0054851284671713	0.0048360441447812	3.008663430137297e-05	2.338732297027254e-05	0.0621898402060452	0.1780059511287248	0.0316861186372419	0.0038675762248534	0.0001188631587851	0.0003192975666103	1.4128450516371892e-08	1.0195093604325897e-07	0.0012739680213831	-0.0006481461510448	4.200934331141887e-07	1.6229945195067708e-06	-0.0005700760453013	0.0005387335491173	2.902338369446299e-07	3.2498669742636985e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.9065432000306	5.191577325061076	26.952475122088316	712178.253655825	753.489529860647	2.6402245571738376	567746.471609619	6.970785712303787	817.2846999614981	2.764264708919427	667954.2807911559	7.641159380977404	808.6352166426809	601.4636849434145	1.655572	30.616215	0.2336799928424009	0.1794107897264632	0.2426373987	0.1058016757	0.0500419286	0.0297232476	0.2741455375	0.0544393178	-0.068489759	-0.0437563694	0.0248307989	0.2324461579	0.0471300007	0.3085266577	0.1381812644	-0.0556491141	-0.0621621286	0.0879595545	-0.0859633738	-0.121533162	-0.1290503129	0.012364605	0.1600911634	0.1264602597	-0.0221603488	0.0167347549	-0.0712424061	0.1627266006	-0.0307077086	0.335444807	-0.0262692618	-0.0561906561	-0.094685297	-0.0732702301	0.1311001258	-0.1553058756	9.91328e-05	0.0285522275	-0.1777676102	-0.1813539485	0.0446185349	-0.0187308006	-0.0343514715	0.1288692133	0.2123810494	0.0463856443	-0.2898349691	-0.0767223467	0.285609324	0.0009534317	-0.0083916391	0.1586311402	0.141693853	-0.0758515974	0.0913452291	0.0824609136	-0.073957411	0.0296037365	0.0395276986	-0.00175478	-0.051758714	-0.0319214339	-0.0616032054	-0.0310018083	-0.0112472703	0.0110456155	-0.0892870691	-0.1462672504	0.1459432408	0.1165920251	-0.001099215784464	-0.0117244459695626	0.0001374626332931	1.208275340814807e-06	-0.0222424698943228	-0.0167573414271515	0.0004947274669998	0.0002808084917061	0.2355023010212704	0.1733124608152252	0.0300372090738289	0.055461333786313	-8.075691608328787e-07	-0.0001196707279459	6.521679495283198e-13	1.4321083127109481e-08	0.0008970001087844	-0.0003769679125987	1.4210480712902117e-07	8.046091951592255e-07	-0.0004289997932367	0.0001410762520646	1.990250889659456e-08	1.8404082259713138e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
