global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
843.1055457367958	n/a	n/a	710826.9612521402	797.5594461340653	n/a	636101.070117677	n/a	811.6437015216994	n/a	658765.4982198455	n/a	802.4570474487556	675.9994993277959	n/a	n/a	n/a	n/a	-0.0372585059	-0.1953056428	-0.0128205302	0.0715142666	-0.0210695179	0.0818383327	-0.0068970302	-0.1367609144	0.078824201	-0.0272077422	0.0511454477	-0.2849352463	0.1334179888	-0.1046302519	-0.0053769275	0.0104109059	-0.0605241905	0.1554960055	-0.0638905185	0.1332001061	-0.0230521804	0.0500722801	-0.1332693254	0.0237547963	-0.1005392671	0.1367638759	-0.0285153978	0.0087557821	-0.0525773224	0.2300107028	-0.1244670027	0.0117577242	-0.1113571609	-0.0045619665	0.0007574606	-0.0920553333	0.1610270885	-0.0783065152	0.0116441814	-0.0538015694	0.1300311735	0.0345721034	-0.1104099275	0.0771106533	-0.0164737375	0.1021448697	-0.2631841789	0.1599112616	-0.0110264536	0.0641666616	-0.0594886057	-0.0910506536	0.001451049	-0.1269111383	0.007133182	-0.0489123404	0.0088986735	-0.1166407491	0.1082331722	-0.0048395588	0.0318832899	-0.08992027	0.0432780984	-0.0433767156	0.105987322	-0.0274408756	0.2233648156	-0.0687355192	0.0458154159	-0.2226832374	0.099218133	-0.0408527635	0.0076574062	-0.2180529417	0.1561451084	0.1560591586	-6.355846696237677e-05	n/a	n/a	4.0396787226075396e-09	0.011256978962038	n/a	0.0001267195753517	n/a	-0.0705816752319918	n/a	n/a	0.0049817728785543	0.0003012714201073	n/a	9.076446857346925e-08	n/a	-0.0005951157230772	n/a	n/a	3.541627238536986e-07	-0.0007689104795003	n/a	n/a	5.912233254853812e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.9704194648813	-0.135126271914487	0.0182591093615078	710599.1280927979	789.4886119240209	-8.070834210044382	623292.2683577173	65.13836484602271	811.6511403539781	0.0074388322786944	658777.5736379131	5.5336225670546655e-05	802.9289320646126	675.232520198822	1.270494	18.586924	0.0858815880154971	0.0418653536044558	0.0187297793	-0.0623267398	0.214589435	0.0349964791	0.0623663587	-0.0502363227	0.0220312322	0.015288726	0.1292983125	0.1516541776	0.0449139707	-0.0282431428	0.1001675976	0.0321675216	0.0016899953	-0.0698134833	0.0849121098	0.0538585965	0.0884449155	0.0457285724	0.100306343	-0.1221796817	-0.2031892223	-0.039638134	0.0351194937	-0.0238901984	-0.0235612969	-0.1493741285	0.0785709253	0.1263023389	-0.0647860113	0.1190421372	0.0014162704	-0.0276175461	0.0806325343	0.023568415	0.0567641245	-2.47044e-05	0.1009564012	-0.0932177481	-0.0839952191	0.1775134202	0.0137607817	-0.0864996479	0.0110701121	0.0624685994	-0.0528302719	0.0865152951	0.1364311307	-0.1052774975	-0.0689247543	-0.0656184745	-0.0312730718	-0.0983110541	-0.0481073453	0.0163184293	-0.0035453931	-6.69508e-05	0.1467860066	-0.1860332621	0.0795006007	-0.1223536474	0.133244902	-0.0817106313	-0.0120566347	0.1086415327	0.3225203891	0.1166567939	0.1512979588	-0.1726665365	0.1059228014	-0.1025369324	-0.0293451952	-0.1402017506	0.155915944	0.1551433414	0.0002384562918678	0.0003020147588301	9.121291455124985e-08	5.686140313134143e-08	0.037963084452528	0.02670610549049	0.0014411957811497	0.0007132160704691	-0.0541786780796798	0.016402997152312	0.0002690583155787	0.0029353291584615	0.0008902263474254	0.0005889549273181	7.92502949650369e-07	3.468679064122684e-07	-0.0007848111711914	-0.0001896954481141	3.598436303524713e-08	6.159285744268169e-07	-0.0006981514426553	7.075903684499992e-05	5.006841295232055e-09	4.874154368816767e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.8010894827293	-3.1693299821520213	10.044652535767732	705265.8698963791	784.3554103750931	-5.1332015489277865	615213.4097846807	26.349758141914627	811.4973702409148	-0.153770113063274	658527.9819079204	0.023645247671492	802.3942158285842	676.9621309007917	1.191077	17.425081	0.0872762312157858	0.0380148469050623	-0.0221816037	0.0938803786	0.099934616	0.0215990366	0.2707014059	-0.0432465213	0.0809197234	0.0807820149	-0.0795984708	0.2800469465	0.1011303133	-0.0360296719	-0.0532442567	0.0555083345	0.0354743933	-0.0677437942	0.1670311631	0.0031825723	0.2284476198	-0.0334052359	0.0167624664	-0.0254783513	0.1073865266	-0.0582641114	-0.1337975419	0.0847158154	-0.048682204	-0.2057375648	-0.1743729653	-0.0613315025	0.175459218	-0.0484713335	-0.0594954321	0.0181625638	0.063021813	0.1995414801	-0.0666729409	0.0220340002	0.1982266357	0.0233372841	-0.1181935624	-0.0355052136	-0.0066924856	0.1033019999	-0.1159509338	-0.0577769906	0.0258783653	0.1536453229	0.0041210392	-0.2287902247	-0.0622455307	-0.0477270994	-0.0887497264	-0.0378194569	0.0028486704	0.0600975203	-0.103225603	0.0709180801	0.0097452407	-0.0855912734	0.1302845272	-0.1568187391	0.1814201039	0.0429202985	-0.0972848276	0.0963964414	0.241031702	0.0087316936	0.0811906349	-0.0182176136	0.0616407766	-0.0335382317	-0.0904116839	0.0550543072	0.1554579513	0.1533170814	-0.0152584190990694	-0.0154968753909372	0.0002401531468822	0.0002328193534028	0.0180033110484316	-0.0199597734040964	0.0003241192087065	0.0003983925543428	-0.0351148210828426	0.0190638569968372	0.0003634306435958	0.00123305065968	0.0005298013334519	-0.0003604250139735	2.806894529274113e-07	1.2990619069779768e-07	-0.0008496243151379	-6.481314394650006e-05	4.200743628229737e-09	7.218614768735456e-07	-0.000468275092097	0.0002298763505583	5.284313654600246e-08	2.192815618784538e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.2779365018052	-0.5231529809240101	0.2736890414496776	704387.4546987283	787.051243079336	2.695832704242889	619449.6592327281	7.267513969265528	810.7909041414794	-0.7064660994354881	657381.8902385576	0.4990943496515929	801.9620231612752	668.6286762714386	1.212619	17.740238	0.1055815262795317	0.04944444486624	-0.0703320027	0.1478005804	-0.0436869413	0.0713125606	0.0700156886	0.006270335	0.0802536354	0.0610164898	-0.1210243128	0.1507837582	-0.0098847255	-0.0119425579	-0.0888036195	-0.1008362379	0.1194577184	-0.0404227212	0.1384784336	-0.0468325902	0.0639197655	-0.0342658018	-0.0209739396	0.0529287274	0.065688096	-0.0802163744	-0.1680108538	-0.0571795235	-0.000525331	-0.111001873	0.0127533187	-0.0081543688	0.1209122021	0.0696612182	0.001967223	0.1173281745	0.054346754	0.1337194681	-0.0530759777	0.0160348066	0.046292951	-0.0126263356	0.0549332606	-0.0573801834	-0.0367707959	-0.0313375124	-0.1934316395	-0.0571700806	0.1176332535	0.0057867188	0.1378952821	-0.1167262217	-0.0830977711	0.0208824775	-0.0902818528	-0.019233215	0.0614169816	0.017247927	-0.1100678631	0.0229508329	-0.0692381872	-0.0304255177	0.1790641923	-0.0404395698	-0.0393842076	0.031746879	-0.094607262	0.0235546221	0.0734739023	0.1250823268	0.0145851053	-0.0476027531	0.0182730675	-0.0328385788	-0.0544101307	-0.0434108107	0.1547718027	0.1505910958	-0.0249763219187997	-0.0097179028197302	9.443763521372208e-05	0.0006238166565915	0.0259341238674721	0.0079308128190405	0.0006725787807733	6.289779197065714e-05	-0.0038193624618259	0.0312954586210166	0.0009794057302997	1.45875296148048e-05	0.0002180292563052	-0.0003117720771467	4.75367566049986e-08	9.720182808836785e-08	-0.0005949892956718	0.0002546350194661	6.483899313850118e-08	3.540122619640246e-07	9.806485168508478e-05	0.000566339943782	3.207409319230949e-07	9.616715136017677e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.0513992347328	-1.2265372670724446	1.5043936675175411	702330.1477592936	782.9539361752962	-4.097306904039783	613016.8661723898	16.787923865892072	809.3933386248881	-1.3975655165912713	655117.5766103427	1.953189373165027	800.4096743918542	666.3673752784729	1.108804	16.221451	0.07879250277633	0.0387280239520877	-0.1280265243	0.1915472641	-0.0679296141	0.065413775	0.0371492601	-0.001842433	0.2269269276	0.0079181442	-0.1131656643	0.0555153757	-0.0165759307	0.1181410733	-0.1346505141	-0.024249546	0.2515256851	-0.0565230701	0.1129048804	-0.0906943363	0.070446353	-0.0412620566	-0.0714802099	0.0657113004	0.1025915622	0.0603696705	0.0426544724	-0.1426791085	0.0957059	0.02079694	0.0656161721	0.0455479391	0.0429919654	0.1008250685	-0.1601715275	0.2326606562	0.1033407118	0.1730954618	-0.0951681856	-0.0142148697	0.0072117358	0.0989487913	0.0449809281	-0.098021961	-0.0671066771	-0.0079892058	0.0307075958	-0.0365554273	0.1359308228	-0.0736288808	0.1277830642	0.09725341	-0.0588396842	0.0166655337	-0.1385502503	-0.015096673	0.0756425739	0.0400581287	-0.0299082902	0.0381069787	-0.0896642256	-0.029992188	0.1294753759	-0.0752772066	-0.0347552885	0.0619315218	-0.0366203935	0.0127900235	0.0853643028	0.0936150214	-0.0433670593	0.0118494762	0.095262541	0.2210833476	-0.2366773762	0.2331551938	0.1538585052	0.1469813818	-0.0225132570544559	0.0024630648643437	6.066688525964936e-06	0.0005068467432	0.0256304662207043	-0.0003036576467678	0.0006569207986906	9.220796644055885e-08	-0.0234546987706636	-0.0196353363088376	0.0003855464319611	0.0005501228944225	0.0006147093559822	0.0003966800996769	3.778675923320511e-07	1.573551014797546e-07	-0.0010103723005281	-0.0004153830048563	1.7254304072344906e-07	1.0208521856744457e-06	0.0004138106262794	0.0003157457745943	9.96953941741641e-08	1.7123923442174926e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.2246622024437	1.1732629677109117	1.3765459914018157	704298.0336488058	782.4753895056875	-0.4785466696087042	612267.7351820774	0.2290069149935822	810.31643267095	0.9230940460619196	656612.7210565743	0.8521026178749651	801.2000591740226	667.4111940043313	1.30857	19.143967	0.1135513779844695	0.0570571846256461	-0.0781983637	0.1376492534	-0.0610070793	-0.0582519192	-0.0446923791	0.0262232005	0.0575939357	0.0762093927	-0.0017128862	-0.1200229434	-0.0391832418	0.0897342733	-0.049963518	0.0939621453	0.1967799652	-0.0774790173	-0.083912097	-0.0742843968	-0.0667840918	-0.1118998908	0.0127192685	0.0571644907	0.1974583646	-0.0454401345	-0.0476987519	-0.0305115743	0.1685615109	-0.0405829367	0.0697521177	0.1924507168	-0.2320839534	-0.0968331834	-0.0945503658	0.1685259021	0.1507435864	-0.0415340075	-0.0504488652	0.0268443608	-0.1572563856	-0.001328338	-0.0908576636	-0.1770922974	0.0064785976	0.0118907247	-0.0253032462	-0.1824839579	-0.0269286901	-0.0189330886	0.0816347951	-0.0641951433	0.0232368436	0.0857012905	-0.2332972292	-0.0227738122	0.1516949056	0.0726638836	0.0886794354	0.0071193124	-0.1991983216	-0.004699782	0.1581582036	0.2647987496	0.0068879582	0.0926452186	-0.1148350918	-0.0505488454	-0.2515971876	0.0547885889	-0.2226882508	-0.1487180098	-0.1850258316	-0.3061418948	-0.0815809508	-0.2830502284	0.152719399	0.1425091225	-0.0176464751524463	0.0048667819020095	2.3685566081728176e-05	0.0003113980853059	0.0380823118483846	0.0124518456276803	0.0014502624757176	0.0001550484595355	-0.0447054466531682	-0.0212507478825046	0.0004515942855657	0.0019985769604592	0.0004919676333448	-0.0001227417226374	2.420321522588835e-07	1.506553047599643e-08	-0.0015616939950793	-0.0005513216945512	3.039556108828067e-07	2.438888134266745e-06	0.0012393872605363	0.0008255766342569	6.815767790309512e-07	1.5360807815796745e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.5747689023236	-0.649893300120084	0.4223613015409735	703207.6430395854	780.030961538616	-2.444427967071533	608448.3009588579	5.975228086201469	809.4937566466641	-0.8226760242858973	655280.1420499287	0.6767958409348502	800.5184277606941	663.663092163631	1.056884	15.46188	0.0512452032254115	0.033058748860433	-0.1322800594	0.1989631293	-0.0034228025	-0.0625591045	-0.064735639	-0.0094147443	0.1386684671	0.0435899022	0.0020848792	-0.0898320113	-0.1017865962	0.2150250163	-0.1061103694	0.0354254899	0.1969896478	-0.1771776946	-0.0865975845	-0.0735008691	-0.0662648269	-0.1876303332	-0.1273173896	0.0276463726	0.1266273561	-0.0209912788	0.0323555992	-0.0807041628	0.016321425	0.064297228	0.0210242594	0.1065842309	0.1450833466	-0.0542553981	0.1185847166	0.1728596649	0.2086330041	0.0162506738	-0.1036132744	0.1004321245	-0.1368258466	0.1250433109	0.0011898801	-0.1361082091	-0.0847706307	-0.0681759966	0.0858013462	-0.0993704014	-0.0531858481	-0.0439115481	0.0332222783	0.0446572978	0.0297572571	0.1163641157	-0.2464936266	0.0334186344	0.1192479264	0.0534882249	0.0547959659	0.0354183223	-0.1241634109	0.0047670514	0.0319859967	0.0814650415	-0.0588883644	0.0581220348	-0.0165284178	-0.117539256	-0.0911276189	-0.0198980001	-0.1169382165	-0.0758011762	-0.0694199115	0.051748375	-0.0463047772	0.0821316419	0.1513561561	0.1372005631	-0.0198065146617665	-0.0021600395093201	4.665770681824249e-06	0.0003922980230467	0.032242888304367	-0.0058394235440175	0.0010396038462078	3.4098867326427046e-05	-0.0444426591578945	0.0002627874952737	6.905726767222723e-08	0.0019751499530247	0.0006809179744716	0.0001889503411268	4.636492879585066e-07	3.5702231411934134e-08	-0.0021600525955287	-0.0005983586004494	3.580330147317648e-07	4.665827215450274e-06	0.0013117373724961	7.235011195980004e-05	5.234538700595601e-09	1.7206549344029722e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.0856183200384	3.5108494177147804	12.326063633868213	709108.1885814414	785.6089717965377	5.578010257921733	617181.4565672132	31.11419843748008	813.1306750727634	3.636918426099328	661181.494744288	13.227175638100812	804.3097262842699	665.0631564821516	1.253751	18.341976	0.1467339488732104	0.0671992220873956	-0.0904234041	-0.0025063437	-0.0559187916	-0.0931463618	-0.1060595581	0.1698494845	0.059843514	0.0115705407	0.0457877396	-0.1690000222	-0.0477013711	-0.0880304018	-0.0578875555	0.1721311833	0.0127569123	0.0969444323	-0.2132751394	-0.0345358905	-0.1123512637	-0.0485390581	-0.021333426	-0.0835776908	0.0750880508	0.0754541001	0.1311793564	0.0570993916	0.0394886761	0.0075066387	-0.0018452237	-0.0238477894	0.0193413369	0.0203746875	-0.0277800405	0.0648553735	-0.0757801483	-0.1947394315	-0.0454608617	0.0486873542	-0.1158849929	0.0829682291	-0.0892102486	-0.0425538349	0.0086362262	0.0543815056	0.1922279972	0.0755475677	-0.0661024363	0.0548213441	0.0363893151	-0.0315442872	0.0380964391	0.1399373392	-0.0630349096	-0.0960389145	0.0962828726	-0.0597591354	0.2141785304	-0.0122766288	0.0100708205	0.0930553012	0.1351828923	-0.0146016652	-0.0504703779	0.0076963201	0.0979330451	0.0711213548	0.0503097853	-0.0527452696	0.0157902363	0.0516779984	-0.0595758597	0.2062623926	0.2677891472	0.1913134655	0.1497707771	0.1310868562	0.0002950229657443	0.0201015376275108	0.0004040718149902	8.70385503165624e-08	0.0237487913551177	-0.0084940969492493	0.0005640050908289	7.214968298324627e-05	-0.0596705475309278	-0.0152278883730333	0.0002318885843015	0.0035605742426407	5.9981897167659575e-05	-0.0006209360773039	3.5978279878316876e-09	3.8556161209760513e-07	-0.0012849788316242	0.0008750737639045	7.657540922739887e-07	1.6511705977222944e-06	0.0007495386952362	-0.0005621986772599	3.160673527127813e-07	5.618082556563851e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.91401041472	0.8283920946815897	0.6862334625309519	710504.0289534266	792.4970901890805	6.888118392542765	628051.6379581596	47.44617498968592	812.27026514482	-0.8604099279434649	659782.9836384362	0.7403052441036785	803.3467681696773	684.9503176552909	1.284554	18.792616	0.0451363543105942	0.0220340593291592	-0.0718763088	-0.1778697725	0.03326214	-0.170508377	-0.0150022362	-0.0058858873	-0.0243460103	-0.2268574354	0.0701649414	0.0075602631	-0.1927378633	0.056349531	0.1602914551	0.0047166623	0.0274546047	0.0887739323	0.0489772715	0.024950519	-0.2488632242	-0.0313474081	-0.0206799243	-0.1376278687	0.0240265362	0.1426304624	0.1779558504	0.2214117818	-0.035459763	-0.0153035658	-0.1681900681	0.0589724799	0.1361424216	0.3028387351	0.1052714944	0.0254716448	-0.1253561157	0.0195376877	0.1302260352	0.0414493677	-0.1832882229	0.0632687273	-0.1149282233	0.0480913951	-0.0249828844	0.1465518968	0.0944429696	0.1487240018	-0.0975093825	0.1149238333	0.1003877016	0.1261379875	0.0580540117	0.1213758669	-0.0741020826	-0.0567048377	0.1135092391	-0.1228424941	0.1402694619	-0.0821456884	0.0651277133	0.1522770497	-0.0042643149	-0.0347827907	-0.0209805958	0.078030806	0.0193422994	-0.1159984827	0.0678984097	-0.0946970037	0.0118341127	-0.0092584663	-0.1024179367	-0.0605326251	0.1526125522	0.0886012669	0.1479655889	0.1242038795	-0.0038720041969071	-0.0041670271626514	1.736411537427458e-05	1.4992416500866195e-05	0.0335503544853708	0.009801563130253	0.001125626286094	9.607063979633686e-05	-0.0613778318227105	-0.0017072842917826	2.914819652967951e-06	0.0037672382392569	0.0001527290821516	9.274718498394042e-05	2.3326172534870183e-08	8.602040322445264e-09	-0.0011329681905445	0.0001520106410797	2.310723500146141e-08	1.2836169207856784e-06	0.0004050869267817	-0.0003444517684544	1.1864702079143247e-07	1.640954182494424e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.8720560528	-4.041954361920034	16.33739506384439	703706.3264262519	785.3400582765278	-7.157031912552725	616759.00713378	51.22310579729812	812.1439083784054	-0.1263567664145739	659577.7279161518	0.0159660324187472	802.9492737067064	671.2069962637765	1.233098	18.039839	0.0872257021904041	0.0367082236945314	0.0523801681	-0.0691318409	-0.0812359579	-0.1374109442	0.0086372799	-0.0286523625	-0.0492708658	-0.1276939084	0.0736785136	-0.0726907735	-0.1295629875	0.1200037932	-0.1304974781	0.0505727683	-0.0161013133	0.0034046415	0.1643121646	0.024597458	-0.0629009468	-0.0466764352	-0.0656488962	-0.1706353877	-0.060102705	0.0828774104	0.2777864693	0.2192019021	-0.0104564608	0.0470611444	-0.031786819	0.0465447007	-0.0358442072	-0.072402188	-0.1786939702	-0.0267232258	-0.0480873881	0.1335685998	0.0870726064	0.0504929124	-0.0589490504	0.0682379078	-0.0835325192	0.1604082619	0.0071731072	0.0743108035	0.1579850437	0.1754029545	-0.1778883945	-0.0674753247	0.1342363603	0.0990446213	0.0451175867	0.1156002397	-0.058760715	-0.0692994436	-0.0035964467	0.0006363968	0.1575456495	-0.0667150859	0.0192374361	0.1725437193	-0.0543748373	-0.024272167	0.0484584823	0.0675155037	0.0053840289	-0.1050503965	0.0510056978	-0.096884975	0.0485114716	-0.0531357905	0.1256750396	0.0490552872	0.2085095856	0.1301253786	0.1459432408	0.1165920251	-0.0178398635484455	-0.0139678593515383	0.0001951010948643	0.0003182607314271	0.0148125490037642	-0.0187378054816065	0.0002194116079889	0.0003511053542665	-0.0394072648776813	0.0219705669450291	0.000482705811886	0.0015529325251397	0.000454913585805	0.0003021845036533	2.0694637054996309e-07	9.131547424825169e-08	-0.0011183313469549	1.463684358960003e-05	2.1423719026641548e-10	1.2506650015819607e-06	0.0007392549877833	0.0003341680610015	1.1166829299356904e-07	5.46497936962487e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
