global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
864.7488762164052	n/a	n/a	747790.6189175356	1135.0346736241054	n/a	1288303.7103289794	n/a	786.7808919384019	n/a	n/a	619024.1719193872	835.9877562213165	678.4795290589518	n/a	n/a	n/a	n/a	-0.0147926182	0.1477477766	-0.0067389942	0.0481960777	-0.1188184546	-0.0899674601	-0.197542728	-0.0383306087	0.1126741388	-0.0731286559	0.1127498879	-0.0325118499	0.0622032498	-0.1282907924	0.0133785595	-0.0538405996	0.0705064119	0.0289259944	-0.0259311681	0.0197624164	-0.0018619771	0.1048442968	-0.0659697548	-0.0236243357	0.01815362	-0.0498226423	0.0015354404	-0.017086044	0.2208684366	-0.0229757742	0.0878359844	-0.1561235531	0.0419162468	-0.0131094272	0.0083868365	-0.0904487462	0.026419874	-0.0050572134	0.0296478069	-0.1762887521	0.1173270525	-0.0124687474	0.086936795	-0.0118076183	0.0090909469	-0.1372230088	0.1801328543	-0.0182529617	0.1104702612	-0.0950289293	0.0008924338	-0.1443936694	0.0419662073	-0.250974255	0.1283576852	-0.1206157612	0.0288454129	0.1561451084	0.1560591586	-0.0295606833863928	n/a	n/a	0.0008738340022705	0.0001779470572529	n/a	3.1665155184966875e-08	n/a	0.0001571877607631	n/a	n/a	2.470799213371756e-08	0.0004476151505344	n/a	n/a	2.0035932298793363e-07	0.0002517953478702	n/a	6.340089720907503e-08	n/a	-0.0009140566928333	n/a	8.354996377133497e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.4446774506587	2.6958012342535085	7.26734429460274	752460.2684374773	1120.7892413906284	-14.245432233477004	1256168.5236169803	202.9323395185856	789.2657528427612	2.48486090435938	6.174533714013714	622940.4286104507	835.828419937907	671.0465007384495	1.114667	21.071093	0.0800074908763519	0.0506217306048703	-0.0233053979	0.1439062601	0.0953794182	-0.1694429262	-0.0504739593	-0.0411479582	0.0240836016	-0.013399107	-0.0565764413	-0.0139016154	-0.013574154	0.1032838174	0.0849865734	-0.229756016	-0.0722421804	-0.0306173336	0.0685790112	-0.2128904372	0.1515336271	0.0101270604	0.0669761575	0.0185966067	0.0236564155	0.0045887768	0.0438540311	0.0213789654	0.2225094497	-0.0379782006	0.0759043842	-0.1225553905	0.0702603415	0.0625421496	-0.1293728468	-0.0006329864	0.0433926483	-0.0674121671	-0.045898454	-0.0286118252	0.0367656168	-0.2213164918	0.1018675093	0.0547343884	0.2040640174	-0.0384686962	-0.063835733	-0.0103266348	0.0755756571	-0.0881912491	0.1738842909	-0.0894289128	0.164187619	-0.0179855789	-0.0975073748	0.0846094732	0.140126728	-0.2257947237	-0.011582235	0.155915944	0.1551433414	9.091348941581144e-05	0.0296515968758086	0.0008792171972854	8.265262557758858e-09	0.0397146142090889	0.039536667151836	0.0015772505817767	0.001563148049475	0.0001443374288498	-1.28503319133e-05	1.6513103028197643e-10	2.0833293366971075e-08	0.0004300247046655	-1.7590445868900014e-05	3.0942378586670155e-10	1.849212466226505e-07	5.330359230781845e-05	-0.0001984917555623	2.841272952918122e-09	3.939897702623624e-08	-0.0009140113639287	4.5328904600011085e-08	8.354167733908024e-07	2.0547095922369057e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.0636652336805	3.618987783021794	13.097072573661	758751.9088903334	1123.040763001342	2.251521610713553	1261220.5553626362	5.069349563510152	789.756993024505	0.4912401817438194	0.2413169161597007	623716.1080311082	835.3493040685224	695.0352362607538	1.116817	21.111734	0.1134820130850756	0.0587646986002464	0.0204903038	-0.0522998622	0.1380743913	-0.1108008057	0.0949357745	0.0372322396	-0.0149366994	0.0138597594	-0.0853206232	0.0058595848	0.0022224516	-0.0233267818	-0.060040984	-0.0749693016	-0.1140806305	0.0690321287	0.0426757169	-0.1058186789	0.0691201382	0.097471465	-0.0120079001	0.0427051317	0.0150054216	-0.0277815142	-0.0406091171	-0.0468881041	0.0131911902	-0.0933165749	-0.1165374742	-0.09235554	0.0298867516	0.0951752517	-0.0628853531	-0.0029684336	0.0411276186	-0.1039571967	-0.0224636425	-0.0342790652	-0.0219288889	-0.0563708805	0.0088841551	-0.1517002411	0.2368630154	-0.0597157921	-0.0825087886	-0.1577965782	0.0360998935	-0.0223500686	0.1613458842	0.0156652698	0.0724382333	0.0777678144	-0.0776419273	0.106670564	0.1527319521	-0.1013608912	-0.2649626549	0.1554579513	0.1533170814	-0.0332809398067581	-0.0333718532961739	0.0011136805924213	0.001107620954421	0.0344363840355441	-0.0052782301735447	0.0011858645454434	2.7859713764918757e-05	-0.0107291198722947	-0.0108734573011445	0.0001182320736798	0.000115114013234	-0.0005280002225619	-0.0009580249272274	9.178117611890652e-07	2.78784235025416e-07	1.705166605692199e-07	-5.313307564724923e-05	2.9075931531678557e-14	2.823123727736309e-09	-0.0006459999205191	0.0002680114434095	4.173158973106836e-07	7.183013379849717e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.4944440917113	-2.569221141969137	6.6008972763412	754282.5994181708	1123.3676795159186	0.3269165145766237	1261954.9433809796	0.1068744075029278	789.2774601327527	-0.479532891752342	0.2299517942723634	622958.909073609	837.2625039949492	707.717581148281	1.137837	21.509083	0.0400246868254444	0.0278217164419475	0.0264267418	-0.0884913699	-0.049206694	0.0773029692	-0.007934639	0.0168648498	0.0038570499	-0.0060628485	-0.0079410695	0.0083697672	0.0059911683	-0.0415172104	-0.0789544493	0.061651518	-0.0180924908	-0.036507607	-0.1085724743	0.0128402634	0.0077632715	-0.1455936623	-0.114177487	0.1643787752	-0.0062971579	0.0066225713	-0.0396434743	0.0079813601	-0.0986429121	0.017694221	-0.0891147455	0.0370911037	0.0583141817	0.0307510035	0.1386003751	-0.004005748	-0.0046055739	-0.0495741807	-0.0083427057	-0.002301842	-0.0359883984	0.0506169102	0.0413941583	-0.1025606064	0.0890982749	-0.0841543108	-0.0316072049	-0.1186334645	-0.0355776355	0.0560272301	0.0185217686	-0.0106436572	-0.0408361514	0.0211628147	0.10081282	-0.1873147741	0.1033511049	-0.0634177963	-0.0629438822	0.1547718027	0.1505910958	-0.0333073735164077	-2.6433709649602288e-05	6.98741005839477e-10	0.0011093811305614	0.0100348747226064	-0.0244015093129377	0.0001006987106984	0.0005954336567493	1.6695798223054226e-05	0.0107458156705177	0.0001154725544247	2.7874967830494057e-10	-0.0006049997171857	-7.699949462379994e-05	5.928922172320596e-09	3.66024657794777e-07	1.893441523570516e-07	1.882749178783169e-08	3.585120803181037e-14	3.544744470208698e-16	-0.0006259996799879	2.0000240531200045e-05	3.918755993449532e-07	4.00009621305857e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.9655413925036	1.4710973007922803	2.1641272683983326	756840.043210352	1120.2754516601562	-3.092227855762303	1255017.087592367	9.56187311195233	791.0154986852399	1.7380385524871826	3.020778009931741	625705.5191602587	837.4582171443528	693.5512967265412	1.044457	19.743883	0.1102541210480086	0.0583542244345249	-0.0072792118	0.0040442123	-0.0517929151	-0.0833408234	0.1027056547	0.0334608391	0.0017730227	0.0092408087	0.0041761292	0.0207505196	-0.090673593	-0.0485590674	0.0023173325	0.0005583764	-0.0941854995	-0.0370479006	-0.0977786781	0.035533439	-0.0916819261	0.1114886657	-0.1262461636	-0.0591557153	0.0687563689	-0.0045760575	-0.078931608	0.0196178595	0.0027887523	0.0618172876	-0.0357603865	-0.0645029381	0.0248349729	0.0429040502	-0.0224439158	0.0170277344	-0.0524318899	0.0269147224	0.0301773442	-0.0191626	-0.028418008	0.0313201322	0.0447208411	0.0277674568	0.0514218446	-0.042075988	0.0293037232	0.0629736261	-0.2111032309	-0.0313404817	0.0543629983	-0.001840341	-0.0277965102	0.0784137089	0.0521413364	-0.1051353201	0.0007297326	-0.0693155716	0.0092169929	0.1538585052	0.1469813818	-0.0108291555421828	0.0224782179742249	0.0005052702832967	0.0001172706097567	-0.0294601323287651	-0.0394950070513714	0.0008678993968283	0.0015598555819878	-3.598472005705844e-05	-5.2680518280112665e-05	2.7752370062612852e-09	1.2949000775848641e-09	-0.0008359238494631	-0.0002309241322774	5.3325954868070164e-08	6.987686821012075e-07	0.0004481425144871	0.0004479531703347	2.0083171329082066e-07	2.0066204281294725e-07	-0.0003403126725174	0.0002856870074705	1.1581271507593517e-07	8.161706623744951e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.7721003286721	1.8065589361684715	3.26365518985016	759986.5949114643	1123.6468990299252	3.37144736976893	1262582.3536995668	11.366657367121835	790.6080183047744	-0.4074803804654721	0.1660402604642858	625061.0386078025	836.7365077888004	707.4761619004269	1.0662	20.154892	0.0213248747890499	0.0151218326814239	0.0198968769	-0.1448091217	0.0391868951	-0.0055877088	0.1820361845	0.0070865718	0.012657918	0.0183095177	-0.0504988694	0.0345883947	-0.0245867229	0.0010808525	-0.0210130844	0.0486566133	0.01390889	0.113207232	0.1594139233	0.0399234445	-0.0225235485	0.039953033	0.0664643536	0.0133686479	-0.0804293218	0.0164003145	0.0009713745	0.0074857272	-0.0245575098	-0.0615309568	-0.064580625	0.0449062977	-0.120351987	-0.051485745	-0.1336070679	0.0033279986	-0.0412233282	0.0178728655	0.0059292988	0.0391482162	-0.087147868	0.0862874351	-0.0089806239	-0.0836419007	0.0506813454	-0.0288102836	-0.1713990481	0.0437072494	-0.028705135	-0.0731253037	0.0305693022	-0.1096377267	0.0112243424	0.0407640006	-0.0141390722	0.0800118308	0.0946901153	0.0257998222	-0.0378135697	0.152719399	0.1425091225	-0.0144200066376072	-0.0035908510954244	1.2894211589510614e-05	0.0002079365914286	-0.0295091467909287	-4.901446216360253e-05	0.0008707897443285	2.402417501187224e-09	-0.000153859326204	-0.0001178746061469	1.3894422774296593e-08	2.367269225994888e-08	-0.0007829733326419	5.295051682120005e-05	2.803757231632189e-09	6.130472396283634e-07	0.0001651272069267	-0.0002830153075604	2.72669944674132e-08	8.009766431350781e-08	-0.0003249358043927	1.5376868124699998e-05	1.05583276976331e-07	2.3644807332441477e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.9861000798993	-3.78600024877278	14.33379788370755	753399.869931913	1123.8582847968682	0.2113857669430672	1263057.4443065587	0.0446839424661087	789.1366022399138	-1.4714160648605912	2.1650652359298275	622736.576994756	837.567326504192	708.0208571094377	1.01627	19.211048	0.0932998807851978	0.0614747297001098	0.0393540904	-0.088960087	-0.0615674461	0.1947286099	0.0068757321	0.0124282463	-0.0385267472	0.0156312577	0.0763817776	0.003978173	0.0133717023	-0.0511631618	-0.0218072772	0.0859487737	0.0230617655	0.0903804642	0.1366956068	0.0234498701	0.1061953954	-0.1059890738	-0.0381611645	0.1365133238	-0.0414411118	-0.001167293	-0.0322463375	-0.0051863741	-0.1175963341	0.016252445	-0.0642999998	0.0612712442	-0.0489170249	-0.0942626574	-0.051832342	0.0141374803	-0.0201692252	0.0096127363	-0.0187988539	-0.0355862007	0.0203476473	0.1391996253	-0.0132044607	-0.1423251766	-0.1029770707	-0.0107865437	-0.0140452413	0.0302950471	0.0597832875	0.0885379613	0.0667388317	-0.0394762674	0.0156672384	0.0495954426	-0.0340800129	-0.0614636538	-0.0549108346	-0.0820895712	0.0010658184	0.1513561561	0.1372005631	-0.010892688169477	0.0035273184681302	1.2441975575612388e-05	0.0001186506555574	0.0270099760564619	0.0565191228473906	0.0007295388065706	0.0031944112474384	-0.0026079886582976	-0.0024541293320936	6.022750778642178e-06	6.801604841808915e-06	-0.0004079994752047	0.0003749738574372	1.4060539376133357e-07	1.664635717673106e-07	5.0807678730890884e-08	-0.0001650763992479	2.581420218021422e-15	2.7250217588674894e-08	-0.0002489998583262	7.59359460665e-05	6.200092944646767e-08	5.7662679050143965e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.4218969430598	-0.5642031368395237	0.3183251796195583	752420.7472962962	1120.7955633843696	-3.062721412498604	1256182.6949020866	9.380262450577444	789.2898145312229	0.1532122913090461	0.023474006208168	622978.4113227322	836.5269103829645	687.5660352929384	0.975642	18.443033	0.036526038811537	0.0202958019710431	-0.0094574502	0.0292067597	-0.1116760183	0.0134190246	-0.0720798278	-0.0245149095	0.026189458	0.0228199534	0.0635701187	0.0111040804	0.0333851578	0.0169855596	0.0697428775	-0.0142248679	0.0998782682	-0.1018749584	-0.0050196579	0.0652669371	0.0078149447	-0.0948428241	0.0407577017	0.0471561376	-0.0478995326	0.0155794492	0.0137277564	0.0036264798	0.0388938792	0.0538125346	0.1286444552	0.0028022933	-0.024793249	-0.0459834499	0.0696664619	0.0094475833	-0.0392658242	0.0284078696	-0.0360466915	-0.0183774736	0.0201929087	0.0035604094	0.0637809903	0.0238948792	-0.0691527757	0.0116078382	0.0440730375	-0.0001949315	-0.0281336879	-0.043156951	-0.0458441226	-0.0736851004	0.0035761735	-0.0065792512	0.1501963903	-0.0533961901	-0.0815446947	-0.0055436109	0.013358725	0.1497707771	0.1310868562	-0.0109083346367668	-1.5646467289799973e-05	2.448119386507805e-10	0.0001189917645476	0.0125208792406112	-0.0144890968158507	0.0001567724169579	0.000209933926539	-8.867977967952356e-05	0.002519308878618	6.346917225883869e-06	7.864103324008841e-09	-0.0003459798672636	6.201960794109999e-05	3.846431769167752e-09	1.197020685517383e-07	0.0002440285387868	0.000243977731108	5.9549927742420766e-08	5.952513327664128e-08	-0.0001649574643798	8.404239394640002e-05	2.7210965054612985e-08	7.063123980241894e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.2239547591616	0.8020578161018648	0.6432967403700928	753812.8356176388	1121.1787407081445	0.3831773237748166	1257041.7686159003	0.1468248614552306	790.559529905359	1.2697153741361262	1.612177131317643	624984.3703241822	837.6633055507924	690.4887156301115	0.819589	15.493089	0.0191189795098256	0.0108343740853154	-0.0156354525	0.043526189	-0.0817001519	-0.0711046589	0.0022625649	0.0070439774	0.0339888712	0.0066179301	0.0118150746	0.0181547159	-0.0385123764	0.0325326593	0.0487713564	-0.0286569448	0.0272196833	-0.0690195735	-0.0908785295	-0.0746605167	-0.0336276064	0.0773388208	-0.0674674872	-0.0878565451	0.0888130653	0.0100697241	-0.0056075296	0.0078875272	0.0801471261	0.0968768839	0.0345883427	-0.0147402548	0.0237173202	0.1360440129	-0.0044358239	0.0145230407	-0.0335515663	0.0206061438	-0.0029302841	-0.0506361239	0.0076919502	-0.0127228382	0.080213907	0.0513941156	-0.0492862065	0.0347875157	0.0628359623	-0.0040623542	-0.1498832723	-0.0575201229	-0.0304332232	0.0374346952	0.0112304589	0.0167183053	0.0386266388	0.0748621825	-0.0624426876	0.0989288285	-0.0018816833	0.1479655889	0.1242038795	-0.0108614847124925	4.684992427429931e-05	2.1949154045075796e-09	0.0001179718501597	0.0050748232614523	-0.0074460559791589	2.575383113497736e-05	5.5443749644768005e-05	-3.515387575703244e-05	5.3525903922491125e-05	2.8650223907197507e-09	1.235794980740873e-09	-0.0004079669170412	-6.198704977759996e-05	3.842394340130655e-09	1.6643700540010137e-07	0.0002175625098987	-2.64660288881e-05	4.733344571342194e-08	7.004506851057437e-10	-0.0003079553397635	-0.0001429978753837	9.483649128885272e-08	2.0448392364252197e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.3541933606447	1.130238601483029	1.2774392962823131	755776.7135137372	1123.75029850673	2.571557798585445	1262814.7333939646	6.612909511465621	790.7111565983843	0.1516266930252641	0.0229906540377776	625224.1331691545	837.5721286553131	694.5369747452565	0.833241	15.75116	0.0653916591985513	0.0295778943250754	0.0034008928	0.0067320487	-0.0131237638	-0.0954305202	0.1377984676	0.0011525236	0.0181478752	-0.023170574	0.010892777	0.0280768766	-0.0207719699	0.0225951231	-0.0603063041	0.0241132787	0.0343284929	0.0006359542	-0.0176549018	-0.0052869176	-0.0426872116	0.1807435136	-0.1186745199	-0.0851096373	0.0841472675	0.0200489105	-0.010276144	0.023048431	-0.0350698946	-0.0127616034	-0.0029365635	0.0416005886	-0.0298128844	0.1301869131	-0.0616312475	0.0087541977	-0.0372378866	0.0261780475	0.0046187586	0.0434958361	-0.0417073654	0.0023079018	0.019266809	0.0370816811	0.0199446312	0.0440122392	-0.0493759381	0.1447926175	-0.1282239855	-0.0605656648	-0.0347832591	-0.081102645	0.0281064293	-0.0171754823	-0.0495716513	0.0408578737	0.004833194	0.1889513253	0.0102182242	0.1459432408	0.1165920251	-0.0008492129287418	0.0100122717837507	0.0001002455862716	7.211625983422254e-07	-0.0134529279878137	-0.018527751249266	0.0001809812714453	0.0003432775663546	0.0059428614294176	0.0059780153051746	3.573666698890216e-05	3.53176019692594e-05	-0.000128999999301	0.0002789669177402	7.78225411934675e-08	1.6640999819658e-08	1.2048734898684188e-08	-0.0002175504611638	1.4517201265877027e-16	4.7328203152582636e-08	-0.0001870003014603	0.0001209550383032	3.4969112746243084e-08	1.4630121290928581e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
