global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
847.0339667751894	n/a	717466.5408709126	n/a	762.3648661909432	n/a	n/a	581200.1892023347	830.7114549850332	n/a	690081.5214433509	n/a	820.6787831338165	652.5040075191137	n/a	n/a	n/a	n/a	-0.0239553644	-0.0259329357	0.1010277326	-0.1256075896	-0.0426157726	0.147414678	-0.0585822031	0.2014195167	-0.0323113024	-0.0194378945	0.0139312516	-0.0029997614	0.0058648718	-0.0249058893	0.0466660316	-0.015237353	0.0165919545	-0.0118722073	0.153988763	-0.032315637	0.0433591719	-0.0367300933	0.0224859549	-0.0094244136	0.0162505059	-0.007518701	0.0286514158	-0.042543105	0.0010317613	-0.0802501236	0.1057837613	-0.1204987918	-0.0107212292	0.0933910516	0.0877173695	-0.0960528056	0.068580068	-0.0589349146	0.1763369881	-0.0514874005	-0.0283838061	0.0317736573	-0.0534000647	0.0108429177	-0.0819079752	0.112634075	-0.041044488	0.0375137399	-0.0244247167	0.0135582311	-0.1884354493	0.0577398104	-0.0859108421	0.0668607951	-0.0275213191	0.0198792964	0.1561451084	0.1560591586	0.2276391017896486	n/a	n/a	0.051819560663598	-0.0797898748638772	n/a	0.0063664241307931	n/a	-0.4491756726946505	n/a	0.2017587849406917	n/a	0.0025170738237098	n/a	6.335660634005073e-06	n/a	-0.0070932037667545	n/a	5.031353967670023e-05	n/a	0.0002929321351055	n/a	n/a	8.580923577746693e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.5661008961328	-0.4678658790566032	716674.1631864812	0.2188984807854081	751.6944991802347	-10.670367010708446	113.8567321432151	565044.6200978239	830.1074499526734	-0.6040050323598507	689078.3784669301	0.3648220791160242	819.9035200426341	657.0071737749823	0.847719	16.717632	0.2148563465738596	0.1103893198769171	-0.069567406	0.011338881	0.0336272843	-0.0836002782	0.0082948446	0.0372338709	0.0958364417	0.1193682355	0.0448635626	-0.0333066333	0.0805925876	-0.0737768029	0.0038391312	0.0168655281	-0.0143799364	0.0155179867	0.0304888449	0.0527777358	0.0879454118	-0.014985117	0.0892783783	-0.0533075305	0.0770741887	-0.0875184075	-0.0225356695	0.020549295	-0.0331527787	-0.0311459047	0.0450873075	-0.1220962172	0.0181832872	-0.0814950364	-0.0609670839	0.0446008457	0.0784599566	-0.0516577319	-0.0173642621	-0.0413420506	0.1272627327	-0.0487651184	-0.0472744746	0.1367255511	-0.021561515	-0.0079985604	-0.1013606121	0.0449256046	-0.0121794744	0.0572638761	-0.0001565171	0.0066276698	-0.0665346562	0.0668540725	-0.0694724924	0.0332221746	-0.1269698784	-0.0160513382	0.155915944	0.1551433414	0.2070197378592979	-0.0206193639303507	0.0004251581688922	0.0428571718633324	-0.0809063269112186	-0.0011164520473413	0.0065458337342649	1.2464651740128005e-06	-0.503521287964773	-0.0543456152701225	0.2535336874337038	0.0029534458990881	0.0040487016573196	0.0015316278336098	1.6391985109982475e-05	2.345883820688249e-06	-0.006521117695394	0.0005720860713605	4.2524975997180754e-05	3.272824730446914e-07	0.0009647165366561	0.0006717844015506	4.512942821666978e-07	9.306779960977404e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.0708504078864	-0.4952504882463699	715835.8839099241	0.2452730461082678	750.9701971514471	-0.7243020287876334	0.5246134289058817	563956.2370096834	830.5239977772092	0.416547824535769	689770.1108838377	0.1735120901254818	820.2296024722516	663.3045360762497	0.971457	19.157837	0.3295979361942772	0.2143107787732421	-0.1122766346	0.0589637765	-0.0182366681	-0.0842539738	0.0385533994	0.0464917958	0.115992261	0.0400453915	0.0966021574	-0.0749351167	0.1149675516	-0.0873296305	-0.0531037398	0.0755727644	-0.05347945	0.1759743999	-0.0233962082	0.2103584532	-0.0447084484	0.0333130646	-0.0314211586	-0.0886529128	0.1016576354	-0.0677831634	-0.0922224977	0.0323893081	-0.0516426206	-0.1000365313	0.1891180729	-0.1292466148	-0.0933001977	0.0885075297	-0.1334079778	-0.0269828052	0.0122579571	0.0206166569	-0.1585043457	0.0076892348	0.035843688	0.0492019048	0.0866963367	0.0406195153	-0.0478092457	-0.0470752104	-0.1021412018	-0.0032986911	0.0480372764	0.0316657302	-0.032075331	-0.0234054034	0.052053483	-0.0391940938	0.0010134	-0.1409993406	-0.1213917614	0.0255463896	0.1554579513	0.1533170814	0.2168346522473854	0.0098149143880875	9.633254444548732e-05	0.0470172664152445	-0.0991349996650114	-0.0182286727537927	0.0098277481585818	0.0003322845103648	-0.5653806997834749	-0.0618594118187019	0.3196553356876518	0.0038265868305557	0.0076341967599226	0.003585495102603	5.828096016921272e-05	1.2855775130790098e-05	-0.0065088989631409	1.2218732253099772e-05	4.236576571237669e-05	1.4929741787294062e-10	0.0021609014464739	0.0011961849098178	1.4308583384758188e-06	4.669495061372994e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.2648417516973	0.1939913438109215	716164.1823850253	0.0376326414735671	749.9887924194336	-0.981404732013516	0.9631552480185211	562483.1887547602	831.6248477874793	1.1008500102701646	691599.8874575482	1.2118707451118216	820.8166169331608	657.8070573346369	0.8143049999999998	16.058681	0.1002284089613397	0.0522522419017764	-0.1003889119	0.084274848	-0.0055672403	-0.0751182198	0.0318982585	0.016143213	0.1055561303	0.048358834	-0.0276534413	-0.099721096	0.0825052674	-0.004015214	-0.0065734445	0.0791424779	-0.0359344216	0.0693729957	-0.0018586498	0.0691287105	0.0511618347	0.0962595097	-0.0911169766	-0.1057577631	0.0828863702	-0.0299790716	-0.0132072643	0.0480934314	-0.0618422132	-0.0060572935	0.1328224181	-0.0192417419	0.0452118094	0.1593172295	-0.1339368352	-0.0210790903	0.0602805267	-0.0092284502	-0.1015510415	-0.0498463535	0.0286770923	0.0552275322	0.0253448149	0.045024413	0.0494924119	-0.090709103	-0.0576136182	-0.0830024681	0.0679895528	0.0090498994	-0.0367233528	-0.0667907777	0.005849363	0.0120948477	0.0666469581	-0.085250701	-0.0291364335	0.0365072836	0.1547718027	0.1505910958	0.236560892741835	0.0197262404944496	0.0003891245640448	0.0559610559748139	-0.0627363520182484	0.036398647646763	0.0039358498645575	0.0013248615505132	-0.5919291727923621	-0.0265484730088871	0.3503801456026501	0.0007048214191036	0.0076541217181649	1.9924958242299905e-05	5.85855792764836e-05	3.9700396095739475e-10	-0.0065111361129772	-2.237149836300037e-06	4.239489348171585e-05	5.004839390057282e-12	0.0018319625983277	-0.0003289388481462	1.0820076581974893e-07	3.356086961671578e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.6243994760689	-0.6404422756284021	715080.6249892622	0.4101663084120861	754.4044325906655	4.415640171231871	19.497878121796628	569126.0479124439	832.1598654133514	0.5350176258721149	692490.0416047672	0.2862438599938343	821.6218691774646	658.2040877753291	0.780918	15.40027	0.2007555025169626	0.0942827891568687	-0.0929474038	0.0703274201	-0.0115862917	-0.1197752025	0.0600881008	0.0371087542	0.0342488152	-0.0109413451	-0.1400970909	-0.0946858577	-0.0061494325	0.0183682589	-0.0018914629	0.0452057966	0.0047902658	0.1577156078	-0.0217841582	0.036554654	-0.0242434423	0.1288407939	-0.0807967562	-0.1074886858	0.0089495229	0.0101824119	0.0131878765	0.0433026398	-0.0071296754	0.01980489	0.1467399612	0.0418390597	0.0392310133	0.091216449	-0.1077000933	-0.0365675989	-0.0020556114	0.0154540929	-0.1234725895	-0.0173461869	0.050493564	-0.0124241656	0.028140546	0.0973822834	0.069716618	-0.0180112452	0.0287727202	-0.0579966262	0.10958865	-0.0114272562	-0.0216502115	-0.1306355323	-0.0698418066	-0.0117928723	-0.037469553	-0.0727821553	0.1585994199	0.0491474383	0.1538585052	0.1469813818	0.2088133375579559	-0.0277475551838791	0.0007699268186824	0.0436030099420928	-0.0171187983441569	0.0456175536740914	0.0002930532567479	0.0020809612032086	-0.5441078373049351	0.047821335487427	0.2960533386166536	0.002286880127801	0.0072015280355138	-0.0004525936826511	5.186200604629125e-05	2.0484104157568458e-07	-0.0056399732120553	0.0008711629009219	3.180929783270138e-05	7.589247999426609e-07	0.0015643380184694	-0.0002676245798583	7.16229157443316e-08	2.4471534360287687e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.646982137433	-0.9774173386358598	713428.5244338731	0.955344653866007	751.5151552660711	-2.889277324594332	8.347923458414979	564775.028594587	831.2828227626148	-0.8770426507365983	691031.1314201809	0.7692038112110787	820.3670140467235	650.2166462668057	0.813606	16.044895	0.0676042735158821	0.0309082014178026	-0.0711690754	0.0770077995	-0.0185458609	-0.0903316934	0.0644203664	-0.0415337634	0.0778423175	-0.058463514	-0.0749266185	-0.0858689109	0.0653139994	-0.0082420804	0.0119923766	0.0072420741	-0.0452075721	0.0879928603	0.1568837381	-0.1557439321	0.0454989972	0.0194069588	-0.017092135	-0.0906099796	0.041136207	-0.0264703566	-0.0029475785	-0.00495364	-0.0530890009	0.2282090838	0.0751703313	0.046469887	-0.0109444209	-0.0155697232	-0.1129047858	-0.0341770206	0.0312140446	-0.003597944	-0.076857789	-0.0452700368	0.0538701651	0.002608107	0.0401660905	0.0359820879	0.0098444317	0.0017410189	-0.0520004405	-0.0940722068	-0.0480039621	-0.0866952173	-0.009994059	-0.1283798537	0.1294182518	0.0295842459	-0.1241992953	-0.0777613912	0.108061467	0.0423032172	0.152719399	0.1425091225	0.2287767282196569	0.0199633906617009	0.0003985369667116	0.0523387913748907	-0.0253680848271926	-0.0082492864830357	0.0006435397277996	6.805072747919556e-05	-0.5556259812861555	-0.0115181439812204	0.3087202310802032	0.0001326676407721	0.0074175975574747	0.0002160695219609	5.502075352465463e-05	4.6686038320411855e-08	-0.0059230353758188	-0.0002830621637634	3.508234806320095e-05	8.012418855447444e-08	0.0015060006563953	-5.833736207409997e-05	3.4032478137646373e-09	2.2680379770630745e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.8577409588344	-0.7892411785986724	712095.8869761472	0.6229016379958214	745.1026467728889	-6.4125084931822585	41.1202651751346	555177.9542279644	829.818677838878	-1.4641449237368531	688599.0380902636	2.143720357704396	818.8167876286682	652.5385202144754	0.74541	14.70002	0.0218043596170001	0.0130103442128566	-0.0859674784	0.0524814861	-0.0017874183	-0.0803912987	0.0943869451	-0.0387944576	0.0651725668	-0.0069865353	0.0174031569	-0.0570267092	0.1141194215	-0.0904624329	-0.0361161091	0.0124705782	-0.0843348392	0.0460713109	0.1766114195	0.0016991536	0.0617945146	-0.0020041521	-0.0566058431	-0.0682595716	0.0692261041	-0.0652402185	-0.0655493187	-0.0054203818	-0.0798687784	0.1762959333	0.0888427729	-0.0964161378	-0.0576300194	-0.0595436595	-0.114067661	-0.0347747999	0.0137762441	0.0003538018	-0.0941391329	-0.0148183959	0.0564856548	0.015922249	0.0512686465	0.0371582728	-0.0448973104	0.0567856665	-0.0354378583	0.0018717989	-0.1087881307	-0.0259601052	-0.023599258	-0.0740723074	0.1026883668	-0.052684511	-0.1568763546	-0.050985433	0.0182508223	0.0351168084	0.1513561561	0.1372005631	0.2287304223419966	-4.630587766030203e-05	2.144234305890859e-09	0.0523176061047481	-0.0282729560721577	-0.002904871244965	0.0007993600450581	8.43827694982507e-06	-0.5434508063690657	0.0121751749170897	0.2953387789431878	0.0001482348842617	0.0074351898009568	1.7592243482100235e-05	5.528204737625202e-05	3.0948703073349816e-10	-0.0060380222941902	-0.0001149869183713	3.6457713225137885e-05	1.3221991396550973e-08	0.0015069816460875	9.809896921999723e-07	9.623407762025968e-13	2.270993681644591e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.6723291026558	0.8145881438214246	713471.3435517052	0.663553844054434	748.0602837924299	2.957637019541039	8.7476167393596	559594.1881876108	830.4913549669554	0.6726771280774528	689715.8906748496	0.4524945186385299	819.8806479113384	656.742871272975	0.7566659999999998	14.922005	0.1301111041977936	0.0665317525369672	-0.0847486851	0.035169685	0.003042102	-0.0540386487	0.0511705603	-0.0190203142	0.0496105157	0.0019164799	0.136716257	-0.0634290805	0.1070731667	-0.0410606677	-0.0189037439	0.076087347	-0.0045900217	0.065207444	-0.0432432152	0.0846456036	0.0222405904	0.0098030923	0.0354351891	-0.0725741973	0.0935435829	-0.0370188604	-0.0400385469	0.0406463212	-0.0284103866	-0.043020456	0.0479272762	-0.1037975477	-0.0181216359	-0.0110734015	-0.1050732148	-0.006101597	0.0303300288	1.53768e-05	-0.0118501842	0.0223990137	0.001839523	0.0612778777	0.0682907229	-0.0065853361	-0.0750704026	-0.0708990035	-0.0384582466	0.0526992937	-0.0267567185	0.023023792	-0.0750321901	0.0035418863	0.1057298712	-0.0623203978	0.0043966406	-0.1661833023	-0.0686821241	-0.0693291448	0.1497707771	0.1310868562	0.2420784662994179	0.0133480439574213	0.0001781702774892	0.0586019838458784	-0.0765065044776776	-0.0482335484055198	0.0058532452273929	0.0023264751917876	-0.5050505623967183	0.0384002439723474	0.2550760705772414	0.0014745787371358	0.0073115692694251	-0.0001236205315317	5.3459045181601486e-05	1.5282035816180092e-08	-0.0065141190270667	-0.0004760967328765	4.243374669879241e-05	2.2666809905567785e-07	0.0015098497389294	2.868092841900021e-06	8.225956549758139e-12	2.2796462341451776e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844.5438109034257	-0.1285181992301431	713254.2485352812	0.0165169275333587	752.4498182055594	4.389534413129468	19.268012364047863	566180.7289175794	831.1983418106886	0.7069868437331479	690890.6834288383	0.4998303972117585	820.5946036856701	650.1660329465209	0.769642	15.177899	0.1119820083770116	0.0506913228107489	-0.0853075619	0.0608577287	0.0145448245	-0.075022368	0.0532993557	-0.0258243005	-0.0034600352	0.0543945706	-0.0114610459	-0.0808658156	0.0724694285	-0.0236862266	-0.0318893088	0.046234027	0.0368914941	0.0386185653	0.0196838051	0.0764974872	0.0350211142	0.0595624816	-0.0079753714	-0.091216745	0.0786769151	-0.0132838499	-0.0336952965	0.0424472965	0.0242215545	-0.0218128888	0.0626615845	-0.0480005833	0.0554118954	0.0832345774	-0.1105786812	0.008528192	0.067892135	-0.0275188588	-0.0068180954	-0.0180606618	-0.0197649995	0.0670460494	0.0415782974	-0.0243667644	-0.0337771456	-0.004080244	0.0469314619	-0.0211531704	0.0663569845	0.0015881446	-0.0439511291	-0.1262828323	-0.0523987996	-0.0719617465	0.0273389909	-0.0487471705	0.1269697873	-0.0641420554	0.1479655889	0.1242038795	0.2595649837341227	0.0174865174347047	0.0003057782919942	0.0673739807808953	-0.067219115061107	0.0092873894165705	0.0045184094295983	8.625560217502742e-05	-0.5232205002570396	-0.0181699378603212	0.2737596918892268	0.0003301466418479	0.0065793151324068	-0.0007322541370183	4.32873876115171e-05	5.361961211804156e-07	-0.006959702065276	-0.0004455830382092	4.843745283740701e-05	1.9854424393983027e-07	0.0013469236408487	-0.0001629260980807	2.6544913435801915e-08	1.8142032942771176e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.5087519360934	0.9649410326677526	714885.0496005303	0.9311111965259088	755.6383900477969	3.18857184223748	10.166990393109712	570989.3765140264	831.8334526259081	0.6351108152194911	691946.8929075389	0.4033657476087665	820.9563054883978	656.9303524740811	0.747633	14.743871	0.0226595798121228	0.0145552352502783	-0.0985871043	0.0168689611	-0.0032110825	-0.1043809213	0.0600515354	-0.0289837802	0.0094346847	0.0062385537	-0.1312368561	-0.0915166987	0.0793106573	0.059550264	0.0573744023	0.0121068442	0.0230225997	-0.0261780688	0.035833619	-0.1354664007	-0.010427519	0.1316317806	0.0420676176	-0.0994027382	0.0653438284	0.0169093993	0.0446319157	0.0101926913	0.0083709802	0.1272967094	-0.0728762779	0.1029966988	0.0770128148	-0.0315894365	-0.1054594967	0.0232953939	0.0604558112	-0.0167143901	0.0298970435	-0.0155695704	0.0243688662	0.0695266567	0.0284070248	-0.0193208375	-0.0321794077	0.015391521	0.1008675242	-0.0439669162	-0.0435225642	-0.0801419727	-0.0687946785	-0.1170259839	0.0662425272	-0.0817912525	-0.0059111044	0.0607406747	0.0923855969	-0.0205887884	0.1459432408	0.1165920251	0.2589084255559442	-0.0006565581781785	4.310686413330726e-07	0.0670335728238578	-0.0676986297005726	-0.0004795146394655	0.0045831044633352	2.299342894618166e-07	-0.5235126482398584	-0.0002921479828188	0.2740654928671097	8.535044386512115e-08	0.006438442602284	-0.0001408725301227	4.145354314290557e-05	1.984506974319896e-08	-0.0069190736360227	4.062842925329959e-05	4.787357998070439e-05	1.6506692635903699e-09	0.0011037974199916	-0.000243126220857	5.9110359268255344e-08	1.2183687443801126e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
