global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
866.3936555563356	n/a	n/a	750637.9663882703	1002.3686887766296	n/a	n/a	1004742.9882397796	823.1161316974503	n/a	n/a	677520.1662605744	843.9877637363685	696.4002561507288	n/a	n/a	n/a	n/a	-0.0242631735	0.056920026	-0.017271875	0.0744415335	-0.0965134139	-0.1615043608	0.2639010661	-0.3086363966	0.2167603876	-0.2258554014	0.0614810394	-0.0794600593	0.1118871073	-0.0917312351	0.0872505657	-0.0806617376	0.0184173339	-0.0601881976	0.0909315969	-0.0762678705	0.0116552363	-0.0277373419	0.1129539263	-0.029686278	0.1037446458	-0.0975707899	0.2997951127	-0.0986063247	-0.0054773167	0.0535920257	-0.1875779103	0.0189396931	-0.0908307808	0.1209202626	-0.142852129	-0.0896743288	0.0055770996	-0.0671047381	0.1453827108	-0.1364537822	-0.0026863893	0.0282022214	-0.0810598086	0.2124745814	-0.0068710884	0.0752686616	-0.0434059162	0.1384285416	-0.2401856707	0.185974735	-0.1650112	0.0234575361	-0.0408440553	0.0876079424	-0.0942040206	0.1035807467	-0.0157884807	0.0302949971	-0.0472773276	0.0834768063	-0.0519380106	0.1822589429	-0.2443940702	0.1372601415	0.1561451084	0.1560591586	0.0109669983406064	n/a	n/a	0.0001202750526028	-0.0360768320902167	n/a	n/a	0.0013015378136656	-0.1537834329270992	n/a	n/a	0.0236493442428436	0.0012380018526748	n/a	1.5326485872262371e-06	n/a	-0.0008139999508152	n/a	n/a	6.625959199271481e-07	1.003881929582495e-06	n/a	1.0077789285422737e-12	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.0263763049261	-0.3672792514095135	0.1348940485159326	750001.6844558414	989.2888193004457	-13.079869476183944	171.08298551400844	978692.3679928698	823.0791587778795	-0.0369729195708714	0.0013669967815941	677459.3016145017	842.5425030882107	705.6360895231172	1.156709	19.491816	0.0981331776959619	0.0482098211065171	-0.0671473729	0.015140762	0.1045865889	0.0487162175	-0.0535142385	0.0842674281	-0.0452385302	0.0608801795	-0.0066828524	-0.1606354207	-0.0318816751	-0.0367555634	0.0705037633	-0.0934040286	-0.0852487842	0.1359463862	0.0749658498	0.0748798895	0.1059097703	-0.053118779	-0.0720617992	0.1077575331	-0.0305134468	-0.1184896659	0.1160460218	-0.0891377999	0.1296630173	-0.0594718726	-0.0107824069	0.0826575014	0.0780275136	-0.0739266169	0.0470896884	0.0534083689	-0.1562292768	-0.1027873269	0.0424701349	-0.1408454343	0.1248030705	0.0635897216	0.0059963403	0.0303338122	-0.1659713873	0.0612987057	0.0025080549	-0.1586468994	-0.1914755884	0.0525792232	-0.1616421913	0.0912227109	-0.1248290007	0.1505315385	-0.0836889262	-0.1015047047	-0.0253349376	0.2227201835	0.046780321	0.0590883079	-0.084525108	0.0338151993	-0.0802974302	-0.0649635729	-0.0205089477	0.2679586522	0.155915944	0.1551433414	0.0321812450650469	0.0212142467244405	0.0004500442640854	0.0010356325339366	-0.0159053397086381	0.0201714923815785	0.0004068891049	0.0002529798312471	-0.1538132447358862	-2.9811808787000293e-05	8.887439431526681e-10	0.0236585142561816	0.0014538066253036	0.0002158047726287	2.113553703776642e-06	4.6571699889368026e-08	-0.0012436472992536	-0.0004296473484384	1.845968440201479e-07	1.5466586049407734e-06	0.0004899042964855	0.0004889004145559	2.4000621971495265e-07	2.39023615352948e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.7559111006225	-1.2704652043036049	1.6140818353462003	747802.7857834677	988.284772293158	-1.0040470072876817	1.0081103928433497	976706.7911465392	824.0247384184369	0.945579640557412	0.8941208566366844	679016.7695255734	843.9666773984479	708.7693874061881	0.936638	15.783378	0.0726679065958426	0.0415008659757292	-0.0498922936	0.0220961623	0.0573286667	-0.0619638793	-0.0233970712	0.0119976906	-0.0878076217	0.1516943428	-0.0467010074	0.0693308401	0.1023482078	0.0061650574	0.052425207	0.0604639031	-0.0404335431	0.1080037003	0.0888108603	0.259317008	0.0658429121	-0.0896517183	-0.0669490431	0.1008805831	0.080519822	-0.153510858	-0.0830934131	0.093271047	0.0542105017	-0.0261444051	0.0430195928	-0.0506936866	0.0826513201	-0.0759256407	0.1218087193	-0.0171985729	-0.1200281124	0.0832609045	0.0591379111	-0.1516436377	0.0436850581	0.034068138	-0.0127851056	0.0027507112	-0.1752068763	-0.045820065	0.0680773153	-0.0728499734	-0.183146303	0.0593470477	-0.0672068672	0.0827889924	0.041446096	0.0334279565	-0.1389039164	-0.1708112257	-0.0827376461	-0.0046459506	-0.0547506498	0.078157577	0.100296013	-0.1565152423	-0.1068757447	-0.1095852204	0.0275393864	0.0081607234	0.1554579513	0.1533170814	0.022131581934758	-0.0100496631302889	0.0001009957290322	0.0004898069189349	-0.0162501838222226	-0.0003448441135844	1.1891746267387946e-07	0.000264068474256	-0.1330283356274719	0.0207849091084142	0.000432012446645	0.0176965380798153	0.0008866524101479	-0.0005671542151556	7.8615249642108e-07	3.2166390376887786e-07	-0.0012218941070318	2.175319222180012e-05	4.732013718385851e-10	1.4930252087990395e-06	0.0002490418989919	-0.0002408623974936	6.202186745349173e-08	5.801469452636496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.9311989634913	-1.8247121371312005	3.329574383393913	744650.2541445686	986.0070651554328	-2.2777071377252014	5.18794980524433	972209.9325364298	822.9897205743904	-1.0350178440464788	1.071261937494621	677312.0801711131	842.7404370388247	698.410967232345	0.8358459999999999	14.084925	0.0266433876224156	0.0208641722172713	-0.0363273187	0.0373117479	0.0402945221	0.0564598929	-0.0347445489	0.0509842729	-0.1187757134	0.0928688	-0.0843266795	0.0714566148	0.1120581261	-0.0547475394	-0.0164705594	0.0206689587	-0.0679512597	0.0626242243	0.1292217665	0.0140829231	-0.0279908125	-0.0498740789	0.0664955524	0.0212734473	-0.1028965692	-0.0673046718	-0.0140866732	0.0414455783	0.0651460961	-0.034643913	-0.0429761179	0.0021426839	0.0941362025	-0.0107380665	0.0140773175	0.0957694894	-0.0126735163	0.1278111688	0.0178935901	-0.0192069628	0.0191826589	0.034104665	-0.01504875	0.0161330682	-0.1490917111	0.0288978226	0.1023601073	-0.079126537	-0.1915913762	0.0112545725	-0.0670241944	-0.0173617882	-0.0051168826	0.0530446943	-0.0885829165	-0.0207923855	0.0020134041	0.0350395531	-0.038364856	0.1264727945	0.0576210874	-0.0048699349	-0.0245808253	0.0737430232	0.0531215431	0.122797906	0.1547718027	0.1505910958	0.0196178513841402	-0.0025137305506178	6.318841281109269e-06	0.0003848600929302	-0.0161635027747166	8.668104750600078e-05	7.513603996737565e-09	0.0002612588219482	-0.1329208672715651	0.0001074683559068	1.1549447521311382e-08	0.017667956956225	0.0012816016615228	0.0003949492513748	1.6425028188180011e-06	1.5598491116159385e-07	-0.001221896610031	-2.5029992000488027e-09	6.265004995444946e-18	1.4930313256052497e-06	0.0001652834999983	-8.375839899360001e-05	2.7318635371688037e-08	7.0154694019710955e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.9157102600268	-0.0154887034644843	0.0002398999350107	744623.5230135665	989.6415420061692	3.634476850736405	13.209421978538815	979390.3816643484	822.5953411401985	-0.3943794341919329	0.1555351381135491	676663.0952655595	842.3956793979335	699.2019937998289	0.840403	14.161716	0.0760203822417812	0.0609667587278203	-0.0345006837	0.0485616067	-0.0162873601	-0.0471056128	-0.0541358746	0.0002715208	-0.0472168488	0.0573181483	-0.062184192	0.0013988853	0.2148624968	-0.07491078	0.0183799131	0.0110356838	-0.0105400496	0.0724570396	0.1301804303	-0.0461396765	-0.2271418749	0.0716166634	-0.0135228359	0.0279286346	-0.0582252629	0.0467173161	-0.1398801942	-0.0092754347	0.0240907015	-0.0582748682	-0.0272171966	0.0134012424	0.0487902309	-0.0558745668	0.024646764	0.0574991895	0.1316650748	0.1519088247	0.1555114344	-0.0224845124	-0.0399041762	-0.0389293699	-0.0389636057	0.0162262023	-0.122643385	-0.0410638456	0.0924665085	0.0017998849	-0.1048466417	0.0566032177	0.00747319	-0.0732899958	0.1113638138	-0.0314840672	0.0274713905	-0.0358318377	0.0631177622	0.0362539766	-0.0589663704	0.0930338615	0.000837296	-0.1321996597	-0.126008167	0.0544604212	0.0264563626	-0.0180608344	0.1538585052	0.1469813818	0.0220192733087145	0.0024014219245743	5.766827259826134e-06	0.0004848483970438	-0.0161981940713502	-3.469129663359952e-05	1.203486062120393e-09	0.0002623814911731	-0.1331212727378385	-0.0002004054662733	4.0162350912257116e-08	0.0177212732553419	0.0001367981851155	-0.0011448034764073	1.8713743450894612e-08	1.3105749995942392e-06	-0.0012219700609679	-7.345093689997349e-08	5.395040131483885e-15	1.493210829901893e-06	0.0004880838437401	0.0003228003437418	2.382258385201104e-07	1.0420006191982427e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.2725723208762	-0.6431379391506198	0.4136264087749063	743513.9889768607	987.4775882670532	-2.163953739115982	4.682695785034039	975111.987329716	821.6677376128704	-0.927603527328074	0.860448303911485	675137.8710338528	840.5559643311668	702.6583459036691	0.836415	14.094522	0.1463530056941977	0.0731391862115276	-0.0373789627	0.0061391641	-0.0086685722	-0.0364461687	-0.0695878675	0.0507548416	-0.1274146355	-0.0213769855	-0.0604749478	0.0017111346	0.1326001119	-0.1149720258	-0.0302355855	-0.0102726092	-0.0490692062	0.0273230417	0.0714700788	-0.0992697813	-0.0877202397	0.1848994413	-0.1226917535	0.0874241003	-0.065959629	0.0653485853	-0.0323002045	-0.0612903632	0.0442186874	-0.0668293415	-0.0997675099	0.0546681477	0.0965404749	-0.0200375819	-0.0981364578	-0.0397174625	0.1954067603	0.0762137807	0.0594505146	-0.1044274605	-0.0650759827	0.0969876186	-0.0591638021	0.0314936816	-0.0474017724	-0.0638700006	0.0684092467	-0.0391117121	-0.0700161377	-0.0034915184	0.0734864969	-0.1254218974	0.0704423521	-0.1098047591	-0.0249167301	0.0162611695	0.1279591333	0.0624716999	-0.0596683147	0.1415050951	-0.022991148	0.1496673477	-0.0868500589	-0.0231930782	0.105829016	-0.0077463949	0.152719399	0.1425091225	0.0052127893564772	-0.0168064839522373	0.0002824579028368	2.717317287500198e-05	0.0095034513005742	0.0257016453719244	0.0006605745748241	9.031558662238548e-05	-0.0889649750634475	0.044156297674391	0.0019497786243094	0.0079147667880398	-0.000695789630524	-0.0008325878156395	4.841232099447245e-07	6.932024707513541e-07	-0.0008611697534706	0.0003608003074972	1.301768618901462e-07	7.416133442926139e-07	0.000487700392964	-3.834507760999999e-07	2.3785167329724007e-07	1.470344976916922e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.6642717622659	0.3916994413897328	0.1534284523850287	744189.6457751206	987.012128787944	-0.4654594791091995	0.2166525266926073	974192.942374509	823.0573468773406	1.3896092644702094	1.9310139079014363	677423.3962487669	842.0542987630707	709.3754170653108	0.978838	16.494505	0.0295282657343867	0.0186862505490187	-0.0502923045	0.0147307645	-0.0687355703	-0.1671311763	-0.0174692838	-0.0133716509	-0.097892687	0.006666195	-0.0124783053	0.1002712408	0.0771365078	-0.0269480152	0.0115376337	0.0820646311	0.0373249154	-0.0024617527	0.0430299069	0.1149552437	-0.1163948008	0.2209993214	-0.1081003084	0.0747654528	-0.0733904257	-0.059055401	0.0438262327	0.0578609265	-0.1027509406	-0.022772634	0.0017733473	-0.0486319435	0.0164612326	-0.0648046618	0.0514692942	-0.2063048774	0.084232095	0.1662645594	0.0277537063	-0.0964207855	-0.1088060726	0.0369879235	-0.072434849	0.0369397638	-0.0603627483	-0.1361548789	-0.0064126625	0.0653555022	-0.0085111672	-0.0246200145	0.1154653705	0.0325420094	0.2238939791	-0.2003993644	0.0347553104	-0.0539895784	0.1109026466	0.0030975483	-0.0537645815	-0.1201023327	-0.0047765412	0.1794654518	-0.0267361875	0.003371422	0.0518999293	-0.0119758098	0.1513561561	0.1372005631	0.0055679617167356	0.0003551723602584	1.261474054915229e-07	3.100219767903325e-05	0.0251737733729697	0.0156703220723955	0.0002455589938526	0.0006337188658336	-0.0889384548906946	2.652017275289742e-05	7.033195628435226e-10	0.0079100487583441	-0.0008978072483657	-0.0002020176178416	8.060578552179898e-07	4.081111791843513e-08	-0.0007937186221056	6.745113136499999e-05	4.549655122418485e-09	6.299892510772122e-07	0.0004876441195911	-5.6273372900015033e-08	2.3779678737177906e-07	3.1666924975441464e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.089760306349	0.4254885440831231	0.1810405011459757	744923.934345671	986.3814596436622	-0.6306691442817964	0.3977435695491333	972948.3839287616	823.0219485997836	-0.0353982775569647	0.0012530380539999	677365.1278769849	842.6758546931455	704.2281198501587	1.015169	17.106714	0.0806198608508479	0.0486654927957885	-0.0456909367	0.02146329	-0.0909418769	-0.110223257	-0.0269329199	0.02921117	0.025915118	-0.0801142977	-0.0334821306	0.1391346245	-0.133828732	-0.0582217825	0.0379699767	0.0251001924	0.046135457	-0.156660025	0.0100279644	0.1074720072	0.0115787204	0.1002562808	-0.2095180995	-0.0936249136	0.0306559815	0.0907592817	0.133484716	0.0556837828	-0.1009290604	-0.0472997682	-0.0290844984	-0.0255526423	-0.0997480347	0.0815237632	0.027370141	-0.177305808	-0.0478532079	0.0218818139	0.008213509	-0.1465095685	-0.1860360885	-0.1011045991	-0.0443729025	0.0286221463	-0.0221295424	-0.0382040445	0.1042105737	0.143804918	0.0639065012	0.034111164	0.0415409861	0.1092141319	0.1427639369	-0.0971083342	-0.0132343489	-0.0859135836	-0.0020274747	0.0754840304	0.0110172868	-0.1733038044	-0.122826692	0.1112515623	0.0317627984	-0.0433405098	-0.0550817926	-0.0847156549	0.1497707771	0.1310868562	0.0056230334157305	5.5071698994899575e-05	3.0328920301848223e-09	3.161850479442181e-05	-0.0161519688703748	-0.0413257422433444	0.0017078169719633	0.0002608860983895	-0.0892598589973232	-0.0003214041066285	1.033005997577235e-07	0.007967322428222	-0.0006199450244254	0.0002778622239403	3.843318333098098e-07	7.720741549304944e-08	-0.0005970568527813	0.0001966617693243	3.8675851513764185e-08	3.56476885453111e-07	0.0001838152568181	-0.000303828862773	3.378804863910406e-08	9.231197785393445e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.3750804367422	0.2853201303931882	0.0814075768075859	745416.5295191511	990.6675467470144	4.286087103352202	18.370542657522066	981422.188177748	823.7219018034548	0.6999532036711571	0.4899344873295163	678517.7715107005	843.638392356417	700.1426677208442	0.948534	15.983843	0.0496571329193064	0.0285673776545886	-0.0585104044	0.0559916951	-0.0709533864	0.0413273308	-0.0622571235	0.0553629468	0.1824424202	-0.0240211882	-0.0038821106	0.0008597162	-0.1312770485	-0.0054308092	0.040696638	0.0442625916	0.026524982	-0.1005489034	-0.0003472432	0.1619656422	-0.0021621954	-0.0154637765	-0.0169535594	0.0649414186	0.0279077701	-0.1140644374	0.0317155889	-0.0432036072	-0.0938399384	-0.0523313962	0.0048888568	-0.0370186298	-0.0649993608	0.0696415432	0.1459936187	-0.1129911306	-0.074703632	-0.0569847521	0.1089448758	-0.0321034413	0.0146982015	0.0465402347	-0.0787273682	0.032684473	-0.0053741421	-0.0381089071	0.1131729055	0.1646709511	0.1235661521	-0.0555227573	0.0158687461	0.0311815231	0.1196256333	0.0462670964	-0.0817103959	-0.062891171	0.0030095649	0.0077694519	0.1827601141	-0.0677300832	0.0188892751	0.0838772919	-0.0144737851	-0.0057678703	0.0685906229	-0.1147092568	0.1479655889	0.1242038795	0.01725538567878	0.0116323522630495	0.0001353116191716	0.0002977483349234	-0.0161206070844173	3.1361785957497584e-05	9.835616184438926e-10	0.0002598739727701	-0.0888876670903187	0.0003721919070044	1.3852681563964137e-07	0.0079010173607593	-0.0009948329138818	-0.0003748878894564	9.89692526542553e-07	1.4054092966107408e-07	-0.0006707424985945	-7.368564581319999e-05	5.429574398908358e-09	4.4989549942079284e-07	0.0004876662608144	0.0003038510039963	2.3781838193669842e-07	9.232543262955953e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.1988100816784	-2.1762703550638207	4.736152658329608	741663.3904860988	986.5459325849222	-4.121614162092214	16.987703301159108	973272.8770998538	821.209831227634	-2.5120705758207578	6.310498577904434	674385.5869049191	841.2324530702273	699.172997443707	1.040231	17.529032	0.0351963488070839	0.0180100372118215	-0.0564075094	0.0174810063	0.0003120655	0.1877664996	-0.0427331769	0.0723385618	0.1452803358	-0.0391325395	-0.1153322996	0.1069483808	-0.0920186165	-0.169124023	-0.0417594873	-0.0040688064	0.0228153829	-0.2252865333	0.0793814013	0.0724523825	-0.0328961877	-0.0036285715	0.0051318644	-0.0779229222	-0.1354517083	-0.0464833849	0.0139403335	-0.0531042556	-0.024052905	-0.0739612681	-0.1512589817	0.0212081025	-0.1238263363	0.1578346103	0.036348118	-0.0070337064	0.0024650124	0.115257213	0.0300551859	0.0599427949	-0.0449083125	0.1215042293	-0.0661062291	0.0545090246	0.0185516163	0.028009672	0.1664493735	0.1536997356	0.0135601249	-0.1282905514	0.1136427716	-0.0309749674	-0.02751312	0.0067509373	0.0419915963	0.1750087966	0.0473815506	0.0840142839	-0.1083123232	-0.0366319439	0.0440280768	0.1019930678	0.0697374913	0.1089966837	-0.0638322051	-0.0704890663	0.1459432408	0.1165920251	0.0249096780374316	0.0076542923586516	5.85881915117123e-05	0.0006204920599285	-0.0083691509053949	0.0077514561790224	6.008507289530456e-05	7.004268687727228e-05	-0.0952202208271586	-0.0063325537368398	4.0101236829964976e-05	0.0090668904543728	-0.0012633388068255	-0.0002685058929436	1.596024940831278e-06	7.209541454549364e-08	-0.0006708079103936	-6.541179909996721e-08	4.278703461494472e-15	4.49983252646628e-07	0.0004870766349058	-5.896259086000184e-07	2.37243648271158e-07	3.4765871209239733e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
