global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
862.7597605301721	n/a	n/a	744354.4043900799	1010.9118002044283	n/a	n/a	1021942.667792558	823.4838273399074	n/a	n/a	678125.6138903825	846.0956149737539	774.7936334257906	n/a	n/a	n/a	n/a	-0.0578553064	0.0351835384	-0.128320816	0.0617529446	-0.2197101592	0.067442246	-0.0320029704	0.1649050822	-0.277167264	0.1299261432	-0.5369533691	0.1717400248	-0.0230540121	0.144045922	-0.0252608727	0.0308748274	-0.0951013766	0.0622656229	-0.1446598393	0.1838264454	-0.0019816319	0.0951431495	-0.0173555411	0.0021834469	-0.0009633394	0.0494024204	-0.0212416858	0.010786625	-0.0213918727	0.1679654639	-0.0832237033	0.154932276	0.0267007052	-0.1488271681	-0.0595635264	-0.1151511281	0.0240792649	-0.0772487517	0.161515624	-0.1821976033	0.0326426171	-0.0394907049	-0.0939499062	0.0796552687	-0.0097012773	0.1174975577	-0.3082004446	0.1815327798	-0.086520189	0.1134833622	-0.0966266814	0.1319635191	-0.150343674	0.1302561561	-0.0426564865	0.0078218788	-0.2067350785	0.1534080902	-0.0748310856	0.1431151747	-0.1403102835	-0.1452407865	0.1292871004	-0.0751899174	0.0282647643	-0.0225276282	0.1287846627	-0.2416133394	0.1165279095	-0.0004733375	0.0530845408	-0.0378553125	0.1748103213	-0.0181610469	0.1291019951	0.1561451084	0.1560591586	-0.0282277179027516	n/a	n/a	0.0007968040579973	0.0214739548329276	n/a	n/a	0.0004611307361666	-0.0992414278835127	n/a	n/a	0.0098488610083584	0.0015349567455214	n/a	2.356092210621648e-06	n/a	0.0016561230711769	n/a	n/a	2.742743626884408e-06	-0.0011492734727889	n/a	1.3208295152562583e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.2040450716454	-1.55571545852672	2.420250587899002	741672.4072477646	996.437845123684	-14.473955080744304	209.49537567940385	992888.3791947308	823.5609286552854	0.0771013153779449	0.0059446128330093	678252.6032075561	845.2370870641113	767.5973269124283	1.017106	13.982932	0.06025092433361	0.0354080825993766	-0.05660235	-0.0057917396	-0.041210287	0.0268938256	-0.2406283285	0.0474700669	-0.0479240446	0.0579006453	-0.1270574283	-0.0285805254	-0.0492324026	0.2216831529	-0.031565799	-0.0783476002	-0.048423034	-0.0045221867	-0.0814693212	0.0909437016	-0.174325739	0.1974568885	-0.0599746314	0.1778697877	0.0405788436	-0.1983409512	0.0164804488	0.0970038603	-0.0609300496	0.0903908846	0.001860756	0.1085884726	0.0036415624	0.0849741024	0.1177685654	-0.1054816715	-0.0662467853	-0.0688504765	0.0049399915	-0.0883161064	0.0956998184	-0.1934516317	-0.0463893965	-0.115380262	-0.0129180236	0.2014049272	0.007276947	0.0956999669	-0.1046376205	0.0419493124	-0.059718364	0.0654155302	-0.1085275941	0.1251871496	-0.1788152166	0.0496690867	-0.0571729271	0.0163378864	-0.1854805256	0.2171592226	-0.0553492466	0.1356364771	-0.2441258508	-0.0841324294	0.0473608142	-0.0464147024	-0.0357272562	0.0816938998	0.1371364418	-0.1082531489	0.0595616153	0.0529391878	0.0435983368	-0.0348419564	0.1118543253	-0.0273047917	0.0865145642	0.155915944	0.1551433414	-0.0283410988512002	-0.0001133809484486	1.2855239471104236e-08	0.0008032178840935	0.049777364177018	0.0283034093440904	0.0008010829804991	0.0024777859844114	-0.0828288949960267	0.0164125328874859	0.0002693712357828	0.0068606258462628	0.001842454693629	0.0003074979481076	3.394639298075533e-06	9.455498809038434e-08	0.0016559424963971	-1.8057477980015958e-07	3.2607251099876104e-14	2.7421455513738597e-06	-0.0011500269729732	-7.535001843000499e-07	1.3225620385659012e-06	5.677625277402091e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.3961117320808	-1.8079333395645565	3.2686229603090493	738561.6768602192	994.9086473980686	-1.529197725615404	2.3384456840273247	989843.2166674545	823.2655598240598	-0.2953688312255735	0.0872427464595613	677766.1819924226	845.1191312828843	759.6983340708823	1.099543	15.11626	0.0801808782281123	0.0424242170298597	-0.0481299208	0.0350593056	0.1332141568	-0.0049016131	-0.0496508541	0.0327591702	-0.0284627437	0.0629289885	-0.0556986202	-0.0805316274	0.0517086683	0.1336844357	0.0724449309	-0.0338734598	-0.0534247874	-0.0636154992	0.0589507407	0.1713386642	0.0061036751	0.0007692624	-0.0460315086	0.1530560467	0.053490585	-0.1228113593	0.0126926038	-0.0127009484	-0.0770851246	0.1245115537	0.1542810403	-0.0878173932	-0.01848794	0.0731570806	-0.0333490123	-0.2065809342	-0.0622143812	-0.1117790749	-0.0629174796	0.013111002	-0.0860096897	-0.0961956464	-0.0509768832	-0.1270469673	0.0392638907	0.0363347686	0.0716867552	0.0572751379	0.0735091862	0.0279122219	-0.0839400508	-0.0264458777	-0.1236683344	0.0752976414	-0.0848511121	-0.077715338	-0.0884235977	-0.0272793809	-0.0312348074	0.2060339813	0.0698273268	0.0620782792	-0.1644829364	-0.1045730782	-0.0183115044	0.0352883898	-0.1734805854	0.0737933022	0.0782583296	-0.0357381453	0.1236179141	-0.0468987359	-0.0529993568	-0.0262884357	-0.0336166945	-0.0089093724	-0.0114501279	0.1554579513	0.1533170814	-0.0187833843192493	0.0095577145319508	9.13499070742654e-05	0.0003528155264846	0.0333681988718694	-0.0164091653051486	0.0002692607060116	0.0011134366959526	-0.0552966587865739	0.0275322362094528	0.0007580240306931	0.0030577204729587	0.001728712064669	-0.0001137426289599	2.988445402532157e-06	1.2937385642732226e-08	0.0012370065339661	-0.0004189359624309	1.7550734061798822e-07	1.530185165074824e-06	-0.001149070320733	9.566522402000913e-07	1.3203626019894394e-06	9.151835086798529e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.3208795637634	-2.075232168317484	4.306588552419687	734999.0905359848	996.761503162302	1.852855764233368	3.4330744830528186	993533.4941863718	823.8749274534642	0.6093676294044599	0.3713289077660111	678769.896086451	845.6181179507748	753.4627322568939	1.091824	15.01014	0.1092750583539499	0.0577838978722307	0.0117510614	0.133571069	0.0923036957	-0.028652235	0.1711821126	0.0109071005	-0.0131309566	0.1668074544	0.0963463622	-0.0486629515	0.1118016134	0.0097176234	-0.016647629	0.1973306867	0.0017814507	0.0005655478	-0.0292312772	0.0740628285	0.1135399532	-0.1658417368	-0.0995576577	0.0436003788	0.0709764366	-0.0878510894	-0.1456684381	0.128233692	0.0201798182	0.1535862085	-0.1171606626	-0.1941035703	0.0377729106	-0.0205170948	-0.0156165031	-0.0315135093	0.0074286159	-0.1150318258	0.0474434986	0.0198287163	-0.1436248606	0.129915566	-0.0449859745	-0.0504733978	-0.0516611289	0.035706053	0.0389896678	-0.0867172195	0.0337148891	0.1251368123	0.0827587196	-0.0634060255	-0.2248049838	0.0217048576	-0.0013025312	-0.0997990532	-0.0503491407	-0.0866234771	0.1490064279	0.1125254443	0.0231246514	0.0853982488	-0.0096848403	-0.0162543383	0.0122093655	0.0253895792	-0.096407085	0.1517319917	0.0394134399	-0.0021078403	-0.0336030254	-0.0892291647	0.0076112954	0.0800786373	-0.0423576739	-0.0435192159	0.0352068667	0.1547718027	0.1505910958	-0.0176318091473604	0.0011515751718889	1.3261253765109517e-06	0.0003108806938089	0.0499883619286123	0.0166201630567429	0.0002762298200327	0.0024988363283059	-0.0288122189533908	0.0264844398331831	0.0007014255532774	0.0008301439610181	0.0015331923945469	-0.0001955196701221	2.350678918696457e-06	3.822794140465483e-08	0.0004568678121987	-0.0007801387217674	6.086164252008727e-07	2.0872819782322665e-07	-0.0008243511067798	0.0003247192139531	6.795547472490812e-07	1.05442567910384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.0982735867707	-0.2226059769926678	0.0495534209928601	734617.4505854228	996.6441574424122	-0.1173457198898404	0.0137700179764648	993299.5765640956	823.2862523155264	-0.5886751379377984	0.3465384180260859	677800.2532517447	845.0011603626389	748.4742972433663	1.050281	14.439011	0.0824735663168803	0.0435275918155881	0.0774825982	0.0649270657	-0.03196835	0.0265588797	0.2050726015	0.0295827004	-0.0170240906	0.059055349	0.0792701726	-0.0601541639	0.1005120534	-0.1353626698	0.002154445	0.156643475	0.0122498373	-0.0019053097	-0.0031841802	-0.0016557139	0.0502690264	-0.1492004646	0.1132709874	-0.0019106886	-0.0009833198	0.0192953704	-0.0220259912	-0.0546177622	0.0546072211	-0.0439872081	-0.0442525001	-0.0650595044	-0.0354788378	-0.1757501562	0.2771482696	0.0903945575	0.0256595861	-0.032370076	0.009252925	0.0196483106	-0.0479396355	0.1464481781	0.062234892	0.0028073743	-0.0061953832	-0.030504968	-0.0023121651	-0.2497327189	-0.0289514349	0.0654753176	0.0724437734	-0.050026511	0.1521043009	0.0080508785	0.0186037281	-0.0913131076	-0.0312840877	-0.0726868336	0.1075671276	0.0358195914	-0.1103907148	0.0867201543	0.0688010504	0.0298335141	0.1542554322	0.0098876027	-0.0936629113	0.123554388	-0.000113277	0.0564451085	-0.1428606493	-0.0990973563	0.0866316471	0.0212738938	-0.0235401599	-0.0370323291	0.0196140082	0.1538585052	0.1469813818	-0.0083013526049313	0.0093304565424291	8.7057419290158e-05	6.891245507139966e-05	0.0124764119841955	-0.0375119499444168	0.0014071463886324	0.0001556608559993	-0.0476095522638502	-0.0187973333104593	0.0003533397395845	0.0022666694667642	0.0015330865010012	-1.0589354569991509e-07	2.3503542195521025e-06	1.1213443020900002e-14	0.0002429621795083	-0.0002139056326904	4.5755619696680335e-08	5.90306206714234e-08	-0.0007016861026244	0.0001226650041554	4.9236338661622e-07	1.5046703244444322e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.8415384148849	0.7432648281142065	0.5524426047116409	735892.1050300164	997.6311137972984	0.9869563548862744	0.9740828464504014	995267.8392164382	823.4576093034473	0.1713569879208307	0.0293632173092997	678082.4343197488	844.7250680968376	747.9351678300249	0.871345	11.979047	0.0688108123685897	0.0389511919899827	0.0493602394	0.0801191984	-0.0435312957	0.0422791233	0.138394454	0.0674186858	0.0596086204	0.0165291351	0.0577748169	-0.0012789565	0.0690393428	-0.1797273423	0.0778583674	0.0060631323	0.0197053613	0.0420461941	-0.0583484135	-0.0160056994	0.0109458983	-0.1338487413	0.1076986524	0.0418219721	0.0338507548	-0.056922369	-0.1305791745	-0.0353017618	-0.21516284	0.0691334313	-0.0774448561	-0.0462846039	-0.0522372906	-0.1221126051	-0.016055184	-0.1572070441	0.0430118238	-0.0147131628	0.0596838265	0.0256034286	0.0156169837	0.1707562439	0.0899469152	-0.0460091364	-0.0312060259	0.0305161923	0.0636095073	-0.0275437907	0.0352885648	0.1363179088	0.0475836966	-0.0996121206	0.1736299528	-0.0209894573	0.0067528862	-0.0487370749	-0.0123136048	-0.113496613	0.0601430838	0.0325017257	-0.1014590217	0.0854461743	0.0247734398	-0.0069511668	0.0687073982	-0.0072964666	-0.167828595	0.1063278789	-0.0444980169	0.0315611472	-0.0562344968	-0.048283225	-0.1317944599	-0.0423857507	0.0537983934	0.0155229053	-0.130112165	0.152719399	0.1425091225	-0.0174265008403722	-0.0091251482354409	8.326833031877018e-05	0.0003036829315394	0.0403869570107104	0.0279105450265149	0.0007789985236771	0.0016311062965849	-0.0475855015545363	2.4050709313896967e-05	5.784366185015702e-10	0.0022643799581967	0.0010460998300306	-0.0004869866709706	1.0943248543900502e-06	2.371560177030275e-07	0.0002430557621266	9.358261829998657e-08	8.757706447880978e-15	5.907610350294237e-08	-0.0008496272169819	-0.0001479411143575	7.218664078364086e-07	2.188657331733892e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.2318203795621	-0.6097180353227714	0.3717560825978602	734846.3938712579	996.2653658625394	-1.3657479347590424	1.8652674212985896	992544.6792172196	822.7220001013663	-0.7356092020809228	0.541120898186132	676871.4894507927	844.3719699925493	752.6722014903257	1.03985	14.295611	0.0303634126395562	0.0147767290309896	0.0827852687	0.0523607952	-0.092322812	-0.0898607561	0.0846375207	-0.0696408473	-0.0207913502	0.0212795892	0.1442842309	0.233203042	0.0203546541	-0.064158838	-0.0547610276	-0.1081081285	-0.0598615533	0.0899462911	0.0304640004	-0.054410685	-0.1035546992	-0.1419590726	0.1323774019	0.0512709515	-0.0215403173	0.0762858732	-0.0070726253	0.0023595873	-0.0683544589	-0.0535670533	0.0019083106	0.0099562053	-0.01007862	-0.0911042965	0.1487992025	-0.0323924079	-0.0444881854	0.0501820515	0.0971319465	0.1349352165	0.0976747701	0.1109110979	0.0233595871	-0.1052042277	0.028278096	0.050626851	-0.0306651873	0.0546861819	-0.0336752985	-0.0035589359	0.0580693177	-0.1245508839	0.0678154266	0.0162934333	0.0304865193	-0.0560269811	0.0587478523	-0.0282999439	0.0752192795	-0.0601113568	-0.092852464	0.1478673154	0.0465342337	-0.0771150448	0.0288657394	0.0815137501	-0.0528465798	-0.0364672521	0.0174633779	0.027359567	0.0230039661	-0.0230751269	-0.113421576	-0.0173467647	-0.0381745765	0.0354263835	-0.0926447551	0.1513561561	0.1372005631	-0.00836352473776	0.0090629761026122	8.213753583651982e-05	6.994854603912346e-05	0.0310614046112931	-0.0093255523994172	8.696592755427773e-05	0.0009648108564264	-0.0449371854863045	0.0026483160682318	7.01357799725474e-06	0.0020193506394305	0.0011200577583502	7.395792831959994e-05	1.254529382040475e-06	5.469775161327083e-09	0.0001410302436664	-0.0001020255184602	1.0409206417072613e-08	1.9889529628604157e-08	-0.0008390793023758	1.0547914606100022e-05	7.040540756754592e-07	1.1125850253757818e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.5164306367975	-0.7153897427646143	0.511782484052821	733620.3959507999	991.7698019789012	-4.4955638836381695	20.2100946318719	983607.340117269	822.650632695233	-0.0713674061333904	0.0050933066582082	676754.0634738671	843.8275444713455	754.4432298712325	1.129065	15.522119	0.0745140364412931	0.0364223627564131	0.1243761408	0.0068080521	-0.1270521742	0.1050298885	-0.0738562593	-0.0427204535	-0.1392917827	-0.0937792374	0.0323175485	0.058842009	0.0434670899	-0.0011719088	0.0954618789	0.0399004275	-0.072719764	-0.0569920807	-0.0197146459	0.1166093203	-0.1505487181	0.0883715661	0.1345368104	0.0282122579	0.1764020501	-0.0090972866	-0.077326036	0.1084481612	-0.1104801729	-0.1653076335	-0.1114429185	-0.0744257116	0.0151755686	-0.0380426592	0.1216920552	-0.0244169889	-0.0874842127	-0.0425370384	-0.0889356063	0.0302577823	0.1317768499	-0.0504181728	0.1691322121	-0.0414486715	0.0761746592	0.1787864059	-0.1033517609	-0.1349535412	0.0334575459	0.0544654457	0.0403384274	-0.0080767945	0.0380737833	0.0404059955	0.0442768645	-0.0659566275	0.0388485271	-0.0517697651	-0.0379074034	-0.0060933891	-0.184385626	0.1238722613	0.0841043206	0.0343469203	-0.1680943283	0.0331353283	-0.0183011746	0.0255787946	0.1094548561	0.1617818999	-0.0758334267	0.0484406928	0.058291762	-0.00383185	-0.1036778327	-0.049156504	-0.0679488065	0.1497707771	0.1310868562	-0.0084018056830927	-3.828094533270092e-05	1.4654307755652363e-09	7.05903387364488e-05	0.0395570190489849	0.0084956144376917	7.217546467391732e-05	0.0015647577560417	-0.0281057955515109	0.0168313899347936	0.000283295687137	0.0007899357435833	0.0016250582399094	0.0005050004815592	2.640814283097437e-06	2.55025486375024e-07	0.0002436237072276	0.0001025934635612	1.0525418765483273e-08	5.935251072331936e-08	-0.0004636982250267	0.0003753810773491	2.150160438929121e-07	1.4091095323177106e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.3906042589136	0.8741736221161318	0.7641795216036377	735118.6482714651	990.1949426872025	-1.5748592916987718	2.4801817886499573	980486.024523312	823.09668333139	0.4460506361569969	0.1989611700160616	677488.1501111344	843.5208210608274	737.3469885493932	1.202731	16.534859	0.0713101563601583	0.0395712747740821	0.1155271891	-0.1462924669	0.0619619864	0.0879833871	-0.0626889711	0.2134199022	-0.1241842081	-0.1179982814	-0.1829113882	-0.1040300646	0.1277449898	-0.1112015658	0.0382860387	-0.0440407173	-0.0213297724	-0.2300050852	-0.0544184627	0.0276415208	-0.0887688949	0.0360503959	-0.1007906817	-0.1021520476	-0.0735067834	-0.0633254865	-0.1258164832	-0.0800420109	0.0754376946	-0.2464862051	0.0144453924	0.0803731571	0.1116791833	-0.0213332774	0.010997432	-0.0220979994	-0.071528717	0.0061328146	-0.1876467665	-0.1986284335	0.0960935615	0.0016507716	-0.0219581571	0.0521862746	-0.0948478326	0.0110131662	0.026856393	-0.1147740604	0.147780129	0.0676698373	-0.0829533596	0.0001437525	0.1629358064	0.1219319058	0.0073011787	0.0081955713	0.0035421334	0.1095689404	-0.1244205524	0.0339157744	-0.1128812028	-0.1153781924	0.0738287099	0.1811344922	-0.0482555745	0.1229311951	-0.0805712473	0.0186713085	0.137945425	0.1683196277	-0.0665494685	0.0875137522	-0.0199525751	-0.241591757	-0.1297055956	0.0359409529	-0.2173287063	0.1479655889	0.1242038795	-0.0082540888397204	0.0001477168433722	2.1820265815876592e-08	6.812998257399687e-05	0.0152775320035658	-0.024279487045419	0.0005894934911886	0.0002334029841199	-0.0447525633724978	-0.0166467678209869	0.0002771148788858	0.0020027919284094	0.0016114244306704	-1.363380923900012e-05	2.5966886957614227e-06	1.8588075436544503e-10	-0.0003039090817662	-0.0005475327889938	2.997921550233291e-07	9.236072997997483e-08	-0.0005072553198015	-4.3557094774800045e-05	2.573079594669221e-07	1.897220505220913e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.8485063311988	3.457902072285151	11.957086741513942	741060.150852656	994.6350238456234	4.4400811584209805	19.714320693365	989298.830660384	824.1467497992547	1.0500664678647809	1.1026395869340169	679217.8652046754	844.6797842986916	757.4984299122426	1.379215	18.961123	0.1301956391074463	0.0928091584881933	0.0044431721	-0.2083811569	-0.0887991788	-0.10951394	0.0335736706	-0.002133561	0.0086626948	-0.1230979018	0.0158106427	0.0778508276	-0.0175593254	-0.0211059407	-0.1548953975	-0.208166319	-0.00855377	0.0312385268	0.0852426359	-0.2289914963	-0.1135399793	0.0087148288	-0.0993208393	0.0506935742	-0.1504556833	0.0056799093	0.0013728822	0.0624135536	-0.0958731503	-0.1001874277	0.1063529278	0.1068546731	-0.1482647371	-0.034368178	-0.0504488576	0.1227388687	0.0027629356	0.2133568905	0.0022379709	0.0162431235	0.0660954293	-0.0151983235	-0.1518256174	-0.0551254322	-0.1024697438	-0.0868745906	0.1015105474	0.095842429	0.0055503881	-0.0521824302	0.0236099761	0.0999124807	0.2357871537	-0.0435201262	-0.0130979067	-0.0085424388	0.1397876788	0.141275329	0.067875514	-0.0967256732	-0.0074950385	-0.0940719719	-0.0172896073	-0.0323881923	0.119163844	0.1589355174	-0.0340878431	-0.1893650194	-0.0101360699	0.1499035235	-0.0347984087	0.185921053	-0.1126799295	0.0510370759	-0.0244449489	0.0085971729	-0.2612700589	0.1459432408	0.1165920251	-0.0084460945018207	-0.0001920056621003	3.6866174278574674e-08	7.133651233368587e-05	0.0548331031885851	0.0395555711850193	0.0015646432117731	0.00300666920529	-0.0448909770959886	-0.0001384137234907	1.9158358850587352e-08	0.0020151998246325	-2.610225859261825e-05	-0.001637526689263	6.813279036359132e-10	2.6814936580487016e-06	-0.0003029911465604	9.179352057999724e-07	8.426050420470378e-13	9.18036348939858e-08	-0.0006750036660694	-0.0001677483462679	4.556299492071301e-07	2.813950767561528e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
