global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
864.3436612552232	n/a	n/a	747089.964752084	1017.607318690005	n/a	n/a	1035524.6550514612	819.8958913464129	n/a	n/a	672229.2726467289	842.4010891958384	757.7477318926257	n/a	n/a	n/a	n/a	-0.1836304679	0.1338267014	-0.0337502029	0.2164348052	-0.0264314089	-0.0079025203	0.0743042183	-0.0278841842	0.4805445061	-0.2460166733	0.1420917256	-0.4122799864	-0.0084633064	0.1570864759	-0.2893118585	0.0055270559	-0.2405452073	0.0514899031	-0.012196242	0.2368478208	-0.0371470288	0.0580348367	-0.1436822978	0.1673716598	-0.0390027822	0.3700662754	-0.2426133583	0.1227192598	-0.0342032549	0.0108949048	-0.0360260879	0.0291003667	0.0382463938	-0.0817435694	-0.0011600023	0.3078968783	-0.0107878551	0.2099989265	-0.0644272012	0.0169405911	-0.237633404	-0.1221325455	0.2785514382	-0.1390088624	0.0749523593	-0.4113932583	0.3776465367	-0.0446890525	0.2456568825	-0.1116023753	-0.0880292113	0.2847500404	-0.0130379281	0.2063495334	-0.0990924948	0.1805534253	-0.0246224717	0.0743447515	-0.3697578865	0.0147914075	-0.1374743054	0.1262168604	-0.2949923474	0.2458583407	-0.1176085425	0.178795261	-0.0164629758	0.0517920736	-0.1581101656	0.0051989117	-0.1213985049	0.0356194327	-0.0864615638	-0.1367860029	0.1561451084	0.1560591586	-0.0369639195602076	n/a	n/a	0.0013663313492534	-0.0617280766229129	n/a	n/a	0.0038103554435642	-0.0701718836933622	n/a	n/a	0.0049240932610747	-0.0004883732298766	n/a	2.385084116601024e-07	n/a	0.0025407218246142	n/a	n/a	6.45526739007091e-06	-0.0008878818065117	n/a	7.883341023344798e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.4383443893518	0.0946831341285587	0.0089648958884066	747253.6512506035	1004.7623518186834	-12.844966871321503	164.99317392534692	1009547.3836322118	822.9871933023873	3.091301955974359	9.556147783010896	677307.9203397409	842.9402731557993	759.7939399155007	1.604991	19.279196	0.1546686191338617	0.1264204152465064	-0.2707955131	0.1140420726	0.1304204267	0.0213988463	-0.0889377687	0.1580228481	0.1823179547	0.0424471061	0.0981081301	0.0262921891	0.1453695717	0.0114224765	0.2430574298	0.0102290376	-0.1622819455	0.0938212886	-0.2444086089	0.0092270721	-0.0955991658	0.2332681571	-0.044661352	-0.0745830249	0.1704650314	-0.1142451497	0.2989725624	0.107181961	-0.0295411504	-0.0570178044	0.0109975177	0.1271959719	-0.0974176279	-0.0825341413	-0.0770814963	0.2014823666	-0.0693838678	0.2047828386	-0.033136089	0.178544438	-0.1375242677	0.1087300142	-0.1778358792	-0.0656876641	-0.0516509432	0.1942076903	-0.0360734308	-0.0148463975	0.020113326	0.2056535973	-0.1964516594	0.0003184301	-0.2049917101	0.3802270924	-0.0652837223	0.0022197256	0.1543560302	-0.004646207	-0.1988187254	-0.1825825009	-0.0155104353	0.0393406118	-0.0881647221	0.0319374859	-0.0449081427	-0.047859831	-0.0213083696	-0.0001040128	0.1050461044	-0.1097006674	-0.0774049447	-0.0470565077	0.0134245778	-0.0989291363	-0.0467147615	-0.161960087	0.155915944	0.1551433414	-0.0372010762571619	-0.0002371566969543	5.624329891027468e-08	0.0013839200746911	0.0629145893866365	0.1246426660095494	0.015535794189968	0.003958245557689	-0.0536839359626242	0.016487947730738	0.0002718524203715	0.0028819649804391	-0.0004514744914242	3.689873845240003e-05	2.0382921640674007e-07	1.3615168993786243e-09	0.0023117016174372	-0.0002290202071769	5.2450255295395946e-08	5.343964368061767e-06	-0.0008879798348147	-9.802830300005128e-08	7.885081870375419e-07	9.60954818906986e-15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.9093697154456	-2.528974673906191	6.395712901258926	742887.7616032766	1005.3348012334028	0.5724494147193582	0.3276983324125357	1010698.0625710055	824.1200450624016	1.1328517600143186	1.2833531101675395	679173.8486736548	844.7707229144756	750.4269031635051	1.535648	18.446239	0.1265723407534291	0.105279941517061	-0.2032559173	-0.0043617798	-0.0110308183	-0.1299997094	-0.1879796494	0.2026816566	-0.0504709743	0.1447825243	-0.0886357469	0.0358459847	-0.1100375216	-0.0837970137	0.1726573266	-0.0641643478	0.0114231901	-0.0712610855	0.1699018868	0.2906447649	0.0596263907	0.1865541982	0.0156194562	-0.0719172242	0.0729739354	0.1698199468	-0.0155401714	-0.0614258589	0.0695615484	-0.0848677752	0.0277170428	-0.0176623276	0.1349794243	-0.1739779159	0.086071269	0.1760327253	0.0146042931	0.00161771	0.0406769536	-0.171793497	-0.0673711024	-0.21267308	-0.1031697147	0.0060011772	0.0656787614	0.1452619477	-0.2264109606	-0.0029117984	0.1312443429	0.0249114866	-0.065398116	0.0605412908	-0.0862923278	0.3128109276	0.0259436495	0.0263219359	-0.1480509182	0.0107831724	-0.0285817347	0.0335599055	0.163817387	0.1265907025	0.0749226319	-0.0866834361	-0.0803407323	-0.2362851647	0.1300308208	-0.0021031411	0.1171073471	-0.0516221104	0.008750225	-0.2871527071	-0.0052143963	0.0536743408	-0.2137886227	0.0195068678	0.1554579513	0.1533170814	-0.030045432595557	0.0071556436616049	5.1203236211866416e-05	0.0009027280198541	-0.0407386054697269	-0.1036531948563634	0.0107439848039312	0.001659633975618	-0.053772282457345	-8.834649472080208e-05	7.805103129452711e-09	0.0028914583606724	-0.0007639761923304	-0.0003125017009061	5.836596224476563e-07	9.765731306926807e-08	0.0023118412919691	1.3967453190008236e-07	1.9508974861507124e-14	5.344610159253358e-06	-0.000887118095438	8.617393767000603e-07	7.869785152535444e-07	7.425947533554085e-13	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.9696902272482	-0.9396794881973848	0.8829975405388988	741268.8074900036	1005.7566626852404	0.4218614518375716	0.1779670845465037	1011546.4645357524	822.5144978733215	-1.6055471890800843	2.577781776362961	676530.0992118021	843.5636088209886	748.6191084883221	1.195976	14.366092	0.107354854453869	0.0524267057692472	-0.1551836154	-0.0286687746	0.0632537171	-0.1616758282	-0.1584005829	0.2000559296	0.0019989723	0.1396744423	-0.2064739811	-0.0182716967	-0.0156313309	-0.0398279752	0.0663105231	-0.0969086078	-0.1245935245	0.1772399197	0.1734647469	0.2195552972	7.40292e-05	0.2079327442	0.0032939302	-0.1514079407	-0.0711543475	-0.0864692639	0.1082657295	-0.1222964667	0.1151134127	-0.0142873203	-0.1132589041	0.0839870727	0.0118963806	-0.0615914928	0.0716527368	0.1349920853	-0.0502775264	-0.0231524795	0.2124279361	-0.075679506	-0.1247179362	-0.1654915335	-0.2329918005	0.0281193964	-0.0431679378	0.0250259711	-0.2612091504	0.0136386798	-0.1084575085	-0.0309025354	-0.1235854265	0.0509708886	-0.0410237737	0.2610623927	-0.0149762562	-0.0394653461	-0.1745659253	0.0017630726	0.1251802985	0.1307477365	0.0812688232	0.098415948	0.107584533	-0.0332610723	0.0212835076	-0.1027670714	0.0767690381	-0.1296421473	0.3021271782	-0.0604596478	0.0798820779	0.0049668318	0.1313987762	-0.0461571567	0.1944403773	0.2080572939	0.1547718027	0.1505910958	-0.0370641253608852	-0.0070186927653282	4.9262048134070416e-05	0.0013737493887674	-0.0784079081784199	-0.037669302708693	0.0014189763665591	0.0061478000649155	-0.0311855996483672	0.0225866828089777	0.0005101582403133	0.0009725416254282	-0.0010031261563615	-0.000239149964031	1.0062620855765963e-06	5.719270529607641e-08	0.0023116646821146	-1.766098544999685e-07	3.119104070650004e-14	5.343793602535996e-06	-0.0003248411459062	0.0005622769495318	1.0552177007365312e-07	3.161553679747864e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.0679490880327	-1.90174113921546	3.616619360584516	737997.7411503188	1002.1436142173048	-3.613048467935528	13.054119231651264	1004291.8235165224	822.3386053191572	-0.1758925541643066	0.0309381906104435	676240.7817982566	843.3604097102238	747.6720354871351	1.382494	16.606548	0.1342688081241168	0.0748830791521574	-0.0761191734	-0.1454152121	-0.1563084638	-0.1831194418	-0.0679610441	0.1246397963	-0.09574179	0.1976807748	-0.16278926	-0.0517652923	-0.0993121447	-0.0142935676	0.0173738425	0.1089914103	0.0513837432	0.1247588784	0.1638045121	0.1582176912	-0.07859711	0.0170472401	0.0160012841	-0.1639442931	0.018018613	0.0218202787	0.1143497441	-0.1265404502	0.0785422644	0.0869735449	0.1957381456	-0.1062120998	-0.1563652914	0.1104137406	-0.0509472957	0.0621828804	0.1256486254	-0.0074886826	0.1518258022	-0.1412131163	-0.1190756711	-0.0533118784	-0.0262353408	0.0275229552	-0.0764976444	0.2394379014	-0.0860784004	-0.1260154861	-0.1932511508	-0.1493017497	0.0075864944	-0.1175500487	0.0436547406	0.1878410672	0.0822721986	-0.097921202	-0.125192692	-0.1272760917	0.0365166644	-0.1724074248	0.1173301585	-0.1574610522	0.0425388376	0.0328346414	0.0835354985	0.0431433716	0.0426984448	0.0041459719	0.0005263091	-0.0445132735	-0.0917348818	0.2167757034	-0.0254526406	0.0475751315	0.0591399862	0.02636539	0.1538585052	0.1469813818	-0.0194498565714553	0.0176142687894299	0.0003102624649862	0.0003782969206501	-0.0138433498172219	0.064564558361198	0.0041685821963765	0.0001916383341619	-0.0088631291122283	0.0223224705361389	0.0004982926908367	7.855505766002882e-05	-0.000816190304837	0.0001869358515244	6.66166613709915e-07	3.4945012585189894e-08	0.0019041329641495	-0.0004075317179651	1.6608210114758598e-07	3.625722345160761e-06	-0.0003257237851636	-8.82639257399954e-07	1.0609598422130305e-07	7.790520587035423e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.2502661713316	-2.8176829167010737	7.93933701906907	733164.5183184763	1002.0456864566546	-0.0979277606502364	0.0095898463059699	1004095.557746388	821.5801879720916	-0.7584173470655742	0.5751968723299836	674994.0052682573	841.9575161038912	744.5873988111686	1.3331	16.013229	0.0579461982373096	0.0394025269251569	0.0638888003	-0.2087357042	-0.2578435035	-0.1316644884	0.078585875	-0.0267795288	-0.1952201867	0.1147783269	-0.094999748	-0.122100612	-0.0815596416	0.144410026	-0.0817577422	0.204390597	0.128020121	0.0376713152	0.0502079154	0.0634331585	-0.0803131318	0.1115099431	-0.0627682435	0.102145449	-0.0594807308	0.0131660848	0.0059321599	0.0384426399	0.2303462009	0.1539212824	0.1477257381	-0.2482527716	-0.0241904738	0.1297125906	0.0386646829	-0.0668725398	0.2218801925	-0.0269683989	0.0972738972	-0.1140113842	0.0682710564	-0.0225226193	-0.0640207083	-0.0285472142	-0.0452641321	0.2415775973	0.2327939759	-0.1630653944	-0.0931409638	-0.1061270426	0.0020981926	-0.1065836408	0.1942947441	0.1313177897	0.2036551456	-0.1044111109	-0.1232007676	-0.025821216	-0.0676690135	0.0048584575	0.0853990469	-0.1656032624	-0.1481380278	0.0306807804	-0.0303908698	0.1003880651	-0.0423051299	-0.1745227741	-0.1781884655	0.0701026658	-0.0101678696	-0.0621920527	-0.0988539568	0.2082086034	0.1679311861	0.1582968309	0.152719399	0.1425091225	-0.01936374819077	8.610838068530066e-05	7.414653224244659e-09	0.0003749547439955	-0.030942112495893	-0.0170987626786711	0.0002923676851415	0.0009574143257084	-0.0089220854723066	-5.895636007829941e-05	3.475852393682096e-09	7.960360917514448e-05	-0.0001351671969365	0.0006810231079005	1.827017112767057e-08	4.63792473494456e-07	0.0020360187042427	0.0001318857400931	1.7393848439931054e-08	4.145372164026123e-06	-0.0003268623535274	-1.1385683638000092e-06	1.06838998153471e-07	1.2963379190462301e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.3187280358453	-1.9315381354863348	3.7308395688380265	729860.4890727847	997.8850777801376	-4.160608676516972	17.31066455910831	995774.6284562714	821.0379180503461	-0.5422699217455147	0.2940566680298866	674103.2628764468	841.7527797288161	731.8143988974225	1.343094	16.133274	0.103437832396432	0.0634319640648978	0.1773862798	-0.1363664225	-0.200801698	0.0519824558	0.0418517357	-0.1688778915	-0.2214882298	0.1075505209	-0.1112035888	0.0149336545	0.0227724336	0.0958292048	-0.1613487188	0.1831024646	0.0844629087	-0.0061078931	0.0260383684	0.0637011112	-0.0340499866	0.1972667475	0.0237707918	0.1148783884	0.0697114295	0.0340217865	-0.1730813024	-0.0139917047	0.0935209647	-0.167710738	0.0699846566	-0.1170166329	0.0994534492	-0.0018535912	-0.0916310454	-0.1798364221	0.190768931	0.0113538118	0.0502778795	-0.0336096647	0.0683619982	-0.0006497964	-0.1508494342	-0.0504313418	-0.0367500936	0.0782064502	0.1078309803	0.035959512	0.0165462071	0.0407730506	-0.0725091216	0.0302573743	0.2860663731	0.0897045362	0.1998709708	-0.0503949654	-0.0611417435	0.0411396356	-0.031172315	0.1144859874	-0.0010601939	0.0444917883	-0.0692943095	0.0039854083	0.194031664	-0.022217567	0.0713262451	0.1236164718	-0.0943325569	0.0727860752	0.0236305024	0.1188077035	0.0015527548	0.037546926	-0.0435960052	0.1670269259	0.1513561561	0.1372005631	-0.019236124477743	0.0001276237130269	1.628781212679776e-08	0.0003700284849232	-0.0664566313089665	-0.0355145188130734	0.0012612810465241	0.0044164838449359	0.01651378027816	0.0254358657504666	0.0006469832664757	0.0002727049390753	-0.0009581746703743	-0.0008230074734378	9.180986989468984e-07	6.77341301334471e-07	0.0020136561492509	-2.236255499180008e-05	5.000838657612825e-10	4.054811087415962e-06	-0.0003250358995597	1.8264539676999853e-06	1.0564833600258339e-07	3.3359340961270186e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.084593199892	0.7658651640466587	0.5865494495002155	731169.6615278247	999.7660009272964	1.8809231471587964	3.537871885517751	999532.0566101588	821.2391745974594	0.2012565471133029	0.0405041977559691	674433.7818935164	842.5838358952449	724.7788629194548	1.3038	15.661274	0.0800226883817644	0.0393241599928286	0.2296467221	0.0073767983	-0.1009183391	0.1144515805	0.0864707881	-0.2541542831	-0.1313771934	-0.0734908659	0.0987251258	0.0935211569	-0.0068195334	0.0425744991	-0.1711765802	0.1157850805	0.0996018817	0.0453842769	-0.1222782969	-0.0753336997	-0.0099881048	0.1561617685	0.1764432203	-0.1297147658	-0.0334618114	0.1748395064	-0.1389074356	-0.0378682958	-0.0802016589	0.0174943171	-0.1264849935	0.0472903683	0.0167743165	0.2062956145	-0.1238687548	-0.2229275944	0.1612838275	-0.0073484809	-0.0815612361	0.1196305938	0.0104269997	0.0737459136	-0.1337336117	0.0051055916	0.076475387	0.0659147066	-0.1354797316	0.0594637468	0.0552877373	-0.004106905	-0.0398112403	0.0137570512	0.2868572465	0.0861434687	0.1215946152	0.0261048801	0.1518581126	0.1126806608	0.0423107391	-0.0260536767	-0.0352202767	0.0737918073	0.1492729568	0.0092624088	0.1408679396	-0.003732409	0.0182300805	0.1503379025	-0.0889836713	0.1633054249	0.2098589306	0.1168038502	0.0528645679	-0.0665282441	0.0813753699	0.0033458942	0.1497707771	0.1310868562	-0.0350909952554303	-0.0158548707776873	0.0002513769273771	0.0012313779480166	-0.0499878136328106	0.0164688176761558	0.0002712219556504	0.0024987815117886	0.0227476935591113	0.0062339132809512	3.886167479442097e-05	0.0005174575622592	-0.0014881319812108	-0.0005299573108365	2.214536793502381e-06	2.808547513090548e-07	0.0023117450536371	0.0002980889043862	8.885699491816523e-08	5.344165193015598e-06	-0.000323780381843	1.255517716699996e-06	1.0483373566639889e-07	1.5763247369475716e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.8272123817894	0.742619181897453	0.5514832493220424	732440.2174531845	998.6032571151118	-1.162743812184658	1.3519731727737114	997208.46512091	822.3248451293622	1.0856705319027924	1.1786805038420922	676218.1509170295	842.625025400015	728.275873923225	1.199541	14.408915	0.1306080139795573	0.0709847426912081	0.2013323504	0.0488776114	0.0405022952	-0.0156615276	0.1213370526	-0.160204846	-0.0307019206	-0.1472810183	0.0044427109	0.0865339231	0.0032621256	-0.0057069418	-0.1110326202	-0.0523975071	0.0613804502	0.0600571928	-0.0917604301	-0.1936689209	0.0469169082	0.0647582728	0.1591982964	-0.0636264499	0.0709644434	0.0144445637	-0.1572265698	-0.028663538	-0.1128742692	-0.0977257463	-0.0176434404	-0.045096517	0.0772602983	0.1903167113	-0.0053100588	-0.1415216219	-0.012543517	-0.1124214436	-0.0792387473	0.1440878751	0.0316112816	0.0287899077	-0.0158471074	0.1289985095	0.0962655803	0.0939343006	-0.0257922229	0.1202696592	-0.0349837846	0.0469433414	-0.0381264981	-0.0334065674	0.1539996717	-0.0697064323	0.0130341845	0.0064078629	0.1742693479	0.1453660281	0.1401474479	0.0072995911	0.1199615972	-0.0016240255	0.0655615579	-0.0207897977	0.0715926653	-0.0148422739	0.0105244931	0.0162775265	-0.0547199064	0.0882384234	-0.0331077984	0.1328694076	-0.0478871541	-0.0669325412	0.0210819854	-0.1832919496	0.1479655889	0.1242038795	-0.0162074878054454	0.0188835074499849	0.0003565868536136	0.0002626826609636	-0.0504227895102928	-0.0004349758774821	1.892040139914057e-07	0.0025424577019992	0.0202850696037302	-0.002462623955381	6.064516745616843e-06	0.0004114840488281	-0.0005610380246852	0.0009270939565256	3.1476366514267105e-07	8.595032042262913e-07	0.0014389849025482	-0.0008727601510889	7.617102813287197e-07	2.070677549761653e-06	5.290364447668337e-05	0.0003766840263196	2.7987955989153103e-09	1.418908556844079e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.9673450147467	0.1401326329572612	0.0196371548195344	732680.0957315944	1000.8363814418092	2.233124326697407	4.986844258487747	1001673.4624175346	822.5359538354039	0.2111087060417276	0.0445668857666125	676565.3953519177	843.135627746582	723.500134149165	1.081361	12.989335	0.100140818105618	0.0524040472618075	0.1780808705	0.0562604061	0.1789525725	-0.010161036	-0.0388959444	-0.0801227237	-0.0025282202	-0.1731067474	-0.0778054599	0.0105486049	0.0218371195	-0.0593302512	-0.0626631806	-0.1222288582	0.0360652136	0.0795810202	0.0444634722	-0.1854525193	-0.0278237832	-0.0502188128	0.020857052	-0.0260900763	0.0247741682	0.0319173227	-0.0552489407	-0.0199260242	-0.0127386765	-0.0313106276	-0.0669114845	-0.1477674082	-0.037070389	0.0333404364	0.2975688797	-0.0561766157	-0.0716932274	-0.1941475742	0.0115582358	0.1252178208	0.0342977842	0.0915875997	0.0892356417	0.0830926323	0.074774704	0.0429267336	-0.0611433014	0.0959118659	0.04623194	-0.0394430371	-0.0033163639	-0.0850732926	0.0326138689	-0.1047090138	-0.0948863546	-0.0762781415	0.1136514106	0.2197352005	0.0681153769	-0.0259296856	0.0835571172	-0.0155761248	0.0471612595	-0.0370677374	0.0314230221	-0.0486455711	-0.0768394676	-0.0155333094	0.041927907	0.0795346144	-0.0565563969	0.0406172035	0.0131208347	-0.0454226599	-0.1130119793	-0.1457990538	0.1459432408	0.1165920251	-0.0086212740377362	0.0075862137677092	5.755063932938064e-05	7.432636603374423e-05	-0.0668629628401618	-0.016440173329869	0.0002702792991161	0.0044706557997648	0.0114692911949845	-0.0088157784087457	7.771794895210688e-05	0.0001315446405153	-0.0006464088086549	-8.537078396970001e-05	4.178443479066471e-07	7.2881707556011885e-09	0.0005581057955403	-0.0008808791070078	7.759480011630352e-07	3.114820790156712e-07	-0.0003268195165316	-0.0003797231610082	1.0681099638594876e-07	1.441896790061227e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
