global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
821.7720296297487	n/a	n/a	675309.2686817965	896.1029332160949	n/a	n/a	803000.4669184891	797.7217376758931	n/a	n/a	636359.9707606464	810.7804162679626	512.4502283606953	n/a	n/a	n/a	n/a	-0.0741785832	0.0451212967	-0.0672117155	-0.0501665234	0.0418753219	-0.2017379277	0.1824896786	-0.0885349213	0.0090498375	0.047763056	-0.1272851502	0.0267620674	-0.1189020196	0.0386417841	-0.0063890851	-0.0943451529	0.0043255691	-0.0288973984	0.1818156811	-0.0214047786	0.1039401052	-0.0385290568	0.0528176878	-0.0593099109	-0.0609318602	0.0277740937	-0.0162399856	0.0383350778	-0.0142481604	0.0082355862	-0.0922007197	0.0727755822	-0.0744677436	0.0212059599	-0.0776840559	0.2295375476	-0.0244330421	0.0637469531	-0.1397398014	0.0380511884	-0.0055031598	0.0418312256	-0.0009525283	0.0469719516	-0.1900217597	0.1943809272	-0.1156778472	0.1561451084	0.1560591586	-0.0158520073545815	n/a	n/a	0.0002512861371697	-0.0115133367707471	n/a	0.0001325569235966	n/a	0.0025327243392609	n/a	6.414692578684562e-06	n/a	0.0048418523659434	n/a	2.3443534333591705e-05	n/a	-0.0007820365178434	n/a	n/a	6.115811152406304e-07	-0.0004261088938404	n/a	1.815687894098893e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.4379787876763	-1.3340508420723154	1.7796916492338537	673118.4770372077	879.1426569461822	-16.960276269912697	287.65097115176377	772891.8112623927	797.5230240392607	-0.1987136366324193	0.0394871093836812	636042.9738727271	808.9556021887408	510.0645222436814	0.813347	17.824821	0.0579335655843722	0.0301068811521642	-0.0711511036	0.0572586313	0.0410981095	-0.0368559507	0.0534411753	-0.0293450452	0.0173272634	-0.0755364449	-0.0223174159	0.0007729153	-0.0185579248	-0.0069027775	-0.065212491	-0.0084901434	0.0591255646	-0.0733471673	0.010421168	-0.0130371008	0.0286795222	-0.0301130264	0.0659414238	-0.0034306148	0.0112687636	-0.0556797871	-0.0594276128	0.0192248655	-0.0144045433	0.0043162136	-0.0086044024	0.0085388911	-0.0692389886	-0.0182924181	-0.1103082287	-0.0783699985	0.0092614577	0.0159779352	-0.0377142431	0.0219849977	-0.0232299188	-0.1187478658	0.036952018	-0.0206449611	-0.0340603427	-0.0771275384	-0.1879676216	0.0856197915	0.0063966395	0.155915944	0.1551433414	-0.0039687630137734	0.0118832443408081	0.0001412114960633	1.575107985949572e-05	-0.0302440560821821	-0.018730719311435	0.0009147029283021	0.0003508398459237	0.0021137807005118	-0.000418943638749	4.468068849856156e-06	1.7551377244833625e-07	0.0044358744304263	-0.0004059779355171	1.967698196250985e-05	1.64818084126727e-07	-0.0006509505471634	0.00013108597068	1.7183531709117818e-08	4.237366148523298e-07	-0.0004270581535109	-9.492596705000348e-07	1.8237866648013946e-07	9.010939220378348e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.2106752674839	0.7726964798075642	0.5970598499070014	674386.9731732769	872.45765209198	-6.685004854202248	44.689289900707614	761182.3546938504	797.7534817509877	0.2304577117270128	0.0531107568944509	636410.6176458235	809.1351732143686	512.2192049418693	0.772301	16.925274	0.1013025699852977	0.0596595103544893	-0.0819540605	0.0621873616	0.0318786712	-0.0701096778	-0.0403068417	-0.0392724553	0.1218868004	-0.0812285064	-0.0045626727	0.0124383798	-0.0764990821	0.0346241302	-0.088100673	0.0073695168	-0.0315024417	-0.0895910007	-9.92899e-05	-0.0355063428	0.0998461838	-0.0029116958	0.0779369646	0.0081927358	0.0070924682	-0.0592598168	-0.0717582908	0.0254093628	-0.0420972568	0.009581919	0.0011954611	0.0129081748	-0.0986938575	-0.1165907354	-0.0764224579	-0.0588102646	-0.0258076861	0.0292604413	0.0228524011	-0.0652353471	-0.0060933721	-0.132020398	0.0315354112	0.1086398748	0.0093307783	-0.1236605215	-0.1324539582	0.2412302719	-0.1783334859	0.1554579513	0.1533170814	0.0009190032572092	0.0048877662709826	2.3890259119755156e-05	8.44566986761119e-07	0.0266145974538289	0.0568586535360109	0.0007083367976293	0.0032329064819281	0.0069575479989509	0.0048437672984391	4.840747415770567e-05	2.346208164142802e-05	0.0047487562978969	0.0003128818674705	2.2550686376815467e-05	9.789506299188997e-08	-0.0006529199766946	-1.9694295312000982e-06	3.878652678363041e-12	4.26304495966877e-07	-0.0008064545141064	-0.0003793963605954	6.503688833225897e-07	1.4394159843311066e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.6791018982022	-1.531573369281659	2.345716985492774	671873.8300886435	870.5927809238434	-1.864871168136574	3.47774447374707	757931.7901967112	796.8280404897837	-0.9254412612040142	0.8564415279388764	634934.9261107884	808.221414487224	507.8579879356669	0.842453	18.462685	0.0545900045644367	0.0329784805543137	-0.0789489957	0.068362233	0.0692477176	-0.0578472636	0.0563386951	0.0512444872	0.0155876034	-0.0880002975	-0.0342505247	0.0229208565	-0.0368117586	-0.0354966498	0.0980527342	0.024140648	0.0040003964	-0.0746464875	0.0323982641	0.0362770104	-0.0157909604	-0.0537756918	-0.1205293029	-0.0002829758	0.0837326733	-0.0578534235	-0.0656112096	0.0224546188	-0.033263296	-0.0105722232	-0.0204138547	0.0199573124	0.0291989097	-0.0983311844	0.0576628515	0.0794760314	0.0523512053	0.1674649265	0.0052909552	-0.0711898026	-0.2020098248	0.0294185742	0.024138381	0.1005429513	-0.0080286324	-0.071890093	-0.1390231755	0.0507756299	-0.0011660554	0.1547718027	0.1505910958	0.0012799625766746	0.0003609593194654	1.302916303089247e-07	1.638304197687481e-06	0.0005128938149709	-0.0261017036388579	2.6306006543540373e-07	0.0006812989328507	0.0130356954387593	0.0060781474398084	0.000169929355572	3.6943876300049405e-05	0.0046941064010744	-5.464989682249944e-05	2.2034634904607658e-05	2.986611222709834e-09	-0.0010328804482351	-0.0003799604715404	1.4436995993327908e-07	1.066842020346341e-06	-0.0008000809991433	6.373514963099996e-06	6.401296051901412e-07	4.062169298485954e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.2357193019558	1.5566174037535347	2.423057741668395	674428.1066574007	872.3868735313415	1.7940926074981007	3.218768284279334	761058.8571097888	797.9139649036863	1.0859244139026032	1.1792318327097122	636666.6953883211	808.4893572153138	505.6555016133692	0.763549	16.733471	0.0427397539280477	0.0222290648420855	-0.0734798072	0.0477686637	0.0694380118	-0.0341627433	0.0315341541	0.0602345356	-0.1797249013	-0.0638204466	-0.004757141	0.0158400197	0.0372615815	-0.0309078693	0.0381975231	-0.0448511769	-0.0210250965	-0.0612389733	0.0186027386	0.0555089411	-0.0736300915	-0.009900509	-0.065216386	0.0444797535	-0.0632056345	-0.0544077741	-0.0563799831	0.0232303039	-0.0164147771	-0.012035925	0.0027774628	0.0092714704	-0.0454837424	-0.1485498915	-0.0223066406	-0.001469572	0.0963533785	-0.0381848488	0.0411133585	-0.0340871434	0.0036299807	-0.0048433943	0.0231468206	0.040137969	0.0191250243	-0.095430853	-0.1155804415	-0.0771287141	0.0606232632	0.1538585052	0.1469813818	0.001211106363101	-6.885621357359995e-05	4.741178147693211e-09	1.4667786227437312e-06	-0.0194141422370677	-0.0199270360520386	0.000376908918801	0.0003970867658192	0.0079025522573488	-0.0051331431814104	6.245033218012862e-05	2.63491589208611e-05	0.004563148660837	-0.0001309577402374	2.0822325700898507e-05	1.7149929728086372e-08	-0.0011150157897288	-8.213534149369996e-05	6.746214322286711e-09	1.2432602113445391e-06	-0.0006609597112539	0.0001391212878894	4.3686773990083883e-07	1.935473274400532e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.3352281983866	1.099508896430848	1.208919813330581	676235.2275360926	876.1981466293335	3.811273097991944	14.525802627477104	767723.1921566789	799.6213383900944	1.7073734864080734	2.9151242220892595	639394.2848087657	811.1221195488922	512.7575870514949	0.718124	15.737963	0.1330054206562824	0.0797980921663316	-0.0671869468	0.0400345644	0.0392610321	-0.0492737919	-0.0230663355	-0.0331762906	0.0111205441	-0.0440969344	0.0418362718	0.0490954501	0.0924847525	-0.0212183248	-0.0176990295	-0.0454168488	-0.0522815301	-0.0503495399	-0.0164459192	0.0728896477	-0.0435355155	0.023086394	0.0406960621	0.0322158881	-0.0777373858	-0.0507049459	-0.0489731544	0.0157663414	-0.0252253415	-0.0152296812	0.0108253959	0.0135402927	-0.036385311	-0.1236230564	-0.0198023726	0.0293517278	0.0857700153	-0.0770570862	0.0411046268	-0.1029667315	0.0562901031	-0.0969615006	-0.0154106727	0.078811768	0.0587268207	-0.0850775439	0.0847759564	0.1178310684	-0.0800658157	0.152719399	0.1425091225	0.0005187182406558	-0.0006923881224452	4.794013121031893e-07	2.6906861318904845e-07	0.0497702269165643	0.0691843691536319	0.0024770754873263	0.004786476935186	0.0216318674141291	0.0137293151567803	0.0004679376878224	0.0001884940946741	0.0041503512665335	-0.0004127973943034	1.7225415635616228e-05	1.7040168874375917e-07	-0.0007738893233573	0.0003411264663715	1.1636726605910613e-07	5.989046848064196e-07	-0.0004268966074604	0.0002340631037935	1.8224071346119881e-07	5.4785536557446765e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.2398981975647	-0.0953300008219457	0.0090878090567121	676078.4501879415	873.7378759384155	-2.4602706909179237	6.052931872589755	763417.875849374	799.7743705587184	0.1530321686240086	0.023418844633767	639639.0438025942	810.7515436282828	509.8419279866404	0.95032	20.826626	0.0834851705060458	0.0379964115819918	-0.06680717	0.0448389289	0.0472636729	-0.0427866743	0.0711705009	0.0726301379	-0.0454867172	-0.048625321	0.0346910019	0.074110841	0.0368515237	-0.0228841559	0.1385788035	0.0387805386	0.0399522132	-0.0364664534	0.0060005886	0.1277111316	-0.0575925101	-0.0088873368	-0.1357262608	0.0491833149	0.0299265501	-0.0451096162	-0.0501589767	0.0100140166	-0.0196297898	-0.0107033819	-0.0206275285	-0.0106553153	0.0424431463	-0.0991060098	0.1197429727	0.1071824801	0.0256973349	0.1820913037	0.0318044488	-0.0755403529	-0.1554130984	0.0800149611	0.0122660461	0.1323045269	0.0401839666	-0.0327519399	-0.0561228947	0.05068737	0.0732836855	0.1513561561	0.1372005631	0.0142434733533747	0.0137247551127189	0.0001883689029041	0.0002028765331682	0.0264859378079336	-0.0232842891086306	0.0007015049015657	0.0005421581192942	0.0213842920507829	-0.0002475753633462	0.0004572879465131	6.129356053600307e-08	0.0036811711873082	-0.0004691800792252	1.3551021310268064e-05	2.2012994674185881e-07	-0.0009178630009649	-0.0001439736776076	2.0728419843857163e-08	8.424724885402921e-07	-0.0007383138690545	-0.0003114172615941	5.451073692382254e-07	9.698071081876815e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.5181608417918	-0.7217373557729161	0.5209048107180808	674892.08859288	876.334210395813	2.596334457397461	6.740952614669368	767961.648310053	797.5068105644564	-2.267559994262001	5.141828327577486	636017.1128966917	808.4684284147153	510.1889349124132	0.980603	21.49029	0.1353933849104532	0.0797618773226238	-0.0427858899	0.0178059771	0.0112676555	-0.0502272101	0.0370433624	0.1429555254	-0.2213908394	-0.0519493041	-0.0377806592	-0.0651615417	0.1995492314	-0.1012293515	-0.0506204009	-0.1278209859	-0.1247696116	-0.0509497275	0.0473081485	0.0214603144	-0.2069130823	-0.0318838991	0.0324386095	-0.0430351278	-0.1678212259	-0.0451018702	-0.0246951822	-0.0079497175	0.0336286174	-0.0209658527	-0.0173741198	0.0161823091	-0.047530364	0.049612968	-0.0467973836	0.1105200369	0.1699269307	-0.0939340202	-0.1080113235	-0.1620385292	0.042406479	0.0659246128	0.033485595	-0.1443924891	-0.1016974343	-0.0491863631	0.0174671975	-0.3393965297	-0.1310907957	0.1497707771	0.1310868562	0.0097989002372997	-0.004444573116075	1.975423018413664e-05	9.601844586055212e-05	-0.0506502453264516	-0.0771361831343852	0.0025654473516297	0.0059499907485414	0.0053266430558949	-0.016057648994888	2.8373126244913355e-05	0.000257848091243	0.0032823039161248	-0.0003988672711834	1.07735189978082e-05	1.590951000212921e-07	-0.0009627038425954	-4.484084163049998e-05	2.0107010781315797e-09	9.267986885479488e-07	-0.0004269223885663	0.0003113914804882	1.8226272585915487e-07	9.696465412063305e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.367756703026	2.8495958612342065	8.120196572363119	679582.1982915794	879.0919557571411	2.757745361328148	7.605159477926916	772802.6666769154	799.8325597884807	2.325749224024321	5.409109453049731	639732.1236977936	810.7914629140176	509.2001280970388	0.912148	19.990082	0.1408686119243813	0.0976657213004498	-0.036093792	0.0068177854	0.0110643455	-0.0524692607	-0.0717829341	-0.0141957343	-0.0591160209	-0.0561353127	0.0626970852	0.0605597663	0.0308396168	-0.0259512638	-0.1383514732	0.033009349	-0.0227464306	-0.0598076848	-0.0282447362	0.0556788334	0.0465812673	-0.0045211896	0.1032527942	-0.0383647503	-0.0825129045	-0.035169801	-0.0227850402	0.0074589293	0.0054338846	-0.0145594976	0.0144914852	-0.0104080091	-0.052495813	-0.0909916765	-0.0369610354	-0.0457989629	0.0685039783	-0.0856380649	-0.0556618192	-0.046660333	0.1487666299	-0.0300386986	-0.0113607074	-0.039873233	0.0236327169	0.0587359977	0.1200193701	-0.0012980634	-0.2026009669	0.1479655889	0.1242038795	0.0140238460803487	0.0042249458430489	1.785016737669702e-05	0.0001966682588853	0.041282734216395	0.0919329795428466	0.0017042641443815	0.0084516727276254	0.0189823389974606	0.0136556959415657	0.0003603291938145	0.0001864780316484	0.0029548630261099	-0.0003274408900148	8.731215503071356e-06	1.0721753645374979e-07	-0.0006701333368321	0.0002925705057633	8.559750084259314e-08	4.490786891337249e-07	-0.0004280108047265	-1.088416160199997e-06	1.831932489626261e-07	1.1846497377845056e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.59414729915	-2.77360940387598	7.69290912526927	675016.9428762174	881.471983718872	2.380027961730889	5.664533098620889	776992.8580812834	799.6007835275803	-0.2317762609003466	0.0537202351169455	639361.4130179205	810.9056153888545	518.0075880108458	0.984852	21.58341	0.0731414764378524	0.049099592885051	-0.0409404828	0.0173428346	-0.0100815244	-0.0644626486	-0.0043232889	0.0500921145	-0.0332332533	-0.0266796108	0.0116484103	0.0317808755	0.0451203501	0.0272857803	0.1371215837	0.0070466626	-0.0146725306	-0.0198147375	0.0118635572	0.0453630998	-0.0319428069	0.0398113163	-0.1057096246	0.0013352694	0.0530283545	-0.0307750217	-0.0303234961	0.0024643061	0.0083466319	-0.0047545868	-0.0244065312	0.0022381111	0.0274495382	-0.0055044925	0.0464089013	0.1900931106	0.0797005381	0.0628884429	-0.0256762342	-0.051674302	-0.1647119622	0.0634848688	-0.0790917047	0.0281622173	0.0796763291	0.0980819732	0.0298512567	0.0024394034	0.1178238927	0.1459432408	0.1165920251	0.0070678303779061	-0.0069560157024425	4.838615445262801e-05	4.995422625085229e-05	-0.0065504427084306	-0.0478331769248256	4.2908299676431616e-05	0.0022880128147216	0.0155312268377514	-0.0034511121597092	0.0002412190070856	1.191017513889271e-05	0.0028538043559714	-0.0001010586701385	8.144199302161338e-06	1.021285481016216e-08	-0.0007857286114112	-0.000115595274579	1.3362267505017506e-08	6.173694507901725e-07	-0.0005093802930264	-8.136948829990005e-05	2.594682829236612e-07	6.620993626187572e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
