global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
870.9401928337984	n/a	758536.819493374	n/a	1084.0094903090906	n/a	n/a	1175076.5750801745	798.236567835654	n/a	n/a	637181.6182300446	844.1289178599482	690.6987306488707	n/a	n/a	n/a	n/a	-0.0335383957	-0.0642168572	-0.1008505404	-0.0466742985	0.1426120354	-0.2640785807	0.1986512169	-0.032858481	-0.0579279019	0.0198452656	0.013707881	-0.0891776118	0.1892432044	-0.0855001094	0.0155015386	-0.1868818469	0.1066406873	0.1485134807	-0.1956897218	0.0224254659	-0.0518473293	0.0021058997	-0.0444513505	0.0037090886	-0.1770762363	0.0228020465	-0.1660646911	0.1590247666	-0.0475413788	-0.0352151811	-0.0047552807	0.0170956386	-0.0811190552	0.1859810844	-0.0205070983	0.1040197918	-0.0637958935	0.0535795842	-0.1493002949	0.0576600581	-0.157346766	0.0690234776	0.016044055	-0.1235999029	0.0157681581	-0.0261229699	0.1174230614	-0.2181621361	0.0230307422	-0.013002633	0.1802155482	-0.1757786345	0.0958074003	0.1561451084	0.1560591586	-0.0623593487598697	n/a	0.003888688377755	n/a	0.0225358520835499	n/a	n/a	0.0005078646291316	0.0197102331357683	n/a	0.0003884932902663	n/a	0.0033732702825076	n/a	1.1378952398848903e-05	n/a	0.0048880256778129	n/a	n/a	2.3892795026958262e-05	-0.0003027468162064	n/a	n/a	9.165563472311174e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.1094851314957	-0.830707702302675	757090.5161157965	0.6900752866649897	1071.6191599615688	-12.39033034752174	153.5202861207182	1148367.6239967383	796.9405698714718	-1.29599796418222	1.679610723164459	635114.2719070662	841.116601899316	695.1686003212182	1.015576	18.933472	0.1125970158399001	0.0584771777263905	0.0033037516	-0.1068263263	-0.1316880122	0.0401509499	0.0515578652	-0.2183023485	0.0665953603	0.1602202446	-0.0232866415	0.0504663856	-0.0111302499	0.0270146763	-0.0036140177	-0.1691263872	0.1014652199	-0.0236614305	0.0911113201	-0.0353537824	-0.2957462368	-0.0145091438	-0.0204097233	-0.0848774641	-0.1067462266	0.0570701089	-0.1048081555	-0.1282814742	0.0342795522	0.0002744767	-0.020510043	-0.0051307732	0.0223299854	0.0250714981	-0.0676139293	0.1812743182	-0.0687544289	0.1616941995	-0.1063925935	0.1215617392	0.0243194681	-0.0532120323	0.036240783	0.1070088057	0.0604126316	-0.0994153924	0.0072540098	0.2198031939	-0.0518593477	-0.180648988	0.0649710563	-0.1239952409	0.1460508662	-0.0313771209	-0.0225929304	0.155915944	0.1551433414	-0.0501958033417508	0.0121635454181188	0.0025196186731237	0.0001479518371386	0.0070801141944656	-0.0154557378890843	0.000238879833696	5.012801700667328e-05	0.0061450159758464	-0.0135652171599219	3.776122134340749e-05	0.0001840151165958	0.0042900697598622	0.0009167994773545	1.8404698544484117e-05	8.405212816776672e-07	0.0045310518275365	-0.0003569738502764	1.27430329781158e-07	2.0530430663821853e-05	-0.0004572237960309	-0.0001544769798244	2.386313729569897e-08	2.0905359965690601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.3849504538633	-1.724534677632391	754092.4221747586	2.974019854356656	1068.508893374739	-3.1102665868297663	9.673758241149685	1141711.2552209094	797.1088926253781	0.1683227539062954	0.0283325494825993	635382.5867024565	840.144534490579	699.3035944380607	1.037871	19.349121	0.1397022471519249	0.0769038106690116	-0.0286884204	-0.0178174087	-0.0055036198	0.0200617403	0.0760977304	0.0023737798	-0.0199062246	-0.0230160946	-0.0361437563	0.0747148319	-0.0118712383	0.0850381138	0.0033293929	-0.0584428428	0.088191836	-0.1358670457	0.0860252185	-0.1662273886	-0.1015629488	-0.0398110584	-0.0541026864	-0.0968688839	-0.0454822515	0.0272699021	0.0527268697	-0.0513727292	0.0810639927	0.0716212698	0.2107372635	-0.0332629261	-0.013960036	0.0353549302	-0.0503066741	0.1720011346	-0.0684444282	0.1884948672	-0.0767520331	0.0720330107	0.0705502038	-0.0091860829	0.0828493757	-0.1117040547	0.0669718308	-0.0099047556	0.0341587326	0.0194950293	-0.0987383256	-0.2724254902	0.0229877139	-0.0668956331	-0.0594167995	0.0391505514	-0.1295088944	0.1554579513	0.1533170814	-0.0384546956343712	0.0117411077073796	0.0014787636163321	0.0001378536101962	0.0523241453137472	0.0452440311192815	0.0020470223519225	0.0027378161828141	0.0319367409363451	0.0257917249604986	0.0010199554216352	0.000665213076438	0.0033114417003202	-0.0009786280595419	1.0965646134619536e-05	9.5771287892294e-07	0.0046293757499957	9.832392245920016e-05	9.667593727762806e-09	2.143111983464825e-05	-0.0003956681107368	6.155568529409998e-05	3.789102392026276e-09	1.5655325385402862e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.9075659431924	0.5226154893290413	755000.3581533232	0.2731269496866333	1066.1395151861782	-2.3693781885608587	5.613953000427936	1136653.465841419	796.8719380040322	-0.2369546213458306	0.0561474925771459	635004.8855783022	840.2155608875696	693.4661070114445	0.8145029999999999	15.184863	0.1062521004071702	0.0470863509501071	-0.0227427	-0.0235021435	0.0471686459	-0.0412394508	-0.0127268592	0.102913134	-0.0730257193	-0.0361703233	-0.0371523215	0.0720310164	-0.074128079	0.0915159036	-0.0541312157	-0.0657621191	0.1196251736	-0.1638738651	-0.001717304	0.1144641027	-0.0472463004	-0.0297674304	-0.0524069762	-0.0652737507	0.0582393484	0.0581232553	0.1021612122	-0.0980129715	0.0340819064	0.1958413024	-0.0131227356	-0.0339833679	0.0035386551	0.0181037757	-0.0770594114	0.1627075441	-0.0293097334	0.1365323021	-0.0204293321	0.1049162629	-0.1395266011	0.0892357155	0.0080584338	-0.0746436692	0.0402457418	0.01232438	0.0439985587	0.0723031174	-0.1015547936	-0.2723481111	0.0705518363	0.0348942413	-0.0124255308	-0.0375019033	0.1245803884	0.1547718027	0.1505910958	-0.0554936616054675	-0.0170389659710963	0.0030795464783821	0.0002903263613641	0.0210508382067473	-0.0312733071069998	0.0009780197374087	0.0004431377892066	0.0408021605317117	0.0088654195953666	0.0016648163040555	7.859566460191014e-05	0.0029020494658579	-0.0004093922344623	8.421891102286122e-06	1.6760200163803484e-07	0.0044400050787749	-0.0001893706712207	3.586125111861624e-08	1.9713645099546907e-05	-1.2942861745750224e-05	0.000382725248991	1.4647861621526104e-07	1.6751767016960454e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.729302599508	-0.1782633436844207	754690.6011950275	0.0317778197015499	1068.5070591630606	2.367543976882416	5.605264482472207	1141707.3354812923	797.6424342986076	0.7704962945753095	0.5936645399542821	636233.4529938084	841.0381476871146	692.4545695126358	0.929368	17.326302	0.0963651552411072	0.0511291102140529	-0.0360988262	0.0518077032	0.1157794636	-0.0916802086	-0.0164489723	0.1532006836	-0.0714421553	-0.0844220207	-0.0441791856	0.0143279903	-0.0750417088	0.1071044131	-0.1278632842	0.0273201079	-0.0739059833	-0.0646407512	0.2081103202	0.0856353431	-0.1353477518	-0.0580420836	-0.0484571957	-0.0027697016	0.1135519233	0.0460170123	0.2021686083	-0.0496545689	0.0572435091	0.0435700743	0.1010435424	-0.041139005	-0.0172594033	0.0287365139	-0.0436374031	0.1562233947	-0.0576645811	0.1548542157	-0.0355217657	-0.0656604306	-0.0521555559	0.0922510564	0.1469814406	-0.0022587719	-0.1196473505	-0.0862316406	-0.0768034118	0.0065486936	-0.1160241512	-0.0280920754	-0.0122848201	-0.0342987794	-0.0657559228	-0.0180983325	0.0974750087	0.1538585052	0.1469813818	-0.0561374883956631	-0.0006438267901955	0.0031514176033732	4.145129357735648e-07	-0.0191948984796255	-0.0402457366863727	0.0016197193214288	0.0003684441276431	0.0574748053250431	0.0166726447933314	0.0033033532471516	0.0002779770844046	0.0027438799878429	-0.0001581694780149	7.528877387684754e-06	2.5017583775537456e-08	0.0042169615556615	-0.0002230435231133	4.9748413202837735e-08	1.778276476192706e-05	-0.0004077888000415	-0.0003948459382957	1.5590331498865102e-07	1.6629170543928649e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.8865492240254	-0.8427533754825163	753227.0623239867	0.710233251887175	1066.697439127955	-1.8096200351055811	3.2747246714555254	1137843.426642137	797.8982478972404	0.2558135986328125	0.0654405972454696	636641.6139974861	841.1698348131467	690.5585641225715	0.8362349999999998	15.589999	0.1317255754597587	0.0769505940052193	-0.0351895491	0.05022273	0.0953955884	-0.014869171	0.004442417	0.1388989101	-0.1780369045	-0.0987638796	-0.0236082312	0.0080361469	-0.0107118802	0.0751561466	-0.1162604002	0.1266553129	-0.0643543225	0.0549659353	0.2100161689	-0.0570887107	-0.1753895075	0.0797731315	-0.0388037918	-0.0104752722	0.0525372958	-0.0199760816	0.1429772508	0.0661019794	0.1564649779	-0.0750798665	0.1194037604	-0.0415840911	-0.0429425248	0.063144728	-0.0085659963	0.1870138328	-0.0502077619	0.0996277925	0.0169539565	-0.080705732	0.0422045142	-0.0085147318	0.1111920267	0.0150811617	-0.0783605629	0.0032000359	-0.059400574	-0.208902758	-0.0242212208	0.1944909884	0.0385003422	-0.0488879841	-0.0926623329	-0.0175592347	-0.0164182761	0.152719399	0.1425091225	-0.0344287287010161	0.021708759694647	0.0011853373599681	0.0004712702474799	0.0107949722357574	0.0299898707153829	0.0008993923455253	0.0001165314255707	0.1207526019040869	0.0632777965790438	0.0145811908666068	0.0040040795398988	0.0024649056387767	-0.0002789743490662	6.07575980807317e-06	7.782668743691022e-08	0.0042620042056533	4.5042649991799445e-05	2.0288403182837507e-09	1.816467984900641e-05	-0.0004187547703972	-1.0965970355700022e-05	1.2025250584209167e-10	1.7535555773041168e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.538021301749	0.6514720777236107	754358.2944467574	0.4244158680535183	1067.163051342142	0.4656122141868763	0.2167947340000056	1138836.9781498709	797.782722719254	-0.1155251779863419	0.0133460667487759	636457.2726693462	839.3038799834491	687.9863731519367	0.8776089999999999	16.361345	0.11182490690408	0.0626004000765439	-0.0548188488	0.1127432012	0.1491101693	-0.0408405349	0.0272097034	0.1528688188	-0.2349337775	-0.0502062991	-0.0325852743	0.0543839683	0.0715336161	-0.0540029281	0.0207741709	0.1581131399	-0.0891594906	-0.1518681737	0.174223071	0.0635768666	0.0363277916	-0.0663177651	-0.0569688664	-0.0263396398	0.1126321848	-0.1555207034	0.052858173	0.1183515079	0.0448631397	0.048912036	0.1943754961	-0.0629738641	-0.0698686081	0.0543847865	0.0066382944	0.1695262711	-0.0457886141	0.0560809446	0.0670936853	-0.1757157088	-0.0410963906	0.0269167368	-0.0113267948	-0.0859397756	-0.0700071428	0.0893326132	0.0011049632	-0.3275306547	0.0443542372	0.2085880055	-0.1232449014	0.0367758288	-0.0873239052	0.1029855443	-0.0416711777	0.1513561561	0.1372005631	-0.0381528484089983	-0.0037241197079821	0.00145563984172	1.3869067599381415e-05	0.043421023200878	0.0326260509651206	0.0010644592015786	0.0018853852558111	0.1430059880430292	0.0222533861389422	0.020450712616163	0.0004952131946488	0.0016378599842233	-0.0008270456545533	2.6825853279199487e-06	6.840045147156614e-07	0.0040276685029958	-0.0002343357026574	5.491322153998401e-08	1.622211357002443e-05	-0.000421800415027	-3.0456446298000287e-06	9.275951211029754e-12	1.779155901169495e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.5905691024292	0.0525478006801449	754449.5767336818	0.0027612713563202	1067.2703674579489	0.1073161158069524	0.0115167487118912	1139066.0372538252	796.0290724231351	-1.7536502961189626	3.0752893610781253	633662.2841428368	839.7333552382861	695.0664919359486	1.009221	18.81501	0.1742260245931952	0.0952357799795475	-0.0455947711	0.0191959343	0.0209554121	0.0227256775	0.036071704	0.0261084548	-0.1427594568	0.0204382853	-0.0645934686	0.0968517297	0.0566218461	-0.0934275821	0.0596118262	0.0523114343	0.0060539648	0.016529361	-0.0377118109	0.1856427847	-0.0506242179	0.0658754048	-0.0620511848	-0.0775275448	0.05676621	-0.0758492074	-0.0557473487	0.0785999833	-0.0138483207	0.0302048207	-0.124601756	-0.058764728	-0.0503295336	0.0451937903	-0.0231037283	0.1377637577	0.0358964035	-0.0439233634	0.0201753919	-0.0508995036	-0.1223224694	0.0498429412	-0.0971675721	0.1642379167	-0.1739991238	0.0462465325	0.0334557039	-0.1382275661	0.0091498337	0.2505946293	-0.0908618183	0.1227665577	0.0707726744	0.0036657071	0.1343742469	0.1497707771	0.1310868562	-0.0378619518964455	0.0002908965125527	0.0014335274014087	8.462078101537996e-08	-0.0380093685042766	-0.0814303917051545	0.0066309086932549	0.0014447120940938	0.1157531516012113	-0.0272528364418178	0.013398792105613	0.0007427170941244	0.0008980887820797	-0.0007397712021436	8.065634604973988e-07	5.472614315209873e-07	0.003637736745548	-0.0003899317574478	1.5204677546633014e-07	1.3233128629910156e-05	-0.000597135454109	-0.000175335039082	3.074237592988646e-08	3.565707505539617e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868.3928592179286	-0.1977098845005684	754106.1579406892	0.0390891984292281	1069.3201447848617	2.049777326912817	4.201587089925855	1143445.5720427176	797.7644691713394	1.73539674820438	3.011601873678336	636428.148272229	840.094886422556	692.8605848540745	1.213821	22.629383	0.1251599389810984	0.0643514795494909	-0.1425225037	0.0223596152	-0.1741971174	0.0603650457	0.1243645674	-0.1396911657	-0.0905995328	0.0059099199	-0.1087553241	-0.0094045054	0.1547402168	0.0023151467	0.1032700403	0.0304439571	-0.0453785446	0.1249909598	-0.0269263978	-0.1612446502	-0.1839720095	0.083617894	-0.1170418084	-0.045043589	-0.1440821085	-0.0834444107	-0.0886445123	0.0644965833	0.0266471479	-0.0892025596	0.0795341664	-0.102915969	-0.1229784672	0.0186125785	0.0255369867	0.0635914543	0.078329999	0.034633445	-0.0528836235	-0.034199962	0.1483400769	-0.071550825	-0.0124496502	0.1806367334	-0.2785196606	0.0698929945	-0.0007267208	-0.1110062371	0.0143275318	0.1845521066	-0.0783235447	-0.0139248684	0.0555511358	0.2153127628	-0.0668219674	0.1479655889	0.1242038795	-0.018908233691306	0.0189537182051395	0.000357521301325	0.0003592434337998	0.0020659526225301	0.0400753211268067	0.0016060313634166	4.2681602385389984e-06	0.1152590182881141	-0.0004941333130971	0.0132846412967398	2.441677311124103e-07	0.0003592929333124	-0.0005387958487672	1.2909141192822874e-07	2.903009666488752e-07	0.0029179074500094	-0.0007198292955386	5.181542147155973e-07	8.514183886820359e-06	-0.0005430252716938	5.411018241520003e-05	2.927911841006223e-09	2.948764456981253e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.5386729512358	-0.8541862666928637	752623.3490659912	0.7296341782066921	1060.7110523355418	-8.60909244931986	74.11647280093622	1125107.9365467725	796.297468320785	-1.4670008505544274	2.1520914955274133	634089.6580540916	840.4040399251575	695.6514862086278	1.675823	31.242535	0.4460221769333284	0.2664793693841956	0.0225506133	-0.0255053255	-0.1523333942	0.158382274	0.0070150878	-0.079431262	0.0365568628	0.0046501209	0.0324746824	0.1233152153	0.0331587202	0.0610860565	0.0948756063	0.0097329199	0.0824826095	0.0616997025	-0.0826419838	-0.0382683895	0.0655406706	-0.1661619007	0.0251209164	-0.1279372914	-0.1110603457	-0.0030081298	-0.0182673146	0.0041052529	-0.0437172515	-0.0309662313	-0.1141874588	0.0095951589	0.0040943466	0.0404525713	-0.0083042095	-0.0363928629	0.0130983729	0.0690062982	0.0257243846	0.1989879458	0.2093706169	-0.082652937	-0.0370543744	-0.1286285981	0.2985560558	0.0663272069	0.2181260447	0.1006671449	-0.0322016992	0.1934386065	-0.1331106226	0.3546032643	0.3587764377	0.2489795552	-0.1365916761	0.1459432408	0.1165920251	-0.0168177951713772	0.0020904385199287	0.0002828382344263	4.369933205602104e-06	0.1058766570219233	0.1038107043993931	0.0107766623478981	0.0112098665021379	-0.0282003171635523	-0.1434593354516664	0.0007952578881249	0.0205805809282337	0.0036760194072256	0.0033167264739132	1.3513118682299253e-05	1.100067450275669e-05	0.0025470604568371	-0.0003708469931722	1.3752749234493577e-07	6.487516970783217e-06	-0.0007886857758551	-0.0002456605041613	6.034908330478411e-08	6.220252530361611e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
