global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
908.3539726098288	n/a	n/a	825106.9395560577	848.7589964966674	n/a	n/a	720391.8341340298	842.790815966057	n/a	n/a	710296.3594767322	841.5792295497978	700.7085173837909	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.060310048812056	n/a	n/a	0.0036373019877125	0.0008398413648222	n/a	7.053335180664157e-07	n/a	-0.1562222355660054	n/a	0.0244053868852404	n/a	-0.0020600007739284	n/a	4.243603188585606e-06	n/a	-0.0005389992331323	n/a	2.9052017331720746e-07	n/a	-1.0549651248685944e-06	n/a	n/a	1.112951414689009e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.016070009077	-3.3379026007518178	11.141593772105749	819054.0869746746	837.2540682279147	-11.504928268752678	132.3633744691445	700994.3747641935	840.9087859182647	-1.882030047792341	3.5420371007932414	707127.58623453	838.230241634086	702.574513315503	1.332954	24.100725	0.0818233069930918	0.0462874930014029	-0.1366896034	0.0762206917	-0.0506030879	0.1268244378	-0.2315714411	0.0621314615	-0.0736260104	0.0177404509	-0.1858817136	0.0274666063	-0.1115146078	0.0121388937	-0.0580046476	0.0597662421	-0.2269038744	-0.23710394	0.0281399014	-0.0224001345	0.0247779929	-0.1206891776	0.1054402395	-0.0437298478	0.0397682559	-0.0151838794	0.1148097433	-0.1668767557	0.0312635775	-0.0238316576	0.14694932	-0.1220173401	0.0539595398	-0.0116909989	0.0271876054	0.0080261401	-0.2115936732	0.0962761669	-0.0435287206	0.0256132536	-0.0154011951	0.1654581636	-0.0874539198	-0.0005160143	0.0134845341	-0.000487447	0.0877500083	-0.1186857432	0.0766299229	-0.0176091196	0.0319986606	-0.107904955	0.1107828785	-0.2347989878	-1.65039e-05	0.1050532764	-0.1951423864	0.0832822491	-0.0171005232	0.0214111718	-0.0400096552	0.1132519276	-0.0995909085	0.1138425908	-0.1961014939	0.2566321495	-0.0894684661	0.1551655011	-0.1385336023	0.042107124	-0.2610275134	0.0891449541	-0.118201898	0.0629368852	-0.2094490871	0.0605015863	-0.175610913	0.1571052943	0.1570166674	0.0	0.0508596075311089	-0.009450441280947	8.931084040462898e-05	0.0025866996782184	0.000452453424117	-0.0003873879407052	2.0471410099519786e-07	1.5006941660381558e-07	-0.1322331150258975	0.0239891205401079	0.0174855967094522	0.0005754779042878	-0.0014030245326857	0.0006569762412427	1.9684778393179267e-06	4.3161778155738637e-07	-0.000780957407557	-0.0002419581744246	6.098944724181501e-07	5.854375817093353e-08	-6.204769408410125e-05	-6.099272895923266e-05	3.7201129858944174e-09	3.8499163411542144e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.2510436188628	-0.7650263902141887	0.5852653777241521	817669.9498858026	829.1092595453863	-8.144808682528378	66.33790847498966	687422.1642638987	840.566865123402	-0.3419207948627445	0.116909829959571	706552.6547433834	837.8669577313807	699.6849413804018	1.04094	18.820911	0.0779642186120803	0.0414584990911973	-0.0948119608	0.0811099892	-0.0589466857	0.0948468048	-0.1422170509	0.2304351334	-0.115117498	-0.0736548358	-0.099207009	0.0626270479	-0.1565400753	0.0652342384	-0.0891699539	0.119821238	-0.0158002434	-0.2058367995	0.009600788	-0.0393044934	0.0529442063	-0.143381215	0.0942355465	-0.1102792571	-0.1544708594	0.0404132528	0.0348591234	-0.1541618832	-0.0841455469	0.0887939789	0.1686996226	-0.1516445293	-0.0580581866	-0.0374993198	0.2015413361	-0.1411694849	-0.1699516859	0.1327877163	-0.0683172747	0.0013732118	-0.0457876817	0.2250499359	0.0787487178	-0.0236973019	0.0030859979	-0.1115386186	-0.0537246359	-0.0802060449	0.001573	-0.1826798339	-0.007604794	-0.1363370722	0.0684619227	-0.2524932471	-0.007553628	0.0134528252	-0.1746963432	0.080054441	-0.0290003469	0.0140236199	-0.1335040661	0.1181047748	-0.0642701837	0.1559234154	-0.1751217318	0.22501603	-0.0182265561	0.1635996906	-0.1901507285	0.0795882814	0.0350945962	-0.04172833	-0.100849693	-0.0617938832	-0.0721694569	0.1334658146	-0.0412252386	0.156868993	0.1560723507	0.0	0.0469860205437129	-0.003873586987396	1.5004676148923649e-05	0.0022076861265342	0.0155270978720665	0.0150746444479495	0.0002410907683287	0.000227244905232	-0.1399825443703974	-0.0077494293444999	0.0195951127284102	6.0053655165396194e-05	-0.0020181836438308	-0.0006151591111451	4.073065220226166e-06	3.784207320248297e-07	-0.0007800249649041	9.32442652899941e-07	6.084389458736425e-07	8.694493009470799e-13	-0.0004712872969308	-0.0004092396028466	1.6747705253812373e-07	2.2211171624834005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.1854827990296	0.9344391801668052	0.8731765814308111	819360.7582701123	835.0249138678704	5.915654322484102	34.994966063124835	697266.6067800444	841.3641809636896	0.7973158402876379	0.6357125491735821	707893.6850087002	838.1123600044327	696.4533475031618	1.329482	24.037949	0.1364822675474868	0.0639620759890065	-0.0733692123	0.1026839646	-0.0185677337	0.0905597563	-0.0211681174	-0.0529400555	0.1081261214	-0.0730887558	-0.0930184169	-0.0517380084	-0.1246509098	-0.0691877535	0.0694123072	-0.0081061497	-0.0405840101	-0.1839135	-0.0436233569	-0.1064519983	0.032637377	-0.0546152147	0.0122067426	0.0459037293	0.1308923778	-0.0980552938	-0.1537101382	-0.036872046	-0.1133918108	0.0544899658	-0.1108207334	0.0347303807	0.1688820788	0.0667551996	0.0490860807	-0.0555424042	-0.1392091587	0.1413488553	-0.1286484157	0.0252794373	-0.0377988129	-0.0952689945	-0.0843927938	0.1237042836	0.2078321015	-0.0351341678	0.0735782435	0.0881183086	0.0055318369	0.0954695558	0.0322320076	-0.1232431373	0.0272560349	-0.1957660042	0.1273136974	-0.1147898362	-0.0907153704	0.0958429082	0.0611056483	-0.0260288599	-0.029650188	0.0610663261	0.0543087787	-0.0284864674	-0.096332483	-0.145118617	0.0235544697	-0.2179568379	-0.1888213827	-0.083201724	-0.1818984167	0.0205029794	0.1971006575	0.0947014109	0.2954866544	-0.0750166371	0.0295866439	0.1563967458	0.1541893965	0.0	0.0421113033316657	-0.0048747172120472	2.3762867897429224e-05	0.0017733618682915	0.049998764637877	0.0344716667658105	0.0024998764653138	0.001188295809613	-0.1139063766001982	0.0260761677701991	0.0129746626301861	0.0006799665255795	-0.0016828879637455	0.0003352956800853	2.8321118985194757e-06	1.1242319308386395e-07	-0.0012116555013912	-0.000431630536487	1.46810905405156e-06	1.863049200281417e-07	0.0001829808024854	0.0006542680994162	4.2806674591368665e-07	3.3481974078200973e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.1547859694264	-1.0306968296032435	1.062335954554178	817495.8769914192	826.8120539738582	-8.21285989401224	67.45106763867474	683618.1725964701	841.1808269153942	-0.1833540482954276	0.033618707026322	707585.1835700664	837.7440675724007	694.1564036023639	1.28297	23.196985	0.1291128240312503	0.0731862541551108	-0.1211465502	0.1397331775	-0.0032397114	-0.0979311379	0.1838614982	-0.0711338804	0.0968145034	0.0030956193	-0.1648165159	-0.0845003833	-0.1212244296	-0.0886174731	0.0811418938	-0.1140180623	0.0781389593	-0.099498866	-0.0597336526	0.1425236514	0.1478891335	-0.0135352976	-0.1504139996	0.002460292	-0.0157341797	-0.0215147448	-0.1382791505	-0.1624057783	0.1586551111	-0.0322663299	-0.1595703864	0.0835666899	0.1497372933	-0.0911325689	-0.0780598309	-0.0347056362	-0.0862106674	0.0566566123	0.0900814542	0.1473550872	0.1759410347	-0.1121766762	0.0328632455	-0.0147425017	0.0006207442	-0.019212499	0.0631392758	0.0587994481	0.2037494105	0.047254149	0.0073861729	0.0134903459	0.0482023246	-0.1118060548	0.0629230212	-0.0692494599	0.1578725343	0.1479734405	-0.043362003	0.1301359489	0.0664649326	0.0510118347	0.1504576466	-0.219982356	0.0151491489	-0.0207037009	0.0621490881	0.0607003663	0.1253347312	-0.0596792605	-0.1162494893	0.0447294538	0.1522888769	0.2314664218	-0.0033469827	-0.0624937874	-0.0061584251	0.1556892631	0.1513791291	0.0	0.0431101041978081	0.0009988008661424	9.976031702068125e-07	0.0018584810839458	0.0363139896069242	-0.0136847750309527	0.0013187058411717	0.0001872730676477	-0.0937096589537702	0.0201967176464279	0.0087815001812319	0.0004079074036895	-0.0015049908497568	0.0001778971139886	2.264997457851695e-06	3.164738316550852e-08	7.817602509674337e-05	0.0012898315264879	6.111490899926651e-09	1.663665366722218e-06	-0.0002339411667925	-0.0004169219692779	1.7382392846656222e-07	5.47284695202363e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.655560651103	-0.499225318323397	0.249225918455097	816593.3722956593	832.7062453690108	5.8941913951526885	34.741492202691994	693399.6910765553	839.8739795106831	-1.3068474047111067	1.707850139200155	705388.3014591113	836.4935139673267	695.6171840153539	1.210748	21.891155	0.1519578117000634	0.075297336990128	-0.0895037395	0.1308334705	-0.0361616593	-0.1810971321	0.0576135	-0.0760253139	-0.1234409642	0.1131632738	-0.1599489123	-0.0558786912	-0.0327776551	0.0360807831	-0.0423305778	-0.0810836621	-0.0690909715	-0.0807163216	0.0859353921	0.237930475	0.1034019499	0.0136000117	-0.0622768923	0.2090347836	-0.0837357016	0.1066105399	0.094270973	-0.0262713926	0.0949040685	-0.0080926619	-0.0344458775	0.0318483092	0.0721884235	-0.0676865612	0.0202123815	0.1616129074	-0.1451045132	-0.0444069809	0.2265886266	0.1188952793	0.1011320721	0.0197062984	0.0113285178	-0.0206271328	-0.2715786832	0.000495594	-0.1466228708	0.0177359558	0.0720828528	0.1167025983	-0.0509597445	0.0051403009	0.0982885599	-0.1190906915	-0.0091290831	0.1325489471	0.0067242895	0.2183701598	-0.0405949922	0.0845556274	0.1709727288	0.0422723441	-0.0914014073	-0.2297848004	0.1412889577	-0.0372607485	-0.0924624939	0.2784182627	0.1156071563	0.0526524661	0.0982541751	-0.0036882776	-0.0048653756	0.0713058079	0.0515415512	-0.0282574484	0.0055690003	0.154747609	0.1476584499	0.0	0.0291810741287719	-0.0139290300690361	0.0001940178786641	0.0008515350873088	0.0237725423651653	-0.0125414472417589	0.0005651337705035	0.0001572878989178	-0.044841231833729	0.0488684271200412	0.0020107360723662	0.0023881231691867	-0.0013373674455568	0.0001676234042	1.7885516844351202e-06	2.80976056355966e-08	-0.0004239207380982	-0.0005020967631949	1.797087921897227e-07	2.5210115961083904e-07	0.0006287168111971	0.0008626579779896	7.441787869891053e-07	3.9528482868185005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.7988285107672	-0.8567321403357937	0.7339899602843502	815045.7247604136	832.3638502000929	-0.3423951689179603	0.1172344516983585	692829.5791199227	838.9089327725497	-0.96504673813331	0.9313152067817416	703768.1974855784	836.1777209203564	699.6959502058602	1.299484	23.495562	0.0935156778410274	0.0624262272065566	-0.0036105447	-0.0045102088	-0.1062547655	0.0518589263	0.0136071041	-0.165730365	0.0863945867	0.0307385159	-0.0555535362	0.0769181996	-0.0772615046	0.016307276	-0.1032379593	0.0126395268	-0.0982592026	0.0147242489	0.0044316131	-0.0615795698	0.0010735203	-0.0632954641	0.0329178194	0.2897597828	-0.2902897514	-0.0698014053	0.1565642168	0.014101704	-0.0977433436	-0.0928538839	0.1057220041	-0.1328064096	-0.178254984	0.0413630588	-0.1564211367	0.0571893226	0.0087118432	0.0184949571	-0.0227035758	-0.0059147388	0.0061894629	0.1163853733	-0.0606870429	0.1722540889	-0.3458823336	-0.1932511166	-0.0501718022	-0.0082586185	-0.1260411115	0.0064357462	0.0313508209	-0.0044697162	0.0347504641	-0.10858462	0.0089509325	0.0166077678	-0.1434378528	0.0919094998	0.0262491927	-0.0827110265	0.1334116259	0.0142483481	-0.0681827511	-0.0315154241	0.1609887751	-0.2258113386	-0.1952184764	0.0694897159	0.0541671234	-0.0559970173	-0.0639549598	0.012978156	-0.0171651344	-0.1470393583	-0.11067915	0.0095730693	0.3196519995	0.1535731997	0.1430497353	0.0	0.0297985995160132	0.0006175253872412	3.81337603887516e-07	0.0008879565331157	0.0050784965655168	-0.0186940457996485	2.5791127365965933e-05	0.0003494673483593	-0.1044140263131367	-0.0595727944794077	0.0109022888909204	0.0035489178420857	-0.0011118753535322	0.0002254920920245	1.236266801792355e-06	5.08466835656306e-08	-0.000376860845711	4.705989238720001e-05	1.4202409703001018e-07	2.214633471494845e-09	0.0006487910702799	2.0074259082799944e-05	4.02975877723376e-10	4.209298528749381e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.5645854205404	-1.2342430902267552	1.52335600577249	812818.7016845109	830.4205988103694	-1.943251389723514	3.776225963662368	689598.3709285725	838.9040780732126	-0.0048546993371019	2.3568105653657815e-05	703760.0522078668	836.0736327773344	693.6672708341116	1.395169	25.225628	0.0754308071723112	0.0347289255791191	-0.1064307811	0.0971427223	0.1148822559	0.1239803308	-0.0421448913	-0.0531876198	0.014485592	-0.0431371008	-0.1402571828	-0.0349247833	-0.075880452	-0.1757966809	-0.0639758794	0.0083697948	0.0221089511	-0.0837573531	0.1664866083	-0.1149619268	0.0900371176	0.0039815198	0.2036334978	0.0757680789	0.0425272721	-0.1752592346	-0.0668670299	0.1867815865	-0.0151847107	0.103145096	0.0872588322	0.2000289146	0.1718703773	0.0417318653	-0.1583851272	0.1121125712	-0.1288957138	-0.0039545295	-0.1227718154	0.103009517	-0.2080194737	-0.0057953138	-0.070074558	0.2253078905	0.1423300404	-0.0494552623	0.0225166684	-0.0255200208	-0.1992784834	0.1277627372	0.1965906281	0.0166377468	-0.0459239884	-0.1073748578	0.052719118	-0.0977097783	-0.0256055521	0.0258423573	0.0318058314	0.174925911	-0.0408242288	0.0320645209	0.0808664002	0.1194657925	-0.0867327626	-0.2364162163	-0.0074616105	-0.2725650688	-0.0282169336	-0.0107757082	0.0500775984	-0.0997202859	-0.0372366169	-0.1614732612	0.0476770941	-0.1181994124	0.0529610788	0.1521678018	0.1375807028	0.0	0.016621522807128	-0.0131770767088852	0.0001736353505918	0.0002762750204278	0.0270750533173327	0.0219965567518159	0.0007330585121364	0.0004838485089358	-0.0846112301528165	0.0198027961603202	0.0071590602679728	0.0003921507357671	-0.0013239415296803	-0.000212066176148	1.7528211740122126e-06	4.497206306607695e-08	-0.0001799294993782	0.0001969313463328	3.237462474648968e-08	3.8781955168449216e-08	0.0006488810988248	9.002854490006673e-08	8.105138896823329e-15	4.210466804120799e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.4948719945266	1.9302865739862227	3.726006257711469	816302.9837204061	826.0451622809563	-4.375436529413037	19.144444822922	682350.6101277715	840.3372051816998	1.433127108487156	2.0538533090807567	706166.6184125902	835.982149028587	690.0735465364161	1.199536	21.688442	0.0849413078943795	0.0462044029412133	0.0354164885	0.1355758075	0.0159698796	0.0471097892	-0.001817384	0.0456525365	-0.0989680253	-0.0397868263	-0.0458582351	-0.0561611778	-0.01635476	-0.0413197633	-0.1279809577	0.0607399325	-0.0152317674	-0.0688960378	-0.0341220638	0.0395888368	-0.0613610916	-0.1956645833	0.0509121285	-0.0403500825	0.1745653914	0.0253783229	-0.029136773	0.1532827059	-0.0111795834	-0.0096286492	0.0912680911	-0.0673242722	-0.0346497779	0.0999015325	-0.0362971852	0.2515947271	-0.0349090811	0.074109939	0.0541269103	0.0144318942	0.0103984743	0.1137128796	-0.0479675485	0.0208746532	0.2137896084	0.1357713649	0.1084009579	-0.0353104977	-0.0202819092	0.0777062654	0.0838724508	0.0028433455	0.0966285972	-0.0543791098	0.0994487513	-0.0416831069	0.1161867105	0.1687160202	0.1041957457	0.0055682563	-0.0408545195	0.1264849347	0.0444696124	-0.0012234457	-0.0365910707	0.0134657356	0.0589464921	-0.2476503392	0.0339534469	-0.107309514	0.219390833	-0.0055455936	0.0727761483	0.0112819703	0.0388616916	-0.0420672771	0.0030463228	0.150533529	0.1312842438	0.0	0.0309561927012822	0.0143346698941542	0.0002054827609743	0.0009582858665589	0.0255059969355357	-0.0015690563817969	0.0006505558796755	2.4619379292578914e-06	-0.0610912026833432	0.0235200274694733	0.0037321350452973	0.0005531916921647	-0.001323842845969	9.86837113000575e-08	1.752559880823301e-06	9.738474875953096e-15	-0.0008252545493077	-0.0006453250499295	6.810450711530551e-07	4.164444200665116e-07	0.0003839537494865	-0.0002649273493383	7.018650042741766e-08	1.4742048174474202e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
900.3380686257804	-3.156803368746296	9.965407508927962	810608.6378168004	827.1887488731971	1.1435865922408084	1.3077902939529449	684241.2262624052	837.2799686316288	-3.057236550071025	9.34669532309018	701037.7458717813	833.5227291053665	697.2664143956641	1.362946	24.643015	0.1013225425972956	0.0502528511891779	0.0167250494	0.000810144	0.0194394636	-0.0215135537	0.1333138085	-0.2747907916	0.0020389187	-0.1042285406	-0.0234480085	-0.0828137094	0.037831723	-0.0318313071	-0.1020392394	-0.2259910337	-0.1050163441	0.1175349929	0.0788000357	0.1372742715	0.0196171104	0.0596760865	0.004958942	0.1135665744	0.1297866156	-0.1074433121	0.0422753605	-0.0072904773	0.1484514619	0.0028137043	0.0509676717	-0.2147283058	0.0263543784	-0.1116536208	-0.000935416	0.000756984	0.0499365179	-0.0985089696	0.1564198485	0.0847031132	-0.0091819741	-0.0451510004	-0.1899009224	0.0926654544	-0.0915693833	0.0174158211	-0.1057254066	-0.2073863591	0.0381984213	-0.0116822591	0.0209006199	0.1252041105	0.0229198798	-0.0038962343	-0.0046861496	0.1612877125	0.069186037	0.0901941162	0.0298164605	0.0753936658	0.1720969263	0.0078168744	0.0686078271	-0.0204110738	0.0770874967	-0.1556099323	-0.1246067657	-0.0002232398	0.0830260232	-0.0487953098	0.0896860995	0.0179523008	-0.0017487618	-0.0665316729	-0.2157200406	0.0485304272	-0.0629796507	0.1486728395	0.1241982259	0.0	0.0109909022189782	-0.019965290482304	0.0003986128240427	0.0001207999315871	0.0048457935866963	-0.0206602033488394	2.3481715484866992e-05	0.0004268440024153	-0.042386108330831	0.0187050943525122	0.0017965821794329	0.0003498805547363	-0.0006559128962046	0.0006679299497643	4.302217274075064e-07	4.461304177922738e-07	-0.0008250698456495	1.847036582000366e-07	6.807402502000897e-07	3.411544135247595e-14	0.0002122293146363	-0.0001717244348502	2.948928152462059e-08	4.5041281990993634e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
