global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
871.9882004062013	n/a	760363.4216476454	n/a	892.3682007982552	n/a	n/a	796321.0057959151	816.4255943566351	n/a	n/a	666550.7511205849	815.5672678247654	712.8679674151582	n/a	n/a	n/a	n/a	-0.090361102	-0.052439525	0.1190639272	-0.0645332971	-0.0261216966	0.2364366391	-0.1131380608	0.0668646351	-0.0733029507	0.0431493389	-0.002399909	-0.1245962415	0.0863778194	-0.0525392885	0.0007772099	-0.1094711704	0.0634207449	-0.0044936526	0.0704699849	-0.1559634991	0.3351883892	-0.054205746	-0.0079185173	0.1056565746	-0.0880636127	0.1171994764	-0.0681718718	0.0784203985	-0.0385867497	0.1576731773	-0.2084328411	0.1043372699	-0.0695480502	0.150598072	-0.0781009397	0.0882547254	-0.0575653466	0.0129404969	-0.0360202387	0.0145579232	-0.1672829089	0.0202093581	-0.1015543131	-0.0006973196	0.1103981292	-0.2195147056	0.0786089808	-0.4015867532	0.2657735363	-0.3035725726	0.1696697193	-0.1446197603	0.0970905587	-0.1009201775	0.0101111683	-0.0160969224	0.1785856515	-0.0526171806	0.1561451084	0.1560591586	-0.0014441217844165	n/a	2.0854877282262964e-06	n/a	-0.0987692069652013	n/a	0.0097553562445347	n/a	-0.6927031296169872	n/a	n/a	0.4798376257811685	0.0054840503154959	n/a	3.0074807862890683e-05	n/a	0.0014459314004737	n/a	n/a	2.090717614875835e-06	-2.796483764917453e-05	n/a	n/a	7.820321447446891e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.2272906666789	-2.76090973952239	755556.0828397351	7.62262258978959	874.503078350442	-17.865122447813178	319.16260007535834	764755.6340443994	815.3961274551284	-1.0294669015066802	1.0598021012977648	664870.84466882	813.4191056860185	712.584765650391	1.325959	23.305315	0.1348331822337306	0.0641628561564564	-0.0838917202	-0.0703023728	0.0399862917	0.0352812663	-0.0334883063	0.0276130145	-0.0317987763	0.1353326971	-0.0221636116	-0.0240621455	-0.0181105899	-0.0775385058	0.0659732046	-0.0084596805	-0.0682802983	-0.0969779083	0.1296802878	0.1600577017	0.1222056527	0.1297331166	0.1941657746	0.2737624407	-0.0168872836	0.070945407	-0.0589287165	0.0642247742	-0.1112383378	-0.0290168263	0.0303115354	0.1980227216	-0.260062978	0.2620712212	0.2292054868	0.0624771175	-0.0728775848	0.0983370015	-0.0408110199	0.0185541528	0.0757897645	-0.2044801793	-0.1217629575	-0.0564222763	-0.159568916	-0.1255533139	0.0987815461	-0.3231627879	0.1965209043	0.0097637206	0.0904057039	-0.1320704428	-0.0219770865	-0.1932195127	0.0975741346	0.0695105469	0.0054595489	-0.1643461187	-0.1007960412	-0.0499948296	0.155915944	0.1551433414	-0.024318268634218	-0.0228741468498015	0.0005913781893659	0.0005232265941062	-0.0639166306843748	0.0348525762808265	0.0040853356780427	0.0012147020734108	-0.6597149006909859	0.0329882289260012	0.0010882232476742	0.4352237501937174	0.0050778438199021	-0.0004062064955938	2.5784497859317942e-05	1.6500371706259628e-07	0.0013958551263197	-5.007627415399988e-05	2.5076332331465562e-09	1.948411533672985e-06	-0.0004540466714434	-0.0004260818337942	1.8154572908945e-07	2.0615837984883086e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871.2165990527863	1.989308386107382	759018.3624651033	3.9573478550371566	880.4295776014383	5.926499250996244	35.12339337205904	775156.241115447	816.4600478447014	1.0639203895730134	1.1319265953491926	666607.0097265721	815.2462563107852	708.2224747156001	1.286392	22.609865	0.1493960752372383	0.0686890867783846	-0.0920165915	-0.0482137019	0.0800393568	-0.0506213285	-0.0574821934	0.0685956758	-0.0407308863	-0.0450898534	0.0516924348	0.0074070989	-0.0304301486	-0.1443825057	0.1473899773	0.0665474878	-0.0494816915	-0.0024869042	-0.0114765001	0.0306943094	0.0311522963	0.0050990191	0.1409563035	-0.0700545136	-0.0314622843	0.1061943527	-0.1550171348	-0.050080215	-0.0294462536	0.010388813	-0.0477075514	-0.0287855115	-0.0490076774	-0.018513027	0.0466493827	0.324968671	-0.0828854638	0.0984104648	-0.069633704	-0.1076893004	0.0509907606	-0.0180241167	0.0246479381	0.1030356833	-0.1489712388	0.0659270752	-0.0088061861	-0.0705762904	-0.1621383369	-0.0481769637	-0.0212515764	-0.0543864031	-0.0190483296	-0.172296428	-0.0917146036	0.0299070083	0.1089919393	0.1007616812	0.0362293666	0.1918038211	0.1554579513	0.1533170814	-0.0384473144935952	-0.0141290458593772	0.0014781959917694	0.0001996299368963	-0.01596295320725	0.0479536774771248	0.0002548158750968	0.0022995551835801	-0.6814184080187573	-0.0217035073277713	0.0004710422303266	0.4643310467868176	0.0055930439400526	0.0005152001201505	3.128214051535911e-05	2.654311638030899e-07	0.0010898668163388	-0.0003059883099809	9.362884584496733e-08	1.1878096773564716e-06	-0.0009450551327713	-0.0004910084613279	2.410893090955919e-07	8.931292039773795e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870.5178522345028	-0.6987468182834391	757801.3310589717	0.4882471160612294	879.7187266267103	-0.7108509747279186	0.5053091082716319	773905.0379777207	814.179517259084	-2.2805305856173845	5.200819751936371	662888.2863242351	811.3816116775669	709.115592735883	1.111149	19.529768	0.2593862277500118	0.1699165849668503	-0.081368673	0.0707687449	-0.0445475663	0.0014317542	-0.1073346773	0.1133502988	-0.0348204084	-0.0663531515	0.0549466496	-0.1518929391	-0.0647345746	-0.0932675858	0.0081040591	0.0866400138	0.0188516325	0.0176197703	0.079575958	0.065594572	0.0286143974	0.0954011593	-0.071044753	-0.1867552614	-0.0685091993	0.0567845119	-0.0380521189	-0.1051715378	0.01087541	0.0132777226	0.0867472702	0.0220914895	0.0886668831	-0.1645146935	0.0956813054	0.1066814266	-0.0953186899	0.0788540069	-0.1064149408	-0.0684589705	-0.0031703581	-0.0107061336	0.0298928554	-0.0689000492	-0.1029542534	0.0248835173	-0.1143358819	0.0548051196	0.0191433375	-0.0649376536	-0.093541782	-0.0567077783	-0.1078202378	0.0964248282	-0.0474703296	0.1419650833	0.053523723	-0.0501854765	0.0442339905	-0.0167597	0.1547718027	0.1505910958	-0.0259783142649894	0.0124690002286058	0.0006748728120505	0.0001554759667009	-0.1760014350535641	-0.1600384818463141	0.0309765051409139	0.025612315671673	-0.6877933217452892	-0.0063749137265318	4.063952502072448e-05	0.4730596534374189	0.0064122373126806	0.0008191933726279	4.111678735413332e-05	6.71077781757637e-07	0.000626025410261	-0.0004638414060778	2.1514884999223067e-07	3.919078142924534e-07	-0.0006180132725059	0.0003270418602654	1.0695637836585346e-07	3.819404049934517e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.0675117387922	-1.450340495710634	755278.3399598557	2.103487553498168	876.3819728696966	-3.336753757013753	11.133925634945395	768045.3623709816	812.4601138827393	-1.7194033763447578	2.9563479705857527	660091.4366503537	810.1194569584453	708.3365532864482	0.89229	15.683056	0.1582879636675423	0.112747872422601	-0.077784921	0.0324632246	-0.0451147694	-0.0769720094	-0.0937636502	0.021510831	0.0432710915	-0.0209375321	0.139137435	-0.0795523367	-0.1023363907	-0.058681521	-0.0001994926	0.149196647	0.0774801173	0.124685636	0.1232657449	-0.0435634245	0.0585676863	0.0804872926	-0.0821428933	-0.0544359501	-0.0897336316	0.0298609176	-0.0665638129	-0.188837268	0.098915057	-0.0316980208	0.1475964228	-0.0386301289	-0.0782924384	-0.143545288	0.0397154305	0.0572538523	-0.0903640375	0.0887705588	-0.0704658822	-0.0936496656	0.0401538188	0.0144820915	0.0115417964	-0.003904645	-0.0781410386	-0.0288221434	-0.0993110391	0.0290581896	-0.0238667955	-0.0367639853	-0.0505149625	0.1720792499	-0.0039971592	-0.0115403041	-0.0538588899	0.1688209458	-0.0331767769	0.006356509	0.0830512383	0.023051898	0.1538585052	0.1469813818	-0.0249183678057107	0.0010599464592787	0.0006209250541006	1.123486496537455e-06	-0.0701585864009786	0.1058428486525855	0.0049222272457835	0.0112027086108941	-0.6742843001743211	0.0135090215709681	0.0001824936638048	0.4546593174615739	0.0058636603654884	-0.0005485769471921	3.4382512881799555e-05	3.0093666699071374e-07	0.0006278014576912	1.776047430200058e-06	3.1543444743202306e-12	3.941346702791956e-07	-0.0004108433274341	0.0002071699450717	4.291938614105261e-08	1.687922396971231e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.6671560789118	-2.400355659880347	751111.9594259089	5.761707293919616	872.9434066066852	-3.438566263011353	11.82373794511986	762030.1911380846	813.000185749849	0.5400718671097593	0.2916776216434215	660969.3020292891	810.554649313969	710.1698518864894	0.995592	17.49872	0.0461722640713285	0.0233295624740879	-0.0626437806	0.1225838017	-0.1455881559	-0.0745518435	-0.1121938217	-0.0074754952	0.1242952452	0.060164197	0.0084600659	-0.1247409281	-0.0922950645	-0.0647021411	-0.1533533832	0.0790465843	0.0547381263	0.0776385122	0.1074648572	0.0756484931	-0.091531998	-0.0535868394	-0.0061958114	-0.1804779538	-0.0948290366	0.0648713092	0.1053033525	-0.1528225684	0.0418801195	-0.0497242828	0.073254903	0.084691293	0.1333347726	-0.1415966168	-0.0230693574	0.0281757111	-0.0926034255	0.0667947005	-0.0526040639	-0.1133709696	0.0594013099	-0.0321851111	0.0069135894	-0.0429402589	-0.0082647107	0.0336659157	-0.0601528234	0.1438099536	0.0616744212	-0.0721140132	-0.0649694804	-0.0229434175	0.0287202885	0.0379101291	0.0275963242	0.1298462217	0.0703414751	-0.028610756	0.0665360845	-0.0629146164	0.152719399	0.1425091225	-0.0321710523460723	-0.0072526845403616	0.0010349766090537	5.2601433042000174e-05	-0.0631196989842237	0.0070388874167549	0.003984096399859	4.95459360657505e-05	-0.685809774603598	-0.0115254744292769	0.0001328365608199	0.470335046941838	0.0061357130971989	0.0002720527317105	3.764697521113812e-05	7.401268883114553e-08	0.0006268344731719	-9.669845192999916e-07	9.35059060565836e-13	3.929214567566935e-07	-0.000544927964903	-0.0001340846374689	1.7978690005166344e-08	2.969464869333252e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.8335581500958	-2.833597928816061	746208.4161862549	8.029277222190673	870.0125140592542	-2.9308925474310854	8.590131124587078	756921.7746197039	813.3228258048064	0.3226400549573327	0.1040966050628706	661494.0189751154	811.3605552647301	714.1934407924888	0.897865	15.781042	0.0441451017669132	0.0243003342212222	-0.0990805078	0.0924286375	-0.1681642624	-0.0876365075	-0.1653252333	-0.0279975618	0.197012398	0.0366372441	-0.0521320726	-0.0806967114	-0.0773605204	-0.0808463258	-0.1824948287	0.0833692146	0.0713535622	0.0486981676	0.077244119	0.0411083399	-0.0432946221	0.0067226329	0.0648222551	-0.228467435	-0.0872947058	0.1096259862	0.1327823521	-0.1380169864	0.0143790134	0.0062161713	0.0510300718	0.0463785191	0.0689237326	-0.0965385401	-0.007892922	0.0501645151	-0.1044582639	0.0798086917	-0.0536006097	-0.1176591605	0.0785663729	0.0081569765	0.0429910576	0.0253021255	-0.0181061304	-0.0919870325	-0.0866608928	0.1699694941	0.039875456	-0.0516112662	-0.0281331465	0.0603962332	0.0900939805	-0.0651973099	0.0239333348	0.0452065992	-0.0006520207	-0.0004880223	0.0492293675	-0.0144718608	0.1513561561	0.1372005631	-0.0406068822053953	-0.008435829859323	0.0016489188824428	7.116322541544552e-05	-0.0627182427691934	0.0004014562150303	0.0039335779760554	1.6116709258646049e-07	-0.6711673072455682	0.0146424673580298	0.0002144018503309	0.4504655543152669	0.0065277227381249	0.000392009640926	4.261116414583285e-05	1.5367155857893165e-07	0.0006266591047172	-1.753684547000636e-07	3.0754094903888263e-14	3.927016335249626e-07	-0.0005660499222129	-2.11219573099e-05	4.461370806012381e-10	3.204125144372302e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.7511560944752	-0.0824020556206051	746066.0596545424	0.0067900987705012	867.1793130422603	-2.8332010169938258	8.027028002694848	751999.9609684466	813.7543314234714	0.4315056186650281	0.1861970989394886	662196.111910461	812.0554443593725	682.7148285395748	1.135918	19.965107	0.0629898799753668	0.034221095237503	0.0082396353	0.1105400052	-0.0819882369	-0.209891321	-0.0959014481	-0.125034444	0.0947349921	0.1566716272	-0.1022297675	0.0199447829	-0.0681573304	-0.05123065	-0.1146264886	0.0770135014	0.0081097492	0.0648306025	0.0017274063	0.1259890648	-0.0933423301	-0.0849113672	0.1110429339	-0.0751748246	-0.072077973	0.0814087286	0.0935736402	-0.0948060231	0.0133643846	-0.0626629232	-0.0333205425	0.1395471364	0.0733094233	0.0347310061	-0.0299497378	-0.0225265123	-0.0745867811	0.0355817851	-0.0244096208	-0.136866503	0.0197684311	-0.0426550359	-0.0575324544	0.0397096772	0.13762939	-0.0986768299	-0.0049978085	0.2252253279	0.060221105	0.0848839677	0.0805738952	-0.0179742525	0.047112491	0.1028224919	0.135770408	-0.2421938474	-0.0837153582	0.0561780845	0.0975653865	-0.1199013064	0.1497707771	0.1310868562	-0.0389933400587807	0.0016135421466146	0.0015204805689397	2.603518258901667e-06	-0.0716654813196981	-0.0089472385505047	0.0051359412127839	8.005307767963758e-05	-0.6454588552777807	0.0257084519677874	0.00066092450258	0.416617133856503	0.0064041194125274	-0.0001236033255975	4.101274544991029e-05	1.5277782098761662e-08	0.0002959471203651	-0.000330711984352	1.0937041659410361e-07	8.7584698052395e-08	-0.0004859522859533	8.009763625960002e-05	6.415631334375192e-09	2.3614962422323786e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.9814129607257	3.2302568662505564	751656.7704193764	10.434559421958864	865.7881788132507	-1.3911342290095945	1.9352544431221188	749589.1705727654	813.0756625816471	-0.678668841824333	0.4605913968631814	661092.0330825844	809.9399682523448	700.013643920705	1.387977	24.395342	0.2071449750131001	0.1152384892812248	-0.0864056416	0.0250882928	0.0584759343	-0.111378355	-0.1136366157	-0.0587171212	0.0573843795	0.1023644757	0.0288834619	0.2141950055	-0.0984179138	-0.1008924018	-0.0497632269	0.1643902445	0.025845339	-0.0697185755	0.0140488931	-0.0200809584	-0.0127233279	0.2464883232	-0.0471185462	0.0866523151	-0.0986688139	0.1062155811	-0.0297090714	-0.200532556	-0.049318699	0.0765987504	0.0120963064	0.0001496666	0.0223951057	0.1883220924	0.1772042031	-0.0889907259	-0.1163025027	-0.0357262118	-0.0595080916	-0.096960469	0.0468316503	0.0185681484	-0.0292074003	0.1592715435	0.0586067311	-0.084453507	-0.0415969617	0.0397370188	0.012642621	0.3489357744	0.0518622238	0.3586145895	0.2960994804	-0.0216370295	-0.060218832	-0.1363563865	-0.2807425755	-0.1030185863	-0.0084930734	-0.0161105459	0.1479655889	0.1242038795	-0.0412377643701233	-0.0022444243113426	0.0017005532102458	5.037440489345733e-06	-0.0432987069298889	0.0283667743898092	0.0018747780218004	0.0008046738892823	-0.694600567067269	-0.0491417117894883	0.0024149078376011	0.4824699477701717	0.0080589929388271	0.0016548735262997	6.494736718806507e-05	2.7386063880476047e-06	-0.0004980672016825	-0.0007940143220476	6.304587436167097e-07	2.480709373918361e-07	-0.0003869988438514	9.89534421019e-05	9.791783703814077e-09	1.4976810514232028e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.9659592711092	2.9845463103835077	756840.7702905013	8.907516678823807	876.3665424413075	10.578363628056763	111.90177704739423	768018.3167105321	814.3497851190857	1.2741225374386431	1.6233882404090865	663165.5725235011	812.759444318127	687.8329777921625	1.190865	20.930872	0.1958416477657935	0.1038578594984469	-0.044287534	0.03173008	0.1485700098	-0.0295903208	-0.0574137454	0.0185750899	-0.1025716785	0.1598432629	0.077098809	0.1182593741	-0.0762350671	-0.1037787645	0.0642315778	0.1074736338	-0.046761718	0.0803800792	0.0517070499	0.0155195163	0.0694038341	-0.0130592994	-0.1913617245	-0.0166248422	-0.0743225453	0.07546376	-0.1216932639	-0.0928409591	-0.0278967399	-0.0660178241	0.0242589979	0.0219831655	-0.0371068958	-0.0168299259	-0.0013528054	-0.1114622067	-0.1097812793	0.0013283177	-0.0288730195	-0.088366813	0.0386157445	-0.0814344273	-0.0776001443	0.014883553	-0.0311641505	0.0457309415	-0.1001664048	-0.0157073871	-0.0538218115	0.2255343496	-0.0495811425	0.1452156862	0.0713468189	0.1164428738	0.0244024638	-0.1588771562	0.1327071895	-0.0613135777	-0.1048281935	0.0799261829	0.1459432408	0.1165920251	-0.028667295442915	0.0125704689272083	0.0008218138280113	0.0001580166890499	-0.0718140574260246	-0.0285153504961357	0.0051572588439883	0.0008131252139174	-0.6713515446469245	0.0232490224203445	0.0005405170435016	0.4507128964998114	0.0064211356636099	-0.0016378572752172	4.123098321048296e-05	2.682576453981911e-06	0.000316188934597	0.0008142561362795	6.630130554688197e-07	9.997544236158597e-08	-0.0005650215507968	-0.0001780227069453	3.1692084188167764e-08	3.192493528648208e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
