global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
867.9112122085061	n/a	753269.8722772384	n/a	877.3263965279715	n/a	n/a	769701.6060447554	813.6027212154393	n/a	n/a	661949.3879691678	813.6029280345759	718.0198105658939	n/a	n/a	n/a	n/a	-0.0598089605	-0.0862369667	-0.1595382078	0.1104743066	-0.0954500822	-0.1094921272	0.1194872845	-0.0057018921	0.0966708194	-0.0626871633	0.0803908595	-0.1158377048	0.086386579	-0.186556063	0.0528813004	0.0351305792	-0.0525155816	0.1234241173	-0.0148977177	0.0141539896	-0.1354083512	0.0641507827	-0.1181687	0.0596880058	-0.1946173987	0.0346815191	0.1971566846	-0.0761225515	-0.0420147399	-0.0923626561	0.0350871496	-0.1805198409	0.1241752481	-0.1060582363	0.0235276855	0.0366163718	-0.0769270263	0.0142551744	-0.0946802281	0.0941524268	-0.1470900599	0.0931627998	-0.0228082243	0.241908132	-0.1787006362	0.0180559057	-0.0239836521	0.136038149	-0.0465339203	0.0786973336	-0.0217945749	0.1329905915	-0.0421002606	0.1633633786	-0.0803475191	0.0158518835	-0.1576951123	0.0907276645	-0.0818651668	0.1577777809	-0.0460633644	0.0601603732	-0.0805562453	0.0791161713	-0.0724326899	0.1449314157	-0.0454702326	0.0186232508	-0.1066353286	0.0016083666	0.1561451084	0.1560591586	0.0192180844477718	n/a	0.0003693347698416	n/a	-0.0356207362395224	n/a	0.0012688368502456	n/a	0.0002364683376612	n/a	n/a	5.59172747162513e-08	0.0009940528233305	n/a	9.881410155713385e-07	n/a	0.0002092534421054	n/a	n/a	4.3787003032957984e-08	-0.0004951038952266	n/a	n/a	2.451278670685521e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.2519961837871	-1.659216024718944	750392.520892396	2.752997816684136	866.0475693620954	-11.278827165876123	127.21194223770522	750038.3923979934	813.9974198175364	0.3946986020971508	0.1557869864974449	662591.7994696066	813.8896042792866	706.1643355298307	1.255563	17.522703	0.0228381077907593	0.0135755789608925	0.0233189401	-0.1023931079	0.1044373375	0.0655803257	0.0065471315	0.0399175618	0.054768881	-0.1613594524	0.0262873025	-0.0412560214	0.0380205798	-0.1214140601	-0.0034978473	-0.0047360093	0.1349634428	-0.1278775079	-0.0953666992	-0.0881058341	0.1510765376	-0.1050402675	0.1950346779	0.1867078896	-0.0995060922	0.0793230354	-0.070480533	-0.0509853073	0.0656097045	-0.0740517179	-0.0307857176	-0.108880895	0.1238628751	-0.0274020352	-0.0684519697	-0.1219047389	-0.0418768233	0.0799953947	0.1640254071	-0.1352527137	-0.1399895481	-0.0306340687	0.1936466583	-0.0205267077	-0.0827288223	0.1137128773	-0.0131433337	0.0893267699	0.0150585574	0.0303247298	0.0358442607	0.0564529395	-0.1047122938	0.0763230927	0.0450431935	-0.0213623566	0.01890479	-0.0126164995	-0.0810838942	0.1539614746	-0.0336611659	0.2328811178	0.1957131553	-0.049375527	-0.1453838315	0.0411959211	-0.1263412223	0.240997251	-0.0251375855	0.0104870407	-0.028827738	-0.0351899645	0.155915944	0.1551433414	0.0190443368221906	-0.0001737476255811	0.000362686764997	3.01882373951048e-08	-0.0294383034969456	0.0061824327425768	0.0008666137127782	3.8222474616485694e-05	0.0003144078719259	7.793953426470001e-05	6.0745710013983475e-09	9.885230992897317e-08	0.0011119996507968	0.0001179468274662	1.236543223372205e-06	1.3911454109365134e-08	-7.752136166327972e-07	-0.000210028655722	4.4112036224404184e-08	6.009561514129014e-13	-0.0004949996206482	1.0427457839995869e-07	1.0873187700489132e-14	2.45024624441862e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.5158206465867	1.2638244627995618	752583.6990721207	1.5972522727706011	867.9124988446916	1.864929482596267	3.4779619750567803	753272.1056508368	813.9035859216733	-0.0938338958630993	0.0088048000128469	662439.0471761586	814.0896727338786	700.0386122808168	1.431622	19.979788	0.0837639515567574	0.0452710698174744	-0.0077495495	0.223569495	-0.0295526048	0.0152297197	-0.0166709042	0.0728180735	0.0364874287	0.1457761954	-0.1059951129	-0.0050544261	-0.1951693763	-0.009177596	0.0648609706	-0.0887430488	-0.0470568663	-0.1102925614	-0.0371814007	0.0125125462	-0.0107687517	-0.0507239674	-0.0571417292	0.0322878995	0.0973018605	0.1416223528	0.0273883288	-0.0903568456	0.0600850498	-0.0478239952	0.0128727985	0.1903633598	0.0266426049	-0.0848773862	0.0349064827	0.000187748	-0.0317659161	0.1396154865	0.0511307201	-0.0047210748	-0.0282447247	0.0045597865	-0.0516633985	0.124739196	0.0186200763	-0.0561769528	-0.1017484151	-0.0214439471	-0.0104590831	-0.0320094599	-0.0645912318	0.0613184081	0.1707938249	0.0118590029	0.1328468879	0.0400331007	-0.1181280096	0.0241096642	-0.1003650072	0.0930794424	-0.0664918674	0.095582193	0.0036754434	-0.0639616793	0.0361705939	-0.0674221418	-0.0264570407	0.130272218	-0.0690785993	-0.1916342716	-0.1953496489	-0.0449761633	0.1554579513	0.1533170814	-8.628480827610474e-07	-0.0190451996702733	7.445068139244153e-13	0.0003627196304805	-0.0514442843789026	-0.0220059808819569	0.0026465143952574	0.000484263194577	0.0003674883716513	5.308049972539995e-05	2.817539451098184e-09	1.35047703298924e-07	0.0009421697270831	-0.0001698299237136	8.876837946318431e-07	2.8842202988601153e-08	0.0006822668100336	0.0006830420236502	4.665464060722053e-07	4.654880000734245e-07	-0.0004953214833803	-3.218627321000195e-07	1.0359561831488893e-13	2.453433718980609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.5124538505984	-0.0033667959883132	752577.8575858866	1.1335315226922143e-05	867.4199855477469	-0.4925132969447077	0.2425693476673458	752417.4313276535	814.637469196663	0.7338832749896937	0.5385846613095985	663634.206219144	814.175388145614	711.1422710964524	1.24803	17.417566	0.1118751404616179	0.0596095060972803	-0.0429528305	-0.066031172	-0.0833118864	0.0896782624	-0.0301742387	-0.0710125659	0.0665371276	0.0288146078	-0.0388032606	-0.0211716724	0.1115516721	-0.0754568968	0.1470639433	0.0016535583	-0.0293266383	-0.0646048274	-0.0131810046	0.042040347	-0.0441193741	-0.0094777297	-0.0064048184	-0.1072472184	0.093462025	0.0689746405	-0.013361043	-0.0136146257	0.0691524305	-0.0124542506	-0.0121769591	-0.0973189973	0.0183709066	-0.1594444026	-0.0217791099	0.0255428243	-0.0484804371	-0.0367506319	-0.0917629713	-0.0287384876	0.0250857214	-0.0948641133	0.0248169181	0.0396101424	-0.0783210518	-0.0526938841	-0.1339864746	0.0770616515	-0.0590439925	0.02293636	0.0052001765	0.085015835	-0.043916027	0.106617367	-0.1089008434	0.1134155416	-0.0903428871	-0.0122703685	-0.1503657776	0.0294431293	-0.0122545701	-0.0095934637	-0.0028132302	0.0182424798	-0.0268858095	-0.0580015048	-0.0545869891	0.2198120762	-0.2149089252	-0.0512747982	-0.0548912078	-0.0247083936	0.1547718027	0.1505910958	0.00012026248082	0.0001211253289027	1.4463064292980869e-08	1.4671345301802041e-08	-0.0126626378713297	0.0387816465075728	0.0001603423978604	0.0015040161058383	-0.0247937925665695	-0.0251612809382208	0.000633090058452	0.000614732149834	0.0012150023915189	0.0002728326644358	1.4762308113966465e-06	7.443766278313785e-08	-8.007565144296791e-07	-0.000683067566548	4.66581300469847e-07	6.412109954015689e-13	-0.0004949999606257	3.2152275460009105e-07	1.0337688172563037e-13	2.450249610194445e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.4805065239497	-0.0319473266487193	752522.4291990483	0.0010206316799999	864.2310595049177	-3.18892604282928	10.16924930663481	746895.3242129926	814.2671604774722	-0.3703087191908025	0.1371285475087326	663031.0086320455	813.9978120019831	711.9271155935023	1.039193	14.503021	0.0608876892091077	0.0325471405879078	-0.0189114479	-0.1531595551	0.0873387367	0.0578739146	0.0087860618	0.0764624148	0.0356864908	-0.1400161796	0.0593832156	-0.0192665563	0.0154126592	-0.1188817629	0.0562292224	0.0851591515	0.0749167212	0.0224021512	0.1024250168	-0.1059754805	0.0700568441	0.0261310321	0.0496643809	-0.0715136414	0.0356566035	0.0541158334	0.0671665058	0.1363875684	-0.0010151696	0.0693375953	-0.0087422695	-0.0625722531	0.1105719766	-0.0510924257	-0.1438281707	-0.0131884194	0.0713748916	0.0275140956	0.0707798187	0.0798732193	0.0490908779	-0.0036039902	0.1245174837	-0.0186332732	0.0842904776	-0.0749161513	-0.0003776634	-0.1168803223	-0.0412184257	-0.0900572966	0.097760308	0.0462569361	-0.1234631711	0.0106043373	-0.0714914763	0.0161478037	-0.0082652831	-0.0006486531	-0.0191235141	0.0064210026	-0.0517561194	0.0253417522	-0.0634485022	-0.0331511659	-0.0166502655	-0.0353673881	-0.0655626308	0.0377255332	0.0470214667	-0.10119151	0.0277218287	-0.1082390839	0.1538585052	0.1469813818	0.0001092065338355	-1.1055946984499994e-05	1.1926067032364206e-08	1.2223396372407448e-10	-0.0007491660837359	0.0119134717875938	5.612498210201857e-07	0.0001419308100337	-0.0106784761094615	0.014115316457108	0.0001992421586843	0.0001140298520203	0.000806058312153	-0.0004089440793659	6.497300025909431e-07	1.6723526004842354e-07	0.0002533143377048	0.0002541150942192	6.457448111004798e-08	6.416815368682145e-08	-0.0004611022338624	3.389772676329995e-05	1.1490558797193416e-09	2.1261527007289545e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.6762055054149	0.1956989814652843	752861.9976002751	0.0382980913465496	864.3066497584751	0.0755902535574932	0.0057138864328861	747025.9848167194	814.6077578980811	0.3405974206089013	0.1160066029254368	663585.7992277388	814.3357467049575	711.4298881385209	1.172103	16.357929	0.0816312095854435	0.0441420961993495	0.0095610954	-0.0142157345	0.1827932394	-0.0886958784	0.0106682972	0.106612479	-0.1039881899	-0.0199463613	-0.0592775154	0.0017934263	-0.0637278492	-0.1016150527	-0.0130208937	0.0444806019	-0.012773249	0.0620273478	0.3104885031	-0.0689947056	0.115863228	0.1090371503	-0.2332799243	0.0777409875	-0.0042102708	0.0550544994	0.1706563892	0.1524679726	-0.0018909832	-0.094622742	0.0026630981	0.0358013203	0.1200027747	0.0020648622	-0.1145236535	0.0525423938	0.0142956778	-0.0500626515	0.0528856536	0.2713388153	0.0344703101	0.2678540689	0.0585420791	0.0966227209	0.0734443432	-0.068318582	-0.0666607374	-0.0624850165	0.0452002887	-0.0234775464	0.1330494089	0.0237957062	-0.0659734685	-0.0025319681	0.0898131255	-0.1820022139	-0.017269496	-0.024091178	-0.0377433383	-0.1103378377	0.0115808277	0.0787819301	-0.1472269083	0.2615237191	0.1772180011	-0.0300709339	-0.0658005151	-0.1113919068	0.2435902074	-0.0963399649	-0.0039226776	0.0046022805	0.152719399	0.1425091225	5.695137566874564e-05	-5.225515816675436e-05	3.243459190562593e-09	2.730601555032515e-09	-0.0132312127784359	-0.0124820466946999	0.0001750649915882	0.0001558014896886	0.0168498627639053	0.0275283388733668	0.0007578094411269	0.0002839178751624	0.0003809702831987	-0.0004250880289542	1.451383566804977e-07	1.8069983236025176e-07	-0.0001190942360624	-0.0003724085737671	1.3868814581532e-07	1.4183437063286656e-08	-0.0004949770083251	-3.3874774462700006e-05	1.1475003448987926e-09	2.4500223877046615e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.5987064463822	-1.0774990590327889	750993.3180145428	1.161004222216545	862.6787434169224	-1.6279063415527162	2.6500790568675487	744214.6143434002	815.1432150008441	0.5354571027629618	0.286714308899305	664458.4609619123	814.2592361543808	699.8333714338099	0.965905	13.480215	0.0846572070337159	0.0440811337793091	0.0435488598	0.0630947664	0.136603595	-0.0947294165	0.0324633075	0.1283624887	-0.1938975275	-0.021989037	-0.004448819	0.0003144234	-0.1248333766	-0.0044482516	-0.0723052753	0.1060283612	-0.01989491	-0.0787629586	0.1070067379	0.0586340069	-0.0732025303	0.1516173187	-0.0361631958	0.1111518659	-0.0076291352	-0.0459895677	-0.0125958834	0.0026740145	0.0435818825	-0.2137938744	-0.0026757515	0.1151085737	0.0851815939	0.0529860684	-0.1088272191	0.0684388767	-0.1190787838	-0.0964136934	-0.0393609017	0.032954956	-0.0084601168	0.1150616276	-0.0272154434	-0.0277360127	0.0131713958	0.0990885858	0.0284728026	-0.0412179531	0.0823423636	-0.0613458651	0.0834179738	0.0148678654	0.0181413994	0.0964003004	0.0566654528	-0.2378492307	0.0067793219	-0.0297062042	-0.0343244213	-0.0948661018	-0.0127173408	0.1179870307	0.005363725	0.1648562712	-0.0216303246	-0.0048594962	-0.0420032033	-0.1261903008	0.0199807139	0.1021991068	0.0157568283	0.0827775252	0.1513561561	0.1372005631	0.0023703513759727	0.0023134000003039	5.618565645575673e-06	5.351819561406336e-06	-0.0311872906437002	-0.0179560778652643	0.0009726470976946	0.0003224207323034	0.0424639487022489	0.0256140859383436	0.0006560813984568	0.0018031869393872	0.0003810119743257	4.1691126999971694e-08	1.4517012457956786e-07	1.7381500705277685e-15	-0.0003259862718931	-0.0002068920358307	4.280431449017165e-08	1.0626704946276213e-07	7.356212931328179e-05	0.0005685391376383	3.232367510265948e-07	5.4113868691039915e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.3054958341107	-0.2932106122714231	750485.2121123845	0.0859724631485828	868.5813482883998	5.902604871477365	34.84074426878832	754433.5585944945	815.106623435507	-0.036591565337062	0.0013389426538164	664398.8075684335	815.4448921812093	701.0974964511793	0.940988	13.132476	0.0750792620143565	0.0479593656071244	0.0332843865	0.1466208785	0.0517106336	-0.1288378147	0.0167628435	0.0722554637	-0.2326804162	0.0829242077	-0.0460655542	-0.0053955706	-0.0829792474	0.1319586606	-0.178680403	-0.0482544683	0.0695766202	-0.1272773384	0.0003842333	0.1089178713	-0.1181385044	-0.1080273916	-0.0770805917	0.1316293229	0.1172002456	0.122609896	-0.2052635458	0.0698450017	-0.0501597029	0.0070868607	-0.0087223331	0.1269326658	-0.075008448	0.1564937004	0.0053820142	-0.0943710297	-0.2180472014	-0.0753025424	-0.0124491261	-0.1241269202	0.0267914182	0.0681974818	-0.0383523875	0.1223290879	-0.1382731704	0.0283542348	-0.0018811645	-0.1007593503	0.0649472242	-0.0134272927	-0.005187513	-0.0623700141	0.0982417983	0.0675406004	0.0677951906	-0.3020367089	0.1484925599	-0.0783572032	-0.0709472455	-0.0136688337	0.122805364	0.1183366154	0.1325389324	0.0643076655	-0.121193105	0.0191544163	-0.0528816535	-0.0674667379	-0.0478990512	0.1791644676	-0.0155232066	-0.0901301525	0.1497707771	0.1310868562	0.0022034289728907	-0.0001669224030819	4.855099238574166e-06	2.7863088650669678e-08	-0.0310199442148899	0.0001673464288102	0.0009622369390948	2.8004827235560322e-08	0.0180528576905487	-0.0244110910117002	0.0005959013643815	0.0003259056707952	0.0010339545014082	0.0006529425270825	1.0690619109822795e-06	4.263339436728813e-07	-0.0003251449226864	8.413492066999752e-07	7.078684876146776e-13	1.0571922074874504e-07	-0.0002793320378128	-0.000352894167126	1.24534293191611e-07	7.802638734865153e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.990647938939	-1.314847895171738	748208.8210218255	1.7288249874375496	862.7675068882534	-5.81384140014643	33.8007518260566	744367.7709421723	814.9269035495057	-0.179719886001294	0.0322992374243181	664105.8581287854	814.7954540871194	692.6804336462945	1.056763	14.748228	0.0467364705643432	0.0201430555766112	0.0583138336	0.1497033656	0.0011967779	-0.0583916251	0.0723157398	0.0529497987	-0.1351116499	0.170410861	0.0892067691	0.0141613087	-0.1304586063	0.0535370154	0.0028317242	0.0478539516	-0.0430431106	-0.0815947023	-0.0319652856	0.0588106625	-0.1700669637	-0.2082907175	-0.0613158639	-0.0533886215	-0.1103390518	0.0732372886	-0.0998257414	0.1778308309	0.0174008121	-0.0470235638	0.0169705234	0.1722624781	-0.0445278035	0.0056300226	0.0105063804	0.0573350362	-0.0843218301	-0.0710105732	-0.0394499264	-0.1611913526	0.0063304839	-0.0464796999	-0.0534176222	0.1910575942	0.0590476612	0.0982537772	-0.0259140465	-0.1246768898	0.0498689848	-0.0779864844	0.0282991907	0.0025112065	0.1507607915	0.0394810849	0.0298012112	-0.1760232357	-0.1264484692	-0.0437743857	-0.0804958756	-0.1435991944	0.1340760616	-0.0404456022	-0.0207715013	0.1575597743	0.0213737192	-0.0124104513	0.2023707616	0.0695692313	-0.2034163644	0.1202063588	-0.0634443142	-0.0027049694	0.1479655889	0.1242038795	0.0001260872451069	-0.0020773417277838	1.5897993378647476e-08	4.315348653991784e-06	-0.0245508118871384	0.0064691323277515	0.0006027423643176	4.184967307395957e-05	0.0063620657812037	-0.011690791909345	0.0001366746154676	4.047588100436304e-05	0.0008569932481405	-0.0001769612532677	7.344374273584047e-07	3.131528515807506e-08	-0.0001790308319653	0.0001461140907211	2.134932750725385e-08	3.2052038794187495e-08	-7.242328981234167e-05	0.0002069087480004	4.281122999911717e-08	5.245132907242432e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.8910678073853	4.900419868446306	756710.469851073	24.014114887063315	869.0002914864676	6.232784598214266	38.84760384773697	755161.5066035658	817.1840973449927	2.2571937954869554	5.094923830384808	667789.8489535504	816.9175513866802	709.3696038378062	1.339228	18.690323	0.0500260852176221	0.0286954464282155	-0.0475255576	-0.014471269	0.0665884421	0.141721515	-0.0544691944	-0.0136924031	0.0692618028	0.0112427666	0.0583143592	0.130666811	0.0452076923	-0.0537636074	-0.0506894551	0.1566706238	-0.0130381893	-0.106323781	0.0923120096	0.2245639355	-0.1038327004	0.0033326249	0.0922327166	-0.1151489625	-0.0851083285	-0.0068156454	0.1179416622	0.0913521869	-0.1927435947	0.0888612091	0.1230998579	-0.0523784546	0.0403899194	0.0400660997	-0.0755364639	0.1331543788	-0.1523388285	-0.1707193507	-0.2755285067	0.0050255945	0.0179176623	-0.1454118556	0.065385939	-0.0631499263	0.0066391019	-0.031889185	0.0557497461	-0.1187508716	-0.0215861189	-0.0221004336	0.1044435265	0.0068700005	0.0578667561	0.077918099	-0.0436510724	-0.1233352674	-0.0203401814	0.0975662724	-0.056846963	-0.0686627944	-0.07739132	-0.0427106847	-0.2155576465	-0.1394768057	0.1071071189	0.1021360646	-0.0126561001	-0.0623294028	-0.1326540868	-0.0527374066	0.0352244657	-0.0384931321	0.1459432408	0.1165920251	1.069778834050794e-05	-0.0001153894567663	1.144426753783076e-10	1.3314726732843062e-08	-0.03120031114112	-0.0066494992539815	0.0009734594153026	4.421584032870185e-05	0.0064959088090432	0.0001338430278395	1.79139561012453e-08	4.219683125540505e-05	0.0003809999922819	-0.0004759932558586	1.451609941188079e-07	2.2656957962287066e-07	-5.3311895564789344e-08	0.0001789775200697	3.2032952690312474e-08	2.8421582087110048e-15	-0.0002799995834647	-0.0002075762936523	4.30879176864501e-08	7.839976674040551e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
