global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
810.2038701060994	n/a	n/a	656430.3111349012	968.3002894857656	n/a	n/a	937605.4506182176	756.4379429087403	n/a	572198.3614720067	n/a	774.2951013701777	618.3537427715668	n/a	n/a	n/a	n/a	-0.0030038602	0.0027729843	-0.0122838699	0.1268738031	-0.2088077003	-0.1032491337	0.1517187214	0.2732625691	-0.3539697434	0.4280472422	-0.0126528974	-0.0371515999	-0.1160137868	0.1070615774	-0.0195291814	0.0067215368	-0.1397236068	0.1493516553	-0.3678071987	0.0282908004	-0.0789540514	0.0392821519	-0.0530621858	0.1098534784	-0.1279969568	0.1437580723	-0.1405854052	0.075958334	-0.033681925	-0.0386230146	0.1432555775	-0.0585097573	0.2240708753	-0.0276246147	0.1296326545	-0.150606411	0.3289442886	0.268857983	-0.0011698141	0.08302281	-0.0771883698	-0.1434902667	-0.0705874745	0.0284010336	-0.0281278561	0.0875384295	-0.0971973452	0.1421237999	-0.0450894186	0.1986662252	-0.1350223466	0.1096473786	-0.0403260872	0.1691959559	-0.1123975441	0.0651171575	-0.2711529245	0.1523962007	-0.0857479128	0.0022696728	-0.0857657684	0.0061040371	-0.2004418507	-0.0357100961	0.1109478729	0.1561451084	0.1560591586	0.0052893503256683	n/a	2.7977226867647345e-05	n/a	0.043639158096127	n/a	0.0019043761193387	n/a	-0.0529571689855146	n/a	n/a	0.0028044617469603	0.0008930001259896	n/a	n/a	7.974492250174414e-07	-0.0002579998150786	n/a	6.656390458059182e-08	n/a	1.1518581419342653e-07	n/a	n/a	1.3267771791402582e-14	0.0
810.8027342125691	0.5988641064697049	0.358638218017758	657401.0738065781	953.242184547756	-15.058104938009592	226.7465243241089	908670.662401378	756.5763348929489	0.1383919842086243	572407.7505200476	0.0191523412932001	773.046778010592	623.7870276726117	1.163537	19.445969	0.1242671828139411	0.0632691572875309	0.1122156118	0.0891315017	0.0509812711	0.199711551	0.0294407481	-0.1304441709	0.0925621924	0.0015907618	-0.0282426423	0.0454923469	-0.0186371346	-0.0869668271	0.0110452654	0.102675096	0.0236390542	-0.0747907201	0.035608	0.2560421266	-0.1530153227	-0.0585768684	-0.0046885208	0.2158556364	0.102764026	-0.2184964501	0.0883274054	-0.0814479648	0.1274854784	0.068172583	-0.0825729754	-0.0133334871	0.0284094116	-0.106202749	-0.0062581104	0.0658582869	0.1357339167	-0.0660451739	0.1460444077	-0.0848047967	0.1638729595	0.3676286127	0.10533496	0.1232425162	-0.110357635	0.059038976	-0.1189595517	0.1291297172	-0.2142519216	0.1357782653	-0.1581962358	0.175268328	-0.0805889037	0.2754494942	-0.0264817412	-0.0165475982	0.0794057617	0.0255457388	-0.0656636045	-0.1379013894	0.0399355814	-0.0304368704	-0.1272510789	0.0129194241	0.0699679718	0.1200726289	0.0487843477	0.155915944	0.1551433414	0.0224348174302662	0.0171454671045979	0.0005033210331293	0.0002939670422348	7.067124811044323e-05	-0.0435684868480165	4.994425309487826e-09	0.0018982130462257	-0.083726045425692	-0.0307688764401773	0.0009467237573909	0.007010050682625	0.0013609996481024	0.0004679995221128	2.190235526978092e-07	1.8523200421348569e-06	-0.000444999775677	-0.0001869999605984	1.9802480035258037e-07	3.496898526380316e-08	8.027515259798447e-07	6.875657117864182e-07	4.727466080243639e-13	6.444100124629693e-13	0.0
808.118562199718	-2.6841720128511497	7.204779394573393	653055.6105717395	952.5779225556748	-0.6642619920811512	0.4412439941236194	907404.6985404852	755.9223824557007	-0.6539524372482219	571418.6482975027	0.4276537901828897	772.6816869853849	629.3292559129994	1.186663	19.832476	0.2116056107682376	0.1290918789846342	0.1240778603	0.0565926635	-0.1015341006	-0.1267082817	0.104288095	-0.0165610431	-0.0338950565	0.0822330167	0.0281770784	-0.172663619	-0.0868852616	-0.0626213942	0.0127047951	-0.1878253282	-0.1183014416	-0.0135388797	0.058092685	0.0679842696	-0.003339664	-0.037278579	0.0512776301	0.0448852211	0.0753479485	-0.1027120118	0.1116623694	-0.2285406237	0.0612923231	0.0346180403	-0.0669723813	0.0487787949	-0.0955408356	0.1910665464	-0.0405252303	0.0236857572	0.0769984746	0.006384271	0.0521563127	-0.0220266937	0.034683907	-0.0062780558	0.0807132155	0.0385539336	0.1193787877	0.0412351427	-0.042646998	0.1508552888	-0.0653026301	-0.1743714619	-0.1975602382	-0.0269143528	0.0040562013	0.1253684394	0.0631031692	-0.1277222477	0.240771756	0.0401486155	-0.0728367019	0.0307640414	-0.0152771138	0.1736023131	0.1283702207	-0.1253405867	-0.0658190575	-0.0571099197	0.0537047968	0.1554579513	0.1533170814	0.0079110652702922	-0.014523752159974	6.25849537108234e-05	0.0002109393768043	0.1171115976217436	0.1170409263736331	0.0137151262975171	0.0136985784463982	-0.0409663239219355	0.0427597215037564	0.0018283937830788	0.0016782396956769	0.0009129786245751	-0.0004480210235272	2.0072283752244945e-07	8.335299689310415e-07	-0.0002930656712891	0.0001519341043879	8.588748768813082e-08	2.30839720761533e-08	-0.0001448663351763	-0.0001456690867022	2.121948282067632e-08	2.0986255067412092e-08	0.0
803.8491896085684	-4.26937259114959	18.227542322059367	646173.5196343522	950.608802662725	-1.969119892949834	3.877433152810766	903657.0956998596	753.9186463174941	-2.003736138206591	568393.3252652028	4.014958511555063	771.1814175514853	621.2139344143023	1.362337	22.768488	0.1266433301575492	0.0920022113312683	0.0106535144	-0.235536969	-0.0488540807	-0.1034322494	0.0849468027	0.1630163786	-0.0385447999	0.0367493197	-0.182952087	-0.1609501238	0.1042645503	0.0584123141	0.1769941887	-0.0648242326	-0.0536865361	0.1430732594	-0.2157529332	0.1157846281	-0.0730747648	-0.1754835549	0.0763074544	0.0814092294	0.054178879	-0.0418496638	-0.1367132687	-0.1860601882	0.0518995356	-0.1057979639	0.0600606854	0.187543825	-0.1025650281	0.003715593	0.1698111704	-0.2033063323	0.0287313439	-0.0652639641	0.0615995144	-0.0431182628	0.197028841	-0.0047698795	0.07386363	-0.0720067899	-0.1049972674	0.2002204609	0.1225430543	-0.1021125619	0.0927050669	-0.0389269786	-0.2248759533	-0.0189779639	-0.1163993902	0.1599459052	-0.0616430158	-0.0674253397	-0.0747007211	0.0049390291	-0.2064278789	0.0973531831	-0.0934458285	-0.0106905587	-0.0787220139	-0.0849683018	0.0371842836	-0.0553410764	0.0249991885	0.1547718027	0.1505910958	0.0031326022938742	-0.004778462976418	9.8131971315859e-06	2.283370841699757e-05	0.0268892155050934	-0.0902223821166502	0.0007230299104793	0.0081400782348028	-0.0376719964316549	0.0032943274902806	1.085259361321848e-05	0.0014191793151466	0.0010550028289848	0.0001420242044097	2.0170874638208262e-08	1.1130309691659312e-06	-1.3000001124252591e-05	0.0002800656701648	1.6900002923056863e-10	7.84367796048851e-08	6.941733162357973e-09	0.0001448732769094	2.0988266362485762e-08	4.8187659297380416e-17	0.0
802.475615527578	-1.3735740809903518	1.8867057559684897	643967.1135163653	946.1048009540724	-4.504001708652595	20.286031391545496	895114.294388345	753.2844083761867	-0.6342379413074468	567437.3999026616	0.4022577661939083	769.8923190547596	601.6071512518203	1.33797	22.361242	0.081162533478488	0.0395211350105024	-0.1667089787	0.0262402453	0.021273208	0.096271256	0.1087956526	0.03860636	-0.1043882598	-0.2636453889	0.0185593815	-0.007571705	-0.2063765886	0.1432774967	0.0216923025	-0.0321870261	-0.0409115066	-0.0934209324	0.0745849346	0.1239331025	-0.0218671333	0.0147048321	-0.077338959	0.0160852087	0.0425376499	-0.070491744	0.1602157309	0.1957008711	0.1259745842	-0.1039246732	0.1317038454	0.0343843458	-0.0661834616	0.0055699451	-0.0514063279	0.0691411976	0.1903817383	-0.0518591669	-0.1334220673	-0.047675075	-0.1375362423	0.1231579115	0.0115103667	0.1212539693	0.0158320447	-0.0527991534	0.0929332549	-0.0741371652	-0.0573353233	0.0027470963	-0.0169548432	0.142838678	-0.0015404478	0.152793547	-0.1927947861	-0.1399346018	0.1393064422	0.197490563	0.0603615749	-0.0737697371	0.0002973398	0.0578094324	-0.0248255194	0.0053728378	-0.0850057845	0.0278839379	-0.0245748647	0.1538585052	0.1469813818	0.0232739012237743	0.0201412989299001	0.000541674478174	0.0004056719225835	0.0504972054923484	0.023607989987255	0.0025499677625364	0.0005573371912383	-0.0491746783274038	-0.0115026818957489	0.0001323116907947	0.0024181489886036	0.0009689998211848	-8.600300780000009e-05	7.396517350646876e-09	9.389606534561744e-07	-0.0004449996143911	-0.0004319996132668	1.980246568082277e-07	1.8662366586270572e-07	2.1557397799520282e-07	2.0863224483284485e-07	4.3527413583992116e-14	4.6472139988676195e-14	0.0
806.9669539639232	4.491338436345131	20.17212094979113	651195.6647898125	949.4474985869034	3.3426976328310047	11.173627464534002	901450.552572928	755.4274065832	2.1429982070133065	570670.5666170194	4.592441315262247	771.909360223291	603.2664697174279	1.30987	21.891617	0.0829548304825482	0.0536694739968877	-0.0921519708	-0.0621788248	-0.1262152251	-0.0355258285	-0.1584871976	0.1169162785	-0.1003160834	0.1323477272	0.0319594042	0.0652790718	0.0124076571	0.0062331902	-0.0481857739	0.0063073303	-0.1459317528	0.0411319377	-0.1261081073	-0.1259839164	0.0094719249	0.1048942698	0.0252571166	-0.0249135024	-0.0208506605	-0.0391977413	0.3393394922	0.0583452818	0.062607722	0.0565338726	0.0090757001	-0.1022548344	-0.0282948347	0.0659939838	0.1765037454	-0.0325248138	-0.1011595608	0.097444096	-0.0456580995	0.057533988	-0.0543539778	-0.020924191	0.0124619388	-0.1622589765	0.0844179589	0.0851791701	0.0141096716	-0.0120008169	0.0237420142	-0.0273079775	0.1820408135	0.1793290674	0.0769067303	0.0099640208	0.0088425128	0.1639390832	0.0586360229	0.0097136308	-0.0958368323	0.0529362543	-0.0060094166	0.0650560768	0.1284864813	0.2595036169	-0.1598354419	-0.1541739915	0.1870318869	0.152719399	0.1425091225	0.0126890045292071	-0.0105848966945672	0.0001610108359422	0.0001120400380346	0.1005738542116461	0.0500766487192976	0.0101151001509854	0.0025076707469559	-0.0321826471330268	0.016992031194377	0.0002887291241106	0.0010357227764889	0.0010750011720111	0.0001060013508262	1.1236286377000325e-08	1.1556275198252386e-06	-0.0004449995172757	9.711540003166236e-11	1.9802457037560602e-07	9.431400923309806e-21	2.392035224221909e-07	2.3629544426988085e-08	5.583553698270037e-16	5.721832513918359e-14	0.0
808.6221348386151	1.6551808746919503	2.7396237279460105	653869.7569509594	948.905489083995	-0.5420095029083996	0.2937743012430104	900421.6272137357	756.1753161817754	0.7479095985754611	571801.1088026081	0.5593687676413074	771.973080905179	619.1946686677145	1.171138	19.573002	0.1636322841347548	0.1001778608006799	0.0441928826	0.0602463166	0.1089755269	0.0842604996	0.0159926717	-0.0709716303	0.0770516927	-0.13543725	0.0175181701	-0.0154632975	-0.0082954927	-0.0304159108	0.0331285101	0.1112874168	0.0654304815	-0.077344206	0.0328979715	0.0361230131	0.0116334057	-0.0559683483	0.0397901392	-0.0021757064	0.100904585	-0.2321588423	0.0998847838	0.0792932783	-0.1076959188	0.0171298881	-0.0221017619	0.0193150294	0.0651025434	-0.1256638822	-0.0476755488	0.0323311037	0.0591938404	-0.0549320871	-0.0878070362	0.1180665581	0.118759878	0.1242612632	0.0631461031	0.0792853728	-0.1088435723	0.0328739345	-0.1501530065	-0.092182107	-0.1366181925	-0.008323462	0.1043739688	0.167124756	0.0307784089	-0.0610299465	0.0362233219	-0.0292316495	-0.0596419904	0.0027554357	-0.0602505475	-0.1708369612	-0.0658035166	0.0258996327	0.0683040772	0.3025735745	0.0813546819	0.0633331619	0.1251217352	0.1513561561	0.1372005631	0.018301249512973	0.0056122449837658	0.000334935733736	3.1497293757805495e-05	0.0227745324669115	-0.0777993217447346	0.0005186793290864	0.0060527344639407	-0.0846721597715571	-0.0524895126385303	0.0027551489370304	0.00716937464038	0.0016290017295768	0.0005540005575657	3.069166177831065e-07	2.653646634964206e-06	-0.0004449998849236	-3.676479000251122e-10	1.9802489758201725e-07	1.3516497839287489e-19	8.623736633025765e-07	6.231701408803856e-07	3.883410244848797e-13	7.436883351579056e-13	0.0
808.8050472035535	0.1829123649383746	0.0334569332473491	654165.6043819424	952.7514800196108	3.84599093561576	14.791646276838586	907735.3826795588	757.2875033291904	1.112187147414943	573484.3626985585	1.236960250874988	773.626454904831	619.1626187528768	1.037432	17.338408	0.17676330909823	0.1210887901032813	0.0758193612	0.0041391597	-0.1035385567	-0.0501906151	0.0960306523	-0.0684581761	-0.0827446272	0.0819557304	0.0485176401	-0.0645382491	-0.0686681692	-0.1042205375	0.010021151	-0.1102743233	-0.1331154787	0.0319150902	0.0357098451	-0.0798501543	0.1474269092	0.101283547	0.0714477203	-0.0227940044	-0.1278727594	-0.1025092089	-0.0402663035	0.2478149136	-0.0665657759	-0.0220477066	-0.1137097881	-0.0352891497	-0.1069685252	0.1435813123	-0.0183394717	-0.0250593033	-0.0169778342	0.1081385757	-0.094535206	-0.0281520232	0.0165174111	0.0027492156	0.010995058	0.0431386006	0.1467135606	0.1160275463	-0.0799642559	-0.0098769905	-0.016926316	-0.1993641405	0.1041577487	0.03597121	0.0650059575	-0.1071618381	0.0877683986	-0.0491892697	0.1745752677	-0.0968081027	0.0921577302	-0.079580878	0.0536197583	0.1356811751	0.0390492737	0.1986321407	0.0016778705	0.117553794	0.1115948181	0.1497707771	0.1310868562	0.0177302370738487	-0.0005710124391242	0.0003143613066948	3.2605520563468085e-07	0.138689838057985	0.1159153055910734	0.0192348711805501	0.0134363580702719	-0.0687366634649606	0.0159354963065965	0.0002539400425375	0.0047247289042952	0.0012570018394435	-0.0003719998901333	1.3838391825918726e-07	1.5800536243643424e-06	8.962307068927089e-06	0.0004539621919925	8.032294799774046e-11	2.0608167175866004e-07	-6.000543943958413e-05	-6.086781310288671e-05	3.704890671927947e-09	3.600652762337599e-09	0.0
806.1811305701757	-2.623916633377803	6.884938498916704	649928.0152874066	949.9881882377292	-2.763291781881549	7.635781471814104	902477.5577912031	754.5287356184596	-2.758767710730808	569313.6128739913	7.610799281770904	770.8565284553798	622.6413247267674	1.133689	18.947136	0.1735864652644542	0.1035267027249009	0.0830539204	-0.1909315242	-0.1577570244	-0.094717627	0.086371797	0.0166408152	-0.0157972502	-0.0272111053	-0.0702298354	-0.117166569	0.1608230584	0.035038199	0.0165306332	-0.0498133044	0.0121254241	0.211953954	-0.0730731516	0.0039037703	-0.033448473	-0.1018246065	-0.0505355771	-0.038865877	0.0064140927	0.042550662	-0.0755082401	0.1749947556	-0.0990647973	0.1430653619	0.0285786536	0.0779463031	-0.0167956102	0.0246698386	0.0350085447	-0.2510649474	0.0293925935	-0.152221782	-0.0209004206	-0.0389981345	-0.0088440142	-0.0507851599	-0.059475553	-0.0325902134	-0.0856932075	0.2270003007	0.0134033424	-0.0921529885	0.1463811939	-0.2192834429	0.0453757813	0.0151197079	-0.0912075145	-0.1005284113	0.0269944057	0.0273894458	-0.1611186514	-0.0788154429	-0.0776469915	-0.1275844615	-0.0478558055	0.0495165052	0.038123717	-0.0384541888	0.0260995398	0.0290428257	-0.121213695	0.1479655889	0.1242038795	0.0108463821375295	-0.0068838549363192	0.0001176440054733	4.738745878428623e-05	0.0439529740321518	-0.0947368640258331	0.001931863926271	0.0089750734054492	-0.0517142130533159	0.0170224504116447	0.0002897638180169	0.0026743598317237	0.0014938946607576	0.0002368928213141	5.611820879015416e-08	2.231721257440065e-06	-0.0004458489993386	-0.0004548113064075	1.987813302112309e-07	2.068533244361215e-07	-0.0004671672295311	-0.0004071617900915	1.6578072331052765e-07	2.182452203477635e-07	0.0
805.0066530377724	-1.17447753240333	1.3793974741202149	648035.7114350764	948.3350972382918	-1.6530909994373817	2.732709852420881	899339.4566539604	754.1662334270939	-0.3625021913657065	568766.7076416098	0.1314078387449393	770.0971049585521	606.29196958176	1.262787	21.104721	0.1099629629967772	0.0615980771996819	-0.0635830291	-0.0533755454	0.0906965309	0.035956966	0.0811695971	-0.0216429869	-0.021119225	-0.1846700606	0.0350662562	-0.0091804883	-0.0135033714	0.0710081885	-0.0158397893	0.0728037337	-0.0024074364	0.0024921794	0.1919901392	-0.0950388458	0.0946992764	-0.1385672157	-0.0455918068	0.0631080866	0.0841239213	0.2362811438	0.1904416384	0.0314496423	0.0825352347	0.0662655345	0.0678651393	-0.0508820545	-0.051679228	-0.0852390931	-0.1066953691	0.0327062796	0.0211726461	-0.0833653789	-0.1355057889	-0.2177439329	-0.2558885598	-0.0632291721	-0.0369934831	0.1100530487	0.0615205101	-0.0258273747	0.0466863592	-0.1070316614	0.0131748835	0.0310906911	0.0311287278	-0.0986539414	0.0102727622	0.0116684647	-0.0299469298	-0.0038748753	0.1265157788	0.1130869338	0.1850578613	0.0246760237	-0.0025132944	0.1074968957	-0.1573489236	-0.1501005666	-0.276027419	0.0796730038	-0.0900342193	0.1459432408	0.1165920251	0.0125033423340141	0.0016569601964846	0.0001563335695215	2.7455170927342848e-06	0.0934060360489041	0.0494530620167523	0.0087246875703691	0.0024456053428327	-0.0458134686122235	0.0059007444410924	3.481878495908292e-05	0.0020988739062831	0.0012740048703351	-0.0002198897904225	4.835151993205099e-08	1.623088409637555e-06	-0.0001449543697127	0.0003008946296259	2.101176929880612e-08	9.053757813770752e-08	7.109227726945959e-05	0.0005382595068005	2.897232966611816e-07	5.054111887357721e-09	0.0
