global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
810.5515192969283	n/a	n/a	656993.7654345587	961.1469875204152	n/a	n/a	923803.5316195692	754.6286236824245	n/a	569464.3596808303	n/a	773.448862697509	621.7636153799164	n/a	n/a	n/a	n/a	-0.0482248341	0.1086532948	-0.1409058319	0.113283632	-0.0455830254	0.0110578707	-0.2911185186	0.4926496478	0.1436152685	-0.1989927129	0.2689811653	-0.0629939517	-0.0981765726	0.165060873	-0.0862773542	0.1118457624	-0.0217091231	0.0975088343	-0.1946863843	0.0807913139	0.0563974967	-0.0387352675	0.1528876012	-0.1054427366	0.017547421	-0.1160450498	0.1848511543	-0.1369458307	0.1684707237	-0.0556539021	0.0414395061	-0.1587286456	0.2410500781	-0.0904422234	0.0204310155	-0.0289052021	0.1667549169	-0.2357030446	0.0859482948	-0.0968474541	0.1658152209	-0.0453884372	0.1539695536	-0.2873591868	0.0010856478	-0.0042993384	0.3824444334	-0.0991191029	0.081877219	-0.2653455048	0.0520827691	-0.0085722348	0.1070449144	-0.1316979178	0.1560982953	-0.0037291348	-0.0434662267	0.1406755253	-0.0678023297	0.0944775463	-0.008183554	0.0398378059	-0.1131506673	0.1072761878	-0.0204954221	0.0615161535	-0.0921207091	0.0773257097	-0.0927759343	0.0239864698	0.0428100718	0.1561451084	0.1560591586	-9.357601129522664e-07	n/a	8.756469889924384e-13	n/a	0.0349488400115092	n/a	0.00122142141815	n/a	-0.0946881449521299	n/a	n/a	0.0089658447944755	0.0004639999626683	n/a	n/a	2.152959653561838e-07	3.716804641840099e-12	n/a	1.381463674560411e-23	n/a	2.953888370883784e-11	n/a	n/a	8.725456507642454e-22	0.0	0.0
809.1406739103076	-1.4108453866207356	1.9904847049490129	654708.6301760267	947.964551103526	-13.182436416889232	173.7766298853274	898636.7901489096	752.9622199732229	-1.6664037092016315	566952.104707004	2.776901322040956	770.1119081279398	625.6466108493772	1.1323	18.050293	0.1298604034585188	0.0697974414601902	0.0459247467	-0.0580483946	0.0690453871	0.1432998437	0.0321845306	-0.0356174707	-0.1066644744	0.0933095452	-0.0550987587	-0.0291310943	0.0496700131	0.2256516598	0.0478114894	0.0625642847	-0.1309272541	0.1363059959	0.0986532857	-0.0500039939	0.0548926016	-0.0273118177	-0.0768237287	0.2245726668	0.2511384137	-0.0824360944	-0.025914688	0.0160175799	0.1591178253	-0.0010309507	-0.0187353117	-0.1170357543	-0.0448864073	0.0271592655	0.1358774854	-0.0082029971	0.101517419	-0.001331846	-0.0101240669	0.0450278247	-0.020104539	0.0612721155	0.3396161897	0.0430366619	0.1209272671	-0.0538736466	0.0808354834	-0.2207605098	-0.050976543	-0.0899227948	-0.066533323	-0.1889548513	0.0501803562	0.0107093878	0.2347821842	0.0320001331	0.0386798421	0.0030558019	0.0568132317	0.1312765207	-0.1245979269	-0.0382663657	0.1186521193	-0.1521852232	-0.2622202673	-0.1495782181	0.087145366	0.1058855073	-0.0856353422	0.010135024	-0.0295620496	-0.2471232247	0.1163572104	0.155915944	0.1551433414	5.491648451538822e-05	5.5852244628340486e-05	3.015820271528874e-09	3.119473230023988e-09	0.0842409482532531	0.0492921082417439	0.0070965373626072	0.0024297119349157	-0.0511828524853683	0.0435052924667616	0.0018927104726184	0.0026196843885389	0.0008780002413829	0.0004140002787146	1.713962307757665e-07	7.708844238684306e-07	-0.000325999651604	-0.0003259996553208	1.062757728459294e-07	1.0627577526928344e-07	1.431056111796071e-07	1.4307607229589825e-07	2.0470762463621104e-14	2.047921595108889e-14	0.0	0.0
806.2417153572096	-2.898958553097941	8.403960692579709	650025.7035821358	940.4132353519572	-7.551315751568836	57.02236957989162	884377.0532251355	751.299343914067	-1.6628760591559058	564450.7041657075	2.765156788113875	767.8324214103725	609.8243060282009	1.215271	19.372955	0.1831955643050749	0.1067762280120481	0.1028489801	-0.1313023359	-0.1450075148	-0.0079482987	0.0237528951	-0.1443226417	0.0159601922	-0.106601509	-0.0636278001	0.0085365443	-0.0277234995	-0.0490752976	0.173173959	-0.0869708743	-0.2551331594	-0.1821051799	0.0271267004	0.1047434395	-0.0187437916	-0.0910943679	0.014035586	0.2415346814	-0.0597047781	0.0187802877	-0.1080923592	0.0122079458	-0.0491877559	-0.1406987269	-0.0372943653	-0.163865727	-0.0004309436	0.1722345915	0.030477164	0.1343415975	-0.0462570391	0.3021127993	0.0997495286	-0.0121034466	0.0244558601	0.0337254758	0.1187430844	0.1381913536	-0.2295607778	0.110327458	0.0753552467	-0.0933077429	0.0532767639	0.0293121277	0.116347463	-0.0374237326	0.0531590661	0.2878761674	0.1663335082	-0.0094336228	-0.0506627588	0.0339283578	-0.0272662876	0.3606736061	0.0102378782	-0.1365330064	0.181132046	-0.168602215	0.0822742068	0.1555443756	-0.1438646919	-0.1400375292	-0.0450256207	0.1921287932	0.3154122846	0.1315788985	0.076563677	0.1554579513	0.1533170814	-0.0132651303768511	-0.0133200468613664	0.0001759636839148	0.0001774236483889	0.001289261893703	-0.0829516863595501	1.6621962305546457e-06	0.0068809822698931	0.0117849856804497	0.062967838165818	0.0039649486432766	0.0001388858874884	0.0006519993826922	-0.0002260008586907	5.107638812893375e-08	4.251031950310098e-07	-7.299994834508716e-05	0.0002529997032589	5.328992458385394e-09	6.400884984909797e-08	2.38091939855638e-08	-1.192964171940433e-07	1.423163515533523e-14	5.668777182422074e-16	0.0	0.0
808.1231830207088	1.8814676634991656	3.539920568793009	653063.078935522	942.0482720999884	1.6350367480312116	2.67334516741248	887454.9469665737	754.3691427248334	3.0697988107664287	569072.8034954001	9.42366473858298	770.4676611454842	618.1500327040667	1.312353	20.920565	0.1355536615996992	0.1013550069005962	0.0253485854	0.0618840962	0.0171648579	0.0698049577	-0.2677077574	0.1747391024	0.0850248405	-0.0025896212	-0.0687631577	-0.0185353451	0.0958842206	0.0373118373	-0.0353243631	0.0300521372	0.0080762451	0.0637812302	0.0394303903	0.2914715132	0.0663244677	-0.2242536387	0.1598034771	0.0430165766	-0.1558788137	0.005703895	0.2360371482	0.0269296731	0.0829735678	-0.1133990707	-0.1967253855	0.0058931074	0.0432991729	-0.0303715731	-0.0385912759	-0.054370565	0.0636467512	-0.0168101429	0.1936578899	0.0276503413	-0.2174098627	-0.1164786855	-0.1337697297	0.2981654933	-0.0534804448	0.1729141157	-0.0632115573	-0.1549135853	-0.0318177679	-0.0367773218	0.0026213865	0.0847859844	0.0503879523	0.0101017914	0.0620564445	0.1064037031	0.3713317122	0.0703139163	0.1658696502	0.0431132066	-0.1160008518	0.1113702549	-0.0108894732	0.1374135838	0.2681468694	0.1248348178	0.2391637195	-0.0534360434	0.0449656292	0.0291995175	0.1247272645	0.1447927982	0.1586413884	0.1547718027	0.1505910958	-0.018035848788287	-0.0047707184114358	0.0003252918415139	2.2759754161213456e-05	0.0993682899748478	0.0980790280811448	0.0098740570525254	0.0096194957493419	0.0197809257113021	0.0079959400308523	6.393505697698786e-05	0.000391285021996	0.0006669996632348	1.500028054260004e-05	2.2500841635670535e-10	4.448885507553367e-07	0.0004060000445627	0.0004789999929077	1.648360361849144e-07	2.2944099320566013e-07	-1.3541888095104128e-07	-1.592280749366051e-07	2.5353579848017124e-14	1.8338273318032293e-14	0.0	0.0
810.7025144877097	2.579331467000884	6.652950816660932	657238.5669966951	943.9217083371918	1.873436237203464	3.509763334867073	890988.1914702026	757.0594619261016	2.690319201268153	573139.0288918384	7.237817404712112	772.6283681057729	620.474495963856	1.158953	18.475183	0.0631252453509087	0.0330409228154351	-0.000780367	0.062499121	0.0986206542	-0.0416490555	0.1002831089	-0.1247768544	0.1870116565	0.0350275317	-0.0668062112	0.0378759874	0.1104096877	0.033890379	-0.2119781497	-0.07942164	0.1657950462	0.0499545998	0.1739806225	0.0443663667	-0.0286617217	0.0162928868	-0.1831758056	0.0531979878	-0.1894258837	-0.0649424654	0.0236986445	0.0786394517	-0.055008824	-0.2016238997	-0.0390070308	0.0900829183	-0.0106891848	-0.1668129585	-0.2066550963	0.0013918579	0.0815815982	-0.1512367345	0.0734272526	0.0856089015	0.0373740698	0.2391460787	-0.1365756741	0.1689580789	0.0164134277	0.0259755631	-0.0385925597	-0.1138468672	0.0710347012	-0.051361441	-0.0739521411	-0.0425681445	-0.0077472016	-0.0114336872	0.0175240713	0.074707649	0.1556877246	0.0300207754	0.0300593871	0.088409081	-0.036133015	0.1448783644	0.0551940874	0.4198741091	-0.1186163281	-0.0029202557	-0.0083151674	0.0811711418	0.0130460277	-0.1191221099	0.0184616455	0.0357051164	-0.2030162715	0.1538585052	0.1469813818	-0.0175164149767681	0.0005194338115188	0.0003068247936383	2.698114845490489e-07	0.0993538988534368	-1.4391121410994856e-05	0.0098711972173789	2.0710437546599456e-10	-0.0052550123667742	-0.0250359380780763	0.0006267981954492	2.7615154974949783e-05	0.0002529906131669	-0.0004140090500679	1.7140349353812499e-07	6.400425035056403e-08	0.000173012936087	-0.0002329871084757	2.9933476053444345e-08	5.42829927158676e-08	0.0001039780693735	0.0001041134882544	1.0839618436509716e-08	1.0811438910640381e-08	0.0	0.0
811.1741274656254	0.4716129779156972	0.2224188009385119	658003.4650696187	945.8084866096234	1.8867782724315705	3.5599322493198606	894553.6933427862	755.5014110880161	-1.558050838085478	570782.3821559835	2.4275224140588607	771.9043142351725	631.5983557320612	1.295654	20.654369	0.0898319688746164	0.0544063200278349	-0.126560859	-0.0929140621	-0.0160334412	-0.1431192434	0.0363736994	0.1817592743	0.0375430357	-0.0339067568	0.1965662167	0.1717540885	-0.0964994399	0.0399843084	-0.0767831112	-0.2099163494	0.0391916825	-0.0656948654	-0.163820265	-0.0570723755	0.0382851545	-0.0157318363	0.041364202	-0.1384881396	-0.020456651	-0.0904627921	-0.0476300204	-0.0735451497	-0.0122516578	-0.1274153412	-0.0293862905	-0.1331258376	0.0786354815	-0.0610039492	-0.0889444527	0.1612949901	-0.1671514006	-0.0264251395	-0.1268452977	0.0237732968	-0.0505724814	-0.0881250655	-0.0713704205	-0.0969559444	-0.0457151705	0.0186471413	0.0757017103	0.0350221006	0.2168880069	0.198209207	0.0207097463	-0.0266691228	-0.0458002846	0.0760869791	0.0340433427	0.0864403709	-0.0397987639	-0.0230269349	-0.0573697747	-0.0249378776	0.2423405997	-0.2596048915	-0.1419945146	0.2044722344	0.1090503808	0.1028109174	-0.0016398884	0.0091882342	-0.1594236781	0.0063507724	-0.2061007839	0.0778601805	-0.1486277283	0.152719399	0.1425091225	-0.0225778035171799	-0.0050613885404117	0.0005097572116603	2.561765395701188e-05	0.0498744561173367	-0.0494794427361001	0.0024874613730001	0.002448215253475	0.011836875964164	0.0170918883309382	0.0002921326467172	0.000140111632591	6.799999547224956e-05	-0.0001849906176946	3.422152863504831e-08	4.623999384225961e-09	9.799996438952796e-05	-7.501297169747203e-05	9.603993020348748e-09	5.626945922885741e-09	-3.326577705064072e-09	-0.0001039813959512	1.0812130703961283e-08	1.1066119227829348e-17	0.0	0.0
810.9237469418811	-0.2503805237442975	0.0626904066704687	657597.32335426	944.7701638649248	-1.0383227446985757	1.0781141221583834	892590.6625293569	754.4326432954281	-1.0687677925880052	569168.6132697266	1.142264594473437	771.0772220175984	629.3615542348658	1.21352	19.345053	0.1273702829733597	0.0708633287027161	-0.1250578997	0.163265421	-0.0234451722	0.0386038612	0.0388762043	-0.0246829153	0.1069815279	0.0123499774	0.0258546542	-0.0983305889	-0.1371979347	-0.023902413	-0.0403817604	0.1230845513	0.1132261191	0.0116538678	0.0357508926	-0.0132680374	0.0072768427	0.0509434916	-0.072289079	-0.0698284673	0.0162033007	-0.0417551756	-0.0910680053	-0.0596366834	-0.0103704837	-0.0533092669	0.1896867165	-0.2728138771	-0.1702828256	-0.0458435442	-0.0407006036	-0.1406976661	0.0268406677	-0.0241337572	0.0085569923	0.0396023261	-0.0475437367	0.0517461158	-0.0555402711	-0.1556608961	-0.0022680084	0.0093746001	0.0945971229	-0.0158107376	0.1141097176	-0.1300835188	0.0651496311	-0.0405943113	-0.0729249496	-0.0016592289	0.0675581278	-0.010573216	0.0683605239	-0.1316550418	0.0212754506	-0.0641129714	0.0625154314	-0.0747229764	-0.026435238	0.1673173614	0.0306724926	-0.0190312403	0.0082474175	0.0301801424	0.0491932829	0.0687162206	-0.1092859835	-0.1642671166	-0.0271083777	0.1513561561	0.1372005631	-0.0170974611855143	0.0054803423316656	0.0002923231789901	3.003415207224595e-05	0.0164951555126151	-0.0333793006047216	0.0002720901553853	0.0011141777088603	-0.0382224105833586	-0.0500592865475226	0.0025059321696469	0.0014609526708028	0.0006669997699072	0.0005989997744349	3.588007297731215e-07	4.448886930562578e-07	-7.199997907458844e-05	-0.0001699999434641	5.1839969867411734e-09	2.889998077780277e-08	2.4025312226054907e-08	2.7351889931118983e-08	7.481258828040478e-16	5.7721562755942345e-16	0.0	0.0
809.9869737209034	-0.9367732209776704	0.8775440675408794	656078.8975975474	944.634285959704	-0.1358779052208092	0.0184628051271952	892333.9342105999	753.2000713523374	-1.2325719430906474	567310.3474851662	1.519233594894254	770.0777502145734	632.5226755967974	1.094988	17.455502	0.20756188640494	0.1241427670833612	-0.0364846346	-0.0887924639	0.126532385	-0.0190833817	0.0758294278	0.0024137473	0.077645805	-0.0464639753	0.0049182437	0.0810314594	-0.1021686598	0.0741269366	0.0717648259	-0.0912428136	-0.0076493609	0.0499451625	0.0376447551	-0.1228869716	0.0075595874	0.0142553975	-0.1142150933	-0.1997670278	0.0138555478	-0.1345647884	0.0671431968	-0.1495630209	0.1766873912	-0.0360639224	0.1352431329	-0.0354746362	-0.0418851874	0.0751981539	-0.0245871357	0.0955175051	0.0460020332	-0.0115327231	-0.1456462071	0.0730869968	-0.0356330864	0.0276723396	-0.1240739108	-0.1036758894	0.1253476259	-0.1940960421	0.088937922	-0.0551804955	0.1546252842	0.0358927225	-0.1911343032	0.035125385	0.0074047571	0.0260029904	0.0777489049	0.0834206742	0.0125968083	0.0511330515	-0.0920013393	-0.0677097359	0.19776238	-0.1434053786	-0.0260614733	0.1891883662	-0.1541243196	0.0836340435	-0.0519194659	-0.0181014951	-0.0081668014	0.0090728337	0.0345078569	-0.1189481287	0.0115598173	0.1497707771	0.1310868562	-0.0309249139179854	-0.0138274527324711	0.0009563503008348	0.0001911984490687	0.122026205520342	0.1055310500077269	0.0148903948336927	0.0111368025157333	0.0160794144115357	0.0543018249948943	0.0029486881977761	0.0002585475678179	0.0001590003495976	-0.0005079994203096	2.580634110348897e-07	2.5281111172159012e-08	9.79999743517812e-05	0.0001699999534263	9.603994972949774e-09	2.8899984164967848e-08	-7.774348758456031e-09	-3.1799660984510945e-08	1.0112184387298272e-15	6.044049861810683e-17	0.0	0.0
808.2895287500166	-1.6974449708867496	2.8813194291887183	653331.962286924	944.714782122908	0.0804961632039749	0.0064796322905609	892486.0195615335	752.8332021870744	-0.3668691652629832	566757.8303152445	0.134592984420758	770.0250899898965	625.9874845805921	1.221549	19.473038	0.1494334745744914	0.1090458885519672	-0.0592889766	0.0229658229	-0.2388373828	0.0064970148	-0.0869529121	-0.0661739938	-0.0501780646	-0.0473344661	0.0430142038	-0.0693185499	-0.1115346697	-0.2426428232	0.0583717633	0.1473444979	-0.0620957664	-0.0379161214	-0.0454614874	0.1137971294	-0.094454971	-0.0224287382	0.0291151352	-0.1049074875	0.0552451136	0.1217729341	-0.0066652031	0.0753865916	0.0181186384	0.0418882273	0.3141037613	0.0582007718	0.0153049996	0.0485588984	0.1033948588	-0.1003441532	-0.0721919419	0.0841076669	0.0704301929	-0.1407813361	0.0034202715	-0.0938625534	-0.0887954397	-0.1259688218	-0.0040994211	-0.1442135062	0.0514672833	-0.0921166962	-0.0766599611	0.0033607645	0.1330701106	-0.0060851184	0.0239974163	0.1122121189	-0.0573269945	-0.1720569583	0.0937071419	-0.0087960876	0.0247770718	-0.1282880771	0.0607253721	-0.1061728806	-0.0246619675	0.0142808349	-0.1313360618	-0.0781557604	-0.0235861121	-0.0477739827	-0.0004892205	-0.0874311358	0.0655610541	0.1735014394	-0.1656891847	0.1479655889	0.1242038795	-0.0235548189032641	0.0073700950147213	0.0005548294935655	5.431830052601977e-05	0.0176738423135986	-0.1043523632067434	0.0003123647021259	0.010889415706832	-0.0151312672620633	-0.031210681673599	0.0009741066505307	0.0002289552489559	2.900002436595533e-05	-0.0001300003252316	1.6900084560333387e-08	8.410014132260027e-10	9.799998383064334e-05	9.478862139644662e-12	9.603996830806357e-09	8.984882746238897e-23	-1.415470710559952e-09	6.3588780478960794e-09	4.043533002801465e-17	2.0035573324530957e-18	0.0	0.0
808.3784123122621	0.088883562245428	0.0079002876374368	653475.6574924936	944.6788700037988	-0.0359121191091844	0.0012896802989122	892418.1674316542	753.7244923442876	0.8912901572131204	568100.6103596541	0.7943981443449889	770.8101355107185	619.565987002465	1.184867	18.888283	0.1430552465928758	0.1032644765598421	0.0734127969	0.0084766424	0.131210315	0.0414083055	-0.0233754036	-0.0293990939	-0.0087974812	0.0194571832	-0.2108862129	-0.1369766609	-0.1224038964	0.1162836187	0.0360722568	0.0348333859	-0.0924583991	0.0863816357	0.1402553628	-0.1022888596	-0.0187576794	-0.0081433233	0.0089341572	0.1068007853	0.0130694147	0.0335681396	0.0197379541	-0.0553724568	0.0592741852	0.233654385	-0.0940760888	0.0640606171	-0.0037349004	0.0260853553	0.0802135735	-0.0100738302	0.1705561921	0.0344029223	-0.0287350809	0.0998423845	0.0004908758	0.0092842764	0.1186861481	-0.0120423683	-0.0469924897	-0.1369552543	-0.0610688811	0.0946915603	-0.1735625412	-0.0748837347	-0.1473551384	-0.0135442924	0.0798810295	-0.11246762	0.0292658677	-0.0838657677	-0.0278804074	0.0506494824	0.0568714575	-0.0643715455	0.1119842557	-0.0170443907	0.0594023432	-0.0280304293	-0.0743514091	-0.2524758721	-0.0143943575	0.0253587239	-0.0490026261	0.0975402964	-0.0778365201	0.0578992559	-0.0116523293	0.1459432408	0.1165920251	-0.0163294278962098	0.0072253910070542	0.0002666502154175	5.220627520482114e-05	0.1174235459328087	0.0997497036192101	0.0137882891394344	0.0099500033721202	-0.0301603848631799	-0.0150291176011166	0.0002258743758681	0.0009096488150951	-0.0003920000016977	-0.0004210000260636	1.772410219455985e-07	1.536640013309968e-07	9.80000069807918e-05	2.3150148451326312e-11	9.60400136823524e-09	5.3592937331844595e-22	1.9222625382322696e-08	2.0638096092882652e-08	4.2593101033905805e-16	3.695093265891168e-16	0.0	0.0
