global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
813.6318471625476	n/a	n/a	661996.7827171392	957.2798570053918	n/a	n/a	916384.7246282634	756.717132743145	n/a	572620.8189870066	n/a	774.6570265192474	625.4569792633965	n/a	n/a	n/a	n/a	-0.0162990246	-0.0076348847	0.1196894367	-0.265141172	3.22077e-05	-0.0661033738	0.0743354955	-0.3524112609	0.255294008	-0.4872055673	0.0256821397	-0.0292618267	-0.0060859736	0.1001468863	-0.0687383892	0.0424316689	-0.1854483169	0.0500245861	-0.1190283633	0.1802738519	-0.078160151	0.0613171189	-0.1377445296	0.1263962656	-0.3246732394	0.1355327904	-0.1417805421	0.0062860488	0.1825110046	-0.0518107884	0.0269411048	-0.0133542657	0.0656348121	-0.0497622789	0.1840021712	-0.0200084273	0.040971386	-0.0623103526	0.4339735539	0.3429528747	-0.4373611293	0.0141814735	-0.1715473268	0.0977711964	-0.0825873191	-0.0126815899	0.008582032	-0.0884053365	0.0243933036	-0.0914455732	0.3535200072	-0.2126742062	0.0815237605	-0.0531210343	0.0645539692	-0.1619552397	0.0662463461	-0.1240942762	0.1027591312	-0.0458698698	0.1427496799	-0.0265951778	0.0130262835	-0.2634065907	0.1828296841	-0.315964532	0.0782316193	-0.0511242184	0.1561451084	0.1560591586	2.739076028035469e-05	n/a	7.502537487358561e-10	n/a	-0.0778665881656905	n/a	0.0060632055525652	n/a	-0.1169023063322072	n/a	n/a	0.0136661492257892	-8.698029965416776e-09	n/a	n/a	7.565572527928814e-17	-7.099998979920308e-05	n/a	5.040998551486941e-09	n/a	-0.0002449999443185	n/a	n/a	6.00249727160681e-08	0.0	0.0
814.23185854912	0.6000113865724188	0.3600136640165566	662973.5194763542	945.5316640649525	-11.748192940439369	138.02003736578936	894030.127749438	758.9323102638621	2.2151775207170203	575978.251562443	4.907011448290005	774.7230745414549	644.8643882972043	1.179227	18.947636	0.175218611842121	0.1213669219152082	-0.1788078176	0.0794989953	0.0586809968	0.0136828732	0.0138195933	-0.1867037162	-0.0015740776	-0.1151102686	0.0927766414	0.0382904642	-0.1183603221	-0.1883114787	-0.079180419	0.1156798625	0.1053272662	-0.0930448477	-0.0403578477	0.0458654442	-0.2620510479	0.0793557617	-0.1127440515	-0.0649612761	0.0249236054	-0.022663546	-0.0354823557	0.0039874663	0.0452358653	0.083108072	0.1636040789	-0.2042662862	0.0637750837	0.053614075	-0.0002661243	-0.132553965	0.0393783689	0.0060015952	0.3111850026	0.0556604595	-0.0092197011	-0.0610432587	-0.0419587937	-0.0731138908	-0.015824504	-0.022103557	0.0853117243	0.1559624185	-0.0688672108	-0.1395201339	0.1705588058	-0.0781077975	0.0531003101	-0.1409704131	-0.013334447	0.0479304281	0.2162642426	0.00100656	-0.0797878611	-0.1918914488	0.0510414931	-0.1050914164	-0.0646923687	0.0364777402	-0.0814774864	-0.1458952128	0.1053793586	-0.1198142687	0.0168730164	0.076040924	0.155915944	0.1551433414	-4.8354814637718846e-05	-7.574557491807354e-05	2.3381880986481486e-09	5.737392119669492e-09	0.0390386084899319	0.1169051966556224	0.0015240129528301	0.0136668250050897	-0.0895178977291948	0.0273844086030124	0.0007499058345367	0.0080134540138545	0.0003619760695232	0.0003619847675531	1.310329719405192e-07	1.3102667490746452e-07	-0.0002630326369583	-0.000192032647159	6.918616810523686e-08	3.687653757493023e-08	-0.0001819521388594	6.304780545909999e-05	3.975025773208519e-09	3.3106580835510386e-08	0.0	0.0
810.6462013884286	-3.585657160691426	12.856937274017698	657147.2638254887	946.6790095397404	1.147345474787926	1.316401638516331	896201.1471031439	756.8155351881309	-2.116775075731198	572769.7543020969	4.480736721236818	774.1113481884597	635.5097184635345	1.343999	21.595173	0.2062021232015345	0.151370621706308	-0.02798805	0.0232916046	0.0639069875	0.2078309507	-0.0658579481	0.034653486	0.1140614074	0.0772381018	0.1068906945	0.1299313573	-0.00171399	-0.037451082	0.1533825611	-0.0445205776	-0.0154506662	0.0719553505	0.0003356811	0.1010327936	-0.0357391779	-0.24789505	0.1192452031	-0.0558201843	-0.0149737009	0.0764960755	-0.2168261664	-0.0035255623	-0.015791192	0.1009278358	-0.0968925812	-0.0314155513	-0.1623145302	0.0060205373	0.0870885925	0.132605	0.0054428861	0.0811915162	-0.0799679891	-0.1403130884	-0.228993172	0.1116392435	-0.0462248076	-0.0966565446	0.0769796568	-0.0158229127	0.0374783896	-0.1661728455	-0.0113143111	0.0037323283	0.0394070347	-0.0195139136	0.0667145736	-0.1055696959	-0.1536260347	0.078650257	0.2111232084	-0.0955939103	-0.2248762714	0.3060119264	0.0063375075	0.0085464935	-0.0664940056	-0.0924576362	-0.0552316126	0.1235625111	0.028051142	-0.006939343	-0.0812970875	-0.0430057518	0.1554579513	0.1533170814	3.95433562658809e-05	8.789817090359975e-05	1.5636770247703823e-09	7.726088448198429e-09	-0.1082825078818814	-0.1473211163718133	0.0117251015131897	0.0217035113290373	-0.0634245965728155	0.0260933011563792	0.0006808603652375	0.0040226794504244	0.000508999988654	0.0001470239191308	2.1616032796580032e-08	2.5908098844977216e-07	-1.084421983321704e-07	0.0002629241947599	1.175971037911378e-14	6.91291321901775e-08	-0.0004260001750174	-0.0002440480361579	5.955944395257647e-08	1.8147614911485546e-07	0.0	0.0
810.6859842006625	0.0397828122338523	0.0015826721492339	657211.7649793967	941.0442169734408	-5.634792566299552	31.75088726522469	885564.2182991564	756.1864270956382	-0.6291080924926291	571817.912523667	0.3957769920397144	773.1650637299957	625.1609913637849	1.306406	20.991129	0.0703084855407514	0.0541184044831988	-0.0007217805	0.0045073705	-0.0817897041	-0.0646514651	0.1427442896	0.0187493759	-0.1528135304	0.0077527205	0.0687002284	0.0829717641	0.0508936974	0.0159196017	0.0523751187	-0.1241753806	-0.0595754126	-0.1741116521	0.0524208323	-0.0767866748	0.1757160542	0.1449712461	0.0595450427	-0.087425711	0.1412407433	0.1058355755	-0.2007947883	-0.0124527577	0.0516558208	0.0867499899	0.006670563	0.0104097546	-0.0406390001	0.1089066182	-0.1636513427	-0.0110141944	-0.0399281404	-0.0352094286	-0.2088545862	0.1963927991	0.0875791826	-0.1238125995	-0.1053992019	-0.1468188938	0.1015713331	0.0769001596	-0.1203298426	0.0864349511	-0.0182074115	0.0334439844	0.0535462745	0.0926919148	0.1187152416	-0.0840178565	0.0268068881	0.0413423487	-0.0835747199	0.0317652229	0.1411429743	0.2533595446	0.2681593996	0.2345306503	-0.0512656771	0.0285129717	-0.0016637814	0.0395078602	-0.0788707786	-0.2479336205	0.0012820863	-0.1491638418	0.1547718027	0.1505910958	4.439560345304017e-05	4.852247187159264e-06	1.970969605959592e-09	2.3544302765294997e-11	-0.0565401187542136	0.0517423891276678	0.0031967850287405	0.0026772748326389	-0.0672827066916141	-0.0038581101187985	1.48850136887761e-05	0.0045269626197497	0.0002150001252812	-0.0002939998633728	8.64359196632251e-08	4.6225053870931696e-08	-4.578318657522119e-08	6.265901175694921e-08	2.0961001729815146e-15	3.9261517543574994e-15	-0.00042600001646	1.585574000112326e-10	2.5140449098322027e-20	1.8147601402392026e-07	0.0	0.0
810.0253471288119	-0.6606370718506014	0.4364413407033367	656141.0629911522	941.253111907414	0.2088949339731698	0.0436370934396549	885957.4206753909	755.2222798315793	-0.9641472640589654	570360.6919540082	0.9295799467923884	771.7560608754934	631.0832593035535	1.263975	20.309366	0.0471309731036574	0.0224556630121384	-0.0327693014	-0.0076880014	0.0438271962	0.1340525089	-0.0975528393	0.0623498213	0.0517076914	0.0460183581	-0.1087631977	0.0782276608	-0.0662281516	0.0690380177	-0.0916755623	-0.0462655859	0.1417709862	0.1242926526	0.0641715322	0.08591127	-0.0829424941	-0.028724001	-0.0414309787	-0.0131510327	-0.1092248525	-0.0816627324	0.0688779807	0.1240139389	-0.0197611174	0.167728802	-0.072876071	0.0821387734	-0.0159084618	-0.1008435162	0.0594529695	-0.051265738	-0.0687026786	0.0580031914	0.1957918039	0.0242542127	-0.0957998933	-0.0816712157	0.0578790813	0.0460581481	-0.1313655783	-0.0806073928	0.161179719	-0.0345820453	-0.0496703892	-0.0123977292	0.0095699137	0.0241318913	0.1048308094	-0.0545444251	-0.0565616377	0.0612248911	0.109372953	0.0831263133	-0.0565047058	-0.1908753322	-0.0551074236	0.1198620225	-0.260455965	0.0237939851	0.1450719462	-0.0010476812	-0.0079313196	0.1298407685	-0.1197551456	-0.0029010779	0.1538585052	0.1469813818	0.0049786708688088	0.0049342752653557	2.4787163619925373e-05	2.4347072394301656e-05	-0.0459835617721324	0.0105565569820812	0.0021144879532515	0.0001114408953159	-0.0573950249058299	0.0098876817857841	9.776625109692855e-05	0.0032941888839408	0.0001789573579443	-3.604276733689999e-05	1.2990810773019042e-09	3.2025735962404324e-08	-0.0002780273145395	-0.0002779815313529	7.729918763004608e-08	7.72737317733171e-08	-0.0003049751337411	0.0001210248827189	1.4647022237123498e-08	9.300983220040182e-08	0.0	0.0
809.1045252157376	-0.9208219130742918	0.8479129955977986	654650.1327245841	940.9584204639708	-0.2946914434431846	0.0868430468386277	885402.7490420509	754.8694584552638	-0.3528213763154326	569827.8993085433	0.1244829235851161	771.7098153190217	627.2740042160968	1.093382	17.568293	0.1161032595997643	0.069852584111376	0.0215894979	0.058826256	-0.1273486639	0.0346680974	0.1017423265	0.0218729389	-0.1844995238	0.1306192459	0.0350521966	0.0488212664	0.150112415	0.0981291959	0.0414364707	-0.0250613516	-0.002550764	-0.1228988473	0.010946812	-0.0968455588	-0.0459100749	-0.0362202559	-0.0728797988	-0.0958860329	-0.0255492441	0.0362784302	0.0534253917	-0.1909781756	-0.0002053868	0.0018123675	0.0173700121	0.1119049457	-0.0025959719	0.0904090978	-0.0732786116	-0.0095580165	-0.0263534784	-0.1853904427	0.0589300167	-0.0300278915	-0.0201747868	-0.0780030673	0.01623051	-0.0975376418	-0.0005963443	-0.0217808727	-0.10877218	-0.0287600197	-0.0186349784	0.0955554176	0.0907516284	0.0935341277	0.02888767	-0.1163401921	-0.0645888768	0.0120597892	0.1025975234	-0.1008253114	-0.0275795325	0.0809451153	-0.0937110464	0.1375656835	-0.0975973492	0.0622642879	0.0683723288	0.1335473311	0.0428405659	-0.03173875	0.0193227444	0.1269736135	0.152719399	0.1425091225	0.0101048884651788	0.0051262175963699	0.0001021087708937	2.627810684533341e-05	-0.1089333640590268	-0.0629498022868944	0.0118664778052164	0.003962677607959	-0.0795245843410299	-0.0221295594351999	0.000489717400796	0.0063241595146135	0.0004389116602571	0.0002599543023128	6.757623929093463e-08	1.92643445509644e-07	-0.0004155933437441	-0.0001375660292046	1.7271782736440165e-07	1.8924412391120862e-08	-0.0004254084078497	-0.0001204332741086	1.4504173512517184e-08	1.809723134692167e-07	0.0	0.0
807.2062337963032	-1.898291419434372	3.603510313098163	651581.9038796121	940.8157425437656	-0.1426779202051875	0.0203569889140778	885134.261418177	755.0166755317958	0.1472170765320015	570050.1803310851	0.0216728676226292	771.6947321169104	621.3608914329892	1.007727	16.191999	0.1839417558481167	0.1123470633853874	0.0576854197	-0.1236572443	-0.095246985	0.0759059023	-0.0826665594	0.1524060718	0.0198573857	0.0780097653	-0.0429520953	-0.0444066335	0.0467555649	0.077447272	-0.0002059492	-0.0598510873	-0.0282182039	-0.0760146716	0.0872967635	0.1642305614	-0.002801915	-0.0957330245	-0.0628004142	0.1373240753	0.0599819792	0.0390534641	0.1394160866	-0.2187141929	-0.0644177432	0.0023256476	0.0682363164	0.0964353216	-0.0371900794	-0.0387179469	-0.0791285701	-0.0287941939	-0.1311533216	0.1121429605	-0.0358444197	-0.1587195293	0.0110470539	0.1249674766	0.1446518694	-0.0187944418	-0.0952521468	0.0867793942	0.070341126	0.1101165004	-0.0762552255	0.0976335986	-0.0693447665	0.1261250975	0.0521017891	-0.0304501816	-0.06141941	0.0984909662	0.047498633	-0.0910490034	0.0726708002	-0.0473056549	0.0076249473	-0.0744164312	-0.1546702978	0.1215570324	0.002909344	-0.0439826649	0.1960374388	0.1553540974	-0.1267326594	0.1629443237	0.1513561561	0.1372005631	0.0201775704517643	0.0100726819865854	0.0004071343493359	0.0001014589224028	-0.0080291727589667	0.1009041913000601	6.446761519333293e-05	0.0101816558219191	-0.0422071001882784	0.0373174841527515	0.0013925946234908	0.0017814393063033	5.596831022440738e-05	-0.0003829433500326	1.466456093342614e-07	3.1324517493755035e-09	-0.0002990056795382	0.0001165876642059	8.940439639610076e-08	1.3592683444987696e-08	-0.0002119914539139	0.0002134169539357	4.5546796227235374e-08	4.4940376532529195e-08	0.0	0.0
808.7104311771825	1.5041973808793043	2.2626097606441595	654012.5614947844	937.6027926376888	-3.212949906076801	10.323047098958924	879098.9967619929	756.1020104407172	1.085334908921368	571690.2501924945	1.1779518645233542	772.3374899471507	610.0549957314316	1.09748	17.634138	0.1652202962770818	0.1077927402599488	0.1298907219	-0.0278223393	-0.012096294	-0.0700310284	0.0188140432	0.068130349	-0.0141626204	0.0941613599	-0.1183922372	-0.0884941376	-0.0112892286	0.0367964077	0.0403910019	0.0091027193	-0.0133417096	0.0906788681	-0.0686239815	-0.1561929558	0.1080639369	-0.0881216016	0.1743543001	0.0587637099	0.0565763187	0.0723336674	-0.1809962629	0.1060843607	-0.0489168443	-0.2446274858	-0.0932850278	0.0565926613	0.0047895206	-0.0238356655	0.0899498645	0.0815895895	0.0888462075	-0.0906533635	-0.1770252171	-0.0054082088	-0.0402815561	0.065613526	0.0374142174	-0.0592211569	0.1168157857	0.1048172916	-0.0689860444	-0.1231254647	0.0339771765	0.1086878871	0.0010977151	0.0111803996	0.1406476363	-0.0349482943	-0.0076589573	-0.027134891	-0.0818227742	0.0817837955	-0.0112983306	0.2200014193	0.2209180014	0.0701449249	0.0915349553	0.0154747819	0.1279281344	0.0168598123	-0.0771715179	0.0216031575	-0.0311566134	-0.0931791523	0.1497707771	0.1310868562	4.219802853810961e-05	-0.0201353724232261	1.780673612503113e-09	0.000405433222622	-0.1106286411337436	-0.1025994683747769	0.0122386962390986	0.0105266509107868	-0.0552432062886225	-0.0130361061003441	0.0001699400622594	0.0030518118410473	-1.99999927067924e-05	-7.596830293119978e-05	5.771183050246537e-09	3.9999970827174907e-10	4.246418994213741e-09	0.0002990099259571	1.803207427441924e-17	8.940693582092677e-08	-0.0004260002126002	-0.0002140087586862	4.5799748794450974e-08	1.814761811354156e-07	0.0	0.0
812.0493883678666	3.338957190684141	11.148635121221332	659424.2091486263	940.6804740939822	3.0776814562933623	9.47212314641203	884879.754341679	756.4477265697711	0.3457161290539261	572213.1630325753	0.1195196418880309	772.2731716697191	631.0079609163764	1.154023	18.542669	0.1769458446212956	0.1066827263235113	-0.0309257669	0.0450282929	0.0599900199	-0.1164850081	0.0804830129	-0.0991220329	-0.0653081647	0.0126119824	-0.0512227501	0.0393762993	-0.0917172768	-0.0030911097	-0.050786851	0.0154584383	0.0060268517	-0.0303847731	-0.0007795283	0.0606613894	-0.0941218557	-0.0080347714	-0.1503348972	-0.1954947411	-0.1085336787	0.0492940811	0.1510730778	0.0921146537	0.0875937672	-0.1363347072	-0.1224746793	-0.0165627212	0.0944457082	0.0138758852	-0.0861348014	-0.0282973202	0.01705417	0.0367910208	0.1397027915	-0.0005386695	0.0320568111	-0.1816757949	-0.080136529	-0.0634034634	-0.0098382381	-0.1077908234	-0.0853764319	0.1173270538	0.0121627323	-0.0718185114	-0.0488119516	0.0023807485	0.0506180952	-0.1132978809	0.0107498291	-0.001239961	0.0383004551	0.1541859011	0.0879574258	-0.1386571781	-0.0409249003	0.0258201921	-0.0579355215	-0.0034759252	0.1002418224	0.2132289245	-0.0482239508	-0.0106116785	-0.0304108076	0.0971067342	0.1479655889	0.1242038795	0.0161558113623669	0.0161136133338287	0.0002610102407763	0.0002596485346721	-0.0187903417428572	0.0918382993908863	0.0003530769428133	0.00843427323501	-0.0869792066305876	-0.0317360003419651	0.0010071737177052	0.0075653823860864	0.000724999701459	0.0007449996941657	5.550245443071241e-07	5.256245671156391e-07	-1.544250434193373e-07	-1.5867146241355107e-07	2.384709403506421e-14	2.517663298445494e-14	-0.0004259999471361	2.654640999751913e-10	7.047118837563836e-20	1.8147595495996e-07	0.0	0.0
810.0894050947973	-1.9599832730693836	3.841534430711773	656244.8442468425	942.8840394871576	2.2035653931753814	4.855700442000173	889030.3119196197	756.6433139027599	0.1955873329887936	572509.1044737505	0.0382544048256692	773.3130510059608	628.9449379460341	1.245139	20.006701	0.128597301471327	0.0663780249146411	0.0046221753	0.0861147497	0.009923307	0.1777140127	-0.1140032949	0.1393609394	0.0776760077	-0.0265419291	-0.006121576	0.2083908604	-0.0102656279	0.0041574419	0.2298588948	0.041798798	0.1134362112	0.1255561097	0.1273921864	0.0515300352	-0.0143832309	0.0411798016	0.0183648482	-0.1001196521	0.0140598134	-0.0618058835	-0.068684023	-0.0012138785	-0.0746256219	0.0305039315	0.0147460167	0.0308718986	-0.1666167034	0.1025979475	0.1999825905	0.0434906298	-0.0622898193	0.0626119246	-0.0066926385	0.0949691289	-0.0216628475	0.0044162186	0.0838386819	-0.0638122171	-0.0560814887	-0.086364294	0.1669242818	-0.0871315488	0.067058335	0.0236838026	0.0127599028	-0.0397336982	-0.027022576	-0.0457671137	-0.0840293201	0.0214106257	0.0272351414	0.088743363	0.0671414531	0.03233614	0.0870693278	0.0361664056	0.1013760477	0.080949525	0.0329951181	0.1270294295	-0.1571010065	0.2897973643	-0.0050890465	0.066440634	0.1459432408	0.1165920251	-1.115405206064679e-05	-0.0161669654144275	1.2441287737161892e-10	0.0002613707707112	-0.0654514354485229	-0.0466610937056657	0.0042838904022721	0.0021772576658089	-0.0468657367420064	0.0401134698885812	0.0016090904665021	0.002196397280371	0.0004719997349931	-0.0002529999664659	6.400898303174652e-08	2.227837498335566e-07	-3.9168429166736025e-08	1.1525661425260129e-07	1.5341658433896174e-15	1.3284087128972932e-14	-0.0001659997209632	0.0002600002261729	6.760011760995917e-08	2.7555907359860266e-08	0.0	0.0
