global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
839.4695670288065	n/a	704709.1539675319	n/a	844.5481634810164	n/a	713261.6004391577	n/a	813.4434313329336	n/a	661690.2159786972	n/a	816.6878729876017	659.5230590820313	n/a	n/a	n/a	n/a	-0.0983678986	-0.0965681807	-0.3053386604	-0.0432844714	-0.1949291537	0.203051479	-0.2373007774	0.2137469262	-0.310152313	-0.1201673441	0.2840851584	-0.1142124101	0.0072402162	-0.1749099727	0.1973764019	-0.1295647442	0.0356005711	-0.2907445779	0.1459925478	-0.1614209392	0.0659356338	-0.1851949296	0.3438782166	-0.0010757107	0.1281788073	-0.1554670391	0.16266685	-0.0078136207	-0.1176377284	0.2586219098	0.1302986997	-0.0340696762	0.2203610362	-0.0422788848	0.1596501072	-0.0323477696	0.0675200734	0.0959636444	-0.1692576461	0.4753019809	-0.1977242375	0.0046228308	-0.2958456937	0.1458933011	-0.0590982096	0.0826294434	-0.0071808622	0.0839423926	-0.0960013469	0.1540964936	-0.0129141394	0.2893268375	-0.2809462753	0.0737045527	-0.3550701753	-0.0727404855	0.2885480144	-0.0393242992	0.1718520861	-0.1450382323	0.0059505819	-0.1488494551	0.0802038549	-0.2554916754	0.0407862464	-0.1390927638	0.0278220427	-0.1464558238	0.1561451084	0.1560591586	-0.0146868538087403	n/a	0.0002157036747993	n/a	0.0007386798611719	n/a	n/a	5.456479373009374e-07	0.0552572843312759	n/a	n/a	0.0030533674716674	0.0009380192993646	n/a	8.79880205980455e-07	n/a	-0.0001648906515177	n/a	n/a	2.7188926957931585e-08	0.0002330773186881	n/a	5.432503648683412e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.855779376423	-7.6137876523835075	691984.0376819562	57.96976241558756	823.3380383671941	-21.2101251138223	677885.5254223392	449.8694073439955	812.6275508326202	-0.815880500313483	660363.5363722227	0.6656609907917794	815.5366291240972	612.4541067872728	2.001265	27.709435	0.2386104346059819	0.1619434626128027	0.1726891356	-0.051708173	-0.2222101938	0.2411612348	-0.0855873438	0.0366022454	0.1017008156	0.3222273968	-0.2312915112	-0.2035482486	0.3437458123	0.0251008583	0.2015405983	-0.0111729865	-0.0345258139	-0.0500062306	0.1543084863	0.0957870301	0.080790901	-0.0065695514	0.0720413948	-0.0059210881	0.018137929	0.0944493348	-0.1510150357	-0.1030304818	-0.107386039	0.0741726018	-0.2017327034	0.3227547402	0.0810054233	-0.1615513386	-0.0886388486	0.0647959568	0.1472611811	0.026722507	-0.0531699135	0.103033175	0.1046678294	0.1218496352	0.1126434561	-0.0332754097	0.0658048294	0.1111859271	-0.3014811282	0.0906750637	0.0256397556	0.099929376	0.0186945559	-0.0029543864	-0.0646712846	0.0510273785	-0.3323467673	-0.0851238844	-0.1825766854	-0.0095150851	0.0837556207	0.0215874668	-0.3394833402	-0.0406851078	0.0060249171	0.2174523318	-0.107945889	0.0134135332	0.012210171	0.0374232423	-0.3266828302	0.1262394446	0.155915944	0.1551433414	0.0019915714744342	0.0166784252831745	3.966356937780013e-06	0.0002781698699264	0.037339689088597	0.0366010092274251	0.001339633876466	0.001394252381233	0.2088879240252339	0.153630639693958	0.0236023734527747	0.0436341648035718	0.0006409996118558	-0.0002970196875087	4.108805023992863e-07	8.822069476782517e-08	1.955147443943872e-08	0.0001649102029921	2.7195375050908642e-08	3.822601527560256e-16	6.1000001160553714e-05	-0.0001720773175275	3.721000141587554e-09	2.9610603207475984e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.7077210379099	-1.148058338513124	690075.3177919979	1.3180379486295148	820.0426490371292	-3.2953893300649497	672469.9462398322	10.859590836705918	811.440543780875	-1.1870070517451268	658435.7560914021	1.408985740892658	813.3497697334657	574.1635067258562	1.561199	21.616293	0.1288789427982397	0.0831292029606634	0.2753730185	0.1168280989	0.0455881594	0.2475772717	-0.1151889406	-0.1284681755	0.1781018997	0.024669522	-0.0269751737	-0.2275351006	0.220821115	-0.0959833567	0.0329660606	0.0251085182	-0.1558149397	0.1356552874	-0.0887518405	0.0788250659	-0.1538777618	0.0279581388	0.1877423734	0.0535539411	-0.1594387331	-0.0236332032	-0.0360007392	0.0206030269	-0.2741882057	-0.1266064855	-0.2407631024	0.1994797032	0.1429942026	-0.0095312576	-0.1145838181	0.0472359142	-0.1285699761	-0.005049159	-0.0146125133	-0.1379631621	0.1303029414	-0.2240934802	0.1006556949	-0.1322280396	-0.0192218376	0.0377242223	-0.2495422439	0.0216925817	0.1212677566	-0.0512329971	0.1025603113	-0.1091090145	0.0451411998	0.0046146739	-0.0012409448	-0.0961951488	0.0306476634	0.1282125219	-0.2273572854	0.3467665969	-0.1248148622	0.0363940727	-0.012257761	0.0837362351	-0.0545462728	0.2800393925	-0.0081166192	0.0690972246	-0.1191466297	0.034940218	0.1554579513	0.1533170814	-0.0094055911636701	-0.0113971626381043	8.846514513810907e-05	0.0001298953161994	-0.0318340487624055	-0.0691737378510025	0.0047850060082792	0.0010134066606072	0.1643306227661582	-0.0445573012590757	0.001985353095492	0.0270045535787133	0.0006699999014974	2.900028964159993e-05	4.488998680065257e-07	8.410167992966881e-10	5.025530214197715e-09	-1.4525944225241004e-08	2.110030556348125e-16	2.5255953933814132e-17	1.4999995745234823e-05	-4.600000541531889e-05	2.2499987235706278e-10	2.1160004982093673e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.3785979853319	-0.3291230525779838	689528.6159920854	0.1083219837382502	820.4670880601212	0.4244390229920327	673166.2425898548	0.1801484842384313	810.4774850444007	-0.9630587364742952	656873.7537638968	0.9274821298994658	812.2826416783647	577.0321874175753	1.110376	15.374216	0.1026552480895737	0.0649796776382391	0.2785424209	0.1107360553	-0.0271014034	0.2727746468	-0.0764720828	-0.1024766573	0.1337443171	-0.0613285983	0.0978130689	-0.2502580276	0.0266134644	0.0025495649	0.0070082394	0.0069416397	-0.1269650482	0.0247374318	0.0412040026	0.0936866934	0.0504223813	0.0271233775	0.115287631	-0.0642912851	0.003340109	-0.0114728726	-0.0299631708	0.0501258928	0.0664861479	0.2669377779	-0.2526407898	0.0245692068	0.0135081036	0.0281372296	-0.1165767264	0.0968759048	-0.0620568693	-0.0291198117	0.0734023511	-0.1099806848	0.1211182221	0.0049645901	-0.0319153918	0.1709309307	0.0169934863	0.1556344735	-0.2106831402	0.0307533237	0.156368165	0.0127479904	0.0502433323	-0.1373023782	-0.0784484082	-0.0110943884	-0.1058305873	0.030951007	-0.0355268722	0.1830776767	-0.0682545521	0.1100089731	0.0698882102	0.0010261502	0.0312466126	-0.2195583702	0.1600814346	0.012226818	0.1408738758	0.0876630386	0.2796414536	-0.0713954135	0.1547718027	0.1505910958	-0.0174765389050719	-0.0080709477414018	0.0003054294121004	6.514019744443881e-05	0.0292739893497611	0.0611080381121666	0.003734192321918	0.0008569664524499	0.1441084254928029	-0.0202221972733553	0.0004089372625624	0.0207672382980147	0.0007039999328174	3.4000031320000046e-05	4.956159054069037e-07	1.156002129760984e-09	8.658492745006185e-08	8.155939723586415e-08	6.651935277477483e-15	7.496949661532476e-15	0.000245999704281	0.0002309997085357	6.051585450633946e-08	5.336086534360846e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.5216791856743	1.143081200342408	691428.3029557635	1.3066346305762404	816.4039860699628	-4.0631019901584295	666515.4684709241	16.50879778242939	810.2348440836412	-0.2426409607595587	656480.5025672424	0.0588746358383217	811.9081312358865	570.8841927119664	1.121346	15.526115	0.0320423053271316	0.0292314248324238	0.2747970302	0.1138954729	0.1511738383	0.2662450883	0.1518618765	-0.063415679	-0.0402051798	-0.0123276409	0.1041513675	-0.2227123447	-0.1276927302	-0.1292251283	-0.0252353638	0.0093597144	-0.1511616182	-0.0345062051	0.0540862282	0.0897732936	-0.0503799158	0.0996471432	0.0142757483	-0.0007508606	-0.0390292343	-0.0508672711	0.0033246922	0.025556179	-0.060580784	-0.0011106085	-0.2116632643	-0.1607529504	0.1235881316	0.0407042294	-0.1035854152	0.1155759505	0.0326420183	-0.0398394324	-0.056308615	0.0023498601	0.0432520449	-0.0994139009	0.0812550533	0.0251888002	-0.0431224851	0.0240785247	-0.1744465245	0.0037699859	0.1537670865	0.0457999998	0.0586876295	-0.1387797867	0.0198062129	-0.0252110064	0.1172956944	0.0212000632	0.0269472717	0.1105723127	-0.1737199567	0.1452686038	0.0372639326	0.1324838398	0.0366234714	0.0036797474	0.0590358615	-0.0544216942	8.16304e-05	0.0324550436	0.1473620077	-0.061372905	0.1538585052	0.1469813818	-0.017476581991815	-4.308674310046778e-08	0.0003054309181166	1.856467431005708e-15	0.0001312556599089	-0.0291427336898522	0.0008492989269176	1.7228048258120823e-08	0.1440592835465395	-4.914194626340351e-05	2.414930882555238e-09	0.0207530771759422	0.0006469996271706	-5.7000305646800055e-05	4.186085175588954e-07	3.249034843828626e-09	7.95928591923456e-08	-6.992068257716255e-09	4.888901852056323e-17	6.335023234412554e-15	0.0002460001386514	4.3437040000027927e-10	6.051606821650802e-08	1.8867764439640264e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837.8894641248992	6.367784939224862	702058.7540915107	40.54868503221898	826.3379420873281	9.93395601736529	682834.3945331204	98.68348215494804	813.9614144281813	3.726570344540164	662533.1841779256	13.887326532806195	815.8818053069775	589.2590379101889	1.51941	21.037683	0.1065825251313482	0.0715243597427101	0.1194988937	-0.1284817399	0.1891795412	0.0933997699	0.1830039426	0.0729953918	0.0551451634	-0.1400749078	-0.000662963	0.0051859328	-0.1006742837	-0.0809527625	0.1268599645	-0.0839126136	-0.0748178266	-0.1550609833	-0.0601058147	0.1444095542	0.1845450505	0.0118930684	0.034979529	-0.0975570595	-0.0559450375	-0.0815438292	0.1536489055	0.2034870358	0.0470321439	0.1145119797	0.0239331377	-0.104934708	0.0884699772	-0.124868615	-0.0039019602	0.1271404062	0.0002385834	-0.2209958634	-0.1158386582	-0.0561455822	0.0921764914	-0.0289270704	-0.1350645578	0.0881250328	-0.003439179	-0.0947949085	-0.1699077424	-0.1045795054	0.0264300433	0.179122496	0.0755765833	0.1110671792	0.0308332434	-0.0457838262	0.0731167513	0.0430051308	-0.1303088913	0.1569274336	-0.1887326741	-0.0114398998	0.0543581722	0.0422741031	0.027253376	-0.2488693221	-0.1673650791	-0.2865753428	0.0605145784	-0.0734492502	-0.0087017074	-0.067369472	0.152719399	0.1425091225	-0.0174877021049155	-1.1120113100501068e-05	0.0003058197249102	1.2365691536793544e-10	0.0634234401763365	0.0632921845164276	0.0040059006208615	0.0040225327638013	0.1679359263611672	0.0238766428146277	0.0005700940720973	0.0282024753627833	0.0003439998681776	-0.0003029997589929	1.183359093062062e-07	9.180885394981605e-08	2.7703020544223026e-08	-5.1889838648122584e-08	2.6925553549281957e-15	7.67457347273643e-16	0.0001610002337392	-8.499990491220001e-05	2.5921075264077032e-08	7.224983835083044e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839.3996431235612	1.510178998662013	704591.7608759619	2.280640607999801	835.16487156636	8.826929479031946	697500.3626984546	77.91468402780319	814.045658169496	0.0842437413147081	662670.333584608	0.0070970079506994	816.7241409493763	608.9445242907319	1.29404	17.917223	0.1853638988558301	0.1318348558434151	0.0571227296	-0.1402404072	-0.0696573949	-0.026297782	-0.043248475	0.1691447708	0.1825557864	-0.0540701507	0.1258252692	-0.0175458073	0.02237839	0.1452380215	0.1948789942	0.0211581484	0.0221754726	0.0684287167	-0.0426001067	-0.0088767728	-0.0289587291	-0.1374770412	0.0587977816	-0.1594103677	-0.0653825067	0.0653737699	-0.0299697147	0.0150329657	0.1127207268	0.0223459099	-0.0155302278	0.0584231036	-0.1161019158	-0.2039787922	-0.0478954941	0.0212870594	-0.0581633687	0.0677930745	-0.0696098554	-0.1080332117	-0.0716496695	-0.035329343	-0.0754182743	-0.0489852355	-0.0747330861	-0.167934613	-0.0706379376	-0.0044650825	-0.0213860782	-0.1275801047	-0.1019190628	0.0894332998	-0.1491697599	-0.1376413663	0.190410806	0.087304418	-0.0553338685	-0.1101139721	0.0590483906	0.0890485949	-0.1459089762	0.1493338323	-0.1539682477	0.0498035619	-0.0756779301	0.0366338195	0.0753588384	0.0012379854	-0.0417421564	-0.336620345	0.1513561561	0.1372005631	-0.017320654515089	0.0001670475898265	0.000300005072831	2.7904897266842643e-08	-0.0504474082007817	-0.1138708483771182	0.0129665701101246	0.0025449409941762	0.1027609425978681	-0.0651749837632991	0.0042477785085463	0.0105598113236023	0.0003650001034997	2.100023532209999e-05	1.3322507555479174e-07	4.4100988358357605e-10	4.8007673170147314e-08	2.0304652625924288e-08	4.1227891825945406e-16	2.3047366832116818e-15	0.0002630000762762	0.0001019998425369	6.916904012128702e-08	1.0403967877572792e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838.93177383082	-0.4678692927411703	703806.5211429262	0.2189016750901229	831.6895686381572	-3.4753029282028365	691707.538581524	12.07773044277521	814.0794191836277	0.0337610141316417	662725.3007383526	0.0011398060751969	815.8818940361017	609.4478169696672	1.023774	14.175127	0.0319531376050386	0.0203288754927482	0.0609060033	0.0315531273	-0.0728869922	0.003707952	0.0046348815	0.0027405901	0.0436581171	0.0708596091	0.1297615068	-0.0107548227	-0.0032856162	0.0845624525	0.0334920055	0.1794694063	-0.1321089181	0.057808856	0.0769336757	0.005484979	0.0041884252	-0.0307717836	0.0438522968	0.0714985982	-0.0448714886	-0.0109365611	-0.0249735296	-0.2367043706	0.0454583422	-0.1687976295	-0.021712322	0.0118892575	-0.0773391711	0.0085991732	-0.224264636	-0.0027385696	0.0223491494	0.0420226522	0.0318391235	0.0566521996	0.1100026381	-0.0231323828	0.0178816119	-0.0716751955	-0.0416922926	-0.0496109621	-0.0504284431	0.0728391584	-0.07659081	-0.138873644	-0.0034765408	-0.1007733177	-0.0156628796	-0.238927131	0.2798875984	0.1668541084	0.0677658582	-0.3557859949	0.3001225645	0.129857123	-0.0288544418	-0.2580071186	0.1999626629	-0.0760784945	0.1225849521	-0.0179548944	-0.0872756663	0.0747941361	-0.1411239732	-0.0636784547	0.1497707771	0.1310868562	0.0003452991172991	0.0176659536323881	1.192314804075376e-07	0.0003120859177416	-0.0427140502509644	0.0077333579498173	5.98048251800025e-05	0.0018244900888419	0.1091647272306772	0.0064037846328091	4.100845762340206e-05	0.0119169376713481	0.0003620001100307	-2.999993468999994e-06	1.310440796622389e-07	8.999960814042618e-12	4.760177718665659e-08	-4.0589598349072276e-10	1.6475154941390108e-19	2.2659291913281e-15	0.0002629996478407	-4.284354999679191e-10	6.916881476433224e-08	1.8355697763276082e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.1632336339007	1.231459803080725	705874.2591501725	1.5164932466036172	833.352426106221	1.6628574680637485	694476.2660971244	2.7650949590953804	813.326768655839	-0.7526505277886599	661500.4326121487	0.5664828169805484	815.1735869435184	616.8432970081057	1.083718	15.005112	0.0897759738205913	0.0596091731455191	0.0161231627	0.1490869523	0.0390582644	-0.0295501224	0.0693299072	-0.0907686541	-0.0746192706	0.0551250568	0.1647045414	-0.0232567783	-0.1825527817	-0.0568862226	-0.0674275368	-0.0024897952	-0.1592716851	0.0154698971	-0.0385668351	0.0366440687	0.0410713957	0.1133207996	-0.0298744466	0.1675144544	-0.0978478144	0.0892690967	-0.150631243	0.1646787527	-0.0030724505	-0.0678105516	-0.0106062417	-0.1867512181	0.0435050701	0.0987384054	-0.0369634478	0.1190653074	-0.0654310971	0.0262052757	0.0021072495	0.0877078888	-0.0322797978	-0.0048599603	0.1506357763	0.1302810617	0.047845579	-0.1847911221	-0.0112909314	-0.1013989122	-0.0373915819	-0.0758822868	0.0679787423	-0.1094700617	0.1005788154	-0.0660335378	0.2395612459	0.10945577	0.0756932652	-0.2444937419	0.0957957182	-0.0116668825	0.0031325415	0.0158241617	0.0580511357	-0.0279646157	-0.0921475002	-0.0599259556	-0.1488290623	-0.1556555326	-0.1180511384	-0.0474579568	0.1479655889	0.1242038795	-0.0028926446015162	-0.0032379437188153	8.367392790680815e-06	1.0484279526215454e-05	0.0106775700876937	0.0533916203386581	0.0028506651223874	0.0001140105029776	0.0875698504381858	-0.0215948767924914	0.0004663387036828	0.0076684787057662	0.0001310001009455	-0.0002310000090852	1.7161026447731192e-08	5.336100419736249e-08	1.7260175955158278e-08	-3.034160123149832e-08	9.2061276529126e-16	2.9791367400302395e-16	0.0002629999565668	3.0872609996885833e-10	6.916897715413867e-08	9.531180480198153e-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.4980910822336	1.3348574483328548	708119.0372950431	1.7818444073697002	833.3437238538587	-0.0087022523622408	694461.7620866164	7.57291961761268e-05	814.5949084101944	1.2681397543553885	663564.8648078131	1.608178436576545	816.4364337257595	618.455839232036	1.215393	16.828276	0.0247800516764157	0.0183414554119426	-0.0296619625	-0.0539256889	0.2002755364	-0.0577305827	0.1123813523	0.0199795906	0.0675853026	-0.1802950083	-0.0587300018	0.0603505812	-0.2136944507	-0.0608816672	0.0870280695	-0.2044427469	0.0351379828	0.0400253516	-0.0512267934	-0.0843101292	-0.2190513391	-0.0876468222	-0.1202208844	-0.0181702792	-0.1168549955	0.003647228	-0.0354940707	-0.0597693128	0.0831482515	0.0420517374	0.0792803188	-0.2050898698	0.0541255838	-0.1022048872	0.1817586366	0.1240960054	-0.05870612	0.015846387	0.0652559181	0.0363564112	-0.0980452241	-0.2056569754	-0.0205514952	-0.1842836186	-0.0409964115	0.118668202	0.0070926315	-0.1296870947	-0.0279590724	0.0310044691	-0.1905207708	0.0168869385	0.0640088505	0.0686497417	0.1849089185	0.0034282485	0.0933961827	-0.0363313265	0.0821303371	-0.0048836736	-0.0701236077	-0.0519893784	-0.0675836271	0.125393203	-0.1108020216	-0.0607360509	0.2122382953	0.0967041345	0.1822472564	0.0958888754	0.1459432408	0.1165920251	-0.002892649747423	-5.145906800067129e-09	8.367422561266346e-06	2.6480356794977122e-17	0.0192346027710925	0.0085570326833987	7.322280834475524e-05	0.0003699699437617	0.0713468365910756	-0.0162230138471101	0.0002631861782835	0.0050903710915536	0.0001310001009455	0.0	1.7161026447731192e-08	0.0	1.7260175955158278e-08	0.0	0.0	2.9791367400302395e-16	0.0002629999565668	0.0	6.916897715413867e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
