global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
844.8076198923269	n/a	713699.9146281383	n/a	856.567598168568	n/a	733708.0502322693	n/a	814.375614985468	n/a	663207.6422829592	n/a	816.9206709428267	642.69789216859	n/a	n/a	n/a	n/a	-0.1584459461	-0.1034829672	0.0773721655	-0.0022147868	0.0224527834	-0.0337202675	-0.083631243	0.0723751061	-0.0677103236	0.0279532673	-0.3599259094	0.2868684975	-0.0259423823	0.221640613	-0.0177164923	0.0215096556	-0.1022535009	0.1099518965	-0.0207997437	0.1177492114	-0.0152632803	0.0257227915	-0.110496073	0.160093517	-0.1238086241	0.0051360192	-0.0087344757	0.0112851185	-0.1194096653	0.0778051575	0.1868946859	-0.1316708665	0.0211051747	0.0984018073	-0.0215583556	-0.0770458454	-0.0353863578	0.1984728311	-0.074726681	0.0882734447	-0.0717281558	0.1081249176	-0.1491875765	0.0397950385	-0.0668698502	0.1722896018	-0.0830897069	0.0075828691	-0.0706649559	0.0900506718	-0.1265135126	0.0993641434	-0.1281249548	0.0280187912	-0.0597223666	0.3192066025	-0.2463212211	-0.1306557885	-0.1446348568	0.0130759321	-0.0968322696	0.1209637438	-0.07387382	0.0429316118	-0.0767628396	0.1327563326	-0.1621091051	0.0761371543	0.0187466201	-0.0933156879	0.0797183856	-0.2932123281	0.2078088674	-0.0042093051	0.0286959107	-0.0133968387	0.0787126703	-0.071573513	0.0518982511	0.0533108893	-0.1732932225	0.1561451084	0.1560591586	6.792822104273455e-05	n/a	4.614243214030605e-09	n/a	-0.0251414389725681	n/a	n/a	0.0006320919536113	-5.9430155587847366e-05	n/a	n/a	3.531943393195745e-09	6.30126535355502e-05	n/a	3.970594505591288e-09	n/a	-8.199031898570297e-05	n/a	n/a	6.722412407377325e-09	0.0003090021939341	n/a	9.548235585608717e-08	n/a
842.4721012333662	-2.335518658960723	709759.2413565632	5.454647406353693	847.8275084751908	-8.740089693377172	718811.4841272498	76.38916784827786	814.0948358233735	-0.2807791620945181	662750.4017142855	0.0788369378664996	815.8084966260595	633.1657611915043	1.168072	16.13953	0.032802577412574	0.0187526410949311	-0.2145590188	-0.0108907374	-0.1120105607	-0.0245899048	-0.0629155502	-0.0166395356	-0.1136984015	-0.0910156629	-0.1934782788	-0.1670893381	-0.023947916	-0.0116337128	-0.1538059914	0.2772516504	0.1017922605	0.008291368	0.0100682817	-0.0796841136	0.0096227842	0.1115794658	-0.1130370745	-0.0718933721	-0.1144033697	0.2352762009	0.07785248	-0.0063787403	-0.0565220118	0.007048318	0.099332331	0.1644209573	0.0034644913	-0.0954705978	-0.0358546226	0.1048893412	-0.0070917091	0.212618984	-0.1277655216	0.25428289	-0.0620201978	-0.0637387041	0.1180793528	0.1339924612	0.0584087771	0.1516923711	-0.0318070877	0.2071526202	-0.0346670246	0.0056830678	0.1443526403	0.044033201	0.0761246749	0.1670426416	0.1495238911	-0.0247616856	0.1651511607	0.0215775873	-0.1139968458	-0.0628421939	-0.0174722775	0.090340011	-0.2420862234	-0.0839072463	-0.0762865628	0.0906843526	-0.0265714985	0.1250254893	-0.0764617869	0.0703543794	-0.000448337	-0.1225295097	-0.0184055474	-0.1483908072	-0.0728768822	0.2097369332	0.0138607746	-0.3030291495	0.1149229813	-0.1032595316	0.0330577955	0.0956234141	-0.0201084589	0.155915944	0.1551433414	9.194457975070236e-05	2.401635870796781e-05	8.453805745533267e-09	5.767854855897812e-10	-0.0193391796759101	0.005802259296658	3.36662129456542e-05	0.0003740038705371	6.904362547288656e-05	0.0001284737810607	1.6505512420041394e-08	4.76702221844023e-09	-0.0001499358040519	-0.0002129484575874	2.2480745336689756e-08	4.534704558887409e-08	-0.0003500271027843	-0.0002680367837985	7.184371746909584e-08	1.225189726835709e-07	0.000364973512071	5.59713181369e-05	1.3320566451344038e-07	3.132788453982071e-09
841.5811417409908	-0.890959492375373	708258.8181340697	0.7938088170537823	841.1459614333286	-6.681547041862245	707526.5284355987	44.64307087261812	814.8987797470259	0.8039439236523549	664060.0212331917	0.6463258323775435	816.8985262107426	629.6535864625658	1.227456	16.960047	0.0756443893204693	0.0348056432827087	-0.041315551	0.1393527818	-0.1042651435	-0.0612079505	0.0528370257	-0.0001767351	0.0285682419	-0.0674730834	-0.1951701266	-0.0070428947	0.204619895	-0.2713932549	-0.0869532128	0.1671496572	0.0651655603	-0.1088273108	0.0168548515	0.0738168387	0.2225595809	-0.2101641468	-0.0011932069	0.052681644	-0.0435964765	0.095120544	0.0407546016	0.0446969082	-0.1138717726	-0.0214804754	0.2374736621	-0.0314127573	-0.1382456161	-0.0123059796	0.1842135458	-0.1459057561	-0.0778649942	0.0712283969	-0.0619686463	0.1791066326	0.1441625662	-0.1797860467	0.1603927968	-0.2029135302	-0.0436209295	-0.1039307108	0.0356901253	0.0092070974	-0.0437746054	0.108746616	0.076808313	0.1080385129	0.1944351855	-0.0410821252	-0.1084253215	0.0453910996	0.0537744506	-0.0657791752	0.1296037534	0.0961558402	-0.0109429743	0.0988836698	0.0225341738	-0.1893607134	-0.0154069589	0.0803644576	-0.1216560668	0.143988759	0.140244175	-0.0167656062	-0.0316114735	0.072709793	0.0477653615	-0.1393679849	0.0348423139	0.0197819316	-0.1847058007	0.1010553864	-0.1450672464	0.0670798171	-0.1198841012	0.0003586338	0.0591155471	0.1554579513	0.1533170814	0.0181564421157105	0.0180644975359597	0.0003296563903011	0.0003263260712266	-0.0375457862601109	-0.0182066065842008	0.0003314805233118	0.0014096860658899	0.0086454865978709	0.008576442972398	7.355537405879526e-05	7.474443851396533e-05	3.54974811480821e-13	0.0001499358044068	1.260071167858444e-25	2.248074544313662e-08	-1.5329959524024158e-11	0.0003500270874543	1.2251896195176852e-07	2.35007659008219e-22	0.000248999559374	-0.000115973952697	6.200078056844615e-08	1.3449957704166e-08
842.6514773111099	1.0703355701191413	710061.512214596	1.1456182326622673	841.564392294935	0.4184308616064527	708230.6263787433	0.1750843859447183	815.7078904091924	0.8091106621665176	665379.362475815	0.6546600636315406	817.0752097705691	630.5971694128854	1.142003	15.779331	0.0977415976238793	0.0573979818727857	0.1073604908	0.0782206034	0.0686958547	0.0386256131	-0.0673312912	0.0293978065	0.0362501686	-0.0201263251	0.1615224276	0.0747717125	0.0998552403	-0.1938195787	-0.0711312171	0.0575047903	-0.0265441799	0.0237539608	0.0833944406	0.1514217348	-0.0145970536	-0.1628177054	0.1272565177	-0.0096457937	0.0640350041	0.0895166801	-0.0370204926	-0.0812736575	0.0148805266	-0.1702967317	-0.212114985	-0.0305954741	0.0125091366	-0.0998630903	0.024959269	0.1234311794	-0.1497513663	-0.1713361376	0.0217271865	0.0540794892	0.0662457664	-0.0607652279	-0.1637345188	-0.1805785034	-0.0617004046	-0.0727121886	0.0576511244	0.0853372529	-0.096401375	-0.0540521147	-0.1286046205	0.0786862152	-0.0647999695	0.0565220928	0.0132702302	-0.0005141213	0.0265430305	-0.133415588	-0.0355177443	-0.0587743943	0.0042982117	0.0245209929	0.1770145223	0.0291136105	-0.0264767444	0.1287981765	-0.1793233962	0.0217373485	0.0937131643	0.1662919668	-0.2184506425	0.0792973154	0.0721491084	-0.0334108811	0.1542226462	0.0952060873	-0.0939898061	0.0383845721	0.1414690526	-0.0158188968	-0.1620389003	0.1123919725	-0.0966100887	0.1547718027	0.1505910958	0.0223028909134654	0.0041464487977549	0.0004974189430979	1.7193037632403063e-05	-0.0084484417014323	0.0290973445586786	0.0008466554603664	7.137616718250031e-05	0.0514413757792198	0.0427958891813489	0.0018314881308222	0.0026462151420589	-0.0003870000837218	-0.0003870000840767	1.497690648006802e-07	1.4976906507543077e-07	-3.907100132316543e-08	-3.9055671363641415e-08	1.5253454656647597e-15	1.526543144394795e-15	0.0002020003974002	-4.69991619738e-05	4.080416054983872e-08	2.208921226239488e-09
842.0908988047903	-0.5605785063196436	709117.0818498596	0.3142482617475626	844.6906906456076	3.126298350672528	713502.3628633535	9.773741377417767	816.0523740226431	0.3444836134507341	665941.4771479918	0.1186689599360747	818.2054629893278	626.8012694495064	1.135729	15.692634	0.0800214453797621	0.0468413549494969	0.1163492274	-0.1287540662	0.0551456383	0.1033138726	-0.0107167577	-0.0520666611	0.0189444836	-0.0504961281	0.1299354391	0.0523786662	0.0135672864	0.0772441472	0.0324456147	0.0265592319	0.0313025896	0.2527573905	0.1402488597	-0.1079285827	-0.1396339685	0.2184737103	0.0007761822	-0.0941444307	0.0728504594	0.1901694513	-0.0063442144	0.075543482	-0.0181860195	-0.129379131	-0.1190147948	0.0532148828	0.0690584425	0.0122686745	0.0896862785	0.0381515782	-0.010902335	-0.0695936928	-0.0184100617	-0.0414785303	-0.2096801925	-0.0550607954	-0.1749933006	0.1653336191	0.0652857465	0.1296872128	0.1100741471	0.0635737763	0.0321632213	0.0941597004	-0.0775049568	0.0437140681	0.0805093862	0.1106819468	-0.088350838	-0.0644313572	0.1798589277	-0.1279740873	-0.0742587751	-0.0716948384	0.0942651573	0.001927767	-0.0746094344	0.202025989	-0.0358177793	0.0878694988	-0.0031203394	-0.0429183932	-0.043851633	0.0541548104	-0.033596327	0.087590898	0.0220475854	0.1120357048	0.0097509335	0.2460261769	-0.1959450741	-0.0036033771	-0.0561993418	-0.065501481	-0.0632863432	-0.0548406884	0.0762187647	0.1538585052	0.1469813818	0.0180769343116367	-0.0042259566018287	0.0003267755541072	1.785870920053958e-05	-0.0190277165342962	-0.0105792748328639	0.0001119210559892	0.0003620539965095	0.0150773537009314	-0.0363640220782884	0.0013223421017102	0.0002273265946229	8.699997671453972e-05	0.0004740000604363	7.568995948330453e-09	2.246760572936537e-07	4.303030376462402e-09	4.337403169962784e-08	1.8813066258803207e-15	1.8516070420758167e-17	9.89999945326154e-05	-0.0001030004028675	9.800998917457881e-09	1.0609082990884729e-08
842.330089260605	0.2391904558146507	709519.9792737787	0.0572120741528203	845.6346121859807	0.9439215403731396	715097.897326934	0.8909878743804006	816.5730688794316	0.5206948567885092	666791.576819173	0.2711231338860062	818.4115032864252	625.3248792852675	1.179605	16.298878	0.0333700589043154	0.0201567691217683	-0.1185424371	-0.1049772227	-0.1220483208	-0.0417932933	0.0527650091	-0.0623565212	0.0068899286	-0.0285407896	-0.1442481418	-0.0491753249	-0.0640200976	0.0958166695	0.0668954208	-0.0030200525	0.0127893849	0.0578351598	-0.0507606807	-0.1161538028	0.0937004117	0.0988151334	-0.1045373799	0.0884661829	-0.0637862714	-0.0795210755	0.1439220911	-0.0488170265	-0.0144639889	0.0095854886	-0.0342671476	0.0030744485	0.0760404353	0.0690639253	0.0188536741	-0.0053118004	-0.035601147	0.0489931288	0.0051011662	0.0082451108	-0.1244075726	-0.0558734378	0.1620849353	0.1087179023	0.0367224007	0.0624911604	-0.0744577229	-0.1112551506	0.0124408932	-0.0487489859	0.0735079892	-0.0484361066	0.0688306019	-0.1404937421	0.0133103432	-0.0355510613	-0.0093335128	-0.0359563594	-0.1218901294	0.1063152864	-0.0361905279	0.0305156652	-0.1954930121	-0.050566834	-0.013738526	0.0198922064	-0.0191659482	0.1372877198	0.0390185566	-0.0067560123	0.0328388992	0.0417820917	0.0527229197	-0.0089723968	-0.0545196445	-0.0049564131	0.0041864136	-0.0190231066	0.0380254774	0.0008329149	-0.0929615456	0.0276155982	0.0161497383	0.152719399	0.1425091225	0.0180728976619661	-4.0366496705974975e-06	0.0003266296298998	1.6294540563134883e-11	-0.0352453757270012	-0.0162176591927049	0.0002630124696907	0.0012422365101374	0.0044790186879168	-0.0105983350130146	0.000112324705048	2.006160840670793e-05	4.80000014205204e-05	-3.899997529401932e-05	2.3040001363699606e-09	1.520998072934117e-09	4.597934477601484e-09	2.9490410113908183e-10	8.69684288686498e-20	2.1141001460316436e-17	0.000191000285313	9.20002907803846e-05	3.648110898964741e-08	8.464053503675322e-09
842.3497703448013	0.0196810841963497	709553.1355999395	0.0003873450751438	847.0147852743826	1.3801730884018752	717434.0464734085	1.9048777539487705	816.4136495859142	-0.1594192935174305	666531.2472301918	0.0254145111455966	818.5978961953039	630.7016547339304	1.092516	15.095547	0.0447017182912999	0.0389812917047608	-0.0369044269	0.1304158966	-0.1655406414	-0.0003489552	0.0497242682	-0.0374962921	-0.0571782415	0.0041106743	-0.1776731305	0.0783242899	0.0813601054	-0.1416460419	0.0062783925	0.0326907413	0.0823118672	-0.107223877	0.0107251213	0.0526566107	0.1683735958	-0.1522436671	-0.1268016609	0.0632971012	-0.0614668529	0.0155509417	0.1742667068	0.0256424364	-0.025875301	0.0298162861	-0.1065434599	-0.0906627789	-0.0127216584	-0.073713416	-0.1117004359	-0.1513045122	-0.0770726327	-0.0182776557	-0.0744731561	0.0422531823	0.1411084476	-0.1233649933	0.1600024659	-0.1028182929	-0.0742804068	-0.0486316885	-0.0148373651	0.011426308	0.0080935876	-0.0017369824	0.0610774155	0.1402975221	-0.0041551446	-0.2438498762	0.0058804901	-0.0831700585	0.0194612784	0.087227791	0.1097788997	0.1128946895	-0.0681749956	0.0865841672	0.0885460909	-0.1827847274	0.0506624455	0.0393674848	-0.1130227873	0.0953924102	0.1936720947	-0.0272552894	0.0360342308	0.0167361789	-0.0403869362	0.0104487626	-0.0056748702	0.0348268555	-0.1549725324	0.1298141261	-0.119778682	-0.0026596867	-0.0235220473	-0.0981031218	0.0290504919	0.1513561561	0.1372005631	0.0180729878831158	9.022114970044792e-08	0.0003266328910232	8.139855853270634e-15	0.0024674859920281	0.0377128617190292	0.0014222599390386	6.088487120854897e-06	0.0045171120865319	3.809339861509959e-05	1.4511070180488711e-09	2.0404301602292572e-05	-9.099996439810124e-05	-0.0001389999658186	8.280993520455693e-09	1.9320990497577985e-08	-8.68873861747943e-09	-1.3286673095080914e-08	1.7653568193554704e-16	7.549417876287836e-17	0.0001910000787546	-2.0655840002304323e-10	3.64810300842634e-08	4.266637262007955e-20
841.9891790430199	-0.3605913017813691	708945.7776255386	0.1300260869203824	843.8110915050712	-3.2036937693113714	712017.1581469796	10.263653767524502	815.5572706375618	-0.8563789483523578	665133.6616897893	0.7333849031810904	817.1660803592566	626.937212228775	1.241159	17.149384	0.0114230275591039	0.0114230067632247	0.1177351158	0.1736783469	-0.0261703941	0.0655644608	-0.0606611714	-0.1146376108	-0.083565989	-0.147976072	0.0794930878	-0.0249734984	0.0949709447	-0.1527027703	-0.0230325327	0.1510605314	0.0031424097	-0.1814027511	0.056604258	0.0910051928	-0.0998026273	-0.1156099196	0.1939813864	-0.0235421281	0.0522609589	-0.056991209	-0.1167805764	-0.0074713152	0.2753906722	0.0553778393	0.018103873	0.159171735	0.1288938401	0.0081913027	-0.1870278693	-0.1372195608	-0.0109230516	0.1240945415	-0.085602771	0.1509133712	0.1868327	0.0703187528	-0.1788254975	-0.0898678632	0.0134447114	-0.1461727603	0.0571732362	0.1073569479	-0.0885937217	-0.1248712124	-0.1110913475	-0.104238583	0.0181177436	0.0196204922	0.1179377531	0.1460331346	0.1410939419	0.2262018077	0.1727548452	-0.2137039835	0.0295274155	0.1060086616	0.1238904389	-0.0123482268	0.0314806248	-0.0040438958	-0.070684216	-0.0493003366	0.1005051914	-0.0571374936	0.0364685398	0.0757422019	0.0643945764	-0.1265634722	0.0446539686	-0.2564098753	0.1548969889	0.0771380463	-0.0399604927	0.0608288973	-0.0795991898	0.0165945695	0.050409288	0.1497707771	0.1310868562	0.0180730053825612	1.7499445399693503e-08	0.000326633523558	3.062305892968541e-16	-0.0089555207711811	-0.0114230067632092	0.0001304850835123	8.020135228305612e-05	0.0045171153829812	3.296449300159432e-09	1.0866577988521609e-17	2.0404331383165395e-05	-9.099996439810124e-05	0.0	8.280993520455693e-09	0.0	-8.68873861747943e-09	0.0	0.0	7.549417876287836e-17	0.0001910000787546	0.0	3.64810300842634e-08	0.0
843.5113232045042	1.5221441614842206	711511.3523742135	2.316922848340501	843.4075870308825	-0.4035044741887077	711336.3578612556	0.1628158606903055	817.1249161263091	1.5676454887473028	667693.1285544278	2.45751237838977	818.8412935492381	626.7904708692006	1.351344	18.671841	0.0463155731386592	0.0275276513304324	0.1008291173	-0.0452236052	0.1687090866	0.0251512371	0.0709911059	0.0476594461	0.1722551346	0.0258362599	0.0158634098	-0.0015523183	0.0419036212	0.1193297906	0.0377886671	-0.0422926356	-0.2105389492	-0.0057399594	0.0958685198	-0.0872435539	-0.0276609106	0.0044054671	0.0451403452	-0.2340560259	0.1462122684	0.0612805871	-0.0293802711	-0.1955170888	-0.0173890499	0.0026402255	-0.129943672	0.0108273072	-0.0180238599	-0.0402181943	0.1247471429	-0.0911892809	-0.0477954054	-0.0292319602	0.2015022846	-0.0231210429	0.0365275642	0.0101267456	-0.0959590696	0.0998404145	0.0838064451	-0.0104096587	0.2346359047	0.1901804482	-0.0829181985	-0.117051933	-0.1993618856	0.1128062353	-0.0590671213	-0.0727696468	0.0963033517	0.1374554621	0.0703887614	-0.1635752699	0.0383001403	0.1073430069	0.1244739213	0.0960173244	0.0191739906	0.1990028612	-0.0268006663	-0.0024709421	-0.0477611181	-0.0027472781	-0.0045898932	0.0173533016	-0.0303097111	-0.0141173336	-0.0108584362	0.0434587316	0.0410392102	0.035615262	-0.0276726261	-0.248547112	-0.1655264794	0.016802485	0.0063827804	-0.0991320115	0.0398286271	0.1479655889	0.1242038795	0.009971845850103	-0.0081011595324582	9.943770965821644e-05	6.562878577033838e-05	-0.0182331943304205	-0.0092776735592394	8.607522667180991e-05	0.0003324493754908	-0.0189691046074642	-0.0234862199904454	0.0005516025294395	0.0003598269296089	1.7999998943926657e-05	0.000108999963342	3.2399996198136076e-10	1.1880992008563423e-08	1.724300480177021e-09	1.0413039097656453e-08	1.0843138324932187e-16	2.973212145938705e-18	0.0001910001035038	2.4749200003846075e-11	3.6481039538462316e-08	6.125229008303746e-22
844.4763754241884	0.965052219684253	713140.3486495748	0.9313257867175038	844.0643703911894	0.6567833603069175	712444.661363875	0.4313643823760462	817.656519759503	0.5316036331938676	668562.1843052225	0.2826024228249201	819.4422474570039	634.5094708578927	1.23927	17.123281	0.077820288422956	0.0458272850316307	-0.148235776	-0.1367929794	0.0920229617	-0.0200248302	0.1264651186	0.0285936592	0.1302463121	0.151133472	-0.0375361119	-0.0734462899	-0.1693186092	-0.1483550624	0.1594829592	-0.0754964819	-0.223935496	-0.0782464214	-0.1214568787	-0.0032069503	0.0996816469	0.0228942238	-0.0328680886	-0.168382189	0.091957522	-0.0654049177	-0.1594509722	-0.1036215687	-0.0043736338	0.1351599409	0.1312799886	-0.0472011151	-0.0493039822	-0.241217406	0.0888773851	-0.0211693105	0.1616988965	-0.0791983785	0.2068790489	-0.0286596409	-0.0137311106	0.1402493215	0.1591477826	0.0488978233	-0.0666493419	0.029453744	0.1019238037	-0.1023980202	0.0555576622	-0.0440909536	0.0256821664	-0.0194220548	-0.0217077313	0.0868172604	-0.081038223	0.4403245915	-0.2466484891	0.0290561253	0.0091993398	0.1415683942	-0.1890884151	0.0599328964	-0.0666475381	0.1285723544	-0.004252905	0.0041072569	-0.0130569226	0.0119397307	-0.1330600545	-0.0744694058	0.10780394	0.0915426723	-0.062477503	0.0105858305	0.2001276856	-0.1711448691	0.1397477178	0.1372421865	-0.0335225534	0.1012827206	0.102694763	-0.1583404807	0.104327424	0.1459432408	0.1165920251	0.0015971899657358	-0.0083746558843672	2.551015786647126e-06	7.013486118156615e-05	0.0206066865799101	0.0388398809103306	0.0015085363491286	0.0004246355318026	-0.028375653433585	-0.0094065488261207	8.848316081819455e-05	0.0008051777077829	-0.0003380063741435	-0.0003560063730874	1.1424830896163573e-07	1.26740537678864e-07	6.796773984030224e-05	6.796601553982207e-05	4.619379268359335e-09	4.619613658999009e-09	0.0001910117709193	1.1667415499992846e-08	3.6485496629727146e-08	1.3612858444947331e-16
