global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
842.1413649481273	n/a	709202.0785566949	n/a	854.1247239396379	n/a	729529.0440449626	n/a	813.3439768153694	n/a	661528.4246218401	n/a	816.4292644787256	638.5254684550422	n/a	n/a	n/a	n/a	-0.004104607	0.1657132275	-0.1123994352	0.04705617	-0.0063287283	0.1249768429	0.1460441095	-0.1129445828	0.2342849604	-0.1127664261	0.0916377848	-0.1278085457	0.0517757228	-0.0361151987	0.1526377717	-0.0207573492	0.0471862287	-0.0397378404	0.0946788976	-0.0075939894	0.0289655819	-0.0370556077	0.1048568865	-0.0641238406	0.0815349825	-0.2098722208	0.0290542188	-0.0243586954	-0.1583156574	-0.0772795705	-0.0951444343	0.0146982314	-0.1385845508	0.0982891685	-0.1479594893	0.0103073634	-0.0243507535	0.0111025103	-0.0954263998	0.0303957943	-0.2167914622	0.1842553754	-0.0009744064	0.1169616213	-0.0014802712	0.0362755492	-0.0311562688	-0.0080497323	0.1031018836	-0.009795568	0.0928107551	-0.2032256602	0.1187370338	-0.0022984575	0.085564049	0.0242239002	-0.1002801432	0.0109662324	-0.0326273616	0.0260120452	-0.0343463958	0.0130684776	-0.109683918	0.0956598785	-0.1345021554	0.0906414982	-0.043988267	0.1428980463	-0.0809458279	0.011650944	0.1561451084	0.1560591586	5.893241450394271e-11	n/a	3.473029479264517e-21	n/a	-0.0171410335455135	n/a	n/a	0.0002938150310084	0.0327269614105887	n/a	n/a	0.0010710540031701	8.523193131664789e-18	n/a	7.264482115965782e-35	n/a	0.0	n/a	n/a	0.0	3.7884302118516974e-21	n/a	1.4352203470070698e-41	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.4214435846902	-0.719921363437038	707990.0457241441	0.5182867695330439	842.8454834602975	-11.279240479340388	710388.5089894226	127.22126579079078	813.7466186986326	0.4026418832631862	662183.5594434578	0.1621204861577252	816.1683846250374	629.9873064994812	1.191121	17.759609	0.0331424768440958	0.0206113583446021	-0.0174714056	0.0661371178	0.1297548493	0.0389263122	0.0299052426	0.1019544887	-0.021173201	-0.041605473	-0.0391886458	-0.091472589	0.1199983145	0.02540553	-0.0649807211	0.0104206783	-0.2023524261	0.0124974407	0.0642938911	-0.0812775123	-0.0721375112	0.0828521972	0.011021611	0.0104370445	0.1470669527	0.0669452537	0.0273936636	-0.1715428541	0.0045332506	0.0258415959	-0.0568474847	-0.0380072213	-0.1580341565	0.0556863498	0.019436456	-0.072614556	0.0992241984	-0.0868106227	-0.049267086	0.0523728457	-0.195652419	0.0511571451	0.0130236409	0.110274965	-0.0305279796	0.0610229028	-0.0588293513	-0.055256999	-0.0232303313	0.1468698172	-0.0477299793	-0.0330597675	-0.0562086017	-0.0271694264	0.141864331	0.0777514962	0.0178059455	-0.0178592431	-0.1793816807	-0.0167505851	0.1371739306	0.0535725644	-0.0021709486	-0.0587545098	0.0698877304	0.0989789916	-0.0883298785	0.0023109204	0.016859805	0.1883714578	0.0623687712	0.2454332229	0.155915944	0.1551433414	-2.8785764840222328e-05	-2.878582377263683e-05	8.286202574365801e-10	8.286236502693036e-10	-0.0215675322061486	-0.0044264986606351	1.959389039260433e-05	0.0004651584454632	0.0306412909346391	-0.0020856704759496	4.350021334247833e-06	0.0009388887101411	-0.0003690000348481	-0.0003690000348481	1.3616102571789902e-07	1.361610257179053e-07	0.0001630003425205	0.0001630003425205	2.656911166180032e-08	2.656911166180032e-08	3.0060306161687304e-08	3.0060306161683526e-08	9.036220065343758e-16	9.036220065341482e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.1026650144356	0.681221429745392	709136.8984244148	0.464062636344356	839.861540242788	-2.983943217509477	705367.4067789882	8.903917125320811	814.5957915697687	0.8491728711361475	663566.3036431781	0.7210945650736081	816.3677863007266	636.0385232652936	1.1181	16.670874	0.0453359416886425	0.02914079878482	0.0224399991	-0.1566613751	0.0462179246	0.0255228467	-0.0015512906	-0.1407499422	-0.0218518463	-0.0296466639	-0.0787639285	0.0109854112	-0.1110244731	0.0124412109	0.0823445383	-0.0076588117	-0.1937598346	0.0106101466	-0.007760151	0.0724337631	0.1203342551	0.0092912406	-0.1167159386	0.0674723901	-0.0990909363	-0.0716437291	0.0379734667	-0.1008950185	0.1802138175	-0.0871405876	-0.1748124881	-0.0174093604	0.1076460745	-0.0659969248	0.004393451	-0.0385791232	0.1614301164	-0.082979233	-0.0620388721	-0.0160399972	0.0806772175	0.1437346385	0.0286060432	-0.0339520662	0.0742711837	0.002790564	-0.0678313186	-0.0301869669	0.0205926986	-0.083175818	-0.153255379	0.0068535136	0.0044987191	0.0701512732	0.0524036675	0.1477871391	0.0944626729	-0.0131690665	-0.1357543056	-0.0912372149	0.1266716357	0.0448007349	0.0036127992	0.0151974878	-0.1296416348	0.1343864463	-0.1037152429	0.0627952446	0.0019137116	-0.1448452324	-0.0114766308	0.043744121	0.1554579513	0.1533170814	-4.526896191237029e-09	2.878123794403109e-05	2.049278912623632e-17	8.283596575909351e-10	-0.0295774676551587	-0.0080099354490101	6.415906589730868e-05	0.0008748265928919	0.0051455859323681	-0.025495705002271	0.0006500309735628	2.647705458738449e-05	-0.0002960000373727	7.299999747539999e-05	8.761602212463982e-08	5.328999631408405e-09	1.1768364061026661e-14	-0.0001630003425087	2.6569111657963828e-08	1.3849439267286386e-28	3.019458598083058e-13	-3.0060004215827496e-08	9.117130225537706e-26	9.036038534555668e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.5385823352267	-0.5640826792089229	708187.1855587831	0.3181892689835165	840.9903053077492	1.1287650649611578	707264.6936216211	1.274110571876767	814.9877977298889	0.3920061601202178	664205.1104486143	0.1536688295721978	816.9643955371166	635.113750559943	1.111985	16.5797	0.086018336294919	0.0697499579457559	-0.0181238131	-0.0664679029	-0.1771165445	0.0481515239	-0.073416944	-0.0692807028	-0.0452233953	-0.0171405858	0.1160625483	0.0010403573	-0.0486266532	-0.060174467	0.0800104541	0.0024776168	0.0987797315	0.0647339824	0.0511358364	0.1083488203	-0.0244481713	0.0759607006	-0.1121196884	0.1267752247	-0.1131752834	0.0528541329	-0.2716444434	-0.0067467294	0.047323355	0.0193218249	-0.229388779	-0.0146848879	0.0738046501	-0.0265956629	-0.0585805431	0.0808214219	-0.0380837768	0.1130632749	-0.0521231754	-0.0577958122	0.0169789002	0.1812700573	0.0926040042	-0.2037204929	0.0005091749	-0.1381311121	0.0144468755	-0.1390554726	-0.0184432263	-0.1334523726	0.0839501566	0.045998247	0.1288104438	-0.0188547243	0.0291378038	0.1020796012	0.0669430627	-0.0850847338	-0.2579836009	-0.2251048084	0.1737800412	-0.0885815897	0.0618927936	-0.0600028355	-0.0084409915	0.0754191867	-0.1633098018	-0.1036619345	-0.044968045	-0.1928322561	-0.136653228	-0.0285254412	0.1547718027	0.1505910958	0.002496996166883	0.0024970006937791	6.234989857428395e-06	6.2350124647337625e-06	0.039505323252996	0.0690827909081547	0.0047724319996598	0.0015606705653237	0.0161341296559243	0.0109885437235562	0.0001207480931645	0.0002603101397541	-0.0002270000183119	6.900001906080003e-05	5.1529008313602944e-08	4.761002630390767e-09	1.1102230246251563e-15	-1.0658141036401504e-14	1.135959703518257e-28	1.2325951644078306e-30	-1.517569978102401e-14	-3.171215595893298e-13	2.303018638437722e-28	1.0056608355636884e-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.1977043581886	0.6591220229619239	709296.9732262029	0.4344418411534189	842.8065714037097	1.8162660959604864	710322.9168012764	3.2988225313355466	814.6357654311158	-0.3520322987731106	663631.43031954	0.1239267393794806	816.5531833294741	636.8160414423261	1.161496	17.317896	0.0596498810119737	0.0398064404728936	-0.0304581059	0.1841226888	-0.0381287713	0.024457322	-0.0050974794	0.1985632792	-0.0043236248	-0.0405083269	0.0261541964	-0.0927876372	0.1594921304	0.0016207658	-0.0412369841	-0.0504677543	0.1322453457	0.0759373867	0.0075604104	0.0654497047	0.0236170208	0.1773716294	0.0043052568	0.105243318	0.075660462	0.2190801653	0.0049838491	-0.0387972136	-0.0305599687	-0.04309996	0.0004323234	-0.033298675	-0.181510942	0.0454692932	0.0246882778	0.1052962974	-0.0416833166	0.0836306209	-0.0095632209	-0.0882625983	-0.0462003893	0.1621369456	-0.0091859979	-0.0464262969	-0.0195008831	0.0520573525	0.2643740351	-0.1075099577	-0.0244961361	0.1091042963	0.105614779	-0.04509878	0.0572795601	-0.1789807603	0.0738641096	0.0583563815	0.0236126999	0.025221186	-0.1007664867	-0.2045058818	0.0287410049	0.1139285458	-0.0082613912	0.0332497363	-0.1481840792	0.0790807585	-0.0922145336	0.2511751419	0.0246403592	0.0112546112	-0.04407503	0.0418389792	0.1538585052	0.1469813818	-7.281670377778937e-09	-0.0024970034485533	5.302272349062325e-17	6.235026222087461e-06	0.0019107549362473	-0.0375945683167487	0.0014133515669226	3.650984426393423e-06	0.0283424388082238	0.0122083091522995	0.0001490428123581	0.0008032938375979	-0.0003740000200554	-0.0001470000017434	1.398760150014396e-07	2.1609000512589e-08	-4.884981308350689e-15	-5.9952043329758445e-15	3.5942474994132345e-29	2.386304238293561e-29	-1.531248001659935e-13	-1.3794910038496952e-13	2.3447204425875444e-26	1.902995429702239e-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.8138179460565	-0.3838864121321421	708650.5040849163	0.1473687774196889	839.3172464009878	-3.4893250027218983	704453.4401061364	12.175388974620176	814.6964346409361	0.0606692098202756	663730.280616653	0.0036807530202166	816.7303158025503	632.9922026259559	1.166616	17.394249	0.0413019568247707	0.0228434060367063	-0.0047752594	0.0664304579	0.1729761297	0.0731089522	0.0293537332	0.0365790824	0.034642162	0.0753114296	0.0171335377	-0.0027768883	0.1287837006	0.0177711266	-0.0548045209	0.036109324	-0.1093743365	-0.1249560573	0.0756111998	0.0676282831	0.0131302865	-0.0628346974	0.0205807809	0.0076168652	-0.1274562958	0.1384198924	-0.0242862887	0.0517515892	0.0344302078	0.0355611527	-0.0200466388	0.0493014022	-0.1269543189	0.0093980166	-0.010520685	-0.0980390304	-0.0093482359	-0.1423965504	-0.0046129679	0.0565125641	-0.0031647181	0.0259915152	-0.0043071497	-0.0653766948	0.0133280305	-0.078929837	-0.0387732332	-0.189878131	0.00246021	0.0299701454	-0.1447950382	-0.0486364218	-0.1261849811	-0.0819691916	0.0646621226	0.1449600219	0.0254089683	0.0559572286	-0.1882856109	-0.0972655083	0.1120028495	-0.0562550812	-0.0188482061	-0.0493659931	0.2385462017	0.1099708425	0.034566662	-0.040324114	-0.1829263306	-0.0534742442	0.1551176412	-0.2696988848	0.152719399	0.1425091225	-2.3928400736394906e-06	-2.385558403261712e-06	5.7256836180150425e-12	5.690888895372567e-12	-0.0152700826259035	-0.0171808375621508	0.000295181179337	0.0002331754234019	0.026677083858658	-0.0016653549495658	2.7734071080433142e-06	0.0007116668032018	-0.0005960000153384	-0.000221999995283	3.5521601828337305e-07	4.9283997905652037e-08	0.0002269999357755	0.0002269999357803	5.1528970844298905e-08	5.1528970842081134e-08	6.76438765073663e-08	6.764402963216646e-08	4.575694028943822e-15	4.575714744877415e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843.7116735292007	1.897855583144178	711849.3880494444	3.6018558144715285	834.9392723289697	-4.377974072018105	697123.5884772294	19.16665697526279	814.2839959868888	-0.4124386540472642	663058.4261203756	0.1701056433523189	815.6542560200979	637.9352649620602	1.437245	21.429316	0.1119339715354935	0.0617505824464517	0.0625589729	-0.0024194171	-0.0469996282	-0.1148493638	-0.0224591401	-0.0782676042	0.1338737828	0.1391161297	0.0297585204	0.0639877248	0.0039557667	0.0578199123	0.1221768454	0.0864127644	0.0121641496	-0.1814895365	-0.3302389186	-0.4034789822	-0.1485224916	-0.0033332516	-0.2320943238	-0.0388689505	-0.0740469132	0.1492549451	0.0081529669	0.1082119613	0.1565693389	0.0567154151	0.05930325	0.0643676056	0.0260547058	-0.1313284381	-0.0031813227	-0.0366672441	0.1057113689	-0.0047503241	0.4470196776	-0.228544667	-0.2748701365	-0.2014027657	0.0260299559	-0.0704089181	-0.1027830114	-0.1802479367	-0.002278893	0.0098715378	0.0521558517	-0.0355298189	-0.0033420832	-0.0182733748	-0.0354347836	0.0623096503	-0.0701133627	-0.2704269962	-0.4049179475	0.3771360751	0.1303020021	-0.1220329614	0.2782161988	-0.0502949273	-0.4121041646	0.1300114745	-0.0377539486	-0.1402511443	0.0452241	-0.1892222524	-0.2515280372	-0.0519434989	0.1270179311	0.0784846566	0.1513561561	0.1372005631	6.956224137866229e-05	7.195508145230178e-05	4.838905425623277e-09	5.177533746807384e-09	-0.0276042311886186	-0.0123341485627151	0.0001521312207671	0.0007619935795147	0.0040095548559122	-0.0226675290027458	0.0005138168710903	1.6076530142569102e-05	0.0004020461524747	0.0009980461678131	1.6164110871970974e-07	9.960961530864147e-07	0.000614969665784	0.0003879697300085	1.505205114028684e-07	3.781876898344847e-07	-0.0001511232360735	-0.00015119087995	2.2838232481326813e-08	2.2858682180057537e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845.7489359299852	2.0372624007845843	715291.2626267023	4.150438089650568	847.125213375607	12.185941046637367	717621.1271366677	148.49715919212142	817.3098703965077	3.0258744096188366	667995.4242475561	9.155915942786145	819.3956697264547	651.8119381972722	1.321834	19.708548	0.1628756468004698	0.0803601433214291	0.1446351982	-0.0036418953	0.0506085028	-0.0169770187	0.1581734545	0.0027138933	0.0131424883	-0.1485726094	-0.1242708481	0.0734022783	-0.1681742561	0.1430274209	-0.2199138021	-0.007258687	0.0006195122	-0.100235864	0.0031080379	0.0111906244	-0.1663424529	0.0209219035	0.0071365756	0.0731575321	-0.0066076506	0.1364430363	0.0390645079	0.1646370839	0.0536809943	-0.02841987	-0.0762955978	0.0293392465	0.1204447407	0.1281273929	0.23870554	-0.1251440268	-0.1156484311	-0.011936816	0.0486690019	0.0835775065	-0.054269266	-0.0523521385	0.170742843	-0.023633886	-0.0098950275	-0.0755066148	0.1587020335	-0.1181382585	0.0228167917	0.134518753	-0.0283762527	0.1054656873	0.0159586181	0.055977394	-0.0677059496	-0.0210037912	-0.1524105437	-0.0260671634	-0.0673758908	0.0662387738	-0.0625135227	-0.1346654643	0.015606321	0.2265550122	-0.3009309504	-0.0284733965	0.0352383362	0.0729092562	-0.0336869084	-0.1704709535	0.0349883469	-0.1323439809	0.1497707771	0.1310868562	-0.0121356823121487	-0.0122052445535273	0.0001472747851813	0.0001489679946114	0.0333087792023576	0.0609130103909762	0.0037103948348911	0.0011094747719514	-0.0173874480930891	-0.0213970029490013	0.0004578317351995	0.0003023233511898	-0.0003110140771379	-0.0007130602296125	9.672975617793961e-08	5.084548910551738e-07	0.0002309814216017	-0.0003839882441823	1.474469716702057e-07	5.3352417125142286e-08	0.0001190360682709	0.0002701593043444	1.4169585549394366e-08	7.298604972385016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842.0831618934125	-3.6657740365727705	709104.0515444071	13.437899287211025	845.3472156730858	-1.7779977025212474	714611.9150462386	3.161275830170834	816.3798289190522	-0.9300414774554612	666476.025065901	0.8649771497875369	818.592994521398	642.4954373087202	1.330869	19.84325	0.0887025788137485	0.0545661834474048	0.0379386037	-0.1800627888	-0.1068859594	0.0053751781	0.0123913592	-0.1311581935	-0.0001455004	-0.1478781043	0.025857022	0.0140610967	-0.2707074771	0.0060104318	-0.016304491	-0.0772214234	0.0800487887	0.0294667612	0.0687178795	0.1671264061	0.0761141878	-0.0210712925	-0.0184430061	0.188221541	-0.0009047593	-0.1078023121	0.0561098754	0.0892080875	-0.105884512	-0.083401373	0.0835620847	-0.0756280199	0.2576730241	0.0503298707	0.0747213752	0.064140253	-0.1247249422	-0.0055463168	-0.1080295527	0.0025763842	0.150369068	0.147748073	0.1284248687	0.1488662222	0.1135693306	-0.0721884747	0.0222216757	-0.0093656229	0.0536617103	-0.1342852936	-0.0815732243	0.0255950545	0.1185197844	0.1094236968	-0.0729404768	0.0209872391	0.0097513878	-0.0328781204	-0.1035333921	-0.0125813931	-0.2037016944	-0.011576915	0.0830865039	-0.0215337194	0.1362604265	-0.1154587448	0.1933566049	0.1277658387	0.0548802917	-0.1771779045	0.2017776005	-0.0438997038	0.1479655889	0.1242038795	-2.6589077606331557e-09	0.0121356796532409	7.069790479555223e-18	0.000147274720646	-0.0185176711631811	-0.0518264503655387	0.0026859809574916	0.0003429041453077	-0.0141985763153655	0.0031888717777235	1.0168903214762065e-05	0.0002015995693832	-0.0002300000267821	8.101405035579998e-05	5.290001231976672e-08	6.563276355052095e-09	-4.440892098500626e-15	-0.0002309814216061	5.335241712719381e-08	1.9721522630525292e-29	-1.1206603678891317e-13	-0.0001190360683829	1.255879660157404e-26	1.4169585576074169e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840.2717401988295	-1.8114216945829185	706056.5973767693	3.281248555605652	840.8241384660876	-4.5230772069982095	706985.2318272383	20.458227420466724	814.037424205313	-2.3424047137392563	662656.9280068206	5.486859842947887	816.533483199062	623.3245403221675	1.347292	20.088125	0.0936908412022883	0.0619650748509998	-0.0803367473	0.1011173893	-0.0483978181	-0.0708689411	-0.0849878231	0.0252014618	0.0370688638	0.0386603647	0.1025090379	-0.0675000954	0.052453654	-0.1211478608	0.0715736827	0.0923318008	0.2008794308	0.0701614721	0.0010988397	-0.0274848503	0.0729703669	-0.0808896078	0.1349541313	-0.1053103589	0.0350182751	0.085583331	0.0882056018	-0.1094106061	0.0750784902	0.0686716663	0.2167233603	-0.0551535021	-0.0361224092	-0.0074489325	-0.1731994198	0.0600669922	-0.1434131024	0.1344260182	-0.0548842245	-0.037719872	0.0618223398	-0.1183784081	-0.0927324445	0.1319705345	0.0511955086	0.1043119756	0.0092631779	-0.1227136013	0.0007166233	-0.060200459	0.1653592044	0.0238617318	-0.0031519395	-0.1203931168	0.060139989	-0.0577519253	0.0741881239	0.1403790736	0.0805411751	0.0386512764	-0.1056601188	-0.0549534666	-0.0143729321	0.0240171737	-0.0265504768	0.079644235	0.1260036253	0.1668098342	-0.0500567682	0.0812656686	0.0083138241	0.002823997	0.1459432408	0.1165920251	-4.478644426342271e-05	-4.478378535566208e-05	2.0058255897606692e-09	2.005587430782013e-09	0.0087838092640311	0.0273014804272122	0.0007453708335174	7.715530518687859e-05	0.0407947516512479	0.0549933279666134	0.0030242661208435	0.0016642117622869	-0.0002730000716643	-4.30000448822e-05	7.452903912871294e-08	1.849003859871214e-09	-2.5126468017333536e-08	-2.512646357644144e-08	6.313391718582384e-16	6.313393950260851e-16	0.0001839998090043	0.0001839998091163	3.385592971361888e-08	3.385592975485914e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
