participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v1s11x0050142	n/a	2026-03-12T09:50:47	2026-03-12T13:43:58
sub-v1s11x0050143	n/a	2026-03-12T09:50:51	2026-03-12T14:35:30
sub-v1s11x0050144	n/a	2026-03-12T09:52:23	2026-03-12T14:39:42
sub-v1s11x0050145	n/a	2026-03-12T09:52:45	2026-03-12T14:29:08
sub-v1s11x0050146	n/a	2026-03-12T09:54:19	2026-03-12T13:01:55
sub-v1s11x0050147	n/a	2026-03-12T09:57:20	2026-03-12T13:29:56
sub-v1s11x0050148	n/a	2026-03-12T10:04:46	2026-03-12T14:27:57
sub-v1s11x0050149	n/a	2026-03-12T10:04:51	2026-03-12T14:36:15
sub-v1s11x0050150	n/a	2026-03-12T10:05:20	2026-03-12T14:17:38
sub-v1s11x0050152	n/a	2026-03-12T10:06:18	2026-03-12T14:21:53
sub-v1s11x0050153	n/a	2026-03-12T10:12:48	2026-03-12T14:25:58
sub-v1s11x0050155	n/a	2026-03-12T10:14:32	2026-03-12T14:22:11
sub-v1s11x0050156	n/a	2026-03-12T10:34:20	2026-03-12T14:11:57
sub-v1s11x0050157	n/a	2026-03-12T10:34:18	2026-03-12T14:43:03
sub-v1s11x0050158	n/a	2026-03-12T10:40:48	2026-03-12T14:32:08
sub-v1s11x0050159	n/a	2026-03-12T10:41:23	2026-03-12T15:09:42
sub-v1s11x0050160	n/a	2026-03-12T10:50:51	2026-03-12T15:16:38
sub-v1s11x0050161	n/a	2026-03-12T10:51:24	2026-03-12T14:38:12
sub-v1s11x0050162	n/a	2026-03-12T10:52:50	2026-03-12T15:15:13
sub-v1s11x0050163	n/a	2026-03-12T10:54:21	2026-03-12T14:32:38
sub-v1s11x0050164	n/a	2026-03-12T10:54:54	2026-03-12T15:04:22
sub-v1s11x0050165	n/a	2026-03-12T10:55:51	2026-03-12T15:13:59
sub-v1s11x0050166	n/a	2026-03-12T10:59:23	2026-03-12T15:02:00
sub-v1s11x0050167	n/a	2026-03-08T12:39:11	2026-03-08T15:51:39
sub-v1s11x0050168	n/a	2026-03-12T11:00:27	2026-03-12T14:19:43
sub-v1s11x0050169	n/a	2026-03-08T12:39:02	2026-03-08T16:03:41
sub-v1s11x0050170	n/a	2026-03-08T12:39:05	2026-03-08T16:23:13
sub-v1s11x0050171	n/a	2026-03-08T12:39:11	2026-03-08T16:16:40
