global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
880.0464279647432	n/a	774481.715373504	n/a	1079.6266910749982	n/a	n/a	1165593.7920815498	844.958341777118	n/a	713954.599338737	n/a	863.4254664268656	728.209249055326	n/a	n/a	n/a	n/a	-0.0966963263	-0.014782684	0.0647864276	-0.0843653911	0.0802389223	-0.013459505	-0.3731587165	0.1348857788	-0.0378859438	0.0267903855	-0.2908723621	0.3264143302	-0.1443064854	-0.0346404785	-0.0901368452	0.0635714728	-0.1069915205	0.1857674512	-0.0162409012	0.0821565775	0.0272902863	-0.0497635541	0.022723647	-0.0891800401	0.270435909	-0.1318144471	0.0356473613	-0.1693818078	0.0414723254	-0.0498990825	0.0840914804	-0.0921025198	-0.0731304645	0.1588516883	-0.0261088096	-0.0287132639	-0.0561805685	0.0180952387	-0.206903009	0.0266138514	-0.1657396874	0.2540875991	0.0059777703	-0.0198578154	0.1604698171	-0.1172442693	0.1831151226	-0.1672445827	0.2982588074	-0.3816417449	0.0638032262	-0.0666378196	0.0798772085	-0.0515884063	0.0011520351	-0.2272696749	0.0115859494	-0.1616783717	0.1069458356	-0.0871526161	0.1300266299	-0.0273179396	0.0433579578	-0.0009672023	0.0156889859	-0.1887044553	0.0884616449	-0.1170986703	0.0093067484	-0.0957467235	0.0749918825	-0.0509105047	0.0491383293	-0.176319016	0.1493395217	0.1561451084	0.1560591586	-0.035360573054902	n/a	n/a	0.001250370126771	-0.0460009240497925	n/a	n/a	0.0021160850134347	-0.0713927552983761	n/a	n/a	0.0050969255090938	7.799997930995988e-05	n/a	n/a	6.083996772354169e-09	-2.7160619975319378e-08	n/a	n/a	7.37699277443718e-16	-0.0006929996808856	n/a	4.802485577075434e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
879.184872296009	-0.8615556687342405	772966.0396741496	0.7422781703281044	1060.132823962001	-19.493867112997123	380.0108550191908	1123881.6044416472	844.9385850145637	-0.019756762554266	713921.2124464131	0.0003903296666256	860.5580788414077	728.5801085156331	1.287411	18.427179	0.0704563499901315	0.0412025062448185	-0.1242159999	0.0586933282	-0.09769616	0.050489863	-0.1562057106	-0.2240195003	-0.036849015	-0.1930288035	-0.0725098192	-0.1235995476	-0.0580344182	-0.1221862671	0.0690402662	-0.0331519098	0.085971364	-0.1414269439	0.0114384268	0.2195297863	0.03486879	-0.052951861	0.228084693	0.0410124527	-0.0436974919	-0.2387476214	0.0005908547	-0.1758663046	-0.1041723557	-0.145378217	0.0405883469	-0.1474901107	0.0932387323	-0.1924163664	-0.1504745696	0.022027767	0.0204473449	0.1398050246	0.1142466741	-0.1330882602	-0.1648642337	-0.1394122666	0.2125128892	0.1344341449	0.0024828394	-0.0544730252	-0.0908947219	-0.0536616495	0.0840775959	-0.0832308002	0.078280163	-0.2225565625	-0.0507031955	0.093631047	-0.0239481095	-0.0276818811	-0.132745557	-0.2049354038	-0.0265464209	-0.074843282	0.0858578341	-0.0893585835	0.2001461889	0.1480164505	-0.1120200685	0.0879348725	0.0109303519	-0.2462907221	-0.0199035197	-0.06603859	-0.0596596048	-0.1892545393	-0.0944519496	-0.0519769605	-0.0812606798	-0.1377848707	0.042632836	0.155915944	0.1551433414	-0.0312706512206091	0.0040899218342929	1.6727460610625817e-05	0.0009778536277609	-0.0149824250129029	0.0310184990368896	0.0009621472825015	0.0002244730592672	-0.0453452917134882	0.0260474635848879	0.000678470359206	0.0020561954805813	0.0001300001297285	5.2000150418540135e-05	2.7040156435507997e-09	1.6900033729426833e-08	-3.6296462058160734e-08	-9.135842082841357e-09	8.34636105626151e-17	1.3174331579395018e-15	-0.000558999656465	0.0001340000244206	3.12480615927988e-07	1.7956006544721393e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.4993938857754	-0.6854784102335998	771761.1850576747	0.4698806508963833	1056.2124519169051	-3.9203720450959736	15.369316971969988	1115584.7435843206	844.563795921017	-0.3747890935467239	713288.0053805172	0.140466864641575	860.2154822963299	727.3459619785506	1.371345	19.628567	0.0448088371535038	0.0335562547516461	0.0038835117	-0.2046051793	-0.0809431541	-0.2339304431	-0.0363343676	-0.153977244	0.2158770461	-0.0317046414	-0.033747889	0.0983235267	0.0269924941	-0.0030528823	-0.088409965	-0.1834847965	0.0264224832	0.1214631295	-0.1300695427	0.1234610373	0.1353475462	-0.1963621614	0.0483966904	-0.1045863251	0.194720583	0.0827572503	0.0338109608	-0.0424214841	0.0120090218	-0.041744953	-0.1467369973	-0.0700694033	-0.0107239141	0.1136638574	-0.0095159563	0.1563167197	0.1981094469	0.0119833572	-0.1216895775	0.0262175892	-0.2095601992	-0.1104272924	0.0878801594	-0.0608840857	-0.0871432483	0.18228173	-0.0940803937	-0.0803831616	-0.0339334721	0.0206117241	-0.0679103485	-0.0626659086	0.2309142078	-0.1335528493	0.0578841404	0.0860828338	-0.0554913796	-0.1880527122	0.1628603898	-0.0640618509	-0.0579805641	-0.135352935	0.2115522611	0.092374066	-0.0341734389	-0.0053398362	0.1872206072	-0.191144568	0.0538678864	-0.1824554001	-0.1601508453	0.046246626	-0.0080726501	0.1467477506	-0.0169652878	0.1796181557	0.0496918678	0.1554579513	0.1533170814	-0.0353793118568148	-0.0041086606362057	1.688109222350628e-05	0.0012516957074617	-0.0474532302247325	-0.0324708052118296	0.0010543531911045	0.0022518090587614	-0.0482231804821964	-0.0028778887687081	8.282243765056778e-06	0.0023254751358184	0.0002369998689802	0.0001069997392516	1.1448944199931788e-08	5.616893789663196e-08	-6.61874781648919e-08	-2.9891016106731165e-08	8.93472843892862e-16	4.380782265828042e-15	-0.0005589996359976	2.0467400018743528e-11	3.124805930454493e-07	4.1891446352726274e-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
877.2862711606351	-1.213122725140238	769631.2015669314	1.4716667462516773	1058.450283283359	2.237831366453974	5.007889224685263	1120317.0021826231	845.034580967192	0.470785046175024	714083.4430303979	0.2216385597020195	861.3890651314397	718.0162992810648	1.26258	18.071764	0.030328169016326	0.0217550105203694	-0.0933537752	-0.1681722097	0.0805322428	0.0058331333	0.0574438676	-0.1556794909	0.1260868468	0.1045937168	0.1110668484	-0.095471292	0.0454357256	-0.1370181114	-0.0057213786	-0.0767960741	-0.067247946	-0.039025856	-0.2751707908	0.0589039131	0.1230693505	-0.1734520789	0.071546161	-0.0153772678	0.0254964909	-0.0242173533	-0.0143388736	0.0832520709	0.0503530408	0.0671224201	-0.1351742054	-0.0490421757	-0.0401271726	-0.1407203677	0.2138670115	-0.0082662158	0.0624020703	-0.1205330524	0.0836863825	0.1221685651	-0.2165823657	-0.1223262604	0.0796766242	-0.0932461338	-0.0581485549	0.0744292732	-0.0758386779	0.083548583	-0.1700547572	-0.0787767258	0.0370864908	-0.0782062656	-0.0726524292	0.0641289776	0.007857342	-0.0443577793	0.0373643943	-0.2199926264	0.2227135915	-0.0790119301	0.0839757107	0.0036308466	0.214675033	0.1538097391	-0.0397814478	0.0901900376	0.0479018734	-0.0605229681	0.0757490609	0.126843774	0.0337048283	-0.0112701506	0.0120572308	-0.1678741528	0.1052819613	0.0333093199	-0.0982980798	0.1547718027	0.1505910958	-0.0181596293810741	0.0172196824757407	0.0002965174645653	0.0003297721392579	-0.0476069845628188	-0.0001537543380862	2.3640396480354425e-08	0.0022664249791644	-0.0485243682803684	-0.000301187798172	9.071408976769868e-08	0.0023546143170088	0.0004899999534932	0.000253000084513	6.40090427635852e-08	2.400999544233382e-07	-1.3692448530555628e-07	-7.073700714066438e-08	5.003724179218405e-15	1.8748314676191502e-14	-0.000558999702564	-6.656640007002973e-11	3.1248066746664055e-07	4.4310856182832544e-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878.2864811272308	1.000209966595662	771387.1429308535	1.0004199772772957	1060.9156266333353	2.4653433499761377	6.077917833271565	1125541.9668348024	846.1046563120935	1.070075344901511	715893.0894330059	1.145061243766088	861.8624709586611	724.1569476262504	1.393496	19.945614	0.1026588867861794	0.0673543625910376	-0.1446877842	-0.0506066707	-0.0024372327	-0.1794127382	-0.0961757974	-0.0590048693	-0.0517890955	-0.0233150065	-0.0340666635	0.1068042635	0.1806313759	-0.0360291882	-0.0388184186	0.1165686949	0.0459817279	0.1794420861	-0.1393932052	0.0596197159	-0.0423819388	-0.0463741065	0.0380084996	-0.1846935928	-0.1211061432	0.0645046333	-0.0904248273	0.0892096227	-0.1087453904	-0.0024829555	-0.1495078976	0.0909831213	-0.0901248697	0.066578833	0.1390066186	-0.1326003606	-0.1226776684	0.0489698837	-0.1695815894	0.058022222	-0.1113572406	0.0895630077	0.0739304353	-0.0240704995	-0.1238855809	-0.0229330493	-0.1933811505	0.0360849496	0.0810855654	-0.0281957984	-0.0786446231	0.1234364913	0.0549365654	-0.1887566856	-0.1027406429	-0.0174492216	-0.024661928	-0.0807443	-0.0869191809	-0.2121461055	-0.1003575238	-0.0652853587	0.0357981795	0.0659370596	0.1425965288	-0.1208031952	-0.0180784887	0.1888297938	-0.0457186329	-0.1706169255	-0.0978068453	0.1568096094	0.2440232937	0.1522746152	-0.0227189479	-0.1704517787	-0.0947672207	0.1538585052	0.1469813818	-0.0190192625141207	-0.0008596331330466	7.389691234315136e-07	0.000361732346581	0.0061394356797563	0.053746420242575	0.0028886776888914	3.76926704658647e-05	-0.0139253001285624	0.034599068151806	0.0011970955169733	0.0001939139836705	0.0002210000573866	-0.0002689998961066	7.236094410536165e-08	4.88410253648805e-08	-6.170900657131996e-08	7.521547873423632e-08	5.657368241220357e-15	3.80800149201921e-15	-0.0005589995089743	1.9358970004303144e-10	3.124804510335085e-07	3.747697196275089e-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880.4288998116815	2.1424186844507176	775155.0476236079	4.589957819483543	1063.3757347142753	2.4601080809400173	6.052131769906374	1130767.9531791247	847.1241084633535	1.0194521512599977	717619.2551398316	1.039282688708637	863.2059042470627	722.1861038334953	1.459514	20.890553	0.2004578812568237	0.1163178916434446	-0.0801578934	0.0013176142	0.0064727578	0.2115822104	-0.1050251531	-0.1571796717	-0.0209929266	-0.1720430148	0.014299373	-0.1153203084	-0.0672888392	0.0065907208	-0.0965225261	0.1172366973	0.0681588251	-0.0711748806	0.0949296214	0.0926884762	0.0088342854	0.2393220722	-0.0503417882	0.0041311969	-0.032372116	-0.1367234874	-0.1027889473	0.1123837985	-0.185178295	0.143968679	-0.3602108019	-0.0993556593	-0.050273188	0.2288773823	-0.0508673565	0.0461338793	-0.1078542931	0.1038719371	0.0654832169	-0.1068624816	-0.010234935	0.0023317174	-0.153927181	0.0148824331	0.1483301588	-0.1133383854	-0.2031370562	0.3099596809	0.0580811897	-0.1387482609	-0.1603990276	0.0589158795	0.0699622805	0.1359067181	0.103790727	0.0671895023	0.1144830163	0.0071766006	-0.1671498355	-0.1838087765	-0.0119752429	-0.1616200425	0.0091500336	0.0949791261	0.2334746577	-0.1652556508	-0.2229649329	0.1790058144	-0.1205738938	0.2111406385	-0.0755183311	0.3585758802	0.065773747	0.0285814601	-0.1773949015	0.0026427671	0.1622355755	0.152719399	0.1425091225	-0.0184305174169026	0.000588745097218	3.466207894983498e-07	0.0003396839722547	-0.0809495102237036	-0.0870889459034599	0.0075844844985757	0.0065528232054574	-0.0755418902081146	-0.0616165900795522	0.0037966041730315	0.0057065771762148	0.0005926822673299	0.0003716822099433	1.381476651883354e-07	3.512722700073112e-07	0.0006508345464415	0.000650896255448	4.2366593535632093e-07	4.23585606841713e-07	-0.0005596930471148	-6.935381405000045e-07	3.1325630698864974e-07	4.809951523282039e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882.6147713265008	2.1858715148192687	779008.8345637312	4.778034279298284	1066.6531211602296	3.2773864459543347	10.741261916125186	1137748.8808808594	847.5079762717892	0.3838678084356388	718269.7698443036	0.1473544943531803	863.0097419976177	736.4723480529277	1.554986	22.257084	0.161962463991931	0.1144848794370822	0.0427592094	-0.018345786	0.1448096705	-0.1637999065	-0.1931727837	0.0272529858	0.0097477999	0.189313041	-0.1165769252	0.0220087199	-0.0627832439	-0.1051151876	0.225790985	0.012108609	-0.2811583223	0.0099605591	0.2036463047	-0.0456496593	-0.1572429342	-0.0093371213	0.1106485246	-0.1363655261	-0.112977121	-0.0945737796	0.0487246051	0.0416807078	0.1855308809	-0.0095763883	-0.0253487594	0.18279605	0.0174726451	-0.0323352274	0.0352670417	-0.0588942692	-0.0051252912	-0.2441213008	-0.0545036072	-0.1327512561	0.1828594579	0.0049491702	0.1578145332	0.1585362856	-0.0411871159	0.0001312257	0.0320768311	-0.1464480123	0.0521525764	0.0977668874	-0.0578112783	0.0152748358	-0.207549472	-0.0826941274	-0.2421785633	0.0989164825	0.2703957816	0.0561493751	-0.0700619781	-0.008507584	0.0473558396	0.1493623896	0.1298189713	0.1062942667	-0.0320212504	-0.0725595049	0.0571283783	0.1041690346	-0.0154344431	-0.001834285	-0.0172559149	0.0256014454	-0.2589097902	-0.0908222893	-0.0822084879	0.1400976397	-0.1639628645	0.1513561561	0.1372005631	-0.0190289675295787	-0.0005984501126761	3.5814253736203855e-07	0.0003621016052417	0.0238498862997005	0.1047993965234041	0.0109829135116696	0.0005688170765086	-0.0468436228317301	0.0286982673763844	0.0008235905504064	0.0021943250000013	4.718503396797317e-05	-0.0005454972333619	2.975672316055165e-07	2.226427430558782e-09	0.0006619869466533	1.1152400211799957e-05	1.2437603048415572e-10	4.38226717539359e-07	-0.0005590156810992	6.773660156000243e-07	3.124985317148025e-07	4.588247190898523e-13	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
881.5116029535812	-1.1031683729195263	777062.7061417922	1.2169804590099156	1064.8845383908267	-1.768582769402883	3.127885012228772	1133979.0801038442	846.860375694319	-0.6476005774701434	717172.4959211232	0.4193865079396632	862.7589515891068	738.2432353548123	1.441537	20.633253	0.1187017496494022	0.1144326827760623	-0.0071752558	0.1696340525	0.0653867857	-0.0379973717	0.1215025279	-0.024985493	-0.109397063	0.0457442813	-0.2046696581	-0.0223344682	0.0597621539	0.0036858472	-0.0612452068	0.0582894862	-0.1022495005	0.0694164477	0.117547376	0.1319231814	0.1025748026	0.1512662798	-0.1744951697	-0.0142887364	-0.1431439507	0.0184641351	0.0023913275	-0.1872456756	-0.0405257994	-0.1477798901	0.0339325158	0.0817709353	-0.0759594964	0.0369787899	0.1144949114	0.0222304473	-0.0633529296	-0.0505573738	-0.0762024111	-0.1753806906	-0.0904173743	-0.0245940833	-0.1948803782	-0.0001803297	-0.0953412074	-0.0207842909	0.1245961052	-0.034847196	0.3113762558	-0.1253958781	0.0005176893	0.1257249929	0.0083183007	-0.0097535237	0.1781455995	0.0546279195	0.1562600532	-0.1025909146	-0.1996338733	-0.0784700995	0.0661905521	-0.0740622644	-0.1401883582	0.0567365186	0.0429339556	-0.0420229082	-0.0719792567	0.05916003	0.0412518963	0.1741971277	0.0538408273	-0.0329930413	0.0516871123	0.1143410341	0.0028136405	0.0574924525	-0.1083782138	0.1497707771	0.1310868562	-0.0189586347737389	7.033275583979981e-05	4.946696544020894e-09	0.000359429832484	-0.0905396922856738	-0.1143895785853743	0.0130849756889395	0.0081974358791844	-0.0485847608688914	-0.0017411380371612	3.031561664449898e-06	0.0023604789886873	5.1197873909610914e-05	4.012839941637742e-06	1.6102884397203198e-11	2.621222292864418e-09	0.0007079855692049	4.599862255160001e-05	2.1158732766445648e-09	5.012435662023862e-07	-0.0005590182240265	-2.5429273000461203e-09	3.1250137479374217e-07	6.466479253319852e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882.2806530373997	0.7690500838184562	778419.1507241005	0.5914380314211745	1061.2894103717356	-3.5951280190911348	12.924945473654146	1126335.2125671862	848.0997693365019	1.239393642182904	719273.2187486278	1.536096600283404	863.5032072161684	725.1056377867891	1.549887	22.184103	0.1684762800966676	0.1273659188144186	0.1157662114	0.0727116092	0.1122062567	0.1979991195	-0.2580581984	-0.1198533867	-0.0245743221	0.0132239957	-0.0620834162	-0.1325451694	-0.0895774303	-0.1277336957	0.0372769934	0.1191908076	-0.0971965688	-0.1649919462	0.1336794498	-0.0360493288	-0.0350139097	-0.049446422	-0.1304087834	0.0172562236	-0.1545219363	0.0013910063	-0.1417842881	-0.0279258173	-0.2154100132	0.2070363449	0.084484956	-0.0834814629	-0.0780033738	0.0123553122	0.0959911194	-0.0373185767	-0.1043530409	-0.0942371633	0.1454289153	-0.1511017047	0.1486475255	0.0504637809	0.1339332593	-0.125171724	0.0090054153	-0.1054592377	-0.2186575172	0.1925359757	0.0251410727	0.0085897088	-0.1109056133	-0.1121526035	-0.0553707108	0.1237275696	-0.2511473189	0.0613658978	0.0634174638	-0.0448849483	-0.1105746347	-0.0660005527	0.0236418259	0.112355032	-0.0424808307	-0.0351457069	0.0204760134	-0.0554459395	-0.1830451954	-0.0242985869	-0.0723005845	-0.0751139835	0.1200160288	-0.0180194649	-0.1812700793	-0.0448697841	0.0173157946	0.3219129813	-0.333046243	0.1479655889	0.1242038795	-0.0121721135909211	0.0067865211828178	4.605686976483473e-05	0.0001481603492702	0.0338088935641565	0.1243485858498303	0.0154625708028526	0.0011430412840324	-0.0416246273189528	0.0069601335499386	4.844345903298093e-05	0.0017326095994417	-8.893290593220673e-05	-0.0001401307798418	1.9636635459075967e-08	7.909061757546732e-09	0.0002405247731036	-0.0004674607961012	2.1851959589166117e-07	5.7852166476538275e-08	-0.000558989009688	2.9214338499988085e-08	3.12468712951971e-07	8.534775739918861e-16	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
884.1648684304067	1.8842153930070251	781747.5145665584	3.550267647244619	1066.3531267766102	5.06371640487464	25.641223828996548	1137108.9909862534	848.5762652975975	0.4764959610955657	720081.6780264186	0.2270484009403868	864.21170142685	747.1312021328487	1.544091	22.101143	0.1599728117934832	0.1134485020028296	0.0930971559	0.2336851181	0.1052625325	-0.0913008601	-0.0150725205	-0.0108366092	-0.074129131	0.0027038103	-0.2950677241	0.1040599006	0.0312704868	-0.0128386001	-0.0879117414	0.163756702	-0.101702534	0.092814433	0.1222339617	0.0641069744	0.1557320391	-0.1098645277	-0.2247827886	-0.050830252	0.170651442	0.1933039336	-0.0666264216	0.1829695805	0.0843601533	-0.1281879908	0.153812044	-0.0510579793	0.0306895995	-0.0498586786	-0.0111679323	-0.1361024442	-0.1203053565	-0.0702078228	-0.1790743312	-0.2287754933	0.0045206963	0.0282169732	-0.0990244477	-0.2214721462	-0.0574487967	0.0888631398	0.0227231071	-0.0864261683	-0.1098417659	0.1726788682	0.0793569998	0.190740175	0.007330107	-0.1561461889	0.1612099938	0.0206883247	0.0653942291	-0.1736433861	-0.1602487137	0.1431650765	-0.0235472692	0.1094438737	-0.1598586988	-0.0796926829	-0.2179907947	-0.0727293021	-0.0035136066	0.1504658332	-0.2509453431	0.0239103228	0.2044895814	0.0413087761	0.2206378301	-0.0767465724	0.1124428525	0.1077760151	0.1342880467	0.1459432408	0.1165920251	-0.0153489501705195	-0.0031768365795983	1.0092290653474458e-05	0.000235590271337	-0.0724701189976144	-0.1062790125617708	0.011295228511105	0.0052519181475283	-0.0472101886908546	-0.0055855613719018	3.119849583928156e-05	0.002228801916226	0.0005690001361561	0.0006579330420883	4.328758878715737e-07	3.237611549456604e-07	-1.5912553763541837e-07	-0.0002406838986412	5.792873906514449e-08	2.5320936727760948e-14	-0.0005590000945627	-1.1084874699997945e-08	3.124811057211076e-07	1.2287444711465451e-16	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
