global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
905.5197841790032	n/a	819966.0795395885	n/a	1064.390030265414	n/a	n/a	1132926.1365284089	845.5528453284509	n/a	714959.6142430392	n/a	860.7780416733877	741.0742361735307	n/a	n/a	n/a	n/a	-0.0346773474	0.0421417855	0.009928931	-0.2193253585	0.0493830376	-0.0477883595	-0.3250160566	0.1421648365	0.1252921452	-0.3662845207	0.3984748157	-0.1037752744	0.1983512953	-0.0215353351	0.1218022716	-0.1735245257	0.4717368968	-0.0313490668	0.0304387871	-0.0834001315	-0.1298123211	0.1056738451	-0.1824196074	0.1175861158	-0.1605620525	0.0137248981	-0.0910308051	0.1224373661	-0.0228026671	0.1567967488	-0.0400820996	-0.1793131711	0.1762850802	0.0607932554	-0.0667390877	-0.026076373	-0.0283553769	0.1283100413	-0.2800379289	0.1649554812	-0.3702743233	0.090643475	-0.063026099	0.1513338822	-0.0332448222	0.0418955167	-0.1662721625	0.4480086005	-0.088376909	0.088153315	-0.0727304365	0.2379683757	-0.1311319542	0.1838313077	-0.01781063	0.3975190196	-0.0216717957	0.2202170795	-0.0483221857	0.2506401367	-0.2316798724	0.0638967561	-0.0467648032	0.0422610633	-0.0319381225	-0.0976673144	0.0709587107	-0.1074630929	0.1216836607	-0.0087060326	0.2226488297	-0.2199780793	0.0579725299	-0.3602856515	0.2377897461	-0.0201464195	0.0599654345	-0.1502766475	0.0916182461	0.1561451084	0.1560591586	-0.0397418302468537	n/a	n/a	0.0015794130713697	0.0078385592880181	n/a	n/a	6.144301171177483e-05	-0.0490727916183573	n/a	n/a	0.0024081388772187	0.0026642807662406	n/a	n/a	7.098392001359597e-06	-0.0018241030033521	n/a	n/a	3.3273517668381512e-06	0.0003029313917752	n/a	9.176742812285973e-08	n/a	0.0	0.0	0.0	0.0	0.0
907.3529814227364	1.8331972437332524	823289.4328967287	3.360612134431194	1051.2006177588808	-13.189412506533245	173.96060226749557	1105022.7387766526	848.2243774270619	2.67153209861101	719484.5944615267	7.137083753908947	861.5941795403617	746.3924561734843	1.357069	17.122513	0.2489897088476033	0.1572886827894666	-0.0586731578	-0.0384982942	-0.0321347309	-0.1887916258	-0.0300506385	0.0798279629	-0.0771150121	0.0809083588	-0.1340837686	-0.0089098465	0.2710581353	-0.1810045329	-0.0629168242	0.1142133045	0.0040672522	0.0226258114	0.242236397	0.1724807354	-0.1562084358	-0.3022892424	0.0288287417	0.0982394616	-0.0344630078	-0.0840413055	0.3203416545	0.0022603816	-0.0183420212	0.0341671523	0.0376973342	0.2341163738	0.1493913711	-0.0533846285	0.0303386103	-0.0102234827	0.1442017185	0.0620582778	-0.1029242318	0.0653150694	-0.0240646321	0.2808455536	-0.1184060377	0.2891839097	0.1261589234	-0.0268886412	-0.0150668587	0.1864222801	0.0883997941	-0.0949840089	0.2909243418	0.049658309	0.1560887785	0.3234026521	-0.119932162	-0.1366587965	0.0788522429	0.2104349686	0.0147920834	0.1986979319	-0.2332346995	0.2164425435	-0.2501609707	0.192957536	-0.5038682165	-0.0885859955	0.0732919267	-0.0997966069	-0.0225519719	0.0280388099	-0.1630107307	-0.0332798878	0.018678254	0.2922762517	-0.1374496496	0.2258361613	-0.1451522264	0.1247183209	-0.0381754826	0.0516110314	-0.2022737625	0.155915944	0.1551433414	-0.0577125244543879	-0.0179706942075342	0.0003229458503007	0.0033307354788983	-0.0154727930948297	-0.0233113523828478	0.0005434191499173	0.0002394073261554	-0.0014298215415209	0.0476429700768364	0.0022698525977423	2.0443896405972027e-06	0.0001491353259361	-0.0025151454403044	6.325956585884516e-06	2.224134544206678e-08	-0.0023229933902824	-0.0004988903869303	2.488916181714644e-07	5.396298291295718e-06	0.0001156733754023	-0.0001872580163728	1.3380329776961422e-08	3.506556469591328e-08	0.0	0.0	0.0	0.0	0.0
906.650213880146	-0.7027675425904363	822014.6103289145	0.4938822189186007	1052.1132447148714	0.9126269559906176	0.8328879608007009	1106942.2797044548	850.5746525227673	2.350275095705456	723477.2395142264	5.52379302549329	863.8577662822179	754.592530115253	1.514416	19.1078	0.1755297525148548	0.0944736642582743	-0.135758018	-0.0606356472	-0.0134841379	0.00025614	0.0032537704	-0.023328523	-0.1211499527	-0.0259973902	-0.0904698734	-0.0060231112	-0.1475813276	0.0301994173	-0.0792285375	0.160302405	0.0357773981	-0.0302263415	-0.2317825921	0.0457996322	0.1957842611	0.1018652158	-0.1329057549	0.158989755	-0.0080978873	0.0847337637	0.2278424072	0.1096184497	0.017293002	-0.108419296	0.1517729036	0.1393346432	-0.1264771536	-0.0511067241	-0.0681263478	0.0820437534	-0.0161145815	0.0112783422	-0.1417096195	0.0479507476	-0.0696221145	-0.1040534518	0.1422192434	-0.2201562346	0.0494572737	-0.164408802	0.0347165967	-0.02197644	0.3454126374	0.1031754758	0.1985413019	-0.1094461022	-0.0174140374	0.0493551255	0.0620121228	0.0070558959	-0.0288362616	0.0431796054	0.0609231195	0.0198864383	-0.0027658292	-0.0378710275	-0.0710954528	-0.0873269483	0.2733282663	0.0775586317	0.0024623328	0.0612222417	0.0616067966	-0.1506478251	0.0152064709	-0.0179792742	-0.0999960531	-0.0767555934	-0.5714711236	0.1474092209	-0.0250298016	-0.1406291549	-0.0624739675	0.0592244596	-0.0783592863	0.1554579513	0.1533170814	-0.0351703621109322	0.0225421623434557	0.0005081490831187	0.001236954371014	0.0057244012690347	0.0211971943638644	0.0004493210488994	3.276876988892609e-05	-0.025953601649121	-0.0245237801076001	0.0006014157907659	0.0006735894385612	0.0005629995818446	0.0004138642559084	1.7128362231869638e-07	3.169685291571944e-07	-0.0007069996770787	0.0016159937132037	2.6114356811138817e-06	4.998485433893861e-07	1.990305158066676e-07	-0.0001154743448864	3.961314622226816e-14	1.3334324326964809e-08	1.0	0.0	0.0	0.0	0.0
902.9780707549876	-3.6721431251584136	815369.3962643994	13.4846351316482	1045.931933049305	-6.181311665566454	38.20861390686793	1093973.6085722556	846.5785947770546	-3.996057745712733	716695.3171346925	15.968477507070729	860.6230984660557	755.9976584292613	1.50523	18.991903	0.0582176626631589	0.028937515462872	-0.0404605225	0.1769400424	-0.0662136083	0.2672369664	0.0989820668	-0.1447692348	0.0224113751	0.1667620478	0.1204893605	0.0962677247	-0.0472348905	0.1082793355	-0.1722455699	-0.0670007253	0.2619063515	0.0616960422	0.0991741698	-0.0186949193	-0.0296990538	0.0075109416	-0.1645295636	0.1948094413	0.0826370473	0.2973190562	-0.1385333222	0.0149101621	-0.0201876816	-0.0323645805	-0.151707556	0.1578375426	0.123837047	0.1091884629	-0.07718397	-0.0240178071	0.1454541904	0.0795881367	0.0622751885	0.239891992	0.0706952794	-0.0322780369	-0.1086320667	0.0183020174	-0.0932927323	-0.0100486717	-0.0435053959	-0.2751669576	0.0345543893	0.2190417756	0.0156853517	-0.0039807112	-0.1394191869	-0.0153978245	-0.0992826721	-0.11038875	0.1072100176	0.1370240916	-0.0672428082	0.0821491784	0.0970875211	-0.1231664746	-0.0559831959	0.00591202	0.0736993612	0.0702612161	0.0710185194	-0.1624110145	0.0055521629	0.1878399686	0.231848897	-0.0857259773	0.0766061705	-0.0603085109	-0.0530030558	0.0141373869	-0.0325741	-0.3359976346	0.0169375567	0.0939807421	0.0511336687	0.1547718027	0.1505910958	-0.0301032833078096	0.0050670788031225	2.567528759705435e-05	0.0009062076659102	-0.0020159815893379	-0.0077403828583726	5.99135267941884e-05	4.064181768549366e-06	-0.0070783946190715	0.0188752070300495	0.0003562734404272	5.010367038330036e-05	0.0010510043366637	0.0004880047548191	2.3814864072605006e-07	1.104610115685904e-06	-0.0007490002956069	-4.200061852819995e-05	1.7640519567513726e-09	5.610014428192235e-07	8.935366007908939e-07	6.945060849842264e-07	7.984076569529454e-13	4.823387020801175e-13	0.0	1.0	0.0	0.0	0.0
903.8209376917172	0.8428669367295925	816892.2874099349	0.7104246730319268	1044.557646845428	-1.3742862038768635	1.88866257016628	1091100.677583258	846.4404656200655	-0.1381291569890663	716461.4618391134	0.0190796640105101	860.9258652986799	742.8912393180557	1.499276	18.91678	0.0620426800625036	0.0342192575994432	0.1550402689	0.1363339778	-0.0853718275	0.0373190994	0.0028514262	0.2208971807	0.2178547318	0.1317484069	0.039587926	0.0608510372	-0.0218907148	-0.0267424774	0.0853196351	-0.2417064537	0.0636413199	0.2242764102	-0.0221203459	0.0472799174	0.1092375642	0.0488049323	0.0886271941	-0.2011664522	-0.1305617958	0.041833949	-0.084905434	-0.080668764	-0.036081177	-0.2560376586	0.1207267633	0.0666730984	0.0344151481	0.0001444279	-0.0628876176	0.0529293805	-0.1043018018	-0.0161566796	0.2423073545	0.0399816375	0.1916007394	0.012938118	-0.0082169054	-0.1082016728	0.0233308576	0.2080685056	0.121694102	0.068026237	-0.0184735118	0.0396431862	0.0982604916	-0.1011981365	-0.0641230656	-0.0821512526	0.3007314436	0.0064231938	-0.1125935218	0.0317381344	-0.1021022996	0.0273744301	0.1699579886	-0.094866123	0.0471727532	-0.2375163814	0.0081254574	0.0518549255	0.0233103009	-0.0019588726	-0.1978977737	-0.0324632908	0.0039084569	0.0341130697	0.0216219957	-0.0962957426	-0.1868597186	0.309720801	0.1642195612	0.0587657195	0.1057553878	0.04974918	-0.0521913063	0.1538585052	0.1469813818	-0.0297962192627068	0.0003070640451027	9.428832779489393e-08	0.0008878146823512	-0.0248162563497373	-0.0228002747603994	0.0005198525291497	0.0006158465792158	0.0051698925065153	0.0122482871255868	0.0001500205375108	2.672778852892305e-05	0.0009269996215618	-0.0001240047151019	1.5377169367503396e-08	8.593282983757204e-07	-0.0003399998790583	0.0004090004165485	1.6728134073692826e-07	1.1559991775965865e-07	1.5758562299696005e-07	-7.359509777939339e-07	2.4833228575340024e-14	5.416238417158474e-13	0.0	0.0	0.0	0.0	0.0
904.664750652038	0.8438129603208608	818418.3110723142	0.7120203120054547	1044.9370059877494	0.3793591423213911	0.1439133588628214	1091893.346482642	845.768714555142	-0.6717510649235692	715324.7185202573	0.4512494932259492	859.357302191598	735.2313139034391	1.27474	16.083744	0.0728497907976018	0.0457918307970172	0.1682057307	-0.0439408618	-0.1083662172	-0.1293652291	-0.139953	0.0040178955	0.1737639239	0.0547770317	-0.132624251	-0.0372423175	-0.0033492366	-0.0222999536	0.1136260133	-0.2524390417	-0.0274878327	-0.0861618204	0.1502665325	0.0163557891	0.0521537223	-0.0533173203	0.0065723823	-0.0120596727	-0.0970995271	-0.0049048499	-0.0613666681	-0.0170816878	-0.0106374733	0.0029673497	0.1290942136	0.0304762762	-0.042171646	-0.0959989277	0.003293875	0.0165205437	-0.0696128749	0.078461271	0.235806613	-0.0375194395	-0.1476638555	0.0919562236	-0.090139233	-0.0478461886	0.0324024228	0.0502071487	0.0644526838	0.072900776	-0.0478747776	0.0541924891	0.041248194	0.0364743211	-0.0200933161	-0.0193641829	0.0797348588	-0.0967665602	-0.1229182072	0.2054665528	0.1504267449	-0.0326314496	0.0522278407	0.018618309	0.0391262833	-0.1492461982	-0.0148469355	-0.0629485558	0.0047727529	0.1501000735	-0.0457717563	-0.06411281	-0.0679915957	-0.0424826809	0.0028358522	0.0223483289	0.1867217183	0.1013161852	0.1033812284	-0.0328792573	0.0342331727	0.1470825901	0.1844750652	0.152719399	0.1425091225	-0.0348470975970656	-0.0050508783343587	2.551137194849512e-05	0.0012143202109394	-0.0247101284221145	0.0001061279276227	1.1263137021510066e-08	0.0006105904466373	-0.0300346291816282	-0.0352045216881434	0.0012393583472909	0.0009020789500779	0.0012320012632865	0.0003050016417246	9.30260014547622e-08	1.5178271127395315e-06	-0.0006839997788441	-0.0003439998997858	1.1833593105264045e-07	4.6785569745877773e-07	9.213010620326988e-07	7.637154390357387e-07	8.487956469025788e-13	5.832612718215511e-13	0.0	0.0	0.0	0.0	0.0
906.7632919033348	2.0985412512967514	822219.6675433724	4.403875383394135	1045.8681815420518	0.9311755543023992	0.8670879129303803	1093840.2531620783	847.6653278857365	1.896613330594505	718536.5080996332	3.597142125788781	861.416479257856	744.2994322397304	1.16438	14.691302	0.1699342441498575	0.093930869098363	0.1433336829	-0.1137052802	-0.1444266417	0.0590230303	0.0814559356	0.0128181664	0.1670220698	0.0167049868	-0.2365550944	0.0596498581	0.1375681886	0.0252676986	0.1227816653	-0.183892683	-0.1455447702	0.0388685411	0.015661405	0.0810461853	0.2081839548	0.0191969064	-0.0201460554	-0.0275972307	-0.0324859816	-0.0958455507	0.058523165	-0.0828542934	-0.1138293548	-0.0890984635	0.1304691052	-0.1680628318	0.0860270533	0.2479378851	0.0661599755	0.0047643802	0.0189533528	-0.1393614992	0.1730126666	-0.1058914561	-0.0395143373	0.0766523459	-0.0755796673	-0.1083766496	0.1732294939	-0.1214417607	0.0072059277	0.0242442893	0.0685631464	-0.0095921653	-0.1522852159	-0.0152677341	0.0607076756	-0.0467658885	0.287425462	-0.015090192	-0.0620015838	0.051307525	0.0937514531	0.0360138585	0.295899057	0.0978136748	0.0385891118	0.0424969049	0.1193946922	-0.011299632	-0.0656110047	0.0604489018	0.1280765725	0.0083767894	-0.1653569943	0.0132507894	-0.1158405919	0.051540058	-0.0679495885	0.1184967502	0.1419052181	0.1449084967	-0.0604955689	-0.1884111783	0.159348373	0.1513561561	0.1372005631	-0.0517479584719779	-0.0169008608749123	0.0002856390983131	0.0026778512060175	0.0517204938004027	0.0764306222225172	0.0058416400133211	0.0026750094789574	-0.0300934298777946	-5.8800696166400046e-05	3.457521869653293e-09	0.0009056145218097	0.0002909581412341	-0.0009410431220524	8.855621575621282e-07	8.465663995040248e-08	-0.0003400355607028	0.0003439642181413	1.1831138336155585e-07	1.1562418254246759e-07	-0.0002449505658695	-0.0002458718669315	6.000077971978824e-08	6.045297494839733e-08	0.0	0.0	0.0	0.0	0.0
906.9455240397854	0.1822321364505796	822550.1835758009	0.0332085515553426	1046.47289852805	0.604716985998266	0.3656826331548269	1095105.5273536986	848.7487965818017	1.083468696065211	720374.5196990566	1.173904415353248	862.0930787822178	746.722663641801	1.047629	13.218225	0.1530080400168851	0.1165923542503397	0.1029228029	-0.1617671702	-0.1338400799	0.0587846152	-0.0213337318	-0.0492825645	0.1222273512	-0.0193109567	-0.1848709398	0.0489223714	0.0435940855	0.0241120703	0.1301769973	-0.1039167982	-0.1010548943	0.0120314197	-0.1019028927	0.1723288419	0.1093884827	0.0532242976	-0.1891858054	0.1955474073	-0.0232134863	-0.113713338	0.0160153038	-0.0674313075	0.0118103929	0.0445494387	0.0264146445	-0.0921917177	-0.1431655839	-0.0645160454	-0.0436981171	-0.1244055111	-0.0527503987	-0.0623355754	0.1214018954	-0.0977303662	-0.0270063928	0.0782686143	0.0196444884	-0.0948757199	0.1060679468	-0.2337687211	-0.0560569296	0.014811335	-0.0051953987	0.0749590938	0.2161590133	-0.0675968848	0.0384329267	-0.1610003486	0.0305796932	0.0249129351	0.1078942764	0.0997891413	0.1021195131	0.0557321145	0.1148263745	0.0235079199	0.0291908028	-0.2417011284	-0.0173882455	-0.2316463803	-0.0014249329	0.0171760688	0.0120060107	-0.0981797874	0.0307933298	-0.0562201252	-0.2546710731	0.0153260647	0.1208157223	-0.0215907243	-0.0605897282	-0.003272203	-0.059195519	0.0599030857	0.0697462719	0.1497707771	0.1310868562	-0.0517473570792361	6.013927418002663e-07	3.6167322989004173e-13	0.0026777889646859	-0.0610947086655642	-0.1128152024659669	0.0127272699074371	0.0037325634269301	-0.0300587049144382	3.472496335639799e-05	1.205823080103183e-09	0.0009035257411332	0.000950983185243	0.0006600250440088	4.3563305871895036e-07	9.04369018614922e-07	-0.0003400480554811	-1.2494778300008691e-08	1.5611948476636803e-16	1.1563268003647725e-07	-0.0001018378807603	0.0001431126851091	1.0370953957749081e-08	2.048124063916503e-08	0.0	0.0	0.0	0.0	0.0
906.5400066707916	-0.4055173689937419	821814.7836946789	0.1644443365556066	1045.3632806769	-1.1096178511500057	1.2312517755907562	1092784.3885875714	849.5812685615728	0.8324719797710713	721788.3318906912	0.693009597103967	862.9294502803258	751.5422280321484	1.065496	13.44366	0.1671080027118196	0.1155812762913335	0.0836508732	-0.1286573998	-0.0954915875	0.0775086172	-0.1451209691	-0.0821225533	0.1439201338	-0.0554322567	-0.0872137114	-0.1155450943	-0.0165417995	0.1289964776	-0.0137896234	-0.0131214644	-0.0943119166	-0.1278214883	-0.2419417825	0.1036393708	-0.0226808359	-0.0673331755	-0.1944496386	0.1275836221	0.0889256541	-0.075924658	0.0715617731	-0.1319550423	0.0469889873	-0.0319962278	-0.0150805488	-0.0166293222	-0.0582616442	-0.0814396141	0.2100302696	-0.1099934732	0.0338569314	0.0612651819	0.049480363	-0.0902084358	-0.1230595234	-0.0661898297	0.1409237187	0.0845517316	0.0682931209	-0.3047900733	-0.0398241329	-0.0421440635	0.0098169092	-0.0018410267	0.1399121541	-0.1139559319	0.0903553621	-0.0015042097	0.112832407	0.0920446567	0.0519503349	0.0541509626	0.2008801597	-0.0466809366	0.1170734458	0.0860685867	0.0514504944	0.0118241622	0.077215671	-0.1029760974	-0.0157799899	0.0383845486	0.1353683614	-0.0164748393	-0.1369205512	0.1431535665	-0.0716463158	0.0862175944	0.1660118268	-0.1240023645	-0.2525033579	-0.2228429722	-0.0502897887	0.0906293245	0.1415517519	0.1479655889	0.1242038795	-0.0516958176042976	5.153947493849453e-05	2.6563174769357062e-09	0.0026724575577768	0.0493949834953895	0.1104896921609537	0.0122079720738223	0.0024398643945098	-0.0299831817252993	7.552318913889994e-05	5.703752097710053e-09	0.0008989911863723	0.0003120308830961	-0.0006389523021468	4.082600444188232e-07	9.736327200573205e-08	-0.0006299845620365	-0.0002899365065554	8.406317783354953e-08	3.968805484043207e-07	9.909826827317104e-05	0.0002009361490334	9.820466774741381e-09	4.0375335988401284e-08	0.0	0.0	0.0	0.0	0.0
905.5114285880356	-1.0285780827559847	819950.9473035452	1.0579728723259774	1049.6543725242077	4.291091847307598	18.41346924202973	1101774.3017591883	849.4973331724855	-0.0839353890872871	721645.7190671648	0.0070451495412342	863.9396816308158	752.6462950590985	1.381357	17.428963	0.1543353226762219	0.0877537584578186	-0.0922215195	-0.125196889	0.1005195725	0.2406612442	0.0257644879	-0.0464069796	-0.053262867	-0.0860935912	0.0733597223	0.2020034598	0.0042424526	0.2972189722	0.008689387	0.0914586571	-0.0200319453	0.060750008	-0.138156947	-0.1009227736	-0.0272003392	-0.0026919984	-0.2680287707	-0.0830988784	-0.0257880816	-0.0427666339	-0.1344210757	-0.1704615428	0.0237920083	-0.0914181594	0.0628630734	-0.0506740618	-0.1311922967	0.1058972093	0.1229289912	0.0072532937	-0.0975069861	-0.157866698	-0.098732476	-0.0287837121	0.1182119568	-0.1902969802	-0.014602314	-0.0037018429	0.0144873339	-0.1684236394	0.0401305728	-0.2387629965	-0.2441136812	0.057434615	-0.0441796334	-0.0951021767	0.0528826673	0.0574724758	0.105827896	0.0327564173	0.1057918235	-0.1491200743	-0.0408297855	0.182105082	-0.0102593697	0.0191010655	0.0293579587	-0.1524821881	0.0670121147	-0.0421150076	0.0807085522	-0.0240606059	-0.079711035	0.0695720086	0.1610175638	0.0659231036	-0.0693462396	-0.0009088753	0.0456323253	-0.1881137225	-0.1567447031	0.0341736219	-0.1009118011	-0.123019873	-0.0155168279	0.1459432408	0.1165920251	-0.0369427164666262	0.0147531011376714	0.0002176539931783	0.0013647642999335	-0.0320549429477523	-0.0814499264431418	0.0066340905175932	0.0010275193673836	-0.0465577023165337	-0.0165745205912344	0.0002747147328292	0.0021676196449949	-6.502472931561524e-05	-0.0003770556124117	1.4217093485117365e-07	4.228215422569032e-09	-0.0003989956771857	0.0002309888848508	5.3355864924616144e-08	1.5919755041287533e-07	-0.0001240127245478	-0.0002231109928209	1.5379155849768514e-08	4.97785151175594e-08	0.0	0.0	0.0	0.0	0.0
