global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
833.9331059951694	n/a	695444.4252747505	n/a	900.3047536214193	n/a	810548.6493933245	n/a	784.4686247299866	n/a	615391.0231857565	n/a	794.3973728484171	722.8023319306513	n/a	n/a	n/a	n/a	-0.1745145469	-0.1008985024	0.1562369932	-0.0694391671	-0.1151514052	0.1958347633	-0.0068124039	0.06544805	-0.2490974867	0.2389991071	-0.0091326939	0.0041967613	-0.0130764438	0.0969985253	-0.0401427462	0.3171418865	-0.2727315825	0.0273958608	-0.0144726583	0.0709447241	-0.0207893497	0.0316976907	-0.0042898384	0.0816999849	-0.0627336923	0.1886306829	-0.0160070605	0.1002596625	0.1844832584	-0.1367378752	0.0013367426	-0.0564080561	0.0421310715	-0.1015682975	0.0826869587	-0.2999656229	0.3371316345	-0.1286034026	0.0055344975	-0.0366730814	0.0144758281	-0.126707079	0.0026258218	-0.0383621272	0.1852686655	-0.0906122726	0.0353237684	-0.0336388143	-0.0423527384	0.0865858321	-0.2750540142	0.0858300349	-0.2502156082	0.0721952567	-0.1399488016	0.0061036951	-0.0354858688	0.010185468	-0.0835048412	0.1277730019	-0.1262235523	0.0780465958	-0.010354777	0.124100456	-0.2773569796	0.2896398101	-0.0569360322	0.0480051126	-0.1597045111	0.4243923542	-0.0257443746	0.1561451084	0.1560591586	-0.049620845413159	n/a	0.0024622282995166	n/a	0.0545071911517851	n/a	n/a	0.0029710338872572	-0.062655031105578	n/a	n/a	0.0039256529228409	0.0010390440255502	n/a	n/a	1.0796124870315648e-06	0.0009719196236857	n/a	n/a	9.446277549053528e-07	-0.0011180051563382	n/a	1.249935529598803e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.3142496462485	-4.618856348920872	687762.1246663203	21.333833971966648	890.4878537421133	-9.816899879305993	792968.6176622354	96.371523240318	783.8332775851381	-0.6353471448484243	614394.6070498602	0.4036659944670446	794.0326648899382	716.26229481899	1.463281	23.252949	0.1491506106496716	0.1053367814808559	-0.088396806	-0.1356521492	0.1526478605	0.1307711845	-0.0035830159	0.3228368083	0.1319955531	-0.1592539552	-0.0973363842	-0.1385417367	0.0168817697	0.0991205561	0.1010468456	-0.0066454905	0.0047215632	0.2536080454	-0.0952722482	0.1444098055	0.1535436311	-0.0738465214	-0.0237888377	-0.047792689	-0.0830995592	-0.1012185544	-0.0517919718	-0.1196198617	0.1723606689	0.0333946772	0.1223625332	-0.1626715142	-0.0049648981	-0.1559062462	0.0511515354	0.0162487451	0.1256001547	-0.2418971493	-0.0281035519	-0.1999277857	0.1523508268	-0.0109684183	0.2535145497	0.0327657896	-0.0235979573	0.0442707429	-0.1896133874	-0.2523555632	0.1491557654	-0.0386205995	-0.0938849361	0.1710200267	-0.0629572092	0.1679149232	-0.110671226	0.0122272258	-0.0326950521	0.164735284	-0.0635113159	-0.0345185082	-0.0142564045	-0.0039326369	-0.0110358348	-0.0673125775	-0.0824227747	-0.110843019	-0.035441714	0.1001388946	-0.1227611444	0.1148792575	0.0290216244	-0.0426324221	-0.1870344231	0.155915944	0.1551433414	-0.0496720225686573	-5.117715549830121e-05	0.0024673098260612	2.6191012448973012e-09	0.0649068665196779	0.0103996753678928	0.0001081532477575	0.0042129013214032	0.0348425640278975	0.0974975951334755	0.0095057810568111	0.0012140042680381	0.0009507030947873	-8.834093076290003e-05	7.804120048055498e-09	9.0383637443815e-07	0.000909789491537	-6.213013214869994e-05	3.8601533208149185e-09	8.277169189111531e-07	-0.0004444329593937	0.0006735721969445	1.9752065539544218e-07	4.536995044966404e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.7784612172046	-3.5357884290439188	681910.0670102542	12.501799814960863	884.9018282796823	-5.586025462431053	783051.2456927242	31.203680466928056	783.567071340533	-0.2662062446052005	613977.3552891798	0.0708657646668038	792.2750756959973	677.8541166075667	1.394065	22.153038	0.1670341860225561	0.1169697420654917	0.0468893539	-0.0786508138	-0.0646752884	0.1422506868	0.0253928587	0.0015071124	0.1050409359	-0.0258252615	0.1009915334	-0.0663470771	0.0334150996	0.094910702	0.0167891068	-0.0856889558	-0.1395718711	0.0678192442	-0.0562306932	0.131755939	-0.0805287517	-0.252594822	-0.0374066056	-0.1144992923	-0.1986182002	0.1132663388	0.0165233724	-0.1319040993	0.025527495	-0.0619415217	-0.136661193	-0.0143598887	-0.0109746091	-0.0920991919	-0.0772771188	0.0813448861	-0.0241626896	-0.0798693791	-0.0056431346	-0.050071456	-0.0002120873	0.1519688368	0.1948444153	0.2387832381	-0.0876844172	0.0765988455	0.132097411	-0.0920588521	-0.1147202888	-0.0225237391	-0.1288608515	0.1781106795	0.0853204046	0.0449101152	-0.0476400718	-0.0174681861	0.0428069797	-0.0917324605	-0.0053277539	-0.0578593618	-0.0770714536	0.0724549506	-0.1410928928	-0.0254799011	-0.0878621185	-0.0833185689	-0.016548573	0.0555667282	0.0723775447	0.0887885772	0.0525283621	-0.1361909546	0.0292647025	0.1554579513	0.1533170814	-0.0499815216141712	-0.0003094990455139	0.0024981525028678	9.578965917401697e-08	-0.0485826422226836	-0.1134895087423615	0.0128798685945825	0.0023602731253372	0.0419869853730432	0.0071444213451456	5.104275635697342e-05	0.0017629069407161	0.0014812078396427	0.0005305047448554	2.8143528431409305e-07	2.1939766642189946e-06	0.0006810505976444	-0.0002287388938926	5.2321481579210156e-08	4.6382991655179443e-07	-0.0006070044584364	-0.0001625714990427	3.684544125616673e-07	2.6429492300990623e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.9416409372068	-0.8368202799978235	680528.7109521714	0.7002681810156357	877.8364835252949	-7.065344754387411	770596.8918080552	49.9190964983497	782.931277304115	-0.6357940364179058	612981.3849810531	0.4042340567445733	791.6025296720259	666.2154454687908	0.933592	14.835678	0.0849304203309711	0.0600647555357298	0.0923654132	-0.0271498692	-0.1188700754	0.1628502556	0.0783337039	-0.1287188273	0.1564737112	0.0029878923	0.1386350225	-0.1863118823	0.0575533243	0.1028675647	-0.1384405139	-0.0722656793	-0.0384619639	0.0112204036	-0.1653854182	0.038746315	-0.0401761325	-0.172241421	-0.0275621227	-0.2036140682	0.128180571	0.1091703842	0.1146765921	0.006613931	-0.1870425914	0.0156431153	0.0263570326	-0.0995646326	-0.0553226327	-0.0048681215	-0.2030659151	0.0933059845	0.0015153531	-0.0198524257	0.0504040627	-0.131854501	0.1258324255	0.1027990603	-0.1105985179	0.1846459927	0.0990448695	0.0274266507	0.0901702582	-0.095415223	-0.0953087945	-0.0149557111	-0.1430838723	0.1977191152	0.0657708747	0.0570075314	-0.0590973074	-0.1257663203	-0.0129476253	-0.0790944939	0.0127079881	-0.0021673279	-0.0403131418	0.0777190364	-0.010228493	0.0424756511	0.0561564654	-0.0243878852	-0.0546790058	0.0240679411	-0.026790405	0.0915516325	0.0251174786	-0.0187492034	-0.0111934346	0.1547718027	0.1505910958	-0.0499421217727018	3.939984146940356e-05	0.0024942155271593	1.5523475078141324e-09	0.0085869030235414	0.057169545246225	0.0032683569036601	7.373490353570443e-05	0.05888534928782	0.0168983639147768	0.0002855547029962	0.0034674843607485	0.0014267049653122	-5.450287433050004e-05	2.9705633102862804e-09	2.0354870580464857e-06	0.0005960123642012	-8.503823344319995e-05	7.231501147140171e-09	3.55230738280704e-07	-0.0006839255772327	-7.692111879629992e-05	4.677541951930818e-07	5.916858516874485e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.2782267642225	-0.6634141729842895	679434.595117571	0.4401183649164288	873.2556342704623	-4.580849254832515	762575.4027851075	20.984179895499608	782.208349079532	-0.7229282245830291	611849.901369727	0.5226252178987705	789.8165875709861	659.0888578216105	0.98125	15.593015	0.06984267271344	0.0288470125743961	0.1057435478	0.020968797	-0.1696120514	0.0813178911	0.1136127184	-0.2246122389	-0.0455975679	-0.0158060201	0.0796817976	-0.1091812253	0.1093927081	0.1566167608	-0.081748252	-0.0752593201	-0.0247412372	-0.0486678394	-0.1784464358	0.0685761238	-0.074105324	-0.0828748826	0.11114301	0.2446618335	-0.0595442903	0.0788718369	0.0313338951	0.0798162239	0.0320706916	0.0170522387	0.0298887263	0.1120442885	-0.0600385219	-0.0856764779	-0.2179273937	-0.0109527781	-0.0756855973	0.0731672638	0.1559581296	0.0239649741	0.0936130497	0.198907017	0.0707285702	-0.0240706065	-0.1983655778	-0.0348088919	0.0764079619	0.0347132969	-0.0401950089	-0.014703435	-0.1482013731	0.1823858726	0.1007296015	0.0389533991	-0.044052072	-0.1041134522	-0.0505163183	-0.1011992474	0.0834959482	0.0554583643	-0.0444806534	0.0051855568	-0.1213615502	0.0204173091	-0.0591271184	-0.1280780036	-0.0353900318	-0.1137115286	0.0495166984	-0.0944457097	-0.0588741402	-0.0971708181	0.15007179	0.1538585052	0.1469813818	-0.0638324123254676	-0.0138902905527658	0.0040745768632885	0.0001929401716402	-0.0031798789383827	-0.0117667819619241	0.0001384571577394	1.0111630062769888e-05	0.0762093608835101	0.0173240115956901	0.0003001213777676	0.005807866686273	0.0015540940098221	0.0001273890445099	1.622796866114528e-08	2.415208191364933e-06	0.0004967095601737	-9.930280402750007e-05	9.861046887724084e-09	2.467203871679505e-07	-0.0003733856537089	0.0003105399235237	1.394168463956226e-07	9.643504410216753e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825.5725210932927	1.294294329070226	681569.9875843353	1.6751978102633465	874.4531002792658	1.197466008803417	764668.2245880197	1.4339248422395852	782.9189738001603	0.7106247206282887	612962.1195362961	0.5049874935680334	791.2875195953743	657.7132641298375	1.059114	16.830343	0.1484224904356118	0.08172060409594	0.0993987786	0.0707440305	-0.153355538	0.0066526218	0.1119245024	-0.1176736794	-0.0592126086	0.0891873853	0.18833009	-0.1038936858	0.0519257667	0.0872438646	-0.0977512897	0.0790405195	0.0119190243	-0.1045480106	-0.1606930528	-0.0688796771	-0.1143754266	-0.1063699638	0.2051735911	-0.1506578634	0.111477254	-0.1492111653	0.0718455718	0.1649831346	0.0140846379	0.0552610392	0.1148561876	0.1083134233	-0.0233498083	-0.0155245557	-0.1513069208	-0.0687342882	-0.0871839436	0.1081322002	0.1271856382	-0.0972981637	-0.0341922283	-0.0289189026	-0.2438465842	0.2563902023	-0.09108888	-0.0117689009	-0.1329337861	-0.0204520411	0.1256379675	-0.0092470347	-0.1250532291	0.2040516883	-0.0108699523	-0.0423301976	-0.1598504159	-0.1027616735	-0.086369486	0.0094394804	0.1475300777	0.2391179684	0.0428823377	-0.1067338191	-0.0927427579	-0.1593744255	-0.0003533329	-0.1473916264	-0.0975288328	-0.2616611802	-0.0089516021	0.2336365122	0.059330283	-0.0017045404	0.1266587233	0.152719399	0.1425091225	-0.066701419834203	-0.0028690075087353	0.0044490794078986	8.231204085180072e-06	0.0626693854480464	0.0658492643864291	0.0043361256202338	0.0039274518724358	0.0380717516688378	-0.0381376092146723	0.001454477236611	0.0014494582751336	0.0017087906724279	0.0001546966626058	2.3931057421372732e-08	2.9199655621765947e-06	0.0009089537755992	0.0004122442154255	1.6994529315178606e-07	8.261969661760408e-07	-0.0006377769621931	-0.0002643913084842	4.067594535042589e-07	6.99027640019874e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.637664939596	5.065143846303272	689958.9304163045	25.655682183743902	891.6552688748229	17.20216859555717	795049.1185122328	295.9146043899733	786.3256812885891	3.406707488428765	618308.0770539638	11.605655911716624	794.2863533043422	687.2705584628575	1.628328	25.875711	0.3012299516895872	0.1437285832756832	-0.0300654481	-0.0296863031	-0.0225595254	-0.2763164708	-0.1110820945	0.0266861858	-0.1361111588	0.0941952791	-0.1117409595	-0.196101875	-0.1766852654	-0.1169278944	0.0319454698	0.1756273952	0.0844120929	0.0024160535	0.0286322398	-0.0117760707	-0.0097328507	0.0024903671	-0.1322574245	0.1542447184	-0.3015360805	-0.1229540974	-0.108989825	0.1179818272	0.0699705882	0.2278114343	0.1052528276	0.2400075409	0.1370548358	0.1289678413	0.1299048988	-0.2210632823	0.0395522992	0.0301737407	-0.0149331438	0.1107935866	0.0601802872	-0.0829348163	0.1980694986	0.0580394419	-0.1520977484	-0.0513304046	-0.0042666794	0.0599160595	0.1143157597	-0.0415384872	0.0504400782	-0.1058849141	-0.0736700005	-0.1601185654	-0.1198244371	0.2017342451	-0.1272740423	-0.0630712147	0.0026857842	0.1973853896	-0.0409727506	-0.056303099	-0.1377664173	0.0180937794	0.2179490463	0.0520765137	0.0828786668	0.06941143	0.4025382459	-0.2078173816	0.1010915654	0.1529334282	0.1541255278	0.1513561561	0.1372005631	-0.0476510178916811	0.0190504019425218	0.0022706195061133	0.0003629178141716	0.0010352429934812	-0.0616341424545652	0.0037987675161096	1.071728055551916e-06	-0.0805508752582824	-0.1186226269271202	0.0140713276190907	0.0064884435048753	0.000339592904679	-0.0013691977677489	1.8747025272085704e-06	1.153233409083204e-07	0.0003579120019296	-0.0005510417736696	3.036470363289387e-07	1.28101001125254e-07	-0.000519560896304	0.0001182160658891	2.699435249682158e-07	1.397503823429604e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.6827764924763	0.0451115528802574	690033.8751612493	0.0020350522032682	895.0700545965457	3.414785721722751	801150.4026354633	11.66076152528157	787.1738866829684	0.8482053943793062	619642.7278755708	0.7194523910541544	795.8896636494829	703.7424482217829	1.237547	19.665823	0.1340249526951405	0.0708375224288217	-0.0832401355	-0.0818743573	0.0585032165	-0.0493677101	-0.135956744	0.092279724	0.0283214582	0.1011697459	-0.0079356696	0.0682387698	-0.1666610116	-0.0948724795	0.149729562	-0.0406800596	-0.0577722606	0.2081260968	0.0450884321	-0.0108837149	0.1013205714	-3.30057e-05	0.0780639747	0.0503028022	0.0253509993	0.0351892865	-0.1237592232	-0.083611325	0.1191992935	-0.0874920629	-0.0589128587	0.046729845	0.1370595422	0.0329309869	0.1874180447	0.0357972358	0.0603301484	-0.1554479413	0.004800998	0.0767398407	-0.0304049938	0.0932175567	0.0702515455	-0.0314167383	-0.0191766672	0.211011677	0.0008562458	0.141879592	0.044950571	-0.0650453386	0.063597967	-0.1010888793	-0.0319580718	0.0172439951	0.1161428681	0.1742588014	-0.0289078304	-0.0069223401	-0.1408479619	0.0004377932	-0.0421500732	-0.1442030471	-0.1127909093	-0.0928815255	0.1138413155	0.0586070925	0.2304532285	0.1476463471	0.0112136324	-0.1858507733	-0.0418344461	-0.0074019436	-0.0257758167	0.1497707771	0.1310868562	-0.0054931237538369	0.0421578941378442	3.0174408574967197e-05	0.0017772880381376	-0.0028576668746609	-0.0038929098681421	1.5154747241478144e-05	8.166259966534196e-06	-0.0538193319975732	0.0267315432607092	0.0007145754050991	0.002896520496665	-0.0004508865280005	-0.0007904794326795	6.248577334893043e-07	2.032986611323457e-07	0.0006320809413722	0.0002741689394426	7.516860735508007e-08	3.995263164459665e-07	-0.0003593571598572	0.0001602037364467	1.2913756834063318e-07	2.5665237171515742e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.5536428252946	-2.1291336671816907	686501.1390390658	4.533210172726554	893.8414473814123	-1.2286072151333656	798952.533056898	1.509475689077764	784.1454147459286	-3.02847193703974	614884.0314670644	9.171642273437234	793.3617521356219	695.8538734112966	1.061569	16.869352	0.1199949494294491	0.062609136164312	-0.0457120225	-0.1274851664	0.0422030667	0.0372634924	-0.1182415867	0.0986906821	0.0362351346	0.0413836735	0.0730806123	0.0499228468	-0.0436751821	0.0906862145	0.1053357888	-0.0284264721	-0.0153128393	-0.0641118087	0.0978456681	-0.059626697	0.1781394397	0.0588180661	-0.0816012185	-0.1802468445	0.047190594	0.1279219365	0.1105142345	-0.0541046191	-0.0178537442	-0.0340627278	0.0126372956	-0.0187048579	0.0780390947	-0.1191581452	0.0379083026	0.0529498422	0.0052027577	-0.0403947644	-0.1454722118	-0.0471353008	0.0205282243	-0.0896318554	-0.1072556135	-0.0347519734	0.1240655782	0.0167612056	0.0251520962	-0.0256955783	-0.1577457698	-0.0524909928	0.0233878795	-0.0076845206	0.0686362443	0.0275256742	0.0684544266	0.1187045707	0.1245379873	0.0832448091	-0.044427782	-0.1656977215	0.0042765571	0.0181447672	0.067245933	-0.0223483716	-0.0508797841	0.0794681039	0.0694723429	0.1398241302	-0.0033914134	0.0070266285	0.1858440038	-0.1033839861	-0.0929826938	0.1479655889	0.1242038795	-0.015523488576548	-0.0100303648227111	0.0002409786975862	0.0001006082184766	-0.0574289291072034	-0.0545712622325425	0.0029780226616529	0.0032980818984001	-0.0275691764248477	0.0262501555727255	0.0006890706675922	0.0007600594887443	-0.0001288728856424	0.0003220136423581	1.0369278586473033e-07	1.6608220653799112e-08	0.0008370195604199	0.0002049386190477	4.1999837577178325e-08	7.006017445255226e-07	-0.0003034460852336	5.591107462360001e-05	9.207952664359722e-08	3.126048265565769e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.3851593300637	-2.1684834952308165	682912.4315609748	4.702320669088459	886.1239053688797	-7.71754201253259	785215.5756661952	59.56045471520558	783.0173562790657	-1.1280584668629672	613116.1802342572	1.272515904661228	792.0403949994983	693.5307332762678	0.940708	14.948759	0.146044504025622	0.0745579487128727	-0.0114641848	-0.1370597528	0.0678255644	0.0916657683	0.0067031282	0.0758093141	0.0392752267	-0.1100004702	0.019323575	0.0489816999	0.0434238768	0.1276840371	0.0621021319	-0.0696391635	0.1302277267	-0.0139655331	0.1849564139	0.0312550606	0.0079667139	0.0234915472	-0.0174348811	-0.0140810475	0.0671665646	-0.0370564371	0.2088000033	-0.0103729887	-0.1262441745	0.0016732217	0.0590137058	0.0760198281	0.0028670789	-0.1401082722	-0.0101205411	0.062709687	0.079333383	0.0812001899	-0.1116828198	0.0655537999	-0.0166742365	0.0389359226	-0.0645132308	-0.0817750715	0.0339285806	-0.1023572573	-0.2028798397	-0.0638275703	-0.0683629581	-0.0571010003	0.0181351383	-0.0119487249	0.0668754485	0.0435567723	0.1020882919	0.1012587504	0.0582097938	0.0475553071	-0.1530169017	-0.0018066721	-0.0956270306	0.0295952317	-0.0016440272	-0.0777097329	0.0836505412	0.0394375269	0.1371396747	0.0152293675	0.011224498	-0.0218803487	0.0635943239	-0.0567945077	-0.2093522221	0.1459432408	0.1165920251	-0.0023973745744712	0.0131261140020768	5.747404850320968e-06	0.0001722948687955	0.0019206363349439	0.0593495654421473	0.0035223709181717	3.6888439311067367e-06	-0.0205626044390356	0.007006571985812	4.909205099236689e-05	0.0004228207013162	0.0004870028917062	0.0006158757773486	3.793029731247423e-07	2.3717181653020077e-07	0.0004109963310603	-0.0004260232293596	1.8149579195398238e-07	1.689179841450277e-07	-1.410004003008449e-05	0.0002893460452035	1.98811128849985e-10	8.372113387491484e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
