global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
834.2527352610156	n/a	695977.6262904862	n/a	917.8704567750297	n/a	842486.1754204016	n/a	782.2981022112936	n/a	611990.3207233915	n/a	789.9354411055937	715.5320915215975	n/a	n/a	n/a	n/a	-0.1775336008	0.0247856228	-0.0837655694	0.1592438436	-0.2600989653	-0.1239276056	-0.0905153636	0.0059004804	-0.3947554654	0.0818715339	-0.2206252879	0.1427437867	-0.0323031075	0.0066634583	-0.1533464572	0.0663700778	-0.1664785735	0.1782017585	-0.1901524437	0.203996777	-0.1235484396	0.0569291851	-0.0464335584	0.0454580419	-0.0608399895	0.0909529032	-0.0178911273	0.0546044535	0.0061347367	-0.1018969053	0.0672643565	-0.0396494748	-0.0790105267	-0.1509477491	-0.1140592318	0.0026389934	-0.2897583641	0.1753651478	-0.1000234773	0.0856564015	-0.295069163	-0.0223918402	0.003435649	-0.052607671	0.2385960976	-0.0520097392	0.0348214185	-0.0210448123	0.0309661306	-0.1111543932	0.0396741456	-0.0245988393	-0.1752105202	0.243859663	-0.2336957137	0.1623352598	-0.1048261147	0.0640529133	-0.2008011179	0.1192864671	-0.0896452978	0.0339413152	-0.0148601666	0.066079949	-0.2116566409	0.1463298117	-0.1132504516	0.1690060126	-0.0191652106	0.1987056152	-0.0914138985	0.1367997371	-0.0469454988	0.0032537968	0.1211371384	-0.1028486327	0.1561451084	0.1560591586	0.0945166228099054	n/a	0.0089333919873899	n/a	0.0013525885821366	n/a	n/a	1.829495872526298e-06	-0.1246957233376377	n/a	n/a	0.0155490234186966	-0.0025271504761136	n/a	n/a	6.386489528921196e-06	0.0018276108860482	n/a	n/a	3.340161550801887e-06	0.0007063104902001	n/a	4.988745085667057e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.0420105325011	-3.210724728514492	690630.8232699017	10.30875328229446	903.3874190648396	-14.483037710190048	816108.8289246322	209.75838131478696	780.5729189709406	-1.725183240352976	609294.0818308146	2.9762572127947946	787.0504474214819	705.7143833915909	1.380716	20.807785	0.4760836883139652	0.2158752558291026	-0.0782390083	0.0234125342	-0.1337841999	0.0484278293	-0.0764093804	-0.1101058739	-0.0747992743	0.0004070538	0.0355213041	0.1706211017	-0.1959317493	0.1375891892	-0.1361663952	-0.017238166	0.0019249095	0.0028966083	-0.0597452425	0.1424572105	-0.1582644951	0.1300246969	-0.0201809063	0.0276711496	0.0080394005	-0.0683040377	-0.1851811854	0.058281413	0.0318703257	-0.120712192	-0.0118769192	0.0120873736	0.0906358216	-0.0106562374	-0.02542345	-0.1256863866	-0.1249552365	0.0293992761	0.0062208422	0.0256619541	-0.0653785833	-0.0928883198	-0.1068617983	0.101131263	0.0490742801	0.0074317684	0.1505569858	-0.1922945866	0.0401374409	-0.1784253793	0.0095340864	0.0101868643	0.178104927	-0.0785118775	-0.0281640293	0.1231837821	-0.087812452	-0.0532871436	0.0077663352	0.1798962799	-0.0288951936	0.0029221611	0.1076083454	0.183340812	0.0433690026	0.0319922336	-0.1655404379	-0.0142104387	-0.0296983086	0.1766412433	-0.2384006835	-0.0460042862	-0.3063834143	0.0436008382	-0.0572129116	-0.0798710881	-0.1231985418	-0.0405354585	0.155915944	0.1551433414	-0.0111563451692404	-0.1056729679791458	0.0001244640375352	0.0111667761615215	-0.0268214968436382	-0.0281740854257748	0.0007937790895788	0.0007193926929332	-0.0152085588175481	0.1094871645200896	0.0119874391946491	0.0002313002613068	-0.0003041932202867	0.0022229572558269	4.941538961233463e-06	9.253351526839279e-08	0.0013226892909981	-0.0005049215950501	2.549458171479373e-07	1.749506960521056e-06	-0.001220800066702	-0.0019271105569021	1.4903528028596076e-06	3.713755098523522e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.5367670983069	-1.505243434194199	688131.2479679106	2.265757796184745	896.6672949790955	-6.720124085744146	804012.2378851282	45.1600677277986	781.0492060034314	0.476287032490859	610037.8621985907	0.2268493373189486	787.0422187602237	690.7576886585781	1.153523	17.383924	0.2366906449564809	0.1097973413405403	0.027691938	-0.0034752669	-0.1029028995	0.1497762998	-0.0358192279	-0.0622457387	-0.0433743794	-0.057674841	0.0790368878	0.0770766687	0.1077912036	0.1013592714	-0.0996832236	-0.0787405425	0.0456246686	0.0045997589	-0.0327005963	-0.0612184373	0.0875741847	0.0223646047	0.0758966076	-0.0004879662	0.0599615886	-0.1645057246	-0.0350904367	-0.0978990226	-0.0670629479	-0.0214889605	0.1263558114	0.1505939808	0.0904541061	0.1746846373	0.0576298214	-0.0939803156	-0.0699435921	0.0867786124	0.032336893	0.0379128983	-0.0750649921	-0.0529941843	0.1154558513	-0.0304071708	0.0125887095	-0.0824253032	-0.0897759875	-0.1251617769	-0.0483071439	0.0622213232	-0.1251566188	0.1658506013	0.1135320303	0.009526467	-0.0596983248	0.0158590732	0.0479491486	-0.0787798967	-0.0671819731	0.1051886073	0.0571685015	-0.0014468441	0.1019171195	0.0992586437	-0.0637704256	0.0744091935	0.033062181	-0.1768943089	-0.0629587855	-0.0779200804	-0.121710184	0.0406782863	0.0539247106	-0.0108012813	-0.076735405	-0.0502670912	0.0212160357	0.1317184444	0.1554579513	0.1533170814	0.0048821951521205	0.0160385403213609	2.383582950338891e-05	0.0002572347756399	0.0132724486663278	0.040093945509966	0.0016075244665561	0.0001761578936003	0.0312451170383809	0.0464536758559289	0.0021579440005277	0.0009762573387421	-0.0012419615740905	-0.0009377683538037	8.794094853958888e-07	1.5424685515173525e-06	0.0006670822934984	-0.0006556069974996	4.298205351705715e-07	4.449987862990855e-07	-0.000132085752621	0.001088714314081	1.7446646045456007e-08	1.1852988576848624e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.3067105910503	0.7699434927434368	689409.2336525302	0.5928129820179626	893.989286740621	-2.67800823847449	799216.8448070042	7.171728125337242	781.0099622526221	-0.0392437508093053	609976.5611378422	0.0015400719775828	786.5764086330477	689.0102474348886	0.988608	14.898609	0.0433741822846829	0.0277238017152083	0.0348928454	-0.1187756375	-0.061102467	0.1241207449	-0.0021488856	-0.0062626206	-0.0030865228	-0.1325015438	0.0586055624	-0.0119454043	0.098246129	0.022541009	-0.0959878009	-0.0901089709	0.0470833117	0.0880265791	-0.0878300105	-0.2033921061	0.0615445699	0.0788234893	0.0323226692	-0.0511139141	0.0410015052	0.0287393415	-0.0148627015	-0.0916727989	-0.0417979045	0.0599376283	-0.009561285	0.0815199375	0.0390299434	0.110083196	0.0963241956	-0.0070900754	-0.0323011107	0.1407034415	0.0461749332	0.0864338949	-0.1270280746	0.0750302397	0.1827724264	-0.0967560924	-0.0463442015	0.0818547167	-0.0515895066	-0.0589719477	0.0860555423	0.0246271557	-0.0453753062	0.0667273855	0.0460523	-0.0269569394	-0.0586052161	0.013530444	0.0292883028	-0.057080228	-0.111340019	0.0868120983	-0.0082244116	-0.0072096163	0.0668352565	0.1249086268	-0.0680214271	-0.0679909604	-0.0835932084	-0.0168844599	-0.0629640709	-0.0958892929	-0.0919585828	-0.0099282172	0.0275484013	-0.110182324	-0.1562700684	-0.0432166046	-0.0420923618	0.02146541	0.1547718027	0.1505910958	0.0013498026570601	-0.0035323924950604	1.8219672130065057e-06	1.247779673915904e-05	-0.0099513266136455	-0.0232237752799733	0.0005393437382546	9.902890137144924e-05	0.0321039630652251	0.0008588460268442	7.37616497826075e-07	0.0010306644444933	-0.0012599742994437	-1.8012725353200006e-05	3.244582746498143e-10	1.5875352352586424e-06	0.0003770884163958	-0.0002899938771026	8.409644875699788e-08	1.4219567377989226e-07	-0.0001392625198213	-7.176767200299994e-06	1.939404942697797e-08	5.150598744730181e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.8792299796977	-0.427480611352621	688699.536351696	0.1827396730824106	897.8284167448679	3.839130004246954	806095.8659145962	14.738919189509216	781.2954764181737	0.2855141655516036	610422.6214715011	0.0815183387306285	786.9174775837309	681.235260703347	1.045685	15.758776	0.049636883059006	0.024483172598436	0.0788651063	-0.1305279112	-6.79936e-05	0.022996142	0.0803745385	0.0321879207	0.0013677293	-0.142628328	0.1029914239	-0.0572070833	0.0451126985	-0.1138252331	0.0084446292	-0.060740322	0.0296246638	0.1157276806	-0.0115543013	-0.0507136837	0.0603763906	-0.1537727646	-0.2141774998	0.0132570386	-0.0567904773	-0.0400997095	-0.1709556533	-0.0851127669	0.1303988828	0.0922789887	-0.0276725202	-0.0248549542	-0.1862585364	0.0427050482	0.0074390238	0.1078110384	0.0588455368	0.1093834216	0.0589719027	0.060865967	-0.0107534416	-0.0163027765	0.1040614769	0.0965832806	-0.0512463598	-0.2337527573	0.0426765895	0.0936830433	-0.0338192067	0.0075205801	-0.1812260184	-0.0132401108	0.0420365353	0.0245165646	-0.0482394394	-0.0147055573	0.04763292	-0.0485721376	-0.0774361828	-0.0589694931	0.0712736173	-0.063981627	0.0073993844	0.011391586	0.090254547	-0.0281102755	0.0221629957	-0.1669055187	-0.0640519287	-0.1574789788	-0.0689180358	0.0263376157	0.0409207297	0.0479243901	-0.2180842772	-0.0640824201	0.0154395032	-0.1026127729	0.1538585052	0.1469813818	0.0086094941657819	0.0072596915087217	7.412338979063256e-05	5.27031208018074e-05	-0.0028739828597821	0.0070773437538634	5.0088794610349286e-05	8.259777478321296e-06	0.0383375208803471	0.0062335578151219	3.8857243034468544e-05	0.001469765507251	-0.0014279998273652	-0.0001680255279214	2.823257803329876e-08	2.0391835069550406e-06	1.6062103558756036e-05	-0.000361026312837	1.3033999856071112e-07	2.5799117073220327e-10	-8.698856095386656e-05	5.227395886743343e-05	7.567009736824558e-09	2.732566775674122e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830.715839350776	0.8366093710783389	690088.8057482643	0.6999152397760937	904.9100852807364	7.081668535868516	818862.2624427897	50.15002925191013	781.7095944230728	0.4141180048990236	611069.8900130849	0.1714937219815477	788.5087025996852	691.7368753792404	1.075823	16.212957	0.1836050040486013	0.1225673051067937	0.0909870404	-0.0693964132	0.0762550841	-0.0387879114	-0.0404235963	0.0752173691	-0.0279079118	0.0187470982	-0.0001287848	-0.040888402	-0.1046333052	-0.1548782165	0.0704129003	0.0225752491	-0.0639586055	0.0436468269	0.0120126894	0.0197673686	-0.1837758215	0.0151382687	-0.1150330233	0.0807444051	-0.0139157613	0.1007806323	-0.0448682954	-0.0635668743	-0.0208615542	0.0762063449	-0.1070356582	-0.0562037978	0.1424343343	-0.074236854	0.0286056686	0.1643709045	0.0421609465	-0.0227981986	-0.0221796445	0.0554926852	0.0236465709	0.1412225671	-0.091544455	0.1325591445	-0.0467317951	-0.0277511628	0.0347667771	-0.0228481719	0.0952830571	0.0076906649	0.1296483528	-0.0767339848	-0.0589749871	0.0910209951	0.0248187527	0.0379156319	-0.059513966	-0.0458349074	0.0028424291	-0.2341943358	0.0489595693	0.0572107628	-0.108286879	-0.0600854587	-0.1022549644	-0.0056831646	-0.1157890057	0.1209198376	-0.0369584456	-0.1122190189	-0.1263119605	0.1056736207	0.1910043976	0.058465528	-0.1671303428	0.0517748911	-0.1666495243	-0.089696639	0.152719399	0.1425091225	0.0219777554481765	0.0133682612823946	0.0004830217345398	0.0001787104097143	-0.0120206734222705	-0.0091466905624884	8.366194824591436e-05	0.0001444965895248	-0.0274509070910937	-0.0657884279714408	0.0043281172549534	0.0007535523001238	0.0002879991782616	0.0017159990056268	2.9446525873121664e-06	8.294352667935688e-08	1.6014819213872045e-05	-4.728434488399103e-08	2.235809271108208e-15	2.5647443445300516e-10	0.00010299763372	0.0001899861946738	1.0608512551919281e-08	3.609475416665632e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.2526675049895	0.536828154213481	690980.9972341607	0.2881844671562529	897.847474972407	-7.062610308329454	806130.088314327	49.880464367321466	781.0459941042062	-0.6636003188665427	610032.8449062278	0.4403653831997771	786.9326674175468	691.566327008334	1.17144	17.653936	0.0875782723414342	0.0497133008917845	-0.0425426224	0.0890327319	0.1994034364	-0.0670880877	0.0304810512	0.0870096594	0.13662041	0.0861147668	0.0233181304	0.0199317089	-0.1328399285	-0.05631335	0.0843930748	0.1083909902	0.1228316885	-0.0475963402	-0.0723267442	0.0359939429	-0.0756978454	0.0459754094	0.2332381039	0.1242544512	0.0801988683	-0.0181059427	0.0211604087	-0.0413399057	0.1966831667	0.0076627324	0.0914241569	0.0464839095	0.0172384321	-0.1048670317	-0.0430134678	0.0476233719	0.1072360086	-0.1321605525	0.0475034114	-0.0191522816	-0.1147841745	-0.0391939353	-0.0188660304	0.0023808392	0.2586499093	0.0538669915	-0.0154036875	-0.1869330125	-0.0494752458	0.028858151	0.0172734364	-0.0305191655	-0.1268416492	-0.1436788791	-0.0052347607	-0.0062792133	0.0062148251	0.0525262852	0.146027369	-0.0898849274	0.0533995836	-0.0815306642	0.0044035468	-0.190390793	0.0136412269	0.1259960849	0.0164248413	0.0097371174	-0.0305362951	-0.0308521945	0.0170709393	0.0225690441	0.1326787986	-0.1761191389	-0.2255478385	0.0306741488	0.0384477912	0.0873227189	0.1513561561	0.1372005631	0.0227797642203029	0.0008020087721263	0.0005189176579325	6.432180705676917e-07	-0.0390865366403971	-0.0270658632181266	0.0007325609517423	0.0015277573465411	-0.0004428321449125	0.0270080749461812	0.0007294361122985	1.961003085678054e-07	-0.0001910022208665	-0.0004790013991281	2.2944234036667735e-07	3.648184837593525e-08	1.5973364367871667e-05	-4.1454846000377195e-08	1.7185042569149885e-15	2.5514836922879224e-10	0.0002780012878459	0.0001750036541259	7.728471604397895e-08	3.0626278957417634e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.2442102540923	-0.0084572508972087	690966.9370809497	7.152509273833776e-05	900.0182192325592	2.170744260152219	810032.794950547	4.712130642983804	779.9003011292516	-1.1456929749546134	608244.4797014974	1.3126123928603524	785.8961681637466	692.3873360373757	1.029247	15.511038	0.0996054979539906	0.0674003509347472	-0.0769881624	0.0993108612	0.0797612758	-0.0852465432	-0.0017016771	-0.0712794664	0.0851231834	0.1115905324	-0.0093640181	-0.061924025	-0.0706484387	-0.0333374985	-0.0621294736	0.1155118926	0.2340938572	-0.0791670546	-0.0695626	0.0345688239	-0.0991190498	0.1402817822	0.0308609971	0.0766537743	-0.2847712633	-0.0512929462	0.1340368657	-0.0113803757	0.1664438512	-0.0725798929	0.0876805363	-0.069189051	0.0012616199	-0.0564922336	0.0036791507	-0.0132145019	0.0136298127	-0.1190963476	0.1917375921	-0.0225597285	-0.1732353255	0.0915977667	-0.1366138483	-0.1380235669	0.0581360895	-0.0210089325	0.0901067389	0.0460596419	-0.0284758785	-0.0984088543	0.0207146753	0.009969812	-0.0563120779	-0.2025256441	-0.0062381121	-0.0229041372	0.0171027063	0.0174179314	0.1002646142	-0.1389071652	-0.0125964789	0.1414340078	-0.1195737111	-0.0683761119	-0.1375114003	0.0951905445	0.054076932	0.0690542282	-0.0265582016	-0.0406982216	-0.0034275833	-0.0660259754	0.1158527658	-0.1061582568	-0.132688669	0.061702914	-0.0442552088	0.0139168446	0.1497707771	0.1310868562	0.022910621876349	0.0001308576560461	0.000524896594761	1.7123726145879667e-08	0.0233733742170585	0.0624599108574556	0.0039012404643213	0.0005463146222906	0.0180971912971728	0.0185400234420852	0.000343732469233	0.0003275083328464	-0.0002204549703528	-2.9452749486300024e-05	8.674644523027462e-10	4.860039395325393e-08	-0.0003240306296674	-0.0003400039940352	1.1560271595993704e-07	1.0499584896265173e-07	0.0002779639113994	-3.737644649998932e-08	7.72639360404535e-08	1.3969987529665637e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.6363797161671	0.3921694620747757	691619.0680674128	0.153796886984019	899.6719872951508	-0.3462319374084472	809409.6847236059	0.1198765544816069	782.2767142448636	2.3764131156119674	611956.85764974	5.647339296052579	788.1358229899732	695.8928919953186	1.180922	17.796822	0.1208671740151615	0.0688291635623305	-0.0495772572	0.1388804284	-0.0015174491	0.0707197862	0.0291483961	-0.0134249221	0.0892140719	0.1262985845	-0.1549783417	-0.0236026699	0.1250925279	0.2133103148	0.0126659277	-0.0068481049	0.0045950456	-0.106416492	-0.0851103705	-0.0326634795	0.1090415391	-0.1292434085	0.0319355544	-0.1444086522	0.0796573877	-0.0436364789	-0.0241201851	0.1333162316	-0.0704093795	-0.1105396022	-0.2263078989	0.0375284989	0.1130203039	-0.0270452048	0.1896183255	-0.1853407529	0.0391857231	-0.0418249818	-0.0653482905	-0.119420122	-0.051852441	-0.0769177219	0.1687970487	0.0661814371	-0.0696570961	0.1588497101	-0.0286219968	-0.0029296815	-0.0484693158	-0.0951812025	0.0720476376	-6.93483e-05	0.0089961979	0.1760560235	-0.0216166108	-0.0723111015	-0.075951114	0.0512478648	0.1090260016	0.1517402377	-0.0674612752	-0.0125600643	0.0744685413	0.0229052689	0.032626603	-0.0093169638	0.017607385	0.012217489	-0.0034471956	-0.0139684023	0.0150071645	0.176253734	0.2399971443	0.1147829444	0.0276672515	-0.0236910014	0.1036461424	0.0820371372	0.1479655889	0.1242038795	0.0047610031964637	-0.0181496186798853	2.266715143673757e-05	0.0003294086582252	-0.0382319608398091	-0.0616053350568676	0.0037952173074689	0.0014616828296566	0.0015882214690918	-0.0165089698280809	0.0002725460847844	2.522447434884116e-06	-0.0003730020703308	-0.0001525470999779	2.327061771169792e-08	1.391305444710631e-07	1.5448171667653554e-05	0.000339478801335	1.1524585655588475e-07	2.38646007873294e-10	0.0002780030190929	3.910769349996885e-08	7.728567862476731e-08	1.529411690887506e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.0014207705293	1.365041054362223	693891.3670057204	1.8633370800943287	902.565080801646	2.8930935064952337	814623.7250824817	8.369990037324886	783.4771692096858	1.2004549648222564	613836.4746728226	1.4410921225664048	789.3200891029912	700.2231918557898	1.332388	20.07946	0.1607870457152737	0.097131305405449	-0.0128270268	-0.0629227793	-0.1250190305	0.0365403462	0.131164976	-0.1198335206	0.0444948905	-0.2014488374	-0.0708681203	0.1470016977	0.0016273468	-0.009684851	0.124697715	-0.2547550516	-0.2017298566	-0.0971627679	0.1066834021	-0.0504380075	0.0442798275	0.0374253026	0.1764624046	0.0061207492	-0.0161191039	-0.1592775866	0.1209514498	-0.0139866759	-0.0251953266	-0.0788702757	0.0634585348	-0.1921363489	-0.0940810931	0.0132667471	-0.0984050393	-0.0244379934	0.0423168853	0.2323053833	-0.1849548962	-0.1571209652	0.1702423152	0.1401201988	-0.0793954274	-0.0763314167	0.1437146317	0.0078049264	-0.1438385251	0.0229009681	-0.178639103	-0.0416045952	-0.0741273708	-0.0537450492	-0.0368771025	-0.0495174341	0.0302792706	-0.0847383496	-0.2532774511	-0.0524186796	-0.0206822443	-0.0378779504	-0.0995276789	-0.0181912838	0.0681508244	-0.0088042796	0.0525940984	-0.0168037368	0.0869000894	-0.0979323235	0.0232798766	0.02944077	0.2140383809	-0.3376132267	0.1933348603	0.0741052688	-0.0410908085	0.0687809276	-0.1196203908	0.0140679695	0.1459432408	0.1165920251	0.0123828588739343	0.0076218556774706	0.0001533351938917	5.809268396819082e-05	0.0248073222664118	0.0630392831062209	0.0039739512145462	0.0006154032380296	-0.0265195455475293	-0.0281077670166211	0.0007900465666606	0.0007032862960474	0.0008020070919619	0.0011750091622927	1.3806465314717926e-06	6.432153755571835e-07	-4.988830174657011e-05	-6.533647341422366e-05	4.268854758207555e-09	2.48884265115683e-09	0.0002780201816852	1.7162592300026123e-08	7.729522142427163e-08	2.9455457445691585e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
