global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
821.4183446210053	n/a	n/a	674728.0968799127	893.413870969433	n/a	798188.3448405867	n/a	815.2726915338067	n/a	n/a	664669.5615607775	818.9633260510632	747.7441080733732	n/a	n/a	n/a	n/a	-0.0175188469	-0.0022308325	0.0600255378	0.0190465109	-0.0578793462	0.0281948055	-0.0793845789	0.0788169291	-0.0021371463	0.0299397151	-0.0423073808	0.0718201702	-0.0249357525	0.0415545962	-0.0224821165	0.0339815251	-0.1034215199	0.0475587111	-0.1107280445	0.1429322702	-0.0236931997	0.0922628949	0.0001424955	-0.0057375056	0.0584060979	-0.0575430852	0.0414769022	-0.1081725228	0.0747653078	0.1213507277	-0.0089898392	-0.0355080033	-0.0147494662	0.0277209736	-0.0576116915	0.012421231	-0.0503983276	0.1076845191	-0.0852609199	0.080878454	-0.0106440007	0.0356877165	-0.0198040179	0.0262629214	-0.0265991993	0.0849144618	-0.0679942615	0.0532782111	-0.0068380821	0.0349226133	-0.0457949545	0.0185872445	-0.1442936921	0.151727985	-0.0599282639	0.1561451084	0.1560591586	0.0160738807157798	n/a	0.0002583696412651	n/a	0.0397708801226741	n/a	0.0015817229057321	n/a	0.0842555314892621	n/a	n/a	0.007098994586538	-0.0002569998019808	n/a	n/a	6.604889821817042e-08	2.431743695296973e-11	n/a	5.913377399616577e-22	n/a	-1.7274068921145982e-11	n/a	2.9839345709250155e-22	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818.7772085621691	-2.641136058836196	6.975599681284794	670396.1172608577	879.8144283177662	-13.599442651666775	774073.4282761178	184.9448404359735	815.4656274345484	0.1929359007417588	0.0372242617950338	664984.1895272217	817.8684658061262	725.9452982137191	0.950476	20.004177	0.058187847906683	0.0293519331092141	0.0326707579	-0.075290913	0.0159536462	-0.0492130555	0.0295480137	0.0255156869	0.0270403089	0.0127517387	0.0267743861	0.06238581	-0.0375716568	0.0101494016	-0.0514407138	0.0672995835	-0.023135227	0.141575046	-0.0165128627	0.1543158554	-0.0198568975	-0.0012662116	-0.0250626217	0.0183005868	0.063825681	-0.0732297524	0.071082136	-0.1313295724	-0.0306908979	-0.0575669142	0.0239928713	-0.1076680531	0.1185529025	-0.0167884185	-0.0265402131	0.0262711352	-0.0208973039	-0.0210791804	-0.0069145233	0.0810732085	-0.1699460876	0.088217873	0.0058276456	-0.015726294	-0.0257581657	0.0180010089	-0.0566196505	0.0249367867	-0.103814373	0.0217812685	0.0105706863	0.0235348195	-0.0099605027	0.0069414257	-0.0469265951	-0.0291363284	-0.0217533777	0.155915944	0.1551433414	0.0325780895195464	0.0165042088037665	0.0010613319167435	0.0002723889082383	0.0294306268862669	-0.0103402532364072	0.0008661617989186	0.000106920836993	0.1025472896638604	0.0182917581745983	0.0003345884171179	0.0105159466174036	-0.0003039999699464	-4.700016796559998e-05	2.209015788794611e-09	9.24159817274121e-08	-0.0002139998472145	-0.0002139998715319	4.5795934607829355e-08	4.579594501568552e-08	-3.25316147513138e-08	-3.2514340682392664e-08	1.058305958327898e-15	1.0571823500106941e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.0049578071938	1.227749245024711	1.5073682086587477	672408.1308283777	879.9789425902571	0.1645142724909192	774362.9394022671	0.0270649458532164	814.8238192783313	-0.6418081562171665	0.4119177093868787	663937.8564633266	816.8727590888041	734.297231006451	0.973002	20.478256	0.0720711165970089	0.0519701987074059	0.0203675658	-0.0466281533	-0.01230295	0.1396354772	0.0674938341	0.1061343024	-0.0981204192	0.0633559868	0.0006240908	-0.0807363571	-0.060901209	0.0678157401	-0.0837772499	0.018524731	-0.0369776363	0.0537809442	-0.0402827239	0.0261581568	-0.0286845428	0.0281758147	-0.044616374	0.0836728635	0.0600416338	-0.02238381	0.0225125614	-0.0413550662	-0.0306771306	-0.0306677348	0.0361041222	-0.0086584846	0.0749734447	-0.0256950345	-0.0178423137	0.0447741259	-0.0792102102	0.0066824989	-0.0545584246	0.101717093	-0.0937038874	0.0601537285	0.0017607724	0.0587785517	0.0358623381	-0.0555657158	-0.2440393698	0.0312605707	-0.1138796434	0.0674902068	-0.0724056622	-0.0759928097	-0.030666157	0.1161540008	0.01970505	-0.1741509852	0.0398917027	0.1554579513	0.1533170814	0.0325785142114796	4.246919332040466e-07	0.0010613595882275	1.803632381285904e-13	0.080557920768399	0.0511272938821321	0.0064895785985276	0.0026140001797099	0.1030912966409829	0.0005440069771225	2.959435911579685e-07	0.0106278154431191	-0.0002080087900478	9.59911798986e-05	9.214306618325388e-09	4.326765673714974e-08	-9.198020506162584e-05	0.0001220196421528	8.46035812317874e-09	1.4888793071115469e-08	-0.0001900095304797	-0.0001899769988649	3.610362167311605e-08	3.6091260097732725e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.1078160193523	1.1028582121584805	1.2162962361254	674218.0455280705	882.6838897517854	2.7049471615282528	779130.849227342	7.316739146659751	816.0087179119668	1.1848986336354983	1.4039847719912708	665870.2277083318	818.2500524261675	739.4976477357601	1.075815	22.642107	0.0859262877666311	0.0424349196353544	0.0034685896	0.0246141739	-0.013764823	-0.0131937824	0.0150161945	-0.0010709423	-0.0018993384	0.0270593884	-0.0921689616	-0.0115026688	-0.0285959571	0.0588620191	-0.0113065734	-0.0137943267	-0.0337481739	0.047969979	-0.0809487191	0.0240727542	0.0372677896	0.1786835599	-0.0270938613	0.0573847852	-0.0133077014	0.0414153379	0.0470962859	-0.047968408	-0.0001815389	-0.1131991147	-0.0149210117	0.1788467847	0.0334925963	-0.0124148525	-0.0313856489	0.0293258601	-0.0258114002	-0.0307355428	0.0068584611	0.0501382599	-0.0594454357	0.0824797093	-0.0618965998	0.0365220299	-0.0071702484	0.1249135514	-0.0094155808	0.0714742941	-0.0966363122	0.0358321948	-0.0084846193	0.1176844076	-0.0287341958	-0.0369480075	-0.0908924411	0.1661615708	0.0659941856	0.1547718027	0.1505910958	0.0325690803799432	-9.43383153639843e-06	0.0010607449967952	8.899717745714555e-11	0.0561202177727722	-0.0244377029956268	0.0031494788428633	0.0005972013277024	0.0720885427704587	-0.0310027538705242	0.0009611707475563	0.0051967579987682	-0.0003570634404393	-0.0001490546503915	2.2217288803332296e-08	1.2749430049834958e-07	-0.0002684150668859	-0.0001764348618242	7.204664813136217e-08	3.1129260466950726e-08	-0.0004740479596428	-0.0002840384291631	2.2472146804150175e-07	8.06778292414414e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.7877664512253	1.6799504318729532	2.822233453550122	676979.708621796	883.0909123332954	0.4070225815099775	779849.559445652	0.1656673818590462	816.9567671357916	0.9480492238247962	0.8987973307947985	667418.359368964	817.0084931821385	737.8535306646323	0.994267	20.925808	0.1163947170046784	0.0707166174703496	-0.0334744095	0.0039812655	-0.0082189189	0.0797118035	-0.009324093	0.0735330792	0.0247717789	-0.0926588337	0.261173875	0.0430668559	-0.0157714938	-0.0454190958	0.0390540046	0.0512830149	-0.0640785628	0.0031451692	0.0544994172	-0.1040492811	-0.111335938	0.0311744179	-0.0159222238	-0.0280419253	-0.0331062278	-0.0992818808	0.0471896492	0.077522628	-0.0867908134	0.0975979986	0.2052747398	-0.0170842967	0.1475637791	-0.0212930398	-0.0247813078	0.0206692762	-0.0065573591	0.0227505332	0.0959323804	0.0114139884	-0.1813254422	0.0093221753	-0.125004325	-0.1980992969	-0.0084660843	0.0851711647	-0.1063885083	-0.0097733029	-0.1660562288	0.0292323677	-0.0212282532	0.0436527097	0.1212535984	0.0484937256	-0.0620597036	0.0047984046	0.107807287	0.1538585052	0.1469813818	0.0274624313657909	-0.0051066490141523	0.0007541851365207	2.607786415374268e-05	0.1161062860030028	0.0599860682302305	0.013480669649411	0.0035983283817218	0.0687517149395233	-0.0033368278309354	1.1134419973305077e-05	0.0047267983071254	-0.0008110000047833	-0.000453936564344	2.060584044484345e-07	6.577210077585126e-07	-0.0002370000556117	3.141501127420002e-05	5.6169026359948894e-08	9.869029333581142e-10	-9.609667379802949e-08	0.000473951862969	9.234570715044888e-15	2.2463036841178767e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.2444984321215	1.4567319808962793	2.122068064165998	679378.9931956196	889.1812173106188	6.090304977323399	790643.2372179938	37.09181471681016	817.972638419505	1.015871283713409	1.0319944650735295	669079.2372029662	819.0957715678908	748.8555364283454	1.08955	22.931181	0.1687506882936093	0.1046183290701332	-0.0206144826	0.0271376503	-0.1135083667	0.0524019278	-0.0245656174	-0.0326262415	0.0354938244	0.0639777768	0.0619751344	0.0280023869	0.0274460151	0.0387686279	0.0746090884	-0.0732367951	-0.0362799944	0.0682127098	0.1305783469	-0.0619116407	-0.0566985508	0.1316812247	0.011037273	0.0184032354	-0.0941869713	0.0591366329	0.0350531085	0.021728038	-0.2027111056	0.1164779778	0.0850508438	0.0707613434	0.1617086988	-0.0118991766	-0.0260690463	0.0789763489	-0.0695885976	-0.0636787524	-0.0024985461	0.0313421315	-0.0944799849	0.0925802141	0.0530512226	0.0782444459	0.0618548219	0.0095386646	-0.1451927345	0.1761676267	-0.0416979864	0.0783472418	-0.1111431481	-0.0575681129	-0.0418954057	0.0158863044	0.0920725105	-0.2507577537	-0.0101076223	0.152719399	0.1425091225	0.0126431643334399	-0.014819267032351	0.0001598496043623	0.0002196106753761	0.0216298347837806	-0.0944764512192222	0.0004678497527736	0.008925799834978	0.0688087866185043	5.707167898100218e-05	3.257176541710566e-09	0.0047346491159108	-0.0003109808073585	0.0005000191974248	2.500191977933412e-07	9.67090625453445e-08	0.0001150525526225	0.0003520526082342	1.3237089864953132e-08	1.239410389645031e-07	-0.0003359822582759	-0.0003358861616021	1.1288407787617358e-07	1.1281951355579337e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.2270921124772	1.9825936803556488	3.930677701386157	682651.2077406398	891.656501067928	2.4752837573092847	795051.3158967	6.12702967919917	818.600326709533	0.6276882900280043	0.39399258943828	670106.4948889541	821.8759506211285	765.0139623398841	1.117765	23.525007	0.0711816368910646	0.0456560631069277	-0.0625954124	0.1075004491	0.0052716477	0.0217030674	-0.0593309493	-0.0283407525	-0.0233012196	0.0949201675	-0.0581458778	-0.0768109839	0.0376921468	0.0121665866	0.0711918802	-0.0680142964	-0.1068058593	0.0270524728	-0.1228420046	0.0130481102	0.1041537091	0.0397946536	0.0279265106	0.0008864482	-0.0748262022	0.0810889942	0.0945043478	-0.0128397792	0.0936900147	-0.0215453566	-0.1146532967	0.0782673327	-0.0518432954	-0.0201518047	-0.0314945646	0.0595023875	-0.0744080853	0.0187618764	-0.0180780252	0.0463950693	0.0826413432	0.0058314197	-0.1007828235	0.0147160142	0.0546512401	0.1907518386	0.0731916544	0.0276941335	-0.0895754637	-0.0172032632	-0.0210745637	0.1719662692	-0.0195926753	0.1170389769	-0.1432826783	0.0206342452	-0.0024893554	0.1513561561	0.1372005631	0.0096217459268217	-0.0030214184066182	9.257799468030998e-05	9.128969187851266e-06	0.0573197982437818	0.0356899634600011	0.0032855592707078	0.0012737734917762	0.068693358209984	-0.0001154284085203	1.3323717493529653e-08	0.0047187774621651	-0.0008109789937011	-0.0004999981863426	2.499981863458893e-07	6.576869282244488e-07	0.0001710991942187	5.604664159620001e-05	2.9274934262288432e-08	3.1412260342128973e-09	-0.0002449305538962	9.10517043797e-05	5.999097623189932e-08	8.29041287044828e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.5810396532106	0.3539475407334294	0.1252788615912426	683236.2151141826	891.9225383360694	0.2660372681413037	795525.8143918571	0.0707758280400879	818.6710253940539	0.0706986845209485	0.0049983039929926	670222.2478197516	821.5414324316223	755.6025307482406	0.981983	20.667278	0.1611785208843861	0.076783417275612	-0.0551226862	0.0932379789	-0.0396777778	-0.0341380527	-0.1029300029	-0.1133664594	0.0730133852	-0.0177793311	0.0042731793	0.0355966511	0.065943742	-0.0739079522	0.0082583373	-0.0231303726	-0.1097978599	-0.0185807673	0.027561641	0.0364789798	0.0369233981	-0.0007570438	0.0506966902	-0.091676156	-0.019932418	0.0197647407	0.0811250101	0.0488659894	-0.0368409009	-0.0048811862	-0.0549175436	0.0153152334	-0.0142729526	0.0036993585	-0.0727745193	0.0020405964	0.0134277172	-0.0130942834	0.0984094977	-0.0644436276	0.0114892482	-0.0228127906	0.0009139018	-0.0318089542	-0.1205231791	0.1967456079	0.1469337939	0.0690722721	-0.0121931013	-0.0251213825	-0.1244254375	0.0595341252	0.0457388635	-0.0290693384	0.0620210612	0.1240678344	-0.1676627005	0.1497707771	0.1310868562	0.0325386936003724	0.0229169476735506	0.0010587665812189	0.0005251864906722	0.0121039098529678	-0.045215888390814	0.0001465046337287	0.0020444765629705	0.0765277504706034	0.0078343922606193	6.13777020932531e-05	0.0058564965920909	-0.0017269982678744	-0.0009160192741733	8.390913106569793e-07	2.9825230172411776e-06	-0.0003729997475814	-0.0005440989418001	1.391288116957881e-07	2.9604365846798854e-07	-8.229186815579504e-07	0.0002441076352146	6.771951564570756e-13	5.9588537570084745e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.9037180373031	-1.6773216159075446	2.8134078031906964	680466.1440317665	894.5667024390098	2.644164102940408	800249.5851126038	6.991603803278653	820.2229580825634	1.5519326885095095	2.408495069664355	672765.7009657106	822.474621001425	760.8882115636309	1.031636	21.712296	0.2064431621372488	0.0880642053318679	-0.0749595932	0.0374651816	-0.0160890602	-0.1473104736	-0.119206435	-0.0182515591	0.0602979197	-0.0286991973	-0.1217847794	0.1067696248	0.1438991552	-0.0312626974	0.0094681096	-0.061768205	0.0105545005	0.0552813817	0.0105150754	0.022604104	0.0289863206	-0.022827156	0.1338973375	-0.0643910258	0.0129821252	0.0548926196	-0.0177112757	-0.053497607	-0.0536584541	-0.0142767594	-0.03816435	-0.0063273912	0.0030521963	-0.023983134	-0.0549390476	-0.0679030494	-0.0111169097	-0.0740498996	0.0306167279	-0.010236393	0.1052406434	-0.0492609726	0.0214464793	0.0659858414	-0.1831926769	0.0978758836	0.0543226527	0.1531002609	0.0058567506	-0.0923428154	-0.0203222502	0.0782836175	0.0245231109	-0.1686135232	0.204365996	-0.1317221996	0.0646010225	0.1479655889	0.1242038795	0.0122453661088712	-0.0202933274915011	0.0001499489911402	0.0004118191406773	0.0579191289416201	0.0458152190886523	0.003354625497356	0.0020990343001412	0.0236773442756259	-0.0528504061949774	0.0027931654349741	0.0005606166319465	-0.0027340203812631	-0.0010070221133887	1.0140935368538435e-06	7.474867445162026e-06	0.0001251674097497	0.0004981671573311	1.566688046344929e-08	2.481705166433489e-07	0.000243671997841	0.0002444949165225	5.9376042531824315e-08	5.97777642053726e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.7429808976578	-1.1607371396452209	1.347310707351769	678552.4985781591	886.7725538008052	-7.794148638204547	786365.562174402	60.74875299442579	819.4614007499781	-0.761557332585312	0.5799695708144555	671516.9873191162	822.4175465663349	756.0492337704561	1.007997	21.214777	0.1237431677724988	0.0672610701506188	-0.0361543801	0.0161391766	0.0377510233	-0.120867708	-0.0221634878	0.0481155033	0.009202539	-0.0677322221	-0.1482327163	0.0107455947	0.1125858456	-0.0140841163	-0.0650397615	-0.0508223954	0.0378260782	-0.0114151242	-0.1005982931	-0.0442020275	0.1108106949	0.1507785798	0.1197753686	-0.0382651763	0.0600012124	0.0802674205	-0.0008674547	-0.019323769	0.1368807874	-0.0062682875	-0.1042659581	0.180730955	-0.0264162239	-0.0300811119	-0.0238591158	-0.0658721632	-0.025220203	-0.0538843755	-0.0781249329	0.0895112326	0.1467389808	0.0479450471	-0.0230639015	0.1074741105	-0.0897736442	0.0703948856	0.173332371	0.0002855974	0.0857846512	-0.1182923583	0.1202293424	0.1085930558	0.0069468271	0.0361963637	-0.1017408151	0.0137754557	0.0803543355	0.1459432408	0.1165920251	0.0195249895457862	0.007279623436915	0.000381225216763	5.299291738328215e-05	0.0054885574283218	-0.0524305715132983	3.012426264398641e-05	0.002748964829211	0.023327139449492	-0.0003502048261339	1.226434202474756e-07	0.000544155434896	-0.0021130027288969	0.0006210176523661	3.8566292455042635e-07	4.464780532325746e-06	-0.0002829997084514	-0.0004081671182011	8.00888349835774e-08	1.6660039638059078e-07	-7.985915147330162e-07	-0.0002444705893557	6.377484074035732e-13	5.976586905993946e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
