global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
861.6638707954728	n/a	n/a	742464.6262342372	938.7208826401654	n/a	881196.8955047312	n/a	824.5325707522305	n/a	n/a	679853.960231282	826.8371457936074	738.8027047931023	n/a	n/a	n/a	n/a	-0.0147946657	0.1061981103	-0.0459480373	0.0674902873	-0.0267460208	-0.1297338148	0.1059095157	-0.0504008617	0.1739705596	-0.1760289621	0.0157556693	-0.1047795988	-0.0095742711	-0.0460477168	0.0648093915	-0.0179342624	0.0051887084	-0.0575661569	0.0973969793	-0.0690438359	0.0892152311	-0.0416641895	0.0887833948	-0.2167685491	0.1793401384	-0.0129899246	0.0663451677	-0.0462980892	0.0698283198	-0.0165155402	-0.1743550821	0.1337423702	-0.0456360449	-0.170408076	-0.0172773618	0.0198546656	-0.107042184	0.0744175747	-0.0415262288	0.0427410584	-0.0363408626	-0.1005659487	0.0530445064	-0.2037191834	0.1259456865	-0.1520382857	0.0545051012	-0.0215300322	0.1976627641	-0.0088758803	0.0103926395	-0.2840027375	0.0451173971	-0.1548078463	0.0010260222	-0.0991378071	0.03888402	-0.0144425535	0.0500399178	-0.0391044828	0.0265433153	-0.0131170572	0.0409641079	-0.0204203858	0.029315387	-0.1001369215	0.1351905914	-0.0171130358	0.1716917413	-0.0112421671	0.2299916518	-0.2170775107	0.0063106676	-0.1810343537	0.136034688	-0.152068752	0.1365528993	0.1561451084	0.1560591586	-0.0047174063554962	n/a	2.2253922722875936e-05	n/a	0.0523651272611829	n/a	0.0027421065530798	n/a	-0.0598805786647744	n/a	n/a	0.0035856837012282	0.0009069574053038	n/a	n/a	8.225717350354012e-07	-0.0002661442682452	n/a	7.083277151977298e-08	n/a	-0.0003178789044506	n/a	1.0104699789471368e-07	n/a	0.0
862.6201340653467	0.9562632698739436	0.9144394413100064	744113.4956949168	928.2052453234304	-10.515637316735024	861564.9774459297	110.57862817711018	825.7644257111983	1.2318549589678014	1.5174666399335637	681886.8867701452	828.3048773453698	746.0600120976286	1.153435	17.008503	0.0878074432905265	0.0538066037441053	0.0424477	0.0839318456	-0.0317134271	-0.001097707	0.0337063936	-0.0759015161	0.1010142954	0.0039641448	0.0923691378	0.1128703982	-0.0318023623	-0.0106070904	-0.1212814811	-0.0221622149	0.1103108825	0.1106431318	0.0563863175	-0.0115443012	-0.0604140023	-0.0281609244	-0.1349348739	-0.0449566699	-0.1547030055	0.0166222711	0.1001728761	-0.0091185811	0.043832311	0.076702629	0.0633036451	-0.0902550635	0.1046795316	0.0991611746	-0.0988132289	0.0741337692	-0.1069526304	0.0566260078	-0.1437016177	0.0824372631	0.1106425124	-0.11832993	-0.0354035951	0.0555465715	-0.0191870396	-0.0341241115	0.0987455993	0.0763131075	-0.059113465	0.0772651748	-0.0635673369	0.2350640163	-0.1448631201	0.0242733003	0.04446907	-0.166227435	0.0133480975	-0.0808837138	-0.0603876098	0.0193336082	-0.0263181184	0.1822756076	0.0666401232	0.0032165104	0.1787461736	-0.0482402027	-0.1913795221	0.251863085	0.0366017782	0.0658909757	-0.0740890489	-0.0011339857	0.1355743939	-0.2575749295	0.1292694914	-0.3216480835	0.0412957968	-0.0962061861	-5.34442e-05	0.155915944	0.1551433414	-0.0220523594291393	-0.0173349530736431	0.0004863065563919	0.0003005005980654	0.0524453919440475	8.02646828646017e-05	0.0027505191361647	6.4424193153550864e-09	-0.0869330848823182	-0.0270525062175438	0.0007318380926502	0.0075573612471563	0.0016019640635409	0.0006950066582371	4.830342549939011e-07	2.566288860876473e-06	-0.0001863283263399	7.981594190529999e-05	3.471824519662827e-08	6.3705845822302236e-09	-0.0004098506906377	-9.19717861871e-05	1.6797758861619965e-07	8.458809454445639e-09	0.0
860.6318664107821	-1.988267654564652	3.9532082661880215	740687.2094817063	927.8295579299428	-0.3756873934876239	860867.6885684731	0.1411410176255247	825.006193334406	-0.7582323767923072	0.5749163372161112	680635.2190401274	826.3346935977303	742.0784721158585	1.22303	18.034744	0.0911116100055317	0.0456567218802921	0.0441465626	-0.0988044884	0.1411908774	-0.0559943606	-0.0425602947	-0.1013597012	-0.1985197925	0.0126698216	0.0270981838	0.2153160911	0.0151984004	0.0928458426	-0.086625766	0.1753700607	-0.0368346951	-0.0031599507	-0.0473526199	-0.0166942345	0.1399119839	-0.2256551562	-0.0724432534	0.0249814187	0.1824564158	0.1454904087	-0.085455028	0.2094571673	-0.1987917435	-0.0314273705	-0.0706783595	-0.0117838411	0.0274038155	-0.087163852	0.2032660744	0.1491785471	-0.1239562801	-0.1694767368	0.0881308566	-0.1309273446	0.1219061657	0.2571190165	-0.0055811625	0.1207922353	-0.0978509669	-0.2029094137	-0.0836897813	0.0282000738	0.108499912	-0.1121521498	-0.0750375806	0.1241172945	0.0827573631	0.053136305	-0.2435369749	-0.0153785226	-0.0591593807	0.01478379	-0.034622975	0.1228577409	0.0436802034	0.1184009942	-0.0247915832	0.2267953636	0.1289890828	-0.3916281086	-0.1978166404	-0.0299072694	-0.0463645641	-0.0719601958	-0.2140247308	0.1711560862	0.0537150708	0.0331449802	0.0718140254	0.0212101334	-0.0130898707	-0.0030102503	0.043994352	0.1554579513	0.1533170814	-0.0097511668319896	0.0123011925971497	9.50852545852941e-05	0.0001513193393121	0.0486932685338956	-0.0037521234101519	0.002371034400514	1.4078430085009935e-05	-0.068572226517233	0.0183608583650851	0.0003371211199027	0.0047021502495307	0.0010874495238445	-0.0005145145396964	2.647252115589984e-07	1.1825464669096298e-06	-0.0005770984518107	-0.0003907701254708	3.330426230823069e-07	1.5270129096046477e-07	-0.000181186643142	0.0002286640474956	3.2828599653066456e-08	5.2287246617115736e-08	0.0
859.9807064039035	-0.6511600068786265	0.4240093545581729	739566.8153869568	930.3525300867416	2.522972156798801	865555.8302388014	6.365388503981992	822.8868284225464	-2.119364911859634	4.491707629621795	677142.7323913173	824.9105980172542	741.0466287792854	1.298727	19.150978	0.0799237352401087	0.0386183951537325	-0.0005569421	-0.0170916852	0.035937316	0.138613649	0.0348043917	-0.0511902521	-0.115881649	0.0428750176	-0.242271345	-0.0824024488	0.0279610742	-0.078345951	0.1149976969	0.1138837583	-0.2022319218	-0.2818561008	0.1528550919	-0.2770236871	0.1933890442	-0.3090849972	0.1707346113	0.0396594535	0.1845743944	-0.0160326909	-0.0980192137	-0.0688126753	0.0426899002	0.0977288738	0.1051964738	0.1561872188	-0.0828790178	0.1475097623	0.1593857261	0.0809037509	0.0624103196	-0.1481026596	0.176891027	-0.1144276768	-0.0937392524	0.0942326395	-0.381812318	-0.0814240123	0.1226476271	-0.2713059203	-0.0199063902	-0.0329768714	0.2566190482	-0.361779656	0.0486147785	0.0552653983	-0.1817223078	0.0319328306	0.0350828248	0.0714416579	-0.0431009146	-0.0827806048	-0.0665258101	-0.0138450925	0.1449703715	-0.2619522263	0.0353706151	0.0160484813	0.3089500203	-0.24741532	0.1282242703	-0.2481399021	0.1119380955	0.1404310489	-0.0189337461	0.0741871555	0.1818399365	-0.1116580746	0.118062348	0.2121493339	-0.0357384112	0.2126965596	0.0424627893	0.1547718027	0.1505910958	-0.0205594962519626	-0.010808329419973	0.0004226928861344	0.0001168199848506	0.0366486889715815	-0.012044579562314	0.0013431264033357	0.0001450718968329	-0.0718326558777846	-0.0032604293605515	1.06303996151469e-05	0.0051599304504562	0.0005589015023084	-0.0005285480215361	2.793630110697257e-07	3.123708892825864e-07	-0.0003751471498203	0.0002019513019904	1.407353840182946e-07	4.078432837561776e-08	-0.0005268952575609	-0.0003457086144189	2.776186124401672e-07	1.1951444608343568e-07	0.0
860.4036101422689	0.4229037383654486	0.1788475719234717	740294.3723458495	920.6500296997868	-9.70250038695474	847596.4771862184	94.13851375885686	823.3490174033425	0.4621889807960997	0.2136186539693374	677903.6044590495	825.5305666087363	741.1940445809994	1.391442	20.518145	0.1218822447278377	0.0636270115087654	0.0270608326	-0.1006644541	-0.1067854166	-0.2269748015	-0.0135789248	0.0477959308	0.1625034747	-0.1174267261	-0.1486514743	0.0128242245	0.1207810052	0.1435178841	0.0838948871	-0.0400886052	-0.0720888602	0.2062759209	0.1534116662	-0.0571842025	0.0160348809	0.1955512466	-0.058994465	0.1776314313	0.0412064045	0.0115421911	-0.1121765405	0.0068760589	0.1493882241	0.0263147663	0.2037764967	0.055819636	0.1321538784	-0.1944493315	0.1154997835	-0.0340746976	0.1202248786	0.0507913736	0.0710290154	0.2245958419	0.0153004412	-0.0840070552	-0.0150666961	-0.1000698818	-0.1808019246	0.1358726565	-0.1175335094	0.13190275	0.0434639844	-0.0809986826	0.1416489474	-0.0807070803	0.0405346551	0.0130807839	-0.0363421888	0.0890949419	0.0882507712	-0.012649774	0.0112115778	-0.1795146416	0.1688212785	0.0783038611	-0.1264116346	-0.0652394469	0.0194621101	0.0821572917	-0.0100606854	0.030829959	-0.2021687993	0.0222890602	-8.97549e-05	0.1218689263	0.0730133676	-0.0234815525	0.0402225511	0.0395218342	0.0651578329	-0.090237749	0.0823439612	0.1538585052	0.1469813818	-0.0166284358095367	0.0039310604424259	0.0002765048774718	1.5453236202005725e-05	0.0655610810756428	0.0289123921040613	0.004298255351807	0.0008359264171789	-0.0365140133310291	0.0353186425467555	0.0012474065113454	0.0013332731695385	0.0016009089350691	0.0010420074327606	1.0857794899285445e-06	2.56290941838408e-06	-0.0003429211620105	3.222598780979998e-05	1.1759492335463161e-07	1.0385142903173766e-09	-0.0005267256854395	1.6957212140001048e-07	2.774399477017111e-07	2.875470435609989e-14	0.0
858.8014169677379	-1.602193174531067	2.567022968513937	737539.8737857944	929.2724984362236	8.622468736436758	863547.3763499012	74.34696711082931	823.5298535607078	0.1808361573653201	0.0327017158106548	678201.4197057209	825.2071030458568	729.7768698062537	1.319238	19.453434	0.0990188655132173	0.0439756712423378	-0.0291464037	0.0358702307	0.0767794041	0.1054065091	-0.0402317218	0.0051551973	-0.1103571511	0.0276789467	0.0889758047	-0.0919904969	0.131771524	0.1320071154	0.044057194	0.040573901	0.1283214641	-0.1841345095	-0.0302292932	0.002516907	0.068656349	0.0725613238	-0.0960141802	0.1560813374	-0.0075129592	-0.1849537643	0.0157721526	0.0372001288	0.0160963165	-0.0455089511	-0.1191777724	0.1212353168	-0.1409927665	0.0145788481	-0.0668653964	-0.1194502832	0.0136531294	-0.0362076652	-0.0611975911	-0.0895074839	-0.1702136435	0.1370194021	0.0862803666	-0.126504967	-0.0813323628	0.0015861853	0.038190887	0.104414083	0.1243969467	0.0804385212	0.0200765301	-0.0710558784	0.0989145793	0.0095291797	0.0651599145	-0.1026361365	0.1137267099	0.0459641161	0.0575716841	0.0551225206	0.1272166728	-0.1293900456	0.0416204795	0.0466959096	-0.1412610479	-0.0016180839	-0.0667851337	0.0403708474	-0.0591247202	-0.0001159226	0.091271019	0.0761526961	0.0489306727	-0.0055894381	0.0900144571	0.2004427794	-0.0801683815	-0.0759924887	0.1234560927	0.152719399	0.1425091225	0.0001456207656644	0.016774056575201	2.1205407392686097e-08	0.000281368973988	0.0393844685754345	-0.0261766125002083	0.0015511363649693	0.000685215041986	-0.0180673784004312	0.0184466349305978	0.0003402783402627	0.0003264301622643	0.002029326409845	0.0004284174747759	1.835415326933591e-07	4.118165677694397e-06	-0.0006660338456552	-0.0003231126836446	4.4360108355825473e-07	1.0440180633207996e-07	-0.0005258246137159	9.010717236000244e-07	2.764915243894754e-07	8.119302510715188e-13	0.0
857.4999844951785	-1.301432472559327	1.6937264806318832	735306.2234092314	918.0020661198236	-11.270432316400049	842727.7934002649	127.02264459855454	823.3947204243053	-0.1351331364024872	0.0182609645539732	677978.8656226199	823.8906251446331	719.3679241576285	1.149555	16.951296	0.1278206471200945	0.0749484637379673	-0.0863465934	0.1578277089	-0.1476695856	0.0673058533	0.0175636873	0.1425167833	0.145417217	-0.1105245248	0.1836575506	0.0450733209	-0.0785874261	0.0986811525	0.0918844422	-0.0025111991	0.1342325909	0.0729582377	0.0500240994	-0.0801701797	-0.1044522772	0.0573861155	0.0478289332	-0.0373212434	-0.1558505448	-0.2339737058	0.0155966196	-0.0490538719	-0.1590973556	0.0727626571	-0.1086103078	0.0283731623	-0.1060158186	-0.2351191216	0.0750492843	-0.0670147184	0.104800665	0.0093421659	-0.1476908203	0.0590784024	0.0036295403	-0.0687322914	0.0139020906	0.0386401488	-0.0383581956	0.0415428924	0.1912412724	-0.1152423603	-0.0266157897	0.1195270063	-0.1112619511	-0.1730283713	0.0767885808	0.0235500356	-0.025402677	-0.0810074568	0.0883743611	0.015398503	0.1478357068	-0.1018881139	-0.009881453	0.0983421212	0.0668418386	-0.0574948193	0.0621917865	0.1019554753	-0.1692696939	0.11377442	0.1000013941	-0.0825004516	-0.0160447021	0.1197600036	-0.2071334861	0.0279171733	-0.0295428846	0.1306246977	0.2651581925	-0.0025042676	0.1226085635	0.1513561561	0.1372005631	-0.015819110867369	-0.0159647316330334	0.0002502442686341	0.0002548726561147	0.1074035845306298	0.0680191159551953	0.0115355299700281	0.0046266001353263	-0.031836803932407	-0.0137694255319758	0.0001895970794806	0.0010135820846305	0.0015988712454796	-0.0004304551643654	1.8529164852884365e-07	2.556389259621487e-06	-0.0004959211368493	0.0001701127088058	2.4593777397390214e-07	2.893833369728092e-08	-0.0005266042205424	-7.796068264999791e-07	2.773120050930686e-07	6.077868039253685e-13	0.0
862.0197110262806	4.519726531102037	20.427927915947656	743077.9821978322	931.7914503508924	13.78938423106888	868235.3069470196	190.14711747205104	825.0168105905706	1.6220901662652525	2.631176507494433	680652.7377570374	827.3960713029472	744.2386100697067	1.327956	19.581978	0.1040351182998566	0.0753275964975013	0.0614678523	0.0329842445	0.0109019474	-0.0091304045	0.0889517702	-0.0890555201	0.0127855505	0.2031905214	-0.0916177922	0.0167231226	0.0174054942	-0.0204692876	-0.04933166	-0.1076534501	-0.0383192187	-0.0932836875	-0.1396724165	0.0168295047	-0.0502456369	-0.0236571896	-0.1001642051	-0.1123501783	-0.0314574104	0.0325076518	0.0167670447	0.0315628536	0.0659056759	0.0146931488	0.0387245647	-0.0781630932	-0.110104474	-0.1536832859	0.0434660669	0.1252807187	-0.0537640117	0.1243749084	0.0537167638	-0.1707365534	0.0490209022	-0.071326605	0.0994188128	0.0496106223	0.0182001484	-0.0670343168	0.0293305258	-0.0081632151	0.0426289917	0.0551879771	-0.0680932056	0.0927550471	0.0063433478	-0.041806404	-0.055064389	0.1361343593	0.0849992286	-0.0216683637	0.0064357595	0.0736645109	-0.0056825871	-0.0257739828	0.0210619624	0.092741069	0.0377627845	-0.0902993256	0.0097032798	-0.0326025442	0.0282304522	-0.1306349465	0.0570011958	-0.0918832677	-0.1672844228	-0.0316375231	0.0163677983	-0.0111816517	0.0255775308	0.0184602306	-0.0736790654	0.1497707771	0.1310868562	-0.0139260314423381	0.0018930794250309	0.0001939343517329	3.583749709475323e-06	0.0391598779721249	-0.0682437065585049	0.0015334960427917	0.0046572034848433	-0.0643594023346878	-0.0325225984022808	0.001057719406836	0.0041421326688782	0.0015713705000401	-2.750074543950002e-05	7.562909997281811e-10	2.4692052483962738e-06	-0.0004959138738303	7.263019000027654e-09	2.4593057025737465e-07	5.27514449947627e-17	-0.0005266108903647	-6.669822300042241e-09	2.7731902985070205e-07	4.448652951414076e-17	0.0
860.9677366817947	-1.0519743444858705	1.106650021456477	741265.4436069721	925.5291116253223	-6.262338725570089	856604.1364659584	39.21688631377481	825.3523784984242	0.3355679078536013	0.1126058207812431	681206.548693006	826.6877396280731	749.6247079813255	1.18234	17.43474	0.0308600171810327	0.0178058687961399	0.0599827729	-0.1985207732	0.0841397288	-0.0761990707	-0.0327845123	-0.0439467275	-0.0821401002	-0.2230419803	-0.1133303909	0.144876671	0.0252258734	0.0581398682	-0.080237014	0.0156834569	-0.2164028887	0.0983433684	0.0373618322	0.0233670258	0.121427967	0.2454311281	-0.0518137792	-0.0133939792	-0.0654825689	0.1027026573	0.0486612487	0.0301873859	0.0503203351	-0.0278767618	-0.0256739021	-0.1341341686	-0.0618097461	-0.0879236227	0.0680146013	0.1999944185	-0.0733813995	-0.0098848904	0.2106444586	0.153024935	0.0104693509	-0.0324083477	-0.048655729	-0.0713916679	-0.0381952713	0.0616881321	-0.1511855552	-0.0167593287	0.0062701057	0.3163027821	-0.0144355159	0.0406966614	0.0378256441	-0.0078559858	0.1348088255	0.1946233832	0.0775523083	0.0271012725	-0.0781749218	-0.1085540342	0.0280685127	0.0476882585	-0.0398774702	0.0657785722	0.1025080661	0.0831075485	0.012555938	0.0246538319	-0.1781072061	0.1316706857	-0.0350233995	0.0292881026	-0.0459993202	-0.0095558648	0.1254752341	0.0246011021	0.0035041783	-0.0969139492	-0.1577981398	0.1479655889	0.1242038795	-0.0092054750416679	0.0047205564006702	8.474077074277061e-05	2.2283652731908403e-05	0.0472103936938737	0.0080505157217488	0.0022288212727305	6.481080338612462e-05	-0.048720238868654	0.0156391634660338	0.0002445834339173	0.0023736616754187	0.0016108736676769	3.950316763680004e-05	1.5605002533411254e-09	2.594913973214828e-06	-0.0004864239351711	9.489938659199958e-06	2.366082447073385e-07	9.005893575537791e-11	-0.0005266083648091	2.525555599939069e-09	2.773163698869143e-07	6.378431088383593e-18	0.0
857.3971605576639	-3.5705761241307528	12.749013858212589	735129.8909323446	928.467612472235	2.9385008469126888	862052.1074098924	8.634787227306589	824.2847265763717	-1.0676519220525051	1.1398806266624084	679445.3104670838	826.7050380905657	730.1996075036391	1.331191	19.629694	0.0982948454262244	0.0474080821787407	-0.0922808297	0.013467511	0.1176963761	0.0019500588	-0.0418338564	0.070233473	-0.0880307639	-0.0516794542	0.0849509552	-0.2024340605	0.1443755986	0.1584929759	-0.0250696481	0.112483729	0.1112769008	-0.0731391017	0.0146060472	0.0122036091	0.1453078951	0.0455909519	-0.0967904303	0.0077255904	-0.0219307432	0.0417531668	-0.1017140942	0.101985691	0.0392863453	0.0415721784	-0.0245821299	-0.0359660788	0.0670327375	-0.0805858325	-0.072514424	0.0077301662	-0.0385850088	-0.1279115197	-0.0564853341	0.0090031321	-0.1123672498	0.0245609478	0.1005641716	-0.1568666513	-0.1783986804	0.0473328672	-0.0283715806	-0.0351572343	0.0362515091	-0.0350552255	0.032544296	-0.0267856232	0.0196107151	0.0435788284	-0.0113571547	-0.0917647778	0.0809754643	0.1238721146	-0.0231608238	0.1029274518	0.1367488398	-0.0381735776	0.0271448898	-0.0406536286	-0.0815279748	0.0983563674	-0.0235260004	0.0332986979	-0.0369513905	0.0084608748	-0.0202890052	-0.0006609464	0.0989347622	-0.0206139304	-0.0331146991	-0.0224935515	-0.1621291226	-0.0341046014	-0.0022568226	0.1459432408	0.1165920251	0.0001629681225523	0.0093684431642201	2.6558608968221472e-08	8.776772732122416e-05	0.0126663233665738	-0.0345440703272999	0.0001604357476266	0.0011932927947774	-0.0324172737431496	0.0163029651255044	0.0002657866718834	0.0010508796369382	0.0021159445352981	0.0005050708676212	2.550965813196317e-07	4.477221276457892e-06	-0.000230056804624	0.0002563671305471	5.29261333538053e-08	6.572410562495382e-08	-0.0005267577028248	-1.4933801569991768e-07	2.7747367748526026e-07	2.230184293318885e-14	0.0
