global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
854.9884683052187	n/a	n/a	731005.280934904	948.9770552192638	n/a	900557.4513326256	n/a	819.4811183384487	n/a	n/a	671549.3033132346	823.4535163735444	700.7598815286966	n/a	n/a	n/a	n/a	-0.1057488022	0.160008052	0.00150428	-0.1302533034	-0.0282841362	0.0928212987	0.0448188881	-0.1134664347	0.1514733309	-0.0433880788	0.0722707535	-0.2110244962	0.2224131799	-0.0894337914	0.1323816831	-0.1076861663	0.146770939	-0.1996242192	-0.2403187751	0.1198129623	-0.0398874571	0.1376072857	-0.1055275086	0.1706256494	-0.1554279816	0.1053948181	-0.1069881969	0.0809845848	-0.0733175093	0.2389552469	0.1454574251	-0.1564575847	0.0970052228	-0.1590457955	0.1540476845	0.2491660467	-7.90715e-05	0.2273501862	-0.0339599844	0.0751712592	-0.1321630241	0.2472216776	-0.0017007952	0.2050040629	-0.1822532321	0.0591846528	0.1638057042	0.0524752752	-0.074423968	0.0460846056	-0.0623504793	0.0104906486	-0.225766532	0.2474380125	-0.0124748232	0.0096532137	-0.2732704685	0.063678617	-0.2317388594	0.1899931976	-0.0526716142	0.1452623527	-0.0173735855	0.1032436207	-0.131282373	0.1744180367	-0.0697145461	-0.0240849314	0.1561451084	0.1560591586	-0.0491250038623718	n/a	0.002413266004478	n/a	-0.061205239798511	n/a	0.0037460813787932	n/a	-0.2109260305017386	n/a	n/a	0.0444897903432203	0.0049049792017886	n/a	n/a	2.405882096997873e-05	-0.0016326474384849	n/a	2.665537658391305e-06	n/a	-0.0006680015781	n/a	4.462261083440905e-07	n/a	0.0	0.0	0.0	0.0
855.3116900716917	0.3232217664730115	0.1044723103219339	731558.0871732936	928.67868321238	-20.298372006883824	862444.09665308	412.0239061298448	822.1373084145768	2.6561900761280413	7.05534572052109	675909.7538871649	823.1228871471477	685.1380289264191	1.286109	23.473257	0.2247142600401858	0.128762218073893	-0.1659271286	0.1603474825	-0.2018136469	-0.0571064392	0.1500317719	0.1831678781	-0.044767473	0.0524986907	0.1360108775	-0.3074957596	0.1772826835	-0.1753771279	0.1043663191	0.0031061702	0.1475443374	-0.1775261273	-0.0248608695	-0.2411287305	0.1017905692	-0.0781358681	-0.1571322084	-0.0195161066	0.0906364901	0.2007735725	-0.1218632527	-0.0288949501	0.1108009696	-0.068825189	-0.1165377931	0.1603834861	0.0438398756	-0.1623087505	0.2565129771	0.0515237913	0.2157309759	0.0324043747	-0.0771152385	-0.0034692615	-0.3154690791	-0.10713489	-0.1003450756	0.0487593197	-0.1621922395	-0.0432330037	-0.1913883747	-0.0048702501	0.215597952	0.1319539774	0.0496344846	0.194052776	0.1654346312	-0.0257798759	-0.1613199899	0.1939190919	0.156133162	0.020708177	-0.248426171	0.1398177682	-0.1209787516	0.0567744243	0.0309702334	0.1043386026	0.174039975	-0.1574938536	-0.1454320738	-0.1819272257	0.1034696987	-0.1281024277	0.155915944	0.1551433414	-0.0332682950976277	0.0158567087647441	0.0011067794587028	0.0002514352128499	-0.0166783578054463	0.0445268819930647	0.0002781676190864	0.0019826432200243	-0.1092910879294066	0.101634942572332	0.0103296615516812	0.0119445419007932	0.0042899060323199	-0.0006150731694687	3.783150038002724e-07	1.8403293766134665e-05	-0.0017292776052768	-9.663016679190006e-05	2.990401036111864e-06	9.337389134230426e-09	-0.0001257903801597	0.0005422111979403	1.5823219740721848e-08	2.939929831718552e-07	0.0	0.0	0.0	0.0
859.0374174845908	3.7257274128991194	13.881044755227958	737945.2846385952	951.0530780966764	22.374394884296407	904501.9573571628	500.6135464384293	824.5680730910528	2.4307646764760875	5.9086169124038985	679912.5071610919	826.7940840235296	706.1524064917313	1.364499	24.903976	0.1909326571263388	0.0937412024845976	-0.0940614489	0.1188598704	0.069083013	-0.0869064847	-0.001591821	-0.0256843026	0.1015995494	-0.197974265	-0.0339763082	0.2341512438	-0.2596119053	0.0013307163	0.0104904514	0.1197984725	-0.006845253	-0.1505832756	0.2273821099	0.0016412437	0.2399763307	0.000961283	0.2374868221	0.082280584	0.0372023473	0.0291390333	-0.0438672648	0.0254817568	0.0900556823	-0.0098691653	0.0223006009	0.0801407525	-0.125872406	-0.008554822	-0.0193592352	-0.2918669286	0.1081032848	-0.3287672003	-0.1996295582	-0.0296614449	0.0229655947	0.1304836133	-0.1128029865	-0.1117037882	0.0024453189	-0.2231719614	-0.1464103747	0.0426684241	0.1286374872	0.0793782139	-0.0529927302	0.1567683149	-0.1106113014	0.169931885	0.1823485956	0.0488786238	0.169518456	0.0113708001	0.1823214027	0.0765571402	-0.0520959631	-0.2458919179	0.0215743026	-0.006625883	-0.0275303698	-0.1265675883	0.0699504536	0.1263140218	0.0464254615	0.0009949009	0.1554579513	0.1533170814	-0.0232938418440085	0.0099744532536192	0.0005426030678536	9.948971770863464e-05	-0.0643574989624653	-0.047679141157019	0.0041418876727037	0.0022733005014709	-0.1857579836255922	-0.0764668956961856	0.0058471861374113	0.0345060284806457	0.0039592764144215	-0.0003306296178983	1.0931594423164185e-07	1.567586972579437e-05	-0.0014212699733848	0.000308007631892	2.0200083372452302e-06	9.486870130371777e-08	0.0003718157104402	0.0004976060905999	1.3824692253015068e-07	2.476118214021159e-07	0.0	0.0	0.0	0.0
859.5217894511734	0.4843719665825574	0.2346162020110541	738777.7065413472	950.7481216729856	-0.3049564236907827	903921.9908647102	0.0929984203502721	824.7470209885712	0.1789478975183556	0.0320223500262399	680207.6486295226	826.998920829341	712.603389840377	1.08414	19.787035	0.2793490104019226	0.1495366422127508	-0.0629987448	0.140612761	0.1399697033	-0.0688745693	-0.0132743046	0.0153361441	0.2084816506	-0.1321247578	0.074288978	0.1077641662	-0.0799996691	0.022291361	0.0164918996	0.220052133	0.0990857921	-0.1372230446	0.1775916082	-0.0850722714	-0.1010187641	0.0120067196	0.1373907663	-0.0308874765	-0.0060168662	0.0151096154	0.2099295621	-0.0152124805	-0.0194666481	-0.2772479151	0.0429896609	0.1000389633	-0.2197069418	-0.0557887431	0.0336805643	-0.1827772237	0.0677980608	-0.0122333114	0.0279832218	0.1831736546	0.079747811	0.0123226996	-0.0422448401	0.013958316	-0.0100691332	-0.0462600176	-0.1332739155	0.0736021515	0.0723566498	0.0813521836	0.0224489556	0.1248153232	-0.3161833753	0.0003478952	0.0510933538	-0.0021002381	0.0576769026	0.1225996592	0.2245804243	-0.0125920381	0.021477266	-0.1195340127	-0.1290445402	0.1234955966	-0.1639538512	-0.0914500969	-0.1270309962	0.1349955113	-0.2005375013	0.0977268924	0.1547718027	0.1505910958	-0.037552419836075	-0.0142585779920664	0.0014101842355448	0.0002033070463558	-0.187144812007304	-0.1227873130448387	0.0350231806612491	0.0150767242447712	-0.2672552988059067	-0.0814973151803145	0.0066418123815995	0.0714253947398344	0.0031939713261143	-0.0007653050883072	5.856918781888913e-07	1.020145283204034e-05	-0.0014510828991105	-2.9812925725700027e-05	2.105641580090933e-06	8.888105403261063e-10	-4.918235922095923e-05	-0.0004209980696611	2.418904458539473e-09	1.772393746584223e-07	0.0	0.0	0.0	0.0
857.3568658524199	-2.1649235987534894	4.68689418843976	735060.7954242843	944.1036773881102	-6.644444284875362	891331.7536577529	44.14863985481286	825.0971974605271	0.3501764719559332	0.1226235615115045	680785.385257216	827.1792059844395	722.5786847924828	1.21119	22.105869	0.2196709390987678	0.1285214963269141	-0.084736526	0.0816386612	0.297881626	-0.0994665177	0.0315987083	-0.0850704931	0.2604481962	-0.1101015692	-0.1199196931	0.1007563267	0.176844593	0.151509522	0.0806296	0.2394468635	-0.0806518588	-0.0126918981	0.0664482557	-0.0951021523	-0.0711666227	-0.0221642828	0.0273034251	-0.0156863553	-0.175688983	-0.051325875	0.3113530856	0.044209317	-0.1245458208	0.2341342632	0.1728150985	0.1037062051	-0.2230100909	0.1139946018	0.052952431	0.0240358231	0.125761112	0.0795455421	0.0500597896	0.0094439981	0.0761782194	0.0729131255	0.2089867496	0.1675664873	0.230313884	-0.1541545966	-0.1215612822	0.1269362948	0.0513058258	-0.0012127648	-0.0393338205	0.0118230756	-0.1072589349	0.0881177367	-0.2277184359	0.0902652595	0.0382169312	0.3188949276	0.2440989547	-0.0488821841	0.0302441891	0.0558345061	0.0921890573	-0.040103903	-0.0418919483	0.2349217112	0.1046248405	-0.0256052355	0.1912507505	0.1262595797	0.1538585052	0.1469813818	-0.0425151523674003	-0.0049627325313253	0.0018075381808232	2.4628714177474428e-05	-0.0678502303354662	0.1192945816718378	0.0046036537565758	0.0142311972162587	-0.2966229567524294	-0.0293676579465226	0.0008624593332639	0.0879851784725535	0.003705059869959	0.0005110885438447	2.6121149964929584e-07	1.37274686399806e-05	-0.0018069408153689	-0.0003558579162583	3.265035110246025e-06	1.2663485656377036e-07	-0.0005031552380995	-0.0004539728788785	2.5316519362696454e-07	2.0609137475727027e-07	0.0	0.0	0.0	0.0
854.1478011475654	-3.2090647048545407	10.29809627994316	729568.4662052209	939.8537618599686	-4.249915528141628	883325.0936823345	18.06178199633933	824.1293222977667	-0.9678751627603788	0.9367823306884296	679189.1398709763	826.3241093185712	699.3664358074503	1.344501	24.53899	0.2828233691473754	0.1532766903714941	-0.1673458901	0.0421151643	0.0193176641	-0.1304445134	0.1803287493	0.0233718307	0.0176188696	-0.0374162705	-0.0926270223	0.0080892051	-0.0902588067	0.0901410976	0.1213501558	0.2133228747	0.1474309723	-0.1444099585	-0.0378658226	0.0182030669	-0.0852093558	-0.2151504735	-0.162352413	0.0537785651	0.1339474743	-0.021592826	0.0613798007	-0.0631075255	-0.0510145595	0.0921269987	0.1224145964	0.1573247668	-0.1697030943	-0.1491488568	0.0943475798	-0.0040537292	-0.086948104	0.0640128629	-0.0458466861	-0.1062391637	-0.1458094451	-0.2434977357	-0.1615377569	-0.0198835953	0.1221003846	0.0585451095	-0.1251723573	0.0316025447	0.1291810083	-0.126498328	-0.0079991351	-0.0031026693	-0.0271444541	0.0178571639	0.0638074071	-0.033710491	-0.0264194161	0.0400824913	-0.1237070623	-0.1628513671	0.1317038889	0.0086352184	-0.0353220781	0.0363551078	0.1061201826	-0.0313048022	0.1776243708	0.0040933145	0.0680661567	-0.0992045376	0.152719399	0.1425091225	-0.0229750335361842	0.019540118831216	0.0005278521659887	0.000381816243938	-0.095754385596237	-0.0279041552607708	0.0091689023609128	0.0007786418808172	-0.1683436447170123	0.1282793120354171	0.0164555818962799	0.0283395827166076	0.0031420369069741	-0.0005630229629849	3.1699485684829605e-07	9.872395924787369e-06	-0.0008043875931642	0.0010025532222047	6.470394000364945e-07	1.0051129633530264e-06	7.32642371103296e-05	0.0005764194752098	5.367648439358597e-09	3.3225941140117536e-07	0.0	0.0	0.0	0.0
852.369533376321	-1.7782677712443729	3.1622362662464294	726533.8214281672	930.5752929986692	-9.278468861299416	865970.375939559	86.08998441010289	823.4225565592448	-0.7067657385219945	0.4995178091485403	678024.7066505626	825.7444816157503	688.3678025338883	1.130566	20.634369	0.1428624936695874	0.0718610895966172	-0.2103745486	0.0166990058	-0.0147801798	-0.1380845136	0.2282242502	0.052316194	0.0048030728	-0.0154404104	-0.0566692732	-0.070220683	0.0199297542	0.0716092538	0.160014337	0.0975047928	0.0250034638	0.0075893	-0.1761232866	0.1375046785	0.2562625239	0.2604029649	-0.1227480127	-0.5210205074	0.0682726701	-0.223388583	-0.1542993281	0.1484788225	-0.0293192966	0.0192301449	0.1098609527	0.1504867322	-0.0100781338	0.007844647	0.1029177705	0.1648967378	-0.1295088772	-0.1073128286	0.0876251112	-0.0676671262	-0.2203171486	0.2320953925	0.2521439917	-0.5014128056	-0.0782857933	0.0552707637	-0.1460523276	0.0664525656	0.2094865306	-0.1593219075	0.0625712922	-0.3810329774	0.2617654356	-0.2843568764	0.1911474944	-0.127598941	-0.162732831	-0.0971903805	-0.0157529323	-0.2237025054	0.269321375	-0.1473337458	-0.0314870652	0.2623163003	0.0199916022	-0.2100327692	-0.0984234094	0.1613935407	0.0723515864	-0.052606589	0.1513561561	0.1372005631	-0.0124511178483572	0.010523915687827	0.0001550303356736	0.0001107528014044	-0.0730772797382428	0.0226771058579942	0.0053402888139413	0.0005142511300946	-0.1693048125360405	-0.0009611678190281	9.2384357633541e-07	0.0286641195478638	0.0037809965203977	0.0006389596134236	4.082693875864367e-07	1.4295934687259516e-05	2.696903229248981e-05	0.0008313566254566	7.273287027933581e-10	6.911538386907348e-07	0.0007769540843248	0.0007036898472144	6.036576491489885e-07	4.951794010727247e-07	0.0	0.0	0.0	0.0
850.6535282054919	-1.7160051708291348	2.9446737463123283	723611.4250484515	933.8583472756778	3.2830542770086595	872091.4127764605	10.778445385784853	820.5980663139279	-2.824490245316838	7.977745145889971	673381.1864381577	822.0364102057691	686.7195997453274	1.178926	21.517014	0.2391012207178463	0.1091744640248735	-0.2305052666	0.0042067607	0.0187895989	-0.1672466219	0.2195912204	-0.1087703902	0.05908929	-0.1562904243	-0.0225589316	0.1878778862	0.0796440334	-0.045729426	0.2664266032	-0.004331174	0.1095082581	0.0317333461	0.0864495197	0.1488009963	-0.0382041633	0.1023280173	-0.1880240679	0.0162534125	0.1093288633	-0.1102020766	-0.0650074424	0.1025747066	0.1370060688	0.1596611573	0.0584445178	0.2411179018	0.0827112883	-0.1212491841	-0.1646229303	-0.0602185805	-0.1355777257	0.1026341048	-0.1218714473	-0.0163601787	0.04085281	-0.1830365919	0.141510154	-0.1881865318	0.0731607358	0.0782478324	-0.1548579171	0.0703436282	0.2290361172	-0.1383325889	0.0445330378	-0.2453473445	0.0720530418	-0.1451309675	-0.0505429669	-0.0371168394	-0.3063117934	-0.1096764214	-0.0177926213	0.0430602233	-0.1620601015	0.1277752911	0.2114063337	-0.3460268921	-0.2686746961	0.1195005765	-0.0218236302	-0.2168540591	-0.073949819	0.291963526	0.1497707771	0.1310868562	-0.0517856527963687	-0.0393345349480115	0.002681753835546	0.0015472056395763	-0.0942868372408014	-0.0212095575025586	0.0088900076768733	0.0004498453294543	-0.1415991607762237	0.0277056517598167	0.0007676031394362	0.0200503223325308	0.0046688731576573	0.0008878766372595	7.88324922991415e-07	2.179837656229285e-05	-0.0010441659499269	-0.0010711349822193	1.0902825309867456e-06	1.1473301501341326e-06	-0.0002810638263454	-0.0010580179106702	7.899687447991716e-08	1.1194018992989351e-06	0.0	0.0	0.0	0.0
852.1150197097115	1.46149150421968	2.1359574169063027	726100.006814882	923.9240318248476	-9.93431545083024	853635.616583482	98.69062347660444	820.3560055430863	-0.24206077084159	0.0585934167804247	672983.9758306083	821.6698025541485	676.0058166891113	1.292603	23.591774	0.2377322202285265	0.1140777019704552	-0.1907861548	-0.0611082918	-0.0788883569	-0.0659239572	0.3279342553	-0.0650617538	-0.0787528845	-0.108984983	0.0537944582	-0.1746322287	-0.0437672435	-0.0834792864	0.2066956171	-0.1150663245	0.02044903	-0.0040597537	-0.1089134481	0.1042903888	0.0141657408	-0.0433457636	0.1947419904	0.0699836474	-0.0402786776	-0.0342559814	0.0187020515	-0.0836767554	-0.3071902071	-0.1489919015	0.0226361946	0.1675976048	0.1738694172	-0.0359659201	0.0015980936	0.0211679136	-0.0886768524	-0.216264787	0.2032253823	0.0527962383	0.1057857911	-0.1060290402	0.0115997417	0.1439442377	0.0700245181	0.0448139579	-0.0731525899	0.0936017192	0.0547583865	-0.0038005951	0.0888897859	0.0851518684	0.0575528856	0.2176460716	0.1907194984	-0.2547056987	0.1606449901	0.0242392113	-0.092260093	0.2230494359	0.1045541319	-0.1810372729	0.0790927992	-0.035077558	-0.0986181618	-0.0959604283	0.1035888688	-0.2411701276	0.0544537987	0.0941926455	0.1479655889	0.1242038795	-0.0420156726884926	0.0097699801078761	0.0017653167514665	9.545251130829472e-05	-0.0564609864959777	0.0378258507448237	0.0031878429960989	0.0014307949845696	-0.2187452802580054	-0.0771461194817817	0.0059515237510973	0.0478494976351533	0.0030291242649489	-0.0016397488927084	2.6887764311384244e-06	9.175593812502212e-06	-0.0009561219731781	8.80439767488e-05	9.141692275939836e-07	7.751741841743235e-09	0.0002509487020783	0.0005320125284237	6.297525107478336e-08	2.830373303997782e-07	0.0	0.0	0.0	0.0
855.661424163266	3.546404453554487	12.5769845481911	732156.4728011086	932.1775856766046	8.253553851757033	868955.0512378636	68.12115118385336	821.8741210168149	1.5181154737285851	2.3046745915741664	675477.0707971621	823.0185900274313	690.5938539110629	1.239173	22.616604	0.1616893637888839	0.0920440266959998	-0.1142884281	-0.0363673366	-0.0529727341	0.0419056627	0.1973241683	0.003074154	-0.0798383558	-0.0339452369	-0.1039642346	0.083469169	-0.0459237565	-0.0638322722	0.1163840826	-0.101665783	-0.0511166521	-0.0606576218	0.0534996028	0.0676123165	-0.0109853419	0.0416012114	0.2340349589	-0.0674630724	0.0989316129	0.0056941531	0.0140862057	-0.2283302355	0.1359056622	-0.1128102442	-0.0035470611	0.084635189	0.1679546182	0.058666617	0.0121425748	-0.1440915978	-0.0179799556	-0.1100770934	0.147697219	0.0280029325	0.1585391289	0.1281206729	0.0243795185	-0.1211249023	-0.0348855658	-0.0419150838	-0.033035105	0.0366188546	0.006195777	-0.0711570532	-0.0458731357	0.092556309	0.0683435407	0.0861841565	0.228592388	-0.0160873387	-0.1192163164	-0.1099708708	0.1100120539	-0.0045949447	0.0013067308	-0.0059862584	-0.1882153494	-0.1609667321	0.2125471889	0.4509166973	0.1279291687	0.0265402926	-0.2401738957	-0.2515818763	0.1459432408	0.1165920251	-0.0105009272724458	0.0315147454160468	0.0001102694735811	0.0009931791786382	-0.0438311841042491	0.0126298023917286	0.0019211726999805	0.0001595119084541	-0.1729740946434219	0.0457711856145835	0.0020950014325646	0.0299200374177114	0.0018375482255402	-0.0011915760394086	1.4198534576929231e-06	3.376583481185938e-06	-0.0008468951376736	0.0001092268355045	7.172313742151859e-07	1.1930501594327109e-08	0.000116278969661	-0.0001346697324172	1.352079878542376e-08	1.8135936829347178e-08	0.0	0.0	0.0	0.0
