global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
866.112298850942	n/a	n/a	750150.5142208635	703.1450332926812	n/a	n/a	494412.9378441658	829.6711471586245	n/a	688354.212427508	n/a	818.8576065164528	582.2342658113179	n/a	n/a	n/a	n/a	-0.086346589	0.0986870751	0.1306470836	-0.1147644417	0.1355079706	0.104367227	0.0075955827	0.2115826651	-0.1857599103	0.0208849729	-0.0664421188	0.0865409816	-0.2295068118	0.01225458	-0.0480490476	0.1658617129	-0.0820109459	0.0763928939	-0.0279883893	0.2091473862	-0.0585715364	0.0276340581	-0.0002349604	0.0680339314	-0.0269884095	0.022613947	-0.0771602169	-0.0877871295	0.0477810753	-0.2397662235	0.0318561885	-0.0169728729	0.1465273173	-0.0634022212	0.1632512758	-0.0773780285	-0.0805844735	0.0945176164	-0.0668889765	0.0213735392	-0.1094440575	0.0834259389	-0.062884192	0.0671565532	-0.0106308491	0.1775405119	-0.1024288919	0.1940776554	-0.0814985633	0.0201739414	-0.0232465862	0.178022528	0.0122543078	-0.0031537437	0.1244558693	-0.0262626998	0.0437109693	-0.0175364815	0.1040469871	-0.0414823471	0.0873300827	-0.1989978805	0.1751197004	-0.107042396	0.0802089931	0.1004628387	0.1561451084	0.1560591586	-0.0201242182471332	n/a	n/a	0.0004049841600582	-0.0118713339260381	n/a	n/a	0.0001409285691835	-0.0102355627416415	n/a	0.000104766744638	n/a	-0.0019519678378838	n/a	3.810178440132757e-06	n/a	-0.000418647961681	n/a	1.7526611581965604e-07	n/a	0.00015159169841	n/a	n/a	2.2980043026828397e-08	0.0	0.0	0.0	0.0	0.0
868.4163006811981	2.304001830256084	5.308424433823384	754146.871288817	691.61800812338	-11.527025169301169	132.87230925370264	478335.4691605518	829.3369125738377	-0.3342345847868273	687799.7145575053	0.1117127576676228	819.7301885541701	586.4537228313245	1.402463	21.277477	0.0476345303402908	0.024883607348426	-0.1573872311	-0.2494135145	0.0616328045	0.0377837489	0.0158008826	0.0995349202	0.3051097965	0.0445359209	0.0192074295	-0.1135354485	-0.0630308647	0.3234366664	0.0367134814	0.0257155011	-0.0482564755	0.0167291152	-0.1905840549	0.213326405	0.0060993172	0.172043704	-0.0495927557	-0.0827254771	-0.0825990465	0.0523157538	0.0865486525	-0.0164935415	-0.1377382356	-0.1921444165	0.2935548131	-0.0017626555	0.1288239173	-0.0486693763	-0.1124131918	0.1418453991	0.2284700707	-0.0604188527	0.0216102607	0.0005166774	0.0438315761	0.0658987523	0.0116959245	0.0743376249	-0.0872933741	0.146183588	0.1591041622	-0.0140689337	0.1767274436	0.1111100531	-0.083104299	-0.0015518996	-0.0537090477	0.1262317163	0.1836047134	0.2228465316	0.1750366138	-0.0109699313	0.020808935	-0.1289773624	0.0272933677	0.0160875732	-0.0154957784	-0.1359382904	-0.1100190818	-0.1562591614	0.2771708552	-0.1399022798	0.155915944	0.1551433414	-0.0201848547843894	-6.063653725620066e-05	3.676789650422611e-09	0.0004074283626668	-0.0030777530081564	0.0087935809178817	7.732706535933317e-05	9.47256357921577e-06	-0.0240282306331494	-0.0137926678915078	0.0005773558673598	0.0001902376875654	-0.0017719899808012	0.0001799778570826	3.1399484920598373e-06	3.2392029040044795e-08	-0.000132164244506	0.0002864837171749	1.7467387525841747e-08	8.207292020640538e-08	0.0001848830240253	3.329132561530001e-05	1.1083123612239308e-09	3.4181732572739666e-08	0.0	0.0	0.0	0.0	0.0
867.6483972090209	-0.7679034721771814	0.5896757425817711	752813.7411793829	712.4941041179907	20.87609599461064	435.8113839761983	507647.8484028981	829.5978840153392	0.2609714415015105	688232.6491627282	0.0681060932793763	820.3994849602908	600.7903688772101	1.610298	24.430645	0.0529361379766411	0.033019111100376	-0.1453200205	0.1781101212	0.0874030159	0.0493063262	0.0004005786	0.2532491885	-0.0698515491	0.0927643468	-0.0971575719	-0.0743573762	-0.0394342606	0.0008326248	-0.2351340773	-0.0809998607	0.1010343274	-0.011549326	-0.0368138817	0.122610521	0.0433242668	-0.1955019748	-0.0414266332	0.0912920291	0.0316799548	-0.1967101205	0.2344876363	-0.0265423194	-0.0878485763	-0.0383918243	-0.0397347511	-0.1994737036	-0.0857308782	-0.1548148645	-0.0811436449	0.0150272138	0.0093679237	0.0211589865	0.1419310997	-0.03206944	0.0119016343	-0.2015373494	0.0791913259	-0.2724299722	-0.1007125368	-0.2005927038	0.0862408111	0.1173834832	0.0462637566	0.112040514	-0.091839602	-0.0351687583	0.0216034462	0.0837768047	0.1468360733	0.0337948136	0.0937831824	0.1328086428	0.0797743969	-0.1672640557	-0.0537753321	0.1055027715	-0.0588553685	0.0457239425	-0.0005970742	0.1993763141	0.0844311505	0.1496109894	0.1554579513	0.1533170814	-0.0202978330471523	-0.0001129782627629	1.2764087856923194e-08	0.00041200202641	-0.0036037985108379	-0.0005260455026814	2.767238708914319e-07	1.2987363706717465e-05	0.0030885417381512	0.0271167723713006	9.539090068302036e-06	0.0007353193438369	-0.0018040015370658	-3.2011556264599896e-05	3.254421545735769e-06	1.0247397344816447e-09	-0.0004179993735859	-0.0002858351290799	1.7472347631820484e-07	8.170172101612309e-08	-8.771274281228888e-07	-0.0001857601514534	3.450683386799861e-08	7.693525251654736e-13	1.0	0.0	0.0	0.0	0.0
867.5464758084794	-0.1019214005415278	0.0103879718883465	752636.8876877126	698.4838266818323	-14.01027743615839	196.2878738381289	487879.65613609593	831.0295232661894	1.4316392508501394	690610.0685400299	2.0495909445747484	820.4221621481788	584.2587181251928	1.227732	18.626543	0.0966556844045656	0.0538721913517373	-0.1696942583	0.0261223341	0.0440768078	-0.1244286424	-0.0542813433	0.1083046387	0.1139430187	0.0928467273	-0.0256199694	0.144417673	-0.1135874089	0.0749153547	-0.0888551246	0.0158280259	0.0055205848	0.0637884451	0.0054083641	-0.0754403329	-0.111912542	-0.0667573111	-0.0569153701	-0.2435286309	0.1026312049	-0.0915443802	-0.1220310751	0.1223770544	0.0841599463	-0.1248890362	0.0279354021	-0.109779598	-0.1433297919	0.0321140236	0.1266695931	-0.0660498185	-0.083258425	-0.1694807862	0.0517228898	-0.0063428165	-0.0638075867	0.0356313889	-0.0259842014	0.1901740768	-0.1027244664	0.0045079418	0.0816417628	0.0172416236	-0.0451796822	0.1884017567	-0.2438580236	0.0267740425	0.091084759	-0.0327223124	-0.0391468023	-0.0461825185	0.168024648	-0.1673208538	-0.0326706694	-0.1649173163	0.0691156873	2.12749e-05	-0.0249893835	0.0174465034	-0.1786932226	0.1852089259	-0.1561282992	-0.0519826578	0.1547718027	0.1505910958	-0.0201876018990532	0.0001102311480991	1.2150906011245994e-08	0.0004075392704346	0.0390442506647019	0.0426480491755398	0.0018188560984792	0.001524453509968	-0.0155654459478853	-0.0186539876860365	0.0002422831075565	0.0003479712565908	-0.0015039992041225	0.0003000023329433	2.262013606001113e-06	9.000139977142266e-08	-1.399998454632012e-05	0.0004039993890395	1.959995672972021e-10	1.6321550634435386e-07	-1.052151319780141e-08	8.666059149250874e-07	7.510058117831478e-13	1.1070223997150925e-16	0.0	0.0	0.0	0.0	0.0
867.9809979431407	0.4345221346612788	0.1888094855105945	753391.0127903704	707.0663516320915	8.582524950259199	73.65973452182166	499942.8256103164	829.3861372555846	-1.643386010604786	687881.3646717394	2.700717579851513	818.9486000313664	612.468340397885	1.243047	18.8589	0.0800561710010148	0.0592972671357219	-0.2106435389	0.0812125636	-0.1095044474	0.1907026533	-0.0104490571	0.1591559701	-0.0173637216	-0.1765503106	0.1243342014	0.0973954941	0.0242092481	0.0164530748	0.173138003	0.0842142101	0.2015448786	0.170698599	-0.0299225493	0.0575850876	-0.1013558498	0.1042251699	-0.0686478744	0.0164182963	-0.1024743258	-0.0172377972	-0.1522482706	0.1454093214	-0.1274788168	0.0327783695	0.0452558375	0.1902901287	-0.0874258268	-0.2053839432	0.1688345682	-0.0215158043	0.1085710498	-0.1763320893	-0.0573241243	0.0181488137	-0.0913865487	-0.0020802074	0.0483345792	0.0397144212	-0.1027803966	0.1747830599	0.0275570961	0.2175800842	0.1742551553	0.0351453705	-0.0233969132	0.0081014466	0.1189117341	0.0231341381	-0.0608611835	-0.1121045269	0.1114963043	-0.0202926953	-0.120332931	-0.0867277247	0.1254536438	-0.0328482527	0.0567383543	-0.0282984859	-0.2434250957	0.0246585255	0.0625111156	-0.0662169194	0.1538585052	0.1469813818	-0.0179888991623329	0.0021987027367202	4.834293724461335e-06	0.0003236004930725	-0.0164776589229234	-0.0555219095876253	0.0030826824442564	0.0002715132435801	-0.015651712829154	-8.626688126870015e-05	0.0002449761144863	7.441974803828009e-09	-0.001143004820805	0.0003609943833175	1.30646002038347e-06	1.3031694478678214e-07	1.797028203487372e-05	3.197026658119384e-05	3.2293103641290514e-10	1.0220979452725995e-09	5.201066449612003e-05	5.202118600931784e-05	2.7062037938160453e-09	2.705109221327961e-09	0.0	0.0	0.0	0.0	0.0
860.8075550571294	-7.17344288601123	51.45828283886513	740989.6468434329	706.1636760390808	-0.9026755930107128	0.8148232262172421	498667.1373570278	827.41306200439	-1.9730752511945864	684612.3751754805	3.893025946876581	816.9095661491748	594.0248304507606	1.473944	22.361956	0.074230469542046	0.0353844051568309	-0.0122416548	0.2245858598	-0.0560190325	0.1217588544	0.0116949961	0.0974729951	-0.1976302054	-0.0051458193	0.0226438347	-0.0914337736	0.1564950148	-0.1593384931	-0.1302546868	0.0930497211	0.1585099943	-0.1052356367	0.0222036693	0.0050368794	0.0202369186	0.0315766662	0.2444590638	-0.0638805979	-0.0390385326	-0.1232219668	0.0236086537	0.0491563908	-0.0637517126	0.1902471411	-0.0772689536	-0.1294347426	0.0233924014	-0.2059572132	-0.0219915008	0.0831562951	-0.1771481476	0.0013830786	-0.2289161105	-0.0302849587	-0.0505417666	-0.020335825	0.1021979095	0.0965878707	-0.0276792454	-0.1776666009	0.0237733461	0.1453223186	0.0984076764	-0.0913013852	0.0215970798	0.0104523225	-0.0588098414	0.0519471996	0.0188591336	-0.2365947244	0.1529538561	0.088862038	-0.1129516504	-0.0264381872	0.0057034808	0.0794706208	0.1023286084	0.0692582913	0.0058211709	0.1272356513	-0.0899866123	0.2285298746	0.152719399	0.1425091225	-0.0201911348536327	-0.0022022356912997	4.849842040034704e-06	0.0004076819266775	-0.0337798838063321	-0.0173022248834087	0.000299366985916	0.0011410805499692	0.0008159508922176	0.0164676637213716	6.657758585106975e-07	0.0002711839484401	-0.0008659998213257	0.0002770049994792	7.499556905361444e-07	7.673176973652692e-08	-0.0004179997111375	-0.0004359699931723	1.747237585110335e-07	1.900698349467196e-07	-1.812477715251162e-07	-5.219191226764515e-05	2.723995706153568e-09	3.2850754682820724e-14	0.0	0.0	0.0	0.0	0.0
861.7809196416796	0.9733645845501542	0.9474386144564942	742666.353458459	681.8546684479045	-24.30900759117628	590.9278500678661	464925.7888842017	829.5577134925027	2.144651488112686	688166.0000149092	4.599530005463958	818.4660581879268	567.874978669819	1.4509	22.012346	0.1302866899452411	0.067863323457454	0.0616972957	-0.0957962302	-0.0057392993	-0.1400774392	-0.087722257	-0.1019579867	0.1134056755	0.0665865258	0.0445150367	0.0149640553	0.0137007468	0.0735038627	-0.0016476488	-0.1565318788	0.0719294666	-0.156479564	0.0769075066	-0.0101265158	-0.0389116613	-0.0157383223	0.0897759478	0.0245679417	0.0245612362	0.1397664515	0.0143727701	-0.0210379787	0.1067941432	-0.0107824175	0.0773173188	-0.0280800318	-0.1708494178	0.0849225778	-0.1114279265	0.0055302679	-0.1043345872	-0.0774641868	-0.0760035321	-0.1211415339	0.0243996431	0.166376955	-0.1689717667	-0.0214106961	-0.0251899319	-0.0650688737	0.0924112	-0.1280837928	-0.0742137388	0.0487247525	-0.1882442792	0.0622164981	-0.083083114	-0.061615667	0.0754234331	-0.0520982619	0.0715922213	-0.1068799496	-0.0281252572	0.0645760687	-0.1016420642	0.0010797877	-0.1106866988	0.1067828649	-0.1215102883	0.1025948273	-0.2705286665	-0.1942767742	0.1513561561	0.1372005631	-0.0308369469993294	-0.0106458121456967	0.0001133333162414	0.0009509173002394	0.0209886951624014	0.0547685789687335	0.0029995972422543	0.0004405253246202	-0.0165510892353921	-0.0173670401276097	0.0002739385548779	0.000301614082794	-0.0013759088349837	-0.0005099090136579	1.8931251221862024e-06	2.600072022096743e-07	-0.0004188023094502	-8.025983126999994e-07	1.753953744008211e-07	6.441640515488862e-13	0.0004392123143218	0.0004393935620933	1.9306670240906082e-07	1.9290745705191164e-07	0.0	0.0	0.0	0.0	0.0
862.4349254825141	0.654005840834543	0.4277236398456976	743794.0006920297	689.8784182539611	8.023749806056571	64.38056095019286	475932.2319725872	829.0304968513647	-0.5272166411380113	687291.5647096206	0.2779573866928465	819.4551555305127	598.2212489599931	1.269981	19.267525	0.0686991015826138	0.0455712438377517	-0.0415818833	-0.1956783155	-0.2358285229	0.0061625001	0.1475310919	-0.0113348455	0.0689653536	-0.085696899	0.0521143281	0.0673709538	0.0596989848	0.147884694	0.1021800323	0.1358597013	0.0285327835	0.1626481446	-0.023563352	-0.1541264616	-0.0184008538	0.0140839563	0.1090075597	0.0123765373	0.1237019437	0.2229038293	0.1294318145	0.0390431482	0.0983330212	0.0074497393	0.1659274603	0.1032467907	0.0644771743	-0.0051567363	0.1457275272	-0.0120025091	0.0252833401	0.1222756419	-0.1079670956	-0.105459174	0.3106537349	0.0076542458	-0.0252841482	0.0167662659	-0.0127569648	0.2475153326	0.0743560701	-0.1121598516	0.0368695374	-0.0340464696	-0.0473471972	0.0478455008	-0.1247352751	0.0589289107	-0.027995491	-0.2150408642	0.0629190836	-0.0210061451	-0.1336352403	0.1237652327	0.025057075	-0.1257500823	-0.193511791	0.1446491182	0.1849917249	-0.1412503062	-0.0518596028	0.0067289161	0.1497707771	0.1310868562	-0.0419974494395631	-0.0111605024402337	0.0001245568147184	0.0017637857594286	-0.0205273097389522	-0.0415160049013536	0.0017235786629692	0.0004213704451188	-0.0197382135551436	-0.0031871243197514	0.0003895970743484	1.0157761429551456e-05	-0.0014009562537102	-2.504741872650013e-05	1.9626784248097185e-06	6.273731848606296e-10	-0.0004181456646723	6.566447779000461e-07	1.7484579688423956e-07	4.311823643434009e-13	0.0002082069794007	-0.0002310053349211	5.336346476200958e-08	4.3350146271163524e-08	0.0	0.0	0.0	0.0	0.0
857.8190746996258	-4.615850782888288	21.306078449890418	735853.5649185223	681.1252680983499	-8.753150155611138	76.61763764667529	463931.6308420491	827.7859923056769	-1.2445045456877324	685229.6490574942	1.5487915642374293	818.5853704793564	582.8677796012477	1.075531	16.317427	0.0320502374601948	0.0186334909393197	0.0981014408	-0.1524264142	-0.2091759265	0.0214930238	-0.0012437236	-0.111191779	0.0068962604	-0.0365152592	0.1061439521	0.0158019795	0.1275138789	0.1246724625	0.1492586877	-0.1227137468	-0.0557610256	-0.0380966152	0.0829976374	0.0786682883	0.0008046915	0.1075196771	0.2009691217	-0.0629703753	-0.0560507925	-0.0664325642	0.2437709924	-0.1349801949	0.0506303284	0.0726852361	0.1620894151	0.1106761671	-0.0173925513	0.0676936227	-0.1485978567	0.0283941372	0.0533284934	0.1039255277	-0.202004679	-0.0412134929	0.0835230105	-0.0367090326	0.1764840951	-0.1203976462	0.0383118213	0.0567900106	0.0862794901	-0.1330864553	0.0868186124	-0.1741518699	-0.0640330154	0.0731450259	-0.2065640352	-0.0150444454	0.0985439881	-0.0430098299	0.0218126999	0.0819307793	-0.0101655768	0.1532162651	-0.0852337387	-0.0397732109	-0.161595976	-0.0022182434	0.0525577212	-0.1117948854	-0.028133217	0.0429261057	0.1479655889	0.1242038795	-0.0345804604146593	0.0074169890249038	5.501172619554342e-05	0.0011958082424898	-0.0194596041083912	0.0010677056305609	1.1399953135316582e-06	0.0003786761920553	-0.0029496124605685	0.016788601094575	8.70021366754096e-06	0.0002818571267127	-0.0012699557902785	0.0001310004634316	1.6127877092618897e-06	1.7161121419320156e-08	-0.0004181347451357	1.0919536599961806e-08	1.7483666508969681e-07	1.1923627955790546e-16	0.0002127344306355	4.527451234800006e-06	2.0497814683492094e-11	4.525593797781036e-08	0.0	0.0	0.0	0.0	0.0
859.67201981777	1.8529451181441343	3.4334056108541806	739035.9816575643	689.4729597145152	8.34769161616532	69.68395531859679	475372.9621774936	828.0457238059554	0.2597315002784626	685659.7207133286	0.067460452236901	817.8774322307662	563.0913169459293	1.182753	17.944149	0.0459447730858318	0.022356198904409	0.1454665281	0.0596889827	0.0772264023	0.1354483259	0.0665813106	-0.0196276065	-0.1243279172	0.0347328271	0.1492564815	-0.2459803831	0.1335318427	0.0474910712	-0.0479752659	-0.0073589284	0.0887200427	0.0011179177	0.0264339566	-0.0927255384	0.2032655786	-0.0774181277	-0.0735867837	0.0493044017	0.0175880864	0.0668126075	0.0712690496	-0.0709237435	0.0452323134	0.1231260917	0.0904303199	-0.0450009756	-0.0155711646	-0.0571840549	0.0309027178	0.0345860561	-0.0853972557	0.1822217692	0.1319822703	-9.79022e-05	-0.0375334819	0.0491576953	0.0149048238	0.0034775871	0.0594764557	-0.1591365774	0.0371439205	0.0513365284	0.0122136869	-0.1320945927	-0.0471882663	-0.1134199581	-0.1447052143	0.0275437644	-0.0421178939	0.0577424197	-0.1100778908	-0.0280219132	0.0436317343	0.1250270778	-0.0795010664	0.0392298328	-0.1722371915	0.0120752432	0.2196478752	-0.085731222	-0.0786074187	0.1268549942	0.1459432408	0.1165920251	-0.0340268605596207	0.0005535998550385	3.06472799498756e-07	0.0011578272395438	-0.0072259661609734	0.0122336379474178	0.0001496618974285	5.221458695953265e-05	0.0123072221840629	0.0152568346446314	0.0001514677178878	0.0002327710033736	-0.001224005482372	4.595030790650011e-05	1.4981894208767124e-06	2.1114307967021664e-09	-0.0003189999657244	9.91347794113e-05	1.017609781321684e-07	9.827704488927113e-09	-1.944948215806472e-07	-0.000212928925457	4.5338727296307016e-08	3.782823562168779e-14	0.0	0.0	0.0	0.0	0.0
