global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
872.1345332432331	n/a	n/a	760618.6440753922	701.0552974047962	n/a	n/a	491478.5300193272	828.1175134415017	n/a	685778.6160685358	n/a	818.0718696974707	559.4841587400844	n/a	n/a	n/a	n/a	-0.1229919075	0.3619550863	-0.0559469436	0.1043950867	0.0931731182	0.2256876802	-0.1701367504	0.2704520227	-0.1206003325	-0.0258956059	-0.0328092118	0.2657011134	-0.0235045008	0.0185430171	-0.0001888611	0.0092853286	-0.0474008749	0.1570955039	-0.0857958643	0.0011163042	-0.0076391293	0.1211310134	-0.0300478269	0.0463639332	-0.0736802158	-0.0084851616	0.0058094498	-0.1015342501	0.2161133045	-0.1883479247	0.0262983348	-0.0006342012	0.0447330596	-0.1173468145	-0.1771818017	0.1054642703	-0.0630345711	0.0727548217	-0.2087522187	0.0973341236	-0.0945451069	0.0382900473	-0.0201397106	0.077903532	-0.1776251822	0.1416976609	-0.1393092566	0.1891671775	-0.0689017174	0.1861002185	0.1275946101	-0.1068148434	0.0352220509	-0.1645684154	0.0634998552	-0.1266226858	0.0424970112	-0.1209230483	0.304071757	-0.2221569169	0.0285855713	-0.0778860404	-0.0021438448	0.1054225881	0.1561451084	0.1560591586	-0.026987544760388	n/a	n/a	0.0007283275721939	-0.0109411648948025	n/a	n/a	0.0001197090892552	-0.0857052172614771	n/a	0.0073453842658369	n/a	0.0024480020022701	n/a	5.992713803118417e-06	n/a	-2.999994107466541e-05	n/a	8.999964644833968e-10	n/a	3.684796400708727e-08	n/a	n/a	1.3577724514675993e-15	0.0	0.0	0.0	0.0	0.0	0.0
875.655956128496	3.5214228852628366	12.40041913685284	766773.3535033105	714.781155044968	13.725857640171853	188.39916795826403	510912.0996074186	830.1555246912448	2.038011249743022	689158.1951753959	4.153489854079114	819.3986413910633	594.6173355966552	1.365747	21.729355	0.0689934886005107	0.0563018756836547	-0.0677104758	0.0571771456	-0.1711773671	-0.0550444234	0.032767231	0.1408015994	0.0844601513	0.0829712718	-0.0819004591	0.1238991046	-0.0008723202	0.0825470008	0.0572925722	-0.1156938571	-0.0526045664	-0.012611028	-0.2944754434	0.0023619104	-0.0120932717	-0.0392180826	-0.0161286268	0.0012559453	0.1425387973	-0.1948474129	0.072479119	-0.0473451282	-0.1181594805	-0.0917538663	0.0654102677	0.0404146356	-0.0027044789	0.272961801	0.1293344837	-0.0565804158	0.0318665079	-0.010146914	0.0167887233	-0.2403816935	-0.037381518	0.3206625343	-0.047270973	-0.0402863661	0.001085117	0.1105028439	-0.2929697889	0.0380500317	-0.0980427119	-0.0064589988	0.1096041971	-0.1425633279	-0.0376074761	-0.1634068806	-0.0962054987	0.0315770302	0.2560713705	0.08603057	0.0205162886	-0.3139120562	0.2880229573	-0.1309755349	0.0368960761	-0.0527084613	0.1470246744	-0.1048078167	0.155915944	0.1551433414	-0.0269636951952492	2.384956513879974e-05	5.688017573098517e-10	0.0007270408585823	-0.0660568383197528	-0.0551156734249503	0.0030377374570857	0.0043635058888019	-0.0941076969947971	-0.0084024797333199	0.0088562586336645	7.060166566885321e-05	0.0025330003373468	8.499833507670009e-05	6.416090708999002e-06	7.224716965810984e-09	-5.39999203859054e-05	-2.3999979311239983e-05	2.915991401684121e-09	5.759990069399474e-10	6.825111809960829e-08	3.140315409252102e-08	9.861580869586197e-16	4.658215121846679e-15	0.0	0.0	0.0	0.0	0.0	0.0
873.6204709267643	-2.035485201731717	4.143200006468809	763212.7272223013	711.6469398103319	-3.1342152346361445	9.823305137025304	506441.3669414102	829.0084032331195	-1.147121458125298	687254.9326311264	1.3158876396915098	819.390426115101	592.8911183349088	1.192758	18.977062	0.1513314364203944	0.1206503101762096	0.0282575935	0.1392859845	-0.0588211535	-0.0417051971	0.0702531928	0.1515954988	-0.0379496195	0.0479741865	0.1249269682	0.0332596284	-0.0119797244	-0.0033138575	0.0652423264	-0.3010278306	0.1230387537	0.0965711062	0.0440365586	-0.0923603057	0.0622786788	0.0033934511	0.1571378284	-0.0441694512	-0.0001047185	0.141262087	-0.1463770506	-0.0525665514	-0.0432306977	-0.0417160678	0.021551867	0.1233269831	0.2965939868	0.0352621982	0.1076954216	0.1027860028	0.0132794774	0.0026556541	-0.2055776982	0.0363277486	-0.1060301176	0.1153048123	-0.0131880406	-0.0952836537	0.0593138696	0.0776064991	-0.1126958579	0.1431858069	-0.0551613837	0.0030433596	-0.0452226943	0.1876627704	-0.0829636073	0.0217327315	-0.0614969314	-0.2850762145	-0.0923798865	-0.014545161	-0.1291047897	0.2056905913	0.0913406083	-0.1634516542	-0.0528964595	0.1342740254	0.025605894	0.2309342439	0.1554579513	0.1533170814	-0.026826713297396	0.0001369818978532	1.876404033946529e-08	0.0007196725463406	0.0514228069853288	0.1174796453050815	0.0138014670610077	0.0026443050782503	-0.0928363691493103	0.0012713278454867	0.008618591436827	1.6162744907100945e-06	0.0022219977029619	-0.0003110026343849	4.937273791967959e-06	9.672263859434777e-08	-0.0003909998544691	-0.0003369999340831	1.528808861948574e-07	1.1356895557207753e-07	9.353100894620056e-07	8.670589713623973e-07	7.517912598200185e-13	8.748049634494249e-13	0.0	0.0	0.0	0.0	0.0	0.0
877.8355798670157	4.215108940251412	17.767143378187377	770595.3052804597	715.0696081556715	3.4226683453396163	11.714658602189829	511324.5445079056	830.0284294185782	1.0200261854587325	688947.1936430716	1.0404534190214925	819.6937266272197	601.1436413251437	1.134304	18.047039	0.0732132227933959	0.04852107560654	0.090464599	0.0600818901	-0.0253938154	-0.1277152991	0.0503446529	0.1092109444	0.0285861851	-0.0721359739	-0.194094185	0.0133414755	-0.0677093368	-0.0100611119	-0.1014082252	-0.207672645	-0.1120546744	0.2145648022	-0.0805549443	0.035226859	-0.0396451783	-0.2389426402	0.1896996737	0.21827969	0.1056288715	-0.0702462529	-0.1183205493	-0.0838632593	0.0082007388	-0.2334694861	-0.1408955399	0.0462757348	0.0140471833	0.0196514581	0.210587475	0.0272405458	-0.1277745288	0.1633852793	-0.2175744939	-0.1358871576	-0.0948641002	0.1374833548	0.0360552496	-0.0500413427	0.092269205	0.1022524238	-0.0793699162	0.1051999632	-0.0975563726	-0.0453134348	0.1160135993	0.1960454913	-0.0441677188	0.0235703407	-0.17293218	-0.012337926	0.1351262493	0.1762335169	-0.0844825448	0.0190362901	-0.1568043579	-0.1266946829	-0.2106544612	0.057801437	0.0409418071	-0.1632295553	0.1547718027	0.1505910958	-0.0214148177034587	0.0054118955939372	2.9288613919677947e-05	0.0004585944172723	0.0055607760984344	-0.0458620308868943	0.0021033258770704	3.092223081691931e-05	-0.1072696863478341	-0.0144333171985237	0.0115067856091627	0.0002083206453532	0.0021750006480927	-4.699705486919991e-05	4.730627819203665e-06	2.2087231663785872e-09	-0.0002879992486659	0.0001030006058032	8.29435672321229e-08	1.0609124795826206e-08	8.133884810536483e-07	-1.2192160840835734e-07	1.4864878596880826e-14	6.616008211107611e-13	0.0	0.0	0.0	0.0	0.0	0.0
876.0736895138167	-1.7618903531989645	3.104257616695572	767505.1094583513	721.424559103476	6.354950947804468	40.38540154900091	520453.3944776447	827.2252481790414	-2.803181239536798	684301.6112248766	7.857825061691058	817.5177537011975	627.5075048381447	1.054935	16.784267	0.0859042561607134	0.0551226025510465	0.1550158889	-0.0656632854	0.0798417328	-0.074717668	0.0278734154	-0.0093151863	-0.0520672219	-0.071239335	-0.0315323764	-0.1465733304	-0.0402198162	-0.1354100054	0.0114459312	-0.0869565325	-0.0093772236	-0.0197769951	-0.0769969043	0.195261289	0.0553225046	0.0485079138	-0.0025448123	0.15189402	0.0361627004	0.0323297782	0.0134894413	-0.0021195806	0.1472902417	-0.004162767	-0.0935816249	0.1214746841	0.0877077925	0.0182088894	0.0335018458	-0.1720683707	-0.0577801127	-0.0516296197	0.0745325605	-0.1270087959	-0.1445637192	-0.0890214455	0.0370859686	0.0325358737	0.1346845204	0.1887190934	-0.0084608485	0.0675915376	-0.0724013667	-0.0574870191	0.167633347	-0.2283051707	-0.1283829567	-0.1112713403	-0.0880983074	0.0175255812	0.033280004	-0.0423986428	0.0531774472	-0.0423967518	-0.0855461514	0.0717832173	-0.0883153749	-0.0203464663	-0.101067856	-0.12964447	0.1538585052	0.1469813818	-0.0137254747978801	0.0076893429055786	5.912599431957194e-05	0.0001883886584272	-0.0466093270374443	-0.0521701031358787	0.0027217196612082	0.0021724293668834	-0.0990076565188786	0.0082620298289554	0.0098025160493602	6.82611368945503e-05	0.0023740011001925	0.0001990004520997	5.6358812237152e-06	3.9601179935924726e-08	-0.0001320001943738	0.000155999054292	1.7424051314720982e-08	2.4335704940029563e-08	1.5728906694006776e-07	-6.560994141135805e-07	4.304664412001836e-13	2.4739850578877122e-14	0.0	0.0	0.0	0.0	0.0	0.0
873.0161435744521	-3.0575459393645588	9.348587171324702	762157.1869416084	725.5449904708175	4.120431367341553	16.977954652972176	526415.5331972988	824.8343660741821	-2.3908821048593154	680351.7314569978	5.716317239336511	815.6925190202207	611.8476815182938	1.123796	17.879854	0.1108527598604884	0.0638828134707103	-0.0775152497	-0.0013042247	0.2075287507	-0.0622168858	-0.1797255176	0.080387505	-0.146473588	-0.1440200988	0.0409017347	-0.2903640588	0.0772183314	0.0276161708	0.0029391992	0.0187162164	-0.0249839453	-0.0508669269	-0.0561716465	-0.0586840874	-0.0696367332	0.0133838489	-0.1317389439	-0.1665970711	0.1371316589	0.0564941408	0.0409802947	0.1780246714	0.229128344	-0.0108565992	0.0416386281	0.0292691011	0.0185128215	0.0284981121	-0.0001049544	0.0224189647	0.0455825985	0.1375196562	0.1286961337	0.0274029558	0.0043695437	0.0163022787	-0.045647726	0.0468348652	-0.0832364936	0.1088540681	0.0909745018	0.1361327183	-0.1850898006	-0.0466051858	0.0222731036	-0.0643083016	-0.0585852909	-0.0219329529	-0.0924826287	0.094221525	-0.2011300434	-0.0347483143	-0.1450765335	0.2187772958	-0.181249796	-0.0687102074	-0.1840250253	-0.0087952089	-0.2143033971	0.0251611548	0.152719399	0.1425091225	-0.0159666105919029	-0.0022411357940228	5.022689647250209e-06	0.0002549326537934	0.007104884004093	0.0537142110415373	0.0028852164678148	5.047937671161658e-05	-0.0710689033789293	0.0279387531399493	0.0050507890274835	0.000780573927015	0.0021590063318924	-0.0002149947683	4.661308341151476e-06	4.622275039641359e-08	0.0001059070509055	0.0002379072452793	1.1216303431500171e-08	5.659985735638502e-08	-8.611389505324058e-05	-8.627118412018065e-05	7.4427172094981105e-09	7.415602921240533e-09	0.0	0.0	0.0	0.0	0.0	0.0
869.4861831744934	-3.5299603999587816	12.460620425277162	756006.2227313486	722.9766326423164	-2.568357828501121	6.596461935222993	522695.21134682297	825.3774586154105	0.5430925412284751	681247.9491904337	0.2949495083380029	816.0100962320963	596.7584930566641	1.135379	18.06414	0.1261399686659763	0.0825335636710921	-0.2107571548	0.0916637395	0.0306523411	-0.0351204283	-0.1650341899	0.1476143233	-0.1155427359	0.1189340903	0.0865820968	-0.1688551158	0.1824355878	0.2699649667	0.0930151076	-0.0179345598	0.0467020208	0.0076016409	-0.0366149443	0.0392468043	0.1257147248	0.031473773	-0.1561538656	0.0727935388	-0.1083297922	-0.1962090371	-0.0494451602	0.2313984652	0.0624048413	-0.0546184431	0.2326289396	-0.0463248842	0.1107137872	0.0277520792	0.0436726266	-0.0047100347	-0.0486109229	-0.0876062493	0.137577039	0.0904710367	0.0846903069	-0.0540349686	-0.1303457257	0.045114833	-0.1464022524	0.129111739	-0.1719772844	0.0773020313	-0.0363069842	0.0454026271	-0.0649439571	-0.2082354939	-0.0624073319	-0.1423701548	0.1513118813	0.1247383935	0.0009196349	0.0592567183	-0.0181750747	-0.0726189734	-0.1145643007	0.2478544419	-0.1213720233	-0.0229869134	-0.1884298225	0.016129067	0.1513561561	0.1372005631	-0.0244465526174622	-0.0084799420255592	7.190941675684674e-05	0.0005976339348783	-0.069810311705865	-0.076915195709958	0.0059159473311011	0.00487347962047	-0.0437769893577808	0.0272919140211484	0.0019164247972312	0.0007448485709377	0.0021120009053516	-4.700542654080021e-05	4.460547824205977e-06	2.209510124282565e-09	-2.9999923093493308e-05	-0.0001359069739989	8.999953856155131e-10	1.8470705581563043e-08	3.204259317666873e-08	8.614593764641725e-05	7.421122572980409e-09	1.0267277774854974e-15	0.0	0.0	0.0	0.0	0.0	0.0
872.2167402692871	2.7305570947937667	7.455942047928576	760762.0420059811	712.5371589832478	-10.439473659068652	108.98261027838826	507709.2029319181	827.6224766781455	2.245018062734971	684958.9639028675	5.040106102006282	817.7577597951013	576.8953606043107	1.316349	20.943428	0.1444210486364743	0.1087581688575606	-0.0818285816	0.236174787	0.0143231577	-0.1661723933	-0.0366825724	0.21992332	0.0030761604	-0.0114945645	-0.1546013864	-0.1258799917	-0.1509022112	0.2477685333	-0.0622562124	0.0513623772	-0.0699582011	0.1093481174	0.0681314889	0.0455463869	-0.1986457641	0.091100367	-0.0158103057	-0.0560347551	-0.015886383	-0.129179498	0.0512354014	-0.0757708393	0.1329617427	-0.2690140018	0.1378923119	-0.1670991847	-0.0829103675	-0.1080765483	0.0188891258	-0.0021600978	0.1639606403	0.0798166963	0.0076705446	-0.0504888166	0.1199337889	-0.0725455097	-0.0843409029	-0.0132578557	-0.0074770738	0.0217205735	0.024199973	0.3052995979	0.042922978	0.0660036112	0.0244008322	0.1594821007	0.0296221115	0.0700126672	0.0551999052	0.1399947564	0.0019276466	0.1933478121	0.0758670287	0.1937438988	-0.1881507187	0.101753865	0.1462200416	-0.233545143	0.0477567412	0.0365328307	0.1497707771	0.1310868562	-0.0184787516690363	0.0059678009484258	3.561464816003306e-05	0.0003414642632459	0.0303353459964768	0.1001456577023418	0.0100291527566346	0.0009202332167259	-0.0441340677551664	-0.0003570783973856	0.0019478159366176	1.2750498187946876e-07	0.0013830000971084	-0.0007290008082431	1.912689268601844e-06	5.314421784192387e-07	-5.999995324357244e-05	-3.0000030150079133e-05	3.599994389230879e-09	9.00001809005657e-10	4.1435966317295535e-08	9.393373140626804e-09	8.82354589590491e-17	1.71693930464805e-15	0.0	0.0	0.0	0.0	0.0	0.0
876.3948941890308	4.178153919743636	17.45697017706911	768068.0105606024	718.9215639475229	6.384404964275177	40.76062674786152	516848.2151087523	828.719439628429	1.096962950283455	686775.9096180573	1.2033277142945815	818.1657182588352	593.4559369209485	1.315937	20.936867	0.1364655806060407	0.0842129063578261	-0.0825732925	0.0486110113	0.0288034909	0.1454313963	0.0130190012	-0.0489593233	-0.1200346112	0.0003162236	0.0863705332	-0.0627010336	-0.1001419477	0.011269269	0.1170705275	0.1960377908	0.0624858241	-0.0470543288	-0.1322720037	-0.0658991147	0.0560974345	0.1579770735	-0.0459849254	-0.1498833978	0.1244627136	-0.0580229389	0.031462299	-0.0480261978	0.1023504653	0.080316128	0.1367752106	-0.0081783407	-0.1513023072	0.0544276965	0.0592160413	-0.0498209873	0.1749357675	-0.1456999296	0.2904715607	0.0244291919	-0.0302785208	0.1064943038	-0.0532138745	-0.0498654632	-0.1013152425	0.1436571565	-0.0009795543	-0.0526334463	-0.1712399142	0.0115727804	-0.0589545278	-0.0383371105	-0.0094965061	0.0333220861	0.2583480629	0.1480944683	0.0596489817	-0.2293831496	-0.0831609157	0.1039100404	-0.1492765556	0.0588123436	0.1487457227	-0.0079109812	0.0884195278	-0.100545589	0.1479655889	0.1242038795	-0.0017899153369143	0.016688836332122	0.0002785172581203	3.203796913321032e-06	-0.0464530414109418	-0.0767883874074186	0.0058964564406318	0.0021578850563266	-0.0437208509502085	0.0004132168049578	0.0019115128078103	1.707481278996151e-07	0.0018209770049985	0.0004379769078901	3.315957252733307e-06	1.9182377184497315e-07	-0.0002457073301984	-0.0001857073769548	6.037209211322556e-08	3.4487229855442416e-08	-0.0002277770804196	-0.0002278185163859	5.1901276408280466e-08	5.188239836447692e-08	0.0	0.0	0.0	0.0	0.0	0.0
877.9584392067061	1.5635450176753238	2.4446730222973287	770811.0209742754	720.2048275234463	1.2832635759233426	1.6467654052915646	518694.993588077	830.7347163150185	2.015276686589573	690120.1688909944	4.061340123511448	820.2501063309317	595.0365540349585	1.359889	21.63615	0.1717580772787701	0.1103415861573799	0.0937543403	0.0850613958	-0.034220756	0.049433374	0.0754496718	-0.1404256137	-0.0593544485	0.0549369677	-0.2064915033	0.0805100286	-0.1489762861	-0.01015786	-0.2820030942	-0.0484553308	0.0052041229	0.0578968929	0.0359379332	-0.0406810949	0.058195877	0.035075009	-0.0164103771	0.1235394732	-0.09915332	0.1033155005	-0.1343290377	-0.1719152427	-0.0076493045	-0.0779977837	-0.2218391642	-0.173608769	0.057755633	0.0110647454	0.0319937416	0.0788432076	-0.0879331233	-0.0941871989	-0.0211660033	0.196000881	-0.1045304199	-0.1161668464	-0.0450443896	0.1038428045	0.2678628936	-0.0796428792	-0.001029775	0.0254086692	-0.139613901	0.0384208533	-0.1259523728	0.1006271567	-0.1357603229	0.1897446159	-0.0359347875	-0.042973069	-0.0645641329	-0.2199161339	0.0943591635	-0.0068609907	0.1732824711	0.3482203024	0.203471053	0.2142040216	-0.0670222273	-0.036951153	0.1459432408	0.1165920251	-0.0051786247151568	-0.0033887093782425	1.148335125018867e-05	2.681815394043285e-05	0.0552267496715472	0.101679791082489	0.0103387799145786	0.0030499938792837	-0.0824087924278984	-0.0386879414776899	0.0067912090694244	0.0014967568157811	0.0016949889022253	-0.0001259881027731	2.8729873786669275e-06	1.5873002040390392e-08	-0.0005060461708168	-0.0002603388406183	2.560827269983459e-07	6.777631193453267e-08	-5.407131700422467e-05	0.0001737057634153	3.017369224371834e-08	2.923707322571356e-09	0.0	0.0	0.0	0.0	0.0	0.0
