global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
887.8934469320074	n/a	788354.7731048013	n/a	818.3106457022733	n/a	669632.3128696715	n/a	869.15980684926	n/a	755438.7698422429	n/a	922.9422791618812	668.3205971717834	n/a	n/a	n/a	n/a	-0.2183671014	-0.009113447	0.0341856105	-0.2789288751	0.067465299	-0.1191239742	-0.233347373	0.0079440263	0.0431198717	-0.0886165805	0.1870061646	-0.1751103009	0.1766439344	-0.048987332	0.0742604709	-0.0658219473	0.1474649811	-0.1113035948	-0.1105205522	0.0186393054	-0.1377286093	0.1073986247	-0.0078619957	0.1057509294	-0.2270109955	0.0024932192	-0.1450368265	0.1877334654	-0.1334049009	0.1711635875	-0.1109567212	0.1587478276	-0.0811490947	0.0281816548	-0.0317962248	0.3586342149	0.0569549627	-0.1704993339	0.0196585659	0.0998914235	0.07283185	-0.197556448	0.2477287427	-0.1608208329	0.1066623824	-0.2391057288	0.0393861309	-0.1165666833	0.059943568	0.1030820898	-0.2000711063	0.1842346627	-0.1480612495	0.0595998178	-0.1767893722	0.0208468383	-0.0220644986	0.0506339787	-0.1136958679	0.0439841267	-0.3966835183	0.2140018554	-0.0634129392	-0.4698685015	0.0190481983	-0.0814687974	0.0608442177	-0.0739583638	0.0810492783	-0.036657504	-0.1853202801	0.2236660205	-0.1133211972	0.0051832379	-0.1804768948	0.022583347	-0.1074092482	0.3254602994	-0.3095458344	0.1604332174	-0.2286774903	0.0749064992	-0.0963640691	0.1190033804	-0.1710065525	0.0843632269	0.1561451084	0.1560591586	-0.0440158763613993	n/a	0.0019373973718619	n/a	0.0585216664131138	n/a	n/a	0.0034247854397677	-0.0223252619340712	n/a	n/a	0.0004984173204248	-0.0012720343293704	n/a	n/a	1.6180713350968037e-06	0.0016090831032746	n/a	n/a	2.589148433243817e-06	0.0006610231713928	n/a	n/a	4.36951633118195e-07	0.0	0.0	0.0	0.0
889.395815037285	1.5023681052776965	791024.9158058366	2.257109923755696	821.1441170004911	2.833471298217773	674277.6608845162	8.028559597823914	868.9820731026786	-0.1777337465814525	755129.843373829	0.03158928467388	923.424345156998	679.4484470703385	1.492973	20.174759	0.1108479044408429	0.0725889154682067	-0.3546142096	0.1774833483	-0.0328089238	0.008300249	-0.1306341345	0.1333866724	-0.190283148	-0.3303555316	0.1987240854	0.0841583059	0.1655497308	-0.0589202106	0.1798375135	-0.1149421757	0.1245760647	0.1072723515	-0.0230554363	0.0991877774	-0.1179415056	-0.0704427332	-0.2565871802	-0.0917337243	-0.0184122725	-0.0363520677	0.0520044364	-0.1932015943	-0.2845166643	-0.0394315186	-0.273354589	0.0559077523	0.1886196958	-0.0359474481	0.1497193219	0.0371746641	-0.0547158845	0.1477581507	0.1571583153	-0.0536387445	-0.0811741327	-0.0270690177	0.0107158274	-0.3057632186	0.0124331531	-0.4231213475	-0.0237828729	-0.2196977291	-0.0333612046	-0.0645697988	0.171640507	0.1696051415	0.0479591216	-0.1414761674	-0.1924672074	0.1216102609	-0.2092897338	0.0966571872	0.078111054	0.0097355905	0.115063117	-0.0345883207	0.2161106532	-0.1470036796	0.1576338019	-0.4989090137	-0.2857754008	-0.2265504756	0.1020036718	-0.1175270435	0.1205906473	-0.1288545782	-0.003680796	0.0113833799	-0.0995924371	-0.0496329788	-0.0802843047	0.0263283131	0.1879976647	-0.2921556985	0.1198003373	-0.1360242742	0.0703767368	0.0759386342	0.1260272286	-0.3029996093	-0.0224293928	-0.0271456162	0.155915944	0.1551433414	-0.0437745740178741	0.0002413023435252	0.0019162133304463	5.82268209907537e-08	0.0462496550881894	-0.0122720113249244	0.000150602261959	0.0021390305957764	-0.0886130252635695	-0.0662877633294982	0.0043940675672275	0.007852268246362	-0.0010786227120788	0.0001934116172916	3.740805370335238e-08	1.163426955012226e-06	0.0020126704009231	0.0004035872976485	1.628827068232191e-07	4.050842142751953e-06	0.000617085537475	-4.393763391779995e-05	1.9305156742946047e-09	3.8079456056080964e-07	0.0	0.0	0.0	0.0
887.3282784374755	-2.0675365998095003	787351.4737148142	4.27470759155183	820.3921481731326	-0.7519688273584961	673043.2767841271	0.5654571173189118	868.2059690654661	-0.7761040372124626	753781.6047209051	0.6023374765774835	921.8428949941028	686.2244656880697	1.628946	22.012178	0.2368609993100144	0.1105967089069726	-0.2145960356	0.0865095216	-0.0988841545	0.0137578281	-0.2201386314	-0.1869172333	-0.1851244103	-0.1644753415	0.0968067365	0.149536957	-0.062660984	0.2118171071	0.0551568886	0.0217460048	0.1847293882	-0.1330361481	0.0226517975	0.2254158001	0.0135474505	-0.0610472629	-0.0197927157	-0.1613190746	-0.1150611362	0.0266083906	-0.008707337	-0.0397277323	0.1427282698	-0.1193156128	-0.1153654326	0.0864496063	0.1890313027	0.0156710192	-0.115611113	-0.326821014	-0.0792533159	-0.1036892742	0.0193273741	0.0190149297	-0.010388271	-0.1444125286	-0.0355399504	-0.1472798493	-0.0658059801	0.0103291492	-0.1637713684	-0.1865502927	0.1544788768	0.0166114718	0.1363311057	-0.0086997381	-0.3329213921	-0.2146006118	0.2283508271	0.1036083352	0.254839511	-0.063837364	0.1748014529	-0.2365073508	0.1118071462	0.081891312	0.0204573065	-0.2283516775	0.1529136033	-0.1372357703	0.0174290154	-0.1517851691	0.1168899135	0.000856626	0.0067415452	0.0867052517	0.3762306334	0.1733023624	0.2211339315	0.0899068654	0.0293709339	-0.3282240126	0.0664190593	-0.1167603168	0.1440917005	0.0643099055	0.1694177148	-0.2425566993	-0.0268118882	0.2407777612	0.0079712311	-0.2019428653	0.1554579513	0.1533170814	0.0003788355708138	0.0441534095886879	1.4351638971381765e-07	0.0019495235783064	0.0759278543368395	0.0296781992486501	0.0008807955106425	0.0057650390641963	-0.1073350539233359	-0.0187220286597663	0.0003505143571371	0.0115208138007254	0.0002692664543951	0.0013478891664738	1.8168052050977049e-06	7.250442346250848e-08	0.001142173637542	-0.0008704967633811	7.577646150569712e-07	1.3045606182959235e-06	0.0012848468438782	0.0006677613064032	4.459051623293084e-07	1.6508314122237717e-06	1.0	0.0	0.0	0.0
886.9168217952551	-0.4114566422204007	786621.4487833964	0.1692965684272868	820.8043978491495	0.4122496760169269	673719.8595285049	0.1699497953760612	868.641923627031	0.4359545615649267	754538.7914824688	0.1900563797492675	922.6679609245332	667.8760679580948	1.485274	20.070717	0.198164683935955	0.1148610041430864	-0.0720197365	0.0439824801	-0.0289326146	-0.1363688024	0.2065592488	-0.1762644969	-0.1992211292	0.0239608161	0.1035905899	-0.0027621927	-0.3281261152	0.2606069372	0.0543256057	0.1542724836	-0.15683999	-0.0580081701	0.033207043	-0.0773415611	-0.0162708253	-0.1047125017	0.0815009324	-0.0775706671	-0.0825297734	0.0647246092	-0.1475221499	0.0638957426	0.0669844149	-0.0208291391	0.1631600192	0.1211341206	-0.1733725018	0.0622351658	0.0740804661	0.2075469881	-0.1260088998	0.1113628747	-0.0254149712	0.0881277659	0.0370399368	-0.0378747194	-0.0569057022	-0.0621662057	0.0732914155	0.200558832	-0.20952782	0.1018980773	0.1921349514	0.0994381906	-0.0254092967	-0.1655710011	-0.2548314003	-0.0038005328	0.1405478245	-0.0443931516	-0.0512646253	0.1042896436	0.0983492231	-0.1228341744	-0.0109302856	0.1982612925	0.2457913715	0.2764542341	0.043216439	0.0961065734	0.264023874	-0.0831297776	0.0465144984	0.0089133755	-0.1104772191	0.1448930502	0.2537721886	0.1780112555	0.0682883838	-0.0432888103	-0.1620723991	-0.0680857432	0.0430357887	0.044150548	-0.0750671514	-0.1214975221	-0.0861303097	0.1090785189	-0.2774246521	-0.0152438665	-0.1588867184	0.1332268046	0.1547718027	0.1505910958	0.0205303043395304	0.0201514687687166	0.0004214933962737	0.0004060816935365	0.0847821226244605	0.0088542682876209	7.839806690917082e-05	0.007188008316709	-0.0832820259128084	0.0240530280105275	0.0005785481564752	0.0069358958401416	0.0008432402539419	0.0005739737995468	3.294459225661903e-07	7.110541258680001e-07	-0.0010178872921708	-0.0021600609297128	4.6658632200717256e-06	1.0360945395628035e-06	0.0014529304920004	0.0001680836481221	2.8252112766067506e-08	2.1110070145845243e-06	0.0	0.0	0.0	0.0
886.1974670515654	-0.7193547436897916	785345.9506086103	0.5174712472690057	820.1030097340429	-0.7013881151066244	672568.9465748356	0.4919452880128233	870.6857874807704	2.043863853739367	758093.7405210092	4.177379452622337	922.8913046648952	663.9248912117698	1.193406	16.126667	0.1550123535880808	0.0811582509458888	-0.0300580295	0.1323715904	0.0340366656	-0.0613121378	-0.0867257017	-0.1112513288	-0.1648711121	-0.0133692033	0.0534307461	-0.0244702267	-0.1936249961	0.1014787521	-0.0558487881	-0.223995131	0.0499419736	-0.0037958835	-0.1088049901	-0.2066954453	-0.2376930554	-0.074209193	0.1677211429	0.0883307514	0.1608680073	-0.0631107677	-0.1043967834	-0.0146954787	0.0750876828	-0.2822137897	-0.0126802447	0.069173527	-0.1076307939	0.0115188206	0.1315403763	0.1078294523	0.0369081207	-0.1375065523	0.1623554623	-0.1119501084	-0.0678506441	0.1517937284	0.0125262501	-0.0826120294	0.1138672059	0.132749095	-0.0594740486	0.0343445028	0.0867004089	0.0977911958	0.223386979	-0.214389918	0.010375251	0.0885626263	0.0911729742	0.0069585198	0.0478665704	-0.0464178016	-0.1602113449	0.1923461137	-0.0443483752	-0.1130977848	-0.0670968598	-0.0201272568	-0.0319089353	0.0226979634	0.1523327134	-0.0323605717	0.0784122831	-0.0528203629	-0.0507323524	0.1118922099	0.1021361302	0.0875745343	-0.0380863125	-0.0945338786	0.0175608262	0.0627770766	-0.1742775357	0.1468774733	-0.0152334872	-0.1055548796	0.1180527189	0.0966374244	0.1732584266	-0.0943951795	0.1121374746	-0.0763601113	0.1538585052	0.1469813818	0.0162455575162425	-0.0042847468232878	0.0002639181390135	1.835905533967574e-05	0.0503856329752494	-0.0343964896492111	0.0011831185001882	0.0025387120103165	-0.0368589438932218	0.0464230820195865	0.0021551025441972	0.0013585817449236	1.4901316481795738e-05	-0.0008283389374601	6.861453953125346e-07	2.220492328906373e-10	-0.0006329912220399	0.0003848960701309	1.4814498480221075e-07	4.00677887179566e-07	0.0012680047976715	-0.0001849256943289	3.419751242302575e-08	1.6078361669179417e-06	0.0	0.0	0.0	0.0
884.2362733469735	-1.961193704591892	781873.7871025435	3.8462807469308697	814.8471851792447	-5.25582455479821	663975.9351945382	27.6236917508198	867.6039651014016	-3.08182237936876	752736.6402596742	9.49762917797812	920.1765463307814	664.8239684249415	1.198726	16.198557	0.1324515471305221	0.0753296514823096	-0.0476374145	-0.0037091871	0.054437208	0.1773094611	-0.0341738483	-0.2393431932	0.0399722477	0.1205157548	-0.1041481708	-0.1715829905	-0.058743876	0.1376949255	-0.2540732735	-0.161978246	0.2027790614	0.0187326968	-0.0142863976	0.1665494936	0.0046647163	-0.077881179	0.3336135415	-0.0086664342	-0.2055455527	-0.1208766849	-0.0757654946	-0.0526769142	-0.1532340668	-0.0860190034	0.0593803629	-0.0648878626	-0.1057772247	0.0013806589	0.0897899934	-0.0664138286	-0.249516635	-0.0640689572	-0.1886270149	-0.0915414293	0.0025962591	0.0934399113	0.0981537283	0.0588927394	-0.0004776971	0.2569379039	-0.0917771042	-0.090492227	0.0078490752	0.1794214248	0.0933907687	0.0683041508	0.206005381	-0.0317446423	0.0126343631	0.2142312933	0.0187929932	0.3207028479	-0.1306359795	0.1109070679	-0.0382097783	0.0912820218	0.0883299516	-0.0778461749	-0.0047466437	0.0951769134	0.1171072957	-0.1203702705	0.1814698312	0.1637099232	-0.0671461017	-0.0021419113	0.1671762914	0.0068225995	-0.2254057424	-0.0288145765	0.0840810491	0.1434422705	-0.1707224796	-0.1625875998	0.1388610383	0.0552624297	0.005681895	0.0491343783	-0.0034367369	0.107521949	0.0703260184	0.1978159167	0.152719399	0.1425091225	-0.0023515999241539	-0.0185971574403964	5.530022203280628e-06	0.0003458542648628	0.0389701823028758	-0.0114154506723736	0.0001303125140533	0.0015186751087193	-0.0543573341660987	-0.0174983902728768	0.0003061936621419	0.0029547197776449	0.0011961154310743	0.0011812141145925	1.3952667845125536e-06	1.4306921244540583e-06	-0.0001897872492091	0.0004432039728308	1.964297615330045e-07	3.6019199962357026e-08	0.0011936119101973	-7.439288747419998e-05	5.53430170674898e-09	1.4247093921648473e-06	0.0	0.0	0.0	0.0
881.2134428366156	-3.022830510357835	776537.1318359612	9.13750429435021	812.6256548415782	-2.2215303376664224	660360.4549067039	4.935197041172288	867.3788889684886	-0.2250761329130455	752346.1370282096	0.0506592656070909	918.6946139609588	665.0064439376196	1.326029	17.918819	0.0980971932473178	0.047815066204981	0.1497807719	-0.0901908522	-0.1268542036	0.1099012786	-0.1704763924	-0.0668689548	0.1844700829	0.0697123685	-0.0914116493	-0.1083286118	-0.0832057267	-0.0749220144	-0.0575960102	-0.0691047276	0.0277759507	0.019847926	0.1572847193	0.1096537534	0.0371742137	0.2078751186	0.2210242603	-0.0003516007	-0.0495607174	-0.0643637737	-0.0192232225	0.0331808677	0.074610653	0.174494546	0.0355307154	-0.1663611395	0.2160091161	0.0850074896	-0.0364034364	0.137097247	0.0467349963	0.0040613858	0.0311786111	0.0341414116	-0.0769524426	-0.1333553182	0.0830555915	0.1655991911	-0.095062278	0.1370806039	0.1520249669	-0.142640605	0.0312728261	0.0797267215	-0.0318070621	0.029145362	-0.0601446434	-0.0342674435	0.0382111875	0.0244188989	-0.1170675822	0.1079445409	0.0787211513	0.166534109	-0.016649266	0.062462874	0.1019178966	0.0249109345	-0.0183064231	0.1372678969	-0.0345186748	-0.1508034493	0.0799062637	0.1846063329	-0.0573407657	0.0995842004	-0.1372174055	0.0769792397	-0.172623684	0.0126462549	0.0825461568	0.0147489703	0.0110481926	0.0010803659	0.1465756887	-0.0887472718	-0.0245673733	0.114099702	0.0773254051	0.1216020707	0.0703963247	-0.0356470044	0.1513561561	0.1372005631	-0.0082275693381745	-0.0058759694140205	6.769289721446917e-05	3.452701655450558e-05	0.0707002240251597	0.0317300417222839	0.0010067955476978	0.0049985216772077	-0.0201329293475254	0.0342244048185732	0.0011713098851855	0.0004053348441124	0.0013898046121809	0.0001936891811066	3.751549887774535e-08	1.931556860039302e-06	-0.0005116781805247	-0.0003218909313156	1.0361377166322433e-07	2.618145604250675e-07	0.0011838564767707	-9.755433426599912e-06	9.516848134082289e-11	1.401516157591935e-06	0.0	0.0	0.0	0.0
880.5284460720889	-0.6849967645267725	775330.3443421274	0.4692205674121466	811.5199192401975	-1.1057356013807291	658564.5793236167	1.2226512201608033	865.729087878685	-1.6498010898035318	749486.85359926	2.721843635916921	918.278936073482	649.3916608926022	1.256719	16.982218	0.1366900370734222	0.0592477254250266	0.1913591779	0.0620613083	0.1290299859	0.1126547822	-0.006311051	0.0596471242	0.1689425492	0.1029394702	-0.0587354385	-0.0968616736	0.0849623591	0.1510582276	0.0486812806	-0.1533155153	-0.0833130724	0.074574384	-0.0550550418	0.038639676	0.2039605344	-0.0781109948	0.1892448021	-0.0815038585	-0.0863231793	-0.2776428002	-0.0568991867	-0.0640811091	0.0262234512	-0.1915791812	0.0774141392	0.0944381798	0.1799504243	-0.1510285333	-0.0193119794	0.0742138823	0.0377576057	0.0603847583	-0.0438147542	-0.050464114	-0.0904411682	-0.0672387824	0.0204580226	0.1588274653	-0.1179641118	0.1865097115	-0.0486722597	-0.1633804	0.05012397	-0.0660170011	-0.032229011	-0.0650661143	0.0572461025	-0.2830000617	0.0214256083	-0.0232146914	-0.129532478	0.0139732469	-0.0657744406	0.0704694205	-0.0679748794	0.0803018512	-0.0707583159	-0.0716436306	0.0510127075	0.1349021268	0.0366929798	-0.2100415123	0.0176212507	0.1177996491	-0.0269419174	0.1265865245	0.0788812905	-0.1650226008	-0.1440322642	0.0762671408	0.1008340929	0.0525061981	0.1785229162	-0.0082082519	-0.0014162085	0.0669930267	-0.0598114492	-0.0185856675	-0.0737734051	0.0548366974	-0.090823982	0.0255699277	0.1497707771	0.1310868562	0.0039755010844402	0.0122030704226147	1.5804608872385205e-05	0.0001489149277392	0.1011449167661027	0.0304446927409429	0.0009268793160904	0.0102302941876218	-0.06141242617295	-0.0412794968254246	0.0017039968581602	0.003771486088448	0.0009405768367276	-0.0004492277754533	2.0180559423872058e-07	8.846847857884984e-07	-0.0001108470992481	0.0004008310812766	1.6066555571736834e-07	1.2287079411718132e-08	0.0013890531617296	0.0002051966849589	4.210567951812209e-08	1.929468686110998e-06	0.0	0.0	0.0	0.0
880.1572563950305	-0.3711896770583962	774676.7959848273	0.1377817763547164	810.9029876132344	-0.6169316269631508	657563.6553200693	0.3806046323474003	867.0983971555261	1.3693092768410224	751859.6303496824	1.875007895642884	918.6468297068424	647.303735398885	1.359706	18.373903	0.1475603838878892	0.0818453794826319	0.1689617978	-0.2782709476	0.0181546819	0.1769683763	0.0048091803	0.1020625587	0.2801703549	0.0621129515	0.0019222132	0.0268044087	-0.0499787581	0.0299072996	0.08319711	-0.0011309091	0.0383159214	-0.0568094846	0.0376127909	0.0809442354	0.0993698835	0.1584273811	0.0014898768	0.0775128447	-0.0332092486	0.1053597129	0.3725230804	0.1072742643	-0.0036114793	-0.1209314385	0.0820922372	0.1585000368	0.0605932071	0.010040397	-0.0773649588	0.0972609362	0.022945624	-0.0017682698	-0.0122389023	-0.2116288762	-0.0983220471	0.0876373944	0.0899996828	0.2231819071	-0.126750659	0.0921217426	0.0381318595	0.1553585582	0.1013759422	-0.0107024138	0.1265351839	0.0844274001	0.0550531958	0.0134994018	0.0104829258	-0.0938082208	-0.1199574737	-0.1441183737	0.208884997	-0.0096640993	0.1020536308	-0.1323547112	-0.011823594	0.1003959975	-0.0504970926	0.2785849699	-0.066419336	-0.1370038518	0.170825405	-0.0783819593	0.0711736603	-0.0090017627	-0.15400722	-0.1180772845	0.0673526918	0.1612397533	-0.018356732	-0.1922738278	0.0319442266	0.186841914	-0.0906284433	-0.2392404937	-0.0997962665	0.0250540496	-1.68613e-05	-0.0445101535	0.0922076924	0.0595300501	0.1479655889	0.1242038795	0.0322337474882914	0.0282582464038512	0.0010390144771389	0.0007985284898207	0.101505618520008	0.0003607017539053	1.301057552703627e-07	0.0103033905911293	0.0058342158290827	0.0672466420020327	0.0045221108605495	3.403807434031914e-05	0.0009557255426765	1.5148705948900016e-05	2.2948329192623876e-10	9.134113129242904e-07	-0.000889222749991	-0.0007783756507429	6.05868653669433e-07	7.907170991015566e-07	0.0016294246795998	0.0002403715178701	5.777846660322384e-08	2.655024786488911e-06	0.0	0.0	0.0	0.0
879.9282371119259	-0.2290192831045487	774273.7024669017	0.0524498320337214	811.768841543863	0.8658539306286457	658968.6521014654	0.7497030291850756	866.336814143943	-0.7615830115830704	750539.4755410769	0.5800086835319391	918.1302158055069	645.1488254214778	1.403965	18.971983	0.1249790903503281	0.0742401155131944	0.3153367481	0.0554922412	-0.0969021736	0.0338233116	0.1107142302	-0.0417834791	0.2463924665	0.0965547287	0.0803728148	0.0009011913	0.0552881539	0.1282527041	-0.0111392189	0.1567419915	-0.2066083291	-0.0850101771	0.0026809593	-0.0062518298	0.2139544248	0.1294632476	0.0861697295	-0.0553059396	0.2777378119	0.1047269033	-0.0100630214	0.0031204703	-0.0175715243	-0.0750131366	-0.0031963907	-0.0010569246	0.0322668207	0.105693705	0.0386903748	-0.0912975317	0.0117436038	-0.0201303225	-0.0878718388	0.1403275028	0.0945038483	-0.001357694	0.1460424728	0.2465890573	-0.1502421543	-0.0646766967	-0.0610281873	-0.0001804732	-0.0623598608	-0.2007629822	0.075831283	-0.0453378929	0.0157761786	0.1250333602	-0.0215807721	-0.086434027	-0.0408158921	0.1043321283	-0.0282359996	-0.0164848394	-0.0143096532	0.0312255904	-0.0449278906	0.0249677693	-0.1117475472	0.1658188133	-0.0929161096	-0.2140781935	-0.1294338873	-0.1671523791	0.0143250223	0.0462462074	-0.0721477263	-0.0157404162	0.0385993855	0.0942236577	0.0611352691	0.1022993508	-0.0761091773	-0.0219424834	-0.1483236638	0.1065378828	-0.1820856711	-0.0686632995	0.0525534874	0.057203377	0.0386364213	-0.0795434462	0.1459432408	0.1165920251	0.0232740513500715	-0.0089596961382199	0.0005416814662457	8.02761548892326e-05	0.0976456832095777	-0.0038599353104303	1.4899100600706668e-05	0.0095346794494652	0.0498212681328453	0.0439870523037626	0.0019348607703739	0.0024821587583648	8.6956956470994e-05	-0.0008687685862055	7.547588563775138e-07	7.561512278698346e-09	-0.0006799408589077	0.0002092818910833	4.379890993540224e-08	4.623195716121409e-07	0.0013440270249303	-0.0002853976546695	8.145182129085116e-08	1.8064086437429933e-06	0.0	0.0	0.0	0.0
