global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
825.0639187214313	n/a	680730.4699759645	n/a	876.6605610640153	n/a	768533.739325074	n/a	778.2500276013627	n/a	n/a	605673.1054615219	789.9025774666433	633.1342740682326	n/a	n/a	n/a	n/a	-0.0111874661	-0.0669203659	-0.1338385692	0.1515587473	0.0067583849	-0.0118914729	0.2334090392	-0.1070347073	0.0857477224	0.0710880907	-0.0494798688	0.1352367127	-0.0023484819	0.079391722	-0.2614299457	0.1133357979	0.0114115703	-0.090322459	0.0609132171	-0.0711774073	0.1081913814	-0.1279067823	0.0473486609	0.0891027356	-0.0046978606	0.1051079354	-0.0112580981	0.0570372767	-0.2435336715	0.1097668841	-0.0692963798	-0.0637321962	0.0364104231	-0.1266901947	0.0316056674	-0.0909991873	0.0901855229	-0.2877604365	0.026179483	-0.1068757653	0.1206145666	-0.1202319757	0.0177594054	-0.1308022982	-0.046114201	0.0844460461	-0.0917965446	0.1140247388	-0.1043519714	0.0665179301	-0.0325435607	0.1344473332	-0.0666334621	0.1443009702	-0.1251451135	0.0767390734	-0.1572583258	0.1561451084	0.1560591586	0.0603631475427306	n/a	0.0036437095812654	n/a	0.0006779643671706	n/a	4.5963568315303213e-07	n/a	-0.0679883313107154	n/a	0.0046224131944156	n/a	0.0014400106438821	n/a	n/a	2.07363065449374e-06	-0.0030920092564239	n/a	9.56052124181108e-06	n/a	4.226876710197898e-06	n/a	n/a	1.7866486723213405e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.9694967692698	-3.094421952161497	675633.8536191266	9.575447218018969	862.8365643128105	-13.823996751204731	744486.9367151349	191.10288617731896	777.7838495390572	-0.4661780623055165	0.217321985774926	604947.7166037947	788.7528980269415	619.2660100350531	1.087479	17.87402	0.0820472465116775	0.0412591044835849	-0.0449519557	-0.0136740373	-0.1000294551	0.034970105	-0.1115335982	0.0535008781	0.1302252845	-0.0769166625	-0.0348614202	-0.0250104923	0.0501575078	0.1978576038	-0.0418324931	-0.0397143281	-0.1807810484	-0.0334087808	-0.0200750141	0.0354658147	-0.0606261095	-0.1385277953	0.1226649059	-0.0712096462	-0.023583734	0.0408589979	-0.144806824	0.1159846385	-0.0309594049	0.1549659533	-0.1872480274	-0.0032269764	0.1758977742	-0.0427959661	-0.0784527004	-0.1229398776	0.082843024	-0.120023243	0.0635614879	-0.2611653814	-0.0115408835	-0.0725456342	0.0284050061	0.0097463682	-0.2002378267	-0.0967134345	-0.0834227773	0.016384681	-0.0478035451	0.0407066409	0.0296250474	0.0354308823	-0.0284993338	-0.0494428993	0.0219944577	0.0840054141	0.120987783	0.0143921006	0.0844960173	0.155915944	0.1551433414	0.0462518224729393	-0.0141113250697913	0.0021392310820682	0.0001991294952253	0.0007841994916901	0.0001062351245194	6.149688427670111e-07	1.128590168167366e-08	-0.0760842446330372	-0.0080959133223218	0.0057888122813798	6.554381252254768e-05	0.0018581376523741	0.000418127008492	1.74830195230469e-07	3.452675535170332e-06	-0.0026027706486173	0.0004892386078066	6.77441504930372e-06	2.393544153685403e-07	-0.0002830829668921	-0.0002873098436022	8.25469462307769e-08	8.01359661444338e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.3876313492414	0.4181345799715927	676321.4161962157	0.1748365269680203	853.3908624649048	-9.445701847905752	728275.964138594	89.22128339953015	778.419402542217	0.6355530031597709	0.4039276198254038	605936.766254182	788.6453547674172	615.5389008741075	1.070708	17.598358	0.0654853572779357	0.0374514257925635	-0.0500264865	0.0090177752	-0.0010117193	-0.0747596168	-0.1128941381	0.0022878628	0.0057522993	-0.0398476468	-0.1173762325	-0.1447186198	-0.0022094778	0.0729508514	0.1014042566	-0.0896748132	-0.0824541104	-0.0293070539	-0.0105295009	0.1346969703	-0.0583985345	0.0561733676	-0.0381131984	0.0018369109	-0.1194186445	-0.0967952898	-0.0667171806	-0.0957782271	0.0522161866	0.1719995092	-0.0684682867	-0.0334105169	0.0693125242	0.0016968456	-0.0483447552	-0.1079593158	0.0795585405	-0.1504455076	-0.0084674376	-0.1470812866	0.0558950389	0.0033610264	-0.2041461432	0.1064373117	-0.0188914565	-0.0397118527	-0.1280513267	-0.0240146598	0.0331188433	0.1325311591	-0.0110586485	-0.0797709435	-0.0518163429	-0.1164952855	0.0510521052	-0.0594874165	0.0747764028	0.0295475099	0.1888842637	0.1554579513	0.1533170814	0.0431098587279734	-0.0031419637449658	0.0018584599195458	9.871936174680137e-06	0.004784051506661	0.0039998520149708	2.2887148818385383e-05	1.5998816141666766e-05	-0.0473165918706683	0.0287676527623689	0.0022388598662553	0.0008275778454562	0.0015939037094062	-0.0002642339429678	6.98195766163634e-08	2.540529034858844e-06	-0.0027803528816805	-0.0001775822330632	7.730362146669061e-06	3.1535449499712743e-08	-0.0004327845659736	-0.0001497015990814	2.2410568767558158e-08	1.873024805449573e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.1671691045808	-0.2204622446605526	675958.8539534403	0.0486036013207693	853.4637631955354	0.0729007306306357	728400.395087885	0.0053145165264805	778.3761392133874	-0.0432633288295392	0.0018717156214128	605869.4140967387	788.4195619047358	609.5962563302407	1.009909	16.599054	0.1547263099179371	0.0945807468979069	-0.0705160878	0.0147368509	-0.0331322178	-0.0701709996	0.0141498934	-0.0883178285	-0.1415617405	-0.0487591303	-0.0912600802	-0.0332156435	-0.0942425889	0.0309018251	0.1708881361	0.1513445826	0.0372522231	0.0681306263	0.1410060373	0.0385466544	-0.0931120552	0.1810465661	0.0254888509	-0.0150640701	-0.10713573	-0.0430234138	0.0516210352	-0.0311556903	0.1812757802	0.0383211269	-0.0183181848	0.2220582531	0.0061100895	0.0197870053	0.0411141339	-0.101592195	0.0604918674	0.0063375034	-0.0408728344	-0.1538976427	-0.0588396083	0.0989408462	-0.0889542275	-0.0909157776	0.1734563957	-0.0206860116	-0.1212656386	-0.0441259747	-0.070076926	0.0946247238	-0.1118808453	-0.0515595571	0.0181501751	-0.084614801	-0.0141449014	0.0545350526	-0.067423225	-0.1191222173	-0.1199952612	0.1547718027	0.1505910958	0.0458201178239647	0.0027102590959913	0.002099483197402	7.345504367403605e-06	1.0295916723634946e-06	-0.0047830219149886	1.0600590118002576e-12	2.287729863926156e-05	0.0277357599290439	0.0750523517997122	0.0007692723788415	0.0056328555106677	0.0007707873905985	-0.0008231163188077	6.775204742875392e-07	5.941132015056447e-07	-0.0024160711916565	0.000364281690024	5.837400003152459e-06	1.3270114968674186e-07	-0.0001765690326604	0.0002562155333132	6.56463995109675e-08	3.1176623294629403e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.1585204854007	0.9913513808198786	677589.9498477138	0.98277756025348	852.9675992468129	-0.4961639487224829	727553.7253648717	0.2461786640118866	779.0668934633401	0.6907542499526471	0.477141433827644	606945.2244906193	788.49491076523	611.3755784253771	0.951837	15.644569	0.0183473802017361	0.010469365698641	-0.0478491213	0.0777719983	0.0476498901	-0.1061086848	0.0554005572	0.00537844	-0.0024621821	-0.0039514907	-0.0460300331	0.0378743129	-0.0985759961	0.0717843529	-0.0678164987	0.0920162889	-0.0280915474	-0.0989620641	0.0889610957	0.2167628391	-0.0556346605	0.0990751499	-0.0800621312	0.035340773	-0.0619083306	0.0067782666	0.1076351011	0.1187561801	0.0263007588	-0.0362375268	-0.0500313004	-0.0381302143	0.0899832284	0.1054976873	-0.119585182	-0.0753798016	0.0499148311	0.0258892247	-0.0996826466	-0.16543529	-0.157685728	0.0671308361	-0.0347237063	0.0607380618	-0.0658092829	0.0351230654	-0.097049235	-0.0854052835	-0.0158810087	0.0555337152	0.0205343918	0.1177291181	0.0436879941	-0.2060940791	-0.0355563282	-0.0623964887	-0.044718207	-0.2202185015	0.0528941811	0.1538585052	0.1469813818	0.0459328180688487	0.0001127002448839	0.0021098237757459	1.2701345196912517e-08	0.0023679966454892	0.0023669670538168	5.607408113048105e-06	5.602533033854356e-06	0.0356741846530042	0.0079384247239602	0.0012726474506566	6.301858709798412e-05	0.0007708763060607	8.891546219994604e-08	7.905959418230031e-15	5.9425027924579e-07	-0.002498036579136	-8.196538747950012e-05	6.2401867507014885e-06	6.718324744664596e-09	-0.0001000375720206	7.65314606398e-05	5.857064467661257e-09	1.0007515815776732e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.6995687242104	1.541048238809708	680129.3786538986	2.374829674338503	854.0686494993126	1.1010502524997037	729433.2580575797	1.2123116585296612	779.9881748697478	0.9212814064077292	0.8487594297926037	608381.5529366403	790.1048379848066	631.7834602598588	1.061706	17.450407	0.1115101738648189	0.0634758626193851	-0.0037587893	0.0098589158	0.0911223763	-0.1133147785	0.0657876981	-0.0412280706	0.0219297629	0.0187599381	-0.0210336839	-0.0730413927	-0.0723253175	0.0143587654	0.0187332952	-0.1583607464	-0.0716713522	-0.2020389202	-0.0362217451	0.1090360259	0.0054835799	0.1625989856	0.0190241814	0.0496135294	-0.0364312791	-0.0325700843	0.0939535991	-0.0883335215	-0.0645516195	0.1099529621	-0.0579219432	-0.2208007686	-0.0179784118	0.1201787763	0.0395627387	-0.0600479716	0.0225303838	-0.0661766509	-0.0498454002	-0.0949997011	0.0003786143	-0.0257062531	-0.1993514699	0.1186999564	-0.0019523491	0.0712214355	-0.0585078974	-0.0311137232	0.0127757319	0.0891150414	0.0205207117	-0.0840429882	0.0521902957	-0.0007733459	0.0876631248	-0.1273178094	-0.016386248	-0.0502961784	0.2254076063	0.152719399	0.1425091225	0.0293006394433774	-0.0166321786254712	0.0008585274717908	0.0002766293658295	0.0124486012187219	0.0100806045732327	0.0001549676723027	0.0001016185885618	-0.0186600268939258	-0.0543342115469299	0.000348196603682	0.0029522065444265	0.0007706886431561	-1.876629045999365e-07	3.5217365762884885e-14	5.939609846897906e-07	-0.0020881183851548	0.0004099181939812	4.3602383904214894e-06	1.6803292575680874e-07	-0.0002991952975185	-0.0001991577254979	3.9663799625496895e-08	8.951782605718375e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.120739143028	-1.57882958118239	677527.7512073647	2.4927028464165613	855.7040597459544	1.6354102466417544	732229.4378657079	2.674566674820844	779.4373048189351	-0.5508700508127049	0.3034578128823921	607522.5121434055	789.4845702667808	621.7074863784305	1.109332	18.2332	0.0220999997676849	0.0133783436970003	-0.0355959825	0.0376101015	-0.0385188232	-0.0182748987	0.099119632	-0.1101261418	-0.1070816311	-0.0315143507	0.0253961153	0.0554552342	-0.1991361128	0.0213160847	0.095025784	0.025704642	0.0198787685	-0.0101659453	0.0653173194	-0.0965585964	0.0914536124	0.2035959087	0.0739132433	-0.0363948345	-0.0041075774	0.0383797944	0.1853427364	-0.0307648185	0.036145042	0.0473436303	-0.0086192359	0.1119385104	-0.0298588305	-0.0356033879	0.1402003702	-0.0642762229	-0.03498602	0.0028461861	-0.0874143597	-0.105445183	-0.0965174677	0.0781964646	-0.0679394055	-0.0855800213	0.1710778827	0.0053036225	-0.0823095107	-0.1463803733	-0.007590259	0.0393451177	-0.0296954478	0.0280628135	0.1886359323	-0.0292554068	-0.0668485358	0.0122262728	-0.0486746128	0.0360790361	-0.0853958119	0.1513561561	0.1372005631	0.029214001755335	-8.663768804240135e-05	0.0008534578985607	7.506088989332454e-09	0.0136578571705427	0.0012092559518208	0.0001865370624909	1.4622999570140295e-06	-0.0109700601759641	0.0076899667179617	0.0001203422202642	5.913558812335866e-05	0.0007699632108131	-7.254323430000821e-07	5.262520842705888e-13	5.928433460056182e-07	-0.0021476975290495	-5.957914389470012e-05	4.612604676285328e-06	3.549674387225382e-09	-0.000501173509478	-0.0002019782119594	4.079519810635671e-08	2.5117488660249494e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.563029326024	0.4422901829959755	678256.0632726575	0.1956206059746135	859.9524995969689	4.248439851014496	739518.3015630748	18.04924116768807	778.7476050889027	-0.6896997300324301	0.475685717606807	606447.8324317015	789.2778269564168	620.0370031060263	0.981768	16.136526	0.1299357032854793	0.0662939299458553	-0.0312918107	0.1230598645	-0.0231439412	-0.0311307299	0.0822019256	-0.0047529842	-0.0085399125	-0.0246932411	-0.0254888056	0.0660894397	-0.0489767875	0.0599684257	-0.0953521132	0.1177902562	-0.00667191	-0.1126586524	0.1125306912	-0.0606507882	-0.1720872338	0.0492212296	-0.1065128064	-0.0176113042	-0.0275888231	0.0304791918	0.0957026928	0.151555915	-0.0204374566	-0.0704018326	-0.0200036189	0.0271343274	0.1096108124	0.1459275115	0.0573198457	-0.033321531	-0.0128462731	0.0146861762	-0.0477688644	-0.0864160987	-0.1297140625	0.1172943808	0.1090406	-0.0254914087	-0.0661434784	0.0753478087	0.0400366077	-0.158117404	0.0024023986	-0.1066562173	-0.0198993877	-0.0158900177	0.177148266	0.0085173904	0.0066964634	-0.0182418092	-0.0478178866	0.0909872375	-0.0203479067	0.1497707771	0.1310868562	0.0124082917518819	-0.0168057100034531	0.0001539657041998	0.0002824318887201	0.0308931184540739	0.0172352612835312	0.0009543847678174	0.0002970542315115	-0.0109162972215841	5.376295437999924e-05	0.0001191655450299	2.8904552636658795e-09	-0.0002211352975688	-0.0009910985083818	9.822762533168268e-07	4.890081983084172e-08	-0.0015479788989254	0.0005997186301241	2.3962386715182938e-06	3.5966243531792706e-07	-0.0001751712671017	0.0003260022423762	1.0627746203437581e-07	3.0684972818015125e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.8748645836001	1.3118352575761492	680418.5422218126	1.7209117430198817	854.0883460044861	-5.864153592482808	729466.9027806787	34.38829735622902	778.6332164985174	-0.1143885903852606	0.0130847496103269	606269.6858348271	788.9352817492538	627.6600429480994	1.041282	17.114714	0.1834480484554846	0.0880592121564492	-0.0059574151	0.1170223085	0.0652931512	-0.1118024178	-0.0244289315	0.0451197211	0.0314555441	0.0148374559	-0.1657747447	-0.039669725	0.028959184	-0.0592439162	-0.1279476585	0.0058611105	-0.0100278608	-0.0711130398	0.0300562359	0.1528290712	0.0101651661	-0.0353719826	0.0671044093	0.0633319622	-0.1329688129	-0.0533724191	-0.0045072268	0.0065654697	-0.0946299597	-0.0702858928	0.0214522887	-0.09407519	0.0669456161	0.1098895207	-0.1576532507	-0.0127649677	-0.1011254006	-0.0371121208	-0.0639552922	0.0635899922	-0.017704787	-0.0100018865	0.0261518706	0.1418616283	-0.1305565254	0.1218584489	0.022881626	-0.1052919612	0.0581905588	-0.0122834357	0.0283198639	-0.0879135713	-0.0700209774	0.1244723302	-0.1152120419	0.1157128684	-0.0013843871	0.0349660935	-0.0430973398	0.1479655889	0.1242038795	-0.0108192425147137	-0.0232275342665956	0.0001170560085921	0.0005395183481058	-9.117269961222974e-05	-0.0309842911536861	8.312461154581877e-09	0.0009600262982963	-0.060843655335347	-0.0499273581137628	0.0037019503945664	0.0024927410882199	0.0002648726504158	0.0004860079479846	2.3620372550420165e-07	7.01575209382906e-08	-0.0006595508033491	0.0008884280955763	4.3500726219844325e-07	7.893044810093313e-07	-0.0003869125219696	-0.0002117412548678	4.483435901303297e-08	1.497012996568762e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827.7110193265219	2.8361547429217357	685105.5315145499	8.043773725797454	854.1933621530948	0.1050161486086835	729646.2999464081	0.0110283914686011	778.6824233207857	0.0492068222682746	0.0024213113577415	606346.3163887312	788.3099890776788	640.7298387453328	1.056452	17.364044	0.1055908892855256	0.051699147989902	0.050190924	0.1136776344	0.0909789771	-0.1125673642	-0.0332455003	-0.0749298492	-0.0239520625	0.0376241279	-0.2120941529	-0.0796075316	-0.0278778794	-0.1266231086	-0.0950802657	-0.0375900387	0.0371258934	0.172399958	-0.1082125809	0.0292659514	-0.171709729	0.0355968135	0.1633817529	0.0987029554	-0.1620745113	-0.0986613856	-0.0158982724	-0.1102429737	-0.1033963258	-0.0698227444	0.0490248398	0.0464874172	-0.0687231526	-0.1715685909	-0.1107561472	0.0525816905	-0.1355258138	-0.0761724752	-0.0512043364	0.1170553905	0.1017823749	-0.0207749951	-0.0040078162	0.0941536136	0.1180741018	0.0009020702	0.1483765198	-0.0671629899	-0.0389759195	-0.0378565835	-0.0142838215	0.084805176	0.0352280628	0.01735089	-0.0111702337	-0.1175337957	0.1880863865	-0.0141286682	0.093133719	0.1459432408	0.1165920251	-0.0441659676690449	-0.0333467251543312	0.0019506327001431	0.0011120040785185	-0.0001020544841452	-1.0881784532970263e-05	1.0415117734142878e-08	1.184132346219909e-10	-0.0850241267480385	-0.0241804714126915	0.0072291021292665	0.0005846951977399	0.0006034773555021	0.0003386047050863	1.1465314630658025e-07	3.6418491860380804e-07	-0.0001920698405124	0.0004674809628366	3.6890823634458775e-08	2.1853845061472806e-07	-0.0002319419712132	0.0001549705507563	2.4015871601741943e-08	5.3797078010264895e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
