global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
824.7538237592591	n/a	680218.8698055191	n/a	885.8720617294312	n/a	784769.3097527531	n/a	779.2046530909187	n/a	n/a	607159.891398539	788.4649682254153	655.9458367773827	n/a	n/a	n/a	n/a	-0.0276928955	0.0284322101	-0.0623916033	0.1032433754	-0.1296882164	0.2385221777	-0.1938922249	0.0237392494	-0.0186557726	0.079195438	-0.0337079714	-0.0603654189	0.0415141544	-0.1247818766	0.1469146679	-0.0174724092	0.1301201254	0.015064483	-0.0624474814	0.0928343802	-0.0100663678	0.1297957599	-0.1782380213	0.1943565518	-0.0380956906	0.0217189924	-0.033620861	-0.1161484729	0.1603536647	-0.0576764708	-0.0528224851	-0.0526864602	0.0388866385	-0.162986583	0.1036012616	-0.1255898651	0.1561394683	0.0178814536	-0.2318451641	0.1096174137	-0.131550427	0.2001859792	-0.0044079082	0.0331088482	-0.2771359948	-0.0268028118	-0.0546377627	0.1073477133	-0.1497594972	0.0208052548	-0.0308911979	0.2086929933	-0.0193384747	0.0014968515	0.2488045828	-0.2495799085	0.114301566	-0.08203925	0.2112221558	-0.1025473355	0.061080012	-0.2171725081	0.0655082629	-0.0889275005	0.1373650852	-0.0500596934	0.0054626154	0.1643631769	-0.0411623925	0.1561451084	0.1560591586	-0.0670640518349898	n/a	0.0044975870485261	n/a	0.0540799246116279	n/a	0.0029246382459993	n/a	-0.0998401831816266	n/a	0.0099680621777407	n/a	-2.3235719481130042e-12	n/a	n/a	5.3989865980576616e-24	0.0002509999277606	n/a	6.300096373582642e-08	n/a	-3.4283401088323227e-11	n/a	n/a	1.1753515901828425e-21	0.0	0.0	0.0
824.6175384884579	-0.1362852708012951	679994.0847827633	0.0185736750373823	863.8180766304334	-22.053985098997718	746181.6695135013	486.3782587468132	779.5153470237783	0.3106939328596354	0.0965307199157876	607644.1762456015	787.2449682753326	643.234430820384	1.208255	17.843288	0.0917148903043643	0.0446903525451526	-0.0316577207	0.0755515479	0.0049366689	-0.0464844132	0.0554531118	-0.1634634363	-0.0632227329	-0.1217465663	0.1943243734	-0.0005282157	0.0453339386	0.0223827608	-0.0633153656	0.1657558322	0.0365130815	-0.0504011196	0.1041327866	0.2129429685	-0.1146720602	0.0032253242	-0.1159257965	0.0871812783	-0.0390158866	-0.0758385568	-0.218898203	-0.0725093219	-0.1539222386	-0.0335935579	0.0442020398	0.051336403	0.0406275561	0.1448716029	-0.0975408596	0.0750868992	0.0443772496	-0.1787564129	-0.1145689059	0.0753195754	-0.2191116123	-0.0224846386	-0.1580286088	-0.0982061207	-0.124115713	-0.0726747845	-0.168572957	-0.1530427031	-0.0075778088	-0.0106469433	-0.0149718154	-0.1394495984	-0.0039485389	0.1244650914	0.1556714157	-0.1560809883	0.1919967478	-0.3299981793	-0.0543861197	0.3157559807	-0.0362766557	-0.0433684088	0.1216728492	-0.1680749364	0.1138525518	-0.0041523635	-0.0362400778	-0.049371152	-0.1757737868	0.089693208	-0.1718939962	0.155915944	0.1551433414	-0.0513496915719855	0.0157143602630043	0.002636790824538	0.0002469411184754	0.0812157524859742	0.0271358278743462	0.006595998451863	0.0007363531544261	-0.0921812910774093	0.0076588921042173	0.008497390424698	5.865862826404213e-05	-0.0004340321913924	-0.0004340321890688	1.8838394114787893e-07	1.8838394316488897e-07	0.0005149723842463	0.0002639724564856	2.651965565363189e-07	6.968145778309476e-08	0.000126111521418	0.0001261115557014	1.5904124481427588e-08	1.5904115834362673e-08	0.0	0.0	0.0
825.175312229538	0.5577737410801547	680914.2959131155	0.3111115462385514	873.073520620664	9.25544399023056	762257.3724089611	85.66324345629499	780.1604102217912	0.6450631980128492	0.4161065294305642	608650.2656774335	788.720182442931	660.337910222669	1.331046	19.656633	0.1318539972463178	0.0729229908212651	-0.0992918169	0.1016275113	0.0196713537	0.1689071473	0.0029483983	-0.0737521243	-0.1388467246	-0.2748133275	0.0015868281	-0.1239292853	0.1132410343	0.0316531056	-0.0493576668	0.0404600748	-0.1583437224	-0.0425009444	0.144032348	0.178083315	-0.0810629147	0.0610231309	-0.0187761256	0.1049885592	0.0121892144	-0.0317186968	0.0379821749	-0.282643232	-0.1449090265	0.1430029197	-0.0772010319	0.0880989943	0.0087723589	0.0324795535	-0.0050255921	0.1658362381	0.003273357	-0.3508449479	0.0087361835	0.0851105907	-0.082815598	-0.0624855394	-0.0094402176	0.0826092945	-0.0423924963	-0.0351582495	0.1636501442	0.1456819064	-0.084217561	0.0251953293	0.0659518277	-0.2025989231	-0.0334030887	0.0386154157	-0.0776663183	0.0300807141	0.2678892832	-0.0035960849	-0.001728577	0.1199260431	0.108572779	0.126977403	-0.339045963	0.1773479237	-0.0954709505	-0.1273034196	0.0085960453	-0.0847477044	-0.2440701372	-0.052916892	0.1057461697	0.1554579513	0.1533170814	-0.0577923705052825	-0.006442678933297	0.0033399580886198	4.150811183754901e-05	0.0217085915738408	-0.0595071609121333	0.0004712629481198	0.0035411021998225	-0.1218803352717543	-0.029699044194345	0.0148548161259552	0.0008820332260576	-0.0001180001638869	0.0003160320275055	9.98762424092371e-08	1.3924038677335261e-08	0.0002329998625114	-0.0002819725217349	5.428893593033131e-08	7.950850301353864e-08	1.3806527550997729e-08	-0.0001260977148904	1.590063370059296e-08	1.9062020301645931e-16	0.0	0.0	0.0
820.1510214812621	-5.0242907482759165	672647.6980367576	25.24349752321097	868.5572291314602	-4.516291489203809	754391.6602765198	20.39688881545476	777.694110558017	-2.46629966377418	6.082634031532633	604808.1295966251	786.221507722649	642.2181564594837	1.458255	21.53524	0.1035019608161394	0.0611626554527494	0.1131553216	-0.0031480131	0.165364635	0.1010276936	-0.1371689477	-0.1174437217	0.1341381494	0.091754307	-0.0525739123	-0.0380266624	-0.150583376	0.1136814185	-0.1052695098	-0.1906018229	0.0455544722	0.0600589549	0.1231506612	0.0417642837	-0.1171561445	0.0802686835	0.0896811488	0.1127826544	0.1285666533	0.2205007015	0.0850738926	-0.1649397184	-0.0218313612	-0.0445477742	0.0482015548	-0.1035864122	0.1807154502	-0.0407580479	0.1528224264	-0.1625099982	-0.0157495929	-0.1119639249	-0.101577341	0.1050675707	0.0038551743	-0.0605248802	-0.0636705532	0.1523393348	-0.1013732596	-0.0476675749	0.0415827886	-0.0131797105	-0.0659000054	0.0570036256	0.0682804111	0.2118947202	-0.167568828	0.1770278161	-0.0566536493	0.0422998028	0.145418196	-0.0487263255	-0.0584208074	-0.0358045881	-0.0280895521	-0.0727775003	-0.0471958789	0.1382759066	-0.0205862489	-0.1414539874	0.1329630496	-0.0964521744	-0.0713848955	-0.0820231006	0.142921503	0.1547718027	0.1505910958	-0.064831175343329	-0.0070388048380464	0.0042030812963974	4.954477354810676e-05	0.0040710024597672	-0.0176375891140736	1.6573061027430592e-05	0.0003110845497568	-0.0636054781497961	0.0582748571219582	0.0040456568506641	0.0033959589725846	-1.2208964463077216e-12	0.000118000162666	1.39240383892033e-08	1.4905881326068232e-24	0.0005260000705793	0.0002930002080679	2.7667607424942856e-07	8.58491219278327e-08	-1.7579768318940004e-11	-1.3824107319316669e-08	1.911059431759847e-16	3.0904825414760665e-22	0.0	0.0	0.0
818.9223271568635	-1.2286943243985888	670633.777916013	1.5096897428093046	864.9127333760262	-3.644495755434036	748074.0363559889	13.282349311376706	777.626779768771	-0.0673307892459433	0.0045334351804816	604703.4086135487	785.7475194654501	631.3941184984031	1.254241	18.522402	0.0598955940768015	0.0339152241248027	0.195147175	-0.0538797963	-0.1365881946	-0.0855470548	-0.0963473952	-0.0502900153	0.1158776362	0.006837808	0.2241214888	-0.0851886154	-0.1362965709	0.0544022285	0.1615558119	0.0471798558	0.1376830054	0.0658859469	-0.0263481733	0.1256689594	0.0871670946	-0.032345513	-0.1021804794	-0.0255826373	0.1384313577	-0.0686708052	0.0314448589	-0.0087804781	-0.2207927744	-0.1487417534	-0.0778907981	-0.1028513035	0.0424627855	0.0098894934	-0.209297698	-0.118634211	-0.0624074396	-0.0468774132	-0.101879595	-0.074900978	-0.0312528177	-0.1646447361	0.0311137636	-0.0817427335	0.1583233229	-0.0644699452	-0.0982985189	-0.1207670877	0.1666830581	0.0214344511	-0.128425503	0.0472217953	-0.1726782994	-0.0403348719	0.132747348	-0.0280863609	0.0677007216	0.0756964728	0.0080083404	0.102514189	-0.0026452161	0.1922723127	0.0706686631	0.0088066882	0.2282067816	-0.1207692202	-0.1597997133	0.0276425163	0.078147557	0.0519235028	0.1097611083	0.1538585052	0.1469813818	-0.0707919021211296	-0.0059607267778006	0.0050114934059275	3.553026371958913e-05	0.0251003432590266	0.0210293407992594	0.0006300272317209	0.0004422331744513	-0.0637103676925079	-0.0001048895427118	0.0040590109515145	1.1001816170291136e-08	-0.0002370001298996	-0.0002370001286787	5.616906099372204e-08	5.6169061572427276e-08	0.0001070001516854	-0.0004189999188938	1.1449032460698609e-08	1.7556093203309478e-07	1.2673988222490972e-08	1.2691567990809913e-08	1.6107589806535075e-16	1.6062997746383986e-16	0.0	0.0	0.0
821.3456585584676	2.4233314016040595	674608.6908328427	5.872535082000296	862.9415613810221	-1.971171995004056	744668.1383587163	3.8855190338882704	779.5784958807415	1.951716111970427	3.80919578172496	607742.6312396792	787.4993218971451	637.0469659795152	1.199918	17.720163	0.0589546328652626	0.0294323905946815	-0.0011630625	0.1507014335	-0.0500760205	-0.1746570969	0.1712260429	-0.0274786664	0.0843136675	-0.056344685	0.1046420982	0.0131843718	0.1439596801	0.1177369711	-0.0111423544	0.1313931584	0.007373596	-0.0564240606	0.0921003522	-0.0318028004	0.1191575625	0.080475503	0.014117521	-0.0805907621	-0.0165235772	0.147061039	-0.071524298	0.1023002586	0.081176769	0.0982936406	-0.0262970903	0.1597356995	0.0621721656	0.0224569232	-0.1406226098	0.0787294829	0.0216284966	-0.0471877658	0.0978930589	-0.0542197631	0.1023161057	-0.0006212321	0.0051509017	-0.0390131915	0.0282007551	-0.0485054142	0.0368710115	-0.0715159022	-0.0521492936	-0.0183715262	-0.0150877449	-0.1976891871	-0.1750232926	-0.079090065	0.0636910273	0.1463966833	-0.0224643053	0.1111730782	0.1536033328	-0.0019513752	0.0041053698	0.1988622469	0.0534647253	0.129001607	0.0582451772	-0.013785657	-0.020806381	-0.0057135812	0.1273324759	0.0811424261	0.0405656678	0.152719399	0.1425091225	-0.0724316832819482	-0.0016397811608186	0.0052463487430564	2.6888822553756e-06	0.028352475358929	0.0032521320999024	0.0008038628589786	1.0576363195215597e-05	-0.0859763760284266	-0.0222660083359187	0.0073919372349814	0.0004957751272152	-0.0006109887595439	-0.0003739886296443	1.398674951032214e-07	3.733072642889937e-07	0.0002930226672963	0.0001860225156109	8.586228354943815e-08	3.4604376314207544e-08	-7.591040612903643e-05	-7.592308011725892e-05	5.764314094491717e-09	5.762389758675252e-09	0.0	0.0	0.0
823.5317106765932	2.1860521181256445	678204.4784899161	4.778823863161617	868.9790533383688	6.037491957346674	755124.5951408476	36.451309135025774	779.7273058180841	0.1488099373426621	0.022144397451927	607974.6714383281	787.118953526153	649.3511392376947	1.280731	18.913597	0.0551266025932348	0.0257648162820154	0.0066992428	-0.1291122339	0.1248399362	-0.1617919099	0.0052805287	-0.1168512463	0.011738518	-0.1151969222	-0.1324058732	-0.0446406012	-0.0463115826	-0.0209668228	-0.0778984173	0.0429624276	-0.2075024608	0.0561281458	0.1340457654	0.008299931	-0.1231368634	0.0041502854	0.049600241	-0.065720422	0.078012861	-0.0396228108	0.131812488	0.0756522713	0.0448044124	0.098724871	0.0218471253	-0.0333419926	0.0229377219	0.0067845372	0.0926784897	0.1850759656	-0.1292082378	-0.069318647	-0.0998396413	0.1502353164	0.1301867174	0.0626786243	-0.0010265835	-0.0380994512	-0.0058470875	-0.0801614714	0.2638845879	0.0890815286	0.0967469925	0.0522793485	0.1934305628	-0.0583876212	-0.1552187234	0.112664485	0.1694015237	0.1457837021	-0.0393655613	0.0010635514	0.1568079254	-0.1170046155	-0.0588261755	0.0184386469	-0.0541168019	0.0914451279	-0.1525625266	0.0926437004	-0.0615898712	-0.0332537616	-0.1037530934	-0.1068264829	-0.0201487244	0.1513561561	0.1372005631	-0.0807266937493125	-0.0082950104673643	0.0065167990836952	6.88071986536834e-05	0.0195605632926145	-0.0087919120663144	0.0003826156363243	7.729771778180646e-05	-0.0942692028280305	-0.0082928267996039	0.0088866826018323	6.877097632822867e-05	-0.0002779998436029	0.000332988915941	1.1088161813956237e-07	7.728391304323687e-08	0.000106999802848	-0.0001860228644483	1.1448957809510872e-08	3.46045060975506e-08	1.4878680706161433e-08	7.592528480974259e-05	5.764648873440529e-09	2.2137513955590047e-16	0.0	0.0	0.0
823.3773844105962	-0.1543262659970423	677950.3171588347	0.0238165963765898	869.0380374590555	0.0589841206867731	755227.1105506868	0.0034791264931918	779.2728386181313	-0.4544671999527736	0.2065404358329143	607266.1570079601	786.937984333251	654.8878110926202	1.087107	16.05419	0.0634832232055016	0.032822742722708	-0.0556038577	-0.1061742593	-0.1380246994	-0.123575159	0.0192672487	0.1735826892	0.0290631157	0.0341613052	-0.0990778114	-0.1032938092	-0.0346893794	-0.1110872506	0.1675367083	-0.0891495794	0.0555855863	0.0519671493	-0.112378267	0.0418634413	-0.1324682935	-0.0200007898	0.2105156286	-0.2801521748	0.0600978664	-0.0991698558	0.0936313213	0.0976269277	0.0501722807	0.0435281146	0.0217185581	-0.0513312499	-0.1371892813	-0.1199749944	-0.0030882248	-0.1048652822	-0.0726354437	0.0698872638	-0.1669540601	0.0207182711	0.2169632951	0.2334470479	-0.0495806919	-0.1222144129	0.1607375483	-0.1275430936	0.0096974589	0.1512836624	0.0566563762	0.1436924326	-0.0882807795	-0.01844247	-0.0379072579	0.0503846349	0.207512885	-0.021817273	-0.0299190156	0.1389730129	-0.0546685645	-0.1460205482	0.0740702038	-0.1436264982	0.0734795963	0.0969354679	-0.0263618572	0.0742012223	0.1013123453	0.0572738426	0.0817787533	-0.0536611641	0.099777309	0.1497707771	0.1310868562	-0.0740061487864807	0.0067205449628318	0.0054769100582067	4.5165724597444e-05	-0.0013865297487001	-0.0209470930413146	1.9224647440303626e-06	0.0004387807068814	-0.1056340671771067	-0.0113648643490762	0.0111585561483774	0.0001291601416729	8.160320787118846e-13	0.0002779998444189	7.728391349695045e-08	6.659083534868395e-25	0.0003179995088451	0.0002109997059971	1.0112368762572485e-07	4.4520875930862655e-08	1.2051158541000822e-11	-1.4866629547620432e-08	2.2101667410618088e-16	1.4523042218033706e-22	0.0	0.0	0.0
823.361132851118	-0.016251559478178	677923.5550898764	0.0002641131854727	863.4635832508405	-5.574454208215002	745569.3596003812	31.074539719485944	779.1471328223312	-0.1257057958001723	0.0158019470977546	607070.2545852594	787.5740443346668	655.4608407324934	1.230744	18.1754	0.0815772394711349	0.0380309413144451	-0.0969846432	0.1013012217	0.0947339941	-0.0530705465	0.1289614018	-0.0513132662	0.0715326406	0.0931582845	-0.0625659162	0.0678117436	0.049949264	0.0877041451	-0.0625887073	-0.1817807106	0.0191375876	0.0384986045	-0.1546776268	0.1036983023	0.0367022372	0.0077269055	-0.0245196649	-0.1497654818	0.0129814538	0.2043835171	-0.1809077822	0.0311577496	0.0276270577	-0.0393342498	-0.0624353153	0.0959715228	0.0908934117	-0.0394291393	0.1365304872	-0.0927326394	0.0435045733	0.0368820408	-0.0820841701	-0.2176908416	-0.0392778664	0.0302412359	-0.1203553055	-0.0483751584	0.1422656071	-0.097196964	-0.0198552917	0.0052920974	-0.2061166405	0.0980045165	0.0351031474	0.0427305602	-0.0928546215	0.0199492517	0.054651998	-0.0512130457	-0.0583965939	0.1828347086	-0.0144983121	0.082297336	0.0546016913	-0.1610218257	0.1135012347	-0.080684228	-0.154121208	-0.0090855316	-0.0192067862	-0.0023081958	0.1447553939	-0.0336687667	-0.0044693334	0.1479655889	0.1242038795	-0.0678345967854596	0.006171552001021	0.0046015325210458	3.808805410130751e-05	0.0110230065294842	0.0124095362781842	0.000121506672949	0.0001539965906395	-0.0827942061141158	0.0228398610629909	0.0068548805660666	0.0005216592533767	-0.0001570889321051	-0.0001570889329211	2.467693284629993e-08	2.467693258992072e-08	0.0007139805100064	0.0003959810011612	5.09768168668999e-07	1.5680095328070547e-07	0.0002500558805475	0.0002500558684963	6.252793736945962e-08	6.252794339638558e-08	0.0	0.0	0.0
822.2427470877518	-1.1183857633661771	676083.1351384126	1.250786715700147	867.3386957645416	3.875112513701083	752276.413170536	15.016496993842727	778.8242781466286	-0.3228546757026151	0.1042351416230408	606567.2562306171	786.9311336588239	648.6487423308353	1.25556	18.54188	0.033378810612062	0.0194944678048188	0.0629391627	-0.1701121929	0.1099110128	-0.1397248437	-0.1472181945	-0.084799217	0.1109043743	0.1497599385	0.0480162097	-0.0381751105	-0.1422538693	0.0077634202	-0.0739281455	-0.0005956787	0.0693424818	0.1460160923	-0.0079808541	-0.1217029513	0.1065415152	-0.0395205107	0.1094152036	0.1810696159	0.0799224735	0.0545416582	-0.0476498573	0.1582264423	0.1654879141	0.092481514	0.0719270945	-0.130499676	0.079390665	0.089698739	0.030322608	-0.1009317595	-0.1197048172	0.0759633679	0.0861066571	-0.0579738579	0.096102537	-0.0426073199	-0.1107380149	0.0721836754	-0.0984112566	0.1349343805	-0.0682878097	-0.1106538714	0.0866290901	0.1130088188	0.0918848608	0.1445556802	-0.0762447089	-0.0211791845	0.0594368683	0.0869401505	-0.0689734116	0.0939807005	0.051759313	-0.1471307912	0.0587733663	-0.0945023728	0.0861250229	0.0423249831	-0.1222523703	-0.0804746404	-0.0264114004	0.094239446	0.0269511603	0.0274263906	-0.0985266782	0.1459432408	0.1165920251	-0.0678336415089972	9.552764623915744e-07	0.0046014029203711	9.12553119599361e-13	0.0223168117707643	0.01129380524128	0.0004980400876117	0.0001275500368279	-0.0813935821434626	0.0014006239706532	0.0066249152141445	1.961747507168337e-06	-6.047608302301485e-05	9.661284908208516e-05	9.33404260775776e-09	3.6573566178065843e-09	0.0007140017390028	2.1228996399972822e-08	5.097984832990225e-07	4.506702881500589e-16	-6.697856384734155e-05	-0.0003170344443948	1.0051083893274589e-07	4.486128015052408e-09	0.0	0.0	0.0
