global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
818.6390113140601	n/a	670169.8308452618	n/a	868.1634346008301	n/a	753707.7491779098	n/a	777.5101348470052	n/a	n/a	604522.0097898083	787.5977427917119	639.349728093206	n/a	n/a	n/a	n/a	-0.1272272945	-0.0614424387	-0.1429594455	0.088575204	-0.2479478106	0.171890306	-0.216137006	0.1304015669	-0.0945831432	0.0537502956	-0.1333039116	0.121769293	-0.1559970391	0.046789794	-0.0553566357	0.0286487711	-0.1074011343	0.0617720859	-0.1496808788	0.0052568304	-0.1580239615	0.1173700297	-0.1187864517	0.2512850259	-0.014602791	0.017011486	-0.065497237	0.109424575	-0.1936651566	-0.0526475391	0.1790525149	-0.0330250164	0.01823343	-0.1164693206	0.0136088821	-0.0206205034	0.2028890762	0.0052440419	-0.0742826496	0.0353462922	-0.2877890342	0.0569836993	-0.0943122452	-0.0217214677	0.2005139424	-0.0583633557	0.089891791	-0.0160868488	0.0126230349	-0.0382554958	0.1243424737	-0.1422092617	0.0117386274	0.025047236	-0.1114310115	0.0157933014	-0.0698811733	0.1093707364	-0.1515356086	0.1455114806	-0.0717643325	0.1196212409	-0.0275274845	0.0345855216	-0.1654540136	-0.0517624188	0.0722921897	0.1561451084	0.1560591586	-9.091247932246916e-07	n/a	8.265078896558383e-13	n/a	-0.0008252448602377	n/a	6.81029079348741e-07	n/a	0.0441802913585434	n/a	0.0019518981445257	n/a	0.0006919997144604	n/a	n/a	4.788636048132752e-07	-1.4741230391912552e-07	n/a	2.173038734674463e-14	n/a	-0.000425999754155	n/a	n/a	1.8147579054012047e-07	0.0	0.0	0.0	0.0	0.0
818.0335926356383	-0.6054186784217563	669178.9586803695	0.366531776181946	850.6013403815192	-17.562094219310893	723522.6402588371	308.4271533679531	778.8709122721355	1.360777425130209	1.8517152007440012	606639.8979836286	786.8240834298218	631.7269488503937	1.249491	18.894785	0.0818118994061731	0.0401950086158542	-0.0003685818	0.1815126026	-0.0954721784	0.0243073925	0.0941438374	-0.0469904018	0.034077898	0.1276931683	-0.0531394278	0.1539739315	-0.0022837052	-0.0850335835	0.0236037731	0.0637009181	-0.1239689528	-0.0075806137	-0.1307400447	-0.0300968334	0.0195647014	-0.0076384678	-0.0804132775	-0.1616687116	0.0545289569	0.1613927986	0.0429548575	0.1622690882	-0.0528196821	0.0491238056	0.0303820109	0.1078748846	0.0099257308	0.007433939	-0.1008624479	-0.1654748807	0.0556317139	0.0700135108	0.0931535972	0.009768281	-0.1132773046	0.1323293753	0.0120352364	0.1116761635	-0.0418761813	0.0657109031	0.1019818995	0.1156007876	-0.0899077848	-0.0291873181	-0.105264742	-0.1177916814	0.1063862421	-0.1463592226	-0.0185765284	0.0734180476	-0.0037846064	-0.1440819679	-0.033233792	0.0653019648	-0.0383012086	0.0900851298	0.1716626792	0.1593911424	0.0516898572	0.0411314769	-0.0306544605	-0.0865159954	0.0279052543	0.155915944	0.1551433414	0.0169430315289531	0.0169439406537463	0.000287066317391	0.0002870971248776	0.0231779820877022	0.0240032269479399	0.0005372188536578	0.0005761549039143	0.0441923976200513	1.2106261507903449e-05	0.0019529680074087	1.4656156769774467e-10	0.0003959388541499	-0.0002960608603105	8.765203300779341e-08	1.5676757622553577e-07	-0.0003990602779559	-0.0003989128656519	1.5924910544224017e-07	1.5913147438267537e-07	-0.0003039209692579	0.000122078784897	1.4903229721952404e-08	9.236795555466141e-08	0.0	0.0	0.0	0.0	0.0
819.1124423223536	1.0788496867152162	670945.193167291	1.1639166465255202	849.7491558590451	-0.85218452247409	722073.6278831598	0.7262184603443929	779.5213237304688	0.6504114583333376	0.4230350651312989	607653.4941505024	787.3270491425102	635.2480563480532	1.129955	17.087172	0.0346826015752345	0.0219620580476601	-0.0762157935	0.0004349956	0.117869101	0.057440017	0.0068247336	-0.1274584347	0.0784500029	-0.0227001527	0.0356959892	-0.0462821358	-0.0238535704	-0.0118290675	0.0428834257	0.0951536962	0.021322673	-0.1577742959	0.0865124603	-0.1732138191	-0.0820792545	-0.0058708636	0.0769959918	0.0456246645	0.0425994183	-0.0579636593	0.0227324476	0.0956746452	-0.219380898	-0.1513352071	-0.0123785729	0.0568851238	-0.073712626	0.0771942085	-0.0810478316	0.1564550521	0.0965409845	0.2010538114	0.0222669262	-0.0477214197	0.0332022819	-0.0761738923	0.0208087194	-0.0079606872	-0.0050190853	0.1167592007	0.0100993697	-0.060368981	-0.012555924	0.1707726353	-0.0920011236	-0.0547089451	-0.0099366208	-0.0468590279	-0.0365771091	0.0349635308	0.0357572352	-0.0044656472	0.0430242113	0.167859502	0.0540086423	-0.0192389249	-0.0447839501	0.0260511661	0.069636738	0.1678262961	0.1227258375	-0.1388428344	0.1282533071	0.1554579513	0.1533170814	0.0190888742486379	0.0021458427196848	0.0003643851200803	4.604640977624259e-06	0.0186428152900788	-0.0045351667976233	0.0003475545619399	2.0567737882265663e-05	0.0442203184535827	2.7920833531397404e-05	0.0019554365641362	7.795729450880055e-10	0.0007819039867724	0.0003859651326225	1.4896908360030405e-07	6.113738445305736e-07	-0.0004511663471369	-5.210606918099997e-05	2.0355107278885374e-07	2.7150424454951542e-09	-0.0004253231919423	-0.0001214022226844	1.4738499672712646e-08	1.808998176039866e-07	0.0	0.0	0.0	0.0	0.0
821.3379864314661	2.225544109112548	674596.0879552952	4.953046581605563	853.5295154468433	3.780359587798216	728512.6337389231	14.2911186130579	780.2754173990885	0.7540936686197028	0.5686572610523222	608829.7269973218	787.6921536372258	639.7449945272167	1.089766	16.479429	0.0659154238807004	0.0332108976181841	0.0825313039	0.0267633206	-0.0578193463	-0.0591277693	0.172414033	0.1421087171	0.1318771962	0.0130473253	-0.027978319	-0.0181612641	0.1446958482	-0.0345918096	-0.038060967	-0.1480408005	0.0182147699	-0.1848021908	-0.0507557097	-0.1037306022	-0.1187711541	0.0441469553	-0.0772956369	0.0862531565	-0.081786287	-0.0283628652	-0.0506836558	0.0457361924	-0.0832893291	-0.0646545527	0.1685267164	-0.0501495343	-0.0962767088	-0.1359905773	-0.0509771904	0.0395871604	0.1095217587	0.123923097	0.0307717737	0.0638499965	-0.0048192989	0.055356281	-0.1905033881	-0.0845841118	-0.0909809757	0.1533682957	-0.0311548135	-0.0602065782	-0.0117142887	-0.0600535274	-0.098610502	-0.0256031249	0.0363216009	0.0614918398	-0.0195299098	0.1763468162	-0.0881101097	-0.0627022144	-0.0446685704	0.0723518576	-0.1292033429	-0.0366806617	-0.0615641464	-0.0964690632	-0.1257461793	0.0931637324	0.1305936586	0.0978863744	-0.1198983743	0.1547718027	0.1505910958	0.0380088958823705	0.0189200216337325	0.0014446761661968	0.0003579672186209	0.0084287815600703	-0.0102140337300085	7.104435858738114e-05	0.0001043264850377	0.0193441997598284	-0.0248761186937543	0.0003741980643481	0.0006188212812657	0.0005439040622665	-0.0002379999245059	5.664396406481412e-08	2.958316289500007e-07	-0.0004511157690816	5.0578055299998436e-08	2.0350543711408344e-07	2.558139677929699e-15	-0.0004253776858452	-5.449390290000657e-08	2.9695854532753448e-15	1.809461756150177e-07	0.0	0.0	0.0	0.0	0.0
823.0953635275647	1.757377096098594	677485.9774605739	3.088374257891927	852.8773700611011	-0.6521453857421875	727399.8083623404	0.4252936041448265	779.9843575032552	-0.2910598958333139	0.0847158629624995	608375.5979497657	787.6406802792521	657.6675114019894	1.021295	15.444013	0.0879157817674851	0.044067146446694	0.0960276813	-0.0528016293	0.1620584944	0.0482664526	0.0651528259	0.0110760872	0.0847228405	-0.2132626849	0.0589770133	0.0329899266	0.0313753239	0.0180252047	0.134272855	0.0624202887	0.0816989827	-0.1299129197	0.0258190601	-0.0629531017	-0.154771322	0.0782476042	0.1141510662	0.0686188369	0.0803158772	0.0472105665	0.0265097941	-0.1009559258	-0.0480980681	0.0662097658	0.0493750121	-0.0073125983	-0.1291219048	0.0916576037	0.0310555364	0.129187479	0.0229893357	0.1696525126	0.0434250704	0.1435304476	-0.0046313345	-0.0382558347	0.0785047841	-0.0620695904	0.0548615685	0.1438927678	-0.0254947262	-0.0270675865	-0.0646513715	0.1203876361	-0.0756011994	0.0522342917	0.0246158258	0.093809368	0.0382431274	0.0014948997	0.0327480004	-0.0225285719	-0.0034743239	0.1726684503	0.0154674251	-0.0031072123	-0.0878425584	-0.0593499055	-0.1443076781	-0.0020086885	0.1086682623	-0.0743605063	0.0440110619	0.1538585052	0.1469813818	0.0023000570136559	-0.0357088388687146	5.2902622660676975e-06	0.0012751211733518	0.0299323498196315	0.0215035682595612	0.0008959455657247	0.0004624034478936	0.0068869444028791	-0.0124572553569493	4.743000320834776e-05	0.0001551832110282	0.000423421361839	-0.0001204827004275	1.451608110230271e-08	1.792856496615934e-07	-0.000554060534504	-0.0001029447654223	3.069830758948581e-07	1.059762472787296e-08	-0.0002838827660499	0.0001414949197953	2.0020812327878385e-08	8.058942486014226e-08	0.0	0.0	0.0	0.0	0.0
821.9742506721503	-1.121112855414367	675641.668768043	1.2568940345753554	854.8637690363704	1.9863989752692528	730792.0636110689	3.9457808889507393	780.0406057128906	0.0562482096354415	0.0031638610871925	608463.3465609333	787.7145675794612	645.6893742030031	1.040411	15.733082	0.0474788213624633	0.0215809449931606	0.0811416203	-0.0185768551	-0.0308993814	-0.0331273299	0.0717414085	0.1765947053	0.1449213829	-0.1169657643	0.0304285572	0.0044019878	0.0554718468	0.0708125536	0.0571224524	-0.1732341167	0.0990532284	-0.0593598345	-0.0009068822	-0.0891804481	-0.0371452881	0.0173264312	-0.0943432685	-0.0012053932	0.0281768895	0.2542896897	0.0714008817	0.1288757506	-0.0771582219	0.0609230596	0.0670899921	-0.1335990893	-0.1731983402	-0.1179228192	0.0313467155	0.0389759596	-0.0167272688	0.0568496992	0.0079076056	-0.0264338471	-0.0186005701	0.0723339437	-0.0749721137	0.0391935297	0.1000143333	0.162151829	-0.0971809134	-0.0960860014	0.0088703717	-0.0584059738	-0.0299324699	0.0013481933	0.0934824997	0.1134388707	0.0098034038	0.1111923419	-0.0398664823	-0.1464707954	-0.0269953453	0.0370107238	-0.2583926439	0.0018826399	-0.2287287167	-0.1712257978	-0.0276933496	-0.0096837276	-0.0298795327	0.0467867058	-0.132239283	0.152719399	0.1425091225	0.0137800130017922	0.0114799559881363	0.0001898887583295	0.0001317893894895	0.0189109718808566	-0.0110213779387748	0.0003576248574785	0.0001214707716693	0.0192637962255162	0.012376851822637	0.0003710938450182	0.0001531864610395	0.0004159037249376	-7.517636901400017e-06	5.6514864581291247e-11	1.7297590841697085e-07	-0.0004510882273023	0.0001029723072016	2.034805888107315e-07	1.0603296050441268e-08	-0.0004254055342051	-0.0001415227681551	2.0028693906310485e-08	1.809698685323265e-07	0.0	0.0	0.0	0.0	0.0
822.1385207598951	0.1642700877447396	675911.7473172684	0.0269846617276644	860.5592719825538	5.69550294618341	740562.2605951431	32.43875380998391	779.7889398600261	-0.2516658528645621	0.0633357014980474	608070.7907280234	788.4146794990675	649.9465456461445	1.232478	18.637526	0.0408789780291838	0.0289934225020605	-0.0031405891	-0.0774363012	0.1447291038	0.0218491869	-0.1293128501	0.0355377778	0.003532485	-0.1538411492	0.0592040999	-0.0479552642	-0.0171448465	0.0323347076	0.0820165828	0.138236451	0.1809845977	0.059313508	0.0045168977	-0.0039191276	0.016801138	0.0937665714	-0.016602709	-0.1723735055	0.0680941919	-0.0984870557	0.1273437003	-0.2083999784	0.0159339928	0.3314677744	-0.0539244611	-0.0233833088	-0.024584348	0.1070105261	0.198159031	0.0470343276	-0.005861485	-0.0193034829	0.0993006413	-0.0729712388	-0.149749106	0.0736991751	0.2067630298	-0.0697387274	-0.213884274	0.0872828625	0.0220523758	-0.0152768695	0.0060077831	0.1016261242	0.1447264229	0.0316030851	0.001735391	0.1204237259	0.0704138006	-0.0389241077	0.020374194	0.0902182402	-0.0104618077	0.1393135579	-0.0016310715	0.0856577552	0.1248974672	-0.0288434957	-0.1215742731	-0.1290362562	0.0386570169	0.0529110253	-0.1412232433	0.1513561561	0.1372005631	0.0204710105929564	0.0066909975911642	0.0004190622746969	4.476944876496512e-05	-0.0084650438293891	-0.0273760157102457	7.165696703347846e-05	0.0007494462361676	0.0124518314977422	-0.0068119647277739	0.0001550481076481	4.640286345243709e-05	0.0004159037249376	0.0	0.0	1.7297590841697085e-07	-0.0004510882273023	0.0	2.034805888107315e-07	0.0	-0.0004254055342051	0.0	0.0	1.809698685323265e-07	0.0	0.0	0.0	0.0	0.0
818.027719713666	-4.110801046229085	669169.3502199401	16.89868524167814	861.3888592488057	0.8295872662519059	741990.7668379588	0.6882150323273106	778.7076159667969	-1.0813238932291824	1.1692613620683163	606385.5511646924	787.3913874428653	636.8508958732725	1.352847	20.457739	0.0878248580874234	0.048892907414872	-0.1323287871	-0.0464777926	-0.1872561621	-0.021899339	-0.1616393891	0.1163976347	-0.1273326594	0.018114179	-0.0080754461	-0.0668234934	-0.0913506979	0.1254363755	-0.1611669669	0.0900116642	-0.0753746125	0.1357323752	-0.1013660265	0.0214207291	-0.0124152349	-0.0242165349	-0.114655829	0.1165375626	0.0548112288	0.0131433822	0.0898670667	0.037712539	0.0400827671	-0.1025476526	-0.1467026442	-0.1080445706	0.1551548868	-0.0566446384	0.0331269219	-0.0879906646	-0.0766790296	0.0918206964	0.1063673338	-0.1775582133	-0.0415552922	-0.1886282369	-0.0068305468	0.0313689445	-0.0544780967	-0.0522840392	0.2115328918	-0.0272886846	0.1349398307	-0.1173061344	0.0332546855	-0.0607958877	-0.0204401332	-0.1128447084	0.0686216296	-0.0661157872	-0.102599627	0.1566256793	0.1592407669	0.050745544	-0.1061601516	0.1074504243	-0.0480140827	-0.064360489	0.0118176001	0.0162648668	-0.142315359	-0.0697941891	0.0978545895	0.1497707771	0.1310868562	0.0401573699372903	0.0196863593443339	0.0016126143602803	0.0003875527442342	-0.0065915207686231	0.0018735230607659	4.344814604318966e-05	3.510088659221998e-06	0.0547562895544757	0.0423044580567335	0.0029982512457735	0.0017896671714739	0.0008949047119992	0.0004790009870616	2.2944194560598718e-07	8.008544435583712e-07	-0.0004511905073125	-1.022800101999565e-07	2.0357287388891109e-07	1.0461200486503206e-14	-0.0004252984487651	1.0708543999996857e-07	1.1467291459986871e-14	1.808787705220004e-07	0.0	0.0	0.0	0.0	0.0
817.0720485064561	-0.955671207209889	667606.7324505366	0.9133074562900064	850.9080089878391	-10.480850260966577	724044.4397596485	109.84822219280316	778.8146146647135	0.1069986979166515	0.0114487213558588	606552.2040153462	787.317665799835	628.0526801379159	1.30977	19.80633	0.0367662600739403	0.0206659538702643	-0.0300693401	0.2350169016	-0.0823581402	-0.0292200206	0.0523483448	-0.0684294205	0.0117844723	0.1665888612	-0.07274448	0.1144183366	-0.0220861486	-0.1527246329	-0.0061849623	0.0329572622	-0.1833732719	0.0335066412	-0.0975269368	-0.0530819167	-0.0259270108	0.0731526558	0.093026241	-0.1286907148	-0.0437432574	-0.0050553487	0.0498862856	0.061358876	0.1612530548	-0.0233454688	0.0218793304	0.124907978	0.0528596306	-0.0144066697	-0.089305697	-0.1976059207	-0.000658808	0.0519195485	0.0240552362	0.0948482618	-0.0694997377	0.0829229062	0.0606246601	0.0420043989	-0.0974085081	0.0017577359	0.1061176745	0.1478275479	-0.0966178216	-0.079071494	-0.0875996778	-0.1513189681	-0.0384783313	-0.151813745	-0.0104359675	0.1033168237	0.0300143123	0.0593247571	0.1110011691	-0.0237348519	-0.0209506626	0.0133827682	0.1574056314	0.0490350644	0.0788207495	0.025460692	-0.0389286161	-0.0428269172	0.0320076447	0.1479655889	0.1242038795	0.0401887556449196	3.1385707629304205e-05	0.001615136080287	9.850626433921642e-10	0.0098698250535846	0.0164613458222077	9.741344658836627e-05	0.0002709759062783	0.062552066675579	0.0077957771211032	0.003912761045386	6.077414092191762e-05	0.0007679053070966	-0.0001269994049025	1.6128848845614537e-08	5.896785606671236e-07	-0.0003896869205539	6.150358675859996e-05	1.5185589605078158e-07	3.782691184172632e-09	-0.0004863504855639	-6.105203679879998e-05	3.727351197282027e-09	2.365367948082413e-07	0.0	0.0	0.0	0.0	0.0
818.1838173331447	1.1117688266886034	669424.7589458367	1.236029923996554	849.1054222313134	-1.802586756525784	720980.0180626169	3.249319014802146	778.3734723307292	-0.4411423339843168	0.1946065588331305	605865.2624281965	786.5554949517787	630.6423618135636	1.108771	16.766821	0.056764493389483	0.0306946708658567	-0.1061133476	0.0753532744	0.1272507036	0.0100756048	-0.0033123915	-0.1935700499	0.1087879016	0.0657042724	0.0643108903	0.0558532974	-0.0975576752	-0.1482424552	0.0061860977	0.0842437157	-0.0245106356	-0.1622062091	0.0478666502	-0.1442042045	0.0062083572	-0.1089215631	-0.0122050011	-0.0236344327	0.1444097731	-0.0321450512	-0.0790740944	0.1453074167	-0.1791113341	-0.0224515017	-0.030341396	0.1815012106	-0.0702523456	0.034283178	-0.1021709446	0.0602019578	0.1168494657	0.1256324055	0.0174184953	-0.0967189081	0.0074130544	0.0210090354	0.0636009852	0.1022203623	0.1155637333	0.0683607032	0.0180695482	0.020329588	-0.0414462082	0.1706496903	-0.0778451819	-0.0211901497	-0.1071307502	-0.0973344107	-0.05280743	0.0647274497	-0.0343412561	0.1761646602	0.0249070002	-0.0249958853	-0.0190817193	-0.1237647929	-0.0061875822	-0.0554109958	0.1695964726	-0.0174738778	-0.0450517704	-0.1498662114	0.1041999145	0.1459432408	0.1165920251	0.0332995733334229	-0.0068891823114967	0.001108861584188	4.746083292103907e-05	0.0004553434587393	-0.0094144815948453	2.073376654166686e-07	8.863246369968091e-05	0.038491416078358	-0.0240606505972209	0.0014815891117172	0.0005789149071615	0.0007818337791938	1.3928472097199949e-05	1.9400233496247752e-10	6.112640582884595e-07	-0.0004512887929819	-6.160187242800001e-05	2.0366157467106027e-07	3.7947906866355875e-09	-0.0007388237187571	-0.0002524732331931	6.374273347902793e-08	5.458604873980703e-07	0.0	0.0	0.0	0.0	0.0
