global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
845.4214090023722	n/a	n/a	714737.3587995564	952.0607225945656	n/a	n/a	906419.6195072863	773.4687278006714	n/a	n/a	598253.8728855891	783.4614884601376	711.4277956017778	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-0.0286595302621748	n/a	n/a	0.0008213686748485	0.0495984764698818	n/a	0.0024600088681334	n/a	-0.0560569238740384	n/a	n/a	0.0031423787142197	-0.0008190172254706	n/a	6.707892156175596e-07	n/a	0.0008599842631484	n/a	7.395729328628965e-07	n/a	3.8852144210178494e-05	n/a	1.509489109728506e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833.1728018715983	-12.248607130773962	150.02837664404674	694176.9177785695	960.2977725089864	8.237049914420822	67.84899129266007	922171.811885721	769.1206913546769	-4.34803644599458	18.905420935697183	591546.6378698961	780.9612708363106	688.1974149309899	5.743883	115.362061	2.5206240150741945	1.6689933611819807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.1529921234074009	0.1816516536695757	0.0329973232808914	0.0234065898247053	-0.2829855381768595	-0.3325840146467413	0.0800808148172468	0.1106121267985438	-1.7091678521351668	-1.6531109282611285	2.7327757411363693	2.9212547467723398	-0.0060391471949724	-0.0052201299695018	3.647129884254301e-05	2.7249756898490867e-05	-0.0004856126184573	-0.0013455968816057	2.358196152049552e-07	1.8106309677869843e-06	-0.0004609693746173	-0.0004998215188274	2.124927643350647e-07	2.4982155068300746e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841.5997295242815	8.426927652683275	71.01310966355805	708290.1047353438	948.4619436061128	-11.835828902873686	140.08684581810013	899580.058469085	769.9881090622338	0.8674177075569105	0.752413479383286	592881.6880972345	777.9401722419552	723.4035019803638	3.564909	71.598808	1.7510677192704975	0.972390058176389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.1470438543130114	-0.0059482690943895	3.5381905219269306e-05	0.0216218950912261	0.5222638191093836	0.8052493572862431	0.2727594967507189	0.6484265274099077	-1.2641903286905318	0.4449775234446349	0.1980049963709206	1.5981771871546748	0.001225142860777	0.0072642900557494	1.5009750293128517e-06	5.276991001405963e-05	0.000861006388221	0.0013466190066783	7.413320005573714e-07	1.813382749147252e-06	0.0008259729518596	0.0012869423264769	6.822313172036611e-07	1.656220551677776e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846.6432709898748	5.043541465593307	25.437310515159087	716804.8283124346	1028.6602564060945	80.19831279998175	6431.769375963717	1058141.923109452	780.6028071180925	10.614698055858751	112.67181481705158	609340.742480646	801.6436619332167	690.8657684326172	4.077873	81.90135999999998	2.017829959331086	1.197961790786324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1644225562836112	0.0173787019705997	0.0003020192821829	0.0270347770148372	0.0298228742666708	-0.4924409448427128	0.0008894038295256	0.2424980841575837	-2.3625744734406453	-1.0983841447501137	1.206447729438438	5.581758142553342	-0.0048511908306122	-0.0060763336913892	2.3534052475015885e-05	3.69218311291115e-05	-0.0003930975390928	-0.0012541039273138	1.5452567524081541e-07	1.5727766605038972e-06	0.0016880586885098	0.0008620857366502	2.849542135853426e-06	7.43191817335718e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.7664236013322	12.123152611457384	146.97082924068602	737479.7703050228	980.4787570060568	-48.18149940003775	2321.456884435838	961338.592940142	799.5261101535882	18.92330303549568	358.0913977732	639242.0008173276	810.236101724268	632.1062076789289	3.825269	76.827972	0.7179988615233682	0.3288573116831304	-0.3008238743	0.3680836094	-0.4245236037	0.2915614608	-0.0799878234	-0.2586553203	-0.2795065777	-0.0872396721	0.5353281131	0.091080679	-0.1073336415	0.1109595987	-0.0181262256	-0.5535339319	0.0576213956	-0.0596284798	0.1367092211	-0.1311218738	-0.4261037269	0.1790283629	0.2308263316	-0.4473821989	0.149590144	-0.247437973	0.1164195774	-0.0507839015	0.0227479878	0.0915639265	-0.3315539651	0.2021927964	-0.1087458194	0.3809249446	-0.0510632058	0.1658600811	-0.0558919972	0.0177254239	-0.0119599824	0.0981101072	-0.0200947367	0.0140357576	-0.006711244	0.0136604115	0.1600956845	0.1599982896	0.0	0.0	0.0	0.0	0.2281235605386058	0.0637010042549946	0.0040578179430948	0.0520403588728109	0.1839040032552787	0.1540811289886079	0.0338206824133175	0.023740994310404	-2.1994292209379296	0.1631452525027157	0.0266163734141748	4.837488897915628	-0.0084159550489739	-0.0035647642183617	7.08282993863493e-05	1.2707543932511908e-05	-0.0020306632070239	-0.0016375656679311	4.123593060360591e-06	2.68162131678663e-06	0.0001489590592616	-0.0015390996292482	2.2188801336100857e-08	2.3688276687519472e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.3039957730114	-1.4624278283208696	2.138695153047294	734970.1411683715	981.7509336268648	1.272176620808068	1.6184333545306349	963834.8956772208	791.3145617821351	-8.211548371453091	67.42952665671392	626178.7356884525	805.2573368103524	691.6439563593589	2.918363	58.613373	0.8563818825835321	0.446656361078913	-0.3343156218	0.0524976781	-0.0841752997	0.1356488081	-0.022816215	-0.2574066752	-0.48091273	0.1044933947	0.4716205802	0.2001827005	-0.104659744	-0.1098885932	-0.1964444423	-0.4987585436	-0.0464099774	-0.1312307208	-0.1140364848	0.1767819826	-0.4320726001	0.1292104522	0.1804283145	-0.3873099502	-0.1002009299	0.2403985149	-0.1155645521	-0.0296454108	0.1035645584	-0.0821514243	0.3507185356	-0.2005420549	0.1022070542	-0.4444147973	0.0871983813	-0.2056675776	0.0671178552	0.0089149126	0.0488885313	-0.1001692036	-0.0224467149	0.0078922066	-0.0350903674	0.0031372964	0.1598360087	0.1589606393	0.0	0.0	0.0	0.0	0.1468332155439071	-0.0812903449946987	0.0066081201893571	0.0215599931869634	0.1076095692495471	-0.0762944340057316	0.011579819394073	0.0058208406602549	-1.7887876248498742	0.4106415960880554	0.1686265204377456	3.1997611668160544	-0.0053600522604823	0.0030559027884916	2.8730160235101417e-05	9.33854185271074e-06	0.0006217512594433	0.0026524144664672	3.865746286193298e-07	7.035302501924481e-06	9.416616431947222e-05	-5.479289494212777e-05	8.867266502641843e-09	3.002261336139051e-09	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848.8830330828813	-8.420962690130068	70.91261262856263	720602.4038559921	983.4395747083298	1.6886410814649937	2.851508702011263	967153.3971025008	777.2265613562407	-14.088000425894393	198.4717560000006	604081.1276776462	792.2654556026304	695.6757567003739	3.363287	67.549377	2.95680403708719	1.9035273049333423	-0.0932281651	-0.0878605451	0.1029727564	-0.2129548335	-0.4131152243	0.0516882063	-0.1795132442	0.4736285639	-0.2754881631	0.4646944117	-0.3019529976	0.0691468627	-0.4316078958	0.2252576116	-0.5064688457	-0.2175920083	0.0587107221	0.2378422564	-0.1115163484	-0.1343610202	0.0163216542	0.0937768888	-0.0144063433	0.4044148098	0.085649293	0.019568577	-0.3308702623	0.2631601992	0.1249008866	-0.0583909392	-0.1970959392	-0.0295462416	-0.1035748926	0.2898543344	-0.2168525532	0.0481567908	-0.2848042246	0.1109449046	0.2290312942	-0.0060556794	0.1632405878	-0.2270783929	0.1593170783	0.1568920682	0.0	0.0	0.0	0.0	0.0516740378213853	-0.0951591777225218	0.0090552691048264	0.0026702061847659	-0.4051823353349277	-0.5127919045844748	0.1641727248674658	0.2629555374073731	-0.1004357310381038	1.6883518938117703	2.8505321173377918	0.0100873360691583	-0.0139672927729252	-0.0086072405124429	0.0001950852674046	7.40845892390383e-05	0.0029161142634719	0.0022943630040286	8.503722397624262e-06	5.264101594255142e-06	-0.0022142515385775	-0.0023084177028969	4.902909876092825e-06	5.328792291048133e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.0068535531581	17.12382047027677	293.2252274982697	749967.870401041	996.1732073844748	12.73363267614502	162.1454011309882	992361.059110672	798.466807220823	21.24024586458222	451.1480443879021	637549.2422334148	808.7754398749126	689.6599561065682	2.823849	56.715122	0.8112303828638986	0.4514020625925088	0.0664349852	-0.0385257488	-0.0052050079	-0.0360922806	-0.0766170451	0.0653779905	0.0490969934	-0.1788459183	0.0416950012	-0.0103890394	0.0270499105	0.0738921762	0.1585229503	-0.0490178824	-0.0099126065	-0.0068620672	0.0945445884	-0.1206224757	0.0425352899	-0.0385051992	0.0604419669	0.1434914225	0.0259883251	0.0294070339	0.1151850432	-0.0192382935	-0.0735693541	0.1296756846	-0.0172326126	0.1750716867	0.0365149149	-0.0113383617	0.0447012239	0.0399279992	0.1233002111	0.0237447154	0.2574603022	-0.1677381656	0.0682659739	-0.1514276821	-0.0891100504	0.112624541	0.158539735	0.1538059919	0.0	0.0	0.0	0.0	-0.0263175377042159	-0.0779915755256012	0.0060826858529655	0.0006926127908128	-0.6974773922620727	-0.292295056927145	0.4864747127167013	0.0854364003040429	0.1884868001367436	0.2889225311748474	0.0834762290204806	0.0355272738257887	-0.016164038898078	-0.0021967461251527	0.0002612761534985	4.825693538373837e-06	0.0024778398296783	-0.0004382744337936	6.139690221540187e-06	1.920844793171009e-07	-0.0026196553643572	-0.0004054038257797	6.862594228005455e-06	1.643522619568175e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.7135100203456	-5.293343532812514	28.01948575636807	740827.7463315434	988.5309917368788	-7.642215647596004	58.40346000436121	977193.5216242973	793.9330373630817	-4.533769857741277	20.55506912296336	630329.6678165684	807.8552847761449	691.5822738184416	1.331327	26.738808	0.1731217722515816	0.0874078727429488	0.0303186224	-0.0655387228	0.0747639729	-0.107027622	0.0490400672	-0.0664285695	0.0603072539	-0.0402782431	-0.0628990606	0.0775804735	-0.0075554844	0.0398505691	0.0421407267	0.0352054643	-0.0685097415	-0.059585186	0.0450339321	0.130296867	0.0293770461	-0.0653949017	-0.0156404612	0.0861060169	-0.0156562119	0.1744454096	0.1421626487	0.0359034957	-0.0999072682	0.0691779561	0.0766092613	0.1054344472	-0.0128625125	0.0592290516	-0.0486394324	0.0130086055	0.0720839568	0.0539787394	0.1277773974	0.1156722463	-0.0676374237	0.0147582576	-0.0650873379	0.1353904201	0.1575052397	0.1497224247	0.0	0.0	0.0	0.0	-0.037224794211653	-0.0109072565074371	0.000118968244519	0.0013856853040999	-0.723749399956759	-0.0262720076946862	0.5238131939377687	0.0006902183883096	0.1145729569839204	-0.0739138431528232	0.0054632562096201	0.0131269624720392	-0.0166009951984466	-0.0004369563003686	0.0002755930415788	1.9093080843181445e-07	0.003090056911194	0.0006122170815157	9.548451714417804e-06	3.748097548996013e-07	-0.0028110552804056	-0.0001913999160483	7.902031789496206e-06	3.663392786333456e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.2744152038226	2.5609051834770757	6.558235358759752	745242.7159455019	1006.4112620252243	17.880270288345514	319.70406558429136	1012863.6283312048	794.5541799827979	0.6211426197162382	0.3858181540279513	631316.3449281364	808.9996956926051	692.4024267109958	0.962788	19.336958	0.4453426918102957	0.3076221065330669	0.0355812783	-0.0876337576	0.0369787549	-0.0811830577	0.0201584824	0.1122671046	-0.0221298659	-0.0788360698	-0.0411787327	0.0036167826	0.1088669108	0.0626036352	0.0906152383	0.0493364397	0.0367321553	-0.0721296794	0.0574149293	0.0695135015	0.060563987	-0.0995830545	-0.0285484012	0.0111630162	-0.0502162147	0.0456070545	0.0726388671	0.0527415714	-0.0479471782	-0.0313247676	-0.0169031638	0.1261515526	0.1433592974	-0.0124184123	0.0621500831	-0.0980101402	0.0507488246	0.0377361909	0.0567939277	0.0692807223	-0.0814670102	0.0108330945	-0.043573484	0.1537140979	0.1562152704	0.1446678501	0.0	0.0	0.0	0.0	-0.0282528846755241	0.0089719095361288	8.049516072448066e-05	0.0007982254924884	-1.0148660773158724	-0.2911166773591134	1.0299531548865064	0.0847489198366101	0.051808039837482	-0.0627649171464383	0.0039394348243992	0.0026840729918021	-0.0150466322992813	0.0015543628991652	0.0002264011435497	2.4160440223015552e-06	0.003087032637278	-3.0242739160000337e-06	9.529770503619562e-06	9.14623271899818e-12	-0.0029034518626966	-9.239658229099994e-05	8.430032718996356e-06	8.537128419057524e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
