global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22
867.5005526159104	n/a	n/a	752557.2087889098	1039.7979214846432	n/a	n/a	1081179.717523784	787.8106823458271	n/a	n/a	620645.6712181977	802.3944841207917	698.2099800913787	n/a	n/a	n/a	n/a	-0.0873974994	-0.0100705802	0.0406728587	-0.1744480631	0.0938574623	-0.0066820743	0.0946622778	-0.1089826846	-0.0138506437	-0.0117497864	-0.0097792072	0.0601911312	-0.0964613408	0.1816385007	-0.0311020227	0.0201665929	-0.0151668316	-0.0231837296	-0.0010890332	0.0438439661	-0.1325294965	0.1175407742	-0.0831104955	0.1095505767	-0.0341956037	-0.0542535371	-0.014761679	-0.0580660869	0.0229371964	-0.1509455641	0.0153165744	-0.017349929	0.0716104385	-0.0099678815	-0.0476149608	0.1163909469	-0.0335986415	0.0502360721	-0.0854278617	0.1185914695	-0.1514699233	0.1336148321	-0.0950502035	0.0446661589	-0.109046337	0.1506518955	-0.0305244003	0.0013363307	0.0977411074	0.1561451084	0.1560591586	-0.0057619315198564	n/a	n/a	3.3199854839514684e-05	-0.0330459389507638	n/a	0.0010920340811376	n/a	-0.0500311786940983	n/a	n/a	0.0025031188415207	-0.0013339978331394	n/a	1.7795502188206148e-06	n/a	1.9959589536711064e-12	n/a	3.983852144739858e-24	n/a	7.641305134215709e-11	n/a	5.838954415419136e-21	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.7394817052871	-5.761070910623289	33.18993803722985	742594.9343296968	1021.9159970126308	-17.88192447201243	319.763222822757	1044312.3049503192	785.7593947029441	-2.05128764288304	4.207780993844656	617417.826363937	799.2259238646202	684.6411482503592	1.067074	18.56447	0.1735396244446739	0.089505538946953	-0.0151328531	-0.0245200862	0.0465454669	-0.0423736826	-0.0064599813	-0.104203759	0.0049774751	-0.0089570918	0.0828336221	-0.0724798545	-0.0045362133	-0.06962691	-0.0499465665	0.1056969375	-0.0520559923	0.0385970518	0.0818916412	0.0127801236	-0.1091975975	0.0179766473	0.0065291071	0.1200664964	-0.0678957915	0.0023716914	-0.0121254265	-0.052968942	-0.0425044838	-0.0087256268	0.0513901881	-0.0647753133	0.1099538903	0.0149914275	0.1282165481	0.0910032268	0.0279117074	0.1114570181	0.0266244695	0.0709663442	-0.1619145801	0.154278432	-0.173936673	0.0696598121	-0.0827631494	0.1284194129	-0.1378849353	0.0634262317	-0.0983919561	0.0703216378	-0.0595344258	0.155915944	0.1551433414	-0.0277748760379239	-0.0220129445180675	0.0004845697263555	0.000771443738922	0.0047419092903311	0.0377878482410949	2.24857037177284e-05	0.001427921474692	0.027204641633105	0.0772358203272033	0.005965371941616	0.0007400925263856	-0.000767000466711	0.0005669973664284	5.882897159348919e-07	3.2148601353674137e-07	-6.251695605641316e-08	-6.251895201536685e-08	3.908369794559495e-15	3.908619361099741e-15	0.0001630004181988	0.0001630003417857	2.656913633298369e-08	2.6569111422270882e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.4424946118871	-1.2969870933999346	1.6821755204460105	740361.2865339274	1022.6513442154768	0.7353472028460146	0.5407355087334578	1045815.7718257216	785.8192785665469	0.0598838636028631	0.0035860771200063	617511.9385668483	799.4779526228757	670.5024041420172	1.056482	18.380196	0.1218836622520694	0.0557062329320971	0.0319589794	0.0205925137	0.0508203379	0.0403400168	-0.0518964023	-0.0016784091	0.0404623807	-0.0320790627	0.0697941547	-0.0347438858	-0.0503439985	-0.0043621923	0.0653157281	0.0494846958	0.1080999124	0.0919411287	-0.0898427945	0.0329202929	-0.0602716051	-0.059110679	0.0025818759	-0.0316081934	-0.063738831	-0.0256404594	-0.1289701836	-0.0345899382	-0.0017501445	0.0155309459	0.0432531479	-0.0568101765	-0.0720022004	-0.0080387003	0.055664504	-0.0375570817	-0.0014691892	0.1469676614	-0.0841113963	-0.0005840502	-0.0671660859	0.1144837216	-0.0576360294	0.1970569174	-0.0902635895	-0.1006696334	-0.0595164305	0.0086442101	-0.010416516	-0.1191095396	-0.075767497	0.1554579513	0.1533170814	-0.0017042136809521	0.0260706623569718	0.0006796794357312	2.9043442703443063e-06	-0.0252456929017057	-0.0299876021920368	0.0006373450100872	0.0008992562852278	-0.0032043608857748	-0.0304090025188798	0.0009247074341932	1.0267928686283462e-05	-0.0010410141826003	-0.0002740137158892	1.0837105283749709e-06	7.508351649546197e-08	6.022011584816411e-05	6.0282632804220526e-05	3.626462352766305e-09	3.6339958178084843e-09	0.0005370319731889	0.0003740315549901	2.884033402271634e-07	1.3989960412831225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.3380857938466	0.895591181959503	0.8020835652036197	741903.2980390079	1019.8837067321108	-2.767637483366002	7.659817239332497	1040162.7752576302	787.2087457306798	1.3894671641328389	1.9306190002033528	619697.60935487	800.126067045546	670.3665745128285	0.905804	15.75877	0.0189294553576425	0.0117815697911642	0.038693388	-0.0407606723	0.062243842	0.0143317781	-0.0447820852	-0.0520711306	-0.0019300652	-0.0332698237	0.0003684354	-0.0589302513	-0.0418992279	0.0237615553	0.0429350337	-0.0647543203	0.0600192098	-0.0451917341	-0.1525453236	-0.0111140941	-0.0438489516	-0.0679925507	0.0098394704	-0.0441434705	0.0603709791	0.1200055127	-0.01872823	-0.0459785229	-0.0221510542	0.0198547611	0.0560582432	-0.0281163076	-0.1509608171	0.0442294618	-0.0316849241	0.0427575471	0.0155242749	0.0740122837	-9.04435e-05	0.078623875	0.0077579892	0.0375357294	-0.0674190028	0.200695568	-0.1277740614	-0.0421420226	0.0742836302	-0.0549220375	-0.1500875285	-0.1125420437	0.0555214172	0.1547718027	0.1505910958	-0.0016387802152166	6.543346573550002e-05	4.281538438158855e-09	2.685600593785366e-06	-0.0253045989821174	-5.890608041169906e-05	0.0006403227296457	3.469926309469556e-09	-0.0033094643135456	-0.0001051034277707	1.1046730529171718e-08	1.095255404263185e-05	-0.000872999864033	0.0001680143185672	7.621287626016366e-07	2.822881124363413e-08	-7.976930054276465e-07	-6.101780885359176e-05	6.363141309081913e-13	3.723172997293461e-09	0.0006820000934425	0.0001449681202536	4.651241274555788e-07	2.101575588986224e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.9975098215458	-1.340575972300826	1.7971439375103049	739595.7168992598	1021.5467747279577	1.663067995846859	2.7657951588100884	1043557.8129570928	787.3768759673496	0.1681302366698673	0.0282677764826656	619962.344808103	799.9799547962307	663.5723443590905	0.800432	13.925555	0.0722467888943277	0.0460661265291024	0.0651311274	-0.0048952776	0.0577550257	0.0526749516	-0.0788990065	0.0454528764	0.0139413287	0.0451911786	0.0235646422	-0.0452176215	-0.0412472237	0.0250618696	0.0249814711	-0.1028965375	0.0882387609	-0.0995128947	-0.1159279275	0.011262978	-0.0456210348	-0.0740464882	0.0345024432	-0.0914100316	0.1150132775	0.0705534354	0.0159593186	-0.0343961448	-0.00686215	0.0490795987	0.0648702739	0.148610635	-0.1110277902	0.0493779356	-0.0431429066	0.0329497822	0.0099450725	0.0056031018	0.0311892448	0.001388869	-0.0597171606	0.1119522438	-0.0312708685	0.0807222268	0.0090693357	0.1101858624	0.0597831342	-0.1483132625	-0.0716072468	0.0233073693	-0.0632775098	0.1538585052	0.1469813818	-0.0016349027487621	3.877466454500029e-06	1.5034746105773028e-11	2.6729069979098702e-06	0.001344684768938	0.0266492837510553	1.8081771278138424e-06	0.0007101843244442	0.0299799623112448	0.0332894266247904	0.0011081859250073	0.0008987981401836	-0.0011189993841511	-0.000245999520118	1.252159621730541e-06	6.051576389833541e-08	-8.815945595763708e-07	-8.390155414872424e-08	7.772089674746552e-13	7.0394707885713065e-15	0.0006819994940742	-5.993683000003053e-10	4.651233099174648e-07	3.59242359045256e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.2641321238007	1.2666223022548593	1.6043320565694	741775.9052829635	1023.928213601584	2.3814388736263936	5.671251108818947	1048428.9866093312	788.0706047987243	0.6937288313746421	0.4812596914804267	621055.278147827	801.3719816227549	660.8612718629442	0.906487	15.770662	0.061382027447094	0.0394740312029378	0.0607559018	-0.015880121	0.027254452	0.0371727806	-0.0524872906	0.0880152355	-0.0161631771	0.0781951924	-0.0315908982	-0.0004512551	-0.0328309973	0.0722713043	0.0790517409	-0.0637983585	-0.0269370231	-0.1541674542	-0.0400011095	-0.0101808404	0.0219141842	-0.0475135239	0.0003194823	-0.1779406533	0.0473277222	0.0222362517	0.1228169965	-0.0334631459	-0.0107596338	0.0529071645	0.0310800794	0.2578187434	-0.1139063678	-0.0907028162	-0.0823056982	-0.0867898262	0.0501294941	0.011590254	0.0872482604	-0.0448086683	-0.0274997569	0.1741935261	-0.0481796057	0.0516787413	0.0781511175	0.029431464	0.0020344911	0.1065629412	-0.0002497165	-0.0188056815	-0.0016233108	0.152719399	0.1425091225	-0.001863680058463	-0.0002287773097009	5.2339057433981524e-08	3.473303360312651e-06	-0.030070625251227	-0.031415310020165	0.0009042425029997	0.000986921703663	0.0310831451471358	0.001103182835891	1.2170123694045089e-06	0.0009661619122379	-0.0011690110741646	-5.001169001350009e-05	1.366586891519472e-06	2.501169138006425e-09	8.885454254836667e-05	8.973613710794304e-05	7.895129731479502e-09	8.052574303055552e-09	0.0002490521755689	-0.0004329473185053	6.20269861556022e-08	1.874433806009297e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.1014566138759	0.8373244900752752	0.7011123016798196	743218.9214957666	1021.526380937178	-2.4018326644060157	5.768800147807698	1043516.1469506086	787.6412885872005	-0.4293162115237692	0.1843124094771217	620378.7994873057	799.9331946304164	666.2014373527086	0.8306679999999999	14.451585	0.0740410482692382	0.0461825854628408	0.0311739165	-0.0255261953	0.0276579768	0.0027301377	-0.0552129383	0.0197866963	-0.0192251537	0.0773088491	-0.0011735964	-0.03611986	0.0005700338	0.0151230728	0.0467631271	-0.0586518071	0.0537901999	-0.1690992418	-0.0927001453	-0.0142149955	-0.0126496986	-0.0030126082	0.0162395136	-0.0892613843	0.0680339669	0.2296209317	0.0965728038	-0.0249854979	-0.0016686953	0.0229505497	0.0343315611	0.043649731	-0.1310529275	-0.0032431376	-0.1362073401	0.0042273137	-0.0333394998	0.0174153214	0.0294223076	0.0168037514	-0.0808790679	0.0931774539	-0.0907234555	0.0110817025	0.0067313481	-0.0211913385	0.0659848272	0.0212938485	-0.0117124174	0.0651274583	-0.0027819284	0.1513561561	0.1372005631	-0.0016868126738529	0.0001768673846101	3.128207173881707e-08	2.8453369966707697e-06	-0.0336426418005118	-0.0035720165492847	0.0011318273473175	1.2759302228364455e-05	-0.0033783049360209	-0.0344614500831567	0.0011875915418339	1.1412944240743178e-05	-0.0007700506055644	0.0003989604686001	5.929779351300993e-07	1.5916945550569113e-07	0.0004059042871009	0.0003170497445525	1.6475829028688987e-07	1.0052054052082665e-07	0.0002496562474599	6.040718910000123e-07	6.232824189575885e-08	3.6490284949633084e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.6456053974761	-0.4558512163998784	0.2078003314932488	742433.149300783	1024.0765478532394	2.5501669160613574	6.503351299773894	1048732.775863008	788.0348384588906	0.3935498716900838	0.1548815015072814	620998.9066249297	801.4827875825548	673.1060398322492	0.913689	15.895947	0.1012803622335133	0.0624120785025193	0.0370466346	-0.0041229135	0.0427634315	0.0318173187	-0.0018372075	0.0411051404	0.0418514489	0.0623548379	-0.0054400327	-0.0244954845	-0.0456652603	-0.0162911182	-0.017831025	-0.110811147	0.1536884022	-0.0507213455	-0.0581001252	-0.008574851	-0.0054839477	-0.0719771319	0.0243701473	-0.0307840892	0.126794216	0.1002879699	-0.0642245116	-0.0266771277	0.004396637	0.0122454864	0.0475128941	0.0535385784	-0.0681868688	0.1259798386	-0.0102404645	0.02165327	0.057148976	0.0372597302	-0.0202474312	0.012715921	-0.0035103319	-0.0014673045	0.0380495606	0.061870012	-0.0267808521	-0.0493103189	0.1318949218	-0.2129473818	-0.0070914231	0.0300024473	-0.042435418	0.1497707771	0.1310868562	-0.001687562038299	-7.4936444610001e-07	5.615470730787749e-13	2.847865633107875e-06	0.0190518724978119	0.0526945142983237	0.0003629738456728	0.0027767118371362	0.0254087198914731	0.028787024827494	0.0008286927984187	0.0006456030465233	-0.0010160169709637	-0.0002459663653993	1.0322904852862522e-06	6.0499452907742e-08	0.0004059497629089	4.547580800004589e-08	1.6479521000579213e-07	2.0680491132570378e-15	9.970661380220836e-05	-0.0001499496336576	9.941408835902726e-09	2.2484892634075932e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862.0438352854356	0.3982298879595873	0.1585870436643055	743119.5739536233	1018.6126065935408	-5.463941259698572	29.85465408943642	1037571.6423112876	787.8000301406887	-0.2348083182018854	0.0551349462967978	620628.8874896701	799.5751237377679	666.5394824571846	0.968122	16.842958	0.104587655683518	0.0638445398276556	0.0241178065	-0.0190563619	0.0246239472	0.004724163	-0.0915558224	0.0167998442	-0.0014406929	0.015547387	-0.0064607085	-0.0495737076	-0.0291186002	0.0305684949	-0.004104717	0.0134378703	0.1073777396	0.1252704244	0.1733763259	-0.0415530774	-0.0538279409	-0.0503432389	-0.0110941518	-0.0754568744	-0.0177009029	-0.0933837596	-0.126951316	-0.0292240341	-0.0065801463	0.0144396848	-0.0201076668	0.0715165959	-0.0325393401	-0.0583548955	0.097697056	-0.1158962939	0.0924010005	0.1642275964	0.0349750017	-0.1467216344	-0.0111239365	-0.0278797631	0.0678778915	-0.152532074	0.0838147246	-0.167390118	0.0026935292	0.0300515458	0.0595363892	0.0340910813	-0.0894415725	0.1479655889	0.1242038795	-0.0017309296663512	-4.336762805220019e-05	1.880751162873981e-09	2.996117509854677e-06	-0.0348957315435569	-0.0539476040413688	0.0012177120799599	0.0029103439818043	0.0010958874372875	-0.0243128324541856	0.0005911138219453	1.2009692752045644e-06	-0.0006589859135918	0.0003570310573719	4.3426243431241933e-07	1.2747117592809698e-07	0.0004060229399478	7.317703889998979e-08	1.6485462776385481e-07	5.354879022170619e-15	-6.886618298521937e-05	-0.0001685727967874	4.742551158953718e-09	2.8416787816735403e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.1952225284688	1.1513872430331276	1.3256925834194264	745105.9921959727	1021.3245229197072	2.7119163261663743	7.354490160127725	1043103.7811171676	788.1251296081019	0.3250994674132244	0.1056896637123621	621141.2199197875	800.9619954217341	677.2605463768825	0.918695	15.983035	0.083543833196919	0.0418129293903296	-0.0141792512	-0.0029033868	0.0156086492	-0.0255358816	-0.0141164256	-0.0544823176	0.0456414	-0.0552832305	-0.0161008732	-0.0329348404	0.0018121177	-0.040175005	-0.0752421568	0.0897999846	0.0270938224	0.060465681	0.0878988284	-0.0437912052	-0.0226542552	0.0085566841	-0.0067102981	0.1165647549	-0.0388005359	0.0295254993	-0.0697078456	-0.0183450238	0.0079702362	-0.0236721143	0.0101055809	-0.0827290922	0.0739286262	0.0360426389	0.0327360325	0.0069529681	-0.0267418425	0.0790953388	-0.0810049549	-0.0209379877	-0.061814423	0.0015986382	-0.0227515069	-0.0633551906	0.0580129694	-0.0078257714	0.0199493837	0.0240175882	0.0126687686	0.0944542641	0.0731459259	0.1459432408	0.1165920251	-0.0016871282131916	4.380145315960012e-05	1.9185672988926433e-09	2.846401607747081e-06	-0.012646254234383	0.0222494773091739	0.0001599277461606	0.0004950392405314	-0.0280408234379621	-0.0291367108752496	0.0008489479206278	0.0007862877790789	-0.0009825513494557	-0.0003235654358638	9.65407154317217e-07	1.0469459128579553e-07	0.0004058775236246	-1.4541632319998738e-07	1.6473656418363778e-07	2.1145907053003187e-14	0.0002496998360144	0.0003185660189996	6.235000810561826e-08	1.0148430846126585e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
