global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
925.1137834347052	n/a	n/a	855835.5123008746	993.6459976447808	n/a	987332.3686354916	n/a	872.0179334396744	n/a	760415.2762404004	n/a	874.3216852823894	807.3702808465189	n/a	n/a	n/a	n/a	-0.1113328131	-0.0332989189	0.0534713617	-0.1439472296	0.1969917512	-0.1189766454	-0.0478538856	0.2062740796	-0.156379552	0.1058486473	-0.132472278	0.3750860137	-0.1327014399	0.0761769879	-0.1707195242	0.0510871573	0.0044302009	-0.20310354	0.2030489358	-0.132491301	0.0684284246	-0.0260417511	0.2794098067	-0.1384570552	0.1341234304	-0.0298862878	0.0642149496	-0.0427449169	0.1389321042	-0.0557511077	-0.164050689	0.1124839732	0.15802825	-0.1328650578	0.0230631841	0.0448330657	-0.0842485705	0.1220522336	0.1514830381	-0.0348337764	0.038191736	-0.2310982253	0.1929220958	-0.0038556503	0.1128041534	-0.0207935353	0.1169818522	-0.0894967982	0.0775911711	-0.0201476456	0.168001864	-0.0795066121	0.0757757699	-0.0473830706	0.2621452105	-0.0396177275	-0.1020964911	0.1784496538	-0.1611124156	0.1068930295	-0.0214164244	0.029017044	-0.158043167	0.2566554593	-0.0298643977	0.1466958672	-0.039450213	-0.0323902451	0.138184386	-0.0625889688	0.0522727484	-0.0357868945	0.1340246662	-0.0158655971	0.089192295	-0.046877388	0.0925152558	-0.0223065278	0.0556348619	-0.237887984	0.0267166443	0.1561451084	0.1560591586	0.0211552137915447	n/a	0.0004475430705659	n/a	-0.0001690514740175	n/a	n/a	2.8578400867489482e-08	-0.0565128906930141	n/a	n/a	0.0031937068144805	0.000680158227588	n/a	n/a	4.6261521455564964e-07	0.000791365047458	n/a	6.262586383382026e-07	n/a	-0.0003977692605578	n/a	1.58220384644699e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.9349149085322	-1.1788685261730052	1.3897310020013134	853655.7269870365	981.2850959693992	-12.36090167538157	962920.439571673	152.79189022845088	871.7429946678272	-0.2749387718471325	759935.8487524315	0.0755913282648096	872.8018243408203	803.4797308710795	1.225382	16.066065	0.0432269639068214	0.0246263174641852	-0.1513328988	-0.0755088766	-0.0968786497	0.128535681	0.2332527822	-0.0954426836	0.2032161275	0.075676539	0.0229012277	0.2202155563	0.0495519205	0.1192892727	-0.1944121739	-0.0275844836	0.0451413426	-0.0961485703	-0.1731450267	-0.0287978675	0.0756226361	-0.0308298774	0.0120191147	0.082378944	0.1309620593	-0.0500492035	0.1347814852	0.0574262142	-0.1623491186	-0.1061786886	0.0817065045	0.0274745708	-0.2910391092	0.0173255671	0.0941687321	-0.0392735974	0.0865477466	0.0766743745	-0.1827331891	-0.106198056	0.0177522399	0.1421008331	0.0505789383	-0.0701136379	0.1082890917	-0.111991623	-0.0356334689	0.0058217963	0.0884667613	-0.1750814212	0.0824360343	0.0222449809	0.2307696282	-0.0464812696	0.129252444	0.0143642811	0.1045963247	0.1570295578	-0.0459195572	0.1779598808	-0.1774062315	0.0426885968	0.0148956525	0.214079617	0.0764441015	0.1103797915	-0.0444482608	0.0511326948	-0.0996258845	-0.1382789128	0.057947029	0.0012316916	-0.0479910717	-0.0661304133	0.1060820126	-0.0173241431	0.0394163252	-0.1057389742	0.0332754872	-0.0388440086	0.1527434412	-0.1748318055	0.0002474853	0.155915944	0.1551433414	0.0183574894325317	-0.002797724359013	0.0003369974182655	7.82726158901471e-06	-2.3414039930003128e-05	0.0001456374340874	2.121026220759e-08	5.482172658437809e-10	-0.0365588905193732	0.0199540001736409	0.0003981621229296	0.0013365524760075	0.0005800732448872	-0.0001000849827008	1.001700376221944e-08	3.364849694339655e-07	0.0006609357157087	-0.0001304293317493	4.3683602029937146e-07	1.7011810580568974e-08	-0.0002216915362063	0.0001760777243515	4.9147137225509225e-08	3.100336501280282e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.230537136733	-1.7043777717991588	2.904903589003065	850509.163627507	980.8021785191128	-0.4829174502864362	961972.9133878376	0.2332092637911525	873.5182725506809	1.7752778828536293	763034.1724799256	3.1516115613492643	875.078968556722	796.9873226453673	1.244111	16.311632	0.0415665423956223	0.018673713963249	-0.0816305495	0.219212031	-0.0217507152	0.0206853952	0.1681217289	0.0489036007	-0.0943302666	0.088948558	0.0742202859	0.164851583	0.1863535852	0.0049320944	0.0821742844	-0.1206107317	-0.1580990537	-0.0323164425	-0.1069100771	0.1208812181	-0.0577816509	-0.0237968414	-0.1136717747	-0.0709968418	0.0161384019	0.0840991898	0.1934802944	-0.0229901539	-0.1004029462	0.0314837566	0.0133959221	-0.0645526971	-0.046422902	-0.0637514124	-0.0996411061	-0.0440055621	0.0266427325	0.0852614413	0.1562609463	-0.0338588331	0.1351481441	0.0874632227	-0.0136203488	0.1040144128	-0.0658888378	0.0417282423	-0.0613010013	0.0958349995	-0.0056127908	-0.1794323247	-0.0280338063	-0.1135149626	0.0360197477	-0.0053266593	-0.0990836563	0.0015789665	0.0639136957	0.0778166437	-0.1477705574	0.147776772	-0.0355158761	-0.1091483351	-0.0799157568	0.1414643117	-0.2095701093	0.0242685971	-0.0989608335	-0.0697470147	-0.0108106991	-0.1014861243	-0.0781546703	0.0479972815	-0.0261188708	-0.1716212463	0.0924932671	-0.0297949771	0.1113171382	0.0838273217	0.0555454022	-0.0569682676	-0.0026643407	-0.0241959153	0.0983609663	0.1554579513	0.1533170814	0.0109550357926622	-0.0074024536398694	0.0001200128092185	5.47963198904172e-05	-1.3738037438315588e-05	9.67600249168754e-06	9.362502421914346e-11	1.8873367265656076e-10	-0.0298874064235121	0.0066714840958611	4.450870004132763e-05	0.0008932570627241	0.0004140000473667	-0.0001660731975205	2.7580306934683004e-08	1.7139603921962986e-07	0.0008229999171016	0.0001620642013929	6.773288635492405e-07	2.626480537311846e-08	-1.703619716986204e-07	0.0002215211742346	2.902320140104153e-14	4.9071630634276626e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.8437083600178	-0.3868287767152196	0.1496365024949932	849795.8226429495	979.7924789177192	-1.0096996013935495	959993.3017437292	1.0194932850542928	871.8927294664546	-1.6255430842262513	760196.9316964642	2.642390318675793	873.7395186996459	794.7148036662343	1.243829	16.307924	0.0206550929572724	0.0097928443418458	-0.0301469067	-0.0789175334	-0.1225729325	-0.1258654104	0.0302335694	-0.1189558423	0.0344698973	0.0025537607	-0.0734305738	-0.1575956014	0.0672258625	-0.098970912	-0.1950831122	0.0163372817	0.0016306728	0.1175429332	-0.0399718116	0.0015877786	0.0132194634	-0.0824155133	-0.0717600317	-0.1013665724	0.0771573589	0.0211104666	0.1636723168	0.0401593238	0.0841135456	0.002275884	0.1798415516	-0.0381180426	0.1175993852	0.0061863805	-0.044483088	0.1028301048	0.1447455125	0.0797866496	-0.1703177954	0.0027337647	0.0752494271	-0.0482954661	0.0137058624	-0.0316212703	-0.0932066794	0.1467321076	0.0330453199	0.0101819423	0.0186334607	-0.1306829986	0.027103417	-0.2755026154	-0.0167175423	-0.0273489556	-0.0569111611	-0.0120492002	0.0079074883	-0.0054722081	-0.1072687707	0.1494962563	-0.1058014381	0.1572910598	-0.0295241549	0.0063913249	0.0124818063	0.0359279519	-0.0963514686	-0.0363337453	0.1050676876	0.0401205102	-0.1596325968	0.2101305822	0.0201475397	-0.0401245389	0.052567687	-0.1675414402	0.0437618441	-0.0049097706	-0.0125162314	-0.0206709254	0.0053595682	-0.0024295947	0.1295463466	0.1547718027	0.1505910958	0.008287350385757	-0.0026676854069052	6.868017641630669e-05	7.116545430214963e-06	0.0046810495944811	0.0046947876319194	2.204103090882352e-05	2.1912225305991677e-05	-0.0273468355767079	0.0025405708468041	6.454500227631403e-06	0.0007478494160594	0.0005609998694859	0.0001469998221192	2.1608947703076444e-08	3.147208535631969e-07	0.0007550001645191	-6.799975258250002e-05	5.70025248423868e-07	4.623966351281218e-09	-2.117687028719878e-07	-4.1406731173367426e-08	4.4845983516084255e-14	1.7145173864635172e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.0572982326584	-0.7864101273594315	0.6184408884134772	848346.5466276441	983.4193692888532	3.6268903711339817	967113.655892486	13.154333764224392	872.6510078118566	0.7582783454020046	761519.781435049	0.5749860491056017	874.0585866419474	789.9640376972702	1.220357	16.000183	0.04803607152584	0.0287285749379238	0.0247090844	0.0936693438	0.0205706358	0.1428004721	-0.1323836092	0.19527068	0.07437447	-0.0054112746	-0.0295056281	0.0222978687	-0.005257207	-0.0440001912	-0.012402426	-0.2263536452	0.0695652485	0.0607570963	0.0609335051	0.0244535467	0.1434761355	-0.0961346456	-0.1277962599	-0.0026215655	-0.000202799	0.0999139481	0.1086797067	-0.0359113955	0.1799684957	0.0635097858	-0.1842871465	0.0705215893	0.03634565	-0.017514775	0.0785726609	0.1016859542	-0.0088916648	-0.0314867582	0.0449396846	-0.2263937771	0.0498393068	-0.0548801378	0.0300534817	-0.1111809475	-0.1303120328	-0.02869822	0.0651624471	-0.0734023079	0.1072809528	-0.0469323443	0.0942165712	-0.0871012974	-0.0950366246	-0.0378403734	0.0599908734	0.0493673051	0.0001654595	0.0998068694	0.0037483284	0.127941532	-0.0364314716	-0.1243509573	0.0637278359	0.0900019603	0.0368902984	0.1467188477	0.0753003037	-0.0159968281	0.0658450353	0.0299629416	0.023887928	0.1680509964	-0.1111341614	0.0754493119	-0.0324958499	-0.0175859489	-0.0227004333	-0.0548749141	-0.0986180003	0.0959253305	0.1061794065	0.0935097118	0.1454808298	0.1538585052	0.1469813818	0.0144902341660895	0.0062028837803324	0.0002099668861881	3.8475767192312e-05	-7.580400153983646e-05	-0.0047568535960209	2.262765613397732e-05	5.7462466494515295e-09	-0.0036741748333781	0.0236726607433298	0.0005603948666687	1.349956070622899e-05	0.0003420002841687	-0.0002189995853172	4.7960818369105575e-08	1.1696419437147154e-07	0.0008039997925171	4.899962799800005e-05	6.464156663675399e-07	2.4009635439423904e-09	-1.3751389493494968e-07	7.425480793703814e-08	1.8910071300180382e-14	5.513776501766421e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.2267355755752	-0.8305626570831919	0.6898343273410917	846817.2448680795	980.194969177246	-3.224400111607224	960782.1776003822	10.39675607973268	873.6197606665972	0.9687528547406146	763211.4862271626	0.9384820935680904	875.0197067769368	789.4185757710635	1.098644	14.404399	0.0341006997446196	0.0224154220943294	0.0472239505	0.0545294493	0.0627323967	-0.0869383735	-0.1263041843	0.0283176117	-0.1927441598	-0.0826676867	0.1523722637	-0.0626873442	0.0543038566	0.0661638134	0.0110818183	-0.0167625693	-0.1533058462	-0.0202820685	-0.0422851604	0.0342334597	-0.167938345	0.0879929557	-0.088049094	-0.0119513587	0.1569773695	-0.0639175019	-0.0818554351	-0.0199717759	0.1937735016	0.0203530979	-0.0948662268	0.1852941199	0.08030425	0.0067604177	0.0991111432	0.1309023175	-0.2106746654	0.1081270211	0.0770703763	0.0447854535	0.1373611731	-0.0117136363	-0.0776972119	0.0426301134	0.0080588275	0.0255151706	-0.1213922605	-0.143258702	-0.0685116883	0.0555083323	0.2922922234	-0.1007086601	-0.0166838197	-0.0445603567	-0.038843595	-0.0828378193	-0.1264030331	0.0356954362	0.09933019	0.1229737522	-0.0379161574	0.0105217288	-0.033738445	-0.0585372685	-0.169330853	-0.0893883642	0.1057991963	-0.1077352195	-0.0245691875	-0.0313578779	0.0444748631	-0.0289348882	-0.051317626	0.1351501824	-0.0192163731	-0.2182389705	0.0484899718	-0.0506568894	-0.0921533928	-0.0203490309	0.0404431766	0.0207942496	-0.117641933	0.152719399	0.1425091225	0.0094196726659419	-0.0050705615001476	8.873023313349296e-05	2.571059392677908e-05	-3.630139221399986e-05	3.95026093258366e-05	1.5604561435496731e-09	1.3177910766746495e-09	-0.0207607063987325	-0.0170865315653543	0.0002919495609338	0.0004310069301743	0.0005609998816137	0.000218999597445	4.796082368107204e-08	3.1472086717058537e-07	0.0007849999876612	-1.899980485590004e-05	6.162249806280841e-07	3.6099258456228264e-10	-2.2019298987022726e-07	-8.267909493527756e-08	4.848495278799e-14	6.8358327393166374e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920.359131563379	0.1323959878038749	0.0175286975865638	847060.9310520972	980.7099932995472	0.5150241223012699	961792.090957598	0.2652498465521934	872.3000209240417	-1.3197397425554982	760907.3265040837	1.7417129880804527	874.2166744295756	779.1671325526556	1.262909	16.558084	0.0101651528247297	0.0097629267972554	0.1031558587	-0.0880729589	-0.1407163001	0.0491745757	-0.0772936464	-0.0048677296	0.0870919693	-0.1466363211	0.0096806062	-0.051939009	0.029076083	-0.0652888806	-0.1687371403	-0.0290284333	-0.0602673968	-0.0893034013	-0.0917672528	-0.1196402746	-0.0026264689	0.0864949715	0.0200136811	0.1024353071	-0.081021842	-0.0439757023	0.0547518149	0.0356739717	-0.0243856325	-0.0370589512	0.0685505296	-0.2297590142	0.0542580289	-0.0620320138	0.0084272116	0.1247524369	0.0263747902	-0.1314809144	-0.1437475131	-0.0607860335	0.0744321396	0.0647974536	0.0220714478	0.0155261643	0.1247868412	0.0114945397	-0.1019484138	0.1469502961	0.0591146677	0.0929149713	-0.0562222241	-0.011012404	0.0077057868	0.0290509823	0.1420971892	0.051629791	-0.080671255	-0.0878836169	-0.0872973881	0.1036990393	-0.0685203453	0.0604847296	0.0657667951	0.0889688935	0.0836934382	-0.1491982528	-0.0576530341	-0.0949514037	0.0748683331	-0.053881137	-0.0145882303	0.0630796678	-0.0788889086	-0.016191065	0.1150530768	0.1655754622	-0.0058416345	-0.1277618206	0.0884650198	0.1569425654	-0.0469222675	0.0770214426	-0.1799494586	0.1513561561	0.1372005631	0.0191611902186679	0.009741517552726	0.0003671512105959	9.48971642300688e-05	-3.732700648129139e-05	-1.0256142672915305e-06	1.0518846252719425e-12	1.3933054128543696e-09	-0.0206881732072901	7.253319144239975e-05	5.261063860819812e-09	0.0004280005106548	0.0005609998823888	7.751000362377082e-13	6.007800661756964e-25	3.147208680402475e-07	0.0007919995286624	6.999541001200048e-06	6.272632534014638e-07	4.899357422748057e-11	-2.2218053945081975e-07	-1.9875495805925227e-09	4.936419211065728e-14	3.950353335313513e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.6281506662484	1.269019102869379	1.6104094834474032	849398.4481004891	976.3954070793404	-4.31458622020682	953347.9909656307	18.61565425159857	873.8510907440789	1.551069820037128	763615.7287946164	2.405817586630009	875.0735874557495	777.6742835985449	1.202603	15.767406	0.0710674363250436	0.0374922132389711	0.1215791037	0.157823375	-0.0329378362	-0.0012429162	0.0669502828	-0.0024892181	-0.0896350197	-0.0252678908	0.166573801	-0.0014836069	0.1812370489	-0.0536519235	0.0291167981	-0.0736581732	-0.1198690204	-0.1207660954	-0.0382423407	0.05855906	0.0425410835	-0.0573601541	0.0101923841	0.012518489	-0.2032103738	0.0508256828	-0.0461993434	-0.0015158108	-0.1095900757	-0.0575488036	0.0428552569	-0.0634220789	-0.2005589999	0.1538066515	-0.0437021852	0.0509623974	-0.043278097	0.0287678454	0.0682714704	0.0076028703	0.0963030354	0.2089037184	-0.0452273783	-0.0689062352	-0.023948358	0.1089205374	-0.0364933511	0.0459929748	0.0388269273	-0.067112912	-0.0930855852	0.1785338477	-0.0078217511	-0.0523946417	-0.0726984655	0.0710428419	-0.0896923448	0.0273611835	0.0373293171	0.1025025982	0.0352969239	-0.1203907278	-0.0422509991	0.0319932765	-0.0900003521	-0.0132338131	-0.0377089054	-0.0090831911	0.2047671205	0.0161334578	-0.1630146619	-0.0860758499	0.037287618	-0.0703825127	0.0496843979	0.1078337088	-0.0273189295	0.0641969669	0.0084110779	-0.2024050223	-0.0037015784	0.0802988675	-0.2931305722	0.1497707771	0.1310868562	0.0079002647322425	-0.0112609254864254	6.241418283951466e-05	0.0001268084428108	0.0282415625681409	0.0282788895746221	0.0007996955955736	0.0007975858562902	-0.0038647597760785	0.0168234134312116	0.0002830272394774	1.4936368126794336e-05	0.0004570000771435	-0.0001039998052452	1.0815959491060326e-08	2.0884907050916499e-07	0.0006019997716348	-0.0001899997570276	3.624037250483513e-07	3.6099907670547054e-08	-1.3758615666209636e-07	8.45943827887234e-08	1.8929950505046924e-14	7.15620959940506e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.2057251200252	1.5775744537768333	2.4887411572092737	852308.8108943916	980.3427651373896	3.94735805804919	961071.9371572232	15.58163563844587	874.0998561693275	0.2487654252486209	764050.558555239	0.0618842367991271	876.0359909439087	799.2981053347448	1.189613	15.597105	0.054145087963892	0.034338427660296	0.0009951068	-0.0374480085	-0.0959203023	-0.16204937	0.1308620727	-0.1032379498	0.0220302265	0.0146858435	-0.0760316494	-0.2251609578	0.124705978	0.0572226446	-0.0439483373	0.0719280711	-0.0324292261	0.077366123	0.1289517023	0.0867570052	-0.055550502	-0.1625996819	0.1295954804	0.0441408865	0.1041382676	-0.0639442549	-0.0678320819	-0.1474324938	-0.0825554343	0.2549207603	0.0373543042	0.1877782923	-0.0641395698	-0.1238185228	-0.2690705224	0.0015079318	0.05935731	-0.0477899754	-0.0688950732	0.1074315382	0.011562001	-0.034077322	-0.0596313255	0.0771776474	0.0453514508	0.1501554905	0.2489091836	0.0827215438	-0.0896686066	-0.0007888775	0.0346824191	-0.0692349145	0.0053702575	-0.1167166889	-0.1202298453	0.0670473306	0.0779163264	-0.0330915056	0.2392684981	0.0760711299	-0.0506275106	0.1251353599	0.0136271231	-0.0851815823	-0.0436804162	0.1137143641	0.0762235417	0.0522187161	-0.0036119186	0.0682048167	-0.2166588166	-0.0162997754	0.0599748425	0.0778436743	0.1044116604	0.0303021778	-0.0949454899	0.1275441613	-0.0487528394	0.0684338311	-0.098159052	0.0323433325	0.0070250172	0.1479655889	0.1242038795	0.0079972202982503	9.695556600780066e-05	6.395553249874663e-05	9.40038177989299e-09	-2.803536148121566e-05	-0.0282695979296221	0.0007991701671024	7.859814933824306e-10	-0.0208407163883777	-0.0169759566122992	0.0002881831029026	0.0004343354595807	0.000560999864534	0.0001039997873904	1.08159557772692e-08	3.147208480071664e-07	0.0006740000641674	7.200029253260005e-05	4.542760864976594e-07	5.184042124779982e-09	-1.8906335282130145e-07	-5.147719615920509e-08	3.5744951380031917e-14	2.6499017244132788e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.3023875212116	-0.903337598813664	0.8160188174304362	850641.6940273271	982.708444574377	2.365679436987421	965715.8870377914	5.596439198585119	873.3136991116369	-0.7861570576906161	762676.8170560506	0.6180429193567666	874.8877247873942	788.1879589937972	1.201717	15.755802	0.0240999400595797	0.019403436303197	0.0306921144	0.0277093182	-0.0890543112	0.139820957	0.0369229912	0.1433173472	0.0783410651	-0.076311005	-0.0722151504	0.0797541775	0.050209185	-0.0344976832	-0.0141481235	-0.182316461	0.1436819117	0.1077857698	-0.0179885652	0.058863589	0.0029939847	-0.0293242573	0.0817491922	0.1369192507	0.0466406422	0.0593002933	0.0152273871	0.0545294909	-0.1386335564	-0.2596441349	0.0139224116	-0.0009211997	0.1678171724	0.0200155078	-0.2500928002	0.0572953204	0.0774868121	0.1062646661	0.0109074459	-0.2145525768	-0.0217244508	-0.0457861334	0.1173345069	0.0499726458	-0.0285001821	-0.1106566614	0.0580876279	0.0063629693	0.0232438616	-0.0758263988	0.078346259	0.0502361006	-0.0067087445	-0.0699725317	-0.0697071113	0.0875206671	-0.1797731428	-0.0935244048	0.0213664401	0.0727158088	-0.0148472869	-0.0735942639	0.0611674732	0.1095706245	0.0750280456	0.0187858987	0.0833463027	0.1096281679	-0.1777245899	-0.0712220506	-0.1112755108	0.0719848955	0.0010736848	0.0313250902	-0.1630155344	0.1616356716	-0.1605839379	0.1080559495	-0.2830640414	0.0284407732	0.0186229008	0.1658152835	0.2670526901	0.1459432408	0.1165920251	0.0078199534978438	-0.0001772668004065	6.115167270843949e-05	3.1423518526358035e-08	6.9575262671151e-06	3.499288774833076e-05	1.2245021929672767e-09	4.8407171757596576e-11	-0.0207590208488284	8.169553954930076e-05	6.674161182251363e-09	0.000430936946602	0.0004499998145296	-0.0001110000500044	1.2321011100979306e-08	2.024998330766744e-07	0.000308999986585	-0.0003650000775824	9.548099170953018e-08	1.3322505663515805e-07	-6.949430210874104e-08	1.195690507125604e-07	4.8294580255809706e-15	1.4296757888302843e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
