global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
921.237073009764	n/a	n/a	848677.7446875973	994.6891864552216	n/a	989406.5776509506	n/a	866.20347970755	n/a	750308.4682574678	n/a	866.9837692852949	825.4676435533171	n/a	n/a	n/a	n/a	-0.2877649793	-0.0840993639	0.156531408	-0.0463580399	0.0785318768	0.1170206932	-0.0521106598	0.1782712927	-0.1263360775	0.2145212124	-0.140800986	0.3701552647	-0.0576183469	0.1781990316	-0.0245891243	0.1376534626	-0.0832275859	-0.0327184076	0.1113414903	-0.0084700203	0.1099492161	-0.1148304954	0.1896698559	-0.1680951403	0.1133926197	-0.0227661944	0.1579744559	-0.0234598511	0.0059822027	0.0184423717	-0.1223117028	0.0679986052	0.0756360205	-0.1452323878	-0.0324237669	-0.1127247465	-0.1028693182	0.1048555746	-0.0262278569	0.0993382238	-0.1170119372	0.0428858893	-0.1311994467	-0.2606820709	0.1241591769	-0.0540139731	0.2020286634	-0.1049861898	0.0405912683	-0.0152529903	0.077881229	-0.0477508421	0.1576914137	-0.1040984629	0.1024749631	-0.00251503	-0.0906036538	-0.0525033582	0.2111719453	-0.1638960425	0.1360083831	-0.235834114	0.0151654685	-0.1066396668	0.0212568521	-0.0735325475	0.0022831946	-0.0686831174	0.0878151943	-0.1255761795	0.2300227376	-0.1997610089	0.0943286175	-0.0917729147	0.0419766362	-0.1801330468	0.0935590063	-0.058452633	0.1865934956	-0.2272470095	0.0302517802	0.0042287225	0.1561451084	0.1560591586	2.2356289917979663e-05	n/a	4.99803698896759e-10	n/a	2.030120673168767e-05	n/a	n/a	4.1213899476272077e-10	-0.0433221889735335	n/a	n/a	0.0018768120574585	0.0004199998906324	n/a	n/a	1.7639990813122798e-07	8.099999472399588e-05	n/a	6.5609991452873615e-09	n/a	-1.7006180361720316e-08	n/a	2.892101704953617e-16	n/a	0.0	0.0	0.0	0.0	0.0
917.27210894082	-3.964964068944028	15.720940068017178	841388.1218407395	991.2364465152516	-3.4527399399700016	982549.6929001831	11.92141309306405	865.5978031850232	-0.6056765225267782	749259.5568787381	0.3668440499401308	866.1929267990403	800.2152602701401	1.597211	21.295553	0.0435629113403014	0.0359610439716698	-0.1257953266	0.1296523474	-0.214236013	-0.143150509	-0.0106802175	-0.2399388713	0.1761586428	0.0052991461	0.0131852666	0.1642377943	0.1612441264	0.162325767	0.170773236	-0.1374590655	0.1065999015	0.0644686874	-0.063568508	-0.0970170748	-0.0524749637	0.0121938735	0.1393543433	0.0933822664	0.1309975623	-0.1750106868	9.1468e-06	-0.0650788277	-0.0926018562	-0.0765508476	-0.0468208117	0.0580291169	-0.1437303905	-0.0483826816	-0.0277580584	-0.0653693823	0.1461698818	-0.0813768276	0.2081774394	-0.1457328655	0.1024138597	0.0081705718	0.0589599964	-0.0087803897	0.0874828231	-0.204181051	-0.0193512206	-0.1135247373	0.0908667031	-0.1417464993	-0.1071945175	-0.0002576354	-0.1535628692	-0.0189175676	-0.0850897376	-0.0359771558	0.1899539014	-0.0025957365	0.0900569567	0.000232928	0.0337163266	0.0691118203	0.1783267531	-0.0355271971	-0.1903858061	0.0735149213	0.0094751929	0.0816020733	-0.0987003412	-0.0767665035	0.1506463738	0.1505088436	0.3260675194	-0.1959162507	-0.0669553943	0.1320104572	-0.036315734	-0.0371206882	0.0005337041	-0.0943575697	0.13357313	0.0539079643	-0.0899636764	0.0222459631	0.155915944	0.1551433414	1.629031473271425e-06	-2.072725844470824e-05	2.6537435409088694e-12	4.2961924263372894e-10	-2.3432507973097927e-05	-4.37337147047856e-05	1.91263780187958e-09	5.490824299092979e-10	-0.0089245813861822	0.0343976075873513	0.0011831954077334	7.96481529185898e-05	0.0003190000449763	-0.0001009998456561	1.0200968822556032e-08	1.017610286948814e-07	-1.894040480010517e-13	-8.099999491339993e-05	3.58738933991847e-26	6.560999175970815e-09	8.846151431816593e-12	1.7015026513152133e-08	7.825439515463076e-23	2.8951112724327004e-16	1.0	0.0	0.0	0.0	0.0
914.1151271803824	-3.1569817604375885	9.966533835735616	835606.4657400066	981.2546635347254	-9.98178298052619	962860.7147086472	99.63599147032232	865.9980718978328	0.400268712809634	749952.660530764	0.1602150424542813	866.0921598728977	776.909809751626	1.504326	20.057129	0.0464398526505749	0.0301690087678589	0.0411952591	-0.1492657326	0.1167310563	-0.0208130605	-0.0880535839	0.0103123127	-0.1570094241	-0.0559349296	-0.0102720347	-0.0748585772	0.1264542985	0.0369002815	0.0558101726	0.1278994449	-0.0667709354	0.0622448292	-0.0453891764	0.0329770567	-0.0645517199	-0.0700465944	0.0768435296	-0.1494411372	-0.0130391352	-0.052485615	-0.0058210948	-0.144945692	-0.0964554425	-0.0728043853	0.0051717447	0.1295165423	0.1545436221	0.0040564017	-0.060410582	0.1200447115	-0.0979997461	-0.013859774	0.0099968792	0.0317432777	-0.0864613318	0.0935885107	-0.1231086067	-0.0169273994	-0.0638209808	-0.1466987934	0.1309835086	-0.1280415751	-0.1866069843	-0.0573590348	-0.0456674144	-0.0401482878	-0.0658056615	0.1104580272	-0.0182778492	-0.0371505816	-0.2462998484	-0.118175057	0.011965712	0.0319883638	-0.0061654479	-0.0897478695	-0.1016413283	-0.0365339566	0.0315645309	0.0353313616	-0.062404614	0.0802069123	-0.2460644386	0.0829583323	-0.0659922	0.0012288662	0.0936282112	-0.1217409092	0.1403114363	0.0904237131	0.0897448097	0.0268809797	0.0006232813	-0.1415683931	0.0520824413	0.1379237744	-0.125532585	0.0857987107	0.1554579513	0.1533170814	6.878384937181181e-07	-9.411929795533068e-07	4.731217934404096e-13	8.858442247604318e-13	0.0211103774700376	0.0211338099780106	0.0004466379241866	0.0004456480369274	0.0107804966658449	0.0197050780520271	0.0003882901010364	0.0001162191083622	0.0002069996036186	-0.0001120004413576	1.2544098864319589e-08	4.284883589825752e-08	2.4944490917278017e-12	2.6838531397288534e-12	6.222276271221656e-24	7.203067675632424e-24	3.335575067021923e-11	2.450959923840264e-11	1.1126061027738306e-21	6.007204548271073e-22	0.0	1.0	0.0	0.0	0.0
914.9823268390538	0.8671996586714386	0.7520352479998595	837192.6584278091	983.551685557646	2.2970220229206006	967373.9181632864	5.276310173782249	865.0605811479796	-0.9374907498531684	748329.8090560803	0.8788889060602559	865.5376442516273	773.634031167302	1.393884	18.584608	0.042818699717862	0.0245183851487201	0.0773743886	0.1288548198	-0.0813318775	-0.0726788375	-0.0378624819	-0.0846252673	0.1442368203	-0.0253126227	0.0129753763	-0.1425743825	0.0433420107	-0.1921763186	0.1747670351	0.0070777539	0.1385665743	0.0129989864	-0.0056288357	0.0024547185	-0.0111815546	-0.1169394163	0.0883133761	-0.0314181984	-0.1634282532	-0.0224135728	-0.1725002246	-0.0157132526	-0.0889687348	-0.1030418363	0.0587705993	-0.0367697272	-0.1252169057	0.0407825494	0.1807927188	0.0292836352	-0.0533401426	-0.1124816246	0.1612911153	0.0392233621	0.1657309854	-0.0123563132	-0.0454124582	0.0195932418	-0.0037922978	0.0488927764	0.0381644175	-0.1251324974	-0.1492035218	0.0124171573	-0.0717769544	0.09227362	-0.0124466364	-0.032025697	-0.1858594422	-0.028311596	0.104148152	-0.1603978847	-0.1042532536	0.1505592675	-0.0611948012	0.0980280384	0.0242379313	0.1206698716	0.1252803841	0.0306112317	0.0177905027	0.00621941	-0.0330425111	0.0081542356	0.2816581533	-0.0335282798	-0.0179279701	-0.0511880973	0.0140347801	0.0918518731	0.196075972	0.0313534481	-0.0723308116	-0.0611519814	-0.0395017613	-0.0077659848	0.0273863924	0.0760281529	0.1547718027	0.1505910958	1.2094215335878287e-05	1.1406376842160167e-05	1.4627004459059354e-10	1.3010543266536778e-10	1.856267289213065e-06	-0.0211085212027483	0.0004455696673668	3.4457282490024205e-12	0.018229119124598	0.0074486224587531	5.548197653304108e-05	0.0003323007840587	5.299998895586309e-05	-0.0001539996146627	2.3715881316271462e-08	2.808998829321609e-09	3.474766030464593e-09	3.472271581372865e-09	1.2073998966470664e-17	1.2056669934809617e-17	0.0001309999400118	0.000130999906656	1.7160984283095198e-08	1.7160975543893642e-08	0.0	0.0	0.0	0.0	0.0
915.067783190932	0.0854563518781788	0.0073027880763271	837349.0478339666	983.0851174747244	-0.4665680829216398	966456.3482002926	0.2176857760011742	866.1686233362385	1.108042188258878	750248.0840521946	1.2277574909615228	865.8158069865749	773.0146744749501	1.175373	15.671203	0.0375553681753466	0.0276286593734194	0.0307106968	-0.1300589637	0.0451206352	0.0106388536	-0.0959481474	0.0421889332	-0.1813761312	0.0652415342	0.086706445	0.0193039019	0.0796133077	-0.07077736	-0.0029860469	0.1158599224	-0.2143085494	-0.0052349472	0.1239766984	-0.0635981269	0.0017359972	-0.0375735108	0.021018001	0.0294079853	-0.058899248	-0.0162904217	0.0470093113	-0.001293021	0.0836565954	0.165532245	-0.0710719249	0.1204824038	0.0526698397	0.1734693268	0.0782044183	-0.004680812	0.2151229317	0.1283838848	-0.0510936044	0.0297174834	-0.0995459349	0.1452765993	-0.0507397635	0.1829491396	0.0594524378	0.0578668441	0.0868530787	-0.0391083607	-0.0291176735	-0.0061327026	0.0755136606	-0.1381241857	0.0086303015	-0.0147117202	-0.0277614946	0.1080888928	0.0033485962	0.2032698255	-0.1143845777	-0.0567137453	-0.0490166509	-0.0686954035	-0.1566312758	0.0091214508	-0.1172200397	-0.0185501546	-0.0157287196	-0.1271100745	-0.0363355054	0.0687655939	-0.0108589664	0.0891462359	-0.0722766927	-0.0179001222	0.0453887045	0.2810954402	0.2338595594	0.0085853475	-0.0390665691	-0.1255265963	-0.1186024849	-0.0841013349	-0.0600518201	-0.1266993736	0.1538585052	0.1469813818	0.0041014716558862	0.0040893774405503	1.682206974403789e-05	1.67230078512819e-05	5.503748384683149e-05	5.318121655761843e-05	2.828241794548308e-09	3.029124628190237e-09	0.0172664628541525	-0.0009626562704455	9.267070950280436e-07	0.0002981307394938	0.0005699999398188	0.0005169999508629	2.672889491922792e-07	3.248999313934356e-07	-1.0000027044210211e-06	-1.0034774704514855e-06	1.0000054088493562e-12	1.0069670337037123e-12	3.0338932429686827e-10	-0.0001309996366224	9.204508209731031e-20	1.7160904795220683e-08	0.0	0.0	0.0	0.0	0.0
915.235647954451	0.1678647635189918	0.028178578831287	837656.2912866038	989.3474205465876	6.262303071863244	978808.3185421864	39.21643976386782	865.5916457892699	-0.5769775469685783	749248.897260177	0.3329030897058779	866.6174830996626	776.3697892684805	1.125225	15.00259	0.0699878575273808	0.0429648541154788	0.0121546775	0.1377639857	-0.0300773611	0.1221658221	0.0237849738	-0.0103540089	0.099978836	-0.1079495651	0.0548520437	0.0489901543	0.0889656962	-0.0554957498	0.0928934668	0.0025531408	0.1107287888	-0.100920799	0.2153808126	-0.0857514271	-0.1166149544	0.1366120997	0.0070754028	0.153575518	-0.0737699933	-0.0480387015	0.0460543289	0.0258322458	0.1046946327	0.2838945587	-0.1679872108	-0.0249861499	-0.0861280342	0.1493117097	0.0252442816	0.0439634244	0.0044753709	-0.009738033	0.0998586579	0.049790388	0.0497636145	-0.0801355396	-0.0166585698	0.1484284921	0.192332932	-0.0228970546	-0.092602318	0.0680683319	-0.0310141565	0.0056171248	-0.0310257179	-0.0557539835	0.012996191	-0.069762271	0.0887616888	0.2537834864	0.0607555763	0.2553567692	-0.0718670868	0.1100880064	-0.0258505026	-0.063474604	0.1290762738	0.0665604488	-0.1822524325	0.0454576538	-0.0729137072	0.0614481287	-0.0059250223	0.0931333759	0.0904665306	0.2061537702	-0.0655210481	-0.0335096611	0.0298500262	0.0172598193	0.1419381057	-0.040939552	0.0671473068	0.0674442675	-0.090203028	-0.1306398111	-0.2887808296	0.0805424795	0.152719399	0.1425091225	1.967727826013288e-05	-0.004081794377626	3.8719527972669806e-10	1.6661045341219774e-05	0.0333850347589077	0.0333299972750608	0.0011108887183555	0.0011145605458534	-0.0088589418276541	-0.0261254046818066	0.0006825367697881	7.848085030575936e-05	0.0005839986878912	1.3998748072400016e-05	1.9596494759452315e-10	3.4105446745864325e-07	3.20239491884422e-05	3.3023951892863224e-05	1.025533321623928e-09	1.0905813986221446e-09	8.199082728180664e-05	8.199052389248234e-05	6.7224957583550476e-09	6.722446008163717e-09	0.0	0.0	0.0	0.0	0.0
916.5746161856742	1.338968231223248	1.7928359242251135	840109.0270359161	979.2695348403032	-10.077885706284404	958968.8218663438	101.56378030893153	867.5596509943355	1.9680052050655377	752659.7480334132	3.873044487165049	867.1546563070535	777.0301787091455	1.172769	15.636492	0.0312877839402978	0.0177788485910601	0.0109998732	-0.1008333497	0.0321907243	0.1099381465	0.0818229031	0.0857183341	-0.1487046423	0.0287652904	0.0785616035	-0.1018823965	0.0817163413	-0.1597956588	-0.0841273533	0.1077593037	-0.1213400052	-0.0812978756	-0.0240864296	-0.1029595524	0.052408001	-0.1287484032	-0.0289521255	0.0071809847	-0.0224045079	-0.0181343591	0.172018784	0.1367365616	-0.0612187444	0.0984426776	-0.0245845435	-0.0397812141	-0.2511573206	-0.094549845	0.1398692545	0.2920928255	-0.0094288419	0.1958234503	-0.0980255468	0.0856213659	-0.0952885623	0.0893160314	0.0536361874	0.1105482665	-0.1221413567	0.0750265636	0.056511441	0.0606686932	-0.0749971903	-0.037406954	-0.0583220414	-0.1528622467	-0.0034777397	-0.0595699724	-0.1507149972	0.1760756234	0.185028565	-0.1585282278	0.0379697755	0.217048366	0.0430411197	0.0266237544	-0.0498793211	-0.0566956152	0.0786546202	0.0252483251	0.0613671503	0.0901537479	-0.1819514864	0.0183202942	-0.1762411767	-0.0271610451	-0.1545639826	0.0648771489	-0.0489575554	-0.0565637986	0.2512287066	0.2202255314	0.0990068776	-0.1220948581	0.086962454	0.0324731277	0.0642818864	0.1801181104	0.1513561561	0.1372005631	2.093353630527872e-05	1.2562580451458416e-06	4.3821294224442224e-10	1.5781842759936514e-12	0.0194988145312606	-0.0138862202276471	0.0001928271122107	0.0003802037681244	-0.0090089332304899	-0.0001499914028357	2.2497420924651173e-08	8.116087795142519e-05	0.0003899999709636	-0.0001939987169276	3.763550216955507e-08	1.520999773516089e-07	-3.700002230710986e-05	-6.902397149555206e-05	1.3690016507266271e-09	4.7643086410187836e-09	7.194669562128912e-09	-8.198363261224451e-05	5.176327010822423e-17	6.721316016299481e-09	0.0	0.0	0.0	0.0	0.0
919.1411485258568	2.5665323401825617	6.587088253202976	844820.4509134311	985.811190436868	6.541655596564738	971823.7031905547	42.79325794406675	867.5722512358828	0.0126002415473749	752681.6111144979	0.0001587660870521	868.0494088661956	785.9896223368011	1.249544	16.66013	0.0266820282221948	0.0207907159960248	-0.0821682564	0.0735545342	-0.0418954493	0.0371246789	-0.1201424024	0.0983280806	0.183830098	-0.0123514995	-0.0730350315	-0.0432977247	0.0977154361	-0.1920359446	-0.0744423122	-0.0462692334	0.1525070906	-0.0061947845	0.0569301249	0.0352977673	-0.0072678578	-0.0169412892	0.1202105267	0.1510281949	0.1090987943	0.1065684867	0.1256634031	-0.0157655948	0.1018254899	-0.0517980793	0.0684818396	-0.037680379	-0.0637268942	-0.1336536507	0.0849185693	0.0439210755	0.0164274225	0.1193530031	-0.0358059952	0.016820018	0.1166287989	-0.20081698	0.0223005117	0.11458475	0.0672148935	0.0385037134	0.0444425921	-0.1126630588	0.148939945	0.1917444217	0.0750758585	-0.0761133537	0.0009009189	-0.2220824887	-0.0286477715	0.1166792324	0.0948501789	-0.1171431032	0.0085439947	-0.0318779785	0.1092710711	0.1826095674	0.0129887613	0.1523089037	0.059434372	-0.074273035	-0.0355642435	-0.0246785426	0.1469428535	0.0720449205	-0.082351271	0.0988969528	-0.0727394682	0.0638761853	-0.0455461855	-0.002242076	0.1564581175	-0.0920300556	0.1192182401	-0.0966963736	-0.0574164306	-0.1125487009	0.2330631204	0.0226384498	0.1497707771	0.1310868562	8.683437840772967e-06	-1.2250098464505754e-05	7.540209273456788e-11	1.5006491239008624e-10	3.0666447145222264e-05	-0.0194681480841153	0.000379008789825	9.404309805107107e-10	-0.0090091710221429	-2.3779165300025218e-07	5.6544870236592347e-14	8.116516250621935e-05	0.0003899999578023	-1.3161300012071858e-11	1.7321981800776271e-22	1.520999670857958e-07	0.0001069997198621	0.0001439997421692	1.1448940050567878e-08	2.073592574479892e-08	-2.089495916647089e-08	-2.8089628728599804e-08	4.3659931856848597e-16	7.890272421105794e-16	0.0	0.0	0.0	0.0	0.0
918.732667331087	-0.4084811947698199	0.1668568864805795	844069.7140212938	980.8148836023668	-4.996306834501183	961997.8358959242	24.963081984483235	867.7975187944007	0.2252675585178849	753072.5336257183	0.0507454729206087	867.5602111690405	800.6147771911094	1.213761	16.183039	0.0283428684681593	0.0226183298766135	-0.1715209136	-0.1238158004	0.0425713496	-0.0368054537	0.0406785884	0.0348722183	-0.0830290834	0.2348603391	0.0152642351	-0.0607189328	-0.0535592669	-0.0810957882	-0.0823727602	0.0956419851	0.048391995	0.1678600682	-0.1638884053	-0.0797379744	-0.0396836217	0.0373349504	0.0183371316	-0.0474628106	0.1221850038	0.0629028582	0.1181886486	-0.03998827	-0.0858197442	0.2055072027	0.1135901865	0.0668818333	0.3356291334	-0.1443931855	0.052256746	-0.0847751606	-0.0112260838	-0.0950039985	-0.1412081367	0.0066784205	0.1571077976	0.1373299053	0.0121257449	-0.0114824637	-0.0596430363	-0.1372160164	-0.0128154668	-0.064115667	0.104065148	0.0264519906	0.2078703751	-0.1007042183	0.1039289113	0.0468921948	-0.1295130424	0.0413698425	-0.2369965342	0.0602386191	-0.0715451261	0.0618916302	0.1731458089	-0.0014462964	-0.0859634945	-0.0394941107	0.0192031047	-0.2331137362	0.1111203769	-0.0293904545	0.0098374855	0.051378985	0.0601704297	-0.0042393401	-0.0643361886	0.0526525308	0.0488749493	-0.0874095444	0.0629810137	-0.0704039456	0.096404521	0.0508307001	0.0279712298	-0.0549089189	0.0890368348	0.0568855859	0.1479655889	0.1242038795	-6.747173055998701e-05	-7.615516840075998e-05	4.552434424759485e-09	5.7996096741481106e-09	0.0001152655904093	8.459914326407773e-05	7.157015041015949e-09	1.3286156332404512e-08	-0.0090686005651292	-5.942954298629975e-05	3.53187057956045e-09	8.223951620986165e-05	0.0003900074801947	7.522392400009879e-09	5.658638741972639e-17	1.5210583460781933e-07	-3.6418292734596847e-05	-0.0001434180125966	1.3262920457027895e-09	2.0568726337186296e-08	0.0004190072623219	0.000419028157281	1.7556708587849354e-07	1.7558459659436618e-07	0.0	0.0	0.0	0.0	0.0
916.7326363583162	-2.0000309727707872	4.0001238920424615	840398.7265644688	990.5607844633216	9.745900860954862	981210.6677165912	94.98258359156073	866.5345667705635	-1.2629520238372152	750882.1554082482	1.5950478145145175	867.8597964626221	792.9605252623352	1.279172	17.055149	0.0187537605018421	0.0117456407418187	-0.09266482	0.1392200107	-0.1060103171	0.0432589895	0.0280872115	-0.0529123615	0.1072108575	-0.0976679767	0.106805417	0.1331656639	-0.0180199879	0.1360495246	0.1209217852	-0.0942119763	0.0158764077	-0.1243201122	-0.1317611115	-0.0075475161	-0.0705884752	0.1560559956	0.0280937475	-0.0055778027	0.1572651372	0.1482675172	-0.0943050778	0.0534581808	0.0897912104	-0.0442195381	0.040342518	-0.0283979919	0.0946640315	-0.0270155805	-0.0806921248	0.0086820028	0.0562610543	0.1610786699	0.1831360507	-0.0080457634	-0.0628841591	-0.0463872351	0.1244748931	-0.0731592289	0.0203290982	-0.1434828577	-0.0838448762	-0.0328979954	0.133714267	0.1100683489	0.0196791566	0.0655430961	-0.0242175219	0.0380611738	-0.0027061409	-0.0016041364	0.0512652673	-0.0064066087	-0.0335695125	-0.1512134278	0.0791465993	0.0119701942	0.1303580247	0.0372759891	-0.0559818054	0.0479798958	0.0559085956	-0.0672664121	-0.0303213835	0.0614420884	0.1222587288	-0.0713768929	0.1794417671	0.0893874337	-0.0582172854	-0.1410012616	0.0379923008	0.0605498882	0.0590182615	0.191549951	-0.1265312749	-0.0642542999	0.0409154391	0.1716597306	0.1459432408	0.1165920251	7.119813085409987e-05	0.000138669861414	5.0691738371175294e-09	1.922933046460206e-08	-8.130739985290347e-06	-0.0001233963303945	1.5226654354850898e-08	6.610893270839928e-11	-0.005654644477218	0.0034139560879112	1.1655096170185946e-05	3.197500416373203e-05	0.0002590045892181	-0.0001310028909766	1.7161757444226952e-08	6.708337723603674e-08	-3.696773591044256e-05	-5.494431758457165e-07	1.3666134983442247e-09	3.018878034834269e-13	0.0002490048320319	-0.0001700024302899	6.200340637523474e-08	2.8900826304506296e-08	0.0	0.0	0.0	0.0	0.0
