global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
860.9080911246368	n/a	n/a	741162.741363866	878.2819446144304	n/a	771379.1742357053	n/a	824.4961215518359	n/a	679793.8544540198	n/a	829.1203698398305	680.5735060891824	n/a	n/a	n/a	n/a	-0.0394561857	0.1046562671	0.2182782596	0.2968676827	-0.100861288	0.031664379	0.1466996581	-0.153751324	0.3303824936	-0.1582585685	0.320546954	-0.0780194178	0.1782642297	-0.0967633591	0.2233730934	-0.1963086217	0.119176916	-0.0881568425	0.0085945379	-0.0095067489	0.0416876134	-0.1255981144	0.1129387571	-0.059118949	0.1494393508	-0.0005252799	0.0216892953	-0.2489695431	0.0011613141	0.1150980696	-0.0076874344	-0.0296875572	-0.054501574	0.0100061892	-0.3476217175	0.1843730822	-0.0546728251	0.2144131499	-0.0777502705	-0.0068565463	0.0038208414	-0.276527326	0.0193796357	-0.1815634256	0.1050805466	-0.0029189548	0.1876786674	-0.2540241116	-0.0196253441	0.3359004651	0.021301091	-0.2745505419	0.0069304017	-0.0854693473	0.0142528782	-0.1937350388	0.1679020725	0.0136309615	-0.0288376178	0.2494748729	-0.0383641229	0.3711527731	-0.0538378802	0.1697340634	-0.1415167963	0.1712266177	-0.1337838168	0.0703078351	-0.2111268997	0.1206728593	-0.0645743704	-0.2438394666	0.1561451084	0.1560591586	0.0946223640653443	n/a	0.0089533917813145	n/a	0.0174461248882664	n/a	n/a	0.0003043672736169	-0.0519939500475885	n/a	n/a	0.0027033708415511	0.0019954666179345	n/a	3.981887023290952e-06	n/a	-0.0030108907652286	n/a	9.065463200138864e-06	n/a	0.0026280158534577	n/a	6.906467326025003e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857.2667695737422	-3.641321550894645	13.259222637009785	734906.3142153996	873.3700938599272	-4.911850754503121	762775.3208488981	24.12627783451288	823.310596678951	-1.185524872884912	677840.3386038503	1.4054692242287865	827.5689418188452	667.8738357702615	1.425928	23.71656	0.1587172812671202	0.0817688971796412	-0.0496410764	0.1636352558	0.0611185529	0.1955259321	0.0256003584	0.0714404709	0.1247273357	-0.2205052289	0.0275783881	-0.0108334065	-0.0007672447	-0.0654375622	0.1211077113	0.0248491779	0.215474297	-0.0156660524	0.0833289095	-0.1872847569	0.0173145105	0.1503327575	0.0495316245	-0.0960374389	-0.0165024682	-0.0782361517	0.169285192	0.1149996409	0.1186548458	0.1003339411	-0.1068635977	-0.1640253717	0.1255897623	-0.0430141292	0.0150837753	0.0887803532	-0.2561207208	0.0083452621	0.0397649718	0.1911459548	0.0352048945	0.1149533285	-0.0305702868	-0.04324712	0.0253808373	0.0012510403	0.2342274964	0.0799456626	-0.0684651194	0.1307336997	-0.0314813449	0.287292388	0.0536500068	-0.0927314899	0.0888307897	0.0117489945	0.0432397648	-0.0272152166	0.0486610215	-0.0756695207	0.1446438985	0.0513513793	-0.193449503	-0.003277137	-0.0091753856	0.0191667976	0.0196301577	-0.0855417723	0.139363899	-0.0242784325	0.0831407304	-0.0471732855	-0.0186621643	-0.0311330564	0.155915944	0.1551433414	0.0680745317716571	-0.0265478322936871	0.0046341418759303	0.0007047873994937	0.0010908566549545	-0.0163552682333118	0.0002674947989835	1.189968241658521e-06	-0.0299723700817224	0.0220215799658661	0.000484949984193	0.0008983429683157	0.0019912693145869	-4.197303347600132e-06	3.965153483215382e-06	1.7617355391775277e-11	-0.0020072520508027	0.0010036387144259	4.029060795451644e-06	1.0072906690944736e-06	0.0017599998557461	-0.0008680159977115	3.097599492226293e-06	7.534517722832643e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.9830436726019	-2.283725901140315	5.215403991539143	730996.0049676662	863.2724196748584	-10.097674185068854	745239.2705712848	101.96302394780597	821.4856074866846	-1.8249891922664572	674838.6033077672	3.3305855518893765	825.639896937779	655.3891324187069	1.162654	19.337679	0.0852268610512885	0.0450167203698717	4.92996e-05	0.1665327049	-0.0164761568	0.0467616114	0.0919306057	0.1397755916	0.1136468545	0.1070021183	-0.0492279318	0.1288848138	-0.0462146356	-0.0254116168	-0.0089971917	0.1495380849	0.0781878253	0.0181545935	0.1263939896	-0.0834200901	-0.0641809223	0.2178622075	0.0804898334	-0.0503060685	-0.0224306641	0.0305277858	0.0012038487	-0.0601143463	-0.0903392938	0.0862277563	0.0833899437	-0.1215989404	0.1950303691	-0.0105421896	0.0936477869	0.1559071859	-0.0070705442	0.0535622186	0.1427382174	0.0654129765	0.1481433922	0.1345216281	-0.058006026	-0.0361297849	0.1332049931	0.0285923013	-0.0120788716	-0.0593284797	-0.0765931291	0.1071661807	-0.0034113393	0.242639536	0.1124153298	-0.1613938335	0.072541353	-0.0161634865	0.0894442598	0.0547645165	0.0148380471	-0.0687501962	0.1001596677	0.0797381757	-0.1487637108	-0.0406617134	0.0071786353	-0.0941622017	0.1319749666	-0.062369019	0.0393583713	-0.0604775634	-0.0205631944	-0.0171414829	-0.0538268661	0.1600268057	0.1554579513	0.1533170814	0.0830973030810611	0.0150227713094039	0.0069051617793457	0.0002256836578146	0.012914956855738	0.0118241002007835	0.0001398093455581	0.0001667961105855	-0.0301544608067985	-0.000182090725076	3.315703215873954e-08	0.0009092915065487	0.0014632240868286	-0.0005280452277582	2.1410247282753906e-06	2.788317625583148e-07	-0.0014522735602775	0.0005549784905251	2.1090984938810856e-06	3.080011249456294e-07	0.0016790655977091	-8.093425803699992e-05	2.819261281410217e-06	6.550354123999687e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.7133623171417	-0.2696813554601931	0.072728033482847	730534.9317234735	861.9159135868412	-1.3565060880172268	742899.042094239	1.8401087668278004	821.3025623166184	-0.1830451700661797	674537.8988678429	0.0335055342845566	824.986015060321	656.6089005627293	1.096103	18.230778	0.1030731060000255	0.0494459206896935	-0.0459896509	0.1226736772	-0.0437434289	0.1818242296	0.0999859162	0.1271024613	0.0032283806	0.1463218605	-0.1211479235	0.1622725021	-0.0212206167	0.0095864568	-0.1671536696	0.1331667292	0.0814050615	-0.1647157971	0.1309663928	-0.0924824542	-0.0341104879	0.2180312751	-0.1522689689	0.0336121475	-0.1057808644	-0.0596197806	-0.1313443213	-0.0315005414	-0.0206547813	0.0470897253	-0.0434313707	-0.1341364458	-0.1301862931	0.009249824	0.1883909553	0.0495992818	0.1066266042	0.1612380119	0.0627867733	0.1391142603	0.0984059507	0.2622582787	0.0760689098	-0.0554493656	-0.0460857412	0.050149514	-0.0335642294	-0.0341238787	0.0752776842	0.1533811315	-0.037453455	0.2990981371	-0.0019370242	-0.0164869295	0.1073792428	0.0974070502	0.0669978101	-0.060003469	-0.1012011263	0.1176198262	0.0960599569	-0.0228845591	-0.0458732644	-0.204114263	0.109911853	0.0391532785	0.0399480045	0.0373801366	0.0629948968	0.0272762458	-0.0819030986	-0.1756499641	0.0675281394	0.1629888459	0.1547718027	0.1505910958	0.1004777373064484	0.0173804342253873	0.0100957756942236	0.000302079493863	0.0306665549731945	0.0177515981174565	0.0003151192357236	0.0009404375939239	-0.0462180801715703	-0.0160636193647718	0.0002580398670962	0.0021361109347456	0.0020949354955839	0.0006317114087552	4.38875473065736e-06	3.990593039516056e-07	-0.0013615742066723	9.069935360519988e-05	1.8538843202753035e-06	8.226372744401085e-09	0.0013639272742214	-0.0003151383234877	1.860297609365018e-06	9.931216293063833e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.4968458267904	0.7834835096487041	0.6138464098914509	731874.8532195871	862.0175877815766	0.1016741947354376	743074.3216447681	0.0103376418750996	820.6646649344834	-0.6378973821349518	673490.492272028	0.4069130701346248	824.2589751633773	652.7968177283037	0.979059	16.284073	0.1280712145209233	0.0675783063400387	-0.0341732926	0.0991898211	-0.0714122909	0.1306907248	0.0830867818	0.090729736	-0.0695641357	0.2268052009	-0.1324188492	0.0529040573	0.0125104492	0.0537270982	-0.1748376574	0.0765677925	-0.0117149766	-0.0837405075	0.0721430565	-0.1672239673	-0.1438971245	0.0964618258	-0.0105114888	0.0087004983	-0.1400870479	-0.0692036179	0.0414596938	0.1100117136	-0.1160879148	0.0477240448	0.1372296083	0.1886763298	-0.124502142	0.0294227188	0.1573189818	-0.0279530867	0.1607077808	0.1331119683	0.0357293226	0.1059389181	0.217595976	0.0317040441	-0.025973424	-0.0782190274	0.0064158673	0.2036681028	-0.0628855706	0.0586311782	0.1128276533	0.0112065229	-0.0337553659	0.2173124582	0.038867724	0.0427056589	0.018739156	0.0958413785	0.1266643144	-0.076642583	-0.0369608151	0.0782281322	0.0969811632	-0.0983584754	0.1163158482	-0.2929058606	0.0127002507	0.0495812511	-0.0074545812	0.1358718592	-0.0462974228	2.48274e-05	0.1091102515	0.0339284884	-0.0076782311	0.0784065216	0.1538585052	0.1469813818	0.0520919607406966	-0.0483857765657518	0.0027135723738102	0.0023411833738708	0.0094672285670611	-0.0211993264061334	0.0004494114400737	8.962841674097778e-05	-0.0131322933140722	0.0330857868574981	0.0010946692919797	0.0001724571276868	0.0022441982248533	0.0001492627292693	5.036425672434702e-06	2.227936234895017e-08	-0.0012958004480965	6.577375857580014e-05	1.67909880128709e-06	4.326187317187642e-09	0.0010709572682358	-0.0002929700059855	1.1469494703870876e-06	8.583142440720243e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.3450891339938	0.848243307203461	0.7195167082154651	733326.9116839078	865.78902339436	3.7714356127834208	749590.6330301596	14.223726581371055	822.5547545650246	1.8900896305411836	676596.3242575278	3.5724388114793078	825.7487564605921	659.8171672920214	1.092754	18.175079	0.1465133403556696	0.1007473140855668	0.0092764121	0.0835751012	-0.0138239818	0.1717485857	0.0597971589	0.0954724628	-0.0895369374	0.057382576	-0.1015479231	0.0457732783	0.2046978668	-0.0219231726	-0.0761470089	0.0456998489	-0.023636263	-0.2262997419	-0.0534571029	-0.0397161109	-0.1101143978	0.0063117029	-0.2201780758	0.0449857685	0.0292760432	0.2060211586	0.0310899412	-0.0719066452	-0.0569191336	-0.1912848503	0.0992908945	-0.075073605	-0.0281758167	-0.0150981854	0.1465342811	-0.019622168	0.0413850824	0.1594725698	-0.106896048	0.0234587702	0.1247409647	0.0840712988	0.1668705402	0.154150132	0.046828556	-0.0076709201	-0.1592872041	-0.024642271	0.1795332662	-0.0857198369	0.0094242492	0.0577797507	-0.0048996182	-0.1017578114	0.0175510922	0.0462913301	0.1438231696	-0.0054287665	-0.0226213311	0.2542040713	-0.0946296597	0.0176214463	0.1687099884	-0.0233954413	-0.0937694302	-0.0658423336	-0.0057119795	0.1101421059	-0.0457122331	-0.0312475606	0.1907147176	0.0895819802	-0.028683587	0.0435875164	0.152719399	0.1425091225	0.0517963570664079	-0.0002956036742886	0.0026828626053508	8.738153225297968e-08	0.0340499885030709	0.0245827599360098	0.0006043120860714	0.0011594017170592	0.017005799729219	0.0301380930432912	0.000908304652286	0.0002891972244303	0.0007400214023443	-0.0015041768225089	5.476316759276244e-07	2.262547913373271e-06	-0.0010191222323832	0.0002766782157132	1.0386101245377172e-06	7.655083505029531e-08	0.0010218746324165	-4.908263581930019e-05	1.0442277643763569e-06	2.40910513897005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.0013332246006	-2.3437559093932805	5.493191762815923	729318.2771493952	874.3996149133013	8.610591518941305	764574.6865605296	74.14228630606394	822.0664849144661	-0.48826965055855	675793.3056196261	0.2384072516565685	827.6744324560879	653.5655188502637	1.14383	19.024595	0.111989897956554	0.054391857615217	0.0258964521	-0.0194489174	0.0677467032	0.0101710067	0.040156935	-0.0278510778	-0.0375231282	-0.1259053568	-0.0991403034	0.1874221283	0.1911956447	-0.0824620801	0.0184226852	-0.0778485429	-0.074662542	-0.0112495333	-0.1095759195	-0.1137476588	-0.0316033283	-0.0237489589	-0.1711832174	-0.1695555118	-0.0120745058	0.0505480376	0.1776715205	0.0193841141	-0.097014038	0.1630608553	0.0553980307	-0.1750090141	-0.0043358491	-0.0891633362	-0.0219029359	-0.0694588849	-0.033805246	-0.0645288948	-0.0972385329	-0.0142748603	0.0856129653	0.0715116058	0.2461036793	0.0535271064	0.1386303345	0.1465842341	-0.0160784983	0.0164057866	-0.0573712505	0.0671064977	0.0187286432	-0.0032134545	-0.1852771768	-0.0089500089	-0.0522409136	-0.0450225898	0.0177823417	-0.0192488034	-0.1402595846	0.0633751338	-0.1111792524	-0.0967978227	0.0653084244	0.041563022	-0.0919372077	0.0412435063	0.1361524581	-0.1233602192	0.1110530224	-0.1151405988	0.1664589044	-0.0837711853	-0.1398588421	-0.0707893363	0.1513561561	0.1372005631	0.0515483933779137	-0.0002479636884942	0.0026572368598441	6.148599081165013e-08	0.0022277802083721	-0.0318222082946988	0.0010126529407511	4.963004656814437e-06	0.004060298818743	-0.0129455009104759	0.0001675859938231	1.64860264974858e-05	0.0005200984896037	-0.0002199229127406	2.7050243888805004e-07	4.836608754830956e-08	-0.0003373477718409	0.0006817744605423	1.1380351916601993e-07	4.648164150477443e-07	0.0005840875044417	-0.0004377871279747	3.411582128449329e-07	1.9165756942042386e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
853.1548333138702	-0.8464999107303584	0.7165620988665047	727873.1696068177	866.8300834775595	-7.569531435741851	751394.3936217127	57.29780615668409	822.3802076428904	0.3137227284242954	676309.2059227634	0.0984219503299842	827.2180785539663	638.0656224470617	1.075538	17.888746	0.156333143070763	0.0793349801965696	0.0334774747	-0.1689869217	0.0801375708	-0.0963481369	-0.1111466502	-0.1529807295	-0.0199085558	-0.041170209	-0.0595099693	0.2169338521	-0.0530230166	-0.0114027432	0.029505218	-0.1287698838	-0.0914914242	0.0778335761	-0.177013607	-0.0315086141	0.1465175324	0.1503189559	-0.1180375973	0.0275979386	0.0353356059	0.0938831729	-0.1294530564	0.0186366617	0.1249546257	0.0288199053	0.1820313986	-0.0696279395	0.0732170832	-0.021622338	-0.1595552225	-0.1116027009	0.0137624229	-0.1578298406	-0.1166852329	-0.0324789766	-0.0661053947	0.1882136773	-0.0370330023	-0.0892695683	0.0053394298	0.1037934874	-0.0815907523	-0.0228437117	-0.1184429986	-0.0046833576	0.0127803361	-0.126182936	-0.227107358	-0.0516099899	0.0128378938	-0.0443190925	0.0237303588	-0.0803108478	-0.0481638972	-0.1196817279	-0.0169749077	-0.1587019093	-0.0192732199	0.0895597548	-0.030684013	0.015191301	0.0747911879	-0.1060189347	-0.0775222848	0.0013558652	0.0529206467	0.0600886501	-0.0173820413	-0.0232068554	0.1497707771	0.1310868562	0.0228907866576406	-0.028657606720273	0.0005239881138056	0.0008212584229338	0.0162821515812936	0.0140543713729215	0.0001975253546879	0.0002651084601162	0.0622635443213823	0.0582032455026393	0.0033876177870405	0.0038767489514607	8.728420200791856e-05	-0.0004328142875957	7.618531920159134e-09	1.8732820754704385e-07	-0.0005349541211769	-0.000197606349336	2.861759117641494e-07	3.9048269297901285e-08	0.0010620252570085	0.0004779377525668	1.1278976465239703e-06	2.2842449532860387e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.6147901036289	1.4599567897587349	2.13147382796263	730366.4394638698	871.7195497682582	4.889466290698692	759894.9734481748	23.90688060787883	823.449679735739	1.0694720928486277	678069.3750568911	1.1437705573820236	828.4090041446964	638.054899012402	1.182771	19.672276	0.1460890006656532	0.082918907458151	-0.0129872588	-0.1186967859	0.0439742016	-0.050790048	-0.1435608628	-0.1212329956	-0.0251869123	0.0396039096	0.0207244756	0.0031281838	-0.1119643986	0.0132618328	0.0499645996	-0.1224305243	0.0056355887	-0.053515097	-0.044638036	0.0548614952	0.0171045811	0.0147982739	-0.0611098525	0.0430118623	-0.0348251844	-0.1399553885	-0.0991117228	0.0851845493	0.1148120784	-0.175304061	0.1302559946	0.1521317577	-0.0615651426	0.0274661651	-0.1290549542	-0.0806875608	-0.0034954318	0.0137117748	-0.065082145	-0.0415283784	-0.0207195031	0.0546269464	-0.0813429382	-0.1776848057	-0.1732333953	-0.036734646	-0.0740230831	-0.1025291593	0.0759977413	-0.1413003049	-0.026141381	-0.0181602718	-0.0754339052	-0.0616217604	-0.0139297445	-0.0413034155	-0.1927148921	-0.0584705214	0.0614157417	-0.2191257902	-0.0718375505	-0.1834164849	0.1549592979	0.1970241309	0.0689414549	-0.0878807391	0.0922870554	-0.0991194967	-0.0467810245	0.0833240751	0.3077924826	0.0225684707	0.0386821432	0.1531867259	0.1479655889	0.1242038795	0.0128663768733474	-0.0100244097842932	0.000165543653847	0.0001004887915234	-0.0278188234972986	-0.0441009750785922	0.0019448960028826	0.0007738869407738	0.0505894271427536	-0.0116741171786287	0.0001362850119003	0.0025592901386319	0.0012101863885544	0.0011229021865464	1.4645510950423411e-06	1.260909320550869e-06	-0.0002832177639724	0.0002517363572045	8.021230182952607e-08	6.337119353859166e-08	0.0012931766857403	0.0002311514287318	1.672305940542267e-06	5.343098300475243e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.6095778397419	0.9947877361129258	0.98960263992068	732067.7496911013	870.8780654587671	-0.8414843094910793	758428.6048972046	0.7080958431196785	823.683281301553	0.2336015658140695	678454.1478956934	0.054569691550785	828.1523670608032	655.3628580433864	1.294606	21.532354	0.143505356515663	0.0896727949932496	-0.0060439026	0.0608353242	-0.0293022749	0.1117006236	0.0707325498	0.0328538155	0.0031070213	-0.1554900894	0.0848228748	-0.1001539156	0.0203761632	-0.0702090579	0.1086324893	-0.0750460623	0.1588529846	-0.0365474893	0.0125965361	0.0307767506	-0.0458046227	-0.115384074	0.1452944781	-0.0825415308	0.0727601506	-0.0222040062	0.0526512521	0.0108668855	0.1625360955	-0.0189935311	-0.0809811024	-0.0428739056	-0.1045296991	-0.0525756997	0.0028269823	0.0123475578	-0.1981810752	0.0074213494	0.0297829944	0.0093815571	0.0018810598	-0.0785649621	-0.0178418935	0.1334754428	0.0759739507	-0.1404481375	0.159690764	0.0700977636	0.0183852969	-0.0048237118	0.00459093	-0.0504919591	0.1880824538	-0.0787252063	-0.0272996807	-0.0633472261	-0.0837609492	0.0649768598	-0.0379428035	0.0037230779	-0.0675391364	-0.1093934468	0.0504544699	0.0386879263	-0.0543599098	-0.0942696798	-0.0254672235	-0.0819813904	-0.042662794	-0.0322187326	-0.0061980853	-0.0694714043	0.1137984543	-0.0972815949	0.1459432408	0.1165920251	0.0120070167753993	-0.0008593600979481	0.0001441684518447	7.384997779453697e-07	0.034104372398275	0.0619231958955736	0.0038344821899215	0.0011631082166802	0.0577175269008449	0.0071280997580912	5.080980616130121e-05	0.0033313129115497	0.0001921371330845	-0.0010180492554699	3.691667790993087e-08	1.0364242865628178e-06	-0.0003149159015425	-3.169813757010004e-05	9.917202504432557e-08	1.0047719254129875e-09	0.0008710300634993	-0.000422146622241	7.586933715195945e-07	1.782077706694857e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
