global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
869.9300742473819	n/a	n/a	756778.3340800554	898.8438778784968	n/a	807920.316799654	n/a	811.7471544767681	n/a	n/a	658933.44280113	818.500199595909	664.709978874992	n/a	n/a	n/a	n/a	-0.0365904089	0.0088196933	-0.0242192795	0.1466374491	-0.0273025372	0.0160716017	-0.0865768881	0.150630391	-0.0515946568	0.1295771594	-0.0916912902	0.0672957369	-0.0759896582	0.0285027377	-0.0905954076	0.1034425392	-0.0694783414	0.0800295794	-0.1029119272	-0.0483293073	0.1213521732	-0.1448973085	0.0699415918	-0.0292029766	0.092788735	-0.0352952063	0.0278344832	-0.1553252617	0.1399014286	-0.3317956768	-0.0657597955	-0.0029795301	0.0778843162	-0.0549570996	0.1025961848	-0.1033781511	0.2000354343	-0.0123663442	0.0229356293	-0.1871368533	0.1100612315	-0.0540262893	0.0987107501	-0.0538704972	0.0980214743	-0.2057094728	0.19467395	-0.0636930457	-0.0453764729	0.0518479609	-0.0294580354	0.0021267397	-0.0154882195	0.0998121651	-0.2173095193	0.0085541419	-0.1234760978	0.0281482251	-0.0714922388	0.0318440403	-0.162927057	0.0129923089	-0.2424010716	0.1451104827	-0.1054147539	0.2272715954	-0.0128530621	0.1106991182	-0.0804507561	0.0782321877	-0.0522951026	0.1561451084	0.1560591586	-0.0683982247421681	n/a	n/a	0.0046783171478801	-0.0259362780737291	n/a	n/a	0.0006726905203178	0.0093823497366685	n/a	8.802848658116348e-05	n/a	-0.0006731864702861	n/a	n/a	4.5318002377625817e-07	0.0015206388507607	n/a	2.3123425144428226e-06	n/a	-0.0004129888571243	n/a	1.705597961088355e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869.7719986027959	-0.1580756445860061	0.0249879094112813	756503.3295535019	899.0959871353641	0.2521092568673566	808373.5940829149	0.0635590773982108	810.7542914139597	-0.9928630628083964	0.98577706148927	657322.5210461519	816.6935162052446	674.4026675259365	1.127795	19.897419	0.06037625890163	0.0301800583680818	-0.0486213893	-0.1279957413	-0.0937777439	0.0081538991	-0.0526068197	-0.0716853435	-0.1732202805	0.0526455737	-0.0720073532	-0.0790828133	-0.0093994979	0.2513630172	-0.0034309589	0.091656732	-0.0052673445	0.0571234766	-0.004540692	-0.1357547884	-0.224293126	0.0323798841	0.0525592992	-0.172104603	-0.0611570825	-0.085944218	-0.0840971369	-0.1492037384	-0.1125974819	0.0412998958	0.1472204532	-0.0078790208	0.0211617108	0.1024894985	-0.0220252067	0.0025881753	-0.0038607818	0.0638800297	0.1877677884	-0.1262079387	-0.0110452768	-0.1925178013	-0.1001991842	-0.0334271594	-0.1005385921	0.0818389299	0.0806711071	-0.1235594859	0.0291785429	-0.0666581693	0.0062865766	0.0167239132	-0.0282656896	-0.0201868206	0.0290260443	-0.0178966234	-0.172020813	0.0038275639	-0.2375912248	-0.1879283652	-0.0165324984	0.0612402627	-0.0670381233	0.2127351616	-0.106265154	0.2218295571	-0.0583501374	0.2717662903	-0.0768763503	-0.0556226686	0.0270829691	-0.0387900658	-0.0533562763	0.155915944	0.1551433414	-0.0562706293100916	0.0121275954320764	0.0001470785709641	0.0031663837229537	-0.0056109154767653	0.0203253625969637	0.000413120364698	3.148237248740437e-05	0.0106471008329833	0.0012647510963147	0.0001133607561477	1.5995953356294876e-06	-0.0007029643443272	-2.977787404110006e-05	8.867217824076206e-10	4.941588693953703e-07	0.0013812718564421	-0.0001393669943186	1.907911941399005e-06	1.9423159105400696e-08	-0.0007770149842901	-0.0003640261271657	6.037522858113443e-07	1.3251502125933117e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867.4613635878073	-2.31063501498852	5.339034172490999	752489.2173176181	893.5269045922064	-5.56908254315772	798390.32923013	31.014680372504053	808.6543050130208	-2.09998640093886	4.409942884128148	653921.7850160917	814.2102791824683	672.3012013996349	1.264233	22.304567	0.1415108511341105	0.064685651335957	-0.0983508663	-0.1004280161	0.1319598648	0.0104944872	0.107587274	-0.076356118	0.048051929	0.1653972648	-0.0039159357	-0.1866735925	-0.0504085262	0.0075836219	0.1159057968	0.0449177846	0.1077387507	0.0938214246	0.0472650383	-0.0969037958	-0.0390794394	0.0602423296	-0.0543336062	-0.0795303442	-0.1446580901	-0.0225016775	0.102013318	-0.1006260449	0.1406992558	0.2149412418	-0.0266759664	0.1670747617	0.0950895449	-0.0081029183	0.0675117062	-0.1150347048	-0.1490278284	0.108847802	-0.1272205256	-0.0705227051	-0.0828118118	-0.0564445347	-0.2557999156	0.0711093424	-0.0426396085	0.1983772984	0.1576540225	0.1328804272	0.1376659281	-0.0958426348	0.0758688715	-0.1571527432	0.1387525451	0.0007544125	-0.0690339849	0.0604077038	0.0380206013	-0.1121539095	-0.1501135912	-0.0678627533	0.0359716658	0.0935690618	-0.1382496988	0.1825847247	-0.0504819605	0.1528095472	0.0957705797	-0.1859269506	0.0956860723	0.0785629839	-0.032055119	-0.0339872909	-0.0216951954	0.1554579513	0.1533170814	-0.0482967562707159	0.0079738730393757	6.358265124808271e-05	0.0023325766662729	0.0265192655354695	0.0321301810122348	0.0010323485318789	0.0007032714445407	0.0521290579724933	0.04148195713951	0.0027174386850995	0.0017207527681241	-0.0002847631884475	0.0004182011558797	1.7489220677911717e-07	8.10900734947864e-08	0.0007190938249412	-0.0006621780315009	5.170959290685651e-07	4.3847974540240716e-07	-0.0006588973728109	0.0001181176114792	4.341457478971061e-07	1.3951770141551242e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.6241065674244	-1.8372570203829357	3.375513358946382	749305.0938706517	887.548827140562	-5.978077451644367	787742.9205585873	35.737410017858814	808.8084915964226	0.1541865834018381	0.0237735025011319	654171.1760784804	814.511073672718	669.1433253358392	1.248615	22.029018	0.0970820776010209	0.0459879713105657	-0.1001067416	0.0783804772	-0.0620435296	0.0832358114	-0.0634258959	0.0317419759	0.0237391044	-0.0559024763	-0.0282382485	-0.1030106112	-0.1826951041	-0.083186447	0.1204167414	0.0638657478	0.1284968794	0.1930241287	0.1560320574	-0.0735761161	0.0299010582	-0.0473133361	0.1816044854	0.1845089072	0.1199821982	-0.1505511161	-0.0519986532	0.0016701544	0.1604646641	-0.1473291488	0.1046156581	-0.0078312843	0.0786485361	0.0467950749	0.0548124631	-0.19396757	0.0582042958	0.1791623705	-0.0514582218	0.0310109369	0.2736350928	0.0839406356	0.0461988411	-0.061679146	0.1075885235	0.1310558215	-0.0014706282	0.1245795381	0.0377262439	-0.1084045655	-0.0149131371	-0.0107530006	0.1417946149	0.1571426081	0.0783475364	0.0689766291	-0.0262515558	0.0330719278	0.1178858923	0.0520622891	-0.0034607676	0.0891347632	-0.1192740362	-0.0213346253	-0.1737432859	0.0657616276	-0.0431505799	-0.0685050408	0.0944483409	0.1051088013	-0.1342494256	0.0135586536	0.1174130933	0.1547718027	0.1505910958	-0.0429332541614826	0.0053635021092332	2.876715487575001e-05	0.0018432643128944	-0.0034901355184331	-0.0300094010539026	0.0009005641516139	1.2181045937028284e-05	0.0438565374786179	-0.0082725204938753	0.0019233958796134	6.843459532158846e-05	3.618997312439292e-05	0.0003209531615718	1.030109319229936e-07	1.3097141547442815e-09	0.0011409972714069	0.0004219034464656	1.301874773357991e-06	1.7800251813963577e-07	-0.0003330209019683	0.0003258764708425	1.1090292114778009e-07	1.061954742488279e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.5498884504361	-1.074218116988277	1.1539445628658396	747446.5096196616	888.9473101215978	1.3984829810357269	790227.3201724241	1.9557546482465733	808.3586424710458	-0.4498491253768861	0.2023642356023494	653443.6948576319	813.1283204630352	663.1056619251476	1.165555	20.563614	0.0686228324683063	0.036640337375569	-0.1372776194	-0.0271482778	-0.047632523	-0.1713057727	-0.0182409977	-0.2100556607	-0.0419356509	-0.2157690186	-0.0006187656	-0.0607767218	-0.0340056212	-0.0261563655	0.1564520225	0.0384968648	0.0049319687	-0.0458010688	-0.1262292379	-0.1242259282	-0.1454719531	-0.1295102039	0.0929803464	-0.0342576756	-0.0290063274	-0.0344718429	-0.1431997568	-0.0763329524	-0.1675744537	-0.1439366305	0.0192259158	-0.1121414547	0.1893192764	0.0344816293	0.0212571821	0.1472119685	-0.0828814752	0.1703529611	0.1607380048	0.0019124023	0.0788852966	-0.0596418816	-0.0088167394	-0.062011462	0.0561651569	-0.1147990351	-0.0138196376	-0.1864555243	-0.1297787236	-0.1174182814	-0.0092664865	0.1108735666	-0.0518558324	0.1176582918	-0.0156087282	0.0371442826	0.0063865655	-0.1174235757	0.0349592667	-0.0835532857	0.1214260649	0.1422535212	-0.0564044226	-0.0417240554	-0.0852291084	0.0129840074	0.0139253515	0.036565202	0.0913682158	-0.0199754448	0.0997511811	-0.0028397445	0.0337509818	0.1538585052	0.1469813818	-0.0432076378692869	-0.0002743837078042	7.528641910843406e-08	0.0018668999702434	-0.0152474136246922	-0.0117572781062591	0.0001382335884679	0.0002324836222424	0.0159189595479603	-0.0279375779306576	0.0002534132730895	0.0007805082606315	0.0002051614293428	0.0001689714562184	2.8551353016569065e-08	4.2091212089980724e-08	0.0008049588128176	-0.0003360384585892	6.479586903327201e-07	1.1292184565107261e-07	-0.0004010828416323	-6.8061939664e-05	1.6086744585184069e-07	4.632427630825976e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.893838324712	0.343949874275836	0.1183015160143634	748041.351572053	889.8864937074723	0.9391835858745026	791897.971682979	0.8820658079760891	808.1015861645079	-0.2570563065378337	0.0660779447308727	653028.1735615936	814.2295904801031	662.3532680904163	1.147055	20.237221	0.1075067017647693	0.0730996178943187	-0.1133302458	0.0733900196	0.120929186	0.0526941103	0.1154403456	-0.026087288	-0.0515641825	-0.1353835272	-0.1810123936	0.2036087987	-0.0300186538	0.0786085015	0.1391946047	-0.059315926	-0.0412851768	0.1342385152	0.0007238819	0.1600486057	-0.0860386585	-0.0068930313	0.0717097428	0.1281835	0.1373832455	0.0058621445	-0.1106183172	-0.1075615901	-0.0542715524	0.037001982	-0.008827628	0.0388712114	0.1338591263	-0.0929517991	0.0411116767	-0.0780020088	0.0525162314	-0.101782539	0.0463289204	0.0599890997	0.1830785933	0.1066178353	-0.0769863669	-0.0463107442	-0.2350913322	0.0997007253	-0.0092296693	-0.0076847757	-0.0605335383	-0.1163926177	0.0237548264	-0.0081172098	-0.1368001206	-0.0187090724	0.0415933003	0.0695726808	-0.0248195383	-0.029463347	0.198043059	0.0755780059	-0.0418814756	0.0745894865	-0.0862708673	0.0163777674	-0.0076335966	0.0871584646	0.0307403759	0.0490649832	0.1414411851	-0.0143621379	0.0790503294	-0.047368282	0.0520463926	0.152719399	0.1425091225	-0.0277927472754981	0.0154148905937888	0.0002376188520184	0.0007724368011197	0.0551956441542103	0.0704430577789025	0.0049622243892417	0.0030465591335982	0.0159123604791773	-6.599068782999623e-06	0.0002532032160192	4.354770880276013e-11	0.0004800977429781	0.0002749363136353	7.558997655536805e-08	2.3049384281266578e-07	0.0008049416789686	-1.7133849000076744e-08	6.479311065407887e-07	2.9356878155743086e-16	-0.0002431932026507	0.0001578896389816	5.914293381550443e-08	2.4929138097739997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864.8234630581782	-0.0703752665338015	0.0049526781397036	747919.6222559401	885.9756719773816	-3.9108217300906745	784952.8913357728	15.294526604549416	807.9156228584155	-0.1859633060923897	0.0345823512128118	652727.6536587016	813.9590171163927	660.8263401564429	1.20887	21.327806	0.0737283921555509	0.0391639459448184	-0.1054350199	0.0472044525	-0.1829958106	-0.0083046761	0.0626549624	0.0917637384	-0.0134750821	-0.0450845131	-0.1316495985	-0.1704868622	0.08509946	-0.0160321566	0.1298183101	0.0890627863	0.1053814216	-0.013643755	0.1344386543	0.0664106715	0.0387945863	0.064071069	0.0975100242	-0.2107889012	0.0135086804	0.0179812434	0.0607492588	0.0553969046	-0.0544228125	0.0430397529	0.1318439083	0.1241791343	0.1246498432	0.1032750262	-0.1240146141	-0.1164286985	0.0071917631	-0.0511669738	-0.0386543976	-0.0090358772	-0.0273237873	-0.1629630201	0.0248645885	-0.0702427139	0.0480764464	0.05664752	0.0424524879	0.1077859237	0.0346574716	-0.1012445722	0.1049966826	-0.1072824213	0.0689350592	-0.0157896968	0.0257254487	-0.120230084	-0.0328852705	-0.0447460963	0.0606711158	-0.0444786771	-0.0572840176	0.1647064319	0.1213996093	-0.0724569625	-0.1106529924	-0.0711502763	0.0450130072	-0.0230336042	0.0639054233	-0.068334003	0.0471910166	-0.0139389288	0.0735869748	0.1513561561	0.1372005631	-0.0197405592853243	0.0080521879901738	6.483773142909918e-05	0.0003896896808974	0.052231714588899	-0.0029639295653113	8.784878468126442e-06	0.0027281520088962	0.0443165682065682	0.0284042077273909	0.0019639582176074	0.0008067990166207	0.0001250575358919	-0.0003550402070862	1.260535486478118e-07	1.5639387283353862e-08	0.0004739845946377	-0.0003309570843308	2.246613959538648e-07	1.0953259166881043e-07	-0.0002430291566143	1.6404603639998694e-07	5.906317096465796e-08	2.6911102058545832e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.8259722005752	1.0025091423970025	1.0050245805895734	749654.6141370712	888.981042382025	3.005370404643372	790287.2937146317	9.032251269106268	809.9942093698602	2.078586511444655	4.320521885559661	656090.619212705	815.5895706997859	668.9486228998969	1.208579	21.322664	0.1532357001626516	0.0776378078182119	-0.0128904022	0.0074808506	-0.0895283985	-0.1825346681	-0.0791726921	-0.0322069587	0.0642940617	-0.1119355736	0.1121435165	-0.0943149842	0.0014283685	-0.0032672414	0.0108898707	-0.0142511472	0.0177869191	-0.1308739314	-0.0004911307	-0.1955231757	0.0507818364	0.0224997603	0.0207652278	-0.0015645557	-0.1911492483	0.0595499043	0.0564235203	-0.070697802	-0.0527835773	-0.1275159479	-0.072449365	-0.120844307	0.0212982314	0.0317569189	-0.0658662547	0.1358028331	-0.0505363286	0.1456196264	-0.053416334	0.023646508	-0.067531461	-0.1093266721	-0.0108691014	0.1260660745	0.0021232654	-0.0414687729	-0.0039682855	-0.0903228171	-0.002435888	0.0016796862	-0.0433141976	0.0342166968	0.0432854161	0.1843795934	-0.0073093721	-0.0099023528	0.15072321	-0.2080566364	-0.0129307159	-0.0130206675	-0.0834009655	0.019837837	0.036638392	-0.1664208568	-0.0067278542	-0.0720198522	0.0667820707	-0.0309617738	0.038183742	-0.0222001491	0.1929712363	0.1961377608	-0.0547586588	0.1497707771	0.1310868562	-0.0043449264924788	0.0153956327928455	0.0002370255090921	1.8878386225044125e-05	0.001484142119466	-0.050747572469433	0.0025753161115403	2.2026778307730306e-06	0.0055043143353401	-0.0388122538712281	3.0297476302230527e-05	0.0015063910505646	-0.0008239445820961	-0.000949002117988	9.0060501994571e-07	6.788846743655169e-07	0.0004580998739216	-1.58847207161e-05	2.0985549448698586e-07	2.523243522284965e-10	-0.0002423111747355	7.179818787999865e-07	5.8714705401698025e-08	5.154979782851584e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866.5761308862986	0.750158685723477	0.5627380537663743	750954.1906218674	890.428353389617	1.4473110075920204	792862.6525201446	2.094709152697029	811.6398225483141	1.645613178453914	2.708042733101193	658759.2015462588	818.438034947143	671.1209463849664	1.552474	27.389925	0.186410320554853	0.129358109261458	0.1642670125	0.0281381786	0.2190693919	-0.2109353593	-0.2896944302	-0.0946624344	0.2313135989	-0.1139638527	0.1344979771	0.2015644273	-0.0641343163	0.0427197829	-0.092286058	-0.2983116286	-0.0640538133	-0.2824897835	-0.039941909	-0.1481660751	0.1725311302	-0.1656851604	-0.1017518598	-0.1823180703	0.0796265571	-0.0112862381	0.2152328851	-0.0895317749	0.0208350024	0.0608450163	-0.0725125499	0.1728890847	-0.1128618409	-0.268534218	-0.1152743313	0.278055089	0.0794843646	0.0664750802	0.0483039726	0.1733910705	-0.2501067768	-0.0051613382	0.1693734165	0.0046079084	0.0864219697	0.1464733026	0.128000108	0.0556397978	0.1110874861	0.1918818738	-0.2474461333	-0.1248832513	-0.2123667588	-0.1042873709	-0.1257424535	-0.0962922348	0.1498068537	-0.1313296042	0.1058241962	-0.3289782541	0.0054597608	-0.227963697	0.2009058051	0.0289259839	-0.0157615328	-0.1283313244	-0.1178214163	0.0418735892	0.031774863	0.309331684	-0.1651840249	-0.1677604085	-0.0090403023	0.1479655889	0.1242038795	-0.0043992028502657	-5.427635778690061e-05	2.9459230146116453e-09	1.9352985717785865e-05	0.0145563620416879	0.0130722199222218	0.0001708829336949	0.0002118876758886	-0.0124137586596191	-0.0179180729949592	0.0001541014040592	0.0003210573398526	-0.0033048052642789	-0.0024808606821828	6.154669724400507e-06	1.092173783480553e-05	0.0008567797859542	0.0003986799120325	7.340716016197247e-07	1.5894567225832162e-07	-0.0004700856061178	-0.0002277744313823	2.2098047707913945e-07	5.1881191591530095e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865.087901625175	-1.4882292611235926	2.2148263336644742	748377.0775382485	890.129342749811	-0.2990106398059424	792330.2468242105	0.089407362717159	811.9936961391516	0.3538735908374519	0.1252265182921923	659333.7625697207	817.590825136467	661.041585512021	1.412948	24.928301	0.1502894731994686	0.0862027851483847	0.0716841851	0.2058208583	0.0995319648	0.0633461363	-0.04080616	0.1090118417	0.1282811872	-0.042525428	-0.0052521227	0.0962263637	-0.0329231069	0.0013524484	-0.1311796939	-0.1378185229	0.0145004201	0.0970529779	0.0049418345	-0.0439861948	0.2120278617	-0.0144189158	-0.2448796547	-0.1506649882	0.2129807812	0.0912245113	-0.1109649713	-0.0246551297	0.000103215	-0.122597119	-0.1139238419	0.066175636	-0.1442097055	-0.1494447586	-0.0092373111	-0.1031190502	0.0525173494	0.0502932209	-0.0614411142	0.0925411516	-0.1636240119	0.021730818	0.1596642261	-0.148181253	-0.1222125864	-0.0575936441	0.042624116	-0.0737148294	-0.2861550778	0.0750175532	-0.0392625645	-0.1198784536	-0.0717938681	-0.0698050216	0.0812346028	-0.0132567224	0.0624644407	0.0423014565	0.0795676639	0.0410919588	0.0179197777	-0.2882360209	-0.0661514952	-0.1086455888	-0.1751392759	-0.025962465	0.0353666707	0.0553080494	0.0529948501	0.1191686216	-0.0203265513	0.1221465601	0.3012794485	0.1459432408	0.1165920251	-0.0084615019146099	-0.0040622990643441	1.6502273688171758e-05	7.1597014650947e-05	-0.0191877792212125	-0.0337441412629004	0.0011386670695705	0.0003681708714419	0.0013384701900349	0.013752228849654	1.7915024496120611e-06	0.0001891237983332	-0.0018199323625186	0.0014848729017603	2.2048475343820537e-06	3.3121538041425327e-06	0.0006261921845684	-0.0002305876013857	3.921166520145451e-07	5.317064191285659e-08	-0.0002109300288125	0.0002591555773053	4.449147705484208e-08	6.716161324844333e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
