global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
867.9385078371848	n/a	n/a	753317.253386639	912.2421480892626	n/a	832185.7367505122	n/a	812.7957210508279	n/a	n/a	660636.8841585352	816.5065298143882	682.4512083050128	n/a	n/a	n/a	n/a	-0.0157608507	0.2260431164	-0.1048952697	0.1728243561	-0.1476130413	0.056193855	0.2407381567	-0.0062812931	0.0341184171	-0.1896154578	0.0992930012	-0.139750448	0.1877641785	-0.0513498944	-0.0805296003	0.0696543165	-0.1062878089	0.0324443098	-0.0208017535	0.1768555832	0.052431619	-0.1685056164	0.1365943921	-0.0489353536	0.1023542075	-0.0849781664	0.1740637681	-0.1020249199	0.0283285032	-0.0514725402	-0.0521730442	0.0398574758	-0.0780417746	0.1164083308	-0.0643819467	0.0464324066	-0.1366413677	0.0615184305	-0.2288992798	0.0826538865	-0.1640234989	0.023781247	-0.1687086074	0.1778950402	-0.1357398304	-0.0784856823	0.0759668583	-0.1898788052	0.1461157646	-0.1174583877	0.12279214	-0.1338306453	0.0527797307	-0.154346785	-0.275058187	0.0632401278	-0.1459903458	0.2173483693	-0.1445462441	0.0622501468	-0.2991017918	0.0140324687	-0.0796696987	0.2507785769	-0.1826720117	0.15442629	-0.0817493037	0.3129699391	-0.0242722973	0.1561451084	0.1560591586	0.0002362987653015	n/a	n/a	5.583710648301338e-08	-0.005555462155641	n/a	n/a	3.086315976275934e-05	-0.113342297638411	n/a	0.0128464764339541	n/a	0.00896811955987	n/a	n/a	8.042716844012287e-05	0.0008689717175554	n/a	7.551118459111819e-07	n/a	-0.0011249189506921	n/a	1.2654426456262157e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863.8220268851336	-4.1164809520512335	16.94541542860063	746188.4941319404	903.803445546905	-8.438702542357646	816860.6681824572	71.21170059839339	812.2848552333436	-0.5108658174842731	0.2609838834738746	659806.686041454	816.4770025350566	678.8147420381245	1.557314	26.586697	0.3151341615177775	0.1973681961262571	-0.05688472	0.1407593152	-0.0753335251	-0.0318886426	0.0013140861	0.0596750035	0.1115503815	-0.0697151385	0.0079217082	-0.0127425548	-0.0627249625	-0.197016735	-0.0777030648	-0.0382432698	-0.035836998	0.0922910522	0.1595028986	-0.2711896793	0.0841414145	0.0590934999	0.0156915957	-0.0558371499	0.0408931172	0.0594664734	0.1054445298	0.1421564338	0.2454389137	0.1985632365	0.1800599274	0.056400905	-0.0590613008	0.0280115902	-0.098368239	-0.0689732084	0.187773432	-0.1535489919	0.0122789841	0.105490497	-0.0347739096	0.0391015534	-0.1725460545	0.0949186834	0.0973332917	0.1188220657	-0.0785470292	0.0301241945	0.092314295	-0.1668573181	-0.0368709926	-0.0414854605	0.1541106115	-0.0003758963	0.1402849707	0.0050038872	-0.3256625205	0.2927155851	-0.0451860098	-0.1585654108	0.0479624338	-0.2258630953	0.0852158263	-0.1250776484	0.2258148054	-0.097368168	-0.0689543263	-0.0960317156	0.1245279729	-0.0148012563	0.1285970218	0.155915944	0.1551433414	-0.0429594471566474	-0.0431957459219489	0.0018658724657535	0.0018455141000047	-0.0350430825792358	-0.0294876204235948	0.000869519758246	0.0012280176366551	-0.0854610201882621	0.0278812774501489	0.0073035859716185	0.0007773656322521	0.0053668241028401	-0.0036012954570298	1.296932896882419e-05	2.8802800950825445e-05	0.0008691369315658	1.6521401040000066e-07	7.553990058116142e-07	2.729566923245152e-14	-0.0018148486340935	-0.0006899296834013	3.293675564671042e-06	4.760029680383558e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.3907472956005	-4.431279589533119	19.63623880061281	738552.4565372906	899.8301600356775	-3.973285511227459	809694.316909833	15.786997753730052	810.9201033168189	-1.3647519165247104	1.86254779365787	657591.4139633602	815.65145336075	661.9555463496656	1.244419	21.244902	0.0883614301223204	0.0465431779373609	0.0160822597	0.0038971482	0.1317055436	-0.1059298445	0.0057604541	0.109840295	-0.0821241116	0.0543974876	0.0700355754	-0.1210342851	-0.0747729581	-0.0184674437	-0.2490971947	0.0345981746	0.0375175688	0.0855824795	-0.0531378828	-0.1361427479	0.0100524531	-0.0341380196	-0.1208105458	-0.1522841896	0.0197806969	0.0856640487	-0.0044157079	-0.1266095903	0.0792431355	0.2901404983	0.1035109631	-0.052086952	0.0263035755	-0.0852645051	-0.0424448841	0.0824519306	0.1377974814	-0.006287672	0.1120470059	-0.0814506495	-0.1055144809	0.1219229327	-0.0702839896	0.0983572039	0.0873888953	0.0861183594	0.0995031146	0.0002544729	0.1463015658	-0.1188351637	-0.0328855088	-0.0230074776	0.0058139179	0.0502289534	0.0086142035	0.1098186624	-0.1364919269	0.1803745069	0.089174721	-0.0594682142	0.0099912339	-0.0724152171	-0.0623054028	-0.0426763097	0.0490701794	-0.0359837945	-0.0043926784	-0.0100052068	0.0351045975	-0.0846238437	0.0574250571	0.1554579513	0.1533170814	-0.0434534925179264	-0.0004940453612789	2.440808190012959e-07	0.0018882060120054	-0.0473236412411921	-0.0122805586619563	0.0001508121210497	0.002239527020325	-0.0715183136359769	0.0139427065522852	0.0051148691853339	0.0001943990660031	0.0060967152214729	0.0007298911186327	5.327410450590396e-07	3.716993649173935e-05	0.0009622274023468	9.3090470781e-05	9.258815738270706e-07	8.665835750228215e-09	-0.0014049478325713	0.0004099008015221	1.973878412246793e-06	1.6801866708854194e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.1392902288318	-1.251457066768694	1.5661447899653034	736403.0414344432	894.9894295908922	-4.840730444785322	801006.0790794306	23.432671239071503	810.6629382885701	-0.257165028248778	0.0661338517541948	657174.399514658	814.6216774748065	665.6667997079838	1.151032	19.650587	0.0675512853291685	0.0432025561290282	0.0108515474	-0.1017069106	0.100803117	0.0949869102	-0.1562362243	0.0713440956	-0.126271242	0.0292968805	0.1532074336	-0.0228233059	0.0167852867	-0.0682370852	-0.0928089669	0.0405111753	0.1737662735	0.1042741351	-0.1551036383	-0.1031787454	0.0081262338	0.1226539244	0.0324538511	0.0917928636	0.0295771043	-0.1027092857	0.1015994766	0.0228647708	-0.196425321	0.093796536	-0.0182189387	0.0481278341	0.038970327	-0.2095170566	0.0034661042	0.1000385417	0.0663874658	0.0072308265	-0.0731913456	0.0626972425	0.0510114854	-0.0199898116	-0.0652251259	-0.0367433653	-0.0291430171	-0.1585107732	0.1169377179	0.0202930751	0.1043747338	-0.1222022398	-0.0658648074	-0.0289485529	-0.0578263608	0.0886696333	-0.0844463368	0.0259945567	-0.1156209263	0.1526895289	-0.1148220996	-0.0908266538	-0.0579655354	0.0320020555	0.0411219233	0.0074585858	0.0595659747	-0.1008157402	-0.0020525876	-0.0882536883	-0.0622818964	0.0656726152	-0.0120198727	0.1547718027	0.1505910958	-0.0434878737811601	-3.438126323369872e-05	1.1820712615448835e-09	0.0018911951660061	-0.0490011014004636	-0.0016774601592714	2.813872585943157e-06	0.0024011079384585	-0.0560158022518635	0.0155025113841133	0.0031377701019198	0.0002403278592145	0.0053640625279053	-0.0007326526935675	5.367799693918588e-07	2.87731668032778e-05	0.0008742377057786	-8.798969656820005e-05	7.6429156620503e-07	7.742186702163917e-09	-0.0012188515722561	0.0001860962603151	1.485599155191167e-06	3.463181810330265e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856.0056317015727	-2.1336585272590582	4.552498710945294	732745.6415048086	894.7846690920965	-0.2047604987957356	800639.6040422525	0.0419268618670784	808.9369755343644	-1.7259627542057387	2.9789474289054594	654379.0303866848	813.7307810307607	656.8042672879034	0.980704	16.742725	0.0478227876511888	0.0279581160380663	0.0287681296	-0.1488893778	0.0538508445	0.0259715574	-0.1351959288	-0.1173179869	-0.1788562707	0.071699598	0.0316413673	0.1298543559	0.0733148254	-0.1282337451	-0.0642995802	0.0939139881	0.2239931939	0.0344642115	-0.0741074105	-0.0475747106	-0.0682255414	0.1098340642	0.0113872603	0.1187558566	0.1569068583	0.0947829684	-0.1612977054	0.0310448882	-0.0275652282	0.0091098421	0.1740378136	-0.0206812899	0.0745202742	-0.2155671192	0.0847361438	0.0218377729	0.0638221967	0.0411923324	-0.1344340174	0.1145427197	0.15587989	0.0956241399	-0.1960388932	0.0089077609	0.0582276149	0.0282454368	-0.114248249	0.0110191866	0.1233918801	-0.0962349975	-0.0896296831	-0.026803071	-0.108706689	0.1191017764	-0.0489942887	0.032702615	-0.0581223436	0.1480314743	-0.055331105	-0.1752281295	0.031457466	0.0011862857	0.0858746065	-0.2133541083	-0.0611180893	-0.0435719069	0.1355150439	-0.0616208382	-0.048612199	-0.0384230917	-0.0710537951	0.1538585052	0.1469813818	-0.0434861708477853	1.7029333748003197e-06	2.899982079008805e-12	0.0018910470550027	-0.0391978316805108	0.0098032697199527	9.610409720214336e-05	0.0015364700084536	-0.0476669930009023	0.0083488092509612	0.002272142221748	6.970261590893535e-05	0.0049249937587557	-0.0004390687691496	1.9278138404254533e-07	2.4255563523782597e-05	0.0007509278816284	-0.0001233098241501	5.638926834069164e-07	1.5205312731953238e-08	-0.0012498530938943	-3.1001521638199985e-05	1.5621327563171542e-06	9.610943438837819e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858.790654078173	2.7850223766002955	7.756349638164358	737521.3875320163	900.4399523588777	5.655283266781225	810792.1078040579	31.982228827535728	810.8995325975565	1.9625570631920937	3.851630226285176	657558.0519669355	815.4692465365594	656.7407234939603	1.424706	24.322786	0.1371639268537288	0.0699119797758442	-0.0914690329	-0.1868830849	-0.0035884956	-0.2540621584	-0.1183909763	0.0351910694	-0.0818940512	-0.0147112349	0.0005441062	0.1768713754	-0.1758688321	-0.1053273338	-0.0144596098	-0.0145096858	0.193996195	-0.0387451988	0.0813014392	-0.225705348	0.0357424736	-0.076335868	0.0776267278	-0.0166580889	-0.0717133178	-0.0717065991	-0.0126678064	-0.0099778323	-0.0995780562	0.1363880797	-0.019106683	-0.0269164622	-0.047315873	-0.1241544746	0.1110797462	-0.1021266855	0.174253797	-0.0345262129	0.1385435081	0.1323896223	0.0316632865	0.0088642702	0.0421972828	-0.0059726209	0.0812255845	-0.0534240998	0.1672911179	0.1301633084	-0.0424004382	-0.1494357252	-0.1350998446	-0.0646548875	-0.0273469845	-0.1961198463	0.0017165113	0.3512964541	0.2630199049	0.0907137396	0.0125148959	-0.2652054102	0.0434072126	0.1047710929	0.0302094522	0.1004023346	0.0086326754	0.0182438431	0.1027946632	0.1229346708	0.1682587453	0.1697252118	-0.0183586701	0.152719399	0.1425091225	-0.0340662813234615	0.0094198895243238	8.873431865046528e-05	0.0011605115232092	-0.091315589531618	-0.0521177578511072	0.0027162606834266	0.0083385368915069	-0.0653856557016752	-0.0177186627007729	0.004275283971538	0.0003139510079037	0.0040140729864114	-0.0009109207723442	8.297766534883352e-07	1.6112781940237736e-05	0.0007509993085232	7.142689479992544e-08	5.639999614023244e-07	5.101801300759615e-15	-0.0014970132302057	-0.0002471601363113	2.241048611410904e-06	6.108813298146975e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.3224513795333	0.5317973013602568	0.2828083697340518	738435.0754449303	892.999724031226	-7.440228327651653	797448.5071198458	55.356997567590106	809.3528228187886	-1.5467097787678767	2.392311139736174	655051.9918047414	813.5999510906753	655.8741153917814	1.325396	22.627346	0.124762024449163	0.0708422098571088	-0.0267709907	-0.0892176741	0.1185631537	-0.0480000712	0.0874661629	-0.0652266718	-0.08278522	0.006851005	-0.0015145248	0.0577618723	0.1554701194	0.0432062791	-0.1277350968	0.0810542316	0.1423550893	-0.035193881	-0.0340982796	-0.0200863035	-0.0903978557	-0.2097835441	0.1537947356	-0.1121286633	-0.1777712759	0.0656487152	0.0422862964	-0.0222574309	-0.0504511762	-0.1594175264	-0.0322338543	0.0610218113	0.0578103587	-0.0958250851	0.0212353412	-0.0403649268	-0.0128138328	0.1765458421	0.0937854726	0.1965581708	-0.067364205	-0.0211831074	0.2579778345	0.0681839427	0.0904322171	-0.049350789	-0.0010427242	0.0575762675	0.007216031	-0.0192713117	0.0062469998	-0.1290526618	0.0241560683	0.0637723174	-0.0250773601	0.2502217611	0.147054786	-0.0860446557	-0.0069754495	0.0877540273	0.1038552455	0.006007197	0.0438104901	-0.0150007753	-0.0337142668	-0.0258821498	0.0967620866	-0.1839569419	-0.0142545711	0.1971010006	-0.1434953525	0.1513561561	0.1372005631	-0.0431771082291874	-0.0091108269057259	8.300716690609897e-05	0.0018642626750349	-0.0323476398614275	0.0589679496701905	0.0034772190883061	0.0010463698046046	-0.0642320736587436	0.0011535820429316	0.0041257592865022	1.3307515297742509e-06	0.004821745287491	0.0008076723010796	6.523345459312164e-07	2.324922761744167e-05	0.0008428894864138	9.18901778906e-05	7.104626863069195e-07	8.443804792766114e-09	-0.0017080440678418	-0.0002110308376361	2.9174145376895635e-06	4.453401443339404e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.4094419872984	2.086990607765074	4.355529796899633	742026.2267448687	899.6696226903997	6.669898659173668	809405.4299918861	44.4875481236467	811.9229023038224	2.5700794850338298	6.605308559391756	659218.7992854624	816.3491206200847	656.1532298120959	1.132668	19.337072	0.237137986139435	0.1261011311215786	0.0150514428	0.0216199048	0.0083927682	-0.0009402217	0.0399042554	-0.0840758209	0.0013106732	0.018438731	-0.0209371989	-0.0052512172	0.1635773833	0.1345381791	0.0299271656	-0.0318244913	-0.0587716858	0.0484281485	0.0544755365	0.1030969329	-0.2231461811	-0.0010861235	-0.0267291096	-0.0778054954	0.0475561115	0.151741514	0.0094112808	0.0347075119	0.16882269	-0.0869110216	0.1181503528	-0.1982646065	-0.0351918935	0.056291976	-0.0817040461	-0.0360541413	-0.0144945685	0.1757058222	-0.0779849336	-0.0643350354	-0.0709827513	-0.0136254271	-0.0442597852	0.2050269221	0.0430959108	0.236257335	-0.117413855	-0.0311445642	0.0631980223	0.0199094517	0.121084145	-0.0002327878	0.1420056527	0.1712733852	0.0624523391	-0.0223529204	0.085408866	-0.1018826674	-0.0733166424	0.1246575992	0.1304083145	-0.057953576	-0.0651582813	-0.1634646093	-0.0954073869	0.0302306476	0.0988293658	-0.0065235238	0.097085687	0.1236016548	-0.0219035601	0.1497707771	0.1310868562	-0.0123621023510338	0.0308150058781535	0.0009495645872706	0.0001528215745374	0.0828769534022768	0.1152245932637043	0.013276706892786	0.0068685894052431	-0.0462241254571864	0.0180079482015572	0.0021366697742817	0.0003242861984299	0.0055362472961057	0.0007145020086146	5.105131203144405e-07	3.065003412363768e-05	0.0002898118167096	-0.0005530776697042	8.399088910451879e-08	3.0589490872542814e-07	-0.0015138149702403	0.0001942290976015	2.2916357641236405e-06	3.772494235509301e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860.3346088741425	-1.0748331131558189	1.1552662211362292	740175.6392266238	894.8461271882788	-4.823495502120863	800749.5913438613	23.2661088589802	810.4935147806976	-1.429387523124774	2.043148691264776	656899.737501569	814.1825601784988	658.4412815765547	1.101963	18.812864	0.2427310464532903	0.1169852527610661	0.087614591	0.0566097112	0.041856506	-0.0756657513	-0.1004061757	-0.005382612	-0.0515800321	0.1672495665	-0.0947294195	0.0175930987	0.0610888047	0.0770234858	-0.1022349774	0.0588652067	-0.0503275265	-0.0857438458	-0.0162389725	-0.0958692023	-0.0878846684	-0.0096034338	-0.0760827264	0.0331911085	-0.1413928943	0.0010777965	0.0550774377	0.0977150573	-0.0539478503	0.023609671	-0.1039792223	-0.0044220963	0.0633123894	0.0747273117	0.0673416102	0.0474503485	0.1219793576	0.070792194	-0.035395004	-0.0263726322	0.0401835612	0.0191711797	0.0995068576	-0.0500232124	0.0206349733	-0.0877225302	-0.0532410369	-0.0618017223	0.0781851467	-0.0651779441	-0.013140827	0.0896994335	0.0107943048	0.0322084956	-0.0602394872	0.0220424238	0.1243805182	-0.0123118928	-0.042095399	0.0963572434	0.0008700937	-0.1228281963	-0.1531857032	0.1862678276	-0.248919898	-0.0316113452	-0.0603773985	-0.0882678219	0.0413171088	-0.1598467147	0.0392416476	0.1479655889	0.1242038795	-0.021058054168904	-0.0086959518178702	7.561957801872005e-05	0.0004434416453804	0.0020152427664328	-0.0808617106358439	0.0065386162469549	4.061203407659725e-06	0.0089035410226898	0.0551276664798762	7.927304274272014e-05	0.0030390596115164	0.0064759927039767	0.0009397454078709	8.831214316146314e-07	4.193848150195945e-05	0.0010668208953394	0.0007770090786298	1.1381068227327592e-06	6.037431082731309e-07	-0.0017579748341335	-0.0002441598638931	3.0904755174467064e-06	5.96140391363459e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861.335330494819	1.0007216206764724	1.0014437620893455	741898.5515586191	909.1689860338082	14.322858845529367	826588.2451657429	205.1442855089589	810.6407732727987	0.1472584921010593	0.0216850634958777	657138.4632923211	815.5248119075123	663.8046955067103	1.138651	19.439209	0.0730494641096548	0.0391245734974806	0.0241053921	-0.0795743577	0.0096438846	-0.0004280726	-0.0003161827	-0.0335409639	-0.0082531883	0.0702716563	0.0845985288	0.0375064092	-0.0624294152	0.0351636189	0.0570110833	0.0128898331	0.0747493563	-0.0439827658	-0.0649777734	0.0002279964	-0.0177090908	0.01709582	-0.0376615683	0.108329227	-0.0859659376	0.1168451257	-0.0101998776	-0.034891448	-0.1514794823	0.0139998691	0.0389592206	0.0538134514	0.019798804	-0.0527520194	0.1067376172	0.0626087644	0.0060473103	-0.0276294272	-0.0342776985	-0.0408356185	0.1716990922	0.0007334048	0.1373733751	0.0080059728	-0.0850626464	-0.0365001309	-0.0058152882	-0.0040303105	0.0506915785	-0.0317101516	-0.2817837053	-0.0305699694	0.0230730239	0.1415991897	0.0669458298	-0.1777835121	0.1330594403	0.0033993963	0.0434720865	0.1617856125	-0.1439092017	0.0151338529	0.0200068823	0.0537770453	0.0095745911	-0.0348653701	-0.0116112373	0.1000207977	-0.0697284795	-0.196501904	-0.0810555112	0.1459432408	0.1165920251	-0.0486504878573015	-0.0275924336883975	0.0007613423968486	0.0023668699687534	-0.0092821268220433	-0.0112973695884761	0.0001276305596186	8.615787834049564e-05	0.0005768631226885	-0.0083266779000013	3.327710623179275e-07	6.933356485037006e-05	0.0059679815660854	-0.0005080111378913	2.580753162216134e-07	3.561680397313514e-05	0.0010677398928871	9.189975476999682e-07	1.1400684788625558e-06	8.445564926785554e-13	-0.0017657043573501	-7.729523216599976e-06	3.1177118775651294e-06	5.974552915595804e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
