global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
792.4809895348745	n/a	628026.1187741739	n/a	828.2188216704357	n/a	n/a	685946.416569165	743.8935626876324	n/a	n/a	553377.6326080986	747.9982062774955	520.7952556610107	n/a	n/a	n/a	n/a	-0.2020330661	0.1945786422	-0.0872427906	0.1343658748	-0.0015719273	-0.1539159216	0.143033766	-0.2162546282	0.2103568499	-0.1530984846	-0.1005928261	0.0923478274	-0.2034887577	0.0804400912	-0.1132789602	0.1268425881	-0.0508589217	0.1040255774	-0.1248373878	0.0767297629	-0.022203935	0.0646418021	-0.1845522411	0.1136133508	-0.0183725165	-0.1362472647	0.0444083027	-0.0520567969	0.27228199	-0.072372932	0.0346543845	-0.1412751863	0.1112660591	-0.0018888581	0.243220551	0.0416027936	-0.0400526595	0.1776898553	-0.1422980431	-0.2158584288	0.0198383975	0.0172586768	-0.1359911568	0.1728462458	-0.0575782311	0.1527137548	-0.0383976882	0.1620522916	-0.1325271711	0.1985789132	-0.042998372	0.1262134619	-0.0667385218	0.0159040501	-0.0661531885	0.0705375907	-0.1343358683	0.096424018	-0.0195443026	0.1158617112	-0.0348542961	0.2897373533	-0.0585583806	0.1561451084	0.1560591586	-0.071381312880149	n/a	n/a	0.0050952918284937	0.0030736983541146	n/a	9.447621572086805e-06	n/a	-0.0837163016894635	n/a	0.0070084191685612	n/a	0.0052672019165802	n/a	2.774341603002613e-05	n/a	-0.004295005846395	n/a	n/a	1.8447075220567237e-05	0.0007723189138008	n/a	5.964765046144476e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.3176106260458	-3.1633789088286903	623022.2904444102	10.006966120822195	817.5934736638129	-10.625348006622744	112.89802026184192	668459.0881776599	741.9654211644322	-1.9281415232002248	3.7177297334888815	550512.6862037133	745.3156127660336	541.9076884902004	1.452684	24.430876	0.1919365312424709	0.1250768486733851	-0.1829169595	-0.0437930395	0.0538820756	-0.0974172281	0.1216721688	0.1145790269	-0.0014027578	-0.1836686522	0.1640407114	-0.1714419178	-0.0479088773	0.0786809977	0.0890189092	-0.0216050723	-0.1962634415	0.165154063	-0.1121713951	-0.0007911455	0.0566857352	0.1354213631	0.1275693965	0.0388962241	-0.1081144739	0.2084499283	-0.1018652627	-0.155778321	-0.0109200968	-0.1523400259	-0.0276307286	-0.0174049493	0.1032351637	-0.1635699379	0.1923836663	0.0334179117	0.0549171122	-0.0127594947	-0.3119563112	0.0059575167	-0.1033478432	-0.1719793264	-0.1343317548	0.0325499398	-0.1763946215	-0.0174998128	-0.0889248118	0.0009923385	-0.0253159161	0.1322858215	-0.2455199346	0.205930177	-0.1727242051	-0.0497612148	-0.2573904131	0.1535939986	0.0776434017	0.1237566137	-0.1049963713	-0.0238522185	-0.0149340078	0.0652809658	0.2304632065	0.04821612	0.1539932097	0.155915944	0.1551433414	-0.0767392742057353	-0.0053579613255863	2.8707749566478525e-05	0.005888916205623	0.0340698302359925	0.0309961318818779	0.0011607533323093	0.0009607601916387	0.0068648757768983	0.0905811774663618	4.712651943224504e-05	0.0082049497111925	0.0041048936361851	-0.001162308280395	1.6850151764392936e-05	1.3509605386750131e-06	-0.0042962289762342	-1.2231298392000043e-06	1.496046603541429e-12	1.8457583416234363e-05	0.0006358251126622	-0.0001364938011386	4.0427357389189933e-07	1.8630557749263687e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.1135379730202	-4.204072653025605	616403.2675085131	17.67422687191775	819.5271197210384	1.9336460572254737	3.73898707462362	671624.6999582612	739.5003824453524	-2.4650387190797574	6.076415886562371	546860.8156368225	743.6605294102183	526.5327316815163	1.29142	21.718786	0.0934500034183574	0.0477668822271707	-0.1768384778	-0.0710198894	0.1059142039	-0.0074815753	0.1774863965	0.1031485677	-0.0446326782	-0.0900147095	0.1789139703	-0.1383326418	0.2075043177	-0.0163568315	0.1047820888	-0.0456799395	-0.0086148891	0.0392838321	0.0953058404	-0.0453779477	-0.0133290665	-0.0383856434	0.0687391941	0.2421874341	0.0244457648	-0.0182179741	-0.1006184922	-0.138255523	-0.1722911488	0.0054500858	-0.1188991752	0.0688486888	0.0010944718	-0.1537636827	-0.0811232893	-0.0946900298	0.1148565659	-0.0732693287	-0.0993326935	-0.157164264	-0.1596771937	-0.176991008	-0.0665869745	0.0030519789	-0.127466915	-0.1668623177	-0.0670677263	0.096072969	0.1435842489	-0.0143263145	-0.1447616457	0.0728650013	-0.079466393	-0.0955449264	0.001997323	0.1358277988	0.1004510317	0.0378138021	0.1805085027	-0.0996412423	0.0882399882	0.0109552817	-0.1168934948	-0.1361974697	-0.173359491	0.1554579513	0.1533170814	-0.0727632023508135	0.0039760718549217	1.5809147395501265e-05	0.0052944836163454	0.0007443228395942	-0.0333255073963983	5.540164895415732e-07	0.0011105894432273	-0.011704104956749	-0.0185689807336473	0.0001369860728385	0.0003448070454865	0.0041804073527285	7.551371654339941e-05	1.7475805634746504e-05	5.702321386196874e-09	-0.0037910521795363	0.0005051767966979	2.552035959219517e-07	1.437207662796693e-05	0.0004649267572357	-0.0001708983554265	2.1615688959370354e-07	2.9206247887482334e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.7330284202307	0.6194904472104099	617376.391950427	0.3837684141849536	806.3953954962235	-13.131724224814889	172.44218111659018	650273.5338775107	739.8910971248852	0.3907146795327207	0.1526579608023567	547438.8356046663	742.9506173870359	514.5473393118862	1.125849	18.934246	0.0826558115796059	0.0509793162657964	-0.1695984758	0.0524624532	0.0923307311	-0.0324987566	0.0523322062	0.1923213438	0.07844698	-0.0578818758	-0.0340882432	-0.0682305607	0.2680464696	-0.022674336	-0.0931939325	-0.1266124376	0.0919626635	0.0904958351	0.0617920362	0.0784510987	-0.1630108882	0.0972311335	0.0077985669	0.0936502277	-0.0389635578	-0.0243566448	-0.1102262742	-0.0533393032	-0.22982749	0.0883298895	0.0396800529	0.1620666224	-0.0915860448	-0.0940418258	-0.0542666081	0.0345301623	0.0933915493	0.0524887072	-0.0136129657	0.0272283986	-0.0971364708	-0.186097417	-0.0220844736	0.0224717868	-0.104446221	-0.1611445399	0.0647157455	0.0398521183	0.2388644302	0.1018923409	-0.0227159135	0.1342240241	-0.1340421608	0.1252673749	0.0095431837	0.0345439313	-0.1576129304	-0.0112056362	-0.0043692271	0.0195731127	0.2084238526	0.0037069206	-0.0648409814	-0.0418751807	-0.0261752247	0.1547718027	0.1505910958	-0.0725298478204479	0.0002333545303656	5.445433684215148e-08	0.0052605788248573	0.0256790560411133	0.0249347332015191	0.0006594139191626	0.0006217409198309	-0.0536929886005452	-0.0419888836437962	0.0028829370248582	0.0017630663496522	0.004365033417167	0.0001846260644384	1.9053516732984613e-05	3.4086783670049125e-08	-0.0038623947154126	-7.134253587630021e-05	5.089757425261183e-09	1.491809293764718e-05	0.0005189349609994	5.400820376370006e-05	2.692934937474489e-07	2.9168860737813444e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
788.5654940128304	2.8324655925997604	621835.5383476993	8.022861333261512	814.8764144076576	8.481018911434148	71.92768177610367	664023.5707578806	743.0537506259616	3.16265350107642	10.002377167870938	552128.8763193086	745.5831654911428	513.9685906490563	1.269042	21.342432	0.2122413463823381	0.0948649153248289	-0.1292555147	-0.1407185679	-0.0872937704	0.0111437266	-0.009542483	0.0140662567	-0.031658794	-0.1558507923	-0.0490556783	-0.1040771219	-0.0237339806	0.0487103918	-0.1455573238	-0.1332385519	0.1591965564	-0.0198688835	-0.0879665574	0.1316804242	-0.2378357418	-0.095954122	-0.0164507718	0.1201956589	0.1127972275	0.172922037	0.0073340631	-0.0959763163	0.0001023827	-0.0449834993	0.1251095528	0.1659255312	-0.0956892142	0.1346745494	0.038202559	0.015202347	0.2626576957	-0.0076589885	0.1240927869	-0.0716268737	-0.1215098477	-0.1452437311	0.1268632547	0.0618894585	-0.0206427648	-0.0911839853	-0.1144230995	-0.1059277315	-0.0124544102	0.1879063293	-0.010827267	-0.1209259529	0.015596941	0.2062836435	0.0162172693	0.0677588216	-0.0486815275	-0.1004920341	-0.0303110663	0.0860324061	0.0659998361	-0.1520692596	-0.0416063503	-0.1096559607	-0.0103490953	0.1538585052	0.1469813818	-0.0573267433268114	0.0152031044936365	0.0002311343862444	0.0032863555004581	-0.0156369139766354	-0.0413159700177487	0.0002445130787126	0.0017070093785075	-0.1094182529746632	-0.055725264374118	0.0119723540840273	0.0031053050895653	0.0038003968552541	-0.0005646365619128	1.4443016257425252e-05	3.188144470488199e-07	-0.0026599701201246	0.001202424595288	1.4458249073535105e-06	7.07544103995568e-06	0.0002860559682636	-0.0002328789927358	8.182801697922574e-08	5.4232625257640803e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.7473523287114	1.1818583158809588	623700.8805102098	1.396789078816976	823.5998886204973	8.72347421283962	76.09900234207781	678316.7765356955	742.3215650085293	-0.7321856174322647	0.5360957783746667	551041.3058767122	745.6168781492632	522.7730278322548	1.11394	18.733965	0.0362743207461205	0.0210151914193906	-0.132208294	-0.008045785	0.0196876476	0.1848235961	0.0880514914	-0.1037715963	0.083668757	-0.1482764354	0.1001145978	-0.1647377109	-0.0284114518	-0.0084050429	-0.1455233739	0.0578367088	0.0058840882	0.0012641822	-0.0597441974	0.1272882506	0.0111460101	-0.1722120171	0.051059845	0.1421941663	0.1079036207	0.0074786374	0.1652543951	-0.1602049604	0.0149577392	0.0374388289	0.133011591	-0.0253389351	0.006282965	0.029587536	0.042979817	0.0087691399	0.0928028489	-0.1275355268	0.1413246567	-0.2363182438	0.0870743571	-0.1272702233	0.1601238273	0.0167876337	-0.0633515501	0.0786991874	-0.0637735151	0.0171988347	0.0139266476	0.0374126973	-0.08292607	-0.223809642	0.0613705002	0.0151079521	0.1032908946	0.0507919944	0.1975508968	-0.0415824092	0.1793646049	0.1428508336	-0.0746108517	-0.1481738501	-0.0820287244	-0.0822293356	-0.0054739207	0.152719399	0.1425091225	-0.0563223099526908	0.0010044333741205	1.0088864030472823e-06	0.0031722025984069	-0.0311606439200886	-0.0155237299434532	0.0009709857295145	0.0002409861913572	-0.1164889299353149	-0.0070706769606516	0.0135696707974747	4.9994472681890695e-05	0.0039518825754379	0.0001514857201838	1.5617375890049687e-05	2.294792341960455e-08	-0.0025579465617673	0.0001020235583573	1.0408806459885438e-08	6.543090612857151e-06	0.0002860556374468	-3.3081680000631233e-10	8.18278277150951e-08	1.0943975516641646e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.2880868455907	-3.459265483120703	618248.9555152991	11.96651768271031	820.3770002534118	-3.2228883670854884	10.387009426694966	673018.4225447864	741.9515594716572	-0.3700055368720996	0.1369040973160106	550492.1166024241	745.1748001354517	523.5093552795522	1.101578	18.526073	0.1119130299886308	0.0689111789084481	-0.0910781177	-0.0245171762	0.0714323705	0.1099758222	0.1155825746	-0.0421490895	-0.0283168472	-0.0899178418	-0.0886450544	-0.1673635101	-0.0154399648	-0.0992047405	-0.0079463851	0.044948252	-0.0268645385	0.1111131312	-0.1551671186	0.0123070057	-0.0564995624	-0.1055920714	0.2229914437	-0.2275588356	0.0718365965	-0.1952244823	0.1597950148	-0.1727045331	0.0308810941	0.0690568986	0.0169055148	0.0369317639	0.0253026183	-0.0484855643	0.1703294786	-0.0472888626	-0.0123023048	-0.0014264092	0.0340152245	0.0277906299	0.4405210112	-0.1100223031	0.095295412	-0.0035581742	-0.1106392631	0.0492790302	-0.0186429303	-0.1069695145	0.0397564828	0.0040521475	0.0491699471	-0.1621023534	-0.0235935999	0.0316427952	0.2639656136	-0.2633629626	0.0375637379	0.1017669853	0.0337149089	0.0691255492	-0.1537861078	-0.0356708771	0.0249017	0.1084836689	-0.1747003225	0.1513561561	0.1372005631	-0.0558845270776657	0.0004377828750251	1.9165384566524726e-07	0.0031230803666943	-0.0163621033831731	0.0147985405369155	0.0002677184271216	0.0002189968020227	-0.0787384427182047	0.0377504872171102	0.006199742361688	0.0014250992851292	0.0030953241424258	-0.0008565584330121	9.581031546684014e-06	7.336923491641442e-07	-0.0022390699046117	0.0003188766571555	1.0168232247873005e-07	5.013434037737848e-06	0.0002829663404229	-3.0892970239000065e-06	8.006994981232854e-08	9.543756101877435e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.3779123621404	-0.9101744834503052	616818.4652263138	0.8284175903240298	813.8274766221831	-6.549523631228681	42.896259796022925	662315.16170523	740.9340702847142	-1.017489186943067	1.035284245546063	548983.2965086737	743.6880887764697	515.6544666849213	1.163995	19.575781	0.0769728921106802	0.0422462231445035	-0.0446621826	-0.0614563362	0.1074965186	0.0572425597	0.0427355584	0.0176310395	0.0851845721	-0.0541841947	-0.1654736753	-0.04624514	0.0738991693	-0.0913382065	-0.1026511717	0.1104275116	-0.118100769	-0.0399979492	-0.0768653099	0.0574168058	-0.0600365703	0.160764827	0.209712984	-0.0969088617	-0.1224266948	0.0733383465	-0.075375064	-0.0453083547	-0.0627820307	0.1270962386	0.0474831606	-0.0627292801	0.1372480426	0.081038258	0.0862119417	0.0075033306	0.0825336968	-0.0171219368	-0.1868747123	0.0782189903	0.0465243106	-0.059677965	0.0525949882	-0.0200721004	-0.1128374896	0.0626893761	0.0170778088	-0.1174591261	0.0747251434	-0.0217659883	-0.0174865452	-0.0303315258	0.0011966501	-0.1156037072	0.0871351432	-0.1223270567	-0.1747242492	-0.1982353828	0.0363331061	-0.0195504109	-0.1295769013	-0.0602209671	0.1563058762	0.0312783659	0.2119827422	0.1497707771	0.1310868562	-0.0558251327815924	5.939429607329516e-05	3.527682406042245e-09	0.0031164454500824	0.0055529321046634	0.0219150354878365	3.08350549590015e-05	0.0004802687804331	-0.0632379891612942	0.0155004535569105	0.0039990432731639	0.0002402640604699	0.002680267597517	-0.0004150565449087	7.1838343942995504e-06	1.722719354716307e-07	-0.0018661302911289	0.0003729396134828	1.390839553047003e-07	3.482442263468833e-06	0.0002810023234173	-1.9640170055999686e-06	7.896230576592088e-08	3.857362798285867e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.4061182166676	0.0282058545271866	616862.7705321739	0.0007955702296088	815.3026250525365	1.4751484303534426	2.176062891574225	664718.370417557	740.1017315564558	-0.8323387282583781	0.6927877585587742	547750.5730528642	743.5183670569181	520.0629589339316	1.18371	19.907349	0.1161052132844368	0.0636038358784799	-0.0285311177	-0.1412733323	0.1748272708	-0.0254400089	0.1311737062	0.0143220186	-0.0146682573	0.0331658156	-0.0203136285	-0.1080368638	0.1267570025	-0.0677340403	0.1679867191	0.077202218	0.0114819045	-0.0298568107	0.0224569606	-0.1734141313	-0.0204338975	-0.0603075456	0.065137753	0.1398271998	0.4295775386	-0.0311580879	-0.0155658448	-0.1035470478	-0.098980469	0.0428442732	-0.1814602576	-0.0228215089	0.0247570611	0.0315451174	0.0028233181	-0.1952103305	-0.0101209106	0.0987594353	0.0343838068	-0.3800125176	0.0654962985	-0.0345369282	-0.0437506151	-0.1217501387	-0.0851029803	-0.0582188535	-0.0596977095	-0.1319340315	-0.0263861166	-0.1173638749	-0.0424673163	-0.2518571046	0.1070306165	-0.0077288697	0.0018740483	-0.0608665846	0.1833002426	-0.2462135874	-0.0513025397	-0.2802263181	-0.0664764007	0.1527025479	-0.0874064813	-0.0190233861	-0.1159812666	0.1479655889	0.1242038795	-0.0482794115415003	0.0075457212400921	5.693790903317712e-05	0.0023309015787935	-0.0275179088345822	-0.0330708409392456	0.0007572353066283	0.0010936805204288	-0.0404110792204051	0.022826909940889	0.0016330553237578	0.0005210678174494	0.0017721302575701	-0.0009081373399468	3.140445649795469e-06	8.247134282058313e-07	-0.0018663781665433	-2.478754143999187e-07	6.144222106393143e-14	3.4833674605495297e-06	0.0001361527154944	-0.0001448496079229	1.853756193649903e-08	2.0981408915417863e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783.4187615571035	-1.9873566595640568	613744.9559596658	3.9495864923136064	810.5385789267624	-4.764046125774144	22.696135488503625	656972.7879286155	739.5863702486238	-0.515361307831995	0.2655972776103042	546987.9990575344	743.1750142433322	509.88873690650576	1.261322	21.212603	0.1406228147586588	0.070611103304051	-0.0016713482	0.0062604672	0.0815930004	0.0271492189	0.0623070479	0.0608216444	0.0344652494	0.0085262358	-0.1531490226	-0.0040159449	0.1595281063	-0.0845676802	0.1079369782	-0.0150651497	-0.0389842109	0.0682829671	0.0981583578	0.0185242574	0.1630529471	0.121881572	0.0883353773	-0.1598891544	-0.0418975622	-0.2207019986	0.1456786355	-0.011388495	-0.1013531861	0.1045086579	-0.1126127623	0.0359318973	-0.0173360868	-0.1173084993	-0.1240156994	0.0605770287	-0.0854641101	0.1074571452	-0.1461894809	0.1245240941	0.2835788643	-0.0071594763	-0.0443833969	-0.0726906061	-0.0398919125	-0.0735217792	0.0391269013	0.0502727423	0.0859152713	-0.1478481723	0.1893851221	0.0448981198	-0.072347762	-0.1070740573	0.3486778007	-0.1419200562	0.1038690972	0.1555967243	-0.0987488367	-0.0456764649	-0.0744927944	0.0996657507	-0.0765409828	-0.0245394057	0.0588908968	0.1459432408	0.1165920251	-0.0387665983065659	0.0095128132349344	9.049361564274309e-05	0.0015028491442626	0.006294815685834	0.0338127245204162	3.962470451862178e-05	0.0011433003394935	-0.0057435453265668	0.0346675338938383	3.298831291832733e-05	0.0012018379062804	0.0011001974207913	-0.0006719328367788	1.210434364715829e-06	4.5149373714160557e-07	-0.0014273487629374	0.0004390294036058	1.927468172305521e-07	2.0373244910589264e-06	0.0002777853372991	0.0001416326218047	7.716469361837476e-08	2.005979955927318e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
