global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
886.8623224043735	n/a	n/a	786524.7789004789	859.7110071404036	n/a	739103.0157983671	n/a	862.4661539851709	n/a	n/a	743847.8667699725	858.3833904168142	663.3488357840232	n/a	n/a	n/a	n/a	-0.1262644249	0.1117809523	-0.0810002653	0.0135169883	-0.0608251207	0.1685784587	-0.0850956228	0.0507392952	-0.0595582836	-0.1021698941	-0.0620261734	-0.1024155755	0.1776783885	-0.1044399488	0.170239693	-0.0329114784	0.0150746664	-0.0120004104	0.1094972218	-0.2061141929	0.0854007328	-0.1974478928	-0.0839510796	-0.0640432615	0.0849865315	-0.1357966883	0.1221691451	-0.0997663995	0.1682858208	-0.029428465	0.1587159566	0.1090359539	-0.221360831	-0.0633190862	-0.1325011811	0.1190908227	-0.0344152254	0.2080138104	-0.0205186683	0.0326363452	-0.0620692208	0.1765710045	-0.0943944708	0.1236632412	-0.2939297006	-0.0431249568	0.1252380177	-0.1789982603	0.1086810614	-0.2177037072	0.0077768446	-0.1859489874	0.0367547871	-0.0008268471	0.192358663	0.0801531656	-0.2440606593	0.1561451084	0.1560591586	-0.0067827713642998	n/a	4.6005987380365374e-05	n/a	0.0167908655821094	n/a	0.0002819331669964	n/a	-0.0647203165353857	n/a	0.0041887193724405	n/a	-0.0019839637384984	n/a	3.936112115676548e-06	n/a	0.0006101222604135	n/a	n/a	3.7224917265207866e-07	-0.000122894672673	n/a	1.5103100571403812e-08	n/a	0.0	0.0	0.0	0.0	0.0
883.3761818025545	-3.486140601818988	12.153176295650857	780353.4785760598	853.08574265103	-6.625264489373535	727755.2843144594	43.89412955415397	863.4397201667617	0.9735661815908544	0.9478311099373964	745528.1503616559	859.5128817808738	668.3274280214773	1.332175	20.90415	0.1098999252162841	0.0668587888137934	-0.1445965314	0.1082810988	0.1360094152	0.0556674142	0.0455772885	0.1741910713	0.1434529529	-0.0550239764	-0.1289485798	-0.0333172598	0.196148392	-0.1500002554	0.0157242893	-0.1000433916	0.1413703789	0.1242297601	0.1239317552	0.0739492923	0.165637229	-0.0267371259	-0.1901228453	-0.1175679413	0.0048892619	0.207086538	0.1377724502	-0.0598752187	-0.0020988863	-0.0542703264	0.094525888	-0.118997665	0.0926623391	0.1355745525	-0.0749637892	-0.0565543448	0.0929822445	-0.107943517	0.0652383983	0.1672048755	0.1016225203	0.1224326194	0.0596825945	0.2021156388	-0.0162878116	0.0114706474	-0.1001196634	0.1089468492	0.1473711594	0.0238918751	0.0484028978	-0.1280943279	-0.1150563092	0.0019669225	0.1991253784	0.2055036384	0.1194446035	0.0760993207	0.0832448665	0.155915944	0.1551433414	-0.0205354111457012	-0.0137526397814014	0.0004217031109229	0.0001891351009569	0.022227356322972	0.0054364907408625	0.0004940553691083	2.955543157548477e-05	-0.0018994360754049	0.0628208804599808	3.607857404549569e-06	0.0039464630217671	-0.0020740020504062	-9.003831190780012e-05	4.3014845050891225e-06	8.1068976112063e-09	0.0009529993491239	0.0003428770887104	1.1756469796251953e-07	9.08207759430577e-07	1.9882113895860337e-06	0.0001248828840625	3.952984529679627e-12	1.5595734731789305e-08	0.0	0.0	0.0	0.0	0.0
880.1340343530219	-3.242147449532581	10.51152008451062	774635.9184265264	848.7588792179906	-4.326863433039421	720391.6350513796	18.72174716817368	863.9431151307499	0.5033949639881712	0.2534064897686521	746397.7061818242	859.3319250827715	647.1964200806849	1.323013	20.76038	0.1044491661038365	0.0671316814439608	0.0324159577	-0.0853871313	0.1739910144	0.0297764449	0.0117087819	-0.0121364421	0.2012843938	-0.1554314761	-0.0330793414	-0.0179298382	0.108151179	-0.0768846676	-0.1685234268	-0.0909687691	0.1131975193	0.0764129881	0.0029381265	-0.0800991125	-0.2627573174	-0.116305499	-0.148575703	0.1546384748	0.0060056337	0.1270974326	0.1365823353	0.1463032292	-0.0662537253	0.0281964902	0.0869695555	-0.1129050829	-0.2859170448	-0.1964762225	0.0323961454	-0.0244529853	0.0282961804	-0.1488317981	0.0007214933	-0.0819833864	0.1068172892	0.097079234	-0.0543497575	0.0768775548	0.0403697091	-0.0245237815	-0.1975362646	0.1476101553	0.069094383	-0.0199529453	0.0364012631	0.249134213	-0.005273599	-0.0629800077	0.1265493574	-0.1138852944	-0.2020399414	0.1425025275	-0.0431449064	0.1554579513	0.1533170814	-0.0232699787815704	-0.0027345676358691	0.0005414919124947	7.477860155143254e-06	0.0850887543056018	0.0628613979826298	0.007240096109279	0.0039515553563305	0.0115152659863326	0.0134147020617375	0.0001326013507359	0.0001799542314051	-0.0022650041074353	-0.000191002057029	5.13024360669878e-06	3.6481785789347485e-08	0.000635999512548	-0.0003169998365759	1.0048889638914733e-07	4.044953799612936e-07	1.2201365225839467e-06	-7.68074867002087e-07	1.488733133743246e-12	5.899390013202736e-13	0.0	0.0	0.0	0.0	0.0
879.5825692095801	-0.5514651434417601	0.3041138044312411	773665.4960573259	849.0659612722175	0.3070820542268393	720913.0065911147	0.0942993880281754	861.7749277318879	-2.16818739886196	4.701036596583792	742656.0260673007	857.6399505646664	631.728764458073	1.170662	18.369732	0.1548436654630859	0.0887393480374393	0.143165332	-0.1513721964	0.0945403672	0.0016456578	-0.0606286831	-0.1568543031	0.1074533273	-0.1469945768	-0.1463728789	-0.121704896	0.0581207555	-0.1559919041	-0.0488132611	-0.1719546166	-0.0717479329	-0.1258097067	-0.2038369473	-0.0087789912	0.0690623413	-0.0652001029	0.0408239741	-0.0269211567	-0.1003951819	0.0627430205	0.2101212973	0.0621012775	0.0786140669	-0.117912201	-0.0891140328	0.1988192484	0.0066741656	0.0792618831	0.0223456329	0.0290289145	-0.2002363577	-0.1487341215	0.0213833162	-0.0779290643	0.0205592114	0.0425847794	0.0989696697	0.2373868196	-0.1210053471	-0.0689145358	-0.1044809135	-0.0535589706	-0.0656604852	0.0190187767	0.1540625738	-0.1279664027	-0.0712029332	-0.0963864097	-0.0421368049	-0.1600313831	-0.086915967	-0.1164767448	0.0523224437	0.1547718027	0.1505910958	-0.0138656148883455	0.0094043638932249	0.0001922552762319	8.844206023619218e-05	0.0117717719366652	-0.0733169823689365	0.0001385746145288	0.0053753799036869	0.0580961282865928	0.0465808623002602	0.0033751601218922	0.0021697767326358	-0.0023774307831155	-0.0001124266756801	5.652177128505179e-06	1.2639757404500837e-08	0.0008612056729437	0.0002252061603957	5.071781468017376e-08	7.416752111104112e-07	-0.0001719761654148	-0.0001731963019373	2.957580147077865e-08	2.9996959004785475e-08	0.0	0.0	0.0	0.0	0.0
880.1310031059649	0.5484338963847222	0.3007797387037282	774630.5826283119	842.9089093762775	-6.157051895939958	710495.4295059056	37.90928804929783	863.6467578415151	1.871830109627126	3.503747959306699	745885.7223301606	858.5134459946354	628.7801711073199	1.233	19.347923	0.0526690053119502	0.0256932906327104	0.1727560215	-0.0542740172	-0.1114785651	-0.035407705	0.0249536503	-0.1224491288	0.1165375011	0.120581399	0.1416870791	-0.0361902861	-0.1079265401	-0.0559244919	-0.132082464	-0.009487819	-0.0769749169	0.0252002954	0.0536758	0.0783857892	-0.0887886388	0.0044742764	-0.0806548236	-0.0641271736	-0.0411289254	-0.1016556894	0.0899300217	0.0370735146	-0.16587537	0.1618426494	-0.0382510116	-0.0582173678	-0.0790032593	-0.0841447024	0.2328531721	0.0062290241	0.0234704202	-0.1707193397	0.1789049954	-0.018104588	0.119151736	-0.197340722	0.0284577942	0.2398758788	-0.0684000556	-0.0970755936	-0.0463563127	0.1397617191	0.0511939543	0.1260362517	-0.1199355204	0.1358023296	-0.0034796519	0.104152094	0.1077563668	-0.055656102	0.1169518999	-0.059220557	0.0902813583	0.1538585052	0.1469813818	-0.021790818345849	-0.0079252034575034	0.0004748397641817	6.280884984282541e-05	0.0309641350961271	0.0191923631594619	0.0009587776622512	0.0003683468036446	0.0581653168934508	6.918860685799916e-05	0.0033832040893155	4.787063318950768e-09	-0.0025490041006679	-0.0001715733175524	6.497421905221769e-06	2.943740329593673e-08	0.0006969988866556	-0.0001642067862881	2.696386866306576e-08	4.858074479991459e-07	1.8887325072371784e-06	0.000173864897922	3.5673104838944384e-12	3.0229002729440415e-08	0.0	0.0	0.0	0.0	0.0
881.3638615317515	1.2328584257866169	1.5199398980330552	776802.2564141604	848.610868054767	5.701958678489518	720140.4053806652	32.51233277120193	864.0910226922286	0.44426485071358	0.1973712575795595	746653.2954973016	859.2363502038863	628.4339259619852	1.095593	17.191763	0.0452549778586244	0.0338770603723736	0.1038637562	0.1495603694	-0.0055733631	0.039017042	0.0623490656	0.020361424	0.0542958365	0.1082054646	-0.1482380733	-0.038897163	-0.0314791519	0.0313564845	0.0283292229	0.0567186047	-0.0412951662	-0.0077454056	0.103780082	-0.0529987858	0.0596255717	-0.1851719072	-0.0330965976	-0.0693446619	-0.0434871102	-0.0405701904	-0.0295013841	-0.059314527	-0.0051992689	0.0460125907	0.0466909273	-0.0891481867	-0.0063319095	-0.1071085628	-0.1514515006	0.0379038245	-0.0500436637	-0.0490101593	0.1079016369	0.0578729707	0.2511413656	-0.107431952	0.0271528929	0.1518065605	-0.0111806221	-0.1887675086	-0.0413681365	-0.0830253527	-0.0609194966	-0.1558993458	-0.0346541131	0.2213807067	0.0608998945	0.0371366238	0.0532612418	0.0445983311	0.2104207042	-0.0548179836	-0.0111784672	0.152719399	0.1425091225	-0.0188505416925863	0.0029402766532626	0.0003553429221039	8.6452267977217e-06	0.0641291277797222	0.0331649926835951	0.0041125450297879	0.0010999167397029	0.0580175058588423	-0.0001478110346085	0.0033660309860808	2.184810195203556e-08	-0.002668001986048	-0.00011899788538	7.118234597556072e-06	1.4160496724935414e-08	0.0006359991722779	-6.099971437769996e-05	3.7209651541609752e-09	4.0449494713817393e-07	1.8483825218733752e-06	-4.03499853638032e-08	3.4165179471669784e-12	1.6281213188591329e-15	0.0	0.0	0.0	0.0	0.0
881.871457685857	0.5075961541054994	0.2576538556626939	777697.2678809782	849.2461727718975	0.6353047171304524	721219.0619677155	0.4036120836082042	864.7316631323615	0.64064044013287	0.4104201735336374	747760.84922366	860.2616035154992	634.6803119918675	0.982052	15.41011	0.0753830711298959	0.046474684618411	0.0747498991	0.0688619513	0.1560092838	0.0486996676	-0.0104463582	-0.0090177624	0.0413750379	-0.0053101468	-0.1562902936	-0.0001415992	0.1126858423	0.011406372	0.1048251685	-0.1111681792	0.0359013639	-0.0739127601	-0.1152604746	-0.0322963363	0.1165428305	-0.0700557533	-0.2115180516	-0.0140183229	0.0040431635	0.0934348588	0.0312467531	-0.0808541189	0.1644771174	-0.0653979798	0.0007244194	0.1194075705	-0.0612643733	0.0613712167	0.0634295643	0.0188222637	-0.1357744251	-0.0939650771	-0.0159864129	0.0497217682	0.1091252778	0.0733625262	0.1651119225	0.0851409598	-0.0160593676	-0.2532073211	0.1421318939	-0.124545043	-0.1242518932	0.0047601512	-0.0250726274	0.0111332142	-0.0198548783	0.1884768452	-0.1422609291	-0.1041859526	0.0060604883	-0.1045868021	-0.0418882372	0.1513561561	0.1372005631	-0.0284767741336935	-0.0096262324411072	0.0008109266650613	9.26643510102247e-05	0.0229686464267331	-0.041160481352989	0.0005275587186762	0.0016941852252097	0.0519518389564552	-0.0060656669023871	0.0026989935709574	3.679231497071432e-05	-0.0022980055361425	0.0003699964499055	5.280829444141578e-06	1.368973729426732e-07	0.0006359990508508	-1.214271000372566e-10	1.4744540623457922e-20	4.044947926831184e-07	1.2311451862228285e-06	-6.172373356505467e-07	1.515718469559643e-12	3.809819285209857e-13	0.0	0.0	0.0	0.0	0.0
882.798236605613	0.9267789197560888	0.8589191661042628	779332.72655398	849.3466554464296	0.1004826745321452	721389.7411180361	0.010096767881133	865.2229515814012	0.4912884490396436	0.2413643401597785	748610.7559432316	860.7613439589401	636.2327614719428	1.08106	16.963717	0.0974235962863852	0.0567737057655791	0.0673111774	-0.1789579209	0.0293892008	-0.0304521572	-0.0713026525	-0.0846216123	0.0605002874	-0.1200748102	0.09221764	0.0420124212	-0.0301735048	-0.0089709224	-0.145184009	-0.0529467731	0.0334986835	0.0278198344	-0.147048264	0.1176413352	-0.0105311498	-0.0875622535	0.0568226066	-0.0573130206	0.0565571996	0.000773687	0.0622626698	0.1958449917	-0.0124440646	-0.0712115601	-0.0480790467	0.0270607661	0.1674198068	0.0287352101	0.0038756853	-0.0574028263	0.0019981575	-0.1652137059	-0.0290462582	-0.0880339276	-0.0617967576	-0.0588185985	0.093339531	0.0019547454	-0.0431401422	-0.0689299937	0.0947782031	-0.058997352	-0.0130097651	0.1363295965	-0.0198928346	-0.0629044648	0.0904618053	0.1418810079	-0.1644122833	-0.0041626495	-0.2317048434	-0.0405659399	-0.0568861821	0.1497707771	0.1310868562	-0.0190557397021109	0.0094210344315826	0.0003631212155946	8.87558897610649e-05	0.0063097290580316	-0.0166589173687015	3.9812680785768346e-05	0.0002775195278972	7.328889559232721e-05	-0.0518785500608628	5.371262217143038e-09	0.0026913839564174	-0.0021389999530995	0.000159005583043	4.575320799359663e-06	2.5282775438844365e-08	0.0004059994774954	-0.0002299995733554	5.2899803743666027e-08	1.648355757265378e-07	9.344130798569564e-07	-2.967321063658721e-07	8.731278038077629e-13	8.804994294832724e-14	0.0	0.0	0.0	0.0	0.0
882.8974737318271	0.0992371262140068	0.0098480072192147	779507.9491220423	852.8922725943631	3.545617147933513	727425.2286511775	12.571400959720176	865.4407205630239	0.2177689816227257	0.047423329356999	748987.640808646	860.7869038292112	644.097647731744	0.950711	14.918315	0.0781013255986763	0.0378800469360652	0.0641926127	-0.0854876874	-0.156393095	0.0237890285	-0.0407979568	-0.0196630503	0.0217237019	0.0674071956	0.1647792833	0.0287608414	-0.1819934209	0.0517058941	-0.1456071337	-0.0045984162	0.0337773702	-0.0157156584	0.1258686756	-0.0525283718	-0.0309315892	0.0573002371	-0.12107543	0.0562560425	0.0264304215	-0.1530346559	-0.0065789153	0.0905025276	-0.1110450246	0.1620564861	0.0457285787	-0.0702558983	-0.0851257424	0.0142476111	0.0946974988	-0.0592356677	0.0449455339	-0.0107681617	0.0557957433	-0.0679811192	-0.0442663277	-0.1817382814	-0.0649219792	-0.0577617311	0.0350794844	-0.0140552752	0.0746301522	0.0329852389	0.0488082886	0.0838266294	-0.1361455451	0.032475513	0.0789472674	0.1101103853	-0.1218370399	-0.0360827478	-0.1322329211	0.1145847317	0.012683492	0.1479655889	0.1242038795	-0.0143897009725151	0.0046660387295957	0.0002070634940784	2.177191742608798e-05	0.0190440920434298	0.0127343629853982	0.0003626774417586	0.0001621640006438	-0.0188812534673843	-0.0189545423629766	0.0003565017324996	0.0003592746761898	-0.0017019984237942	0.0004370015293052	2.896798634597941e-06	1.9097033661517088e-07	8.999998191372427e-06	-0.000396999479304	1.57608586567669e-07	8.099996744470696e-11	7.791275070750081e-09	-9.266218047862064e-07	6.070396722809168e-17	8.586279691052462e-13	0.0	0.0	0.0	0.0	0.0
882.7080248065722	-0.189448925254851	0.0358908952802181	779173.45705792	849.6275498146234	-3.2647227797397136	721866.9734040004	10.658414828551402	864.4273856766964	-1.0133348863274705	1.0268475918483075	747234.705107848	859.8002625768879	640.410775990162	0.96276	15.107384	0.0850859538647793	0.054249165511384	0.0418205157	0.0651618962	-0.1150656895	0.0205348206	-0.0423854241	-0.044826871	-0.0842194907	0.1267278444	-0.0811454565	-0.0249688992	-0.1234422361	0.0870714754	0.076616847	-0.0250703572	-0.0792753324	-0.0596129192	0.0779136997	-0.1132700749	0.0842023141	-0.008371959	0.085083205	-0.1297251742	-0.0362131323	-0.1507814855	-0.0463985122	-0.063329258	0.1095353223	0.0484996875	0.0068918278	0.0079061389	0.0341127726	0.0466666306	-0.1578593965	-0.0493151993	-0.1017712534	0.1179344845	0.0112125817	-0.0047092949	0.0723477219	-0.0901434311	-0.0842716142	-0.1329492747	-0.0017643842	-0.0446647821	0.0146269343	-0.1239031439	-0.0437528908	-0.1699352034	-0.0319864238	-0.0638119774	0.1084926975	-0.0436265275	-0.1355275009	-0.1198331093	-0.1304262497	0.2026688422	-0.1101694425	0.1459432408	0.1165920251	-0.01612743335005	-0.0017377323775348	0.0002600941064603	3.019713815933095e-06	0.0641556542626915	0.0451115622192617	0.004115947973874	0.0020350530458623	-0.0188497609121043	3.1492555280000084e-05	0.0003553134864434	9.91781038063861e-10	-0.0011320022670758	0.0005699961567183	1.281429132664751e-06	3.248956186737467e-07	0.0002029999385191	0.0001939999403277	3.763597684716186e-08	4.120897503875839e-08	1.1502848299761205e-07	1.0723720792686197e-07	1.3231551900731923e-14	1.1499818763949028e-14	0.0	0.0	0.0	0.0	0.0
