global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
821.4332548652504	n/a	674752.5921985195	n/a	855.3595860603529	n/a	731640.0214653382	n/a	766.8249800328898	n/a	588020.5500024419	n/a	768.8670915586197	605.6391877500635	n/a	n/a	n/a	n/a	-0.1878287167	0.0089580552	-0.0778972747	-0.1505957676	0.016515978	0.1358932704	-0.2479899099	0.3170853172	-0.1453798992	0.019473235	0.1654176332	-0.1787187866	0.0914222884	-0.1064829402	0.0932710453	-0.0163512375	0.1423983721	-0.1793627203	0.2099629096	-0.1611031352	0.0780805875	-0.1133792768	0.0315554646	-0.0922909375	-0.0973708029	0.1260256433	-0.0868182611	0.0913495171	-0.2881020456	0.0011867768	-0.0136668712	0.2820009745	-0.0425356915	0.1419233368	-0.1215944167	0.0186616445	-0.004676113	0.0817420222	-0.0972350661	-0.0533741264	0.1624538602	-0.2638162938	0.0090154963	-0.0146531135	0.1814172242	-0.0936712581	0.1825577966	-0.1185785653	0.0553330172	0.0514198805	-0.0298636751	0.0313997031	-0.1926329413	0.0159776277	-0.0296780065	0.0772763701	-0.0604650428	0.1085803363	-0.0231326954	0.1428166089	-0.0110011944	-0.1200329338	0.1561451084	0.1560591586	-0.0411519486329012	n/a	0.0016934828762849	n/a	-0.092272682577871	n/a	0.0085142479501165	n/a	0.1426915718274983	n/a	0.0203608846706021	n/a	-0.0011799858042254	n/a	1.392366498173464e-06	n/a	0.0006696448686152	n/a	n/a	4.484242500626685e-07	0.0014513988030941	n/a	n/a	2.106558485622986e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.4588030700758	0.025548204825327	674794.5651413215	0.0006527107697968	850.0529188889724	-5.306667171380468	722589.9649116618	28.160716467807177	768.4875223967365	1.6625423638466827	590573.0720794746	2.764047111584916	770.865319484289	629.1862676457355	1.269488	23.666077	0.1626089742708486	0.081016030503025	-0.1367183423	0.0050162286	0.0562547475	-0.1011799102	-0.0061192619	-0.1805333287	-0.0385812905	0.0506220212	-0.078320029	0.0423033702	0.1423032657	-0.0528806741	-0.0580239807	-0.0673616605	0.0995061162	0.0902648049	-0.0092367633	-0.2419990184	-0.1220164361	0.0102520735	-0.0479574876	-0.1478055653	-0.1568976376	-0.1170421947	-0.0708165113	0.0615024727	-0.0922581326	0.1050434819	-0.0744828681	0.1185827252	-0.0607448106	0.1606149077	-0.0605729358	-0.049254319	0.1100437527	-0.2125120992	0.0698242434	-0.0256012816	-0.0890103009	-0.0267550352	0.0673208225	-0.2104786937	0.0464340113	-0.1034278013	0.0012269185	-0.2083436198	0.0626760081	0.0512816796	0.0211422038	0.0092226447	-0.0169222829	0.0911388989	-0.1510921648	-0.0334702925	-0.0521334842	-0.0011317917	-0.0172727406	0.0179455562	-0.0101607489	0.1246352024	0.0030445797	0.0950802356	0.155915944	0.1551433414	-0.0410457351665769	0.0001062134663242	0.0016847523753647	1.1281300428623096e-08	-0.1503553241870179	-0.0580826416091469	0.0226067235113832	0.0033735932562966	0.1073546567070309	-0.0353369151204674	0.0115250223166844	0.0012486975702311	-0.0006596230266031	0.0005203627776223	4.351025372250339e-07	2.707774203347953e-07	0.0002416641198283	-0.0004279807487869	1.831675213321956e-07	5.840154681238695e-08	0.0010180782480051	-0.000433320555089	1.877667034626391e-07	1.0364833190611336e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.9736076743211	0.5148046042453416	675640.6117131388	0.2650237805522027	854.0808042477339	4.027885358761523	729454.020184456	16.223860463325444	766.6238225147721	-1.863699881964408	587712.0852471608	3.4733772500341478	769.8155727877978	631.7287091801041	1.012204	18.86972	0.0917001855989839	0.0618227148894517	-0.1113649426	-0.0088099944	-0.0983953822	-0.0889834603	0.0053986803	0.0444824697	0.2028342	0.0594945994	-0.1304379508	-0.0122816823	0.1799242418	0.0573239839	0.119198276	0.0647551869	-0.10958371	-0.014410522	-0.0654119233	-0.1613851225	0.0356808801	0.0288374654	-0.0256706099	-0.0941404688	-0.0925247851	0.1160325426	-0.0812323117	0.1034470391	-0.2092900262	-0.0476288339	-0.0367323269	-0.0636140102	0.0960883386	0.0273432411	0.1181906558	0.0713552285	0.1575972704	-0.0531334029	0.1033302259	0.0597354828	-0.0777263592	-0.0050877322	0.0778096814	-0.1609362655	0.0155052591	-0.044880826	-0.0144395654	-0.1558609999	0.026986456	-0.0236050254	0.0906108151	-0.0197370648	0.0395229526	0.0737735644	-0.0420821665	-0.11564004	0.0247929731	-0.0564696115	-0.0641163992	-0.1001586246	0.0350100402	-0.0105107584	0.0003184432	-0.0914367356	0.1554579513	0.1533170814	-0.0410165292817055	2.9205884871395804e-05	0.001682355674317	8.529837111212262e-10	-0.094706791216538	0.0556485329704799	0.0089693763025329	0.0030967592217665	0.0833818585250583	-0.0239727981819725	0.0069525343310928	0.0005746950526735	-0.0005887097573017	7.09132693014e-05	3.465791783422265e-07	5.02869176301288e-09	0.0004117006839143	0.000170036564086	2.8912433126172387e-08	1.694974531355024e-07	0.0010181213858509	4.3137845800013744e-08	1.8608737402657632e-15	1.036571156326957e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.6061049140316	1.6324972397104602	678327.0160516627	2.665047237662272	856.8091996413011	2.728395393567212	734122.004589967	7.444141423638779	767.5888780103805	0.9650554956084534	589192.6856452349	0.9313321096040776	770.9853901724367	646.1579284040552	1.145212	21.349298	0.1410449865867185	0.0836621067300915	-0.0676270182	-0.0256435313	0.0332421671	-0.0446816697	-0.0142074037	0.0723436594	0.0614653515	-0.0797989456	-0.1216536386	0.0568586266	-0.0328781933	-0.0920265972	-0.1373515829	0.06789729	0.0591501721	-0.09577245	0.053001051	-0.2208101037	-0.0463193651	0.0293289301	0.1283254408	0.0524065091	-0.0744976849	0.0928359423	-0.083200717	0.0864924588	0.1064646663	0.1419348038	0.0341627972	-0.037602925	0.1085119135	0.121033031	-0.0970176266	-0.05133571	0.1368984703	-0.0972156544	0.0598602661	0.0436783589	-0.0823336403	-0.0316405218	0.0481785752	-0.0808765008	0.0592741983	-0.0325435386	-0.08229131	-0.056077615	0.1276345037	-0.1043135235	-0.1479260293	0.1167835438	0.1358314771	0.0270844174	-0.0920910225	0.1133623106	-0.021257599	-0.0728371407	-0.0002792535	-0.0733065266	-0.0565133722	0.0586604807	0.0050518592	0.0629928013	0.1547718027	0.1505910958	-0.0409928521966378	2.3677085067702608e-05	0.0016804139312153	5.606043573032258e-10	-0.0239458024280878	0.0707609887884501	0.000573401453925	0.0050071175343191	0.0449978967657926	-0.0383839617592657	0.0020248107133449	0.0014733285203367	-0.0004427745263747	0.0001459352309269	1.9604928120633992e-07	2.12970916257168e-08	0.0006858229772659	0.0002741222933516	7.514303171234066e-08	4.7035315614586324e-07	0.0008006517310508	-0.0002174696548	4.7293050758874646e-08	6.410431944346425e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.1597048232971	-2.4464000907344143	674303.2608254845	5.98487340394535	851.7693859002529	-5.039813741048192	725511.086756894	25.39972254445817	767.0520155001319	-0.5368625102486249	588368.7944828146	0.2882213549104548	769.3144212882913	641.2818357693521	1.081083	20.153782	0.1382693027399715	0.0736239187436107	-0.0841791335	-0.006601534	0.1292081401	-0.0968659925	-0.0259533577	-0.0455722119	-0.089299637	-0.1069982842	-0.1357527471	0.0258806727	-0.01364699	0.0409797849	-0.0605496894	-0.1140611513	0.0030190276	0.1369003274	-0.0694600939	0.0478937583	-0.0191398373	0.1765591357	-0.088440364	-0.1594955493	-0.0451045734	-0.1031646562	-0.0698343225	0.126456839	0.0063453044	-0.0147242627	0.0343166271	0.1439693841	-0.1203600302	0.0173624445	0.0255449618	-0.0576099925	0.0603171431	-0.0900303074	-0.0635679226	-0.1043866932	-0.0712083308	0.0126208543	-0.0623618453	-0.093026596	-0.0071422765	-0.0115154041	-0.0492933649	-0.1691357007	-0.0391463866	0.0814495797	-0.0329247375	-0.0241275833	-0.0891691586	0.0721619591	-0.0490860731	-0.0968600526	-0.0460048277	-0.0469857477	0.0136014055	-0.1182755221	-0.0362231652	0.0282450892	0.0196480084	0.1171693864	0.1538585052	0.1469813818	-0.0267111974309699	0.0142816547656678	0.0007134880681962	0.0002039656628457	-0.0870902904852073	-0.0631444880571195	0.0075847186967977	0.0039872263719957	0.0515380210770217	0.006540124311229	0.0026561676165355	4.27732260063299e-05	0.0002012657631462	0.0006440402895209	4.0507907414822284e-08	4.147878945261647e-07	0.0004611022402627	-0.0002247207370032	5.04994096392614e-08	2.1261527597528074e-07	0.0010179514166458	0.0002172996855949	4.7219153359685824e-08	1.036225086651191e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.1852150051342	0.0255101818370349	674345.1573430285	0.0006507693773585	852.1338540884165	0.3644681881635279	726132.1052835786	0.1328370601832047	767.5148352242206	0.4628197240887175	589079.0222892625	0.2142020970055566	770.6538357120302	629.6993962965513	0.956315	17.827824	0.060424791264436	0.0320253254719693	-0.1214980214	-0.0049604696	-0.0682481197	-0.1041517307	-0.0083507413	0.035973313	0.1062777687	0.0024650026	-0.1018637226	0.0310897952	-0.0073072306	0.1040258016	-0.0022012803	0.0537195362	-0.1216575174	-0.1366686474	0.0882402991	-0.0058603335	-0.0043876716	0.0789330459	0.0145881328	-0.0674729115	-0.0571363998	-0.0595479722	-0.0883389749	0.0747736079	-0.0136350694	-0.0243725266	0.1104642723	-0.0600318566	0.1116735916	0.0307839565	0.0814844744	-0.0257308593	0.0731644937	0.0848073945	0.0654949461	-0.0437708694	-0.0779760064	0.0041130962	-0.085105745	-0.0787575131	0.0269437311	-0.0268018904	-0.0779736692	-0.0592798952	0.0369998351	-0.0800856479	-0.0217640498	0.0444468526	0.1380211956	0.0360676313	-0.0269740558	-0.0344777876	0.0142116853	-0.098540915	-0.0358004466	-0.1019774495	-0.0094330297	-0.027141814	-0.041993884	-0.0287386134	0.152719399	0.1425091225	-0.0223903046372129	0.004320892793757	0.0005013257417471	1.867011453514118e-05	-0.0641317566712871	0.0229585338139202	0.0041128822137451	0.0005270942748849	0.0449258989770129	-0.0066121221000087	0.0020183363988927	4.3720158665424754e-05	0.0005061508807594	0.0003048851176132	2.561887140935164e-07	9.29549349420148e-08	0.0006867581776295	0.0002256559373667	5.0920602068889145e-08	4.716367945409918e-07	0.0010178276204908	-1.2379615499987645e-07	1.5325487992753436e-14	1.035973065033964e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.2548842282365	1.0696692231023237	676103.0946371906	1.1441922468523282	853.4224807739258	1.2886266855093709	728329.9306903218	1.660558734606867	767.3876018823272	-0.1272333418934295	588883.7315227091	0.0161883232893703	768.9891085985395	632.0052597710961	0.942375	17.567955	0.0705064326853976	0.0373975078108664	-0.1001714351	-0.0165235767	0.0855885424	-0.0853430664	0.0251556647	-0.072033452	-0.1222190974	-0.0383785106	-0.097297977	0.0480133016	-0.0730558335	-0.0290888145	-0.0397236186	-0.0070413671	-0.0545003423	0.0950853389	0.0381722972	0.0694137486	-0.0668494702	-0.0048114416	-0.0013092277	-0.0928725503	-0.094785315	0.1347066707	-0.0837758115	0.0702231365	0.0901936088	0.0154557489	0.0063157478	0.0396487529	-0.0904797233	0.0225369293	0.0432137606	-0.0116769702	-0.0273194695	0.0679551514	0.1286234942	-0.0394033368	-0.0787615838	0.0184660941	-0.1135949595	-0.0549905898	-0.0165543011	0.0263272991	0.0029677228	-0.1018496003	0.0225901251	-0.0548349171	-0.0702243438	-0.0146361035	-0.1521767298	0.0622706746	-0.0370408735	-0.0368188143	-0.0459380794	-0.1120414038	0.0433074956	-0.1086939851	-0.0104002106	-0.0720767741	0.0398738114	0.0186111926	0.1513561561	0.1372005631	-0.0412698184537276	-0.0188795138165146	0.0017031979152036	0.0003564360419479	-0.0516241466536655	0.0125076100176215	0.0026650525177191	0.0001564403083529	0.0572474781516092	0.0123215791745963	0.0032772737547189	0.0001518213133558	0.0004388114405553	-6.733944020410003e-05	1.925554803622176e-07	4.534600207001564e-09	0.0006861210758537	-6.371017757999739e-07	4.058986727274802e-13	4.707621307306387e-07	0.0005498495689374	-0.0004679780515534	2.190034567357167e-07	3.0233454846064464e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.5431580357068	2.2882738074703184	679871.4194634967	5.236197017954708	854.408660927797	0.986180153871146	730014.1598684312	0.9725512958893174	769.1655393446312	1.777937462303953	591615.6269153174	3.1610616198638204	771.7949805763099	639.4541351293262	1.085931	20.244167	0.1647797649050325	0.1032763623792505	-0.1075063315	-0.0949374318	-0.0705579826	-0.0990972591	0.1140322448	-0.0175568366	0.1429957766	0.1145521458	-0.0046890167	0.1120864213	0.1078086687	0.1525280188	0.1328422352	-0.0119885088	-0.1782721381	-0.0179380306	0.1262277794	-0.0371636975	-0.1695938297	-0.016127386	0.0330277046	0.0794075706	0.0645787486	0.1823042354	-0.1242179837	-0.0530818032	-0.1579112966	-0.1243415569	0.0109144757	0.0151821451	0.0852890838	-0.0035999668	0.1143976163	-0.0995976415	0.082967229	0.1509738666	0.1326102869	0.1494870027	-0.1197785082	-0.0540323618	-0.0529736994	-0.0010365914	0.0199421825	0.1382131794	-0.2651680879	-0.0484249353	0.0078193712	-0.1028738682	0.0631385766	-0.0250924282	0.074193913	0.0985041083	0.0480679038	0.0413326463	-0.0210183768	-0.1659085175	0.0857888465	-0.0762674882	-0.0272590987	-0.0220856788	-0.0517776085	-0.1212711998	0.1497707771	0.1310868562	-0.0241842343938714	0.0170855840598561	0.0005848771932177	0.0002919171826664	0.0439845061331851	0.0956086527868506	0.0019346367797801	0.0091410144877165	0.08372277352683	0.0264752953752207	0.0070095028070248	0.0007009412652051	0.000434120665707	-4.690774848299954e-06	1.8846075239388889e-07	2.2003368677443455e-11	0.0009101819472576	0.0002240608714038	5.0203274094275016e-08	8.284311771136365e-07	0.0008333025763473	0.0002834530074099	8.034560740971681e-08	6.943931837470478e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.1429651499808	-0.4001928857260282	679211.6270062025	0.1601543457857258	854.4905823536408	0.0819214258438023	730154.1553310641	0.0067111200122816	768.7020386625688	-0.4635006820623175	590902.8242439894	0.2148328822722335	770.3911962850036	638.443936624025	1.420355	26.478559	0.3915252121378493	0.2388530469374487	-0.0415076504	0.0364063699	-0.0756832507	-0.0169689095	-0.0064128291	-0.0552413023	0.1273171246	-0.1681464054	-0.0157588516	-0.0124191188	-0.1829465372	0.0152588461	-0.1099201111	0.0391113532	-0.1058801122	-0.0311993292	0.0581015151	-0.2233225081	-0.0040484903	-0.0604859301	-0.210191598	0.1589876739	-0.0517295706	-0.0789242504	0.0110016384	0.0117571495	0.1791841722	0.0183664622	0.1235761939	-0.0192026767	0.0771742225	0.2092178118	0.0861688323	0.0059490586	0.0497615724	-0.1005037846	-0.1818037916	-0.1150001488	0.0147297565	0.015976604	-0.1751105529	0.0560756812	-0.001555298	0.0352834342	0.2211334387	0.1531508718	0.1209041175	-0.022990345	-0.029328609	-0.0611852475	0.1781978435	0.0733247119	-0.0130707187	-0.016391667	0.115663028	0.1519088576	-0.0594920424	0.005629763	-0.2138031487	-0.0731639288	-0.0100396769	0.1152488491	0.1479655889	0.1242038795	-0.0138094878223	0.0103747465715714	0.0001907019539142	0.0001076353664243	-0.0988125353728293	-0.1427970415060144	0.0097639171468066	0.0203909950628704	-0.0936752416781985	-0.1773980152050285	0.0087750509034688	0.0314700557986835	0.0013787332853006	0.0009446126195936	1.9009054719957856e-06	8.922930010954833e-07	0.0007430005511079	-0.0001671813961496	2.7949619218562906e-08	5.520498189466432e-07	0.0007259884149859	-0.0001073141613614	1.1516329228700596e-08	5.270591786937394e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.0434857618551	4.900520611874299	687313.1012841673	24.015102267404853	860.6178416716747	6.127259318033907	740663.0694036117	37.54330675043335	769.5573208467233	0.8552821841544755	592218.4700687866	0.7315076145320503	771.3653822190942	659.8745007138504	1.200853	22.386572	0.1353762373854206	0.0692315486140451	0.0176806148	-0.0070810843	-0.0175422551	-0.019838239	0.0892012182	-0.1488473938	-0.1480813729	0.0097949792	0.0525187809	0.062966011	-0.1817056374	0.0448796392	-0.0005921398	-0.0334842763	-0.029967352	0.1597170886	-0.0016394026	-0.0383422681	0.1545912413	-0.0373580599	0.0424151414	-0.0887136119	0.1043632928	0.1186692344	-0.0186822687	-0.0693507376	0.1394533207	-0.0983906233	0.0165929867	0.0908021204	-0.1857923812	0.0663858339	0.0901382852	0.1819088545	-0.0783769359	0.0790320873	-0.0379950908	0.1229913893	0.0325870096	0.0322459823	-0.1570720467	0.106154254	-0.032604063	0.0894638747	0.1366872735	0.1416666669	-0.0062817284	0.0213587968	0.0779360986	0.0125595063	-0.2068593936	0.0126585854	-0.0942880913	-0.0212836284	-0.0499641095	0.0215244858	0.0055945745	-0.0716634945	-0.0375664163	-0.1205492054	0.0012431146	-0.0418766236	0.1459432408	0.1165920251	-0.0057507436697079	0.008058744152592	3.307105275468549e-05	6.494335731693734e-05	-0.0404308875501016	0.0583816478227277	0.0016346566680889	0.003408416802497	-0.1166665483199693	-0.0229913066417707	0.0136110834968957	0.0005286001810959	0.0008256797734126	-0.000553053511888	6.817470882226824e-07	3.058681870116502e-07	0.0006454111756888	-9.758937541910004e-05	9.523686194690044e-09	4.165555857039991e-07	0.0009942363030454	0.0002682478880595	7.195692944838207e-08	9.885058262933846e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
