global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
820.6595387741498	n/a	673482.0785810003	n/a	855.2331154253229	n/a	731423.6817201037	n/a	765.9482741179289	n/a	586676.758624234	n/a	771.254831708657	628.9341309384296	n/a	n/a	n/a	n/a	-0.1716556764	0.0389691471	0.0570810773	-0.1937771848	0.1044379418	0.0370909254	-0.1774150195	0.0620801866	-0.07343974	-0.1111774509	-0.0618452501	0.0271711113	-0.1160081696	0.1773310643	-0.1167728187	0.003583708	0.0642461709	-0.0273301556	0.0723404345	-0.0110309982	0.0518833927	-0.1340462001	0.108985113	-0.2033840202	0.0756902743	-0.0759884828	-0.1884806736	0.099811742	-0.0093122088	0.1132699031	-0.1647367673	0.1329726017	-0.0621645463	0.0619245562	-0.0187617176	-0.0414481751	0.0795801695	-0.1110253795	0.0187710955	-0.0773283641	0.1831803342	-0.1455117629	0.1582429281	0.0407404258	-0.1239547487	0.0067594731	-0.0282545341	0.0410615943	-0.2339359833	0.0181491091	-0.132573608	-0.0065835408	0.0292024027	-0.0739536971	0.025141734	-0.0738329853	0.0492036788	-0.0136401774	0.0446775344	-0.334616175	0.132404377	-0.0463549967	0.0432371542	-0.0749281441	0.0818476744	0.1561451084	0.1560591586	0.0968571323255815	n/a	0.0093813040823352	n/a	-0.0551191586098696	n/a	0.0030381216458599	n/a	-0.1603882760457367	n/a	0.0257243990929234	n/a	-0.0099080093453294	n/a	9.816864918713473e-05	n/a	0.001024921164777	n/a	n/a	1.0504633940078424e-06	0.0016361206936327	n/a	n/a	2.676890924133147e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.2320739424035	-6.427464831746306	662973.8702365477	41.31230416333557	854.6801973481419	-0.5529180771810616	730478.2397390588	0.3057184000736023	765.204669740465	-0.7436043774639529	585538.186592614	0.552947470183553	770.5781398470638	623.5139473143377	1.414157	23.359047	0.1469778875986188	0.0820250157899569	-0.1480947059	-0.0533594988	0.0821555998	0.0252310296	0.1353848453	0.1043594186	-0.0930788192	-0.0545535429	0.0691145066	-0.1529148417	0.0528707717	0.0671424374	-0.0789258972	0.0670708774	0.0034166467	0.0167342345	0.0397721727	-0.0846700035	0.0586762226	-0.0310869366	0.2143817835	-0.0749811369	-0.0183421162	0.0203467161	0.0021981583	0.0427244981	-0.1444631209	-0.0421002094	-0.0695560297	0.0443781882	0.0060096346	-0.0464082128	-0.0650498765	0.0516917058	-0.0823406559	-0.0125840022	0.1559689152	-0.0162219257	0.183406687	0.0375328198	-0.0178461207	-0.1366737026	0.0867214384	0.0313112861	-0.0511580505	-0.0704834125	0.0287213447	0.0530989409	-0.1436798784	-0.0270894313	-0.1077870539	-0.1827975654	0.0357426585	-0.0251141046	0.1455409359	-0.1283119698	0.2112967429	0.1709386538	0.0375486895	-0.0496181709	0.1274845457	0.0920915721	-0.0700750801	0.2329749874	0.0606686746	0.155915944	0.1551433414	0.0974399218958979	0.0005827895703163	0.0094945383790786	3.396436832695644e-07	-0.0380530562077154	0.0170661024021542	0.0014480350867475	0.0002912518512008	-0.0834165059276585	0.0769717701180782	0.006958313461179	0.0059246533951102	-0.0092951114886153	0.0006128978567141	8.639909758578812e-05	3.756437827647376e-07	0.0013051427678645	0.0002802216030875	7.852414683692842e-08	1.7033976445090084e-06	0.0014820956432729	-0.0001540250503598	2.372371613833893e-08	2.1966074958085108e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815.4514945611342	1.2194206187306236	664961.1399819874	1.4869866453853768	851.530481263912	-3.149716084229908	725104.1605215495	9.920711411256583	764.7656953599718	-0.438974380493164	584866.5687994212	0.1926985067293571	769.9550088054317	620.224879156602	1.317506	21.762571	0.1046984873517168	0.0502932019101767	-0.198396715	0.0474805582	0.1480921663	-0.0841718812	0.224376841	-0.0640014198	-0.1521018307	0.0514886079	-0.0614634584	-0.2571988972	0.0155063384	0.032018092	0.0815607872	0.1929378054	-0.0343479608	0.0107892173	-0.1412107266	-0.0827294217	-0.005428429	0.0307773938	0.1167783389	-0.1135191979	0.1779790899	0.0475774743	0.2055860062	-0.293022888	-0.2694042502	0.0319122995	-0.1180139828	-0.0638444904	-0.1339380334	0.0869752352	0.0374849981	0.0314167677	0.1193329816	-0.0550031252	0.143815315	-0.1017704231	0.0652008025	-0.0783185818	0.1720943102	-0.1533530583	0.1978454404	0.0140048757	-0.0936030824	0.0214093229	0.14719505	0.1034223751	-0.2049425916	-0.0503928042	0.0464586304	-0.0065604917	0.0672188709	-0.0794476518	0.1639088518	0.0012617516	0.1745173569	0.1881963658	0.1423532053	-0.078324383	0.1953673775	-0.0203638725	0.0253940718	0.1017915698	-0.1088027211	0.1554579513	0.1533170814	0.1034237209743906	0.0059837990784927	0.0106964660601886	3.580585141177021e-05	-0.0111207746695214	0.026932281538194	0.0001236716292502	0.0007253477888525	-0.1060782477089787	-0.0226617417813202	0.0112525946370074	0.0005135545405632	-0.0088049650397024	0.0004901464489128	7.75274093503815e-05	2.4024354138192463e-07	0.0016327839502423	0.0003276411823777	1.0734874438992279e-07	2.6659834281688497e-06	0.0016467213110564	0.0001646256677835	2.7101610493163313e-08	2.7116910762873085e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
809.5741939915406	-5.877300569593558	655410.3755770526	34.542661985344765	845.4275995179928	-6.102881745919149	714747.8260267556	37.245165604673154	762.3367499598751	-2.4289454000967226	581157.3203393851	5.899775756651027	767.4624782758762	606.2792839772607	2.573359	42.506744	0.5826636465985954	0.3599937423078714	0.0194276082	-0.2449492383	-0.003505496	0.2722796586	-0.0655669335	0.2364267092	-0.1100980809	-0.05775059	0.0383733784	-0.0112708151	0.3637660122	-0.1733420436	-0.1387809626	-0.2476594473	-0.2347086519	0.1494820658	0.1411328873	-0.2106962798	0.090624861	-0.1281327753	-0.0293167352	-0.1105533439	-0.1551191979	-0.2505271204	0.1718840814	0.0211248223	0.0482389547	-0.4249753326	0.0148162501	0.2097855868	0.1381501226	0.0620976771	0.0419378585	0.4012005645	-0.180736839	-0.1225740346	0.0014174251	-0.0779186653	0.1159945121	0.1439678613	0.1818798804	-0.0417372961	-0.2496949312	0.1417556258	-0.1114180735	0.0511916404	-0.1949337711	0.0359252173	0.0489206584	0.0808529701	0.0847469921	-0.3018599499	0.0571559241	0.3813134774	0.1379015898	-0.189508096	0.2048396696	-0.2414561711	-0.1841619076	-0.001337581	0.17293327	0.3213800153	0.0675786587	-0.243852159	-0.1028367382	0.1547718027	0.1505910958	0.0974671186745297	-0.0059566022998609	0.0094998392227148	3.5481110958708226e-05	0.1233608883210592	0.1344816629905806	0.0152179087673608	0.018085317680712	0.2263001170440901	0.3323783647530688	0.0512117429741688	0.110475377355924	-0.0070880941916075	0.0017168708480949	5.024107926909998e-05	2.9476455090381027e-06	0.0015168967474001	-0.0001158872028422	1.3429843782589238e-08	2.3009757422730025e-06	0.002010903591221	0.0003641822801646	1.3262873318588744e-07	4.043733253185516e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
816.3319692608711	6.757775269330523	666397.8840373318	45.66752659077522	834.4248920632474	-11.002707454745403	696264.9004947621	121.0595713347101	764.3542400642677	2.017490104392664	584237.4043042243	4.070266321322322	767.6582643348275	597.1173841090579	1.952231	32.24696	0.2266324042281217	0.1088762569310364	0.1317758159	-0.3504100124	-0.1493538618	0.3878444828	-0.3349617692	0.3954041774	-0.1143929318	-0.1093272176	0.0350444333	0.2689289785	0.2426293608	0.0522507676	-0.1684446996	-0.2428145318	-0.025862416	0.0454515759	-0.0434791512	0.0197783611	0.3563635222	-0.0854891138	0.0223593801	0.2577993694	0.1196793383	0.0059231712	-0.2734067051	0.0208147576	0.3153124494	-0.2131740545	-0.0840422177	0.1845649861	0.1559438544	-0.0736458732	-0.0166711099	-0.0089308134	-0.2146981429	-0.2569802222	0.0645250384	0.1796022131	-0.2195287127	-0.3577222102	-0.1876229668	-0.0056477889	-0.3658355272	0.0394312378	0.1039134913	-0.0721250457	-0.2495414821	-0.1170314727	0.1661026044	-0.023510027	0.1165207249	-0.1399048617	0.0195507588	0.0908912238	0.0308463503	0.193312687	-0.031509956	-0.0411539178	0.0853190457	-0.1437597126	0.1134675127	-0.1658545204	-0.0312744663	0.3160931943	0.4665451069	0.1538585052	0.1469813818	0.0530414452850891	-0.0444256733894406	0.0028133949179311	0.0019736404561052	0.0666806541521936	-0.0566802341688656	0.0044463096381644	0.0032126489454374	0.3045124149176956	0.0782122978736055	0.0927278108390068	0.0061171635386695	-0.0063553650791669	0.0007327291124406	4.039066528949409e-05	5.368919522179905e-07	0.0013061141381685	-0.0002107826092315	4.4429308354481355e-08	1.7059341419236436e-06	0.002013675845473	2.77225425199994e-06	7.685393637731747e-12	4.054890410641402e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.5259623718425	6.193993110971405	676548.9587757257	38.36555065876123	850.9311153475799	16.506223284332464	724083.7630666762	272.4554071122392	767.1943374209934	2.840097356725664	588587.1513708371	8.066152995680104	771.2708688082504	635.7347073570678	2.678541	44.244144	0.6688412582098433	0.3247336043642743	-0.1942628308	0.0580617468	-0.0812345435	-0.1696932666	0.0358110525	-0.0391869378	-0.1753060711	-0.0827934034	0.0603058476	-0.032825684	-0.0819681456	0.2559686312	0.0844374139	0.0986533603	0.0127946328	0.0503326515	-0.0519860648	0.0403663016	-0.0854303014	-0.0869541005	-0.2471738375	0.0678590755	-0.0675510411	-0.1406237452	0.097875554	0.1454201729	-0.0569165332	0.1897534412	-0.2158378287	-0.0371511071	-0.0181680726	-0.01337384	0.034565395	-0.0082370591	0.0813655233	0.0357799365	-0.150656574	0.1879540323	-0.2659747881	0.0422141241	0.1449814844	-0.1754868803	0.0500331537	-0.0638869226	0.2262586749	0.1326266732	-0.0041508487	0.0351234394	-0.0768173913	-0.0657111882	-0.0485077792	0.1906787507	-0.0925637624	-0.0985610158	-0.0465639693	0.0704968496	-0.1754914078	-0.0769904682	-0.15392928	-0.0937439613	-0.0841448755	-0.1071018735	0.065047776	-0.0153245548	0.0423796199	0.152719399	0.1425091225	0.0149662960176755	-0.0380751492674135	0.0002239900164886	0.0014497169917358	-0.0761797925457727	-0.1428604466979663	0.0058033607923169	0.0204091072307424	0.0471259115359572	-0.2573865033817384	0.0022208515380948	0.0662478121230776	-0.0094548835870865	-0.0030995185079196	8.939482364535768e-05	9.607014980936144e-06	0.0003099215461481	-0.0009961925920204	9.923996803963232e-07	9.60513647668289e-08	0.0014990037681585	-0.0005146720773145	2.648873471672229e-07	2.247012296953382e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.2353633976327	-1.2905989742098427	674427.5220948418	1.6656457122314985	852.4710740243922	1.5399586768123754	726706.9320483009	2.371472726289722	765.980291861075	-1.214045559918418	586725.8075195777	1.4739066215576249	770.043801857425	636.5930995219633	1.289851	21.305769	0.2083162885523947	0.1026430409763923	-0.1417626375	0.0179730942	-0.1572200678	-0.1034464947	-0.0181838548	0.0596574323	-0.1065986167	0.0700050557	0.1489171749	-0.0488715262	0.0476978507	0.2073822517	-0.0532647774	-0.0873987319	0.0379934601	0.0631536128	-0.1137216391	0.1007296483	-0.0381207615	0.0488635737	-0.0313388371	0.0327707553	-0.1042896735	-0.0181714443	-0.0318811589	0.246994958	-0.0200043518	0.0250951785	-0.1465914631	0.1000136988	0.1511353957	-0.0254523642	0.0755956409	-0.1005113712	0.0941158351	0.0817040161	-0.0002489055	0.0433649796	-0.0152345265	-0.0102519215	-0.156092019	-0.1631368161	-0.0272573073	0.0038775365	0.1562764793	0.0906167471	-0.0006598737	0.0014274384	0.1495040417	0.0418597329	-0.2242137828	0.0124994519	-0.0411175407	0.0155985679	-0.1939623446	-0.0354169065	-0.0564641858	-0.0766688391	-0.0438889165	-0.0311268942	-0.0669849358	0.0205628483	0.0802502421	-0.1491425181	0.1843150498	0.1513561561	0.1372005631	0.0337395053778806	0.018773209360205	0.001138354223144	0.000352433389682	0.0083617765590986	0.0845415691048713	6.991930722429083e-05	0.0071472769067137	0.0283711174659089	-0.0187547940700483	0.0008049203062644	0.0003517423006099	-0.0104073326639505	-0.000952449076864	0.0001083125731781	9.071592440190868e-07	0.0006509704384041	0.000341048892256	1.163143469090447e-07	4.2376251167602613e-07	0.0019304401193839	0.0004314363512254	1.861373251586867e-07	3.726599054526926e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817.3410239119517	-3.89433948568103	668046.3493694376	15.16588002973439	846.5410084644509	-5.93006555994134	716631.6790120095	35.1656775452024	764.9437484741211	-1.0365433869538947	585138.9383296394	1.0744221930378517	769.3110653743915	641.2212014857091	1.274885	21.05855	0.0399500092244502	0.0287019254384141	-0.217243858	0.0784805081	0.0092588193	-0.0383502018	0.1753663269	-0.0271606051	-0.046216447	-0.137397748	0.10287391	-0.2273552541	0.1551072614	0.0876354306	0.0613264915	0.0156829599	0.127421279	0.1077242634	0.0952481552	0.0663151768	-0.0659406945	0.0686521108	-0.1158147005	0.190614772	-0.1600436895	0.148610631	0.0969313421	0.0798272193	-0.1955643402	-0.0966433433	-0.173934192	-0.020870536	-0.0108804637	-0.1347800694	0.0933719713	-0.017077882	-0.030333348	0.1707632336	-0.1471632224	0.0760023668	-0.0595234075	0.0370231961	-0.0881340142	-0.1982067464	0.0401194825	0.0276079985	0.1923344942	0.0942982514	0.0913864408	0.0684064532	0.0189412579	-0.0068937524	-0.0952905772	-0.0081001018	-0.064225377	-0.0778019862	-0.1244560075	-0.068529059	-0.0708041257	0.0344991278	-0.042772772	0.1137803848	-0.1433114106	-0.014562235	0.0084972543	-0.0387593256	-0.0217925489	0.1497707771	0.1310868562	0.0372024011399503	0.0034628957620696	0.0013840186505777	1.1991647058960284e-05	0.008494576171202	0.0001327996121034	7.215782432835284e-05	1.7635736974813603e-08	0.031683106964536	0.0033119894986271	0.0010038192669262	1.0969274439016208e-05	-0.0103083994863587	9.893317759180134e-05	0.0001062630999703	9.787773628410905e-09	0.0012070500510099	0.0005560796126058	3.0922453555581656e-07	1.456969825643002e-06	0.0019362738162193	5.83369683539994e-06	3.4032018767355265e-11	3.749156291376451e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.8660925782193	-2.474931333732343	664006.7488336951	6.1252851066901535	849.2223801852605	2.6813717208095795	721178.6510075191	7.189754305157326	765.5632750193278	0.6195265452066678	586087.1280583189	0.3838131402157094	771.7183944564906	617.4420377218997	1.288683	21.286476	0.055076757111108	0.0326845661241748	-0.1974107318	-0.0965163032	0.0846534388	0.0839016005	0.1652863444	-0.1048007111	-0.1213125295	-0.0032291148	0.0928356686	-0.1218980067	0.1362547346	0.0962764511	-0.0294563643	-0.0192987187	-0.074076864	-0.0825101866	-0.0289923959	0.0651347658	-0.1717897079	-0.0046583083	-0.2299215126	0.1443815792	0.0311005678	0.0138311146	-0.0041333241	0.0109802905	-0.1136179005	-0.0845947956	-0.1177715208	0.0513373752	0.0387302942	0.0907935144	-0.0704292186	-0.0087292084	0.0955437272	0.0356930328	-0.0706078475	0.0699087027	-0.1715613439	0.1253575394	-0.0218355695	-0.1960831018	-0.0019113622	0.0891673598	0.1278011252	0.1076261357	0.0323855316	0.0158125018	-0.0055910494	0.0074907531	-0.1026715838	0.0654169172	0.0930897001	0.0365677746	-0.0204952827	-0.0666510374	-0.0257940406	0.0034524222	-0.0258149621	-0.0600952145	-0.1257508895	-0.0138697609	-0.0598384514	-0.2017083101	0.0727084248	0.1479655889	0.1242038795	0.0362590369969808	-0.0009433641429694	0.0013147177639484	8.899359062405782e-07	0.0130965929184725	0.0046020167472704	0.0001715207460721	2.117855814215815e-05	0.049063256641844	0.017380149677308	0.0024072031523034	0.0003020696028056	-0.0104663710603463	-0.0001579715739876	0.0001095449231728	2.4955018188119883e-08	0.0007269117562853	-0.0004801382947245	2.305327820610468e-07	5.284007014257794e-07	0.0019313591540603	-4.9146621589999e-06	2.4153904137105558e-11	3.7301481819725178e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815.53000575556	0.6639131773406461	665089.1902876636	0.4407807070465522	843.5643778539903	-5.658002331270154	711600.8595841897	32.0129903806585	765.2009051287615	-0.3623698905662422	585532.4252098759	0.1313119375889903	769.9259727147399	611.2024506173635	1.067372	17.630848	0.071588051451177	0.0444951066734938	-0.2027769087	-0.1330923828	0.0507871606	0.084375251	0.1164760074	-0.0657152421	-0.0911563465	-0.119897308	-0.0091618468	-0.1069430635	0.1517124598	0.131710869	0.0164458921	0.0695378136	0.0854014974	-0.1910284126	-0.0123136656	0.0267114479	-0.1529888559	-0.0504719565	-0.1166847015	0.0631309863	-0.101400258	-0.0287189784	-0.1071087612	0.0275252557	-0.0948358031	-0.0806603447	-0.1788400993	-0.0064902301	-0.060448796	-0.0464633845	-0.1100306029	-0.1733199554	0.0667420062	0.1189461286	-0.0177664816	0.0254858235	-0.1075462711	0.1135852956	-0.2177031532	-0.2024299744	-0.0224705271	0.0816119969	0.2397365281	-0.0007120269	-0.0237439101	-0.040006327	-0.0267579831	0.0066558125	-0.0768787014	0.0108549346	0.0392888143	-0.1527075231	0.0046919627	-0.0312514555	-0.0728937368	0.1328206486	-0.0397603337	0.2569947707	-0.0388191089	0.0605569238	0.0885370998	0.0406734819	-0.1708302304	0.1459432408	0.1165920251	0.0363177045411617	5.866754418090009e-05	0.0013189756631391	3.4418807402178638e-09	0.0051976967285867	-0.0078988961898858	2.701605128236089e-05	6.239256101859242e-05	0.0916647802722394	0.0426015236303954	0.0084024319423579	0.0018148898156311	-0.0101717483353219	0.0002946227250243	0.0001034644641971	8.680255010080291e-08	0.0006021994923302	-0.000124712263955	1.5553148780806533e-08	3.6264422856275065e-07	0.0019301148613055	-1.244292754800074e-06	1.5482644596479574e-12	3.725343377832349e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
