global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
826.6217570397843	n/a	683303.5292115401	n/a	881.7057143650698	n/a	777404.966744018	n/a	765.1146050219265	n/a	585400.3588178586	n/a	768.7798327897724	651.5942991291053	n/a	n/a	n/a	n/a	-0.0238997182	0.189363467	-0.0150487941	-0.1261908125	0.1251523334	-0.0589182706	0.0498602045	-0.0479689676	0.2305789824	-0.022185243	-0.0495827922	0.0865213207	-0.0672836071	0.0281799096	-0.0290093326	0.0721799176	-0.0277620163	0.0830401937	0.0376870712	-0.0632048689	0.030991991	-0.1328572993	0.0386164956	-0.022102192	0.0176092875	-0.0307690341	0.1864022184	-0.0212996301	-0.0776580004	0.1326884505	-0.0159019729	0.0070410854	-0.037355254	0.0552947357	-0.0437826144	-0.0649951772	0.0235616902	-0.0513642301	0.0808399275	-0.0072821164	0.0582651468	-0.0463690486	-0.0574319159	0.0826435368	0.0613445008	-0.0668512461	0.1068347568	-0.0828819234	0.0722563807	-0.0484637494	0.0886024147	-0.0543924942	0.0594185919	-0.0220407884	0.0875338463	-0.0358824167	0.2537971046	-0.0450196429	0.0170329918	-0.0163573053	0.0181496446	-0.1480995855	0.1004438488	-0.0706133003	0.1108026914	0.2442142803	0.1561451084	0.1560591586	-0.0342116995875159	n/a	0.0011704403886664	n/a	-0.0908170391682006	n/a	0.0082477346032784	n/a	-0.5334798482395655	n/a	0.2846007484777098	n/a	0.0014439979229371	n/a	2.085130001446659e-06	n/a	-0.0005569995603202	n/a	n/a	3.1024851019689615e-07	9.021124028444098e-07	n/a	n/a	8.138067873657147e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.0176163936463	-2.604140646137921	679005.0321270665	6.781548504867629	876.3875095496016	-5.318204815468107	768055.0668945531	28.28330245926816	764.7665721965286	-0.3480328253979223	584867.9099492282	0.1211268475544607	768.852462668168	649.8493800217899	1.007481	18.626993	0.0993999340663817	0.0544671925915511	-0.0754804357	0.1309056106	0.0531318513	-0.0623291163	0.1179474938	-0.0666572894	0.1493210776	-0.1811138852	0.0632796106	0.0731015085	-0.034996448	0.0943701715	0.0142432126	-0.0083835608	0.0608208879	0.172678661	0.0058105886	-0.0399889633	-0.0340689089	-0.1552334109	0.1184404157	-0.0162333322	-0.0793356211	0.0615333427	-0.1242729101	0.038030353	0.0164773094	0.0549227081	0.0129991071	0.0806556417	0.0848246632	0.0352824116	0.0656178284	0.0962055707	-0.1634958491	0.0301379851	-0.0108062113	-0.0268826874	0.1251561702	-0.1612507449	-0.03289264	-0.1062215403	-0.0888572471	0.0877048197	0.0540362171	-0.006718146	0.1312960048	-0.0410690623	0.0557840981	-0.0770506401	-0.1754852372	-0.1723121137	0.0483977138	0.052816657	0.0295777089	-0.063842516	0.2532973722	0.0609440062	0.0509070295	-0.0630670482	0.0404263865	-0.0633198169	0.1568605195	-0.0650950041	0.1597502286	0.1048443226	0.155915944	0.1551433414	-0.0398356017096688	-0.0056239021221528	0.0015868751635713	3.1628275079555884e-05	-0.094420971537616	-0.0036039323694154	0.0089153198661072	1.2988328523320135e-05	-0.5266723486192149	0.0068074996203506	0.2773837628000798	4.634205108107431e-05	0.0006345918616695	-0.0008094060612676	4.027068308971618e-07	6.551381720167299e-07	-0.0003043078705486	0.0002526916897716	6.385309007962658e-08	9.260328007782349e-08	0.0006060963604529	0.00060519424805	3.662600778728723e-07	3.673527981542517e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.2013968790561	-3.816219514590216	672730.331442355	14.563531383539184	872.7389799825261	-3.6485295670755695	761673.3271809401	13.31176800182465	763.4927472528422	-1.2738249436864637	582921.1751076923	1.6226299871578218	768.4510054337351	633.3740213053901	1.076394	19.901091	0.0910592932623099	0.0421400090200283	-0.1191048508	0.018878201	-0.0014121773	0.0507955243	0.0549111577	0.0638276385	-0.1343055633	-0.1167502751	-0.1152740365	0.1449929223	-0.0269102824	0.0836385917	-0.0231961686	0.1419406511	0.0551109556	-0.0419941895	-0.1641226536	0.0324052486	0.0223847699	-0.2101262209	0.1289594384	0.0031336215	0.2038353666	0.0394975582	-0.0469721512	0.0371656683	0.0332073435	0.1103284232	0.0285082967	0.0539652135	-0.0155766453	0.1569848404	0.0283453525	-0.1511157463	-0.084492273	-0.0972484133	-0.1162817965	-0.0946365642	0.1896462468	0.0088433519	-0.1309359174	-0.0817550854	-0.098705115	0.0981744554	0.0396866453	0.0634544632	0.0653772015	-0.0332251069	-0.0866492278	0.0883632965	-0.2502718396	0.0197671394	0.015299416	0.051064445	0.0190093854	-0.1257420443	0.2371498328	0.0553002166	0.1145029718	-0.100940863	0.0291681631	0.1175458217	0.0039137725	-0.0444614878	-0.0223260325	0.0583641791	0.1554579513	0.1533170814	-0.0241786067465028	0.015656994963166	0.000584605024202	0.0002451414912766	-0.0772919078150096	0.0171290637226064	0.0059740390136839	0.0002934048240131	-0.4975252199854623	0.0291471286337525	0.2475313445215826	0.0008495551075925	0.0006350563435657	4.644818962000691e-07	4.0329655950303643e-07	2.1574343189761177e-13	-0.0005029289722562	-0.0001986211017075	3.9450342043540785e-08	2.529375511346776e-07	0.000222659825201	-0.0003834365352519	1.4702357656598154e-07	4.9577397758539874e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.0221011588962	0.820704279840129	674077.2905913689	0.6735555149479047	868.5510375633669	-4.187942419159185	754380.9048524011	17.53886170619289	764.6196675570505	1.1269203042083973	584643.2360150545	1.2699493720371466	767.7199624965066	611.7422006110708	0.878584	16.243845	0.0760220667168067	0.0444201211096157	-0.1029203127	-0.0303250073	-0.0979344139	0.0449889766	0.0442564135	-0.0162737718	-0.1412891507	0.0176839234	-0.0442743543	0.1028538405	0.0043078666	0.0780054483	-0.0344765541	0.04505342	0.0329633904	-0.0906561273	-0.1193912108	0.1806409052	0.0895238046	-0.0782288223	0.135399364	-0.0768047549	0.0123728265	0.1509218949	-0.0614020988	-0.0951277172	0.133549999	0.0742183462	-0.0101223596	0.0554021809	-0.004646962	0.0896142198	-0.0332236318	-0.1891649726	-0.0303583738	-0.0484574221	0.0943233238	-0.1123385862	0.1471294483	0.0757234224	-0.0292958431	-0.1243213719	-0.081194741	0.0433421405	0.0422242561	0.0450244274	0.0375697099	-0.092330361	-0.1035702019	0.1032927615	-0.0490708345	0.0006335702	0.1289126233	-0.0196439935	0.0225999063	-0.0392167908	0.1752328599	-0.1629335441	0.1914340967	-0.1060091043	0.0780905508	0.0412573541	0.0251588097	-0.0656335535	-0.1049111733	0.0356991698	0.1547718027	0.1505910958	-0.0147287603814447	0.0094498463650581	0.000216936382374	8.929959632320178e-05	-0.0776716585046699	-0.0003797506896602	0.006032886534866	1.442105862974729e-07	-0.5222221549998807	-0.0246969350144183	0.2727159791727194	0.0006099385991064	0.001231528730005	0.0005964723864393	1.516663012827728e-06	3.557793077845936e-07	-0.0003674237273172	0.0001355052449389	1.8361671405978382e-08	1.3500019539566412e-07	0.0001247267636259	-9.79330615751e-05	9.590884549472328e-09	1.5556765564591134e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.4344634676974	2.4123623088011072	678044.3156263346	5.819491908924209	873.4581188244766	4.907081261109738	762929.0853403935	24.07944650313434	765.9718412003427	1.3521736432921898	586712.861511843	1.8283735616140744	769.6884343498632	625.3774384593808	0.946807	17.505209	0.1708810891177998	0.0961811075995424	-0.0488337332	0.0296427666	-0.0874122024	-0.0451605752	0.0450264126	-0.016291498	-0.1666403321	0.0036949468	0.0225001279	-0.0607039262	-0.0097549937	0.0486434078	0.0131983264	0.0884983712	0.007989863	-0.2113252327	-0.0476285473	0.103191888	0.1129414193	0.0893012487	-0.015674476	-0.0889161508	-0.1518173214	0.0672789536	0.1026552396	-0.0061027123	0.0082857813	-0.071281087	-0.0525064192	0.0105330127	0.0012852863	0.0902647569	-0.0706761109	-0.1667872015	0.0351358244	-0.0060648603	0.1123451245	-0.0956762208	0.0353823768	-0.162009699	0.0701678554	0.0105672867	-0.0402944198	0.1056455715	0.0214736421	0.0345203284	0.0025843541	0.0727705405	-0.0794592196	0.1629718796	0.1214895986	-0.0497587764	-0.0088248761	0.0012294304	-0.0006556292	0.0498535957	0.059754404	-0.1151466574	0.1041516378	-0.0063491795	-0.0148119741	-0.1588933967	0.0947825158	-0.0472315003	0.0453312764	-0.015837059	0.1538585052	0.1469813818	-0.005712678851566	0.0090160815298786	3.263469966112943e-05	8.128972615341981e-05	-0.0212321482246267	0.0564395102800431	0.0004508041182325	0.0031854183206511	-0.4445676212677227	0.0776545337321579	0.1976403698796413	0.0060302266091588	0.0014870123126619	0.0002554835826569	2.2112056180080925e-06	6.52718610072051e-08	-0.0001318595362034	0.0002355641911137	5.549048813509888e-08	1.7386937287775756e-08	0.0001890982613696	6.437149774369999e-05	4.143689721767173e-09	3.575815245300555e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824.1441833375927	0.7097198698953662	679213.6349291876	0.5037022937242955	874.1454115021095	0.6872926776328541	764130.2004501923	0.4723712247277382	766.1745848025915	0.2027436022488018	587023.4943974236	0.0411049682528203	769.6513388784308	638.5471525114218	0.936478	17.314243	0.1500766788418148	0.0785847586732352	-0.008354799	0.0620658928	-0.0437476004	-0.0876444358	0.014692438	-0.0932805134	0.0155622845	0.0396535331	0.0555644579	-0.0877641947	-0.0942499429	0.0622513999	-0.1453526795	0.0086130734	0.0062105296	-0.0031619582	-0.009271037	-0.0542397987	-0.0018561054	0.1331040452	0.0230825328	0.0739085588	0.0720713795	-0.0878288055	0.0549211331	-0.025392721	0.0998879104	-0.1058732136	-0.0534554026	0.141438659	-0.0266520571	-0.0254729416	0.0099634246	-0.0213978782	0.0090058046	0.118631061	-0.0333493879	0.0315862818	-0.0475157281	0.0654487336	0.0329897195	0.0629751698	-0.0144241306	0.0971437134	0.0299899575	-0.0484240579	-0.0146730975	0.0080414717	0.0204030651	-0.0834550763	-0.0129096563	0.0754592558	-0.0112708068	-0.1243130535	0.012223794	-0.0223703708	0.0085610908	0.0186355126	0.0192052053	-0.0835981719	0.0830592748	-0.031675257	0.0551649965	0.0787731755	-0.1381018154	-0.099414648	0.152719399	0.1425091225	-0.0145417071341	-0.0088290282825339	0.0002114612463739	7.795174041378525e-05	-0.0846433181257708	-0.0634111699011441	0.0071644913033404	0.0040209764682317	-0.4702437572067595	-0.0256761359390367	0.2211291911919297	0.0006592639567598	0.00212905362372	0.000642041311058	4.532869332675263e-06	4.1221704510520366e-07	-0.0001839270340817	-5.206749787829999e-05	2.711024335306774e-09	3.3829153866090835e-08	0.0005381963468152	0.0003490980854456	1.2186947326178349e-07	2.896553077252271e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.9715814076908	-2.17260192990193	675637.2806418601	4.720199145813591	871.1018036831631	-3.043607818946384	758818.35238006	9.263548555551566	764.1925112886249	-1.9820735139666112	583990.1943096152	3.9286154147679504	767.7641987298664	638.3765329463978	1.046519	19.348747	0.1420217092566102	0.0642077473591791	-0.0317800897	0.0694806464	0.0688753384	-0.0418198291	0.1137945151	0.0153878634	-0.0658233976	0.0705956939	-0.0780363035	-0.0022242885	0.0414167873	0.0484928828	-0.012096339	0.2568108044	0.1433896191	0.1810464002	-0.0857541359	0.0837805722	0.0226021478	-0.0674576518	0.0490111241	0.0445010451	0.007631766	0.077999181	-0.0090354589	0.0462225979	-0.1363182927	0.0083870951	-0.0959042327	0.0064650045	-0.0253749042	0.254632224	0.1334304391	0.0481973362	-0.2099997922	-0.0382583305	0.0528554296	-0.0399371922	0.0313492155	0.0477889557	-0.0705598769	-0.0276642997	-0.0224986635	0.0541085011	0.1120968047	-0.0812601199	-0.0685106435	0.0796175865	-0.1444903946	-0.0183779357	-0.076699911	-0.1392355482	0.0148235553	0.1305305892	-0.0319536267	-0.0318947666	-0.0310614429	-0.0715250935	-0.1034795644	-0.0779069601	0.0838366398	0.1371539171	-0.0062258245	0.0013101773	0.0553506065	-0.1517184961	0.1513561561	0.1372005631	-0.0371065184765484	-0.0225648113424484	0.0013768937134504	0.0005091707109202	-0.1054998579479189	-0.020856539822148	0.011130220027031	0.0004349952533528	-0.5040143633346332	-0.0337706061278737	0.2540304784476156	0.0011404538382439	0.0027480867766369	0.0006190331529169	7.551980931926587e-06	3.832020444102384e-07	-0.0006011194956321	-0.0004171924615504	1.7404954997448206e-07	3.6134464802899045e-07	0.0002778269219997	-0.0002603694248155	6.779223737875433e-08	7.718779858782739e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.6463655237133	-1.3252158839775348	673460.4572472799	1.7561971391463589	872.6538645283559	1.552060845192841	761524.7672762742	2.408892867180716	765.9110493210127	1.7185380323877553	586619.7354720148	2.9533729687631776	770.2734387548346	630.4444827939797	1.312437	24.265219	0.1673701948479078	0.0916161923684776	-0.0149448278	-0.0222338274	0.0040698178	0.058064018	-0.0250379439	0.0082707102	-0.0333974299	-0.0229446585	-0.0217527233	-0.001125023	0.0033222874	-0.0042166645	-0.062670381	-0.0622878752	-0.0145345076	-0.1683418082	0.0821581244	0.0639744139	0.0242458572	-0.0276187224	-0.0647403688	0.1299075563	-0.0490661767	-0.0285453568	-0.0695518057	-0.1898495838	0.13523022	-0.0061833221	-0.000607041	0.0086703661	-0.0268641316	-0.0650329145	-0.0338824932	-0.1063077253	0.2129648634	-0.0161624586	-0.0519121249	0.0532971014	0.0133257599	0.0425656527	-0.004632484	0.1244037686	1.84352e-05	0.0226997134	-0.0203130684	0.0294157734	0.0946553496	-0.0882867865	-0.048265457	-0.0321899002	0.0463258833	0.240256077	-0.0562538518	-0.1671440353	0.091424576	-0.0669955323	0.0846237559	-0.0563136391	-0.339155553	0.0933836899	-0.2825858493	0.0305685227	-0.0537011715	-0.0950819731	-0.1090208437	0.1254674775	0.1497707771	0.1310868562	-0.0108984601101127	0.0262080583664357	0.0001187764327717	0.0006868623233385	-0.0307363103735553	0.0747635475743636	0.0009447207753795	0.0055895880459041	-0.4625094126054847	0.0415049507291485	0.2139149567486705	0.001722660935029	0.0025380911149304	-0.0002099956617065	6.44190650768864e-06	4.4098177935550824e-08	-0.0008302238056392	-0.0002291043100071	5.248878486382938e-08	6.892715674500362e-07	0.0002190541301541	-5.877279184560001e-05	3.454241061326226e-09	4.7984711937569394e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823.3841026376796	2.7377371139663182	677961.3804764568	7.495204505188625	868.828167133117	-3.82569739523899	754862.3840038914	14.635960559938392	766.5823171363687	0.6712678153560319	587648.4489461642	0.4506004799328597	770.986220460189	632.6480708489051	1.060774	19.61231	0.0933272060176239	0.0527037467000493	0.0164571421	-0.0247501634	-0.0402870606	-0.0094124304	-0.1229244797	-0.0138812447	0.1629384961	0.0722072707	-0.1494509969	-0.0438184263	-0.0935022463	-0.0166777708	-0.1211295904	-0.1538287095	-0.0484103456	-0.0331878098	0.0362566064	-0.0718060955	-0.134357044	0.2784412384	-0.0533945942	0.1432939491	0.0560291367	0.0805442981	0.0713721845	-0.2143953324	0.0140533257	-0.0542203664	0.014792198	0.1001955591	-0.0362867175	-0.1741636795	-0.0441896819	-0.0329458218	0.0062678106	0.2125029766	0.024610619	0.1740860994	-0.1471287503	0.0810522319	0.114247346	-0.0268287732	-0.0003802907	0.0009597901	-0.0131400025	-0.0506280071	0.1002842941	-0.0579551686	0.0154439109	0.0222829226	0.0708949259	0.0043444173	0.0886391041	-0.2113391268	0.0162815735	0.0274620479	-0.1353178484	0.0094898315	-0.2646023285	0.0263840884	0.0706782412	-0.1062888571	0.1371739916	0.0323901435	-0.0972177953	-0.0877704225	0.1479655889	0.1242038795	-0.0122425145936944	-0.0013440544835816	0.0001498791635768	1.8064824548360697e-06	-0.073026569077399	-0.0422902587038437	0.0053328797912161	0.001788465981238	-0.4442187357762606	0.0182906768292241	0.1973302852146592	0.0003345488588711	0.0025380173112773	-7.38036530999707e-08	6.441531872343255e-06	5.446979210900814e-15	-0.000331886324659	0.0004983374809802	2.483402449496913e-07	1.1014853249565913e-07	8.942109476791239e-05	-0.0001296330353861	1.6804723863436572e-08	7.996132189491967e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822.8061365168802	-0.577966120799374	677009.9382898349	0.3340448367918766	871.9806241667673	3.1524570336503075	760350.208922265	9.937985349011296	765.8082455329176	-0.7740716034511479	586462.2689262053	0.5991868472694312	769.7929825029875	634.3168233880825	0.950006	17.564352	0.0584708945116283	0.0334742052733217	-0.0079508021	0.0382965309	0.0098092616	0.0158067089	0.0261351793	-0.0359347003	0.0795959927	-0.0541076739	-0.1010945146	-0.0172232513	0.002710667	0.0966806743	0.0070801226	0.0090698703	0.1053905608	0.1631244782	0.0310450325	-0.181585175	0.0236349504	-0.0191658794	0.0099803628	0.0467513892	-0.0405205044	0.108544622	0.1051858075	-0.0500521906	0.0477242879	0.0003254472	-0.0414232167	0.0384525502	0.1010941848	0.0565952763	0.1343997966	0.1091215817	-0.1228701254	0.0871768589	-0.0636648087	-0.0054467587	-0.0868173788	-0.1047353749	0.0346491927	-0.0933723353	-0.0109062034	0.0229475166	0.0528772857	-0.0473410742	0.0099178832	0.0465429606	-0.0180437916	-0.0623979997	-0.1043600994	-0.0525809621	0.0762825008	0.0091250324	-0.0534198589	-0.0207245961	-0.0700019578	0.0164586851	-0.0260761029	0.0260889382	0.0046435138	0.0322924337	-0.0173480067	-0.0146604946	0.0718849585	-0.1820767397	0.1459432408	0.1165920251	-0.0010023094017412	0.0112402051919532	1.0046241368188024e-06	0.0001263422127572	-0.1013141567584199	-0.0282875876810208	0.0102645583596696	0.0008001876168114	-0.4572635014718855	-0.0130447656956249	0.209089909778329	0.0001701659120537	0.0025380201245314	2.813254100161866e-09	6.441546152526384e-06	7.91439863207755e-18	-0.0002588297491386	7.30565755204e-05	5.337263226767908e-09	6.69928390391506e-08	0.000134328424854	4.490733008608762e-05	2.0166682954608304e-09	1.8044125723756728e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
